aging,cluster_short,gene,expression
O,OO,KLRB1,0
O,OO,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,OO,KLRB1,2.14266410888565
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,SC,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,GC,KLRB1,1.57969193841627
O,SC,KLRB1,1.12603338312359
O,EC,KLRB1,2.30526325935296
O,SC,KLRB1,0.880298805863626
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,1.4346064976591
O,EC,KLRB1,0.749607914693352
O,GC,KLRB1,1.75308353036863
O,M,KLRB1,0.797943165119852
O,SC,KLRB1,1.30761806611629
O,GC,KLRB1,1.37895212943729
O,SC,KLRB1,1.06374181339323
O,SMC,KLRB1,0
O,SC,KLRB1,2.46811258940597
O,M,KLRB1,0.918120580532183
O,SC,KLRB1,1.68956098209796
O,SC,KLRB1,0.887807410094153
O,NKT,KLRB1,8.8351988097939
O,SC,KLRB1,0
O,SC,KLRB1,1.93582796516076
O,SC,KLRB1,1.62823417016941
O,GC,KLRB1,1.46564341282229
O,GC,KLRB1,0.984024907172577
O,GC,KLRB1,1.25208550653584
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,2.19461961853894
O,EC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,2.38223937619539
O,SC,KLRB1,0.723702603704304
O,GC,KLRB1,0
O,SC,KLRB1,0.881618465814322
O,EC,KLRB1,0
O,GC,KLRB1,1.41654956202278
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,1.33313576508536
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,1.12095480706258
O,SC,KLRB1,0
O,GC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,1.39277417982603
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,GC,KLRB1,0
O,GC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,GC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,M,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,M,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,EC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,EC,KLRB1,0
O,SC,KLRB1,2.20802828623169
O,SC,KLRB1,0.933648391397389
O,SC,KLRB1,1.50377575748845
O,SC,KLRB1,0
O,SC,KLRB1,2.39831240057204
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,1.38989052794218
O,SC,KLRB1,1.83400027855228
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,NKT,KLRB1,0
O,NKT,KLRB1,8.70054888815069
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,M,KLRB1,1.89162966306928
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,2.06544356390761
O,SC,KLRB1,1.88826570391722
O,SC,KLRB1,0
O,SC,KLRB1,1.96387114235586
O,SC,KLRB1,0.573132267972898
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,NKT,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0.640126479939525
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,1.65236482279532
O,SC,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,3.45654968591529
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,GC,KLRB1,0
O,GC,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0.382759782228433
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,EC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,EC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,EC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,EC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,EC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SMC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,EC,KLRB1,0
O,EC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,EC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,M,KLRB1,0
O,EC,KLRB1,0
O,NKT,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,5.79207741280112
O,SC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,NKT,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,NKT,KLRB1,0
O,SC,KLRB1,1.78758410319128
O,NKT,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,NKT,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,GC,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,NKT,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,NKT,KLRB1,7.2960205382084
O,SC,KLRB1,1.40924730299018
O,EC,KLRB1,0
O,SC,KLRB1,0
O,M,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,EC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,M,KLRB1,0
O,NKT,KLRB1,7.37648734000489
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,NKT,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,NKT,KLRB1,0
O,GC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,NKT,KLRB1,8.27784286699956
O,SC,KLRB1,0
O,NKT,KLRB1,9.31734805109077
O,NKT,KLRB1,0
O,SC,KLRB1,0
O,NKT,KLRB1,2.63300900016012
O,SC,KLRB1,0
O,SC,KLRB1,0
O,NKT,KLRB1,6.04666930519648
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,0
O,SC,KLRB1,3.29977217509539
O,EC,KLRB1,1.30499351227757
O,GC,KLRB1,2.42591253136498
O,SC,KLRB1,1.16804467398363
O,SC,KLRB1,0
O,SC,KLRB1,1.63795548842274
O,SC,KLRB1,0
O,SC,KLRB1,0
O,M,KLRB1,0
O,SC,KLRB1,4.91166159475849
O,SC,KLRB1,0
O,SC,KLRB1,1.48906838748053
O,SC,KLRB1,0
O,SC,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,SC,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
O,OO,KLRB1,0
Y,M,KLRB1,0
Y,NKT,KLRB1,0
Y,NKT,KLRB1,0
Y,NKT,KLRB1,2.88996355383849
Y,NKT,KLRB1,0
Y,NKT,KLRB1,0
Y,NKT,KLRB1,0
Y,NKT,KLRB1,2.36715149654997
Y,NKT,KLRB1,1.86310430548806
Y,NKT,KLRB1,6.80982842324593
Y,NKT,KLRB1,0
Y,NKT,KLRB1,2.37672808329884
Y,NKT,KLRB1,6.20066995753266
Y,NKT,KLRB1,0
Y,NKT,KLRB1,0
Y,NKT,KLRB1,7.44355000738557
Y,NKT,KLRB1,2.97757909376053
Y,M,KLRB1,0
Y,NKT,KLRB1,2.13643393637296
Y,NKT,KLRB1,0
Y,NKT,KLRB1,3.88062174078754
Y,NKT,KLRB1,2.2807235068073
Y,NKT,KLRB1,4.40194313884143
Y,NKT,KLRB1,0
Y,M,KLRB1,0
Y,NKT,KLRB1,1.35391998143254
Y,SC,KLRB1,2.41615170805227
Y,NKT,KLRB1,0
Y,NKT,KLRB1,0
Y,NKT,KLRB1,0
Y,NKT,KLRB1,7.93704928397708
Y,NKT,KLRB1,0
Y,NKT,KLRB1,2.08650354017397
Y,NKT,KLRB1,1.62927881974716
Y,NKT,KLRB1,7.18321667359103
Y,M,KLRB1,0
Y,NKT,KLRB1,0
Y,NKT,KLRB1,0
Y,M,KLRB1,2.08782974303232
Y,M,KLRB1,0
Y,NKT,KLRB1,6.69741894263691
Y,NKT,KLRB1,8.64741005425151
Y,NKT,KLRB1,0
Y,NKT,KLRB1,1.30760115195254
Y,NKT,KLRB1,2.23400757496216
Y,M,KLRB1,2.96278007083467
Y,NKT,KLRB1,6.06651684023152
Y,M,KLRB1,0
Y,M,KLRB1,0
Y,M,KLRB1,0
Y,NKT,KLRB1,0
Y,NKT,KLRB1,0
Y,M,KLRB1,0
Y,NKT,KLRB1,0
Y,NKT,KLRB1,1.57262322247279
Y,M,KLRB1,0
Y,M,KLRB1,0
Y,NKT,KLRB1,6.02176186439145
Y,NKT,KLRB1,0
Y,NKT,KLRB1,3.8663149053827
Y,M,KLRB1,0
Y,NKT,KLRB1,0
Y,NKT,KLRB1,0
Y,NKT,KLRB1,0
Y,M,KLRB1,0
Y,NKT,KLRB1,0
Y,M,KLRB1,1.11432099098173
Y,NKT,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,GC,KLRB1,0
Y,SMC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,SMC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,EC,KLRB1,0
Y,EC,KLRB1,0
Y,SC,KLRB1,0
Y,SMC,KLRB1,0
Y,EC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,EC,KLRB1,0
Y,EC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,NKT,KLRB1,0
Y,EC,KLRB1,0
Y,EC,KLRB1,0
Y,M,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,GC,KLRB1,0
Y,GC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,GC,KLRB1,0
Y,SMC,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,GC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,GC,KLRB1,0
Y,GC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,2.17636591661743
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,GC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,SC,KLRB1,0
Y,M,KLRB1,0
Y,SC,KLRB1,0
Y,GC,KLRB1,0
Y,GC,KLRB1,0
Y,SMC,KLRB1,0
Y,GC,KLRB1,0
Y,SC,KLRB1,0
Y,SMC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SMC,KLRB1,0
Y,GC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,GC,KLRB1,0
Y,NKT,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,GC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SMC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,GC,KLRB1,0
Y,GC,KLRB1,0
Y,SMC,KLRB1,0
Y,SC,KLRB1,0
Y,GC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SMC,KLRB1,0
Y,GC,KLRB1,0
Y,SMC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,SC,KLRB1,1.49543347993874
Y,SC,KLRB1,0
Y,NKT,KLRB1,2.92295913123169
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,2.5928674342879
Y,SC,KLRB1,0
Y,SC,KLRB1,2.49579011893963
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,1.22037343798653
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,1.5645383448055
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,NKT,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,1.03564016670675
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,NKT,KLRB1,6.68112071645668
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,SC,KLRB1,1.95766876043387
Y,NKT,KLRB1,1.36839287014165
Y,NKT,KLRB1,6.70946473710406
Y,SC,KLRB1,1.4052229862224
Y,SC,KLRB1,0
Y,SC,KLRB1,0
Y,NKT,KLRB1,2.50926342053106
Y,NKT,KLRB1,0
Y,SC,KLRB1,0
Y,NKT,KLRB1,0
Y,SC,KLRB1,0
Y,EC,KLRB1,0
Y,SC,KLRB1,0.917598191938257
Y,NKT,KLRB1,0
Y,NKT,KLRB1,5.92315190480056
Y,SC,KLRB1,0
Y,SC,KLRB1,1.34747515035865
Y,NKT,KLRB1,0
Y,SC,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,SC,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,SC,KLRB1,0
Y,OO,KLRB1,0
Y,SC,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0.152617593253042
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
Y,OO,KLRB1,0
