	TCGA-2V-A95S-01	TCGA-2Y-A9GS-01	TCGA-2Y-A9GT-01	TCGA-2Y-A9GU-01	TCGA-2Y-A9GV-01	TCGA-2Y-A9GW-01	TCGA-2Y-A9GX-01	TCGA-2Y-A9GY-01	TCGA-2Y-A9GZ-01	TCGA-2Y-A9H0-01	TCGA-2Y-A9H1-01	TCGA-2Y-A9H2-01	TCGA-2Y-A9H3-01	TCGA-2Y-A9H4-01	TCGA-2Y-A9H5-01	TCGA-2Y-A9H6-01	TCGA-2Y-A9H7-01	TCGA-2Y-A9H8-01	TCGA-2Y-A9H9-01	TCGA-2Y-A9HA-01	TCGA-2Y-A9HB-01	TCGA-3K-AAZ8-01	TCGA-4R-AA8I-01	TCGA-5C-A9VG-01	TCGA-5C-A9VH-01	TCGA-5C-AAPD-01	TCGA-5R-AA1C-01	TCGA-5R-AA1D-01	TCGA-5R-AAAM-01	TCGA-BC-4072-01	TCGA-BC-4073-01	TCGA-BC-A10Q-01	TCGA-BC-A10R-01	TCGA-BC-A10S-01	TCGA-BC-A10T-01	TCGA-BC-A10U-01	TCGA-BC-A10W-01	TCGA-BC-A10X-01	TCGA-BC-A10Y-01	TCGA-BC-A10Z-01	TCGA-BC-A110-01	TCGA-BC-A112-01	TCGA-BC-A216-01	TCGA-BC-A217-01	TCGA-BC-A3KF-01	TCGA-BC-A3KG-01	TCGA-BC-A5W4-01	TCGA-BC-A69H-01	TCGA-BC-A69I-01	TCGA-BC-A8YO-01	TCGA-BD-A2L6-01	TCGA-BD-A3EP-01	TCGA-BD-A3ER-01	TCGA-BW-A5NO-01	TCGA-BW-A5NP-01	TCGA-BW-A5NQ-01	TCGA-CC-5258-01	TCGA-CC-5259-01	TCGA-CC-5260-01	TCGA-CC-5261-01	TCGA-CC-5262-01	TCGA-CC-5263-01	TCGA-CC-5264-01	TCGA-CC-A123-01	TCGA-CC-A1HT-01	TCGA-CC-A3M9-01	TCGA-CC-A3MA-01	TCGA-CC-A3MB-01	TCGA-CC-A3MC-01	TCGA-CC-A5UC-01	TCGA-CC-A5UD-01	TCGA-CC-A5UE-01	TCGA-CC-A7IE-01	TCGA-CC-A7IF-01	TCGA-CC-A7IG-01	TCGA-CC-A7IH-01	TCGA-CC-A7II-01	TCGA-CC-A7IJ-01	TCGA-CC-A7IK-01	TCGA-CC-A7IL-01	TCGA-CC-A8HS-01	TCGA-CC-A8HT-01	TCGA-CC-A8HU-01	TCGA-CC-A8HV-01	TCGA-CC-A9FS-01	TCGA-CC-A9FU-01	TCGA-CC-A9FV-01	TCGA-CC-A9FW-01	TCGA-DD-A113-01	TCGA-DD-A114-01	TCGA-DD-A115-01	TCGA-DD-A116-01	TCGA-DD-A118-01	TCGA-DD-A119-01	TCGA-DD-A11A-01	TCGA-DD-A11B-01	TCGA-DD-A11C-01	TCGA-DD-A11D-01	TCGA-DD-A1EA-01	TCGA-DD-A1EB-01	TCGA-DD-A1EC-01	TCGA-DD-A1ED-01	TCGA-DD-A1EE-01	TCGA-DD-A1EF-01	TCGA-DD-A1EG-01	TCGA-DD-A1EH-01	TCGA-DD-A1EI-01	TCGA-DD-A1EJ-01	TCGA-DD-A1EK-01	TCGA-DD-A1EL-01	TCGA-DD-A39V-01	TCGA-DD-A39W-01	TCGA-DD-A39X-01	TCGA-DD-A39Y-01	TCGA-DD-A39Z-01	TCGA-DD-A3A1-01	TCGA-DD-A3A2-01	TCGA-DD-A3A3-01	TCGA-DD-A3A4-01	TCGA-DD-A3A5-01	TCGA-DD-A3A6-01	TCGA-DD-A3A7-01	TCGA-DD-A3A8-01	TCGA-DD-A3A9-01	TCGA-DD-A4NA-01	TCGA-DD-A4NB-01	TCGA-DD-A4ND-01	TCGA-DD-A4NE-01	TCGA-DD-A4NF-01	TCGA-DD-A4NG-01	TCGA-DD-A4NH-01	TCGA-DD-A4NI-01	TCGA-DD-A4NJ-01	TCGA-DD-A4NK-01	TCGA-DD-A4NL-01	TCGA-DD-A4NN-01	TCGA-DD-A4NO-01	TCGA-DD-A4NP-01	TCGA-DD-A4NQ-01	TCGA-DD-A4NR-01	TCGA-DD-A4NS-01	TCGA-DD-A4NV-01	TCGA-DD-A73A-01	TCGA-DD-A73B-01	TCGA-DD-A73C-01	TCGA-DD-A73D-01	TCGA-DD-A73E-01	TCGA-DD-A73F-01	TCGA-DD-A73G-01	TCGA-DD-AA3A-01	TCGA-DD-AAC8-01	TCGA-DD-AAC9-01	TCGA-DD-AACA-01	TCGA-DD-AACA-02	TCGA-DD-AACB-01	TCGA-DD-AACC-01	TCGA-DD-AACD-01	TCGA-DD-AACE-01	TCGA-DD-AACF-01	TCGA-DD-AACG-01	TCGA-DD-AACH-01	TCGA-DD-AACI-01	TCGA-DD-AACJ-01	TCGA-DD-AACK-01	TCGA-DD-AACL-01	TCGA-DD-AACN-01	TCGA-DD-AACO-01	TCGA-DD-AACP-01	TCGA-DD-AACQ-01	TCGA-DD-AACS-01	TCGA-DD-AACT-01	TCGA-DD-AACU-01	TCGA-DD-AACV-01	TCGA-DD-AACW-01	TCGA-DD-AACX-01	TCGA-DD-AACY-01	TCGA-DD-AACZ-01	TCGA-DD-AAD0-01	TCGA-DD-AAD1-01	TCGA-DD-AAD2-01	TCGA-DD-AAD3-01	TCGA-DD-AAD5-01	TCGA-DD-AAD6-01	TCGA-DD-AAD8-01	TCGA-DD-AADA-01	TCGA-DD-AADB-01	TCGA-DD-AADC-01	TCGA-DD-AADD-01	TCGA-DD-AADF-01	TCGA-DD-AADG-01	TCGA-DD-AADI-01	TCGA-DD-AADJ-01	TCGA-DD-AADK-01	TCGA-DD-AADL-01	TCGA-DD-AADM-01	TCGA-DD-AADN-01	TCGA-DD-AADO-01	TCGA-DD-AADP-01	TCGA-DD-AADQ-01	TCGA-DD-AADR-01	TCGA-DD-AADS-01	TCGA-DD-AADU-01	TCGA-DD-AADV-01	TCGA-DD-AADW-01	TCGA-DD-AADY-01	TCGA-DD-AAE0-01	TCGA-DD-AAE1-01	TCGA-DD-AAE2-01	TCGA-DD-AAE3-01	TCGA-DD-AAE4-01	TCGA-DD-AAE6-01	TCGA-DD-AAE7-01	TCGA-DD-AAE9-01	TCGA-DD-AAEA-01	TCGA-DD-AAEB-01	TCGA-DD-AAED-01	TCGA-DD-AAEE-01	TCGA-DD-AAEG-01	TCGA-DD-AAEH-01	TCGA-DD-AAEI-01	TCGA-DD-AAEK-01	TCGA-DD-AAVP-01	TCGA-DD-AAVQ-01	TCGA-DD-AAVR-01	TCGA-DD-AAVS-01	TCGA-DD-AAVU-01	TCGA-DD-AAVV-01	TCGA-DD-AAVW-01	TCGA-DD-AAVX-01	TCGA-DD-AAVY-01	TCGA-DD-AAVZ-01	TCGA-DD-AAW0-01	TCGA-DD-AAW1-01	TCGA-DD-AAW2-01	TCGA-DD-AAW3-01	TCGA-ED-A459-01	TCGA-ED-A4XI-01	TCGA-ED-A5KG-01	TCGA-ED-A627-01	TCGA-ED-A66X-01	TCGA-ED-A66Y-01	TCGA-ED-A7PX-01	TCGA-ED-A7PY-01	TCGA-ED-A7PZ-01	TCGA-ED-A7XO-01	TCGA-ED-A7XP-01	TCGA-ED-A82E-01	TCGA-ED-A8O5-01	TCGA-ED-A8O6-01	TCGA-ED-A97K-01	TCGA-EP-A12J-01	TCGA-EP-A26S-01	TCGA-EP-A2KA-01	TCGA-EP-A2KB-01	TCGA-EP-A2KC-01	TCGA-EP-A3JL-01	TCGA-EP-A3RK-01	TCGA-ES-A2HS-01	TCGA-ES-A2HT-01	TCGA-FV-A23B-01	TCGA-FV-A2QQ-01	TCGA-FV-A2QR-01	TCGA-FV-A3I0-01	TCGA-FV-A3I1-01	TCGA-FV-A3R2-01	TCGA-FV-A3R3-01	TCGA-FV-A495-01	TCGA-FV-A496-01	TCGA-FV-A4ZP-01	TCGA-FV-A4ZQ-01	TCGA-G3-A25S-01	TCGA-G3-A25T-01	TCGA-G3-A25U-01	TCGA-G3-A25V-01	TCGA-G3-A25X-01	TCGA-G3-A25Y-01	TCGA-G3-A25Z-01	TCGA-G3-A3CG-01	TCGA-G3-A3CH-01	TCGA-G3-A3CI-01	TCGA-G3-A3CJ-01	TCGA-G3-A3CK-01	TCGA-G3-A5SI-01	TCGA-G3-A5SJ-01	TCGA-G3-A5SK-01	TCGA-G3-A5SL-01	TCGA-G3-A5SM-01	TCGA-G3-A6UC-01	TCGA-G3-A7M5-01	TCGA-G3-A7M6-01	TCGA-G3-A7M7-01	TCGA-G3-A7M8-01	TCGA-G3-A7M9-01	TCGA-G3-AAUZ-01	TCGA-G3-AAV0-01	TCGA-G3-AAV1-01	TCGA-G3-AAV2-01	TCGA-G3-AAV3-01	TCGA-G3-AAV4-01	TCGA-G3-AAV5-01	TCGA-G3-AAV6-01	TCGA-G3-AAV7-01	TCGA-GJ-A3OU-01	TCGA-GJ-A6C0-01	TCGA-GJ-A9DB-01	TCGA-HP-A5MZ-01	TCGA-HP-A5N0-01	TCGA-K7-A5RF-01	TCGA-K7-A5RG-01	TCGA-K7-A6G5-01	TCGA-K7-AAU7-01	TCGA-KR-A7K0-01	TCGA-KR-A7K2-01	TCGA-KR-A7K7-01	TCGA-KR-A7K8-01	TCGA-LG-A6GG-01	TCGA-LG-A9QC-01	TCGA-LG-A9QD-01	TCGA-MI-A75C-01	TCGA-MI-A75E-01	TCGA-MI-A75G-01	TCGA-MI-A75H-01	TCGA-MI-A75I-01	TCGA-MR-A520-01	TCGA-MR-A8JO-01	TCGA-NI-A4U2-01	TCGA-NI-A8LF-01	TCGA-O8-A75V-01	TCGA-PD-A5DF-01	TCGA-QA-A7B7-01	TCGA-RC-A6M3-01	TCGA-RC-A6M4-01	TCGA-RC-A6M5-01	TCGA-RC-A6M6-01	TCGA-RC-A7S9-01	TCGA-RC-A7SB-01	TCGA-RC-A7SF-01	TCGA-RC-A7SH-01	TCGA-RC-A7SK-01	TCGA-RG-A7D4-01	TCGA-T1-A6J8-01	TCGA-UB-A7MA-01	TCGA-UB-A7MB-01	TCGA-UB-A7MC-01	TCGA-UB-A7MD-01	TCGA-UB-A7ME-01	TCGA-UB-A7MF-01	TCGA-UB-AA0U-01	TCGA-UB-AA0V-01	TCGA-WJ-A86L-01	TCGA-WQ-A9G7-01	TCGA-WQ-AB4B-01	TCGA-WX-AA44-01	TCGA-WX-AA46-01	TCGA-WX-AA47-01	TCGA-XR-A8TC-01	TCGA-XR-A8TD-01	TCGA-XR-A8TE-01	TCGA-XR-A8TF-01	TCGA-XR-A8TG-01	TCGA-YA-A8S7-01	TCGA-ZP-A9CV-01	TCGA-ZP-A9CY-01	TCGA-ZP-A9CZ-01	TCGA-ZP-A9D0-01	TCGA-ZP-A9D1-01	TCGA-ZP-A9D2-01	TCGA-ZP-A9D4-01	TCGA-ZS-A9CD-01	TCGA-ZS-A9CE-01	TCGA-ZS-A9CF-01	TCGA-ZS-A9CF-02	TCGA-ZS-A9CG-01	TCGA-BC-A10Q-11	TCGA-BC-A10R-11	TCGA-BC-A10T-11	TCGA-BC-A10U-11	TCGA-BC-A10W-11	TCGA-BC-A10X-11	TCGA-BC-A10Y-11	TCGA-BC-A10Z-11	TCGA-BC-A110-11	TCGA-BC-A216-11	TCGA-BD-A2L6-11	TCGA-BD-A3EP-11	TCGA-DD-A113-11	TCGA-DD-A114-11	TCGA-DD-A116-11	TCGA-DD-A118-11	TCGA-DD-A119-11	TCGA-DD-A11A-11	TCGA-DD-A11B-11	TCGA-DD-A11C-11	TCGA-DD-A11D-11	TCGA-DD-A1EB-11	TCGA-DD-A1EC-11	TCGA-DD-A1EE-11	TCGA-DD-A1EG-11	TCGA-DD-A1EH-11	TCGA-DD-A1EI-11	TCGA-DD-A1EJ-11	TCGA-DD-A1EL-11	TCGA-DD-A39V-11	TCGA-DD-A39W-11	TCGA-DD-A39X-11	TCGA-DD-A39Z-11	TCGA-DD-A3A1-11	TCGA-DD-A3A2-11	TCGA-DD-A3A3-11	TCGA-DD-A3A4-11	TCGA-DD-A3A5-11	TCGA-DD-A3A6-11	TCGA-DD-A3A8-11	TCGA-EP-A12J-11	TCGA-EP-A26S-11	TCGA-EP-A3RK-11	TCGA-ES-A2HT-11	TCGA-FV-A23B-11	TCGA-FV-A2QR-11	TCGA-FV-A3I0-11	TCGA-FV-A3I1-11	TCGA-FV-A3R2-11	TCGA-G3-A3CH-11
ACSL4	41804.9	4182.85	7587.54	4633.65	280.88	21958.6	6013.94	2915.37	1718.09	1957.46	7264.53	1212.01	6676.18	236.141	23848.3	14877.8	39791.3	14521.5	4952.87	3434.33	22384.8	9995.21	297.39	32199.3	15224.3	2698.01	135.837	1637.87	291.476	6080.89	1159.19	615.695	7472.75	4383.61	465.882	86219.3	2852.65	607.851	285.919	5622.78	2556	1630.09	18357.1	1525.4	5664.64	13630.3	23.2131	4475.91	1379.34	2060.61	217.857	13638.4	24209.7	11953.2	19545.6	10792.6	72292.1999999999	17354.3	927.862	17908.8	18349.4	4242.61	16981.1	9967.89	1461.84	4611.9	1081.88	11966.5	7888.73	13322.7	620.637	15225.7	48980.1	72.0223	9542.31	315.922	347.059	1273.39	480.08	5254.62	3747.09	8085.57	526.94	38950.2	1261.49	13530.4	1037.56	28478.7	4847.14	4154.85	489.028	689.051	1512.51	12232.3	846.376	9303.67	1754	8835.02	3620.02	4082.83	9821.24000000001	3051.01	123.376	17730.4	10961.7	20443.2	12919.1	15025.3	1948.12	11588.7	2226.51	2030.12	198.931	132.858	14602.8	11635.3	297.963	17655.1	42441.9	1280.6	598.591	9674.26999999999	85.7756	11927.7	9670.82	564.803	24571.3	2852.5	354.312	11728.7	14026.2	3681.82	3745.6	78.8107	16870.4	9140.55	35307.8	191.89	10854.7	22760.7	1227.67	9694.54	26704.4	187.066	259.459	1824.58	418.384	10820.4	3629.78	518.807	2584.43	3809.08	233.475	3832.93	5152.32	23803.9	1783.59	2280.92	84.9968	4582.44	4541.84	7734.94	3579.64	44906.5	7829.83	11684.3	4456.98	3604.94	12767.9	20748.3	8676.43	17718.7	1065.46	25078.7	142.325	1343.99	52871.2	31.4179	12066.5	13522.2	15530.9	2114.62	11058.1	14228.8	26115	18284	5629.54	10599.4	2356.55	133.07	5356.31	12418	7188.85	824.545	2585.84	11635.8	19586.6	12030.4	9576.02	3059.68	45.6919	85.8027	2540.75	10647.7	4196.07	2747.72	24286.1	10534.5	382.452	623.853	6305.86	4843.87	3097.14	3982.74	87.0439	45857.1	870.008999999999	1304.17	1379.84	786.306	3792.74	1453.06	24955.1	14779	11674.7	2742.39	17797.7	12640.5	173.165	104.073	23895.4	6947.57	198.441	114.573	2885.12	101.98	8196.71	15410	1309.51	41277.1	12669.3	4522.19	7031.1	2686.12	713.836	9792.51	1771.91	10753.5	14376.2	1753.27	91.9019	513.046	4936.54	14180.5	8813.17	11678.7	4490.89	269.991	36615.1	19066.2	541.641	4352.7	1170.29	24638.2	3628.94	5316.5	1538.58	12318.5	2384.41	14938.4	12713.5	920.208	96.6767	20502.7	1317.93	8635.23000000001	2986.61	40391.1	799.315	10939.8	58.0153	134.05	57.0838	444.934	197.895	203.818	952.381	722.483	1559.97	1467.77	9361.62	5253.05	1815.47	322.981	6634.56	159.054	4747.85	684.923	108.189	6095.67	7190.79	8709.23	10672	1941.05	4828.61	31255.3	3344.02	505.078	8239.41	76770.1000000001	10031.7	2622.85	6287.47	13208.4	759.097	7871.69	2462.14	7380.42	9464.72	24313.6	17984.8	1196.72	8113.44	14586	1412.75	227.633	176.6	14646.6	6112.49	6332.22	4301.7	52.2094	618.725	4269.95	10823	1224.29	21041.8	24134.7	5271.81	11355.5	9335.51	1364.21	64.6067	73.7439	5164.08	11774.9	2468.78	6651.38	433.102	8216.38	12198.9	7330.65	19183.9	256.457	9806.64	22495.3	616.322	8579.13	1804.58	11129.1	2442.9	64421.1	16600.7	10318.2	3918.92	17108	3574.96	247.773	31806.9	5097.37	2262.58	2665.02	727.335	2591.54	475.12	515.837	1210	537.801	427.599	382.914	739.552	1827.59	2208.61	798.972	5332.43	6264.56	27324.2	225.466	537.825	300.826	2243.95	1431.79	388.795	7512.18	442.977	361.248	359.498	363.296	202.834	246.512	374.718	1747.91	883.249	861.504	613.67	469.388	799.505	460.064	340.694	283.553	332.675	170	201.913	1124.3	879.939	1592.59	12953	2925.71	1116.6	344.144	503.704	310.994	323.582
ALOX15	1.3031	25.1355	1.7933	0.8341	11.8443	3.0651	2.4242	0.5356	19.7952	5.6303	0	0.5048	7.4442	4.7996	1.2484	2.2148	8.0046	0	3.4173	0.8757	3.5826	3.3827	10.989	1.652	0	6.1162	1.1512	4.8376	7.6104	7.096	0.9149	0.9217	9.8347	1.7075	9.8824	1.8587	2.592	2.1885	65.0251	12.5094	0	0	1.5283	17.476	1.1753	0.394	24.0421	2.9197	0	1.3418	9.1837	4.2083	2.2226	10.2769	0.488	2.9014	33.7934	1.6103	0	21.2474	0.6288	3.071	3.9722	3.5682	1.0845	1.7273	0.4156	0	0	0	1.0267	11.1762	1.5949	6.6143	1.6513	0	0	11.2903	0	0.4961	9.4056	1.8337	2.694	3.1133	12.945	6.6706	1.943	2.7905	0.9524	0	4.7022	5.867	0.4239	0	42.2927	12.8127	17.521	5.6117	0	22.4194	5.6112	0.5931	0	4.9917	0.9927	1.6162	0.8133	1.3009	10.0418	12.628	0	1.1928	2.9691	2.675	0	2.9176	1.5519	0	0.7869	11.9056	3.5211	2.1716	0	893.324	13.2764	1.2706	2.4707	2.9036	1.1655	0.646	0	5.3828	6.3471	5.7317	1.0204	7.3457	13.382	0	2.6093	3.7899	4.6464	1.9333	4.2932	2.6724	5.4054	0	0.5571	3.2666	0.8319	1.9455	0.5701	3.096	1.3068	0	0.9891	3.7348	2.0739	0	2.5757	6.8293	2.5708	5.3548	0.4702	0.2633	4.4199	1.7804	13.0857	3.4294	1.545	39.1404	2.5515	2.8818	21.5326	1.9074	0	8.7225	2.7056	1.7454	1.9011	2.7778	3.7885	0	0	19.816	0.8014	1.5724	1.6502	0.5797	5.9638	0	5.8055	1.0795	7.4977	9.3327	4.6162	0	3.5336	13.5135	0	4.2626	0	1.7691	10.0098	0.7828	8.3127	0	5.8196	2.1727	4.4994	7.1027	0.6185	1.3971	0	7.7535	0	1.8921	3.7639	14.4107	2.4194	7.5245	5.465	5.4585	6.3364	8.2397	1.3941	7.376	3.3602	9.854	0	1.0203	0.6835	15.9113	0.5995	2.0101	4.185	2.8486	1.9737	30.2572	4.0346	0.9862	2.2962	0.5462	0.9797	2.7522	16.7961	1.7291	1.6006	0.5405	1.1691	0	2.2692	0.8808	0	0.4812	2.1413	3.7707	15.3759	2.5795	0.8019	1.8273	6.2617	7.1492	0	2.1688	0.869	12.6011	3.937	5.148	0	0	1.1773	0	1.7264	2.6991	0	1.4156	2.6994	1.5337	9.5081	5.4745	0	0.4395	12.4095	1.2587	1.0526	3.9304	1.0352	1.8306	6.1235	0.7947	3.1255	4.5732	31.7678	7.3614	19.062	0.5373	0	0.6443	0	0.4724	4.1178	3.3194	1.3805	4.8675	31.9855	3.8388	9.8103	1.5329	8.6787	1.4157	1.2928	0	5.644	0.6925	14.556	7.8829	0.6515	2.7972	0.6784	3.3789	0	3.1226	0	1.6519	4.5524	2.265	0	2.9808	4.7114	30.0501	0.6132	0.5438	9.0243	3.2787	1.201	1.7978	2.9183	0	18.2046	0.7375	3.5677	1.1493	5.618	2.0259	0.5757	35.0408	2.3652	14.3646	4.9554	3.3289	0	0	3.1299	1.2012	0	0.5429	1.4007	0	0	5.5471	0	4.386	9.9308	8.0708	0.6435	3.8585	1.0917	0	1.5026	73.8512	13.0944	6.1805	0	5.9055	0	2.2624	2.4395	0	3.7129	0.7628	0.7463	0	2.8064	10.9184	5.4054	0	3.7302	0.811	0	1.6529	0	0	1.6978	3.274	1.9805	4.1051	1.1672	1.8727	1.7715	2.6578	1.1287	0	0	0.7446	1.4859	1.0204	3.7129	0	1.0515	1.7796	0	0	1.0627	2.2396	1.5198	0	4.8668	1.938	0	0.9009	3.7037	1.6198	1.773
ATP5G3	6885.16	4884.67	3522.98	13228.6	1820.64	4358.62	5216.36	8006.43	4124.91	7369.41	9260.48000000001	4734.48	17867.2	8169.91	2925.72	3709.86	8293.88	4688.87	8600.88	5993.87	10133.5	4013.53	2576.24	9332.05	4668.74	6471.71	8749.96	8041.47	5273.21	11763	6262.58	7593.88	8502.66	6087.65	6472.47	2806.69	4521.88	5866.23	3012.19	5388.98	6490.67	2700.21	3556.29	4565.72	4496.77	5876.61	7730.78	8337.95999999999	4964.55	3983.9	6817.35	4266.53	6257.46	3864.12	8169.84	6154.74	4817.23	5669.89	2270.48	2352.98	7486.92	3642.99	2728.9	10628	3138.67	3843.25	4996.26	6572.47	10290.2	7420.28	4748.97	7047.37	8216.11	8162.77	6491.26	3850.83	4727.12	5247.98	5472.11	6773.16	4071.59	7022.62	6804.96	5078.46	7972.17	4453.13	8845.84999999999	4826.14	8567.14	3483.25	3836.21	7982.43	13890.2	10930.3	13034	7168.97	8321.53	4699.21	3087.6	7905.34	5933.87	4507.71	3161.76	4262.9	7310.09	2491.72	5095.57	6135.78	6704.6	11466.6	5278.08	6917.55	13414.5	8127.06	8547.64	10101.4	15165.9	7776.37	3967.74	6684.25	7565.14	13589.6	6394.57	8763.25	7455.37	7318.3	5082.15	6671.89	6258.16	4040.05	4840.79	6221.89	2856.21	4425.58	4922.45	4091.58	6526.76	5368.67	9999.7	4800.22	2895.72	3745.77	6331.58	5382.15	9787.99	6728.16	4384.96	7022.6	16755.4	9906.61	6082.78	8393.19	5578.13	4205.93	5349.16	6514.47	7369.77	4812.45	8197.68	9126.83	5926.75	8004.02	7222.76	6367.04	8535.91000000001	4000	7895.89	5677.64	3914.51	3300.84	3880.86	5149.28	4075.24	7309.04	6612.01	5834.64	6609.31	4751.09	3105.83	7635.19	4031.57	9207.85	3780.3	3962.26	4616.31	6503.48	4945.54	3208.12	9167.2	6441.44	5928.88	15660.7	7159.79	5370.51	9537.83999999999	8893.51999999999	11620.1	5368.24	7085.94	9658.98999999999	13228.5	6468.82	6916.33	4459.1	4226.55	3962.29	5530.55	2952.74	9028.12	4590.71	4129.89	6422.63	5954.12	4164.94	4483.43	2221.38	4669.44	12892.9	5889.52	3834.46	4874.82	12068.8	4693.55	11444.9	7345.72	10597.8	5882.39	6161.53	6372.71	3682.35	6203.01	5841.16	3971.22	3795.98	4405.94	4206.81	5772.37	2982.85	4469.74	4554.73	3464.98	7641.68	6805.78	14579.3	4518.16	6919.31	13482.6	3793.51	5062.69	2967.32	4481.63	4973.69	12901.5	6380.17	4282.12	5576.92	6957.86	8246.78	11976.7	5238.92	9403.26	5665.18	4615.38	4139.18	6620.03	7896.28	8929.13	6196.91	7835.9	4180.16	11075.8	23362.5	5834.56	7667.34	6925.03	5567.02	15970.1	5840.49	5306.8	8745.44	6530.53	5062.71	11181	5159.22	6357.89	5088.15	8257.25	3059.57	8805.64	2400.72	8155.96	8210.37	6601.82	6962.96	7171.31	6098.33	4343.86	5534.15	5426.78	8725.64	13822.7	607.455	4804.14	5230.94	3439.95	7191.94	5218.44	7653.57	5721.92	8327.73	4220.43	5873.76	4637.52	7350.42	3527.66	8305.25	4315.75	5899.3	7252.37	6183.48	7600.06	5227.95	9457.46	11652.3	10705.6	13491.1	4554.34	6068.98	5249.12	8727.05	6569.98	5264.99	8712.35	6945.36	12239.6	9609.16	6270.43	2262.61	13332.7	7328.91	28589.3	4423.62	6603.46	4554.3	5694.88	4086.12	11333.5	1985.08	5757.19	2517.98	5056.56	6718.71	2710.49	6132.73	15946.2	6077.19	9302.26000000001	3913.78	5356.47	3531.83	4097.13	4382.83	6196.1	7680.27	13189.2	6493.89	3482.17	3772.59	5265.97	3996.72	3570.64	2700.25	6116.88	6534.45	5717.3	6100.68	7083.55	7035.22	5560.02	5197.56	5164.18	6975.61	7318.99	5009.63	5668.47	4894.79	7192.42	12047.9	8178.49	5053.72	5472.2	7438.41	5536.5	6167.38	5758.71	4141.22	5714.62	7402.62	7213.46	7192.69	7588.6	9093.49	7878.17	7847.36	8606.98	7180.61	9003.70999999999	6991.21	6245.01	5582.09	6587.36	6957.14	11102	9797.31	10814.6	7264.71	7612.89	6467.05	5079.56	6518.02	4760.19	7143.15	7060.28
