GSMID	plate	well	tissue
GSM2245971	1001000241	F7	Tumor
GSM2245972	1001000241	E10	Tumor
GSM2245974	1001000241	G11	Tumor
GSM2245976	1001000241	H3	Tumor
GSM2245977	1001000241	E12	Tumor
GSM2245980	1001000241	F9	Tumor
GSM2245981	1001000241	E9	Tumor
GSM2245982	1001000241	F2	Tumor
GSM2245983	1001000241	H1	Tumor
GSM2245984	1001000241	F12	Tumor
GSM2245985	1001000241	F4	Tumor
GSM2245986	1001000241	G10	Tumor
GSM2245987	1001000241	G9	Tumor
GSM2245988	1001000241	H4	Tumor
GSM2245989	1001000241	G7	Tumor
GSM2245990	1001000241	F6	Tumor
GSM2245991	1001000241	F11	Tumor
GSM2245992	1001000241	H9	Tumor
GSM2245993	1001000241	H2	Tumor
GSM2245994	1001000241	E11	Tumor
GSM2245995	1001000241	E8	Tumor
GSM2245996	1001000241	F8	Tumor
GSM2245997	1001000242	A8	Tumor
GSM2245998	1001000242	D2	Tumor
GSM2245999	1001000242	G12	Tumor
GSM2246000	1001000242	E12	Tumor
GSM2246001	1001000242	G8	Tumor
GSM2246002	1001000242	E1	Tumor
GSM2246003	1001000242	C10	Tumor
GSM2246004	1001000242	F2	Tumor
GSM2246005	1001000242	A5	Tumor
GSM2246006	1001000242	H10	Tumor
GSM2246007	1001000242	D4	Tumor
GSM2246008	1001000242	C3	Tumor
GSM2246009	1001000242	F7	Tumor
GSM2246010	1001000242	B9	Tumor
GSM2246011	1001000242	H7	Tumor
GSM2246012	1001000242	D9	Tumor
GSM2246013	1001000242	F4	Tumor
GSM2246014	1001000242	B7	Tumor
GSM2246015	1001000242	B2	Tumor
GSM2246016	1001000242	D12	Tumor
GSM2246017	1001000242	E3	Tumor
GSM2246018	1001000242	G6	Tumor
GSM2246019	1001000242	F9	Tumor
GSM2246020	1001000242	G11	Tumor
GSM2246021	1001000242	D6	Tumor
GSM2246022	1001000242	C1	Tumor
GSM2246023	1001000242	H5	Tumor
GSM2246024	1001000242	G4	Tumor
GSM2246025	1001000242	E5	Tumor
GSM2246026	1001000242	D5	Tumor
GSM2246027	1001000242	D11	Tumor
GSM2246028	1001000242	F5	Tumor
GSM2246029	1001000242	C7	Tumor
GSM2246030	1001000242	F3	Tumor
GSM2246031	1001000242	B10	Tumor
GSM2246032	1001000242	A1	Tumor
GSM2246033	1001000242	E7	Tumor
GSM2246034	1001000242	A11	Tumor
GSM2246035	1001000242	G9	Tumor
GSM2246036	1001000242	C12	Tumor
GSM2246037	1001000242	G2	Tumor
GSM2246038	1001000242	B6	Tumor
GSM2246039	1001000242	H9	Tumor
GSM2246040	1001000242	F10	Tumor
GSM2246041	1001000242	C5	Tumor
GSM2246042	1001000242	H2	Tumor
GSM2246043	1001000242	D7	Tumor
GSM2246044	1001000242	F11	Tumor
GSM2246045	1001000242	F1	Tumor
GSM2246046	1001000242	G7	Tumor
GSM2246047	1001000242	E4	Tumor
GSM2246048	1001000242	B4	Tumor
GSM2246049	1001000242	C4	Tumor
GSM2246050	1001000242	D1	Tumor
GSM2246051	1001000242	C9	Tumor
GSM2246052	1001000242	E2	Tumor
GSM2246053	1001000242	C11	Tumor
GSM2246054	1001000242	B11	Tumor
GSM2246055	1001000242	C2	Tumor
GSM2246056	1001000242	D3	Tumor
GSM2246057	1001000242	G10	Tumor
GSM2246058	1001000242	B1	Tumor
GSM2246059	1001000242	H4	Tumor
GSM2246060	1001000242	E11	Tumor
GSM2246061	1001000242	E9	Tumor
GSM2246062	1001000242	B8	Tumor
GSM2246063	1001000242	A2	Tumor
GSM2246064	1001000242	A7	Tumor
GSM2246065	1001000242	G5	Tumor
GSM2246066	1001000242	H3	Tumor
GSM2246067	1001000242	C8	Tumor
GSM2246068	1001000242	A9	Tumor
GSM2246069	1001000242	B12	Tumor
GSM2246070	1001000242	B5	Tumor
GSM2246071	1001000242	G3	Tumor
GSM2246072	1001000242	F12	Tumor
GSM2246073	1001000242	D10	Tumor
GSM2246074	1001000242	E6	Tumor
GSM2246075	1001000242	E10	Tumor
GSM2246076	1001000242	F6	Tumor
GSM2246077	1001000242	H8	Tumor
GSM2246078	1001000242	H11	Tumor
GSM2246079	1001000242	F8	Tumor
GSM2246080	1001000242	E8	Tumor
GSM2246081	1001000242	A12	Tumor
GSM2246082	1001000242	D8	Tumor
GSM2246083	1001000242	G1	Tumor
GSM2246084	1001000242	C6	Tumor
GSM2246085	1001000242	A3	Tumor
GSM2246086	1001000243	F12	Periphery
GSM2246087	1001000243	H9	Periphery
GSM2246088	1001000243	C5	Periphery
GSM2246089	1001000243	B12	Periphery
GSM2246090	1001000244	G12	Periphery
GSM2246091	1001000244	A6	Periphery
GSM2246092	1001000244	H3	Periphery
GSM2246093	1001000244	F10	Periphery
GSM2246094	1001000244	B12	Periphery
GSM2246095	1001000244	A8	Periphery
GSM2246096	1001000244	C10	Periphery
GSM2246097	1001000244	E9	Periphery
GSM2246098	1001000244	A11	Periphery
GSM2246099	1001000244	C3	Periphery
GSM2246100	1001000244	F8	Periphery
GSM2246101	1001000244	H11	Periphery
GSM2246102	1001000244	G8	Periphery
GSM2246103	1001000244	F12	Periphery
GSM2246104	1001000244	B7	Periphery
GSM2246105	1001000244	F11	Periphery
GSM2246106	1001000244	E12	Periphery
GSM2246107	1001000244	A7	Periphery
GSM2246108	1001000244	B11	Periphery
GSM2246109	1001000244	B5	Periphery
GSM2246110	1001000244	G11	Periphery
GSM2246111	1001000244	H10	Periphery
GSM2246112	1001000244	A10	Periphery
GSM2246113	1001000244	A12	Periphery
GSM2246114	1001000244	D1	Periphery
GSM2246115	1001000244	D10	Periphery
GSM2246116	1001000244	F7	Periphery
GSM2246117	1001000244	C4	Periphery
GSM2246118	1001000244	A5	Periphery
GSM2246119	1001000244	D12	Periphery
GSM2246120	1001000245	F10	Tumor
GSM2246121	1001000245	D10	Tumor
GSM2246122	1001000245	D5	Tumor
GSM2246123	1001000245	A8	Tumor
GSM2246124	1001000245	E7	Tumor
GSM2246125	1001000245	D7	Tumor
GSM2246126	1001000245	C7	Tumor
GSM2246127	1001000245	B3	Tumor
GSM2246128	1001000245	H11	Tumor
GSM2246129	1001000245	E2	Tumor
GSM2246130	1001000245	F1	Tumor
GSM2246131	1001000245	F8	Tumor
GSM2246132	1001000245	F12	Tumor
GSM2246133	1001000245	B4	Tumor
GSM2246134	1001000245	E1	Tumor
GSM2246135	1001000245	E11	Tumor
GSM2246136	1001000245	G9	Tumor
GSM2246137	1001000245	A5	Tumor
GSM2246138	1001000245	F2	Tumor
GSM2246139	1001000245	C1	Tumor
GSM2246140	1001000245	D1	Tumor
GSM2246141	1001000245	B10	Tumor
GSM2246142	1001000245	E3	Tumor
GSM2246143	1001000245	G11	Tumor
GSM2246144	1001000245	G6	Tumor
GSM2246145	1001000245	F5	Tumor
GSM2246146	1001000245	D11	Tumor
GSM2246147	1001000245	B6	Tumor
GSM2246148	1001000245	C4	Tumor
GSM2246149	1001000245	A7	Tumor
GSM2246150	1001000245	D3	Tumor
GSM2246151	1001000245	D8	Tumor
GSM2246152	1001000245	A2	Tumor
GSM2246153	1001000245	H7	Tumor
GSM2246154	1001000245	G4	Tumor
GSM2246155	1001000245	F7	Tumor
GSM2246156	1001000245	G3	Tumor
GSM2246157	1001000245	H2	Tumor
GSM2246158	1001000245	F11	Tumor
GSM2246159	1001000245	H4	Tumor
GSM2246160	1001000245	B9	Tumor
GSM2246161	1001000245	B2	Tumor
GSM2246162	1001000245	C6	Tumor
GSM2246163	1001000245	E4	Tumor
GSM2246164	1001000245	G10	Tumor
GSM2246165	1001000245	C11	Tumor
GSM2246166	1001000245	H9	Tumor
GSM2246167	1001000245	D6	Tumor
GSM2246168	1001000245	A9	Tumor
GSM2246169	1001000245	F9	Tumor
GSM2246170	1001000245	B12	Tumor
GSM2246171	1001000245	E9	Tumor
GSM2246172	1001000245	E6	Tumor
GSM2246173	1001000245	A1	Tumor
GSM2246174	1001000245	G7	Tumor
GSM2246175	1001000245	F4	Tumor
GSM2246176	1001000245	C10	Tumor
GSM2246177	1001000245	G12	Tumor
GSM2246178	1001000245	C12	Tumor
GSM2246179	1001000245	H1	Tumor
GSM2246180	1001000245	B5	Tumor
GSM2246181	1001000245	A12	Tumor
GSM2246182	1001000245	C2	Tumor
GSM2246183	1001000245	F3	Tumor
GSM2246184	1001000245	C9	Tumor
GSM2246185	1001000245	G1	Tumor
GSM2246186	1001000245	D9	Tumor
GSM2246187	1001000245	A3	Tumor
GSM2246188	1001000245	G5	Tumor
GSM2246189	1001000245	F6	Tumor
GSM2246190	1001000245	E5	Tumor
GSM2246191	1001000245	D12	Tumor
GSM2246192	1001000245	A10	Tumor
GSM2246193	1001000245	E10	Tumor
GSM2246194	1001000245	B8	Tumor
GSM2246195	1001000245	B1	Tumor
GSM2246196	1001000245	B7	Tumor
GSM2246197	1001000245	D2	Tumor
GSM2246198	1001000245	H10	Tumor
GSM2246199	1001000246	E10	Tumor
GSM2246200	1001000246	C3	Tumor
GSM2246201	1001000246	B5	Tumor
GSM2246202	1001000246	E2	Tumor
GSM2246203	1001000246	F3	Tumor
GSM2246204	1001000246	A12	Tumor
GSM2246205	1001000246	D9	Tumor
GSM2246206	1001000246	D3	Tumor
GSM2246207	1001000246	G7	Tumor
GSM2246208	1001000246	H3	Tumor
GSM2246209	1001000246	A5	Tumor
GSM2246210	1001000246	E12	Tumor
GSM2246211	1001000246	E1	Tumor
GSM2246212	1001000246	E8	Tumor
GSM2246213	1001000246	F12	Tumor
GSM2246214	1001000246	C9	Tumor
GSM2246215	1001000246	F1	Tumor
GSM2246216	1001000246	A3	Tumor
GSM2246217	1001000246	G12	Tumor
GSM2246218	1001000246	G2	Tumor
GSM2246219	1001000246	F7	Tumor
GSM2246220	1001000246	H1	Tumor
GSM2246221	1001000246	F10	Tumor
GSM2246222	1001000246	D5	Tumor
GSM2246223	1001000246	G9	Tumor
GSM2246224	1001000246	B11	Tumor
GSM2246225	1001000246	E6	Tumor
GSM2246226	1001000246	B3	Tumor
GSM2246227	1001000246	C7	Tumor
GSM2246228	1001000246	F8	Tumor
GSM2246229	1001000246	D12	Tumor
GSM2246230	1001000246	B1	Tumor
GSM2246231	1001000246	B6	Tumor
GSM2246232	1001000246	C4	Tumor
GSM2246233	1001000246	G10	Tumor
GSM2246234	1001000246	E5	Tumor
GSM2246235	1001000246	A9	Tumor
GSM2246236	1001000246	G3	Tumor
GSM2246237	1001000246	H7	Tumor
GSM2246238	1001000246	D7	Tumor
GSM2246239	1001000246	F6	Tumor
GSM2246240	1001000246	H4	Tumor
GSM2246241	1001000246	D10	Tumor
GSM2246242	1001000246	E3	Tumor
GSM2246243	1001000246	H11	Tumor
GSM2246244	1001000246	A7	Tumor
GSM2246245	1001000246	C11	Tumor
GSM2246246	1001000246	C2	Tumor
GSM2246247	1001000246	B12	Tumor
GSM2246248	1001000246	G5	Tumor
GSM2246249	1001000246	A11	Tumor
GSM2246250	1001000246	H5	Tumor
GSM2246251	1001000246	G8	Tumor
GSM2246252	1001000246	H2	Tumor
GSM2246253	1001000246	F9	Tumor
GSM2246254	1001000246	H9	Tumor
GSM2246255	1001000246	A4	Tumor
GSM2246256	1001000246	C8	Tumor
GSM2246257	1001000246	G1	Tumor
GSM2246258	1001000246	E9	Tumor
GSM2246259	1001000246	B4	Tumor
GSM2246260	1001000246	D2	Tumor
GSM2246261	1001000246	D8	Tumor
GSM2246262	1001000246	F4	Tumor
GSM2246263	1001000246	G11	Tumor
GSM2246264	1001000246	A2	Tumor
GSM2246265	1001000246	F2	Tumor
GSM2246266	1001000246	B10	Tumor
GSM2246267	1001000246	B8	Tumor
GSM2246268	1001000246	E7	Tumor
GSM2246269	1001000246	C6	Tumor
GSM2246270	1001000246	H8	Tumor
GSM2246271	1001000246	E11	Tumor
GSM2246272	1001000246	B2	Tumor
GSM2246273	1001000246	C1	Tumor
GSM2246274	1001000246	C12	Tumor
GSM2246275	1001000246	D4	Tumor
GSM2246276	1001000246	H10	Tumor
GSM2246277	1001000246	C10	Tumor
GSM2246278	1001000246	G4	Tumor
GSM2246279	1001000246	A8	Tumor
GSM2246280	1001000246	A1	Tumor
GSM2246281	1001000246	F5	Tumor
GSM2246282	1001000246	B9	Tumor
GSM2246283	1001000246	F11	Tumor
GSM2246284	1001000246	G6	Tumor
GSM2246285	1001000246	A6	Tumor
GSM2246286	1001000246	E4	Tumor
GSM2246287	1001000246	A10	Tumor
GSM2246288	1001000246	C5	Tumor
GSM2246289	1001000246	B7	Tumor
GSM2246290	1001000246	D6	Tumor
GSM2246291	1001000246	D1	Tumor
GSM2246292	1001000246	D11	Tumor
GSM2246293	1001000247	E5	Tumor
GSM2246294	1001000247	F3	Tumor
GSM2246295	1001000247	G3	Tumor
GSM2246296	1001000247	H6	Tumor
GSM2246297	1001000247	D2	Tumor
GSM2246298	1001000247	E11	Tumor
GSM2246299	1001000247	G11	Tumor
GSM2246300	1001000247	F10	Tumor
GSM2246301	1001000247	H2	Tumor
GSM2246302	1001000247	G5	Tumor
GSM2246303	1001000247	E8	Tumor
GSM2246304	1001000247	H8	Tumor
GSM2246305	1001000247	G7	Tumor
GSM2246306	1001000247	C9	Tumor
GSM2246307	1001000247	F11	Tumor
GSM2246308	1001000247	D6	Tumor
GSM2246309	1001000247	G12	Tumor
GSM2246310	1001000247	H9	Tumor
GSM2246311	1001000247	C6	Tumor
GSM2246312	1001000247	G6	Tumor
GSM2246313	1001000247	H5	Tumor
GSM2246314	1001000247	G10	Tumor
GSM2246315	1001000247	G9	Tumor
GSM2246316	1001000247	C7	Tumor
GSM2246317	1001000247	G2	Tumor
GSM2246318	1001000247	H4	Tumor
GSM2246319	1001000247	F1	Tumor
GSM2246320	1001000247	H10	Tumor
GSM2246321	1001000247	C2	Tumor
GSM2246322	1001000247	E10	Tumor
GSM2246323	1001000247	H7	Tumor
GSM2246324	1001000247	D3	Tumor
GSM2246325	1001000247	E7	Tumor
GSM2246326	1001000247	E9	Tumor
GSM2246327	1001000247	C12	Tumor
GSM2246328	1001000247	D7	Tumor
GSM2246329	1001000247	G4	Tumor
GSM2246330	1001000247	H1	Tumor
GSM2246331	1001000247	E6	Tumor
GSM2246332	1001000247	D9	Tumor
GSM2246333	1001000247	H3	Tumor
GSM2246334	1001000247	D12	Tumor
GSM2246335	1001000247	C5	Tumor
GSM2246336	1001000247	H11	Tumor
GSM2246337	1001000247	F6	Tumor
GSM2246338	1001000247	F12	Tumor
GSM2246339	1001000247	C3	Tumor
GSM2246340	1001000247	G8	Tumor
GSM2246341	1001000247	D5	Tumor
GSM2246342	1001000247	G1	Tumor
GSM2246343	1001000247	F8	Tumor
GSM2246344	1001000248	G2	Periphery
GSM2246345	1001000248	E9	Periphery
GSM2246346	1001000248	E2	Periphery
GSM2246347	1001000248	H7	Periphery
GSM2246348	1001000248	F7	Periphery
GSM2246349	1001000248	F1	Periphery
GSM2246350	1001000248	D8	Periphery
GSM2246351	1001000248	G8	Periphery
GSM2246352	1001000248	B8	Periphery
GSM2246353	1001000248	H5	Periphery
GSM2246354	1001000248	A9	Periphery
GSM2246355	1001000248	C6	Periphery
GSM2246356	1001000248	A2	Periphery
GSM2246357	1001000248	D2	Periphery
GSM2246358	1001000248	B4	Periphery
GSM2246359	1001000248	A5	Periphery
GSM2246360	1001000248	G4	Periphery
GSM2246361	1001000248	E4	Periphery
GSM2246362	1001000248	C8	Periphery
GSM2246363	1001000248	H9	Periphery
GSM2246364	1001000248	F10	Periphery
GSM2246365	1001000248	A7	Periphery
GSM2246366	1001000248	F9	Periphery
GSM2246367	1001000248	F3	Periphery
GSM2246368	1001000248	H11	Periphery
GSM2246369	1001000248	E11	Periphery
GSM2246370	1001000248	B6	Periphery
GSM2246371	1001000248	B9	Periphery
GSM2246372	1001000248	G12	Periphery
GSM2246373	1001000248	A4	Periphery
GSM2246374	1001000248	D11	Periphery
GSM2246375	1001000248	A6	Periphery
GSM2246376	1001000248	F5	Periphery
GSM2246377	1001000248	G3	Periphery
GSM2246378	1001000248	D5	Periphery
GSM2246379	1001000248	H2	Periphery
GSM2246380	1001000248	B7	Periphery
GSM2246381	1001000248	B2	Periphery
GSM2246382	1001000248	C2	Periphery
GSM2246383	1001000248	E7	Periphery
GSM2246384	1001000248	H10	Periphery
GSM2246385	1001000248	D7	Periphery
GSM2246386	1001000248	G7	Periphery
GSM2246387	1001000248	E8	Periphery
GSM2246388	1001000248	B3	Periphery
GSM2246389	1001000248	E3	Periphery
GSM2246390	1001000248	B5	Periphery
GSM2246391	1001000248	B10	Periphery
GSM2246392	1001000248	F11	Periphery
GSM2246393	1001000248	D9	Periphery
GSM2246394	1001000248	A10	Periphery
GSM2246395	1001000248	H8	Periphery
GSM2246396	1001000248	D1	Periphery
GSM2246397	1001000248	C9	Periphery
GSM2246398	1001000248	F2	Periphery
GSM2246399	1001000248	F8	Periphery
GSM2246400	1001000248	E10	Periphery
GSM2246401	1001000248	A8	Periphery
GSM2246402	1001000248	G1	Periphery
GSM2246403	1001000248	H3	Periphery
GSM2246404	1001000248	D10	Periphery
GSM2246405	1001000248	C7	Periphery
GSM2246406	1001000248	E5	Periphery
GSM2246407	1001000248	D4	Periphery
GSM2246408	1001000248	C3	Periphery
GSM2246409	1001000248	E6	Periphery
GSM2246410	1001000248	C1	Periphery
GSM2246411	1001000248	G11	Periphery
GSM2246412	1001000248	A3	Periphery
GSM2246413	1001000248	H1	Periphery
GSM2246414	1001000248	B1	Periphery
GSM2246415	1001000248	G9	Periphery
GSM2246416	1001000248	D6	Periphery
GSM2246417	1001000248	G5	Periphery
GSM2246418	1001000248	A1	Periphery
GSM2246419	1001000248	C5	Periphery
GSM2246420	1001000248	F6	Periphery
GSM2246421	1001000248	C11	Periphery
GSM2246422	1001000248	E1	Periphery
GSM2246423	1001000249	F3	Periphery
GSM2246424	1001000249	E4	Periphery
GSM2246425	1001000249	H2	Periphery
GSM2246426	1001000249	D8	Periphery
GSM2246427	1001000249	C2	Periphery
GSM2246428	1001000249	E2	Periphery
GSM2246429	1001000249	B3	Periphery
GSM2246430	1001000249	G11	Periphery
GSM2246431	1001000249	G2	Periphery
GSM2246432	1001000249	D3	Periphery
GSM2246433	1001000249	E5	Periphery
GSM2246434	1001000249	F8	Periphery
GSM2246435	1001000249	D6	Periphery
GSM2246436	1001000249	H7	Periphery
GSM2246437	1001000249	H6	Periphery
GSM2246438	1001000249	F12	Periphery
GSM2246439	1001000249	B5	Periphery
GSM2246440	1001000249	F6	Periphery
GSM2246441	1001000249	E11	Periphery
GSM2246442	1001000249	H9	Periphery
GSM2246443	1001000249	F1	Periphery
GSM2246444	1001000249	G10	Periphery
GSM2246445	1001000249	E9	Periphery
GSM2246446	1001000249	H4	Periphery
GSM2246447	1001000249	F10	Periphery
GSM2246448	1001000249	G5	Periphery
GSM2246449	1001000249	B12	Periphery
GSM2246450	1001000249	G3	Periphery
GSM2246451	1001000249	E8	Periphery
GSM2246452	1001000249	D11	Periphery
GSM2246453	1001000249	B4	Periphery
GSM2246454	1001000249	E3	Periphery
GSM2246455	1001000249	G1	Periphery
GSM2246456	1001000249	E6	Periphery
GSM2246457	1001000249	D4	Periphery
GSM2246458	1001000249	F7	Periphery
GSM2246459	1001000249	C3	Periphery
GSM2246460	1001000249	H8	Periphery
GSM2246461	1001000249	G12	Periphery
GSM2246462	1001000249	E1	Periphery
GSM2246463	1001000249	F4	Periphery
GSM2246464	1001000249	E12	Periphery
GSM2246465	1001000249	A3	Periphery
GSM2246466	1001000249	F2	Periphery
GSM2246467	1001000249	D1	Periphery
GSM2246468	1001000249	G8	Periphery
GSM2246469	1001000249	G9	Periphery
GSM2246470	1001000249	H1	Periphery
GSM2246471	1001000249	H3	Periphery
GSM2246472	1001000249	F11	Periphery
GSM2246473	1001000250	A4	Tumor
GSM2246474	1001000250	C2	Tumor
GSM2246475	1001000250	D1	Tumor
GSM2246476	1001000250	B8	Tumor
GSM2246477	1001000250	F5	Tumor
GSM2246478	1001000250	G3	Tumor
GSM2246479	1001000250	H7	Tumor
GSM2246480	1001000250	F2	Tumor
GSM2246481	1001000250	E2	Tumor
GSM2246482	1001000250	A2	Tumor
GSM2246483	1001000250	B2	Tumor
GSM2246484	1001000250	G7	Tumor
GSM2246485	1001000250	B12	Tumor
GSM2246486	1001000250	B3	Tumor
GSM2246487	1001000250	H5	Tumor
GSM2246488	1001000250	G1	Tumor
GSM2246489	1001000250	G9	Tumor
GSM2246490	1001000250	F6	Tumor
GSM2246491	1001000250	G4	Tumor
GSM2246492	1001000250	A3	Tumor
GSM2246493	1001000250	C1	Tumor
GSM2246494	1001000250	D4	Tumor
GSM2246495	1001000250	E1	Tumor
GSM2246496	1001000250	C5	Tumor
GSM2246497	1001000250	C11	Tumor
GSM2246498	1001000250	E9	Tumor
GSM2246499	1001000250	F7	Tumor
GSM2246500	1001000250	B4	Tumor
GSM2246501	1001000250	C10	Tumor
GSM2246502	1001000250	H6	Tumor
GSM2246503	1001000250	B1	Tumor
GSM2246504	1001000250	G2	Tumor
GSM2246505	1001000250	A6	Tumor
GSM2246506	1001000250	F9	Tumor
GSM2246507	1001000250	E4	Tumor
GSM2246508	1001000250	C4	Tumor
GSM2246509	1001000250	H4	Tumor
GSM2246510	1001000251	C10	Tumor
GSM2246511	1001000251	F5	Tumor
GSM2246512	1001000251	B12	Tumor
GSM2246513	1001000252	B2	Tumor
GSM2246514	1001000252	G6	Tumor
GSM2246515	1001000252	D5	Tumor
GSM2246516	1001000252	A6	Tumor
GSM2246517	1001000252	H3	Tumor
GSM2246518	1001000252	B1	Tumor
GSM2246519	1001000252	C6	Tumor
GSM2246520	1001000252	G9	Tumor
GSM2246521	1001000252	G12	Tumor
GSM2246522	1001000252	A12	Tumor
GSM2246523	1001000253	G6	Periphery
GSM2246524	1001000253	B5	Periphery
GSM2246525	1001000253	H2	Periphery
GSM2246526	1001000253	F6	Periphery
GSM2246527	1001000253	B11	Periphery
GSM2246528	1001000253	H11	Periphery
GSM2246529	1001000253	H9	Periphery
GSM2246530	1001000253	A10	Periphery
GSM2246531	1001000253	E5	Periphery
GSM2246532	1001000253	H7	Periphery
GSM2246533	1001000253	E12	Periphery
GSM2246534	1001000253	B1	Periphery
GSM2246535	1001000253	G12	Periphery
GSM2246536	1001000253	D6	Periphery
GSM2246537	1001000253	F9	Periphery
GSM2246538	1001000253	E9	Periphery
GSM2246539	1001000253	A9	Periphery
GSM2246540	1001000253	H5	Periphery
GSM2246541	1001000253	G2	Periphery
GSM2246542	1001000253	F11	Periphery
GSM2246543	1001000253	B7	Periphery
GSM2246544	1001000253	A7	Periphery
GSM2246545	1001000253	H1	Periphery
GSM2246546	1001000253	A11	Periphery
GSM2246547	1001000253	E4	Periphery
GSM2246548	1001000253	D9	Periphery
GSM2246549	1001000253	F7	Periphery
GSM2246550	1001000253	D8	Periphery
GSM2246551	1001000253	B6	Periphery
GSM2246552	1001000253	C10	Periphery
GSM2246553	1001000253	E1	Periphery
GSM2246554	1001000253	F1	Periphery
GSM2246555	1001000253	H8	Periphery
GSM2246556	1001000253	C4	Periphery
GSM2246557	1001000253	G1	Periphery
GSM2246558	1001000253	B4	Periphery
GSM2246559	1001000253	A8	Periphery
GSM2246560	1001000253	H4	Periphery
GSM2246561	1001000253	D5	Periphery
GSM2246562	1001000253	C6	Periphery
GSM2246563	1001000253	F12	Periphery
GSM2246564	1001000253	G7	Periphery
GSM2246565	1001000253	D10	Periphery
GSM2246566	1001000254	C4	Periphery
GSM2246567	1001000254	G7	Periphery
GSM2246568	1001000254	E5	Periphery
GSM2246569	1001000254	C8	Periphery
GSM2246570	1001000254	C11	Periphery
GSM2246571	1001000254	H10	Periphery
GSM2246572	1001000254	F6	Periphery
GSM2246573	1001000254	G9	Periphery
GSM2246574	1001000254	G10	Periphery
GSM2246575	1001000254	G5	Periphery
GSM2246576	1001000254	D10	Periphery
GSM2246577	1001000254	E1	Periphery
GSM2246578	1001000254	F2	Periphery
GSM2246579	1001000254	C12	Periphery
GSM2246580	1001000254	E3	Periphery
GSM2246581	1001000254	C1	Periphery
GSM2246582	1001000254	A6	Periphery
GSM2246583	1001000254	E7	Periphery
GSM2246584	1001000254	A10	Periphery
GSM2246585	1001000254	D8	Periphery
GSM2246586	1001000254	C3	Periphery
GSM2246587	1001000254	F4	Periphery
GSM2246588	1001000254	G1	Periphery
GSM2246589	1001000254	B2	Periphery
GSM2246590	1001000254	G2	Periphery
GSM2246591	1001000254	G6	Periphery
GSM2246592	1001000254	C9	Periphery
GSM2246593	1001000254	C5	Periphery
GSM2246594	1001000254	F12	Periphery
GSM2246595	1001000254	F3	Periphery
GSM2246596	1001000254	E2	Periphery
GSM2246597	1001000254	A5	Periphery
GSM2246598	1001000254	E11	Periphery
GSM2246599	1001000254	H4	Periphery
GSM2246600	1001000254	A11	Periphery
GSM2246601	1001000254	G8	Periphery
GSM2246602	1001000254	A3	Periphery
GSM2246603	1001000254	A9	Periphery
GSM2246604	1001000254	F1	Periphery
GSM2246605	1001000254	B5	Periphery
GSM2246606	1001000254	H5	Periphery
GSM2246607	1001000254	A7	Periphery
GSM2246608	1001000254	B8	Periphery
GSM2246609	1001000254	D9	Periphery
GSM2246610	1001000254	A1	Periphery
GSM2246611	1001000254	H3	Periphery
GSM2246612	1001000254	B3	Periphery
GSM2246613	1001000254	F5	Periphery
GSM2246614	1001000254	C2	Periphery
GSM2246615	1001000254	D4	Periphery
GSM2246616	1001000254	D12	Periphery
GSM2246617	1001000255	H1	Periphery
GSM2246618	1001000255	B4	Periphery
GSM2246619	1001000255	A10	Periphery
GSM2246620	1001000255	F3	Periphery
GSM2246621	1001000255	D4	Periphery
GSM2246622	1001000255	C11	Periphery
GSM2246623	1001000255	C2	Periphery
GSM2246624	1001000255	A12	Periphery
GSM2246625	1001000255	G10	Periphery
GSM2246626	1001000255	E11	Periphery
GSM2246627	1001000255	E2	Periphery
GSM2246628	1001000255	B6	Periphery
GSM2246629	1001000255	D2	Periphery
GSM2246630	1001000255	G1	Periphery
GSM2246631	1001000255	A1	Periphery
GSM2246632	1001000255	A6	Periphery
GSM2246633	1001000255	D8	Periphery
GSM2246634	1001000255	D1	Periphery
GSM2246635	1001000255	F7	Periphery
GSM2246636	1001000255	F4	Periphery
GSM2246637	1001000255	B8	Periphery
GSM2246638	1001000255	B12	Periphery
GSM2246639	1001000255	F5	Periphery
GSM2246640	1001000255	G3	Periphery
GSM2246641	1001000255	B5	Periphery
GSM2246642	1001000255	H8	Periphery
GSM2246643	1001000255	E5	Periphery
GSM2246644	1001000255	D5	Periphery
GSM2246645	1001000255	F10	Periphery
GSM2246646	1001000255	G5	Periphery
GSM2246647	1001000255	C9	Periphery
GSM2246648	1001000255	E12	Periphery
GSM2246649	1001000255	F8	Periphery
GSM2246650	1001000255	C10	Periphery
GSM2246651	1001000255	A2	Periphery
GSM2246652	1001000255	E9	Periphery
GSM2246653	1001000255	E8	Periphery
GSM2246654	1001000255	D9	Periphery
GSM2246655	1001000255	G8	Periphery
GSM2246656	1001000255	G12	Periphery
GSM2246657	1001000255	A4	Periphery
GSM2246658	1001000255	A7	Periphery
GSM2246659	1001000255	E6	Periphery
GSM2246660	1001000255	D12	Periphery
GSM2246661	1001000255	G4	Periphery
GSM2246662	1001000255	D3	Periphery
GSM2246663	1001000255	H5	Periphery
GSM2246664	1001000255	B3	Periphery
GSM2246665	1001000258	G2	Tumor
GSM2246666	1001000258	E2	Tumor
GSM2246667	1001000258	D2	Tumor
GSM2246668	1001000258	F11	Tumor
GSM2246669	1001000258	C8	Tumor
GSM2246670	1001000258	D12	Tumor
GSM2246671	1001000258	C12	Tumor
GSM2246672	1001000258	H5	Tumor
GSM2246673	1001000258	A12	Tumor
