GSMID	plate	well	tissue
GSM2245256	1001000230	H10	Tumor
GSM2245257	1001000230	E7	Tumor
GSM2245258	1001000230	C11	Tumor
GSM2245259	1001000230	C1	Tumor
GSM2245260	1001000230	C5	Tumor
GSM2245261	1001000230	G11	Tumor
GSM2245262	1001000230	D11	Tumor
GSM2245263	1001000230	B2	Tumor
GSM2245264	1001000230	F1	Tumor
GSM2245265	1001000230	G8	Tumor
GSM2245266	1001000230	F10	Tumor
GSM2245267	1001000230	H7	Tumor
GSM2245268	1001000230	C12	Tumor
GSM2245269	1001000230	C3	Tumor
GSM2245270	1001000230	A8	Tumor
GSM2245271	1001000230	E3	Tumor
GSM2245272	1001000230	A10	Tumor
GSM2245273	1001000230	F3	Tumor
GSM2245274	1001000230	G1	Tumor
GSM2245275	1001000230	H9	Tumor
GSM2245276	1001000230	F12	Tumor
GSM2245277	1001000230	H2	Tumor
GSM2245278	1001000230	D5	Tumor
GSM2245279	1001000231	F8	Tumor
GSM2245280	1001000231	A3	Tumor
GSM2245281	1001000231	F1	Tumor
GSM2245282	1001000231	H11	Tumor
GSM2245283	1001000231	G7	Tumor
GSM2245284	1001000231	F10	Tumor
GSM2245285	1001000231	A6	Tumor
GSM2245286	1001000231	A11	Tumor
GSM2245287	1001000231	B5	Tumor
GSM2245288	1001000231	E7	Tumor
GSM2245289	1001000231	D7	Tumor
GSM2245290	1001000231	F6	Tumor
GSM2245291	1001000231	H6	Tumor
GSM2245292	1001000231	B11	Tumor
GSM2245293	1001000231	G9	Tumor
GSM2245294	1001000231	B3	Tumor
GSM2245295	1001000231	H3	Tumor
GSM2245296	1001000231	H8	Tumor
GSM2245297	1001000231	C4	Tumor
GSM2245298	1001000231	D3	Tumor
GSM2245299	1001000231	B9	Tumor
GSM2245300	1001000231	G12	Tumor
GSM2245301	1001000231	F4	Tumor
GSM2245302	1001000231	G5	Tumor
GSM2245303	1001000231	G8	Tumor
GSM2245304	1001000231	H5	Tumor
GSM2245305	1001000231	C1	Tumor
GSM2245306	1001000231	C2	Tumor
GSM2245307	1001000231	B7	Tumor
GSM2245308	1001000231	D9	Tumor
GSM2245309	1001000231	D10	Tumor
GSM2245310	1001000231	G10	Tumor
GSM2245311	1001000231	A9	Tumor
GSM2245312	1001000231	F12	Tumor
GSM2245313	1001000231	F2	Tumor
GSM2245314	1001000231	C8	Tumor
GSM2245315	1001000231	D12	Tumor
GSM2245316	1001000231	C11	Tumor
GSM2245317	1001000231	A4	Tumor
GSM2245318	1001000231	E6	Tumor
GSM2245319	1001000231	G1	Tumor
GSM2245320	1001000231	E12	Tumor
GSM2245321	1001000231	C6	Tumor
GSM2245322	1001000231	F7	Tumor
GSM2245323	1001000231	B1	Tumor
GSM2245324	1001000231	H7	Tumor
GSM2245325	1001000231	D8	Tumor
GSM2245326	1001000231	A7	Tumor
GSM2245327	1001000231	A2	Tumor
GSM2245328	1001000231	B4	Tumor
GSM2245329	1001000231	E1	Tumor
GSM2245330	1001000231	G3	Tumor
GSM2245331	1001000231	E10	Tumor
GSM2245332	1001000231	E8	Tumor
GSM2245333	1001000231	D5	Tumor
GSM2245334	1001000231	H9	Tumor
GSM2245335	1001000231	C5	Tumor
GSM2245336	1001000231	C10	Tumor
GSM2245337	1001000231	B12	Tumor
GSM2245338	1001000231	D6	Tumor
GSM2245339	1001000231	E2	Tumor
GSM2245340	1001000231	B2	Tumor
GSM2245341	1001000231	H10	Tumor
GSM2245342	1001000231	G6	Tumor
GSM2245343	1001000231	A1	Tumor
GSM2245344	1001000231	C3	Tumor
GSM2245345	1001000231	E3	Tumor
GSM2245346	1001000231	H2	Tumor
GSM2245347	1001000231	B10	Tumor
GSM2245348	1001000231	C9	Tumor
GSM2245349	1001000231	E11	Tumor
GSM2245350	1001000231	B8	Tumor
GSM2245351	1001000231	G2	Tumor
GSM2245352	1001000231	F3	Tumor
GSM2245353	1001000231	A12	Tumor
GSM2245354	1001000231	G11	Tumor
GSM2245355	1001000231	D4	Tumor
GSM2245356	1001000231	H4	Tumor
GSM2245357	1001000231	A10	Tumor
GSM2245358	1001000231	D11	Tumor
GSM2245359	1001000231	A5	Tumor
GSM2245360	1001000231	E5	Tumor
GSM2245361	1001000231	B6	Tumor
GSM2245362	1001000231	G4	Tumor
GSM2245363	1001000231	A8	Tumor
GSM2245364	1001000231	F11	Tumor
GSM2245365	1001000231	D2	Tumor
GSM2245366	1001000231	C7	Tumor
GSM2245367	1001000231	H1	Tumor
GSM2245368	1001000232	E4	Periphery
GSM2245369	1001000232	G3	Periphery
GSM2245370	1001000232	B3	Periphery
GSM2245371	1001000233	H10	Periphery
GSM2245372	1001000233	A6	Periphery
GSM2245373	1001000233	D10	Periphery
GSM2245374	1001000233	C6	Periphery
GSM2245375	1001000233	C4	Periphery
GSM2245376	1001000233	G11	Periphery
GSM2245377	1001000234	E10	Periphery
GSM2245378	1001000234	C3	Periphery
GSM2245379	1001000234	C9	Periphery
GSM2245380	1001000235	G4	Tumor
GSM2245381	1001000235	C1	Tumor
GSM2245382	1001000235	A9	Tumor
GSM2245383	1001000235	F4	Tumor
GSM2245384	1001000235	D4	Tumor
GSM2245385	1001000235	A11	Tumor
GSM2245386	1001000235	G8	Tumor
GSM2245387	1001000235	G2	Tumor
GSM2245388	1001000235	B3	Tumor
GSM2245389	1001000235	D9	Tumor
GSM2245390	1001000235	C12	Tumor
GSM2245391	1001000235	D6	Tumor
GSM2245392	1001000235	F2	Tumor
GSM2245393	1001000235	B8	Tumor
GSM2245394	1001000235	F6	Tumor
GSM2245395	1001000235	A2	Tumor
GSM2245396	1001000235	B5	Tumor
GSM2245397	1001000235	B10	Tumor
GSM2245398	1001000235	E6	Tumor
GSM2245399	1001000235	F8	Tumor
GSM2245400	1001000235	G11	Tumor
GSM2245401	1001000235	A5	Tumor
GSM2245402	1001000235	B11	Tumor
GSM2245403	1001000235	B7	Tumor
GSM2245404	1001000235	F12	Tumor
GSM2245405	1001000235	G6	Tumor
GSM2245406	1001000235	H11	Tumor
GSM2245407	1001000235	D11	Tumor
GSM2245408	1001000235	E12	Tumor
GSM2245409	1001000235	C8	Tumor
GSM2245410	1001000235	A3	Tumor
GSM2245411	1001000235	H8	Tumor
GSM2245412	1001000235	G12	Tumor
GSM2245413	1001000235	D1	Tumor
GSM2245414	1001000235	C10	Tumor
GSM2245415	1001000235	B2	Tumor
GSM2245416	1001000235	D8	Tumor
GSM2245417	1001000235	H3	Tumor
GSM2245418	1001000235	B9	Tumor
GSM2245419	1001000235	E8	Tumor
GSM2245420	1001000235	F10	Tumor
GSM2245421	1001000235	H1	Tumor
GSM2245422	1001000235	G3	Tumor
GSM2245423	1001000235	A1	Tumor
GSM2245424	1001000235	B6	Tumor
GSM2245425	1001000235	F3	Tumor
GSM2245426	1001000235	E10	Tumor
GSM2245427	1001000235	C7	Tumor
GSM2245428	1001000235	A10	Tumor
GSM2245429	1001000235	E11	Tumor
GSM2245430	1001000235	G1	Tumor
GSM2245431	1001000235	G7	Tumor
GSM2245432	1001000235	F5	Tumor
GSM2245433	1001000235	C9	Tumor
GSM2245434	1001000235	D3	Tumor
GSM2245435	1001000235	F1	Tumor
GSM2245436	1001000235	C4	Tumor
GSM2245437	1001000235	A12	Tumor
GSM2245438	1001000235	B12	Tumor
GSM2245439	1001000235	H6	Tumor
GSM2245440	1001000235	H9	Tumor
GSM2245441	1001000235	D5	Tumor
GSM2245442	1001000235	H10	Tumor
GSM2245443	1001000235	H4	Tumor
GSM2245444	1001000235	E1	Tumor
GSM2245445	1001000235	D10	Tumor
GSM2245446	1001000235	F7	Tumor
GSM2245447	1001000235	C3	Tumor
GSM2245448	1001000235	G10	Tumor
GSM2245449	1001000235	F11	Tumor
GSM2245450	1001000235	B1	Tumor
GSM2245451	1001000235	C11	Tumor
GSM2245452	1001000235	A6	Tumor
GSM2245453	1001000235	B4	Tumor
GSM2245454	1001000235	E9	Tumor
GSM2245455	1001000235	H2	Tumor
GSM2245456	1001000235	E7	Tumor
GSM2245457	1001000235	D12	Tumor
GSM2245458	1001000235	H7	Tumor
GSM2245459	1001000235	F9	Tumor
GSM2245460	1001000235	D7	Tumor
GSM2245461	1001000235	C5	Tumor
GSM2245462	1001000235	G9	Tumor
GSM2245463	1001000235	A4	Tumor
GSM2245464	1001000235	D2	Tumor
GSM2245465	1001000236	E12	Tumor
GSM2245466	1001000236	H3	Tumor
GSM2245467	1001000236	B4	Tumor
GSM2245468	1001000236	H4	Tumor
GSM2245469	1001000236	C6	Tumor
GSM2245470	1001000236	A4	Tumor
GSM2245471	1001000236	D5	Tumor
GSM2245472	1001000236	E1	Tumor
GSM2245473	1001000236	A9	Tumor
GSM2245474	1001000236	H11	Tumor
GSM2245475	1001000236	D3	Tumor
GSM2245476	1001000236	A2	Tumor
GSM2245477	1001000236	E10	Tumor
GSM2245478	1001000236	F4	Tumor
GSM2245479	1001000236	B2	Tumor
GSM2245480	1001000236	D7	Tumor
GSM2245481	1001000236	C1	Tumor
GSM2245482	1001000236	B9	Tumor
GSM2245483	1001000236	H1	Tumor
GSM2245484	1001000236	C8	Tumor
GSM2245485	1001000236	F6	Tumor
GSM2245486	1001000236	E3	Tumor
GSM2245487	1001000236	A7	Tumor
GSM2245488	1001000236	C3	Tumor
GSM2245489	1001000236	C4	Tumor
GSM2245490	1001000236	B1	Tumor
GSM2245491	1001000236	G5	Tumor
GSM2245492	1001000236	H7	Tumor
GSM2245493	1001000236	A6	Tumor
GSM2245494	1001000236	D10	Tumor
GSM2245495	1001000236	G9	Tumor
GSM2245496	1001000236	E6	Tumor
GSM2245497	1001000236	D2	Tumor
GSM2245498	1001000236	A10	Tumor
GSM2245499	1001000236	G11	Tumor
GSM2245500	1001000236	D9	Tumor
GSM2245501	1001000236	F10	Tumor
GSM2245502	1001000236	B6	Tumor
GSM2245503	1001000236	B11	Tumor
GSM2245504	1001000236	G3	Tumor
GSM2245505	1001000236	F2	Tumor
GSM2245506	1001000236	G7	Tumor
GSM2245507	1001000236	E8	Tumor
GSM2245508	1001000236	F9	Tumor
GSM2245509	1001000236	C10	Tumor
GSM2245510	1001000236	D12	Tumor
GSM2245511	1001000236	D11	Tumor
GSM2245512	1001000236	F5	Tumor
GSM2245513	1001000236	C12	Tumor
GSM2245514	1001000236	B3	Tumor
GSM2245515	1001000236	H5	Tumor
GSM2245516	1001000236	A12	Tumor
GSM2245517	1001000236	A3	Tumor
GSM2245518	1001000236	C7	Tumor
GSM2245519	1001000236	B8	Tumor
GSM2245520	1001000236	F3	Tumor
GSM2245521	1001000236	D4	Tumor
GSM2245522	1001000236	E9	Tumor
GSM2245523	1001000236	B12	Tumor
GSM2245524	1001000236	A1	Tumor
GSM2245525	1001000236	F7	Tumor
GSM2245526	1001000236	E4	Tumor
GSM2245527	1001000236	C2	Tumor
GSM2245528	1001000236	A8	Tumor
GSM2245529	1001000236	H2	Tumor
GSM2245530	1001000236	H8	Tumor
GSM2245531	1001000236	D6	Tumor
GSM2245532	1001000236	C9	Tumor
GSM2245533	1001000236	E7	Tumor
GSM2245534	1001000236	F1	Tumor
GSM2245535	1001000236	G8	Tumor
GSM2245536	1001000236	C11	Tumor
GSM2245537	1001000236	C5	Tumor
GSM2245538	1001000236	G4	Tumor
GSM2245539	1001000236	B7	Tumor
GSM2245540	1001000236	G12	Tumor
GSM2245541	1001000236	G6	Tumor
GSM2245542	1001000236	E5	Tumor
GSM2245543	1001000236	G1	Tumor
GSM2245544	1001000236	A11	Tumor
GSM2245545	1001000236	H6	Tumor
GSM2245546	1001000236	H10	Tumor
GSM2245547	1001000236	D1	Tumor
GSM2245548	1001000236	D8	Tumor
GSM2245549	1001000236	G10	Tumor
GSM2245550	1001000236	B10	Tumor
GSM2245551	1001000236	G2	Tumor
GSM2245552	1001000236	F11	Tumor
GSM2245553	1001000236	B5	Tumor
GSM2245554	1001000236	A5	Tumor
GSM2245555	1001000237	E5	Tumor
GSM2245556	1001000237	C4	Tumor
GSM2245557	1001000237	A3	Tumor
GSM2245558	1001000237	E3	Tumor
GSM2245559	1001000237	B11	Tumor
GSM2245560	1001000237	G12	Tumor
GSM2245561	1001000237	D3	Tumor
GSM2245562	1001000237	G2	Tumor
GSM2245563	1001000237	C9	Tumor
GSM2245564	1001000237	B5	Tumor
GSM2245565	1001000237	A5	Tumor
GSM2245566	1001000237	C10	Tumor
GSM2245567	1001000237	A12	Tumor
GSM2245568	1001000237	B1	Tumor
GSM2245569	1001000237	F3	Tumor
GSM2245570	1001000237	D10	Tumor
GSM2245571	1001000237	H7	Tumor
GSM2245572	1001000237	E1	Tumor
GSM2245573	1001000237	D1	Tumor
GSM2245574	1001000237	B3	Tumor
GSM2245575	1001000237	D5	Tumor
GSM2245576	1001000237	G4	Tumor
GSM2245577	1001000237	G10	Tumor
GSM2245578	1001000237	A10	Tumor
GSM2245579	1001000237	F12	Tumor
GSM2245580	1001000237	A9	Tumor
GSM2245581	1001000237	A7	Tumor
GSM2245582	1001000237	H11	Tumor
GSM2245583	1001000237	E10	Tumor
GSM2245584	1001000237	D12	Tumor
GSM2245585	1001000237	H3	Tumor
GSM2245586	1001000237	H1	Tumor
GSM2245587	1001000237	G6	Tumor
GSM2245588	1001000237	D7	Tumor
GSM2245589	1001000237	C12	Tumor
GSM2245590	1001000237	F6	Tumor
GSM2245591	1001000237	E8	Tumor
GSM2245592	1001000237	C8	Tumor
GSM2245593	1001000237	G11	Tumor
GSM2245594	1001000237	A4	Tumor
GSM2245595	1001000237	F8	Tumor
GSM2245596	1001000237	F10	Tumor
GSM2245597	1001000237	F1	Tumor
GSM2245598	1001000237	H5	Tumor
GSM2245599	1001000237	E12	Tumor
GSM2245600	1001000237	D9	Tumor
GSM2245601	1001000237	G8	Tumor
GSM2245602	1001000237	C2	Tumor
GSM2245603	1001000237	A2	Tumor
GSM2245604	1001000237	E6	Tumor
GSM2245605	1001000237	E4	Tumor
GSM2245606	1001000237	B10	Tumor
GSM2245607	1001000237	H8	Tumor
GSM2245608	1001000237	D4	Tumor
GSM2245609	1001000237	C1	Tumor
GSM2245610	1001000237	F9	Tumor
GSM2245611	1001000237	B8	Tumor
GSM2245612	1001000237	A11	Tumor
GSM2245613	1001000237	D6	Tumor
GSM2245614	1001000237	C3	Tumor
GSM2245615	1001000237	B12	Tumor
GSM2245616	1001000237	E2	Tumor
GSM2245617	1001000237	D2	Tumor
GSM2245618	1001000237	B6	Tumor
GSM2245619	1001000237	G3	Tumor
GSM2245620	1001000237	C6	Tumor
GSM2245621	1001000237	A6	Tumor
GSM2245622	1001000237	F4	Tumor
GSM2245623	1001000237	G5	Tumor
GSM2245624	1001000237	D8	Tumor
GSM2245625	1001000237	C5	Tumor
GSM2245626	1001000237	F5	Tumor
GSM2245627	1001000237	B4	Tumor
GSM2245628	1001000237	G9	Tumor
GSM2245629	1001000237	F7	Tumor
GSM2245630	1001000237	F11	Tumor
GSM2245631	1001000237	B2	Tumor
GSM2245632	1001000237	G7	Tumor
GSM2245633	1001000237	H9	Tumor
GSM2245634	1001000237	H4	Tumor
GSM2245635	1001000237	C11	Tumor
GSM2245636	1001000237	D11	Tumor
GSM2245637	1001000237	A8	Tumor
GSM2245638	1001000237	C7	Tumor
GSM2245639	1001000237	H6	Tumor
GSM2245640	1001000237	B7	Tumor
GSM2245641	1001000237	A1	Tumor
GSM2245642	1001000237	E7	Tumor
GSM2245643	1001000237	F2	Tumor
GSM2245644	1001000237	E11	Tumor
GSM2245645	1001000237	H10	Tumor
GSM2245646	1001000237	E9	Tumor
GSM2245647	1001000238	F12	Periphery
GSM2245648	1001000238	F3	Periphery
GSM2245649	1001000238	A4	Periphery
GSM2245650	1001000238	F8	Periphery
GSM2245651	1001000238	G6	Periphery
GSM2245652	1001000238	B11	Periphery
GSM2245653	1001000238	E7	Periphery
GSM2245654	1001000238	D5	Periphery
GSM2245655	1001000238	B6	Periphery
GSM2245656	1001000238	E9	Periphery
GSM2245657	1001000238	F10	Periphery
GSM2245658	1001000238	F5	Periphery
GSM2245659	1001000238	G9	Periphery
GSM2245660	1001000238	A6	Periphery
GSM2245661	1001000238	H8	Periphery
GSM2245662	1001000238	D7	Periphery
GSM2245663	1001000238	A3	Periphery
GSM2245664	1001000238	F7	Periphery
GSM2245665	1001000238	E1	Periphery
GSM2245666	1001000238	H10	Periphery
GSM2245667	1001000238	B9	Periphery
GSM2245668	1001000238	D9	Periphery
GSM2245669	1001000238	E10	Periphery
GSM2245670	1001000238	A5	Periphery
GSM2245671	1001000238	C3	Periphery
GSM2245672	1001000238	F9	Periphery
GSM2245673	1001000238	A11	Periphery
GSM2245674	1001000238	C8	Periphery
GSM2245675	1001000238	C10	Periphery
GSM2245676	1001000238	G5	Periphery
GSM2245677	1001000238	C6	Periphery
GSM2245678	1001000238	B4	Periphery
GSM2245679	1001000238	C12	Periphery
GSM2245680	1001000238	E3	Periphery
GSM2245681	1001000238	B10	Periphery
GSM2245682	1001000238	D2	Periphery
GSM2245683	1001000238	B2	Periphery
GSM2245684	1001000238	E5	Periphery
GSM2245685	1001000238	E6	Periphery
GSM2245686	1001000238	B5	Periphery
GSM2245687	1001000238	B12	Periphery
GSM2245688	1001000238	H1	Periphery
GSM2245689	1001000238	C11	Periphery
GSM2245690	1001000238	G11	Periphery
GSM2245691	1001000238	G10	Periphery
GSM2245692	1001000238	H7	Periphery
GSM2245693	1001000238	G7	Periphery
GSM2245694	1001000238	F2	Periphery
GSM2245695	1001000238	H11	Periphery
GSM2245696	1001000238	D4	Periphery
GSM2245697	1001000238	B7	Periphery
GSM2245698	1001000238	G3	Periphery
GSM2245699	1001000238	F11	Periphery
GSM2245700	1001000238	A7	Periphery
GSM2245701	1001000238	H9	Periphery
GSM2245702	1001000238	F4	Periphery
GSM2245703	1001000238	D6	Periphery
GSM2245704	1001000238	C5	Periphery
GSM2245705	1001000238	B8	Periphery
GSM2245706	1001000238	D12	Periphery
GSM2245707	1001000238	D10	Periphery
GSM2245708	1001000238	A9	Periphery
GSM2245709	1001000238	H2	Periphery
GSM2245710	1001000238	F6	Periphery
GSM2245711	1001000238	G8	Periphery
GSM2245712	1001000238	G12	Periphery
GSM2245713	1001000238	G4	Periphery
GSM2245714	1001000238	D8	Periphery
GSM2245715	1001000238	E4	Periphery
GSM2245716	1001000238	B3	Periphery
GSM2245717	1001000238	A12	Periphery
GSM2245718	1001000238	A2	Periphery
GSM2245719	1001000238	E2	Periphery
GSM2245720	1001000238	C7	Periphery
GSM2245721	1001000239	E6	Periphery
GSM2245722	1001000239	B5	Periphery
GSM2245723	1001000239	A4	Periphery
GSM2245724	1001000239	G5	Periphery
GSM2245725	1001000239	C9	Periphery
GSM2245726	1001000239	F8	Periphery
GSM2245727	1001000239	F1	Periphery
GSM2245728	1001000239	D9	Periphery
GSM2245729	1001000239	B7	Periphery
GSM2245730	1001000239	G8	Periphery
GSM2245731	1001000239	B9	Periphery
GSM2245732	1001000239	D12	Periphery
GSM2245733	1001000239	G7	Periphery
GSM2245734	1001000239	F10	Periphery
GSM2245735	1001000239	E10	Periphery
GSM2245736	1001000239	H10	Periphery
GSM2245737	1001000239	D2	Periphery
GSM2245738	1001000239	E9	Periphery
GSM2245739	1001000239	B10	Periphery
GSM2245740	1001000239	C4	Periphery
GSM2245741	1001000239	E2	Periphery
GSM2245742	1001000239	F6	Periphery
GSM2245743	1001000239	A7	Periphery
GSM2245744	1001000239	H9	Periphery
GSM2245745	1001000239	G1	Periphery
GSM2245746	1001000239	G11	Periphery
GSM2245747	1001000239	C11	Periphery
GSM2245748	1001000239	D11	Periphery
GSM2245749	1001000239	B2	Periphery
GSM2245750	1001000239	F12	Periphery
GSM2245751	1001000239	A2	Periphery
GSM2245752	1001000239	C2	Periphery
GSM2245753	1001000239	D6	Periphery
GSM2245754	1001000239	B4	Periphery
GSM2245755	1001000239	A9	Periphery
GSM2245756	1001000239	H2	Periphery
GSM2245757	1001000239	F4	Periphery
GSM2245758	1001000239	H5	Periphery
GSM2245759	1001000239	E4	Periphery
GSM2245760	1001000239	G3	Periphery
GSM2245761	1001000239	A11	Periphery
GSM2245762	1001000239	C1	Periphery
GSM2245763	1001000239	H7	Periphery
GSM2245764	1001000239	F2	Periphery
GSM2245765	1001000239	F9	Periphery
GSM2245766	1001000239	E12	Periphery
GSM2245767	1001000239	B6	Periphery
GSM2245768	1001000239	D1	Periphery
GSM2245769	1001000239	A3	Periphery
GSM2245770	1001000239	C3	Periphery
GSM2245771	1001000239	G9	Periphery
GSM2245772	1001000239	G6	Periphery
GSM2245773	1001000239	C6	Periphery
GSM2245774	1001000239	D8	Periphery
GSM2245775	1001000239	E7	Periphery
GSM2245776	1001000239	D3	Periphery
GSM2245777	1001000239	A5	Periphery
GSM2245778	1001000239	B8	Periphery
GSM2245779	1001000239	B1	Periphery
GSM2245780	1001000239	H8	Periphery
GSM2245781	1001000239	F7	Periphery
GSM2245782	1001000239	D5	Periphery
GSM2245783	1001000239	A10	Periphery
GSM2245784	1001000239	C10	Periphery
GSM2245785	1001000239	D10	Periphery
GSM2245786	1001000239	H3	Periphery
GSM2245787	1001000239	H11	Periphery
GSM2245788	1001000239	C7	Periphery
GSM2245789	1001000239	B11	Periphery
GSM2245790	1001000239	E1	Periphery
GSM2245791	1001000239	E8	Periphery
GSM2245792	1001000239	D7	Periphery
GSM2245793	1001000239	C8	Periphery
GSM2245794	1001000239	E11	Periphery
GSM2245795	1001000239	A1	Periphery
GSM2245796	1001000239	F5	Periphery
GSM2245797	1001000239	A12	Periphery
GSM2245798	1001000239	G2	Periphery
GSM2245799	1001000239	E5	Periphery
GSM2245800	1001000239	G10	Periphery
GSM2245801	1001000239	H4	Periphery
GSM2245802	1001000239	G12	Periphery
GSM2245803	1001000239	C5	Periphery
GSM2245804	1001000239	B3	Periphery
GSM2245805	1001000239	C12	Periphery
GSM2245806	1001000240	B1	Periphery
GSM2245807	1001000240	F6	Periphery
GSM2245808	1001000240	H5	Periphery
GSM2245809	1001000240	H9	Periphery
GSM2245810	1001000240	D11	Periphery
GSM2245811	1001000240	A7	Periphery
GSM2245812	1001000240	C11	Periphery
GSM2245813	1001000240	G5	Periphery
GSM2245814	1001000240	F5	Periphery
GSM2245815	1001000240	E6	Periphery
GSM2245816	1001000240	C6	Periphery
GSM2245817	1001000240	E12	Periphery
GSM2245818	1001000240	B2	Periphery
GSM2245819	1001000240	C5	Periphery
GSM2245820	1001000240	H10	Periphery
GSM2245821	1001000240	H7	Periphery
GSM2245822	1001000240	H3	Periphery
GSM2245823	1001000240	B11	Periphery
GSM2245824	1001000240	G3	Periphery
GSM2245825	1001000240	D1	Periphery
GSM2245826	1001000240	E1	Periphery
GSM2245827	1001000240	D6	Periphery
GSM2245828	1001000240	F12	Periphery
GSM2245829	1001000240	F3	Periphery
GSM2245830	1001000240	A2	Periphery
GSM2245831	1001000240	B4	Periphery
GSM2245832	1001000240	B6	Periphery
GSM2245833	1001000240	E9	Periphery
GSM2245834	1001000240	C3	Periphery
GSM2245835	1001000240	G7	Periphery
GSM2245836	1001000240	A10	Periphery
GSM2245837	1001000240	F9	Periphery
GSM2245838	1001000240	D8	Periphery
GSM2245839	1001000240	B12	Periphery
GSM2245840	1001000240	F10	Periphery
GSM2245841	1001000240	B8	Periphery
GSM2245842	1001000240	G11	Periphery
GSM2245843	1001000240	G4	Periphery
GSM2245844	1001000240	D2	Periphery
GSM2245845	1001000240	A9	Periphery
GSM2245846	1001000240	D12	Periphery
GSM2245847	1001000240	F7	Periphery
GSM2245848	1001000240	C10	Periphery
GSM2245849	1001000240	G2	Periphery
GSM2245850	1001000240	E11	Periphery
GSM2245851	1001000240	D4	Periphery
GSM2245852	1001000240	C4	Periphery
GSM2245853	1001000240	A1	Periphery
GSM2245854	1001000240	C9	Periphery
GSM2245855	1001000240	E7	Periphery
GSM2245856	1001000240	B3	Periphery
GSM2245857	1001000240	H8	Periphery
GSM2245858	1001000240	H4	Periphery
GSM2245859	1001000240	G8	Periphery
GSM2245860	1001000240	B10	Periphery
GSM2245861	1001000240	F4	Periphery
GSM2245862	1001000240	D9	Periphery
GSM2245863	1001000240	H1	Periphery
GSM2245864	1001000240	B7	Periphery
GSM2245865	1001000240	C2	Periphery
GSM2245866	1001000240	H11	Periphery
GSM2245867	1001000240	C12	Periphery
GSM2245868	1001000240	B5	Periphery
GSM2245869	1001000240	H2	Periphery
GSM2245870	1001000240	H6	Periphery
GSM2245871	1001000240	A11	Periphery
GSM2245872	1001000240	A8	Periphery
GSM2245873	1001000240	G1	Periphery
GSM2245874	1001000240	D3	Periphery
GSM2245875	1001000240	F2	Periphery
GSM2245876	1001000240	E8	Periphery
GSM2245877	1001000240	E2	Periphery
GSM2245878	1001000240	A5	Periphery
GSM2245879	1001000240	G6	Periphery
GSM2245880	1001000240	C1	Periphery
GSM2245881	1001000240	B9	Periphery
GSM2245882	1001000240	F8	Periphery
GSM2245883	1001000240	D5	Periphery
GSM2245884	1001000240	G10	Periphery
GSM2245885	1001000240	F1	Periphery
GSM2245886	1001000240	A6	Periphery
GSM2245887	1001000240	G12	Periphery
GSM2245888	1001000240	A12	Periphery
GSM2245889	1001000240	A3	Periphery
GSM2245890	1001000240	C8	Periphery
GSM2245891	1001000240	E4	Periphery
GSM2245892	1001000241	F1	Tumor
GSM2245893	1001000241	B3	Tumor
GSM2245894	1001000241	B8	Tumor
GSM2245895	1001000241	D4	Tumor
GSM2245896	1001000241	D7	Tumor
GSM2245897	1001000241	A4	Tumor
GSM2245898	1001000241	C5	Tumor
GSM2245899	1001000241	B11	Tumor
GSM2245900	1001000241	D9	Tumor
GSM2245901	1001000241	C10	Tumor
GSM2245902	1001000241	C7	Tumor
GSM2245903	1001000241	A6	Tumor
GSM2245904	1001000241	A9	Tumor
GSM2245905	1001000241	A2	Tumor
GSM2245906	1001000241	E2	Tumor
GSM2245907	1001000241	B7	Tumor
GSM2245908	1001000241	C12	Tumor
GSM2245909	1001000241	C8	Tumor
GSM2245910	1001000241	C1	Tumor
GSM2245911	1001000241	D1	Tumor
GSM2245912	1001000241	B5	Tumor
GSM2245913	1001000241	A10	Tumor
GSM2245914	1001000241	C3	Tumor
GSM2245915	1001000241	D2	Tumor
GSM2245916	1001000241	D6	Tumor
GSM2245917	1001000241	A1	Tumor
GSM2245918	1001000241	A5	Tumor
GSM2245919	1001000241	C4	Tumor
GSM2245920	1001000241	B1	Tumor
GSM2245921	1001000241	E1	Tumor
GSM2245922	1001000241	A12	Tumor
GSM2245923	1001000241	B2	Tumor
GSM2245924	1001000241	A7	Tumor
GSM2245925	1001000241	C9	Tumor
GSM2245926	1001000241	E5	Tumor
GSM2245927	1001000241	A3	Tumor
GSM2245928	1001000241	C6	Tumor
GSM2245929	1001000241	E3	Tumor
GSM2245930	1001000241	B12	Tumor
GSM2245931	1001000241	B9	Tumor
GSM2245932	1001000241	A8	Tumor
GSM2245933	1001000241	D3	Tumor
GSM2245934	1001000241	E4	Tumor
GSM2245935	1001000241	B6	Tumor
GSM2245936	1001000241	A11	Tumor
GSM2245937	1001000241	D5	Tumor
GSM2245938	1001000241	D10	Tumor
GSM2245939	1001000241	C2	Tumor
GSM2245940	1001000241	D12	Tumor
GSM2245941	1001000241	E6	Tumor
GSM2245942	1001000241	G3	Tumor
GSM2245943	1001000241	F3	Tumor
GSM2245945	1001000241	G5	Tumor
GSM2245948	1001000241	H10	Tumor
GSM2245950	1001000241	G8	Tumor
GSM2245952	1001000241	F10	Tumor
GSM2245955	1001000241	F5	Tumor
GSM2245957	1001000241	H8	Tumor
GSM2245959	1001000241	E7	Tumor
GSM2245961	1001000241	H11	Tumor
GSM2245965	1001000241	G6	Tumor
GSM2245966	1001000241	H5	Tumor
GSM2245968	1001000241	G1	Tumor
