"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
"RTCB",0.906,0.931108107145351,0.812,1.39198158623841,0.945,0.201,"OO","RTCB"
"RNF146",0.906,0.508967025023853,0.812,0.781585315324119,0.935,0.191,"OO","RNF146"
"RIBC1",0.906,0.348103730336227,0.812,0.581148550549623,0.84,0.038,"OO","RIBC1"
"PLEKHG1",0.906,2.39207846584369,0.812,4.06550941264179,0.854,0.05,"OO","PLEKHG1"
"PHF8",0.906,1.08522175382717,0.812,1.73206874745431,0.885,0.092,"OO","PHF8"
"NOLC1",0.906,0.346388813320617,0.812,0.516281974774599,0.94,0.185,"OO","NOLC1"
"MYO10",0.906,0.588143741985828,0.812,0.881644280753216,0.904,0.106,"OO","MYO10"
"MRPS10",0.906,0.465156219571117,0.812,0.685774941910476,0.959,0.292,"OO","MRPS10"
"MEIG1",0.906,0.595122306634972,0.812,1.01046266712003,0.823,0.013,"OO","MEIG1"
"MED20",0.906,0.389110307734798,0.812,0.618223638245505,0.895,0.098,"OO","MED20"
"MCAT",0.906,1.43427940227687,0.812,2.51079332823257,0.849,0.048,"OO","MCAT"
"MAP7",0.906,1.46110369213801,0.812,2.99201266542136,0.823,0.015,"OO","MAP7"
"LYRM4",0.906,1.2312762844068,0.812,2.00660197414234,0.9,0.074,"OO","LYRM4"
"LIN37",0.906,0.483769341416211,0.812,0.717602508022744,0.931,0.214,"OO","LIN37"
"GMPS",0.906,0.562435271614837,0.812,0.841697447200708,0.947,0.203,"OO","GMPS"
"FAM118B",0.906,0.417750475918076,0.812,0.633832304435034,0.914,0.143,"OO","FAM118B"
"ELP3",0.906,1.138675824193,0.812,2.09278088140406,0.83,0.019,"OO","ELP3"
"CTNNBIP1",0.906,0.549537434909818,0.812,0.871270119830343,0.885,0.077,"OO","CTNNBIP1"
"ATP2C1",0.906,1.01635613004025,0.812,1.68723098643167,0.883,0.082,"OO","ATP2C1"
"ARHGAP20",0.906,0.356002976067395,0.812,0.562622328906242,0.878,0.066,"OO","ARHGAP20"
"ADSL",0.906,0.879162661286446,0.812,1.35605915989072,0.909,0.109,"OO","ADSL"
"YIPF6",0.905,0.849973269546971,0.81,1.35868297827885,0.907,0.127,"OO","YIPF6"
"USP14",0.905,0.91323025251532,0.81,1.36420050338216,0.95,0.238,"OO","USP14"
"UBE2D3",0.905,1.14177314984311,0.81,1.65024562868551,1,0.886,"OO","UBE2D3"
"UBA5",0.905,0.438956127356767,0.81,0.663971727268316,0.933,0.172,"OO","UBA5"
"TXNDC17",0.905,0.446778877382171,0.81,0.666401838368351,0.947,0.247,"OO","TXNDC17"
"TGS1",0.905,0.546293410742903,0.81,0.818867846253619,0.95,0.166,"OO","TGS1"
"STXBP3",0.905,0.791689418201084,0.81,1.20211545568217,0.938,0.189,"OO","STXBP3"
"STRADB",0.905,0.736110313463441,0.81,1.15293562389491,0.902,0.117,"OO","STRADB"
"SNRPD1",0.905,1.05297432379606,0.81,1.52751348038842,1,0.483,"OO","SNRPD1"
"REEP2",0.905,2.01059459801307,0.81,3.81110744993849,0.835,0.027,"OO","REEP2"
"PSMG1",0.905,0.722828062939106,0.81,1.05930764686128,0.974,0.345,"OO","PSMG1"
"PPFIA1",0.905,0.399883201227933,0.81,0.600976489824228,0.935,0.154,"OO","PPFIA1"
"POSTN",0.905,0.521527162820506,0.81,0.796406593175869,0.866,0.069,"OO","POSTN"
"PLPPR1",0.905,1.98468529450442,0.81,5.74307029675692,0.816,0.005,"OO","PLPPR1"
"PLEKHA1",0.905,0.799755063419131,0.81,1.19863519435684,0.945,0.236,"OO","PLEKHA1"
"PIAS4",0.905,1.46981883939857,0.81,2.56505899927857,0.856,0.045,"OO","PIAS4"
"PCM1",0.905,0.868444322857526,0.81,1.26621978040415,0.986,0.367,"OO","PCM1"
"OTUB1",0.905,0.83545885787324,0.81,1.22851523159785,0.964,0.306,"OO","OTUB1"
"NSL1",0.905,0.690275446145222,0.81,1.0541764406761,0.926,0.162,"OO","NSL1"
"METAP2",0.905,0.858722527257838,0.81,1.25505437323254,0.99,0.397,"OO","METAP2"
"LIPT2",0.905,1.14783199294864,0.81,2.12157944335949,0.842,0.024,"OO","LIPT2"
"IFT57",0.905,0.513382108843524,0.81,0.757487371059259,0.971,0.297,"OO","IFT57"
"HMCES",0.905,0.399418303879127,0.81,0.589383232596099,0.943,0.228,"OO","HMCES"
"GPT2",0.905,1.50845245958422,0.81,2.70148401609401,0.842,0.032,"OO","GPT2"
"GEMIN2",0.905,1.31579169745739,0.81,2.40666461804479,0.854,0.043,"OO","GEMIN2"
"EXOC6",0.905,0.721370413481056,0.81,1.2490432957078,0.856,0.042,"OO","EXOC6"
"DUSP10",0.905,1.12035453667673,0.81,1.82801039913258,0.88,0.069,"OO","DUSP10"
"CNOT6L",0.905,0.665760451213679,0.81,1.07457750411291,0.844,0.034,"OO","CNOT6L"
"CEP95",0.905,0.896460612630561,0.81,1.35676942052721,0.931,0.18,"OO","CEP95"
"CDH2",0.905,0.435793355669389,0.81,0.69364365937338,0.89,0.091,"OO","CDH2"
"APTX",0.905,0.439224936159559,0.81,0.720709019648504,0.852,0.044,"OO","APTX"
"AGTRAP",0.905,1.41805902726459,0.81,2.23712719139054,0.892,0.111,"OO","AGTRAP"
"ENSMFAG00000031680",0.904,1.19796818518211,0.808,2.13019501417128,0.837,0.031,"OO","ENSMFAG00000031680"
"ENSMFAG00000030546",0.904,0.708316004820981,0.808,1.02895904184415,0.986,0.401,"OO","ENSMFAG00000030546"
"ENSMFAG00000033691",0.904,0.838929615209286,0.808,1.21336967206097,0.995,0.791,"OO","ENSMFAG00000033691"
"ENSMFAG00000002115",0.904,0.637412319586939,0.808,0.950348121305405,0.969,0.332,"OO","ENSMFAG00000002115"
"ENSMFAG00000041816",0.904,1.33455930604543,0.808,1.9267428829295,1,0.931,"OO","ENSMFAG00000041816"
"ENSMFAG00000032131",0.904,1.51503987395888,0.808,2.99933742259958,0.83,0.02,"OO","ENSMFAG00000032131"
"ENSMFAG00000037730",0.904,0.749830377383787,0.808,1.12568267768241,0.95,0.217,"OO","ENSMFAG00000037730"
"ENSMFAG00000044791",0.904,3.04734395016873,0.808,6.76300904293428,0.813,0.007,"OO","ENSMFAG00000044791"
"ENSMFAG00000045681",0.904,0.897718400758352,0.808,1.31837659172113,0.974,0.319,"OO","ENSMFAG00000045681"
"ZSCAN21",0.904,0.722130493070661,0.808,1.17053276292476,0.883,0.081,"OO","ZSCAN21"
"ZNF268",0.904,0.607162373752504,0.808,0.998341673473838,0.859,0.056,"OO","ZNF268"
"UBXN8",0.904,1.16423509528057,0.808,1.80805443869097,0.9,0.147,"OO","UBXN8"
"TPP2",0.904,0.417223579441353,0.808,0.636295896886624,0.947,0.178,"OO","TPP2"
"SYT2",0.904,2.76444635718503,0.808,7.33212660182058,0.813,0.005,"OO","SYT2"
"RNF32",0.904,1.76790033830121,0.808,6.38139703023606,0.811,0.003,"OO","RNF32"
"POPDC3",0.904,1.19375415378724,0.808,2.22304291556696,0.818,0.009,"OO","POPDC3"
"POLR2D",0.904,0.576006354333722,0.808,0.841429707331591,0.969,0.337,"OO","POLR2D"
"PLEKHA3",0.904,0.794362732662437,0.808,1.23156777320113,0.9,0.132,"OO","PLEKHA3"
"LRP1B",0.904,0.845387422416898,0.808,1.37078181198204,0.847,0.031,"OO","LRP1B"
"HRASLS5",0.904,3.1260680799334,0.808,9.72997403714356,0.811,0.004,"OO","HRASLS5"
"GPN3",0.904,0.788972730544668,0.808,1.14976055923128,0.983,0.421,"OO","GPN3"
"GHITM",0.904,1.01018605917182,0.808,1.46252175051687,0.998,0.732,"OO","GHITM"
"GGH",0.904,0.529771012541551,0.808,0.791652333932882,0.926,0.211,"OO","GGH"
"GAS2L3",0.904,1.11035434950928,0.808,2.04158690543536,0.835,0.028,"OO","GAS2L3"
"G3BP2",0.904,0.770180483036315,0.808,1.1223227824296,0.993,0.477,"OO","G3BP2"
"ELP5",0.904,0.841411121662708,0.808,1.27178902846781,0.933,0.272,"OO","ELP5"
"CDCA7L",0.904,1.60969976519994,0.808,2.98622935212608,0.844,0.06,"OO","CDCA7L"
"ABHD5",0.904,0.655795280668419,0.808,1.03674799556148,0.9,0.11,"OO","ABHD5"
"ENSMFAG00000029755",0.903,1.25419620427951,0.806,2.19704678765891,0.871,0.083,"OO","ENSMFAG00000029755"
"ENSMFAG00000038464",0.903,0.507769258068053,0.806,0.784773278821536,0.919,0.157,"OO","ENSMFAG00000038464"
"ENSMFAG00000036954",0.903,1.03404723826753,0.806,1.52599955417281,0.959,0.211,"OO","ENSMFAG00000036954"
"ENSMFAG00000043255",0.903,1.25511922153931,0.806,2.37517008470803,0.828,0.026,"OO","ENSMFAG00000043255"
"UPK3A",0.903,2.41075829136187,0.806,4.85946252381877,0.816,0.014,"OO","UPK3A"
"UNC5D",0.903,2.49421335045523,0.806,6.10293388755622,0.813,0.01,"OO","UNC5D"
"TSTD2",0.903,1.31539485528295,0.806,2.35325514592588,0.856,0.044,"OO","TSTD2"
"TOGARAM2",0.903,2.47884804550625,0.806,6.39695355488237,0.809,0.002,"OO","TOGARAM2"
"SWT1",0.903,0.464849788381479,0.806,0.691586497932836,0.959,0.211,"OO","SWT1"
"STK39",0.903,1.18743255765838,0.806,1.98220166539342,0.859,0.059,"OO","STK39"
"SPAG5",0.903,1.53472003351146,0.806,2.91685347864274,0.835,0.04,"OO","SPAG5"
"RHNO1",0.903,0.363482935200205,0.806,0.572916312075006,0.892,0.115,"OO","RHNO1"
"PPEF1",0.903,1.91265328788041,0.806,4.24744674259235,0.823,0.022,"OO","PPEF1"
"NUMB",0.903,0.598143537263273,0.806,0.89634636273259,0.931,0.201,"OO","NUMB"
"NUDCD2",0.903,0.44383385341864,0.806,0.65247814436806,0.969,0.3,"OO","NUDCD2"
"MTUS2",0.903,1.34833113048977,0.806,2.41982442567064,0.833,0.023,"OO","MTUS2"
"MRPL42",0.903,0.572232530926496,0.806,0.833772081543777,0.99,0.446,"OO","MRPL42"
"LARP4",0.903,0.514981858272905,0.806,0.809775451381554,0.868,0.069,"OO","LARP4"
"KDF1",0.903,2.06494473450117,0.806,7.79348554265318,0.811,0.005,"OO","KDF1"
"IMP4",0.903,0.50478643088979,0.806,0.759294611223414,0.935,0.222,"OO","IMP4"
"GMDS",0.903,1.05061572372989,0.806,1.76812783021091,0.864,0.068,"OO","GMDS"
"FUNDC1",0.903,0.403169652991733,0.806,0.618894801957438,0.923,0.161,"OO","FUNDC1"
"EFCAB10",0.903,2.1438087642819,0.806,10.6006261264421,0.806,0.002,"OO","EFCAB10"
"DNAH11",0.903,0.762616227536241,0.806,1.26662180664953,0.844,0.029,"OO","DNAH11"
"DDX50",0.903,0.587359296658008,0.806,0.871548881766034,0.969,0.268,"OO","DDX50"
"DDX42",0.903,0.488842833218242,0.806,0.729910934987631,0.933,0.172,"OO","DDX42"
"CTAGE5",0.903,0.406848452994758,0.806,0.600662291087485,0.964,0.245,"OO","CTAGE5"
"COMMD2",0.903,0.633106845486597,0.806,0.987752560654973,0.9,0.128,"OO","COMMD2"
"COL6A5",0.903,1.3614787276379,0.806,2.71898734342273,0.816,0.008,"OO","COL6A5"
"CLOCK",0.903,0.437547808140285,0.806,0.705694657411736,0.859,0.048,"OO","CLOCK"
"CDS1",0.903,1.92575932154493,0.806,3.65850868867255,0.842,0.045,"OO","CDS1"
"CD36",0.903,0.913410111882083,0.806,1.50706536263976,0.828,0.031,"OO","CD36"
"CCDC34",0.903,0.413835553307194,0.806,0.607545533746292,0.955,0.206,"OO","CCDC34"
"CASP3",0.903,0.920868108328693,0.806,1.36843779403943,0.95,0.218,"OO","CASP3"
"ACTR3B",0.903,1.11225854969528,0.806,1.992861420658,0.837,0.036,"OO","ACTR3B"
"ABCD3",0.903,0.742337709688891,0.806,1.18538637989965,0.904,0.091,"OO","ABCD3"
"ENSMFAG00000039789",0.902,0.773835695389803,0.804,1.12506104548723,0.986,0.406,"OO","ENSMFAG00000039789"
"ENSMFAG00000020667",0.902,0.707866816122371,0.804,1.0960437253373,0.89,0.113,"OO","ENSMFAG00000020667"
"WDR43",0.902,0.480921119959978,0.804,0.703395248615443,0.971,0.3,"OO","WDR43"
"WAPL",0.902,0.70733603742767,0.804,1.05482036616761,0.959,0.209,"OO","WAPL"
"USP1",0.902,0.709363885924073,0.804,1.03687309719998,0.974,0.266,"OO","USP1"
"STAT4",0.902,0.876923552627252,0.804,1.49680537291092,0.847,0.038,"OO","STAT4"
"SPERT",0.902,2.10065231417078,0.804,7.77790957760478,0.806,0.002,"OO","SPERT"
"SNX29",0.902,0.479993834584138,0.804,0.753716170129194,0.878,0.066,"OO","SNX29"
"SNRNP27",0.902,0.434344090406766,0.804,0.632942085598964,0.978,0.358,"OO","SNRNP27"
"SEC13",0.902,0.854126431927836,0.804,1.25362493389025,0.967,0.322,"OO","SEC13"
"RPS6KA2",0.902,2.1926627179164,0.804,4.56709593707628,0.825,0.03,"OO","RPS6KA2"
"PSMD11",0.902,0.836384970314245,0.804,1.26146726621015,0.928,0.143,"OO","PSMD11"
"PLAA",0.902,0.588371637131424,0.804,0.913877320990603,0.9,0.105,"OO","PLAA"
"PDLIM1",0.902,0.833365158053388,0.804,1.22371243172135,0.957,0.269,"OO","PDLIM1"
"NDUFA8",0.902,0.602628026443279,0.804,0.875667638116053,0.99,0.493,"OO","NDUFA8"
"LAPTM4B",0.902,0.557309749641436,0.804,0.815570366627581,0.967,0.323,"OO","LAPTM4B"
"KRBA2",0.902,0.932098468829356,0.804,1.54289397458596,0.852,0.055,"OO","KRBA2"
"KIFC3",0.902,1.96740507196857,0.804,3.75204637194799,0.83,0.035,"OO","KIFC3"
"KIAA1551",0.902,0.632722894467756,0.804,0.925298007612177,0.971,0.278,"OO","KIAA1551"
"IPO8",0.902,0.890143222736504,0.804,1.37271893005405,0.902,0.131,"OO","IPO8"
"HIST1H1E",0.902,1.84459671476347,0.804,2.77335701394595,0.844,0.05,"OO","HIST1H1E"
"FARSB",0.902,0.815616110056063,0.804,1.21675533859575,0.923,0.179,"OO","FARSB"
"FAM169A",0.902,1.70915018916998,0.804,3.15063987283228,0.833,0.034,"OO","FAM169A"
"ELP4",0.902,0.451722115786191,0.804,0.743427938639987,0.868,0.061,"OO","ELP4"
"DUSP23",0.902,1.1020156959418,0.804,1.61873752190001,0.947,0.301,"OO","DUSP23"
"DUPD1",0.902,2.88274395037315,0.804,12.7755351903834,0.804,0.001,"OO","DUPD1"
"CLEC3A",0.902,1.97333306749055,0.804,4.28136705882849,0.809,0.005,"OO","CLEC3A"
"ASF1B",0.902,0.896432668178349,0.804,1.42084832010947,0.866,0.076,"OO","ASF1B"
"AFAP1L2",0.902,1.08493284521265,0.804,1.65853380540514,0.907,0.131,"OO","AFAP1L2"
"ENSMFAG00000044326",0.901,0.63422964989462,0.802,0.997096290940303,0.907,0.109,"OO","ENSMFAG00000044326"
"ENSMFAG00000035818",0.901,0.876609641691505,0.802,1.26920448875019,0.995,0.499,"OO","ENSMFAG00000035818"
"UXS1",0.901,0.775519920479523,0.802,1.24668412614225,0.868,0.092,"OO","UXS1"
"UGGT2",0.901,0.469562578602721,0.802,0.761156508769081,0.888,0.079,"OO","UGGT2"
"TMEM184C",0.901,0.69417271879741,0.802,1.09598963312461,0.926,0.157,"OO","TMEM184C"
"TMEM171",0.901,2.58799111917356,0.802,8.3212941344186,0.804,0.004,"OO","TMEM171"
"TMEM120B",0.901,1.51241289763602,0.802,2.90099392158255,0.823,0.021,"OO","TMEM120B"
"PTPN1",0.901,0.469981151012316,0.802,0.690368343169799,0.947,0.217,"OO","PTPN1"
"PPP1R8",0.901,1.05447106139439,0.802,1.82343437966936,0.842,0.042,"OO","PPP1R8"
"POLR3D",0.901,1.0923543199719,0.802,1.82277671544267,0.868,0.067,"OO","POLR3D"
"PLCB1",0.901,0.722831524771522,0.802,1.09915528120897,0.878,0.069,"OO","PLCB1"
"NCKIPSD",0.901,0.938455995215224,0.802,1.54120952950839,0.849,0.055,"OO","NCKIPSD"
"MTM1",0.901,1.15183166210108,0.802,1.831517023351,0.883,0.096,"OO","MTM1"
"MTFP1",0.901,0.792033839368767,0.802,1.26929414886402,0.861,0.069,"OO","MTFP1"
"MCUR1",0.901,0.459663213135056,0.802,0.711319230446072,0.897,0.148,"OO","MCUR1"
"MAPK8",0.901,0.767391321910983,0.802,1.24160646541139,0.871,0.091,"OO","MAPK8"
"IRF2",0.901,0.625169232393322,0.802,0.935641609334785,0.926,0.164,"OO","IRF2"
"DESI2",0.901,0.388388549979723,0.802,0.595080596171611,0.926,0.159,"OO","DESI2"
"CSE1L",0.901,0.518985134070564,0.802,0.764453129748855,0.971,0.29,"OO","CSE1L"
"CPPED1",0.901,0.894184868237724,0.802,1.50077793815391,0.864,0.063,"OO","CPPED1"
"CEP57L1",0.901,0.503289463704835,0.802,0.757279407817118,0.923,0.153,"OO","CEP57L1"
"CD320",0.901,0.624323254343394,0.802,0.911818413888358,0.955,0.324,"OO","CD320"
"CASC1",0.901,0.920413568547494,0.802,1.59118217557757,0.828,0.025,"OO","CASC1"
"CA12",0.901,1.4840920136554,0.802,2.67961914776538,0.837,0.041,"OO","CA12"
"ARHGEF3",0.901,1.25355805208769,0.802,1.87722317349672,0.921,0.136,"OO","ARHGEF3"
"ENSMFAG00000035655",0.9,1.95790616195817,0.8,5.25798593686221,0.804,0.005,"OO","ENSMFAG00000035655"
"ENSMFAG00000029870",0.9,1.25719747467341,0.8,1.96372186481487,0.94,0.18,"OO","ENSMFAG00000029870"
"ZNF287",0.9,1.01510292017109,0.8,1.7449958936116,0.861,0.074,"OO","ZNF287"
"ZMAT2",0.9,0.374823271293006,0.8,0.563208952781125,0.916,0.169,"OO","ZMAT2"
"TSEN15",0.9,0.707220651252968,0.8,1.18766946249358,0.868,0.08,"OO","TSEN15"
"TRPT1",0.9,0.983456037727336,0.8,1.68925675471653,0.837,0.032,"OO","TRPT1"
"TGFBI",0.9,0.871137146810002,0.8,1.35677097771206,0.847,0.062,"OO","TGFBI"
"TFG",0.9,0.866523108920597,0.8,1.26275237399641,0.981,0.466,"OO","TFG"
"TFAP2D",0.9,3.49656285915419,0.8,11.6554592244841,0.801,0.003,"OO","TFAP2D"
"SUB1",0.9,1.14315334174529,0.8,1.65106615647415,1,0.887,"OO","SUB1"
"STARD4",0.9,0.347924715420935,0.8,0.579741189584969,0.868,0.067,"OO","STARD4"
"SMYD5",0.9,0.414487304190365,0.8,0.664872630249735,0.856,0.057,"OO","SMYD5"
"SESTD1",0.9,0.865145845401021,0.8,1.42229011105461,0.883,0.078,"OO","SESTD1"
"PIP5K1B",0.9,1.34488540499659,0.8,2.48296988774301,0.835,0.043,"OO","PIP5K1B"
"MKKS",0.9,0.606587055070984,0.8,0.887776076701708,0.969,0.362,"OO","MKKS"
"MANSC1",0.9,0.665785291517407,0.8,1.09548715240019,0.864,0.066,"OO","MANSC1"
"KATNA1",0.9,0.525811841312977,0.8,0.82044870320358,0.861,0.072,"OO","KATNA1"
"JPH3",0.9,2.35492131510227,0.8,6.06155108989288,0.816,0.021,"OO","JPH3"
"GNPDA1",0.9,0.971175418336586,0.8,1.54293862621808,0.868,0.077,"OO","GNPDA1"
"ECI2",0.9,0.592275541758177,0.8,0.871639114842234,0.967,0.323,"OO","ECI2"
"CXorf38",0.9,0.547408018395847,0.8,0.820326633614709,0.938,0.207,"OO","CXorf38"
"CPSF4",0.9,1.09512307750747,0.8,1.81760078737005,0.861,0.076,"OO","CPSF4"
"CENPO",0.9,1.75598404284342,0.8,3.54967345430064,0.828,0.031,"OO","CENPO"
"ENSMFAG00000042475",0.899,1.01772739568368,0.798,1.47798180663045,0.993,0.576,"OO","ENSMFAG00000042475"
"ENSMFAG00000032850",0.899,0.609114487405348,0.798,0.882966441625779,0.995,0.478,"OO","ENSMFAG00000032850"
"TRAIP",0.899,1.67809238415516,0.798,4.12651912411007,0.811,0.016,"OO","TRAIP"
"TPO",0.899,1.9619469562168,0.798,7.95091676929299,0.799,0.002,"OO","TPO"
"SPAST",0.899,0.654196587704661,0.798,1.0705979990367,0.878,0.092,"OO","SPAST"
"SNX2",0.899,0.719862520773595,0.798,1.04716006050587,0.998,0.491,"OO","SNX2"
"SMURF2",0.899,0.997750389785319,0.798,1.53260331048536,0.921,0.184,"OO","SMURF2"
"SLU7",0.899,0.760369983721552,0.798,1.11115604018342,0.988,0.383,"OO","SLU7"
"SAP30L",0.899,0.344356653676433,0.798,0.55591439132455,0.864,0.07,"OO","SAP30L"
"RAP2C",0.899,1.0500342054891,0.798,1.66973945780856,0.88,0.085,"OO","RAP2C"
"PRKCQ",0.899,1.0891016870628,0.798,2.1410599149911,0.818,0.015,"OO","PRKCQ"
"PPAT",0.899,0.635663373859477,0.798,0.985353697979734,0.923,0.168,"OO","PPAT"
"OXLD1",0.899,0.931422151835938,0.798,1.57968400966369,0.828,0.025,"OO","OXLD1"
"MARCH8",0.899,0.396566796746254,0.798,0.636182976977531,0.856,0.054,"OO","MARCH8"
"KIAA0930",0.899,1.21750807119853,0.798,2.03104091416883,0.842,0.044,"OO","KIAA0930"
"KDM7A",0.899,1.05915063304962,0.798,1.69528462971487,0.88,0.075,"OO","KDM7A"
"ELAVL1",0.899,0.596276055251521,0.798,0.88614702329182,0.964,0.242,"OO","ELAVL1"
"DGLUCY",0.899,1.35220988348736,0.798,2.15284731464117,0.876,0.105,"OO","DGLUCY"
"DDX1",0.899,0.508824565294719,0.798,0.741907349441312,0.983,0.392,"OO","DDX1"
"CYFIP1",0.899,0.783863412569794,0.798,1.18425488224361,0.95,0.238,"OO","CYFIP1"
"COL25A1",0.899,0.877925140489139,0.798,1.54939726067582,0.821,0.019,"OO","COL25A1"
"CCSAP",0.899,0.39066107930551,0.798,0.602389379323763,0.866,0.061,"OO","CCSAP"
"C3orf70",0.899,1.69372747916776,0.798,3.95128734272032,0.811,0.013,"OO","C3orf70"
"B3GNT4",0.899,2.06460471556112,0.798,3.99335332676097,0.818,0.021,"OO","B3GNT4"
"ASB7",0.899,1.46254252799833,0.798,2.82275212670332,0.833,0.037,"OO","ASB7"
"ANKLE2",0.899,0.661104474394619,0.798,0.997261478466395,0.928,0.169,"OO","ANKLE2"
"ACBD3",0.899,0.491138929407712,0.798,0.742097403985764,0.923,0.151,"OO","ACBD3"
"ENSMFAG00000042071",0.898,1.70765285162461,0.796,2.6302291061417,0.859,0.073,"OO","ENSMFAG00000042071"
"ZCCHC10",0.898,0.75331543342893,0.796,1.13419927083039,0.947,0.247,"OO","ZCCHC10"
"UBE2A",0.898,0.774961968354476,0.796,1.14415492008857,0.967,0.337,"OO","UBE2A"
"TXLNG",0.898,0.711885983915636,0.796,1.03855449155214,0.978,0.339,"OO","TXLNG"
"TRMT13",0.898,0.701297423493737,0.796,1.14182784654141,0.864,0.071,"OO","TRMT13"
"TRIM13",0.898,0.591787002146965,0.796,0.918292004774131,0.89,0.132,"OO","TRIM13"
"TMEM182",0.898,1.49238564680471,0.796,3.1589052165695,0.818,0.026,"OO","TMEM182"
"SLAIN2",0.898,0.66296014876573,0.796,0.994496468614792,0.933,0.186,"OO","SLAIN2"
"PTPRM",0.898,1.41528936484661,0.796,3.07299868807434,0.813,0.016,"OO","PTPRM"
"PSMD14",0.898,0.487464412671281,0.796,0.72949021720556,0.945,0.235,"OO","PSMD14"
"PIWIL3",0.898,4.28459220010667,0.796,8.90465576042893,0.799,0.003,"OO","PIWIL3"
"PARVA",0.898,0.802171914884472,0.796,1.3318096505491,0.864,0.06,"OO","PARVA"
"OCRL",0.898,0.457008511300813,0.796,0.734620106560605,0.847,0.045,"OO","OCRL"
"NOB1",0.898,1.1340914193128,0.796,1.78710635100655,0.904,0.119,"OO","NOB1"
"NDUFA7",0.898,1.12884598782534,0.796,1.63420341279021,0.99,0.661,"OO","NDUFA7"
"NCKAP5",0.898,1.5087265791706,0.796,2.97817297030264,0.818,0.017,"OO","NCKAP5"
"NANP",0.898,0.643158616232464,0.796,1.1127553649862,0.833,0.035,"OO","NANP"
"METTL14",0.898,0.459827017901665,0.796,0.74269033091473,0.861,0.06,"OO","METTL14"
"MCCC2",0.898,1.31880870359187,0.796,2.13672878103614,0.883,0.103,"OO","MCCC2"
"M1AP",0.898,2.00362938619452,0.796,10.7384882356204,0.797,0.001,"OO","M1AP"
"GBX2",0.898,2.3251520347884,0.796,10.7052507485328,0.797,0.002,"OO","GBX2"
"FBXL5",0.898,0.536699650209473,0.796,0.801706957985026,0.945,0.2,"OO","FBXL5"
"DAGLB",0.898,1.19968535667028,0.796,2.33730685901656,0.84,0.04,"OO","DAGLB"
"CUL3",0.898,0.51769082458946,0.796,0.779555540726074,0.931,0.213,"OO","CUL3"
"BMPR1B",0.898,0.652716013765246,0.796,1.02303371349012,0.904,0.131,"OO","BMPR1B"
"ZNF250",0.897,0.551091902879365,0.794,0.88619696828021,0.892,0.115,"OO","ZNF250"
"UBE2Q1",0.897,0.424915274539456,0.794,0.644502784910399,0.926,0.189,"OO","UBE2Q1"
"TSNAX",0.897,0.618110228545717,0.794,0.959985653021604,0.89,0.112,"OO","TSNAX"
"TRPM3",0.897,1.844988253533,0.794,5.2121384065197,0.799,0.004,"OO","TRPM3"
"TNFSF13",0.897,0.706910502367859,0.794,1.07849281460418,0.871,0.096,"OO","TNFSF13"
"SVOPL",0.897,1.68086222850554,0.794,3.16633717666924,0.818,0.031,"OO","SVOPL"
"SNX10",0.897,0.576009680703146,0.794,0.954969777047925,0.825,0.035,"OO","SNX10"
"PSMA6",0.897,1.07399197275915,0.794,1.55811891461389,0.995,0.562,"OO","PSMA6"
"MRPL38",0.897,1.0093501512425,0.794,1.51287764012366,0.945,0.245,"OO","MRPL38"
"MRPL37",0.897,0.894702843828216,0.794,1.30640959074687,0.976,0.351,"OO","MRPL37"
"LENG1",0.897,0.533189923650746,0.794,0.804880628894233,0.911,0.132,"OO","LENG1"
"CCHCR1",0.897,1.09800281926166,0.794,1.77329316067696,0.849,0.063,"OO","CCHCR1"
"ATG5",0.897,0.36880367822255,0.794,0.54754926302875,0.952,0.254,"OO","ATG5"
"ENSMFAG00000031734",0.896,0.39392490123682,0.792,0.596774946449257,0.911,0.155,"OO","ENSMFAG00000031734"
"ENSMFAG00000040097",0.896,0.470203997489252,0.792,0.691925741057164,0.964,0.309,"OO","ENSMFAG00000040097"
"TSPAN2",0.896,0.653173943558013,0.792,1.01375841053255,0.883,0.102,"OO","TSPAN2"
"TMEM150B",0.896,2.06747627327154,0.792,6.90913058254385,0.799,0.012,"OO","TMEM150B"
"SLC41A2",0.896,1.68216652340016,0.792,3.94116646673436,0.801,0.008,"OO","SLC41A2"
"SIN3A",0.896,0.359972693703595,0.792,0.528682742414597,0.967,0.316,"OO","SIN3A"
"SH3YL1",0.896,0.437526813072711,0.792,0.751276510434743,0.809,0.019,"OO","SH3YL1"
"PXK",0.896,0.458298249706345,0.792,0.69224206623911,0.938,0.2,"OO","PXK"
"PRDM4",0.896,0.921866542086597,0.792,1.54835145071012,0.837,0.05,"OO","PRDM4"
"NSFL1C",0.896,0.964607643272245,0.792,1.43577590532053,0.959,0.26,"OO","NSFL1C"
"MTMR4",0.896,1.01811247064652,0.792,1.81846245268156,0.847,0.055,"OO","MTMR4"
"MKL2",0.896,0.35173787050609,0.792,0.565580034510788,0.864,0.068,"OO","MKL2"
"MCM7",0.896,0.873532882034034,0.792,1.30265101206945,0.938,0.241,"OO","MCM7"
"KCTD2",0.896,0.862517546582201,0.792,1.38021232125756,0.885,0.11,"OO","KCTD2"
"FCHO1",0.896,2.04604407951877,0.792,4.64839407856115,0.799,0.008,"OO","FCHO1"
