module X TPM_BALB_notx_rep1 TPM_BALB_notx_rep2 TPM_BALB_KLA_rep1 TPM_BALB_KLA_rep2 TPM_C57_notx_rep1 TPM_C57_notx_rep2 TPM_C57_KLA_rep1 TPM_C57_KLA_rep2 TPM_NOD_notx_rep1 TPM_NOD_notx_rep2 TPM_NOD_KLA_rep1 TPM_NOD_KLA_rep2 TPM_PWK_notx_rep1 TPM_PWK_notx_rep2 TPM_PWK_KLA_rep1 TPM_PWK_KLA_rep2 TPM_SPRET_notx_rep1 TPM_SPRET_notx_rep2 TPM_SPRET_KLA_rep1 TPM_SPRET_KLA_rep2
brown NR_027502 49.138 21.727 33.267 21.793 40.233 17.794 38.299 20.867 90.181 81.203 93.515 113.275 29.512 18.842 22.148 20.846 38.736 17.898 39.612 20.182
brown NM_001290758 26.463 25.369 31.036 29.537 29.408 27.866 29.962 30.614 76.731 68.5 73.831 61.235 28.513 17.559 32.518 17.649 33.102 29.508 46.091 39.847
brown NM_011809 15.984 17.45 57.886 43.698 24.468 32.483 81.955 79.394 195.319 155.367 278.678 220.494 36.632 40.697 89.586 73.519 22.351 23.813 40.579 38.655
brown NM_019949 39.97 35.514 42.961 38.327 26.587 30.146 26.874 27.946 102.197 102.386 95.541 88.49 14.282 17.999 19.665 22.739 18.499 10.469 17.296 12.606
brown NM_015783 28.058 18.668 70.485 255.398 33.383 23.081 71.467 188.152 702.364 719.79 677.829 653.224 2.744 6.481 76.151 231.273 0.985 0.595 18.389 29.736
brown NM_172796 23.882 23.911 21.573 20.464 31.006 25.289 27.482 25.226 65.694 79.901 58.581 68.464 5.641 2.991 6.221 3.173 24.508 20.299 22.661 18.84
brown NM_019655 26.828 24.79 20.873 20.685 30.228 25.996 23.174 21.332 60.588 61.387 63.157 52.626 24.361 24.73 19.375 20.379 16.312 14.999 11.996 11.665
brown NM_001304528 50.525 33.457 43.466 34.416 30.798 24.988 26.524 24.534 56.455 48.101 45.585 50.545 18.335 21.656 18.444 17.302 26.12 32.617 20.645 30.959
brown NM_011723 29.258 33.131 26.673 31.512 27.212 28.399 24.375 25.253 48.082 39.348 45.097 39.155 26.998 24.916 25.241 23.254 12.855 18.278 11.197 15.349
brown NM_138630 22.447 17.416 18.895 14.352 29.585 25.405 24.101 23.989 45.656 62.834 35.942 53.924 20.806 8.236 17.557 7.829 36.665 37.433 30.194 32.934
brown NM_010186 8.477 5.615 6.843 3.312 29.76 24.379 24.392 19.981 177.423 239.398 138.653 206.697 0.314 0.107 0.291 0.044 0.062 0 0.023 0
brown NM_177752 20.23 17.706 19.831 17.856 31.02 22.793 25.342 20.799 45.531 48.254 39.885 39.61 18.911 17.033 14.108 15.214 26.289 19.293 19.8 17.401
brown NM_001135657 18.21 25.756 18.616 23.204 23.393 29.774 24.276 26.667 80.303 62.003 77.748 65.074 21.727 25.576 23.861 24.526 27.949 33.102 28.8 28.149
brown NM_013919 21.667 27.367 15.754 18.615 26.843 26.295 17.088 15.875 51.283 46.862 36.463 43.608 24.191 26.237 17.971 18.185 29.112 29.279 24.662 25.948
brown NM_030150 25.032 19.217 21.137 15.4 30.788 22.074 25.315 18.152 119.037 115.187 107.2 98.878 10.334 4.888 9.485 5.975 5.878 6.011 4.397 6.144
brown NM_023480 32.49 37.86 22.935 25.357 22.78 29.521 13.534 25.645 15.583 10.651 11.986 4.545 24.483 22.49 16.332 21.161 27.518 30.688 23.702 31.832
brown NM_001081356 28.512 32.966 33.054 32.198 22.567 29.471 25.673 33.951 50.998 44.468 49.674 44.823 19.73 19.923 22.632 23.135 17.254 17.539 13.836 15.419
brown NM_010156 25.274 18.471 24.515 19.973 23.315 26.364 24.21 29.852 70.942 71.28 66.193 58.022 16.32 13.745 21.999 18.875 6.865 6.137 6.251 5.741
brown NM_009510 28.554 24.493 31.748 29.314 27.364 22.217 36.145 28.773 16.776 14.825 22.268 16.924 37.793 31.157 48.209 35.207 37.046 29.39 43.117 34.633
brown NM_001163576 26.641 20.725 21.484 18.422 26.569 22.21 23.302 20.879 68.042 62.943 64.304 58.885 32.124 34.599 26.382 31.753 23.518 23.236 20.493 18.578
brown NM_027320 20.081 16.728 20.224 14.762 27.76 20.702 21.774 18.426 81.85 97.811 78.85 81.981 19.905 17.885 15.349 15.833 12.216 8.266 12.831 8.729
brown NM_134469 21.131 21.953 16.865 22.848 26.937 20.275 19.409 17.213 47.067 46.291 38.787 35.653 20.707 19.749 14.544 19.093 31.284 36.64 28.024 35.347
brown NM_030720 2.575 10.471 92.388 42.564 14.795 32.278 227.999 133.841 146.695 97.211 408.696 382.886 52.716 105.01 102.224 119.997 33.774 32.768 80.406 79.492
brown NR_028497 2.865 41.82 3.161 29.105 1.522 45.176 1.858 40.533 42.879 48.407 32.22 41.149 9.658 15.37 8.952 13.056 0.116 0.21 0 0.152
brown NM_001033632 14.376 12.596 12.119 6.783 17.794 28.6 16.287 22.616 177.51 160.852 125.941 130.169 2.898 1.541 3.544 0.903 0.848 0.384 1.661 0.834
brown NM_001205314 17.607 17.69 15.5 13.848 22.63 23.259 19.098 18.121 96.472 80.127 80.233 72.145 15.719 15.64 13.156 12.462 13.7 14.658 11.848 11.236
brown NR_111938 15.874 21.167 14.09 17.069 21.283 24.107 17.725 17.668 48.301 45.016 37.112 45.45 15.778 18.303 12.11 14.787 19.79 28.413 18.216 23.549
brown NM_031376 21.415 18.706 17.962 16.336 22.547 22.831 20.284 19.925 38.826 33.005 34.411 33.42 11.615 10.302 12.474 10.151 13.982 9.607 11.636 7.858
brown NM_008329 7.272 4.219 8.1 7.092 25.853 19.395 28.902 24.151 68.66 67.001 65.566 54.54 3.366 3.538 8.817 6.81 10.289 6.363 12.514 8.326
brown NM_011589 19.309 14.314 13.657 13.494 26.826 18.17 20.404 14.388 35.995 37.15 32.287 33.508 9.537 2.877 8.044 2.426 20.562 16.288 17.871 12.318
brown NM_010581 19.338 21.26 19.686 18.906 18.905 23.602 20.492 21.87 42.502 41.617 39.057 41.457 14.956 16.295 14.456 15.234 22.812 27.982 21.847 24.329
brown NM_019440 12.24 10.305 6.925 7.445 21.529 20.692 13.377 16.167 53.329 46.236 44.564 43.182 8.597 8.711 3.922 4.061 4.78 6.644 2.923 3.925
brown NM_007633 17.557 16.861 15.205 12.484 23.03 19.09 17.579 14.805 27.802 34.974 27.857 27.729 7.279 3.101 5.128 2.617 21.001 20.469 15.614 16.558
brown NM_011854 10.803 8.228 10.233 10.111 24.647 16.37 18.518 15.497 191.573 164.519 161.87 148.892 3.361 8.385 5.999 14.144 0.224 0.163 0.352 0.157
brown NM_144802 22.834 19.45 39.62 40.329 20.639 20.161 34.435 32.767 13.326 11.969 15.716 14.133 22.094 18.06 35.173 19.61 23.689 18.984 28.566 23.265
brown NM_145211 21.516 18.371 17.928 19.504 21.235 18.789 17.796 18.477 84.947 93.566 79.904 79.678 5.986 15.677 4.237 10.345 0.102 0.074 0.136 0.027
brown NM_001253873 20.49 17.876 20.234 16.419 21.701 17.901 23.302 16.32 45.332 40.833 47.681 44.79 5.134 6.568 5.01 5.445 0.907 1.707 1.141 1.182
brown NM_013750 17.92 30.843 9.829 24.667 22.369 16.884 20.035 12.017 58.835 68.273 42.636 54.491 4.219 6.238 2.114 2.08 1.051 1.089 0.757 0.887
brown NM_001161798 15.405 17.126 8.992 8.984 19.135 18.073 10.27 11.743 49.861 38.636 29.35 29.389 21.574 23.513 11.523 14.866 20.472 22.739 13.562 14.763
brown NM_001039530 14.849 15.499 17.996 16.349 18.32 18.008 21.222 20.436 115.726 88.29 136.049 100.157 13.248 19.124 22.731 25.17 5.898 7.047 7.543 6.381
brown NM_019963 19.209 18.349 11.412 10.042 20.623 14.677 10.41 9.348 102.981 83.308 68.147 60.034 13.644 10.45 8.899 7.84 16.919 17.174 13.201 14.606
brown NR_045932 23.785 27.122 23.912 27.987 15.82 18.825 15.895 16.299 74.815 60.345 76.002 64.807 13.025 23.179 12.839 18.244 3.945 6.515 4.962 6.142
brown NM_001199246 33.949 30.702 25.944 24.949 16.921 16.614 14.559 14.216 35.353 32.905 25.621 30.713 12.844 9.109 9.35 10.315 23.359 23.473 20.945 19.305
brown NM_172893 15.005 13.908 12.692 12.662 15.951 16.25 15.001 14.094 60.028 59.459 53.255 51.522 7.142 8.174 5.651 7.773 2.968 2.819 2.946 2.539
brown NM_199311 2.572 4.585 3.045 3.556 7.789 23.153 8.878 18.17 171.988 202.399 156.835 196.893 33.624 62.162 36.293 53.811 4.93 11.402 7.668 14.888
brown NM_018738 13.933 10.083 10.386 8.508 16.599 14.174 13.631 12.375 62.027 56.281 54.672 41.549 9.216 8.462 6.592 6.737 14.102 12.803 10.112 9.233
brown NM_144559 13.227 15.667 11.975 13.702 14.398 16.333 12.368 12.935 39.684 40.636 31.328 41.874 8.568 5.837 7.139 5.987 8.452 9.458 8.683 8.594
brown NM_011163 16.718 13.396 13.502 10.899 15.883 13.086 13.226 10.848 41.279 37.811 37.487 33.683 10.505 9.812 9.366 8.042 5.124 4.173 4.363 3.172
brown NM_173047 19.861 17.655 14.668 14.201 15.417 13.372 12.078 8.979 26.429 31.409 22.921 20.349 4.071 2.814 2.488 2.824 2.415 2.509 2.276 1.778
brown NM_001168255 10.335 12.605 7.104 10.318 15.678 12.248 10.135 12.143 37.703 31.363 29.286 28.635 14.842 11.657 10.112 8.442 14.172 16.023 11.147 12.748
brown NM_153599 31.376 13.939 16.955 11.496 19.23 8.36 17.84 9.083 70.623 69.917 80.963 97.065 12.453 7.684 7.243 7.809 9.482 7.01 14.045 6.856
brown NM_001170333 6.381 7.063 5.218 5.36 11.395 15.354 9.417 13.412 52.635 71.393 33.58 57.157 12.171 8.736 9.973 7.334 19.547 23.95 17.909 21.944
brown NM_011289 10.514 8.295 12.566 9.036 12.763 13.73 15.748 11.454 23.293 34.859 28.736 38.615 10.272 12.416 9.437 14.118 18.036 13.247 15.606 14.073
brown NM_001285853 20.703 33.309 17.793 23.808 10.08 15.969 9.034 11.668 2.41 3.69 1.695 4.217 22.825 14.269 19.321 11.417 36.504 17.889 30.904 13.428
brown NM_010738 0.284 0 0.421 0 18.757 6.325 12.016 2.95 27.787 79.77 14.121 68.379 0 0 0 0 0.073 0 0 0.095
brown NM_023056 1.165 1.484 1.269 1.769 7.246 14.707 6.618 7.861 29.005 26.504 25.832 30.499 2.859 4.937 1.965 3.874 0.638 1.098 0.536 0.46
brown NM_001310639 19.976 14.688 26.617 18.079 10.9 10.764 13.362 13.667 52.772 51.864 56.501 48.688 10.22 7.725 10.136 7.546 24.892 22.587 21.896 18.831
brown NM_001347448 11.169 8.819 8.641 6.982 11.305 10.222 7.719 8.583 50.663 46.351 42.066 44.287 0.428 1.901 0.31 1.125 0.141 0.17 0.236 0.154
brown NM_008330 7.816 7.415 6.678 6.858 9.392 9.198 8.838 9.508 53.291 63.088 46.361 52.557 3.243 5.556 2.485 5.186 2.962 2.247 2.031 1.657
brown NM_001167743 7.189 5.353 7.612 5.235 11.214 7.366 10.716 8.114 34.669 28.881 34.884 29.431 1.91 1.691 1.758 1.471 0.012 0.022 0.083 0.016
brown NM_009099 9.717 10.372 9.284 9.025 8.731 9.229 7.619 8.905 45.494 40.288 44.79 39.507 7.583 8.127 7.284 7.676 1.447 2.149 1.031 1.642
brown NM_013673 8.468 7.55 7.52 6.844 9.717 7.925 7.611 6.445 26.425 25.63 24.572 24.252 4.914 3.463 4.239 2.755 2.575 2.994 1.931 2.252
brown NM_010531 3.589 6.533 5.423 4.601 8.325 9.094 6.234 8.502 27.583 32.599 21.899 30.103 7.569 15.835 5.104 11.726 5.355 4.044 3.748 4.196
brown NM_001037713 8.584 6.988 6.551 5.649 8.499 8.267 6.381 5.525 47.855 40.211 39.38 40.123 12.295 17.757 9.236 13.902 5.107 6.684 3.346 5.336
brown NR_126556 7.831 9.05 12.231 13.344 6.795 9.846 13.981 15.254 101.767 116.207 182.855 214.751 10.26 10.394 33.462 13.859 8.006 9.975 14.008 11.162
brown NM_001302649 13.921 12.905 12.519 14.038 7.795 8.637 15.006 19.033 48.722 49.42 41.847 41.148 5.115 3.842 9.93 6.05 2.891 2.986 2.414 3.291
brown NM_172050 4.189 2.337 3.673 1.544 9.698 6.707 7.868 4.999 37.068 35.805 36.27 33.144 1.168 0.399 1.214 0.53 2.194 2.705 2.026 1.543
brown NM_001004157 4.832 5.262 3.302 4.157 7.21 9.13 6.23 7.315 38.543 39.51 44.311 41.289 1.973 2.753 1.483 1.87 10.359 11.359 11.226 9.146
brown NM_021384 10.955 7.205 30.62 155.892 9.043 7.276 22.163 61.766 181.297 127.594 334.704 137.741 1.319 3.503 32.634 91.079 1.62 1.937 12.304 20.64
brown NM_021515 10.798 11.174 9.18 7.469 8.915 7.352 7.567 7.011 36.71 33.142 37.899 25.006 9.321 6.16 8.227 4.739 17.959 15.227 14.99 10.863
brown NM_172689 7.421 7.039 6.483 6.205 7.416 8.658 7.51 7.502 48.852 41.627 49.686 38.201 5.324 6.253 5.118 5.75 2.115 2.705 1.97 2.491
brown NM_020557 12.002 8.13 11.572 11.954 8.425 7.391 8.641 10.293 166.949 137.747 182.332 115.506 1.735 1.791 4.324 5.051 2.004 1.64 1.979 1.329
brown NM_027209 8.117 6.642 5.589 5.195 8.129 6.927 5.792 4.174 73.648 86.487 55.591 64.743 5.343 1.646 3.452 1.03 0.097 0.175 0.13 0.279
brown NM_001029929 5.493 5.755 10.556 8.094 5.271 9.05 11.452 8.842 31.231 32.106 32.943 42.507 8.882 19.991 12.802 16.315 7.066 14.256 9.393 17.538
brown NM_008207 33.864 26.618 27.078 25.626 6.616 5.866 5.035 5.36 43.02 39.593 37.248 33.853 11.953 16.602 11.166 13.387 11.412 7.256 9.174 5.759
brown NM_011331 1.537 1.903 6.713 11.942 5.577 6.833 30.048 48.651 178.881 148.41 230.823 168.594 0 0 0.13 0.628 0 0.267 6.928 13.724
brown NM_153597 6.76 3.246 5.141 3.351 7.174 4.857 7.186 3.192 27.246 32.88 27.253 28.498 4.175 2.61 2.004 2.008 6.047 5.978 8.97 3.813
brown NM_138606 5.009 3.577 4.959 5.145 4.631 7.281 5.085 4.992 31.523 21.912 31.231 36.152 7.597 10.204 6.759 8.659 6.119 10.279 7.001 9.903
brown NM_001163554 2.874 3.805 2.565 2.918 4.766 5.611 4.131 4.389 31.398 27.384 24.775 23.802 4.398 6.711 3.493 5.309 2.63 6.994 2.046 4.875
brown NM_001135115 1.691 1.024 1.134 1.691 4.951 5.266 3.875 2.288 38.355 51.137 35.609 32.931 0.821 1.16 0.127 0.844 0.324 0.261 0.363 0.047
brown NM_008332 6.378 3.548 6.093 10.319 5.498 4.333 4.969 8.035 113.778 86.355 112.496 62.442 2.301 1.849 7.016 16.648 1.772 1.429 1.468 1.523
brown NM_010395 83.411 87.989 64.354 83.987 6.067 3.704 4.401 4.394 76.856 93.212 65.175 67.821 11.697 16.808 7.392 15.968 28.293 22.24 23.241 19.29
brown NM_016844 4.905 8.906 5.972 0.669 4.127 5.506 6.348 3.981 74.982 57.403 70.854 67.794 5.712 6.021 5.928 2.003 6.268 4.543 6.316 5.14
brown NM_019467 2.325 0.708 1.136 0.877 5.266 4.047 3.959 2.903 61.237 64.879 46.139 65.062 4.304 1.234 2.735 1.168 2.011 1.739 1.484 1.439
brown NM_001201460 5.513 8.866 12.321 16.445 3.397 5.243 9.241 7.96 54.441 73.529 64.591 93.013 3.701 6.818 2.538 4.98 1.641 0.631 5.068 1.958
brown NM_001198561 5.496 8.837 12.281 16.392 3.386 5.226 9.211 7.934 54.265 73.291 64.381 92.711 3.689 6.796 2.53 4.964 1.636 0.629 5.051 1.951
brown NR_126529 3.488 3.455 3.175 3.406 4.96 3.562 4.071 3.194 29.486 31.464 28.752 32.589 1.455 6.218 1.177 4.805 0.04 0 0.022 0.052
brown NM_172145 3.192 5.058 3.143 4.959 4.028 3.783 7.094 6.217 29.276 29.616 34.097 41.838 12.451 16.266 10.981 13.816 9.055 12.639 11.783 10.756
brown NM_011909 4.178 3.736 3.982 2.909 4.105 3.512 3.389 2.883 48.399 44.848 49.57 42.795 1.251 3.983 0.991 2.613 17.794 18.81 13.908 16.766
brown NM_010766 0.088 0.213 0.025 0.064 1.018 5.003 1.131 4.379 120.233 87.122 143.122 98.741 0.102 0.335 0.099 0.271 0.06 0.53 0.101 0.639
brown NM_010501 3.614 1.518 2.435 5.195 3.179 2.419 3.842 6.186 176.538 158.465 176.812 113.67 0.191 0.523 1.108 1.521 0.084 0.228 0.235 0.11
brown NM_001083312 1.401 1.821 2.116 3.303 2.044 2.939 2.211 3.727 26.123 21.162 27.579 18.463 1.193 2.76 6.445 7.089 1.502 2.952 1.617 2.941
brown NM_009890 3.315 1.313 13.9 3.615 2.789 1.905 28.053 15.497 134.808 99.766 573.778 506.103 4.118 2.64 26.39 18.773 3.05 3.378 48.954 93.159
brown NM_001139519 3.224 2.167 3.292 1.883 2.652 1.861 2.467 1.906 100.075 126.484 100.036 99.807 0.268 1.421 0.233 1.693 0 0 0 0
brown NM_199016 4.055 6.538 5.492 5.965 1.785 2.371 2.593 2.449 51.758 42.099 54.494 42.217 11.422 18.198 14.888 20.181 1.591 3.101 1.673 2.973
brown NM_019568 67.092 40.088 56.32 36.313 2.668 1.424 2.952 1.324 76.191 84.273 67.277 73.533 2.33 1.443 1.961 1.357 48.173 37.301 38.737 24.196
brown NM_001289493 1.62 1.442 10.71 11.791 1.971 2.05 5.571 4.756 35.322 32.976 43.543 32.916 1.039 4.525 10.692 17.107 0.594 0.685 2.822 2.315
brown NM_001113527 1.502 1.056 1.97 1.585 2.477 0.836 2.284 1.322 22.671 26.981 24.226 21.003 1.806 1.273 2.125 1.504 0.855 1.01 0.832 0.878
brown NM_010478 2.657 1.263 6.82 5.564 1.006 1.489 9.906 7.039 44.849 42.118 72.847 73.934 1.609 1.016 3.872 2.778 1.386 2.363 2.92 3.315
brown NM_010846 0.546 0.149 0.371 0.062 0.784 0.689 0.574 0.55 30.204 30.673 23.06 18.222 0.46 0.435 0.292 0.369 0.231 0.418 0.388 0.435
brown NM_029821 0 0 0.23 0.395 0.305 0.911 0.388 0.235 30.467 38.167 24.833 29.728 0.422 0 0.326 0.395 0.093 0 0.622 0.729
brown NM_001005858 1.316 0 0.244 0.987 0.588 0.532 0.176 2.137 34.964 29.16 36.261 26.997 0.064 0.218 0.592 2.061 0.042 0.076 0.047 0
brown NM_011267 0.175 0.463 1.224 0.668 0.479 0.063 2.126 0.455 6.157 9.369 34.357 47.473 0.952 0.465 8.664 3.051 3.402 0.324 13.832 0.117
brown NM_133871 14.226 9.104 12.286 9.133 0.267 0.237 0.227 0.122 31.076 32.491 26.305 23.078 0.091 0.15 0.011 0.256 0 0 0 0
brown NM_008039 0.097 0.097 0.062 0 0.061 0.158 0.496 0.19 31.731 41.057 51.66 51.617 3.461 12.415 6.147 12.416 0.374 0.609 0.962 1.471
brown NM_013521 0.08 0 0.025 0.065 0.101 0.086 0.128 0.701 70.962 61.965 96.224 77.438 1.397 2.579 2.158 2.221 0.123 0.333 0.275 0.322
brown NM_009971 0 0 0.164 0 0 0 0.621 0.251 2.365 0 56.13 31.73 0.15 0.616 3.131 4.001 0 0 0 0
green NM_053110 7477.928 9801.512 6898.924 8867.352 7127.824 8739.95 6415.121 7499.835 3489.529 2661.433 3048.666 2558.681 16719.951 18467.211 15339.903 16126.146 11421.403 12860.692 9751.739 10762.12
green NR_110993 7458.778 8444.73 6872.152 7917.065 6515.756 7338.195 5780.436 6316.337 4778.432 3729.823 4334.38 3501.189 8291.813 9621.669 7418.564 8506.376 6761.371 8168.387 5241.766 7240.822
green NM_001146124 4900.107 6967.937 4214.61 6072.096 4482.474 5468.329 3735.749 4388.588 2263.879 1627.049 1978.694 1598.856 6675.781 7201.275 5745.76 6115.854 4247.325 5814.466 3688.963 4684.352
green NM_001177307 3223.49 3534.762 2711.465 2818.062 3026.398 3945.403 2658.532 3455.154 2294.658 2211.834 2099.738 2078.334 3564.689 3968.256 2966.049 3481.191 3144.378 4479.468 2805.035 3539.027
green NM_012053 2100.094 1734.082 1760.425 1509.463 2097.844 1753.108 1825.427 1520.288 1604.6 1910.813 1574.917 1642.325 2801.453 2353.335 2043.802 2202.526 2504.534 2112.223 2250.287 1857.472
green NM_008906 2110.808 2448.669 1890.911 2140.938 1325.936 1503.321 1133.481 1268.233 1370.685 1147.074 1212.807 1101.042 2026.695 2006.961 1752.634 1723.914 1502.414 1704.878 1206.327 1428.767
green NM_008143 1193.065 1109.286 1048.924 978.826 1242.963 1221.254 1051.812 1052.466 1063.871 1186.665 930.243 983.349 1335.01 1354.618 1057.572 1173.523 1135.606 1224.307 1044.339 1073.359
green NR_110499 1060.723 949.907 902.711 813.254 1210.893 1163.979 1060.309 917.238 829.918 918.437 814.616 758.426 1470.599 1309.205 1229.222 1241.514 1291.684 1239.835 1085.302 1105.284
green NM_019749 1084.999 1233.471 1032.16 1074.725 1014.768 1226.333 909.83 1041.089 831.796 784.572 725.441 637.853 980.357 1177.689 835.553 993.873 981.818 1224.918 767.529 1060.594
green NM_001172101 1321.819 1133.733 1134.679 999.416 1039.802 984.236 843.209 848.759 632.43 620.175 510.127 543.468 1157.577 1183.664 911.33 1038.893 1098.314 936.346 965.155 862.722
green NM_011333 519.434 469.376 2881.379 2907.85 737.838 809.104 4185.593 4684.742 2018.626 1635.77 5484.961 4075.204 439.5 163.957 1150.895 529.358 431.497 253.793 1638.144 1652.474
green NM_001001806 855.299 591.451 491.508 509.276 857.73 618.29 489.643 476.217 459.976 494.105 300.697 413.793 851.485 501.661 501.748 389.923 604.779 486.515 407.319 341.558
green NM_018794 609.125 699.129 560.867 641.28 583.695 703.141 512.204 612.073 524.109 507.186 466.066 446.111 676.941 721.627 604.557 623.81 565.822 683.64 488.715 575.893
green NM_173742 681.584 874.007 609.315 732.421 546.795 656.162 514.696 570.797 509.255 544.815 465.045 483.233 756.949 889.009 578.313 761.085 641.919 678.1 473.548 550.72
green NM_020003 691.479 789.64 616.211 710.77 531.634 576.179 470.826 496.777 551.086 431.678 479.406 476.869 772.99 810.995 615.123 700.65 604.762 709.587 494.145 608.413
green NM_009906 580.481 696.683 534.639 631.484 488.595 551.089 418.866 458.256 268.188 186.316 223.085 192.721 634.297 713.141 549.475 616.526 512.212 620.383 418.05 525.852
green NM_001287523 781.383 685.051 381.528 470.212 607.825 387.448 308.353 243.439 198.519 252.346 108.263 167.332 762.313 642.078 398.122 475.521 573.164 517.688 319.287 277.806
green NR_125891 449.698 449.062 380.329 386.096 459.297 477.389 398.945 409.907 388.586 427.816 360.611 383.59 497.414 555.994 400.95 474.931 475.397 435.874 387.233 374.497
green NM_001039176 426.044 527.412 370.266 481.164 409.492 450.416 349.238 348.114 403.101 375.434 370.622 331.694 430.915 564.151 359.428 461.483 487.024 481.234 384.872 392.218
green NM_011778 409.562 386.557 321.39 323.098 390.52 408.961 314.257 321.85 321.694 328.121 264.847 302.14 431.914 393.768 331.244 328.034 419.175 416.188 349.682 333.535
green NM_011602 330.081 333.246 283.562 284.946 411.923 368.5 352.248 345.436 315.831 256.331 308.147 269.889 435.309 358.05 416.963 321.778 389.846 381.492 354.608 302.117
green NM_177715 344.569 444.175 564.824 712.886 326.408 373.024 675.453 736.554 806.786 769.568 1128.556 1048.844 205.546 135.681 424.049 227.52 137.679 205.93 211.306 323.292
green NM_013654 135.025 154.803 860.335 1009.92 293.477 384.47 1933.775 2397.533 1221.918 947.676 3961.998 2733.716 114.814 38.729 287.631 109.613 26.926 19.014 113.805 112.289
green NM_007853 331.935 417.714 366.748 430.656 289.708 364.799 290.582 356.475 306.241 290.562 330.502 281.837 298.602 364.884 329.022 386.268 354.589 403.359 314.369 360.633
green NM_026911 315.771 344.585 298.753 296.21 301.138 336.618 254.468 308.796 212.847 213.244 140.648 170.172 250.197 317.224 198.037 255.002 262.156 256.816 229.595 229.691
green NM_024176 343.185 263.23 256.924 240.258 298.847 257.699 244.61 218.453 228.542 272.665 195.357 232.102 306.461 321.163 255.794 267.751 339.245 280.398 279.798 246.102
green NM_001081274 211.028 233.157 177.921 204.439 275.045 271.515 232.045 225.954 213.651 178.4 190.033 169.574 254.531 398.266 220.09 340.734 316.254 304.693 260.376 237.453
green NM_019719 268.221 275.649 228.526 234.241 278.768 265.314 242.009 237.746 216.586 268.193 198.332 220.43 303.939 290.892 234.769 257.024 313.452 321.09 269.326 269.182
green NM_025559 237.224 278.167 203.911 264.028 221.521 272.485 179.276 232.17 226.801 195.389 189.016 172.234 239.863 321.9 171.374 254.919 280.267 325.741 212.486 279.491
green NM_008538 149.732 215.849 507.772 401.58 199.476 265.477 720.039 563.755 437.58 488.569 594.113 689.557 168.744 146.679 582.636 374.536 173.061 250.545 524.913 510.424
green NM_018798 206.648 249.135 173.145 209.975 222.901 236.14 194.721 202.829 152.746 130.578 140.78 150.82 214.52 256.342 187.744 226.125 221.708 232.01 167.942 184.507
green NM_025403 173.245 181.33 186.367 161.787 240.544 217.813 197.915 178.297 160.604 183.347 136.22 156.138 210.698 257.08 181.951 229.317 226.816 227.071 173.27 190.671
green NR_046001 203.439 198.43 151.403 161.947 224.959 224.038 197.062 192.47 168.838 136.056 124.196 139.953 230.6 253.34 167.184 200.666 279.892 232.879 203.612 218.704
green NM_175403 247.836 277.918 205.688 235.14 230.523 212.936 183.128 182.448 158.43 166.563 138.707 137.938 241.781 244.876 200.927 210.278 271.694 255.068 231.697 215.671
green NM_146093 242.092 207.881 169.498 181.665 231.86 207.566 207.452 176.015 140.379 150.965 115.462 143.493 243.233 212.687 191.942 196.905 261.736 221.158 214.361 194.582
green NM_022423 198.777 190.269 153.083 158.585 222.964 214.26 193.16 185.505 138.84 149.352 117.313 131.317 210.105 216.56 159.519 186.163 211.881 207.5 181.2 157.496
green NM_015807 208.225 154.681 161.122 153.409 230.482 203.994 159.796 149.161 161.798 199.607 143.09 146.172 276.812 219.771 185.903 192.916 274.623 185.916 202.601 159.711
green NM_001310746 218.385 224.126 203.674 185.563 208.145 225.359 163.003 166.541 178.31 192.722 146.328 175.518 203.212 216.593 186.677 190.778 197.378 218.2 162.856 161.8
green NM_023544 216.613 253.832 143.783 209.368 204.417 228.351 146.394 183.139 185.72 180.156 135.855 140.239 209.14 196.124 151.377 168.998 212.347 234.318 149.187 177.185
green NM_028101 208.573 235.736 183.655 206.687 206.369 224.079 186.64 198.561 158.944 193.082 152.61 157.471 251.342 268.92 207.69 233.766 239.891 266.705 197.568 229.467
green NM_025381 242.383 264.916 242.428 258.162 197.665 221.073 178.683 196.485 177.324 150.528 141.74 110.761 232.271 202.172 182.145 186.435 193.663 225.092 154.22 205.173
green NM_001159503 279.889 267.577 229.666 222.425 211.395 205.341 179.071 175.789 91.25 77.865 76.649 64.511 269.658 208.813 193.893 173.87 227.767 200.733 172.508 162.529
green NM_170758 231.929 252.004 182.44 203.974 193.523 219.898 152.042 156.357 83.98 79.544 68.464 61.671 252.699 289.604 201.472 234.154 187.63 240.661 164.913 195.605
green NM_013792 275.519 323.944 232.668 285.535 192.158 217.419 168.544 184.592 117.111 97.837 90.709 90.45 307.139 313.097 232.189 252.205 177.933 254.225 140.436 207.295
green NM_011732 261.931 183.843 202.995 173.06 234.205 169.751 225.371 151.972 144.697 172.886 126.77 148.45 257.714 166.344 193.625 145.476 209.5 151.794 174.889 130.91
green NM_025344 180.682 205.715 155.437 175.119 191.733 212.066 177.184 174.229 145.36 135.295 127.453 128.83 270.469 257.72 226.131 226.276 212.177 239.158 171.339 193.587
green NM_011116 332.948 414.78 292.375 378.676 195.622 207.901 166.092 171.881 192.194 155.914 168.941 155.477 306.361 294.31 256.682 259.73 271.619 235.261 217.684 200.516
