,TPM_BALB_notx_rep1,TPM_BALB_notx_rep2,TPM_BALB_KLA_rep1,TPM_BALB_KLA_rep2,TPM_C57_notx_rep1,TPM_C57_notx_rep2,TPM_C57_KLA_rep1,TPM_C57_KLA_rep2,TPM_NOD_notx_rep1,TPM_NOD_notx_rep2,TPM_NOD_KLA_rep1,TPM_NOD_KLA_rep2,TPM_PWK_notx_rep1,TPM_PWK_notx_rep2,TPM_PWK_KLA_rep1,TPM_PWK_KLA_rep2,TPM_SPRET_notx_rep1,TPM_SPRET_notx_rep2,TPM_SPRET_KLA_rep1,TPM_SPRET_KLA_rep2
NM_009735,1850.973,2200.594,1816.082,1927.791,1790.025,2349.788,1652.53,2012.987,3173.779,3100.112,2902.012,2790.874,2570.895,3707.592,2465.559,3457.559,1390.246,1774.771,1144.546,1578.33
NM_029767,971.192,812.003,837.971,712.214,773.734,649.028,682.312,582.375,940.24,1178.777,793.186,1033.14,1129.191,955.438,785.129,851.663,685.123,494.625,626.321,412.703
NM_009698,488.63,415.84,431.845,360.58,527.862,453.007,419.645,394.795,544.73,670.948,512.76,600.307,621.428,571.244,472.076,470.549,412.588,332.814,354.93,276.426
NM_025587,338.1,237.691,306.166,213.693,402.281,315.712,331.235,249.006,407.595,511.853,314.202,424.509,580.815,481.764,482.299,408.051,125.538,185.038,123.238,145.817
NM_011150,270.727,326.816,249.344,309.125,302.936,333.322,282.942,276.62,916.888,802.882,839.263,834.185,535.101,1166.766,448.156,1015.859,137.675,195.076,133.744,183.191
NM_138310,293.892,263.431,207.566,233.305,294.23,277.95,296.33,265.291,217.945,184.082,230.481,202.626,258.991,144.202,281.135,149.403,265.765,282.103,243.163,235.359
NM_001025313,258.891,328.156,241.088,310.983,224.636,289.52,225.412,262.745,654.119,582.126,578.658,593.621,393.986,553.053,365.643,503.744,197.624,237.077,184.76,209.548
NM_013612,208.433,223.757,180.662,206.326,224.632,271.984,196.514,241.459,437.646,415.123,401.562,383.626,367.963,693.128,323.89,593.261,106.343,169.384,97.736,138.531
NM_001308535,191.101,271.884,233.405,266.398,194.976,280.516,231.521,280.111,426.732,347.116,414.603,357.897,322.549,412.296,328.119,376.201,246.86,365.454,242.567,317.375
NM_023603,165.469,164.011,168.912,169.887,199.895,185.474,228.625,189.6,99.515,110.793,113.16,126.227,146.117,148.709,153.461,152.237,248.153,199.942,242.824,187.603
NM_026251,151.994,180.735,148.987,158.394,147.291,193.074,136.056,165.682,261.104,254.958,238.493,229.376,211.014,304.366,202.409,283.597,115.433,146.968,95.329,130.713
NM_001163161,183.825,166.457,254.988,238.232,145.272,168.492,197.08,223.415,360.419,365.039,395.924,339.754,267.998,373.39,296.659,380.377,6.367,9.93,9.817,15.018
NM_010833,135.569,144.584,125.105,129.765,141.248,145.998,138.797,133.038,172.351,142.617,170.988,139.62,144.054,176.478,150.768,166.391,125.225,152.783,117.446,139.173
NM_001005419,151.503,168.226,180.166,153.744,135.325,151.61,186.828,150.886,97.988,120.98,109.697,132.649,135.827,130.06,124.104,105.581,175.102,148.156,168.147,140.185
NM_011777,118.28,100.833,100.619,93.492,135.791,121.57,133.51,115.06,76.825,62.242,75.11,65.299,122.139,57.03,124.539,70.977,153.655,137.468,129.581,116.691
NM_025698,116.475,127.391,105.702,114.489,111.091,137.8,109.542,125.712,138.388,135.089,136.474,127.726,121.294,160.471,120.508,140.644,125.779,140.579,109.632,123.986
NM_010422,141.125,111.733,113.478,100.176,107.315,89.853,92.596,77.388,113.337,115.654,118.478,122.937,166.276,134.368,133.117,121.325,102.671,95.629,100.892,78.933
NR_027943,85.077,86.386,76.995,69.362,102.136,88.511,79.454,73.216,102.457,126.812,96.532,132.412,107.645,115.789,96.925,104.016,56.413,47.584,48.926,32.164
NM_198096,66.136,83.495,63.739,71.52,69.738,87.608,74.235,80.341,98.801,81.224,97.827,89.191,91.713,91.481,90.665,80.137,77.796,86.905,77.982,75.944
NM_013739,115.025,75.395,74.937,55.164,84.52,69.229,56.993,50.008,125.755,128.494,95.56,104.835,164.903,138.448,104.077,108.621,91.177,63.291,62.261,53.811
NM_001177785,84.918,92.23,108.625,106.347,64.028,81.061,85.233,90.72,54.685,49.863,68.347,55.061,51.716,38.509,73.914,43.664,99.917,83.54,113.454,89.098
NR_015551,59.62,82.819,59.404,72.739,60.527,84.46,55.629,79.759,98.503,88.523,91.372,79.313,74.725,102.697,75.058,96.056,68.101,80.91,62.737,74.79
NM_001143689,137.33,115.787,134.246,130.568,75.853,68.143,94.138,73.601,255.622,273.636,231.121,286.842,169.556,262.016,155.504,227.907,33.591,38.723,38.88,47.4
NM_030238,56.586,78.302,48.804,68.672,59.758,70.669,51.214,68.715,87.49,63.492,80.798,68.972,71.956,98.851,76.818,85.264,59.797,72.837,59.85,66.322
NM_001301034,65.291,55.463,62.796,43.201,71.241,54.481,66.478,46.145,80.062,104.615,54.381,103.712,92.801,67.698,72.803,69.439,48.238,33.549,47.201,29.764
NM_001291186,37.37,49.412,34.268,44.445,49.158,57.761,43.566,49.823,69.272,54.742,64.148,57.129,51.094,82.321,47.292,71.804,41.594,50.13,37.793,41.788
