gene,HR,z,pvalue,lower,upper
TSPAN6,1.16750615879423,1.04431784682431,0.296338358506592,0.873027466928989,1.56131471512262
TNMD,1.03204743970421,0.275967984438858,0.782572656412138,0.824902682720407,1.29120918153328
DPM1,0.926452853716383,-0.41124702463644,0.680891410055528,0.643734012104208,1.33333779794175
SCYL3,0.942489971956226,-0.183108499864198,0.854712886604958,0.499964388854775,1.77670123520751
C1ORF112,0.888051090718164,-0.422718881256305,0.672500378099002,0.512114549273456,1.53995769275559
FGR,1.02866992690735,0.236811468838753,0.812803053757272,0.814092376738812,1.29980558565414
CFH,1.02955020382806,0.243476059493013,0.80763662894217,0.814396449173494,1.30154499479723
FUCA2,0.718948047443097,-1.10602103350739,0.268717415539243,0.400638999055949,1.29015471818823
GCLC,0.861388816058837,-0.565923947363639,0.571445481554618,0.513777127204127,1.44418786501651
NFYA,1.13008138825619,0.399360301335019,0.689627740867137,0.620097558382355,2.05948874789085
STPG1,0.724306091940357,-1.06467051107093,0.287025059146943,0.399991919096795,1.31157478382697
NIPAL3,0.795633427029736,-0.837435999334765,0.40234753761699,0.465948978326704,1.35858769876565
LAS1L,1.40435427850274,1.50822332591729,0.13149737924055,0.90329169687093,2.18335997815639
ENPP4,0.998728445896128,-0.00614400556262373,0.995097823661998,0.665536593244313,1.49872827244517
SEMA3F,1.07103969178069,0.452380241819357,0.650995078323723,0.795556815378488,1.44191589990204
CFTR,1.00382716448735,0.0440911741116,0.964831727983245,0.847061025011194,1.18960611621741
ANKIB1,0.82323914597048,-0.741866956286519,0.458167948094263,0.492437667003676,1.37626086887693
CYP51A1,1.07780100709595,0.368002267661591,0.712871543316099,0.723168505336285,1.60634071080966
KRIT1,0.968523918756313,-0.132108169057514,0.894898734574581,0.602618910245661,1.5566032948098
RAD52,1.62973959626891,1.66774662489084,0.0953660355316587,0.917980187064792,2.89336435477913
MYH16,1.57591145845792,1.06120751028587,0.288595607038726,0.680309625152984,3.65053915610922
BAD,1.30800944317808,1.02316539734673,0.306229650457332,0.782046193788811,2.18770798583422
LAP3,0.720417839781075,-1.33633121618192,0.181441037668567,0.445355789495536,1.16536458291631
CD99,0.911051971448722,-0.481266872304585,0.630326838486666,0.623422179470774,1.33138621308791
HS3ST1,1.03142686099854,0.128531247749938,0.897728571172076,0.643452730792713,1.6533325894486
AOC1,1.00521879133641,0.0402118018852029,0.967924268697437,0.77996790342721,1.29552102594967
WNT16,1.40437174669886,1.12265422075129,0.261584377818242,0.776253127804351,2.54074338934336
HECW1,1.05570757453344,0.152587293257931,0.878723746160323,0.526173131810471,2.11815924369308
MAD1L1,1.48259651797479,1.45997401789014,0.144297214810467,0.873837384469303,2.51544792449675
LASP1,1.26083537414647,0.769741872307115,0.441453026541065,0.69880471899399,2.27489282411778
SNX11,1.65010969919953,1.42728686135117,0.153497226142341,0.829510970302571,3.28249066844673
TMEM176A,1.17792450271124,1.31354599191107,0.188999033882907,0.922575480957893,1.5039486337171
M6PR,1.44910465457569,1.01766107269216,0.308839052775959,0.709299644054933,2.96053200859958
KLHL13,0.9933727232146,-0.0613094228344827,0.951112786584379,0.803146687264325,1.22865397177692
CYP26B1,1.03228465183754,0.174195196930005,0.861712060126471,0.721995013428799,1.47592654048771
ICA1,0.999837107968083,-0.000711862018050842,0.999432016334346,0.63846478235381,1.56574688236446
DBNDD1,1.06895478239185,0.473642924296595,0.635754560539337,0.81119226418021,1.40862330332155
ALS2,0.811539053687823,-0.781282923608657,0.434636111338513,0.480616499849143,1.37031424403292
CASP10,0.798229779655127,-1.02767772102219,0.304101451095376,0.519359994615639,1.22683839289513
CFLAR,0.875182145452895,-0.484871189265938,0.627767720478413,0.510559886805487,1.50020361472569
TFPI,0.930494308509338,-0.477572999574491,0.63295415214121,0.692332221535493,1.25058408555362
NDUFAF7,0.842445883740561,-0.548326363852491,0.583467828000309,0.45645274254703,1.55484894903067
RBM5,1.3250417310082,0.967345681949589,0.333371254178768,0.749164356258431,2.34359199586313
