Regulator	Target	MI
4299	84326	0.4291138735540301
4299	85411	0.18488002422327288
4299	150275	0.3425611893571867
4299	11189	0.1589907590324975
4299	128344	0.17580214967365304
4299	645455	0.40375372447365354
4299	360	0.2245024344168831
4299	367	0.6939441847300936
4299	9508	0.2928307589574173
4299	27	0.3967991586152477
4299	372	0.377988849215134
4299	134	0.19240445691177932
4299	135	0.15400804820589098
4299	378	0.2813153122511931
4299	54934	0.21280648235454347
4299	36	0.3407639614614437
4299	64746	0.48281003369323194
4299	94134	0.42136416769823093
4299	162282	0.27409646359942386
4299	23394	0.7366055236369462
4299	401138	0.18279947374029604
4299	11177	0.39256478389234584
4299	11176	0.5251401307267844
4299	348738	0.17992074696724547
4299	49	0.25141535194436315
4299	8455	0.7509092431705495
4299	392	0.28424248572879396
4299	54955	0.33425821793470956
4299	54953	0.3118874209845872
4299	54715	0.22023824465850872
4299	200558	0.19148143813079432
4299	163	0.2002028248826857
4299	164	0.44115923379382327
4299	166	0.6994718669829201
4299	25792	0.15020168586165372
4299	55814	0.5957931922799835
4299	404220	0.18578169996623028
4299	164668	0.34726700033543967
4299	172	0.16186030595772483
4299	201895	0.39415625317194447
4299	174	0.22937311810563354
4299	140456	0.22304396851710262
4299	51225	0.2877252350596713
4299	140699	0.14812280743755402
4299	54976	0.3907590787649369
4299	23357	0.2114257807836486
4299	221016	0.18464206865983268
4299	189	0.23167769928453108
4299	93081	0.1549901732598773
4299	51239	0.5610581085562245
4299	199731	0.2811506131558623
4299	60509	0.17112998447898686
4299	203611	0.24877094436182645
4299	284618	0.2376801534060604
4299	284615	0.14650136423206117
4299	93	0.31876584840222755
4299	81693	0.3923460776054304
4299	645851	0.36437957308629
4299	132228	0.15601927316410702
4299	9350	0.1861706338564053
4299	26289	0.1916691597054898
4299	55184	0.22169294000758555
4299	56271	0.234703551612367
4299	8030	0.20344752110811548
4299	147968	0.40012911055007905
4299	84986	0.2245840972914701
4299	222389	0.18071320022854032
4299	57132	0.31932814810559496
4299	143384	0.2618511429591237
4299	221060	0.19740786700814006
4299	91057	0.20026664186532184
4299	93233	0.24403447884429408
4299	403314	0.23545251336709416
4299	9140	0.36507626484336697
4299	201243	0.14588064247254184
4299	60314	0.4397122736358323
4299	653275	0.30156872939618573
4299	9391	0.1583966960306924
4299	58483	0.18988830201329243
4299	29994	0.520458787818062
4299	119032	0.2439681112577885
4299	344752	0.15291430986669052
4299	439927	0.14416572209518552
4299	386593	0.3571769340003961
4299	114800	0.21671897694280062
4299	112869	0.41991990413299973
4299	1675	0.22525505010448477
4299	83451	0.3015960600978582
4299	151188	0.31795885356523357
4299	80184	0.396272281068069
4299	375444	0.15918946325933714
4299	84529	0.26134450199008086
4299	119016	0.1720289518683984
4299	122416	0.354088125684191
4299	1207	0.29749398606971766
196	8099	0.1662617695869777
196	91653	0.2247031985559138
196	200197	0.31067851464402363
196	27087	0.31151421631560616
196	10659	0.4129357300909593
196	56898	0.2669424448534281
196	56895	0.2544423077041058
196	91647	0.41766649707832304
196	155066	0.299546860142625
196	124783	0.19366239629535364
196	2	0.14625974174831402
196	10669	0.5514094883323297
196	283358	0.2904586822061903
196	160428	0.6621530790339847
196	1000	0.3658502870348084
196	387119	0.5529845001572546
196	55108	0.2293144183616489
196	55107	0.3482747792972596
196	205428	0.5400888441906764
196	10645	0.21644338406182406
196	1006	0.30241721235270536
196	1004	0.2488368059346886
196	2334	0.3858062875791637
196	387104	0.3077085091570897
196	160419	0.16786853907531718
196	1009	0.4522445522051841
196	1022	0.17677955236494558
196	1021	0.18597637981985304
196	1020	0.4261231547978266
196	84915	0.2690028615323392
196	1019	0.36086861591887853
196	81892	0.4331002692753554
196	55129	0.19598106784472158
196	1030	0.2281611633568721
196	84909	0.19252463259568842
196	84913	0.15041872062539685
196	604	0.17743387874127237
196	1043	0.3297447888038132
196	1041	0.15157056954829162
196	388011	0.3490527028911483
196	83606	0.24695596582956547
196	26175	0.45640012513976114
196	617	0.40734440079756506
196	8905	0.5733057540457152
196	131076	0.27064143490638415
196	10602	0.44129651207858345
196	56005	0.5334621935941035
196	56006	0.4462098343175054
196	79587	0.4766718569498707
196	84934	0.37269309887160684
196	1047	0.22697295115038862
196	1046	0.2007694925519692
196	253982	0.4164202656659368
196	622	0.4284177395602615
196	624	0.4476399079252573
196	627	0.3061110909254037
196	8915	0.16367733381431204
196	634	0.24614980048027313
196	638	0.3515919912689629
196	1073	0.31999718033001745
196	11119	0.2474270770877105
196	55971	0.39183541199443006
196	118924	0.24960352773375938
196	254863	0.35955511568045573
196	650	0.39320759701305974
196	51142	0.4112398896917302
196	651	0.29307806015650417
196	653	0.2923681377436944
196	140893	0.41846951947877375
196	222826	0.1767643579481124
196	663	0.32944452446408423
196	664	0.472213297815574
196	6790	0.2079649405098456
196	285598	0.41336574636778867
196	8973	0.42493567606309224
196	670	0.4810581654956634
196	79974	0.2891184877707156
196	151963	0.35750582892701654
196	56851	0.43278330047549574
196	10693	0.25843270872910207
196	10694	0.24071311918125904
196	683	0.36289886460907006
196	684	0.1605620514272177
196	202	0.20284990404301695
196	686	0.18044206002565577
196	207	0.32879731292697123
196	10225	0.2082577377859165
196	9828	0.28781648792146175
196	339834	0.15581183203993643
196	10678	0.44100334228016624
196	695	0.20213081516652132
196	217	0.1987434699022037
196	218	0.19298700728423857
196	10677	0.23688005362372078
196	349633	0.14355184593644577
196	5010	0.24405237148392178
196	4166	0.38288310753374954
196	220	0.2698742899304216
196	221	0.33352910112825906
196	225	0.657280316290489
196	56882	0.21106999848752306
196	10686	0.25951328832284837
196	11064	0.6051249191793975
196	7203	0.4656346295087479
196	79098	0.28189243540976605
196	230	0.21197972713104374
196	83596	0.34299389396162283
196	541468	0.2354734087079029
196	51529	0.598548074777665
196	8542	0.3205107251809327
196	8540	0.4951583278018141
196	6366	0.1625458408146443
196	79081	0.4328912057020444
196	6367	0.20939944642847674
196	79080	0.2128043644386457
196	79086	0.5512712368767643
196	241	0.14974381100174305
196	244	0.16003555361698218
196	60489	0.4438209694543147
196	84433	0.30299406470484946
196	8536	0.4994255697052221
196	8553	0.26675959451569664
196	10195	0.2825136947020628
196	60492	0.1707100607857326
196	114041	0.2766146604536788
196	51550	0.4737127682449769
196	85300	0.19293540937074294
196	51554	0.5321660342057584
196	55911	0.17065794318917682
196	8574	0.42434240569784
196	645121	0.19115361749744686
196	26511	0.21958340173662538
196	271	0.2105542348539382
196	279	0.28755095920782026
196	26993	0.3348900840117972
196	55924	0.308516549523671
196	9435	0.42052714788057166
196	284	0.39030493084614726
196	116285	0.2473745442120947
196	287	0.34800932966657516
196	9429	0.3036773763591665
196	64411	0.3390766797798914
196	126075	0.4375647207681199
196	126074	0.42325865443473454
196	1952	0.3155723915589421
196	23460	0.4274050961417579
196	286076	0.2623039011244588
196	153642	0.337906872471641
196	9459	0.4482491471107579
196	8125	0.44628715338797065
196	64422	0.21486179970978636
196	199857	0.2735692006671533
196	10164	0.22551325128237387
196	344454	0.1532432576933509
196	100128385	0.21113579298903495
196	114905	0.26792726381569043
196	90288	0.38089246598608817
196	9469	0.42713544354232447
196	654434	0.2857376806885643
196	200232	0.20185537902661643
196	285600	0.5188933237800901
196	9472	0.40121212195841593
196	27013	0.6317414222961384
196	9486	0.2743310007721007
196	642475	0.2572460583707814
196	399948	0.1771102902946513
196	63933	0.33144342434316876
196	728568	0.4442582238877941
196	121642	0.3443346135957883
196	9023	0.213584485587611
196	79053	0.24222613118805025
196	27440	0.4237574947559857
196	26112	0.3199534703456317
196	112770	0.2241081774699678
196	131450	0.5121847897256169
196	23092	0.43624451391514274
196	201134	0.19028249106271744
196	257169	0.26453784499681277
196	653145	0.1932289859751748
196	8192	0.5431195901742196
196	23066	0.29376611569299094
196	3732	0.19342850765533015
196	80063	0.2172254561158855
196	131474	0.39143593842155155
196	11096	0.31444410220237895
196	27439	0.14707481177488368
196	60468	0.5474547897289144
196	84417	0.17313517337250595
196	283897	0.17124542674710597
196	51510	0.32166588605394253
196	84890	0.1706449897204001
196	9068	0.26359666859943065
196	23600	0.2764018703189173
196	23601	0.2233898470224398
196	55684	0.4729455196954895
196	387695	0.1646283558588939
196	79658	0.15394739899950594
196	285203	0.49398195999753636
196	125988	0.4204076371977967
196	55210	0.4723531854790659
196	1101	0.3245769290975451
196	284325	0.354577998151961
196	93974	0.4090047039912754
196	10752	0.23010101751650147
196	57406	0.22393527396025448
196	64170	0.2280252403392451
196	91300	0.333095996958634
196	91304	0.36298459381106163
196	705	0.36972424301941675
196	708	0.3651968325911934
196	284382	0.18902622763894783
196	728591	0.1851983744564336
196	1143	0.15957818627262998
196	144233	0.4990661950920794
196	146894	0.2443311394166079
196	115761	0.1868965012902688
196	715	0.2172030718212561
196	716	0.2616285611748834
196	718	0.2533164856623422
196	1154	0.1752917693986431
196	114897	0.26994981490563674
196	55256	0.44816987487480553
196	79686	0.3596201046186396
196	284361	0.48087394569533437
196	50807	0.5045732326617971
196	408263	0.15879766033998433
196	1163	0.31358245219357794
196	80221	0.1698440448981735
196	1159	0.22310028769963086
196	730	0.2638398228396195
196	65062	0.22462753252252998
196	219738	0.3208597393106931
196	1175	0.3978324375894928
196	80216	0.3264294247112396
196	746	0.40485276449325003
196	286122	0.18739639902808047
196	338692	0.3056369682709006
196	1186	0.39793960843042964
196	160365	0.16129927125995724
196	160364	0.19793278199207176
196	146059	0.22435279740816227
196	56938	0.5064803541697023
196	158055	0.2421210685447166
196	56935	0.625014014418074
196	25874	0.4972942261139286
196	1193	0.42467075599456283
196	1192	0.4105776920286077
196	1191	0.28266863386906405
196	56942	0.3386111560174445
196	1188	0.14784585620819168
196	10385	0.219825281224872
196	767	0.26606120011562506
196	286144	0.15193518637822834
196	10350	0.30853167755273603
196	222950	0.2792672889952321
196	730094	0.40732622701639176
196	774	0.2526174588567933
196	775	0.29454398655522507
196	778	0.3039866909849911
196	10351	0.3733305764018331
196	89872	0.28475784114992564
196	790955	0.4797951617218077
196	25858	0.33634014296522974
196	51272	0.31011088606568826
196	781	0.404275567266164
196	302	0.24152486800873874
196	304	0.3162242628297971
196	10367	0.2858480180910501
196	309	0.2670564957963846
196	23647	0.5648031612258793
196	64115	0.37920747661570964
196	57821	0.32643938249325277
196	51287	0.44166325226735825
196	51286	0.15665957938869912
196	79611	0.48856167559640884
196	54796	0.5189020519907128
196	55643	0.4720341837899351
196	316	0.36453650948267935
196	140711	0.271912731093809
196	10331	0.31353700356522474
196	319	0.3232512573405808
196	9938	0.38016953205979487
196	4261	0.22268611413334405
196	8623	0.3651804619191079
196	10349	0.17783579125838767
196	51293	0.4390896774137083
196	321	0.19743254693507328
196	55653	0.4780110082574387
196	79602	0.14533678696043406
196	328	0.34041239237594034
196	391343	0.1999247114005378
196	339965	0.3005714470279406
196	330	0.25408968123652276
196	56997	0.2488821156284633
196	334	0.200217219268211
196	336	0.16578681747822088
196	338	0.25181381084071397
196	91748	0.42314672246918317
196	56999	0.21875915235591403
196	25819	0.22326315973903998
196	130940	0.16130738577133652
196	9976	0.23995701660754953
196	113146	0.340294306316574
196	391356	0.573052499837921
196	10327	0.6119949442088686
196	148229	0.14344124318557672
196	343	0.2106581642833678
196	5129	0.4123561660075916
196	8639	0.22423173326627932
196	196740	0.24025186013954336
196	404201	0.3834587920303312
196	161176	0.36332603407511677
196	353	0.40646942010389253
196	358	0.22627448283942897
196	14	0.4785834071518167
196	11194	0.36344771429606837
196	23177	0.38709224801681064
196	51654	0.3290052366974603
196	125061	0.3926856720206455
196	375	0.30631392114458666
196	379	0.2556121774820097
196	338707	0.2771102846435163
196	30	0.5035985262706273
196	32	0.23326232355112175
196	39	0.15792109955140976
196	11174	0.26435999864537774
196	23155	0.19617960269251178
196	134829	0.408505738464334
196	51676	0.1436603417757505
196	10295	0.3160738515339716
196	396	0.4003457498452567
196	84129	0.26819945053425
196	84126	0.5645002152872172
196	23120	0.2137575560517586
196	8209	0.5433734259978857
196	51205	0.4181772623813771
196	54718	0.307213197732354
196	52	0.31278283599191337
196	11149	0.29598479516222564
196	220388	0.2412279532307453
196	25798	0.4671229004924484
196	200316	0.1965419780104396
196	9550	0.45609097173615876
196	140680	0.2703198732723262
196	140688	0.514617869713522
196	11120	0.24503823206044917
196	25764	0.5038562513163738
196	70	0.19426494633049707
196	71	0.2789574213828665
196	72	0.17225190917494348
196	116151	0.15829909338473858
196	644186	0.20945421352486182
196	51236	0.4615228081937994
196	1604	0.25613744170186603
196	87	0.34230707910680813
196	93436	0.7435891099280907
196	203859	0.31930504531701676
196	79135	0.3231267387600667
196	94	0.3179272455194351
196	95	0.48141063025167696
196	80117	0.2563645512870112
196	168667	0.37197737851782264
196	283987	0.6184442832063528
196	401546	0.16383514546440114
196	121536	0.483303356163554
196	9133	0.19323193273268835
196	64902	0.17647385520118508
196	55196	0.412778549807693
196	1645	0.16227831013272365
196	55198	0.15040893276763878
196	2972	0.5291855072535263
196	143379	0.1444015594735477
196	83643	0.24508193479126472
196	56052	0.3751346102964419
196	79172	0.17457884440850702
196	51606	0.19015274363612633
196	64921	0.2923087715985737
196	64919	0.4097235569503015
196	84517	0.19598627010361103
196	387640	0.23417482636093556
196	114800	0.23689928397041182
196	93010	0.21446550972256873
196	400258	0.2220582999640337
196	81037	0.5531480396591819
196	80183	0.40637576147476295
196	26229	0.4101995895442947
196	84529	0.3869023966470371
196	80178	0.3909328598410413
196	1209	0.25831534286743096
196	138716	0.4737979510785033
196	9181	0.4695291136180604
196	54470	0.2801556903976765
196	81611	0.5746685038207442
196	55326	0.2788574417452736
196	55324	0.29046942647462703
196	57505	0.20117681499857465
196	91409	0.21400453084988857
196	22883	0.22481635624195295
196	25912	0.37087374753459024
196	57514	0.413871159270343
196	80755	0.4278258486316151
196	148523	0.18941661798702114
196	800	0.2639239254128629
196	10423	0.3676940101408066
196	1240	0.15579483039465813
196	57524	0.19261915929831908
196	1237	0.21453281635494736
196	1234	0.2822700906547988
196	811	0.4324076468070235
196	816	0.3246998290447838
196	219833	0.28976602867339185
196	66005	0.50254161260046
196	79780	0.5390830484962637
196	246184	0.3122361477888287
196	3426	0.2945706189788533
196	822	0.24715342333769463
196	57538	0.22977180191586566
196	827	0.24304247853257888
196	284018	0.31853015655648864
196	834	0.44115912339396246
196	124583	0.3753675950696813
196	10865	0.1883011675034414
196	27299	0.21190262277833583
196	843	0.31034100093940253
196	844	0.16693986214388
196	283152	0.22545607656934585
196	10863	0.34619679761322697
196	27291	0.20216941185149384
196	57561	0.524393163290032
196	114769	0.23199781532315367
196	57569	0.449988285528951
196	80341	0.2405479998719331
196	54059	0.4352378373624468
196	54058	0.22888001239791134
196	857	0.3122862539780451
196	858	0.6627612868043968
196	90135	0.36359448904696023
196	867	0.3957166183537755
196	51363	0.3654792044834103
196	875	0.17087581106401917
196	89978	0.18343435776701433
196	84284	0.3636057178888308
196	126321	0.39960064825649066
196	25999	0.3044729280587024
196	128977	0.2428010077987688
196	55739	0.3957388397181134
196	116985	0.3002844588381821
196	149478	0.3989711650565466
196	126792	0.43260966775917264
196	23786	0.23081938667617408
196	149473	0.40625959649695176
196	442213	0.14452144707920933
196	410	0.35090020594463756
196	894	0.42333190402364895
196	414	0.29700352331587343
196	898	0.16872316603448834
196	415	0.2198300343184254
196	4345	0.4703626293930654
196	8703	0.37819385426320906
196	79714	0.33936895423534796
196	79719	0.3306895394964098
196	10476	0.4971484714638503
196	8708	0.2550568870798964
196	2182	0.6515731339244288
196	2181	0.2782965291160515
196	421	0.4285871211886043
196	79703	0.5224427342410625
196	152641	0.14583391858267358
196	84299	0.4007797257908301
196	10005	0.5655217961435834
196	91851	0.41287524086091487
196	25943	0.32455558136838825
196	10458	0.497676193094053
196	170487	0.33891494547286705
196	55765	0.30286453881928477
196	374907	0.2779260375732582
196	439	0.49206159021722673
196	8728	0.3768001725043133
196	23779	0.37548105947191246
196	80709	0.20260939637290232
196	443	0.4060022217641617
196	444	0.6616100561232283
196	445	0.19496541933255873
196	29071	0.2659782971418174
196	5243	0.2989399265608741
196	80737	0.46093700824209005
196	55780	0.3692895098464657
196	23743	0.23867488649942015
196	8747	0.1975172055757639
196	8745	0.30380697393480727
196	92714	0.403606629283102
196	285382	0.37055211712563985
196	25932	0.48618304765874143
196	3075	0.4840534435374142
196	460	0.21420154368307642
196	80728	0.24379501000199255
196	55799	0.22584813305547868
196	79745	0.4581553438498558
196	8756	0.15828914305665975
196	56647	0.3993329964809256
196	9620	0.25063486877682095
196	7439	0.2949517030043163
196	132989	0.4008973992275999
196	23299	0.39670296129394167
196	481	0.37877051287254293
196	482	0.23997189408837016
196	489	0.17489139610037707
196	84674	0.6684652324555032
196	8310	0.29391335210582703
196	7461	0.20549248347010707
196	8313	0.22269709126538384
196	28952	0.5254128520485404
196	493	0.28614832996830497
196	414152	0.31977534262227447
196	51300	0.38174618840534436
196	154791	0.4986811101723676
196	59272	0.2620016708705579
196	57095	0.42748608915154573
196	84698	0.22716613980035572
196	84696	0.2122215635372413
196	8317	0.1981559018797432
196	360205	0.35892993145277163
196	23245	0.20582078126962777
196	338809	0.21413589731556915
196	84239	0.223683392332509
196	140564	0.39463886182266705
196	54840	0.3653565196741013
196	23253	0.5461908118914405
196	10390	0.1811412132560486
196	65985	0.2754784310885885
196	89958	0.41166797384805154
196	54851	0.1494738131591431
196	55704	0.6152819643346348
196	54859	0.6353917659992954
196	65998	0.43921680706429456
196	25890	0.5419951529722864
196	87769	0.3342771059098091
196	130399	0.2972131768627948
196	375757	0.37827621460699223
196	55286	0.2508036041684756
196	145407	0.3093361760078821
196	92211	0.2337874764956931
196	157869	0.2549281962212264
196	55299	0.18281914072047734
196	80233	0.5342082854150423
196	10826	0.3382834776424586
196	256006	0.24841586001555527
196	116071	0.25262546588288615
196	80262	0.28534254071353615
196	50856	0.18937459894790365
196	9254	0.18100094022384017
196	57010	0.19057341246088733
196	57019	0.47521390786223705
196	374467	0.2466904285726148
196	130355	0.18854564989223732
196	84645	0.292305497751407
196	283687	0.16262485340493527
196	51727	0.22529332055701534
196	93589	0.1765590159056316
196	84632	0.33392163399919106
196	57037	0.24862737470602259
196	145853	0.6032844328619866
196	146712	0.40989856696544624
196	375341	0.4047971271427331
196	51744	0.39043681339995473
196	493753	0.35868697851217757
196	3983	0.2671475972398385
196	909	0.19753290526304834
196	136895	0.18166359668262633
196	22995	0.3667496432069637
196	10538	0.2948868712710313
196	911	0.22652689871346432
196	912	0.21266890493873447
196	155185	0.19779763004259276
196	914	0.24233198770608677
196	917	0.5024586902439747
196	729230	0.3012156633706695
196	113763	0.18864907420994914
196	51094	0.22147527845707682
196	400506	0.2687903164201426
196	57636	0.460885945679248
196	196968	0.3149300719861339
196	920	0.3795034415625045
196	57639	0.2549388401385464
196	929	0.15000581871944885
196	115939	0.4718342858368647
196	65265	0.28584064382433105
196	158228	0.3436826086493783
196	29123	0.3348675971238251
196	29126	0.499076807819117
196	29125	0.24777800132649208
196	933	0.14831977347744552
196	134265	0.4211324039311446
196	57658	0.2986263517534713
196	58504	0.21930148424913565
196	54149	0.5250648682362842
196	1365	0.4041886609138112
196	941	0.21371973278331868
196	948	0.2730957133752936
196	91574	0.2566198054165634
196	7917	0.349815514702704
196	84803	0.41083284938757725
196	951	0.15942447452761943
196	55004	0.48946361089827484
196	10970	0.4436996491571712
196	958	0.3586065454834113
196	959	0.15459372137631888
196	7916	0.1689155962717992
196	55013	0.19886464536437298
196	55018	0.1640334137507926
