""	"Signature.1"	"Signature.2"	"Signature.3"	"Signature.4"	"Signature.5"	"Signature.6"	"Signature.7"	"Signature.8"	"Signature.9"	"Signature.10"	"Signature.11"	"Signature.12"	"Signature.13"	"Signature.14"	"Signature.15"	"Signature.16"	"Signature.17"	"Signature.18"	"Signature.19"	"Signature.20"	"Signature.21"	"Signature.22"	"Signature.23"	"Signature.24"	"Signature.25"	"Signature.26"	"Signature.27"	"Signature.28"	"Signature.29"	"Signature.30"	"unknown"
"TCGA-DK-AA6P-01"	0	0.401245586397738	0	0	0	0	0	0	0	0	0	0	0.224697497944118	0	0	0.273250718765363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100806196892781
"TCGA-DK-AA6Q-01"	0	0.370572615601087	0	0	0	0	0	0.0660191153783942	0	0	0.0931217654017095	0	0.278029837564703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192256666054107
"TCGA-DK-AA6R-01"	0	0.185873428249959	0	0.204384018142918	0	0	0	0	0	0	0	0	0.148986280408679	0	0	0.234215770689975	0	0	0	0	0	0	0	0.108792272622164	0	0	0	0	0	0	0.117748229886305
"TCGA-DK-AA6S-01"	0	0.36670673701868	0.087857649408581	0	0	0	0	0	0	0	0	0	0.470759918943294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0746756946294452
"TCGA-DK-AA6T-01"	0.247145117498104	0	0.499379123057945	0	0	0	0	0	0	0	0	0	0.217656911615363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0358188478285875
"TCGA-DK-AA6U-01"	0	0.246944992035112	0.155894794014594	0	0	0	0.0662787734462732	0	0	0	0	0	0.237857929588147	0	0	0	0	0	0	0	0	0	0	0.0729747164559102	0	0	0	0	0.0837186048766427	0	0.13633018958332
"TCGA-DK-AA6W-01"	0.112462574438616	0.419206308863313	0	0	0	0	0	0	0	0	0	0	0.379012444253058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0893186724450133
"TCGA-DK-AA6X-01"	0	0.229586975927048	0	0	0	0	0	0	0	0.0965508951366357	0	0	0.431674274089167	0	0	0.123313049608513	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0641312870463641	0.0547435181922724
"TCGA-DK-AA71-01"	0	0.519485864280333	0	0	0	0	0	0	0	0	0	0	0.411367166218626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0691469695010414
"TCGA-DK-AA74-01"	0	0.285493215026673	0	0	0	0	0	0	0	0	0	0	0.478360408809304	0	0	0.18250043326379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0536459429002332
"TCGA-DK-AA76-01"	0.0777032348967254	0.22615235936867	0.232823668136629	0	0	0	0	0.0869637969532342	0	0	0	0	0.255281759191858	0	0	0.0719974479323417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0490777335205415
"TCGA-DK-AA77-01"	0	0.17061404479033	0	0.132659879597115	0	0	0	0.254477118478519	0	0	0	0	0.0936914727945499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256524123687742	0.0920333606517445
"TCGA-E5-A2PC-01"	0	0.334795535620385	0.386176047094948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0768126219827397	0	0	0	0	0.202215795301927
"TCGA-E5-A4TZ-01"	0.0992407292299833	0.245104245111772	0	0	0	0	0	0	0	0	0	0	0.47965074427108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176004281387166
"TCGA-E5-A4U1-01"	0	0.384877687983934	0	0	0.113978466114145	0	0	0	0	0	0	0	0.469862273223836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0312815726780853
"TCGA-E7-A3X6-01"	0	0.463148297151022	0	0	0	0	0	0	0	0	0	0	0.344019721243373	0	0	0.11130724244066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0815247391649442
"TCGA-E7-A3Y1-01"	0	0.063527567640077	0	0	0	0	0.0655329817268336	0	0	0	0	0	0.0793676305212867	0	0	0.36571236504961	0	0	0.310419152358197	0	0	0	0	0	0	0	0	0	0	0	0.115440302703995
"TCGA-E7-A4IJ-01"	0	0.289030438553729	0.179736472106625	0.0691951437545354	0	0	0	0	0	0	0	0	0.288565011836199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173472933748912
"TCGA-E7-A4XJ-01"	0.429128852567958	0	0	0	0.0915107772440508	0	0	0	0	0	0	0	0	0	0	0	0.0899995827040175	0	0	0	0	0	0	0	0	0	0	0	0	0.269423743931145	0.119937043552828
"TCGA-E7-A519-01"	0	0.164339054694707	0	0	0	0	0	0	0	0	0	0	0.0920739006660181	0	0	0.534211224779242	0	0	0	0	0	0	0	0	0	0.209375819860034	0	0	0	0	0
"TCGA-E7-A541-01"	0	0.24605329161079	0.211485475464756	0	0	0	0	0	0.10325789361363	0	0	0.0768987349435551	0.222557672619171	0	0	0.0619242382948333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0778226934532639
"TCGA-E7-A5KE-01"	0.12681070245612	0.25686098612375	0.190762763125942	0	0	0	0	0	0	0	0	0	0.119873347918246	0	0	0.247102883887959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0585893164879838
"TCGA-E7-A5KF-01"	0	0.476202556537693	0	0	0.0848325354144173	0	0	0	0	0	0	0	0.348746044931062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0902188631168279
"TCGA-E7-A677-01"	0	0.0979826028296426	0	0	0.375471530360255	0	0	0	0	0	0	0	0	0	0	0.33888182979054	0	0	0.0797389207155432	0	0	0	0	0	0	0	0	0	0	0	0.107925116304019
"TCGA-E7-A678-01"	0.165411651176193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69502997821219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139558370611617
"TCGA-E7-A6MD-01"	0	0.41736101053358	0	0	0.11494937909471	0	0	0	0	0	0	0	0.384138379984315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0835512303873945
"TCGA-E7-A6ME-01"	0.0626560267733301	0	0	0	0	0	0	0	0	0	0.102247494881288	0	0.0707320229789952	0	0	0.733603410841425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030761044524962
"TCGA-E7-A6MF-01"	0	0.611066296184727	0	0	0	0	0	0	0	0.0923934924349619	0	0	0.226004802698905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0705354086814062
"TCGA-E7-A7DU-01"	0	0.547760727063369	0	0	0	0	0	0	0	0	0	0	0.366988915214516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085250357722115
"TCGA-E7-A7DV-01"	0	0.214172786915215	0	0	0	0	0	0	0	0	0	0	0.60083083692528	0	0	0.106935733684068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0780606424754363
"TCGA-E7-A7PW-01"	0.0901084747810069	0.362023854727881	0	0	0	0	0	0	0	0	0	0	0.121263801601101	0	0	0.193196931257625	0	0	0	0	0	0	0	0	0	0	0	0	0.192494041860228	0	0.0409128957721573
"TCGA-E7-A7XN-01"	0	0.385294468716023	0	0	0	0	0	0	0	0	0	0	0.576622697541353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0380828337426238
"TCGA-E7-A8O7-01"	0.156655363321304	0.137475939789329	0	0	0.208579612879009	0	0	0	0	0	0	0	0.184535000135053	0	0	0	0	0	0	0.168674991006083	0	0	0	0	0	0	0	0	0	0	0.144079092869222
"TCGA-E7-A8O8-01"	0.110446338693476	0.193778587654368	0	0	0	0	0	0	0	0	0	0	0.103617834513225	0	0	0.21951339674856	0	0	0	0	0	0.24253149287041	0	0	0	0	0	0	0	0	0.130112349519961
"TCGA-E7-A97P-01"	0	0.0728800121234437	0	0	0	0	0	0	0	0	0	0	0.111290949402235	0	0	0.648271350846827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167557687627494
"TCGA-E7-A97Q-01"	0	0.196060234689961	0	0	0	0	0	0	0	0	0	0.0816791208997637	0.096853753277633	0	0	0.361723764839832	0	0	0.118285316543751	0	0	0	0	0	0	0	0	0	0	0	0.145397809749059
"TCGA-FD-A3B3-01"	0	0.315750266647296	0	0	0	0	0	0	0	0	0	0	0.284288091668729	0	0	0	0	0	0	0	0	0	0	0	0	0.0946615699106299	0	0	0.0631484309474023	0	0.242151640825943
"TCGA-FD-A3B4-01"	0	0.061737438935969	0	0	0	0	0	0.260455637206337	0	0	0	0	0	0	0	0	0	0.424580666778966	0	0	0.0682137802319289	0	0	0	0	0	0	0	0.0917571061687778	0	0.0932553706780211
"TCGA-FD-A3B5-01"	0	0.276594366152573	0.156472706356276	0	0	0	0	0	0	0.0624444461216028	0	0	0.371633189735572	0	0	0.0774146277568581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0554406638771185
"TCGA-FD-A3B6-01"	0	0.267567664136458	0	0	0	0	0	0	0	0	0	0	0.416946708388837	0	0	0.087939023088558	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0767309318517101	0.150815672534437
"TCGA-FD-A3B7-01"	0.113403053858783	0	0.231091921257936	0	0	0	0.079339710323861	0	0.279549003367843	0	0	0	0.142362332438122	0	0	0	0	0	0	0	0.0771306996358501	0	0	0	0	0	0	0	0	0	0.0771232791176039
"TCGA-FD-A3N5-01"	0	0	0	0	0.329593463362293	0	0	0	0	0	0	0.134012559051005	0	0	0	0.266852342234823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269541635351879
"TCGA-FD-A3N6-01"	0.219186192993008	0.271670123409185	0.362385772825911	0	0	0	0	0	0	0.13326915173713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134887590347645
"TCGA-FD-A3NA-01"	0	0.348104351004907	0	0	0.195421041364849	0	0	0	0	0	0	0	0.417060940962025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039413666668218
"TCGA-FD-A3SJ-01"	0	0.258919965316255	0.145860773130772	0	0	0	0	0	0	0	0	0	0.256847621783669	0	0	0.2222866041446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116085035624703
"TCGA-FD-A3SL-01"	0.092683496800542	0.136555333343734	0.3672823565727	0	0	0	0	0	0	0	0	0	0.143375359663527	0	0	0	0	0	0	0	0	0	0	0	0.0707851959079353	0	0	0	0	0	0.189318257711562
"TCGA-FD-A3SM-01"	0.0718637017547388	0.305692373153497	0	0	0.139151068189848	0	0	0	0	0	0	0	0.461705937993834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215869189080823
"TCGA-FD-A3SN-01"	0	0.580561899382257	0.118449571128157	0	0	0	0	0	0	0	0	0	0.0853008964940949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215687632995491
"TCGA-FD-A3SO-01"	0	0.511326500078438	0	0	0.0864893532578296	0	0	0	0	0	0	0	0.353978950263897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0482051963998348
"TCGA-FD-A3SP-01"	0.105475614021501	0.296599893962352	0	0	0	0	0	0	0	0	0	0	0.192966064068382	0	0	0.319233091568577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857253363791888
"TCGA-FD-A3SQ-01"	0.205240907830959	0.243857236239761	0	0	0	0	0	0	0	0	0	0	0.115798195090825	0	0	0.199486184905354	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14325299787937	0.092364478053731
"TCGA-FD-A3SR-01"	0.0949109006840615	0.0982550293439411	0.13219848646274	0	0	0	0.0748450040557144	0	0	0.0720172283502315	0	0	0.377079837997653	0	0	0	0	0	0	0	0	0	0	0	0	0.0807236314423656	0	0	0	0	0.0699698816632927
"TCGA-FD-A3SS-01"	0	0.586207205086079	0	0	0	0	0	0	0	0.0751116122232661	0	0	0.299481400765979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391997819246755
"TCGA-FD-A43N-01"	0.200662670288313	0.0995512318251651	0	0	0	0	0	0	0	0	0	0	0.353118642007071	0	0	0.196225361952359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150442093927092
"TCGA-FD-A43P-01"	0	0.254325411916056	0	0	0	0	0	0	0	0	0	0	0.423814056415819	0	0	0.0660634591414699	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769654594152993	0.178831613111355
"TCGA-FD-A43U-01"	0.231755171604565	0.146387420864206	0	0	0.245967079956128	0	0.0704824612536791	0.203065669469062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102342196852361
"TCGA-FD-A43X-01"	0	0.376477441877618	0	0	0.171145383411346	0	0	0	0	0	0	0	0.399140743945107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0532364307659294
"TCGA-FD-A43Y-01"	0	0.0889009673074024	0	0.0858951624398111	0.395640618799102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158634906990508	0	0	0	0	0	0	0	0.146230987905727	0	0	0.124697356557449
"TCGA-FD-A5BR-01"	0.113054833671523	0.103710512361823	0	0	0	0	0	0.322465054060125	0	0	0	0	0	0	0	0.155222438112303	0	0	0	0	0	0	0	0	0	0	0	0	0.15144008030166	0	0.154107081492566
"TCGA-FD-A5BS-01"	0	0.525076062960889	0.15723087641999	0	0	0	0	0	0	0.0875859417902901	0.126428733127121	0	0.0733045851650608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030373800536649
"TCGA-FD-A5BT-01"	0.124812742860312	0.227509647982211	0	0	0	0	0	0	0	0	0	0	0.391174800696792	0	0	0.214164935869713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0423378725909714
"TCGA-FD-A5BU-01"	0.248389128182273	0.123428113066444	0	0	0	0	0	0	0	0	0	0	0.145715146106824	0	0	0.112988512688946	0	0	0	0.106801578051624	0	0	0	0	0	0	0	0	0.150276570529052	0.0901468201855981	0.0222541311892388
"TCGA-FD-A5BV-01"	0	0	0	0	0	0	0	0	0.0918577307044952	0	0	0	0.10890226304606	0	0	0.344738116436764	0	0	0	0	0	0	0	0.120319416856861	0	0	0.0683528989708942	0	0	0.104087504611077	0.161742069373848
"TCGA-FD-A5BX-01"	0	0.429814714941802	0	0	0	0	0	0	0	0.0774278689896157	0	0	0.433616116062815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0591413000057672
"TCGA-FD-A5BY-01"	0	0.306004748295397	0	0	0	0	0	0	0	0.0935949186442065	0	0	0.167988854149391	0	0.154556456191754	0	0	0.10593482526585	0	0	0	0	0	0	0	0	0	0	0	0.137097630435223	0.0348225670181784
"TCGA-FD-A5BZ-01"	0.106177794538321	0.198574946106365	0.178231956376787	0	0	0	0.0839137612428101	0	0	0	0	0	0.260383058106051	0	0.0681128818437792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104605601785887
"TCGA-FD-A5C0-01"	0.131753261086185	0.129402343710327	0	0	0	0	0.0740632368848144	0	0	0	0	0.237587434534867	0	0	0	0.292000883551116	0	0	0	0	0	0	0.0945925876136418	0	0	0	0	0	0	0	0.0406002526190481
"TCGA-FD-A5C1-01"	0.188140011533227	0.220885145644211	0.0837089234275841	0	0	0	0	0	0	0	0	0	0.308574971238639	0	0	0.103377518069241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0953134300870981
"TCGA-FD-A62N-01"	0	0.112996621208779	0	0.110580894860786	0.321940493191298	0	0	0	0	0.063146923358784	0	0	0.0924972307133324	0	0	0	0	0	0	0	0	0	0.0727058449796313	0	0	0	0	0	0.079187394157738	0	0.146944597529651
"TCGA-FD-A62O-01"	0.0949842629595788	0.337666184718985	0	0	0	0	0	0	0	0	0	0	0.331146289420668	0	0	0	0	0	0	0	0	0	0	0	0	0.067479819089396	0	0	0	0	0.168723443811372
"TCGA-FD-A62P-01"	0	0.344762870727249	0	0	0.142468752964906	0	0	0	0	0	0	0	0.444606421129642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0681619551782031
"TCGA-FD-A62S-01"	0.113665811639388	0	0	0	0	0	0.0737308666349037	0	0	0	0	0	0.0710356797027977	0	0	0.437979049478682	0	0	0	0	0	0	0	0.144487122444725	0	0.0902182943550188	0	0	0	0	0.0688831757444845
"TCGA-FD-A6TA-01"	0	0.391541857092414	0	0	0	0	0	0	0	0	0	0	0.564147831083093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0443103118244936
"TCGA-FD-A6TB-01"	0	0.36716606692645	0	0	0	0	0	0	0	0	0	0	0.525237267688962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107596665384587
"TCGA-FD-A6TC-01"	0	0.389465708532438	0	0	0	0	0	0	0	0	0	0	0.503825682612604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106708608854958
"TCGA-FD-A6TD-01"	0.090525181414424	0.435922625803169	0	0	0	0	0	0	0	0	0	0	0.198607218083544	0	0	0	0	0	0	0	0	0	0	0.0651711336346873	0	0.140322977747687	0	0	0	0	0.069450863316488
"TCGA-FD-A6TE-01"	0	0.362798789302257	0	0	0	0	0	0	0	0	0	0	0.494645007187204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142556203510539
"TCGA-FD-A6TF-01"	0	0.151089977670691	0.128426097859965	0	0	0	0.0720152725267748	0	0	0	0	0	0.416384472001015	0	0	0.0912187040837916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140865475857762
"TCGA-FD-A6TG-01"	0	0.249977142111746	0	0	0	0	0	0	0	0	0	0	0.34799047382188	0	0	0.266954783089631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135077600976743
"TCGA-FD-A6TH-01"	0.0938916343987802	0.346766349077291	0	0	0	0	0	0	0	0	0	0	0.23646463133555	0	0	0.0978968138228145	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0958702587111425	0.129110312654422
"TCGA-FD-A6TI-01"	0.143380364210376	0	0	0	0	0	0	0.130280572830317	0	0.0600409506521877	0	0	0	0	0	0.373002714444635	0	0	0.22038287263691	0	0	0	0	0	0	0	0	0	0	0	0.0729125252255731
"TCGA-FD-A6TK-01"	0.0961518767509975	0.301417416876341	0	0	0	0	0	0	0	0	0	0	0.261107303922723	0	0	0.258077563189924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0832458392600141
"TCGA-FJ-A3Z7-01"	0	0.375676286097969	0	0	0	0	0	0	0	0	0	0	0.351447244509237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161788544270097	0.111087925122697
"TCGA-FJ-A3Z9-01"	0.274678692927564	0.214581055046232	0	0	0	0.105327395914589	0	0	0	0	0	0	0.148109409474037	0.0716229069785492	0	0	0	0.0693453515328931	0	0	0	0	0	0	0	0	0	0	0	0	0.116335188126137
"TCGA-FJ-A3ZE-01"	0	0	0.465167483723036	0	0	0	0	0	0	0	0	0	0	0.076122738601835	0	0	0	0	0	0	0	0	0.0747732299743665	0.0650552652003349	0	0	0	0	0.205324625700052	0	0.113556656800375
"TCGA-FJ-A3ZF-01"	0	0.346010823451351	0.072646364780734	0	0	0	0	0.135158066445815	0	0	0	0	0.232130035165947	0	0	0	0	0	0	0	0	0	0	0	0	0.0893475468422679	0	0	0	0	0.124707163313885
"TCGA-FJ-A871-01"	0.147685779852619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.724908684512211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12740553563517
"TCGA-FT-A3EE-01"	0.0870483886597961	0.210868288930125	0	0	0.215896179399208	0	0.0735567899141493	0	0	0	0	0	0	0	0	0.231530256599083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181100096497638
"TCGA-FT-A61P-01"	0	0.191239803043114	0	0	0.308279554344514	0	0.0700670749832954	0	0.0875511492073653	0	0	0	0.148554137643996	0	0	0	0	0	0	0.116544606515456	0	0	0	0	0	0	0	0	0	0	0.0777636742622587
"TCGA-G2-A2EC-01"	0	0.387383938696856	0	0	0	0	0	0	0	0	0	0	0.289222885918792	0	0	0	0	0	0	0	0	0	0	0	0	0.111179679490277	0	0	0	0	0.212213495894075
"TCGA-G2-A2EF-01"	0	0.451766281797923	0	0	0.109890355519291	0	0	0	0	0	0	0	0.358756574010215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0795867886725707
"TCGA-G2-A2EJ-01"	0	0.215851459176786	0	0	0	0	0.0659142318780701	0	0	0	0	0	0.478604216181299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239630092763846
"TCGA-G2-A2EK-01"	0.245550866922357	0.152447374474727	0	0	0	0	0	0	0	0	0	0.152258038592428	0.374663630713341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0750800892971468
"TCGA-G2-A2EL-01"	0	0.209531049330984	0	0	0.119656806003441	0	0.0732188625829726	0	0	0	0	0	0.5613122410363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0362810410463021
"TCGA-G2-A2EO-01"	0	0.483234560509219	0	0	0	0	0	0	0	0	0	0	0.455288090420331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0614773490704503
"TCGA-G2-A2ES-01"	0	0.339184274994432	0	0	0	0	0	0	0	0	0	0	0	0	0	0.376750310306228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28406541469934
"TCGA-G2-A3IB-01"	0	0.180695657353102	0	0	0	0	0.0968068137009203	0.083355648726335	0	0	0	0	0.0884289678865526	0	0	0	0	0.307207111060224	0	0	0	0	0	0	0	0	0	0	0.215946342116696	0	0.0275594591561703
"TCGA-G2-A3IE-01"	0	0.360300029809629	0	0	0.122347869715707	0	0	0	0	0	0	0	0.401619850662299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115732249812365
"TCGA-G2-A3VY-01"	0	0.202976074190338	0.146680596186987	0	0	0	0	0	0	0	0	0	0.543389367886579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106953961736095
"TCGA-G2-AA3B-01"	0	0.247358209310463	0	0	0	0	0	0	0	0	0	0	0.588845226480948	0	0	0.123382003388191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0404145608203983
"TCGA-G2-AA3C-01"	0	0.264860473141554	0	0	0.104258636295441	0	0	0	0	0	0	0	0.494832095315348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136048795247657
"TCGA-G2-AA3D-01"	0	0.203382453690852	0.0817443054303045	0	0	0	0	0	0	0	0	0	0.6700528414859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0448203993929432
"TCGA-G2-AA3F-01"	0.108442310996768	0.21332446786036	0.215689892326907	0	0	0	0	0	0	0	0	0	0.291956077718791	0	0	0	0	0	0.0871568772560894	0	0	0	0	0	0	0	0	0	0	0	0.0834303738410848
"TCGA-GC-A3BM-01"	0.282013679770751	0.242598573174386	0	0	0	0	0	0	0	0	0	0	0.177535808866114	0	0	0	0	0	0	0	0	0	0	0	0	0.10257587304008	0.0786211538299959	0	0	0	0.116654911318673
"TCGA-GC-A3I6-01"	0	0.414935936370256	0	0	0.131549882622942	0	0	0	0	0	0.0673755084747448	0	0.323514561244378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0626241112876792
"TCGA-GC-A3OO-01"	0	0.644965155290561	0.071372382290872	0	0	0	0	0	0	0	0.120945333382889	0	0.155726934609952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00699019442572579
"TCGA-GC-A3RB-01"	0.0883859368752498	0.37927806573689	0	0	0	0	0	0	0	0	0	0	0.312886268488603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0605672976811059	0.158882431218151
"TCGA-GC-A3RC-01"	0	0.271860887643136	0	0	0	0	0	0	0	0	0	0.214557312278986	0.166672872138765	0	0	0.132364760114109	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150036889803534	0.0645072780214704
"TCGA-GC-A3RD-01"	0.104248481592255	0.400104461639091	0	0.0730440885966338	0	0	0	0	0	0	0	0	0.161847103165819	0	0.104308127786679	0	0	0	0	0	0	0	0	0.0725460036865197	0	0	0	0	0	0	0.0839017335330023
"TCGA-GC-A3WC-01"	0	0.266274253083563	0	0	0	0	0	0	0	0	0	0	0.275792520307972	0	0	0.180541420853582	0	0	0.0696216246308437	0	0	0	0	0	0	0	0	0	0	0.0935802434061792	0.114189937717861
"TCGA-GC-A3YS-01"	0.0716019085209079	0.25041690095149	0.137384378083089	0	0	0	0	0	0	0	0	0	0.387211669981824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153385142462689
"TCGA-GC-A4ZW-01"	0	0.217825467542726	0	0	0.114984384535892	0	0	0	0	0	0	0	0.626944400043278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0402457478781046
"TCGA-GC-A6I1-01"	0	0.409886671473223	0	0	0.188890196830723	0	0	0	0	0	0	0	0.348058939835098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053164191860956
"TCGA-GC-A6I3-01"	0.0600469110692219	0.142032274260537	0	0	0	0	0	0.142577807632175	0	0	0	0	0.310880349725961	0	0	0.25568231290668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0887803444054256
"TCGA-GD-A2C5-01"	0	0.251216515981645	0	0	0	0	0.107762904045013	0	0	0	0	0	0.42087423746483	0	0	0.0883961961406633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131750146367849
"TCGA-GD-A3OP-01"	0	0.481742652809665	0	0	0	0	0	0	0	0	0	0	0.250804643521612	0	0	0.117287671075512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150165032593211
"TCGA-GD-A3OQ-01"	0.184109090707147	0.206975479460475	0.0961318341240835	0	0	0	0.0634928622262169	0	0	0	0	0	0.417870857813577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0314198756685016
"TCGA-GD-A3OS-01"	0.13030119614923	0.214363195114731	0	0	0.355486379061476	0	0	0.0618836728780026	0	0	0	0	0.0703044742214917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0924886150875567	0	0	0.0751724674875121
"TCGA-GD-A6C6-01"	0	0.306792198692322	0	0	0.196157384023809	0	0	0	0	0	0	0	0.411100001562164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0859504157217054
"TCGA-GD-A76B-01"	0.0774327222307359	0.32879273135369	0.0611390613970973	0	0	0	0	0	0	0	0.0642538357408495	0	0.284645584025128	0	0	0.130123420524368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053612644728131
"TCGA-GU-A42P-01"	0	0.482775716341906	0	0	0	0	0	0	0	0	0	0	0.2695360295407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0920195656080913	0.155668688509302
"TCGA-GU-A42Q-01"	0	0.2292192052996	0	0	0	0	0	0	0	0	0	0	0.462018919406257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0965234721571131	0.21223840313703
"TCGA-GU-A42R-01"	0	0.310189270179702	0	0	0	0	0	0	0	0	0	0.14875696076353	0.291883799976626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126588651563738	0.122581317516403
"TCGA-GU-A762-01"	0.140576806772792	0.128739546430122	0.236615274915047	0	0	0	0	0	0	0	0	0	0.262833892051526	0	0	0	0	0.0979903160473577	0	0	0	0	0	0	0	0	0	0	0	0.0724625900880571	0.0607815736950971
