x	y
gene1639	0.305533657	-0.069303147
gene1640	0.049534189	0.158569506
gene1641	0.093433531	0.201904985
gene1642	0.148506018	0.214889631
gene1643	0.101099097	0.149855084
gene1644	-0.006849887	0.020107573
gene1645	-0.009251042	0.201904985
gene1646	0.082258565	0.024377291
gene1647	0.072360927	0.011404763
gene1648	-0.095324267	0.058330133
gene1649	-0.124466001	0.02637209
gene1650	0.571409606	0.045329385
gene1651	-0.129524504	0.004895475
gene1652	0.496078369	-0.126934282
gene1653	0.117702319	0.016494407
gene1654	-0.081550622	-0.025237291
gene1655	-0.184523298	0.001294477
gene1656	0.023048304	-0.062607754
gene1657	0.036913835	-0.148384782
gene1658	0.141074186	0.047414192
gene1659	0	0.200813086
gene1660	-0.298481037	-0.130796422
gene1661	-0.057086552	-0.104239968
gene1662	0.130108571	-0.011931385
gene1663	0.763024256	0.163730509
gene1664	-0.322689211	0.049246752
gene1665	0.0138058	-0.00256936
gene1666	-0.035075711	-0.02537101
gene1667	-0.086224743	-0.06805143
gene1668	-0.321306378	0.057143907
gene1669	-0.186967458	-0.091174565
gene1670	0.031421292	0.083547791
gene1671	0.189498596	-0.065331482
gene1672	0	0.021373651
gene1673	0.486772921	0.099370008
gene1674	0.000684715	0.076870967
gene1675	0.149561744	0.076870967
gene1676	0.3264062	0.015469979
gene1677	-0.114746487	0.040530584
gene1678	0	0.12720186
gene1679	-0.320931316	-0.048050278
gene1680	-0.262703171	-0.026853396
gene1681	-0.114227196	-0.053709046
gene1682	-0.134991844	-0.027331982
gene1683	0.187085553	-0.074546953
gene1684	0.042952145	0.021611931
gene1685	0.092279858	-0.066325293
gene1686	-0.028140849	0.135744112
gene1687	0.27913663	0.069680049
gene1688	0.157589724	-0.024164659
gene1689	-0.132706384	-0.210452808
gene1690	0.20886543	0.03063988
gene1691	0.310162933	-0.024345395
gene1692	-0.181019865	-0.10922907
gene1693	0.088813944	0.017267107
gene1694	0.21176328	0.013466448
gene1695	0.265756578	0.090212129
gene1696	-0.720963176	0.066296295
gene1697	0.339246815	-0.007050161
gene1698	-0.013653545	-0.039776698
gene1699	-0.030196133	0.123390208
gene1700	0.003154979	0.031896472
gene1701	0.057692907	-0.057124399
gene1702	0.094760252	-0.062644937
gene1703	0.085202697	-0.06573225
gene1704	0.171406898	0.026765308
gene1705	0.014288557	-0.01396245
gene1706	0.062256959	0.099022282
gene1707	0.079343431	-0.102003432
gene1708	-0.114368322	0.137892909
gene1709	0	-0.050270381
gene1710	0.014215655	0.125530882
gene1711	-0.822851258	0.013949174
gene1712	0.893084796	-0.044096863
gene1713	0.123694627	0.14318484
gene1714	0	0.047727089
gene1715	0.995221277	0.047727089
gene1716	0.208117082	-0.037007765
gene1717	-0.198765575	-0.094883546
gene1718	0.10263629	-0.086804828
gene1719	0	0.062328038
gene1720	0.306672534	-0.016527011
gene1721	0.082345945	-0.189130426
gene1722	0.756728849	-0.062363712
gene1723	0.220809217	-0.164204379
gene1724	-0.341795139	0.036852452
gene1725	0.582429234	-0.037094028
gene1726	0.260983018	-0.116966593
gene1727	-0.348379035	-0.038528951
gene1728	0.25951315	-0.021687117
gene1729	-0.109776132	-0.09396341
gene1730	0.511745454	0.124801622
gene1731	0.078775868	0.013420516
gene1732	-0.31579524	0.067521028
gene1733	0.14378137	0.06851599
gene1734	-0.086556753	0.079502351
gene1735	0.092010859	0.150277885
gene1736	-0.917687241	0.069490172
gene1737	-0.129801319	0.001970222
gene1738	0.252457649	-0.033592063
gene1739	-0.089889519	0.105645039
gene1740	0.123729989	0.018005788
gene1741	-0.101252859	0.005445073
gene1742	0.029340366	-0.12729851
gene1743	-0.024091807	-0.020895224
gene1744	0.358470392	-0.124045864
gene1745	-0.217047234	-0.107443567
gene1746	0.303878056	-0.003987184
gene1747	0.025801493	0.058738968
gene1748	0	-0.039383602
gene1749	-0.235183193	0.094931512
gene1750	-0.06460751	0.104789981
gene1751	0.050224075	-0.00051223
gene1752	-0.346133914	0.062098075
gene1753	-0.395145313	0.062098075
gene1754	0.01515273	-0.027837463
gene1755	-0.563921478	-0.037031892
gene1756	0.026938273	0.229774856
gene1757	-0.048912666	-0.086149292
gene1758	-0.52717321	0.018887737
gene1759	-0.116033662	0.187500299
gene1760	-0.020190433	0.216717083
gene1761	-0.025719735	-0.033996714
gene1762	-0.197026473	0.03855867
gene1763	-0.139780749	0.072883113
gene1764	-0.699694717	0.035881877
gene1765	-0.090754788	-0.100986312
gene1766	-0.040621729	-0.071296969
gene1767	0.019809203	0.085119082
gene1768	0.06825774	0.209750982
gene1769	0.316676121	0.19682139
gene1770	0.047202521	0.015111837
gene1771	0.218868222	0.112894056
gene1772	0.13834753	0.022496717
gene1773	-0.092803632	-0.142036154
gene1774	-0.023710655	0.006825569
gene1775	-0.099163317	-0.067653824
gene1776	-0.333594984	-0.077546053
gene1777	0.212747214	-0.000550962
gene1778	-0.429731137	0.06017115
gene1779	0.86120778	0.092275985
gene1780	-0.014599968	0.008139345
gene1781	0.056750807	0.009643719
gene1782	0.160092412	-0.006779349
gene1783	-0.100827496	-0.106265414
gene1784	0.799411258	-0.000504351
gene1785	-0.444110106	-0.05917906
gene1786	0.172263578	0.216495657
gene1787	0.013628477	0.016213165
gene1788	-0.056839693	-0.089846617
gene1789	-0.187474667	-0.033518167
gene1790	0.22229066	0.032293403
gene1791	-0.036930086	-0.092164923
gene1792	0.093534665	-0.021118243
gene1793	-0.282521395	0.020329973
gene1794	-0.421157734	0.038861246
gene1795	-0.046833165	-0.0929989
gene1796	0	0.03997112
gene1797	0.841476807	0.053814198
gene1798	0.056718366	-0.169794565
gene1799	0	-0.058914425
gene1800	-0.118262882	-0.079210753
gene1801	-0.163456673	-0.033427165
gene1802	-0.167511511	0.137210521
gene1803	-0.052741462	-0.001831413
gene1804	0.412191385	0.152418796
gene1805	0.059482424	-0.027363905
gene1806	-0.044791289	-0.03666871
gene1807	-0.334601925	0.016482236
gene1808	0.144881856	-0.039940371
gene1809	0.404186409	0.049998084
gene1810	-0.025180191	0.162749949
gene1811	-0.266983117	-0.048005373
gene1812	0.099618911	-0.038933995
gene1813	0.35199482	-0.180278058
gene1814	0.185591598	0.091406555
gene1815	0.221800238	0.041571289
gene1816	0.144463991	-0.048527357
gene1817	-0.242328666	-0.102516858
gene1818	-0.042351194	0.201673485
gene1819	-0.006265168	-0.00236159
gene1820	-0.205124625	-0.175243699
gene1821	-0.288656656	-0.044394119
gene1822	0.010206071	-0.026699679
gene1823	0	-0.016158703
gene1824	0.737284739	-0.053710587
gene1825	0.156029575	-0.088414634
gene1826	0.087177433	-0.131444708
gene1827	-0.228432136	0.039474283
gene1828	0.034381324	0.072673881
gene1829	0.198239283	-0.048258463
gene1830	0	0.039342898
gene1831	-0.201190109	-0.037629676
gene1832	0.048514828	0.002367792
gene1833	0.112688193	0.041642274
gene1834	-0.035845486	0.065790994
gene1835	-0.259494924	0.038839742
gene1836	-0.094170461	0.104134467
gene1837	0.357117523	-0.009884897
gene1838	-0.120088365	-0.005146639
gene1839	-0.086115158	0.017362467
gene1840	-0.709182438	-0.041309035
gene1841	-0.090579714	-0.09979772
gene1842	0.16588361	-0.082853293
gene1843	0	0.117904029
gene1844	0.472875742	0.160168351
gene1845	-0.030322576	-0.109761283
gene1846	-0.052273724	0.174896959
gene1847	-0.006118196	-0.249953242
gene1848	0.244756424	0.002260924
gene1849	0.165273913	0.060643937
gene1850	0.135751709	-0.007659377
gene1851	-0.155796213	-0.097605881
gene1852	-0.49271759	-0.09592842
gene1853	0.119488578	-0.108240115
gene1854	-0.37057958	-0.119113313
gene1855	0.053018382	0.045686074
gene1856	-0.033866484	0.033982611
gene1857	-0.002108991	-0.024303613
gene1858	0.373910722	-0.064024126
gene1859	0.00719311	0.024192809
gene1860	0.004217461	-0.097864797
gene1861	-0.13658825	-0.02100179
gene1862	0.154224578	-0.118659026
gene1863	0.236903841	-0.215393042
gene1864	0.625307477	-0.036525876
gene1865	0.058584962	0.056857422
gene1866	0.086080475	0.020342269
gene1867	0.521478678	0.139761535
gene1868	-0.049203998	-0.045171385
gene1869	0.093671581	0.092159656
gene1870	0.044739614	0.015690444
gene1871	0.029603423	0.107166115
gene1872	-0.296535203	-0.192354089
gene1873	0.112058507	0.236914244
gene1874	0.109788146	-0.039021177
gene1875	-0.143563887	0.123139241
gene1876	0.260296391	0.063828981
gene1877	0.0294596	0.028680718
gene1878	-0.085983075	0.181994023
gene1879	-0.383141689	-0.115851331
gene1880	-0.190805717	-0.047434003
gene1881	0.11353612	0.031481503
gene1882	-0.235880729	-0.021938926
gene1883	-0.016971632	-0.004796198
gene1884	0.113784509	-0.028607561
gene1885	0	0.101502203
gene1886	0.266852745	-0.080545594
gene1887	-0.068105331	0.017827784
gene1888	-0.173945414	0.092206434
gene1889	0.107538511	0.017067742
gene1890	-0.223201004	-0.035919574
gene1891	-0.33088112	0.020902404
gene1892	0.637429921	-0.247360751
gene1893	0	-0.247360751
gene1894	-0.229980125	0.02618576
gene1895	-0.033348747	-0.034447708
gene1896	0.203758859	0.12443122
gene1897	-0.022176791	-0.127954615
gene1898	-0.058418691	-0.065665752
gene1899	0.102207177	-0.051385386
gene1900	-0.078313672	-0.049897868
gene1901	-0.003465186	-0.113075514
gene1902	0.131053865	0.131674253
gene1903	-0.142284494	0.086995723
gene1904	-0.102307302	-0.111532273
gene1905	0.268935007	-0.023280407
gene1906	0.025266759	0.089136645
gene1907	0.003558368	0.083171014
gene1908	-0.069823121	-0.049408593
gene1909	0.231133754	0.042662226
gene1910	-0.204105205	-0.237302815
gene1911	0.212506847	0.019998073
gene1912	0.790624287	-0.086404551
gene1913	0.398163681	0.011793213
gene1914	0	0.029676736
gene1915	0.119976883	0.002397699
gene1916	-0.053381096	-0.117092667
gene1917	-0.139920539	-0.09934781
gene1918	-0.146118021	0.064375659
gene1919	0.248696511	0.041557076
gene1920	-0.227068909	-0.019030801
gene1921	-0.138008429	0.221853851
gene1922	-0.557264512	0.103177695
gene1923	-0.147708306	0.037498177
gene1924	-0.474070103	0.038767559
gene1925	0.075884405	0.05969991
gene1926	-0.056944863	0.02566126
gene1927	-0.025774268	0.060586153
gene1928	-0.021041362	0.022221205
gene1929	0.133327711	0.052304357
gene1930	0.098516913	-0.023984641
gene1931	-0.323207298	-0.063080907
gene1932	-0.019602659	0.023284802
gene1933	-0.267727771	-0.016781133
gene1934	0.497263288	0.013274166
gene1935	-0.012322487	0.165657648
gene1936	-0.07188239	-0.079910765
gene1937	0.113589678	0.072137512
gene1938	0.124216122	-0.175238801
gene1939	0.125205264	-0.105990696
gene1940	0.091226996	0.005801731
gene1941	-0.476697623	-0.063476211
gene1942	-0.095157233	0.091243046
gene1943	0.465888405	-0.000974136
gene1944	-0.098419883	0.117187585
gene1945	0.08182688	0.054947073
gene1946	0.411490177	-0.054692709
gene1947	-0.16302336	0.008616156
gene1948	0	0.090441615
gene1949	0.551033955	-0.013939191
gene1950	-0.072191388	0.003836957
gene1951	-0.079041258	-0.134977252
gene1952	-0.063750681	0.042346291
gene1953	-0.05026039	-0.115186347
gene1954	0.18604091	0.08648556
gene1955	-0.185174694	0.049208655
gene1956	0.209965362	-0.03220321
gene1957	-0.098590375	0.079502351
gene1958	-0.387323497	0.261380887
gene1959	-0.039888401	-0.071395297
gene1960	0.228744419	-0.16552499
gene1961	-0.194878929	-0.056440694
gene1962	-0.192294413	-0.061517794
gene1963	-0.018677436	0.006688445
gene1964	0	-0.186547222
gene1965	0.066637193	0.098021033
gene1966	0.097241307	0.254904291
gene1967	0.118064575	0.058160092
gene1968	0.325125151	-0.176281632
gene1969	0.292520289	-0.008796948
gene1970	0.301198777	0.084960334
gene1971	-0.082915611	0.107680304
gene1972	0.195023124	0.145796731
gene1973	0.102361718	0.080634462
gene1974	0.416697734	0.080634462
gene1975	0.08575223	-0.042560462
gene1976	0.108997096	-0.12951854
gene1977	-0.136880419	-0.099195054
gene1978	0.229816563	-0.086786589
gene1979	0.156612189	-0.173914307
gene1980	0.698262065	-0.034351505
gene1981	0.182986799	0.065295775
gene1982	-0.097351126	0.091500967
gene1983	-0.224145392	0.091500967
gene1984	0.081270736	0.05924451
gene1985	-0.013370763	-0.225968261
gene1986	0.56419556	0.11038235
gene1987	-0.146455784	-0.079407472
gene1988	0.211549779	-0.021990589
gene1989	-0.091460764	0.067892811
gene1990	-0.295895854	-0.106331235
gene1991	0	0.050911189
gene1992	-0.049577923	0.00409381
gene1993	0.124929383	-0.071030352
gene1994	-0.040102579	0.036770262
gene1995	-0.11383961	-0.01889349
gene1996	-0.002729793	0.088837759
gene1997	-0.072680262	0.06076358
gene1998	0.267486276	-0.022650285
gene1999	-0.718419191	-0.023870416
gene2000	-0.188072348	-0.081634085
gene2001	0.417810502	0.015853951
gene2002	-0.201362667	-0.040493826
gene2003	-0.525111891	-0.137818655
gene2004	0.286870101	-0.051652148
gene2005	-0.093921765	-0.039372013
gene2006	0	0.079385563
gene2007	-0.202231839	0.028233681
gene2008	-0.0381233	0.031055936
gene2009	-0.07209571	-0.071848283
gene2010	0.258058396	0.183438787
gene2011	0.02116461	0.034714716
gene2012	0.295984828	0.187553541
gene2013	0	-0.132649908
gene2014	0	-0.066649035
gene2015	-0.072189322	-0.164105837
gene2016	-0.156181878	-0.017439109
gene2017	0.494986816	0.007708095
gene2018	-0.248074831	-0.037411599
gene2019	-0.097246635	-0.02558541
gene2020	0.528378972	0.074809691
gene2021	0.222710932	0.055778365
gene2022	-0.242521852	0.093312472
gene2023	0.575213446	-0.000413202
gene2024	0.983370911	-0.010489548
gene2025	-0.072070589	-0.038819249
gene2026	0	-0.062747032
gene2027	0	0.054101673
gene2028	0.235260904	0.219251595
gene2029	0.057376613	-0.092092804
gene2030	0	0.014098765
gene2031	-0.289797395	-0.036164434
gene2032	0.139332421	-0.007092106
gene2033	-0.263898381	0.036549304
gene2034	0.284177839	-0.001777813
gene2035	0.127583762	0.038173353
gene2036	0	-0.109808467
gene2037	0.218969331	0.020858605
gene2038	0.16562922	-0.161015845
gene2039	-0.342640804	-0.028738106
gene2040	-0.102273518	0.053719414
gene2041	0.006432301	-0.058914073
gene2042	-0.489584453	-0.030982473
gene2043	-0.31569407	0.004208156
gene2044	0	0.070286016
gene2045	0.095170063	-0.083936134
gene2046	-0.140730769	0.045442971
gene2047	-0.066123892	-0.038668447
gene2048	0.03788476	-0.015706405
gene2049	-0.121825993	-0.054485519
gene2050	-0.363386141	0.029904303
gene2051	-0.15034544	0.007580681
gene2052	0.05715096	-0.033925157
gene2053	0	0.020486456
gene2054	-0.156507104	-0.08618729
gene2055	-0.455105174	-0.022650285
gene2056	-0.111126588	-0.000527976
gene2057	-0.32106858	-0.000527976
gene2058	-0.414380602	-0.001866962
gene2059	-0.251793517	0.052034828
gene2060	0.114644314	0.248332233
gene2061	-0.028078343	-0.05064367
gene2062	-0.27332569	-0.08582229
gene2063	0.487618722	-0.138842186
gene2064	-0.242375505	-0.172861698
gene2065	-0.105699879	0.156167811
gene2066	0.309262991	0.191809943
gene2067	0.611132643	0.118191871
gene2068	0.056894619	0.043790024
gene2069	-0.041771165	0.054947073
gene2070	-0.076243637	0.004086314
gene2071	0	0.004086314
gene2072	-0.02397673	0.1300366
gene2073	0.109333501	0.168435383
gene2074	0.170850626	0.07340323
gene2075	0.013351786	0.030944984
gene2076	0.089046875	-0.093446129
gene2077	0.178895155	-0.100517433
gene2078	0.008037319	-0.019371667
gene2079	-0.144882166	-0.125750735
gene2080	0.158046013	-0.174675021
gene2081	0.138052703	-0.012282685
gene2082	-0.142697924	-0.012282685
gene2083	-0.265441707	-0.006385635
gene2084	-0.011896849	-0.016172814
gene2085	-0.825172357	0.158737927
gene2086	0.135776779	0.085712545
gene2087	-0.012955655	0.154991975
gene2088	-0.065470074	-0.037450077
gene2089	0.227781749	0.028765584
gene2090	0.001864464	-0.090364028
gene2091	-0.182875297	-0.033329404
gene2092	0.809431161	0.019251871
gene2093	-0.044086366	-0.017476563
gene2094	0.481869008	0.115703221
gene2095	0.568306866	0.052520483
gene2096	0.23265219	0.005878562
gene2097	0.357490162	-0.096457503
gene2098	0.102030642	0.157945676
gene2099	0.426209261	0.073044191
gene2100	0.326016643	-0.022128448
gene2101	0.559083869	0.259169967
gene2102	-0.614825647	-0.109143486
gene2103	-0.21654314	0.001441014
gene2104	-0.106410243	-0.088227183
gene2105	0.201895773	-0.219992179
gene2106	0.224913614	0.079283595
gene2107	0.023275645	0.059820086
gene2108	-0.247256312	0.128858007
gene2109	-0.220176669	-0.097687997
gene2110	0.215012891	-0.02695697
gene2111	0.01597993	-0.02695697
gene2112	-0.401832808	-0.02695697
gene2113	0.254090843	0.026328784
gene2114	-0.338031403	-0.057793736
gene2115	-0.024313131	0.022727858
gene2116	0.187437902	-0.057320412
gene2117	0	0.035349564
gene2118	-0.294361761	-0.048861813
gene2119	-0.144591066	-0.084934343
gene2120	-0.221616675	-0.195550809
gene2121	0	-0.032729941
gene2122	-0.11276793	-0.013934205
gene2123	0.165398618	0.066895005
gene2124	0	-0.139409959
gene2125	0.029724068	-0.139409959
gene2126	0	0.018229663
gene2127	-0.152751978	0.13378181
gene2128	0.151299366	-0.086501132
gene2129	-0.066048622	-0.0013677
gene2130	-0.045401334	-0.152309459
gene2131	0.066869849	0.006378913
gene2132	-0.144434108	0.114785301
gene2133	-0.372335211	0.029627164
gene2134	0.108882963	0.029627164
gene2135	0.678525756	0.137113131
gene2136	-0.092468765	0.222480083
gene2137	0.040381085	-0.005274942
gene2138	0.749929127	0.052553007
gene2139	0.076943455	-0.036788878
gene2140	-0.011128211	0.122381019
gene2141	-0.121808073	0.060961091
gene2142	-0.008838266	0.089522096
gene2143	-0.218631483	-0.026717338
gene2144	-0.190829105	-0.005705435
gene2145	-0.02763044	0.009781021
gene2146	0.354316487	-0.100654002
gene2147	-0.049567458	-0.01198029
gene2148	0.149305074	0.013047406
gene2149	-0.073509427	0.053723576
gene2150	-0.280873515	-0.106440839
gene2151	-0.103841003	0.090937942
gene2152	0.22008046	0.05621601
gene2153	-0.284296182	0.088172144
gene2154	-0.035346685	0.018018704
gene2155	0.105020427	-0.054847297
gene2156	-0.076616789	0.065304501
gene2157	0.042914776	0.032044253
gene2158	-0.307922818	-0.036260117
gene2159	0	0.029716705
gene2160	-0.027786097	-0.178655486
gene2161	-0.156938171	0.216937991
gene2162	-0.271922949	0.059509906
gene2163	-0.723175887	-0.010675608
gene2164	0.257005947	0.004918842
gene2165	-0.167599078	-0.052651557
gene2166	0.074428339	0.009774394
gene2167	0.781925735	-0.059135124
gene2168	-0.198964674	-0.077173154
gene2169	-0.037024671	-0.04455171
gene2170	0.09068851	-0.007111891
gene2171	-0.94596016	0.136728335
gene2172	-0.018799089	0.004347107
gene2173	0.037546781	-0.018950294
gene2174	-0.049522454	-0.119789947
gene2175	0.10479619	0.028997819
gene2176	-0.336934685	0.028997819
gene2177	0.09273693	-0.119945152
gene2178	0.193423674	0.000457926
gene2179	-0.039825075	-0.033034779
gene2180	0.106955663	-0.12532265
gene2181	-0.246130857	-0.07058806
gene2182	-0.781894937	-0.093636428
gene2183	-0.150135181	-0.093636428
gene2184	-0.045976739	-0.06749357
gene2185	0	-0.059630196
gene2186	-0.278232359	0.001473391
gene2187	-0.132184489	-0.050541609
gene2188	0.154889062	-0.063286245
gene2189	0.113660431	-0.108240115
gene2190	-0.013771369	-0.136538833
gene2191	0	0.090441615
gene2192	0.580700474	-0.06009187
gene2193	-0.261135587	-0.06009187
gene2194	0.777761049	-0.024911697
gene2195	0.557732173	-0.051753423
gene2196	-0.204091605	-0.128279497
gene2197	0.301546595	0.093458176
gene2198	0.005367308	0.081557826
gene2199	-0.11642538	0.094804366
gene2200	0.112760761	-0.006194902
gene2201	-0.122897868	-0.191797182
gene2202	-0.072770737	-0.08986812
gene2203	0.177405035	-0.040946222
gene2204	0.241084265	0.049737152
gene2205	-0.14345391	-0.017817386
gene2206	0.501922201	0.114392836
gene2207	-0.221389644	0.058840304
gene2208	0.095987709	-0.029330921
gene2209	-0.085673291	-0.166510337
gene2210	-0.108643769	-0.038838079
gene2211	0.144905462	-0.08777765
gene2212	-0.816831049	0.061421975
gene2213	-0.041735271	-0.073443346
gene2214	0.143067395	0.044434736
gene2215	0.186820953	-0.018739683
gene2216	0.44608789	-0.116694499
gene2217	-0.068354343	0.189231311
gene2218	-0.280864824	0.187788805
gene2219	-0.546205748	-0.196320736
gene2220	0.02477416	0.203559309
gene2221	-0.302641222	0.006749463
gene2222	-0.144080208	-0.00904514
gene2223	-0.145258578	-0.012776719
gene2224	0	0.135039484
gene2225	0.104238349	-0.04050928
gene2226	-0.03087832	0.028372498
gene2227	0.09533536	0.005088877
gene2228	0.125649794	0.0797805
gene2229	0.249937616	0.016948827
gene2230	-0.125029023	-0.058475889
gene2231	-0.075121652	0.064949796
gene2232	0.001144883	0.080042501
gene2233	0.079838183	-0.215792707
gene2234	-0.003481409	-0.002705223
gene2235	-0.380094249	-0.109678459
gene2236	-0.041978908	0.091786438
gene2237	0.168474798	0.101407116
gene2238	-0.074255804	0.048940328
gene2239	-0.155265408	-0.031098557
gene2240	0.180527778	-0.0454382
gene2241	0.060804767	0.045884628
gene2242	-0.08543887	-0.071170263
gene2243	-0.08543887	-0.071170263
gene2244	-0.296891988	0.05795147
gene2245	0.19117565	-0.059539386
gene2246	0.050759937	-0.015380193
gene2247	-0.375481344	0.094936936
gene2248	0.1644968	-0.083696095
gene2249	0.578978397	-0.049762263
gene2250	0	0.006791624
gene2251	0	0.036752547
gene2252	-0.201524732	0.102016538
gene2253	-0.008767711	0.023433569
gene2254	0.117371143	-0.014294335
gene2255	-0.00803269	0.015895051
gene2256	-0.035736708	0.07328667
gene2257	0.045105964	-0.036899583
gene2258	-0.24482313	-0.087744381
gene2259	0.177746202	-0.029535111
gene2260	0.700785398	0.065383614
gene2261	0.166771163	0.032490549
gene2262	0.276124405	0.187162114
gene2263	-0.065395612	0.153773066
gene2264	0.001043038	-0.079341497
gene2265	0.246413651	-0.127798483
gene2266	0.48587939	-0.130658191
gene2267	-0.143409923	-0.076288321
gene2268	0.035242658	-0.057688236
gene2269	0	0.00050612
gene2270	-0.170449684	-0.053961946
gene2271	0.039975009	-0.008625247
gene2272	0.304023632	0.182334169
gene2273	0.311064668	0.059216043
gene2274	0.123707621	0.025958523
gene2275	0.426913217	-0.01950873
gene2276	-0.015732717	0.022026306
gene2277	0.041938212	0.071603645
gene2278	0.2546938	-0.014846266
gene2279	-0.309924538	-0.040913193
gene2280	0.074649046	-0.091533549
gene2281	0.019363905	0.049624292
gene2282	0	-0.090662308
gene2283	-0.180927336	-0.124185353
gene2284	0.094192887	-0.083125316
gene2285	-0.191070383	-0.159276894
gene2286	-0.12898215	-0.020944014
gene2287	-0.376327376	-0.041303417
gene2288	-0.301130771	0.053157936
gene2289	0.713168714	0.051844194
gene2290	0.026631639	0.035489875
gene2291	-0.199210314	-0.139338625
gene2292	0.021348587	0.062447698
gene2293	0.024335785	-0.189220507
gene2294	0.382874176	0.031194622
gene2295	-0.079940516	0.160649344
gene2296	-0.019099056	-0.039586997
gene2297	-0.214642922	-0.006267357
gene2298	-0.077764164	0.025701311
gene2299	0.292207913	0.046027378
gene2300	0.55987152	0.039654709
gene2301	0.255513136	0.030301426
gene2302	0.135314042	0.022317352
gene2303	0.139403057	0.025691
gene2304	0.107882593	0.222767235
gene2305	0.067424464	0.046481375
gene2306	-0.579379309	-0.060859906
gene2307	0.04465983	0.099281879
gene2308	0.133039689	0.189052826
gene2309	-0.076382392	0.019971707
gene2310	-0.16653296	-0.080967914
gene2311	0.050424891	-0.025198478
gene2312	-0.01496585	0.047178306
gene2313	-0.202862779	0.096887311
gene2314	0.279586243	-0.105321594
gene2315	0.475450705	0.012452439
gene2316	-0.04834548	0.009915469
gene2317	0.392498677	0.209438398
gene2318	-0.089575542	-0.148714754
gene2319	-0.173646403	0.205288418
gene2320	-0.35585489	0.225164655
gene2321	-0.017053175	0.019322097
gene2322	-0.11975585	-0.059458234
gene2323	0	-0.058397767
gene2324	0.038103153	0.11128533
gene2325	0	0.054132388
gene2326	0.218295475	-0.061996436
gene2327	0.050395383	-0.013389377
gene2328	0	-0.013889983
gene2329	0.100334437	-0.087822253
gene2330	0.008523104	0.088029487
gene2331	0.067625747	-0.001022825
gene2332	-0.373043411	-0.102501352
gene2333	-0.394167488	0.013136997
gene2334	0.514240793	-0.008340719
gene2335	0.42383287	-0.056733135
gene2336	-0.372307994	-0.0908509
gene2337	0.101257318	-0.121665943
gene2338	-0.114914813	-0.060285755
gene2339	-0.296775888	-0.173105484
gene2340	-0.039556961	-0.035257982
gene2341	0.761660121	0.030434675
gene2342	0.666412314	-0.030211932
gene2343	-0.114321412	0.032071691
gene2344	0.170392271	-0.02148215
gene2345	0.176454646	-0.102511326
gene2346	0.077214458	-0.029361123
gene2347	0.093201977	0.159420565
gene2348	-0.357646982	0.088092823
gene2349	-0.476991915	0.008372038
gene2350	-0.213567793	-0.157243098
gene2351	-0.060455426	0.159681663
gene2352	0.046538888	-0.168016196
gene2353	-0.074631569	0.04023112
gene2354	0	0.064890722
gene2355	-0.008654465	0.053105669
gene2356	-0.132378159	0.154412703
gene2357	-0.166934959	0.055650651
gene2358	-0.284700131	-0.025995209
gene2359	-0.096196873	-0.103828588
gene2360	0.150650989	0.066204089
gene2361	0.210922683	-0.120537893
gene2362	-0.130389704	0.109650829
gene2363	0.113892608	0.216900618
gene2364	0	0.216900618
gene2365	0.081862937	0.064130337
gene2366	0.245076773	-0.023537082
gene2367	0.335748589	0.107963852
gene2368	0.214171915	-0.111741737
gene2369	0.017275077	0.135417389
gene2370	0	0.002754988
gene2371	0.242844648	0.002089349
gene2372	0.153307626	0.069060947
gene2373	-0.378511623	-0.036418656
gene2374	0	-0.06754471
gene2375	0.17766091	-0.076325634
gene2376	-0.079738959	0.074872535
gene2377	0.133744337	-0.03900699
gene2378	0.239187664	-0.025671408
gene2379	-0.282756778	-0.187983319
gene2380	-0.055339335	-0.049931746
gene2381	-0.137079832	-0.219636151
gene2382	0.355094959	-0.047421519
gene2383	-0.01581559	-0.109031585
gene2384	0.464281018	0.138372552
gene2385	-0.102255868	-0.018575729
gene2386	0.743063376	0.017784572
gene2387	0.746876266	0.16014788
gene2388	0.139940999	0.116221834
gene2389	-0.211959505	-0.042623338
gene2390	0.90538816	0.104569455
gene2391	-0.000463467	-0.056467963
gene2392	0.201408458	-0.084582744
gene2393	-0.280315194	-0.058067191
gene2394	-0.223840547	0.007476412
gene2395	0.036910008	-0.05683777
gene2396	0.135193979	0.012628632
gene2397	-0.230230516	0.053695008
gene2398	0.000309802	-0.062382365
gene2399	0.040759329	0.056583528
gene2400	-0.784448251	-0.012547274
gene2401	0.135959709	0.164879051
gene2402	0.10086032	-0.126348783
gene2403	-0.134691521	0.151298431
gene2404	0.38506898	0.111265576
gene2405	0.025246193	-0.051530301
gene2406	0.047626836	-0.08168836
gene2407	0.237551358	0.016897069
gene2408	0	0.016897069
gene2409	0.193060754	-0.048455851
gene2410	-0.514405213	-0.048120733
gene2411	0.299560282	-0.033256816
gene2412	0.090284411	-0.033256816
gene2413	0.012019538	-0.090589575
gene2414	0.02849544	-0.168967672
gene2415	-0.002799652	-0.108295808
gene2416	-0.27118342	-0.070510486
gene2417	0.571415969	0.222319205
gene2418	-0.152104617	-0.0175124
gene2419	0.213185402	0.252960265
gene2420	0	0.003869114
gene2421	-0.116562685	0.055927268
gene2422	-0.108710977	0.017513964
gene2423	0.049315861	-0.173631154
gene2424	-0.013296823	0.124447371
gene2425	0.044996888	0.114742086
gene2426	0	-0.136520761
gene2427	0.184129209	-0.056603177
gene2428	0	-0.047498227
