,TPM_BALB_notx_rep1,TPM_BALB_notx_rep2,TPM_BALB_KLA_rep1,TPM_BALB_KLA_rep2,TPM_C57_notx_rep1,TPM_C57_notx_rep2,TPM_C57_KLA_rep1,TPM_C57_KLA_rep2,TPM_NOD_notx_rep1,TPM_NOD_notx_rep2,TPM_NOD_KLA_rep1,TPM_NOD_KLA_rep2,TPM_PWK_notx_rep1,TPM_PWK_notx_rep2,TPM_PWK_KLA_rep1,TPM_PWK_KLA_rep2,TPM_SPRET_notx_rep1,TPM_SPRET_notx_rep2,TPM_SPRET_KLA_rep1,TPM_SPRET_KLA_rep2
NM_008562,1538.876,1560.307,2290.213,1905.397,1299.422,1384.546,2286.877,2064.103,940.766,853.463,1358.435,1363.478,1340.114,936.516,1721.811,1088.847,1026.125,1195.196,1048.901,1144.425
NM_009883,839.226,704.127,2422.256,1095.544,875.822,807.461,3089.131,1311.099,933.371,1062.234,1640.093,2155.671,1943.439,1905.814,2777.409,2225.203,1202.929,1139.88,2114.293,1325.857
NM_008416,500.053,448.011,5702.492,3961.175,457.844,454.725,5866.472,3931.464,480.283,574.118,2196.614,2880.601,598.228,417.334,2794.073,2080.909,984.957,773.575,4999.065,4047.822
NM_026353,297.244,367.642,249.89,313.599,353.276,391.19,277.997,310.79,363.596,313.834,308.475,257.846,275.551,395.994,204.116,312.546,375.831,339.742,282.204,262.284
NM_010591,442.702,333.782,510.528,1067.037,448.36,291.76,534.645,838.572,348.144,367.112,397.451,411.669,545.241,263.875,796.619,1125.655,197.318,121.884,555.011,650.817
NM_170777,348.164,285.701,276.328,266.537,376.967,353.111,290.145,282.895,351.625,387.089,256.038,318.153,353.01,383.03,271.42,321.99,385.698,394.834,299.358,311.578
NM_001009935,382.553,340.767,71.107,43.202,365.165,361.685,52.73,38.771,453.997,460.798,95.369,115.514,86.481,57.366,24.223,19.635,441.669,458.064,129.815,108.675
NM_011803,288.914,418.48,864.252,1284.343,293.502,417.406,733.988,1273.764,331.576,322.258,859.912,781.005,320.956,379.091,816.673,925.628,281.104,341.582,563.301,817.063
NM_011408,274.432,260.553,1151.737,830.395,310.937,350.484,1173.337,986.96,649.501,698.482,1012.732,976.431,399.181,609.342,1305.32,1097.366,411.763,399.52,1153.642,974.472
NM_010907,216.598,287.141,5338.574,5624.608,248.8,410.689,5285.827,5623.25,512.56,434.292,2963.494,3090.475,338.363,446.069,5361.495,3755.792,500.292,604.502,4785.915,4911.137
