TCGA-2V-A95S-01A-11R-A37K-07	TCGA-2Y-A9GS-01A-12R-A38B-07	TCGA-2Y-A9GT-01A-11R-A38B-07	TCGA-2Y-A9GU-01A-11R-A38B-07
ENSG00000259072.2	3	0	5	2
ENSG00000259073.1	0	0	0	0
ENSG00000259074.1	0	0	0	0
ENSG00000259075.6	4	1	4	2
ENSG00000259076.1	0	0	0	0
ENSG00000259077.1	0	0	0	0
ENSG00000259078.2	2	1	4	0
ENSG00000259079.1	0	0	0	0
ENSG00000259080.1	0	0	0	0
ENSG00000259081.1	8	3	3	0
ENSG00000259082.1	0	0	0	0
ENSG00000259083.1	2	0	1	3
ENSG00000259084.6	0	0	0	0
ENSG00000259086.3	1	0	0	0
ENSG00000259087.5	2	4	0	0
ENSG00000259088.1	11	8	9	1
ENSG00000259089.2	0	0	0	0
ENSG00000259090.1	1	0	0	0
ENSG00000259091.1	0	1	0	1
ENSG00000259092.1	13	39	1	0
ENSG00000259093.2	0	1	1	0
ENSG00000259094.1	0	0	0	0
ENSG00000259095.1	0	0	0	0
ENSG00000259096.1	0	2	0	1
ENSG00000259097.2	0	0	0	0
ENSG00000259098.1	1	5	3	30
ENSG00000259099.2	1	0	0	1
ENSG00000259100.1	3	9	3	4
ENSG00000259102.2	1	0	0	1
ENSG00000259103.2	0	0	0	0
ENSG00000259104.2	0	0	0	0
ENSG00000259105.1	0	0	0	0
ENSG00000259106.1	0	0	0	2
ENSG00000259107.2	0	0	0	0
ENSG00000259108.3	1	1310	91	30
ENSG00000259109.1	0	0	0	0
ENSG00000259110.1	0	0	0	0
ENSG00000259111.1	0	0	0	0
ENSG00000259112.2	0	0	0	0
ENSG00000259113.1	0	1	0	0
ENSG00000259115.1	0	0	0	0
ENSG00000259116.2	1	1	2	7
ENSG00000259117.1	0	0	0	0
ENSG00000259118.5	2	0	2	2
ENSG00000259119.1	0	0	0	0
ENSG00000259120.3	129	125	42	168
ENSG00000259121.2	0	0	0	0
ENSG00000259122.2	0	0	0	0
ENSG00000259123.1	0	0	0	0
ENSG00000259124.1	9	7	2	4
ENSG00000259125.1	1	2	1	1
ENSG00000259126.1	0	1	3	0
ENSG00000259129.6	1	207	0	0
ENSG00000259130.2	0	0	0	0
ENSG00000259132.1	0	0	0	0
ENSG00000259133.5	0	0	0	0
ENSG00000259134.7	24	46	74	29
ENSG00000259135.1	0	0	2	0
ENSG00000259136.1	0	0	0	0
ENSG00000259137.1	5	2	0	2
ENSG00000259138.1	2	3	1	3
ENSG00000259140.2	0	0	0	0
ENSG00000259142.1	0	0	0	0
ENSG00000259143.1	0	0	0	0
ENSG00000259144.2	1	0	0	0
ENSG00000259146.4	51	115	34	34
ENSG00000259148.1	0	0	0	0
ENSG00000259149.1	0	0	0	0
ENSG00000259150.6	0	0	0	0
ENSG00000259151.2	2	2	2	1
ENSG00000259152.1	0	0	0	0
ENSG00000259153.2	48	64	6	5
ENSG00000259154.1	0	0	0	0
ENSG00000259155.2	1	1	1	2
ENSG00000259156.7	0	5	0	0
ENSG00000259157.1	0	0	0	0
ENSG00000259158.4	7	11	13	4
ENSG00000259160.1	0	0	0	0
ENSG00000259161.2	0	0	0	0
ENSG00000259162.1	2	0	0	0
ENSG00000259163.2	1	1	0	1
ENSG00000259164.1	0	0	0	0
ENSG00000259165.1	1	1	1	1
ENSG00000259166.1	0	1	0	4
ENSG00000259167.2	0	0	0	0
ENSG00000259168.1	0	0	1	0
ENSG00000259169.1	4	0	0	0
ENSG00000259170.1	0	0	0	0
ENSG00000259171.1	0	0	0	0
ENSG00000259172.1	9	6	14	10
ENSG00000259173.2	0	0	0	0
ENSG00000259175.1	0	0	0	0
ENSG00000259177.1	0	0	0	0
ENSG00000259178.1	0	4	5	0
ENSG00000259179.1	0	0	0	0
ENSG00000259180.1	0	0	0	0
ENSG00000259181.1	0	0	0	0
ENSG00000259182.5	2	2	3	1
ENSG00000259183.1	0	0	0	0
ENSG00000259185.1	0	0	0	0
ENSG00000259186.1	0	1	0	0
ENSG00000259187.1	0	0	0	0
ENSG00000259188.6	0	0	1	0
ENSG00000259191.2	0	0	0	0
ENSG00000259192.1	0	1	1	1
ENSG00000259194.1	0	1	0	1
ENSG00000259195.1	0	0	0	0
ENSG00000259196.1	1	0	0	0
ENSG00000259198.1	1	0	0	0
ENSG00000259199.2	0	1	0	0
ENSG00000259200.2	0	0	3	0
ENSG00000259201.1	0	1	1	0
ENSG00000259202.1	0	0	0	0
ENSG00000259203.2	394	647	516	918
ENSG00000259204.1	0	0	0	0
ENSG00000259205.2	2	10	13	11
ENSG00000259207.9	24	392	202	165
ENSG00000259208.2	0	0	0	0
ENSG00000259209.3	5	5	2	0
ENSG00000259211.1	2	2	0	1
ENSG00000259212.1	1	7	7	0
ENSG00000259213.1	0	0	0	0
ENSG00000259214.1	0	0	0	0
ENSG00000259215.1	5	1	5	1
ENSG00000259216.2	0	3	1	0
ENSG00000259217.2	0	0	0	0
ENSG00000259218.6	0	1	0	0
ENSG00000259219.1	0	3	3	11
ENSG00000259221.5	0	0	0	0
ENSG00000259222.2	0	0	0	0
ENSG00000259223.2	0	0	0	0
ENSG00000259224.2	2	0	1	1
ENSG00000259225.7	5	7	2	0
ENSG00000259227.2	0	0	0	0
ENSG00000259228.1	0	5	1	1
ENSG00000259229.2	0	0	0	0
ENSG00000259230.1	2	7	0	4
ENSG00000259231.2	0	0	0	0
ENSG00000259232.2	0	0	0	0
ENSG00000259234.6	0	0	0	0
ENSG00000259235.2	8	0	0	0
ENSG00000259236.1	2	3	3	0
ENSG00000259237.1	29	43	1	19
ENSG00000259238.1	10	0	2	3
ENSG00000259239.1	0	0	0	0
ENSG00000259240.1	0	1	1	4
ENSG00000259241.1	0	0	0	0
ENSG00000259242.2	0	0	1	0
ENSG00000259244.1	0	0	3	0
ENSG00000259245.2	3	2	0	0
ENSG00000259246.4	2	13	18	4
ENSG00000259247.1	0	3	0	0
ENSG00000259248.7	15	26	15	34
ENSG00000259250.1	118	63	41	28
ENSG00000259251.2	18	3	0	1
ENSG00000259252.1	0	1	0	0
ENSG00000259254.1	1	1	0	0
ENSG00000259255.1	0	0	0	0
ENSG00000259256.2	0	0	0	0
ENSG00000259257.1	1	1	0	0
ENSG00000259258.1	0	0	0	0
ENSG00000259259.1	0	0	0	0
ENSG00000259261.2	1	0	0	0
ENSG00000259262.1	2	0	0	4
ENSG00000259265.1	0	5	0	0
ENSG00000259266.1	0	0	0	0
ENSG00000259267.3	0	0	0	0
ENSG00000259268.2	1	5	1	0
ENSG00000259269.2	0	0	0	0
ENSG00000259270.1	0	0	0	0
ENSG00000259271.1	0	0	0	0
ENSG00000259273.1	0	0	0	0
ENSG00000259274.1	1	1	0	0
ENSG00000259275.4	67	71	28	3
ENSG00000259276.1	0	0	0	0
ENSG00000259277.1	0	0	0	0
ENSG00000259278.2	1	0	1	5
ENSG00000259280.1	8	5	0	0
ENSG00000259281.1	0	0	0	0
ENSG00000259282.5	0	0	0	0
ENSG00000259283.2	0	0	0	0
ENSG00000259284.2	0	0	0	0
ENSG00000259285.1	0	0	0	1
ENSG00000259286.3	0	0	1	3
ENSG00000259287.2	4	4	0	1
ENSG00000259288.7	0	0	0	0
ENSG00000259289.2	0	0	0	0
ENSG00000259290.1	0	0	0	0
ENSG00000259291.2	94	246	636	1953
ENSG00000259293.1	0	16	3	1
ENSG00000259294.1	0	0	0	0
ENSG00000259295.6	7	19	5	1
ENSG00000259296.1	0	1	0	0
ENSG00000259299.1	0	0	0	0
ENSG00000259300.2	0	0	0	0
ENSG00000259301.2	1	0	0	0
ENSG00000259302.1	0	0	0	0
ENSG00000259303.5	0	0	0	0
ENSG00000259304.1	0	0	0	0
ENSG00000259305.6	13	3	3	1
ENSG00000259306.2	0	1	0	1
ENSG00000259307.1	0	0	0	0
ENSG00000259308.3	0	0	0	0
ENSG00000259309.2	0	0	0	11
ENSG00000259312.1	0	0	0	0
ENSG00000259314.1	1	2	3	1
ENSG00000259315.1	18	13	6	0
ENSG00000259316.12	0	0	0	0
ENSG00000259317.1	0	0	0	0
ENSG00000259318.1	0	3	5	3
ENSG00000259319.1	19	151	47	90
ENSG00000259320.2	0	0	0	0
ENSG00000259321.1	22	7	12	2
ENSG00000259322.1	0	2	0	0
ENSG00000259324.2	0	0	0	0
ENSG00000259326.1	4	3	4	2
ENSG00000259327.1	0	0	0	0
ENSG00000259330.3	393	637	261	267
ENSG00000259331.1	0	0	0	0
ENSG00000259332.3	0	0	0	0
ENSG00000259333.1	0	0	0	0
ENSG00000259334.1	0	0	0	1
ENSG00000259335.1	0	1	0	0
ENSG00000259336.1	0	1	0	0
ENSG00000259337.4	5	0	1	0
ENSG00000259338.1	3	0	1	1
ENSG00000259339.2	0	0	0	0
ENSG00000259340.2	0	0	0	0
ENSG00000259341.2	208	22	5	20
ENSG00000259342.1	1	0	0	1
ENSG00000259343.7	28	176	112	76
ENSG00000259345.7	25	5	2	30
ENSG00000259346.2	0	1	0	0
ENSG00000259347.7	232	1166	741	1858
ENSG00000259349.2	13	18	3	6
ENSG00000259350.2	0	0	0	0
ENSG00000259351.1	3	5	0	5
ENSG00000259352.1	0	0	0	0
ENSG00000259353.1	39	34	0	1
ENSG00000259354.5	0	2	2	2
ENSG00000259356.1	0	0	0	0
ENSG00000259357.2	0	0	0	0
ENSG00000259358.1	0	0	0	0
ENSG00000259359.2	4	41	79	1
ENSG00000259360.1	0	0	0	0
ENSG00000259361.7	1	0	0	0
ENSG00000259362.2	0	0	0	2
ENSG00000259363.6	17	11	7	12
ENSG00000259364.1	0	1	0	0
ENSG00000259365.1	0	0	0	0
ENSG00000259366.1	8	21	40	20
ENSG00000259367.1	0	0	0	0
ENSG00000259368.1	0	0	0	0
ENSG00000259369.1	0	0	0	0
ENSG00000259370.2	8	546	142	18
ENSG00000259371.2	0	0	0	0
ENSG00000259374.2	3	1	0	0
ENSG00000259375.1	0	0	0	0
ENSG00000259376.1	4	3	1	3
ENSG00000259377.1	0	0	0	0
ENSG00000259378.1	2	1	0	0
ENSG00000259379.1	0	0	7	0
ENSG00000259380.6	0	0	0	0
ENSG00000259381.2	1	4	4	5
ENSG00000259383.1	4	0	0	0
ENSG00000259384.7	0	0	0	0
ENSG00000259385.1	0	0	0	0
ENSG00000259388.1	1	0	0	0
ENSG00000259389.2	0	0	0	0
ENSG00000259390.4	0	0	1	0
ENSG00000259392.2	1	0	0	0
ENSG00000259393.2	0	0	0	0
ENSG00000259394.2	3	0	0	1
ENSG00000259395.1	0	0	0	0
ENSG00000259396.1	0	1	0	0
ENSG00000259397.3	2	1	3	1
ENSG00000259398.1	0	0	0	0
ENSG00000259399.1	0	0	0	0
ENSG00000259402.1	0	0	0	0
ENSG00000259403.2	0	0	0	0
ENSG00000259404.5	0	1	0	0
ENSG00000259405.1	18	2	1	0
ENSG00000259407.1	2	15	7	6
ENSG00000259408.2	5	15	10	3
ENSG00000259409.1	0	0	0	0
ENSG00000259410.5	2	0	0	0
ENSG00000259411.1	0	2	0	0
ENSG00000259413.2	0	0	0	0
ENSG00000259414.1	0	0	1	0
ENSG00000259415.1	0	0	0	0
ENSG00000259416.2	1	11	2	3
ENSG00000259417.3	738	589	38	36
ENSG00000259418.1	0	0	0	1
ENSG00000259419.2	0	1	0	0
ENSG00000259420.5	20	5	0	10
ENSG00000259421.1	0	0	0	0
ENSG00000259422.1	3	1	2	0
ENSG00000259423.3	0	1	0	0
ENSG00000259424.1	0	0	0	0
ENSG00000259425.5	0	0	0	0
ENSG00000259426.6	4	11	5	1
ENSG00000259427.2	0	0	0	0
ENSG00000259428.1	1	0	0	0
ENSG00000259429.5	8	57	14	26
ENSG00000259430.2	0	12	0	1
ENSG00000259431.6	206	196	125	87
ENSG00000259432.1	0	0	0	0
ENSG00000259433.2	2	20	23	18
ENSG00000259434.2	35	61	1	0
ENSG00000259435.3	0	0	0	0
ENSG00000259436.1	9	60	8	40
ENSG00000259437.1	0	0	0	0
ENSG00000259438.1	2	12	4	0
ENSG00000259439.2	0	3	0	0
ENSG00000259440.2	0	0	0	0
ENSG00000259441.2	0	1	1	0
ENSG00000259442.1	0	1	2	0
ENSG00000259443.1	0	0	0	0
ENSG00000259444.1	17	1	16	5
ENSG00000259446.6	0	0	0	1
ENSG00000259447.1	0	2	0	0
ENSG00000259448.3	25	67	40	29
ENSG00000259449.1	0	0	0	0
ENSG00000259452.2	0	0	0	0
ENSG00000259453.1	0	0	0	1
ENSG00000259454.1	0	0	0	0
ENSG00000259456.4	23	33	25	50
ENSG00000259457.1	3	4	7	6
ENSG00000259458.1	0	0	0	0
ENSG00000259459.6	0	1	0	15
ENSG00000259460.1	0	0	0	0
ENSG00000259461.1	1	0	0	1
ENSG00000259462.3	0	0	0	0
ENSG00000259463.1	0	0	2	0
ENSG00000259464.2	0	0	0	0
ENSG00000259465.2	0	1	0	0
ENSG00000259466.1	13	2	0	0
ENSG00000259467.1	0	1	0	0
ENSG00000259468.1	0	0	0	0
ENSG00000259469.1	1	1	0	0
ENSG00000259470.2	10	3	0	1
ENSG00000259471.1	54	3	0	14
ENSG00000259473.1	0	0	0	0
ENSG00000259474.1	0	2	0	0
ENSG00000259475.1	0	0	0	0
ENSG00000259476.1	1	1	2	0
ENSG00000259477.1	1	1	0	0
ENSG00000259478.2	1	0	2	0
ENSG00000259479.6	180	1097	1501	5
ENSG00000259481.1	0	0	1	0
ENSG00000259482.2	0	0	0	1
ENSG00000259483.1	0	0	0	0
ENSG00000259485.2	3	202	0	0
ENSG00000259488.2	7	13	6	2
ENSG00000259489.2	1	0	0	0
ENSG00000259490.2	11	0	7	1
ENSG00000259493.2	0	0	0	0
ENSG00000259494.2	86	276	126	149
ENSG00000259495.3	66	12	1	0
ENSG00000259496.2	0	0	1	2
ENSG00000259498.1	0	7	1	0
ENSG00000259499.1	0	0	0	0
ENSG00000259500.1	15	8	1	1
ENSG00000259502.1	1	63	0	2
ENSG00000259503.1	2	7	0	0
ENSG00000259504.2	3	5	0	0
ENSG00000259505.1	1	0	0	0
ENSG00000259507.1	0	0	0	0
ENSG00000259508.1	1	0	0	0
ENSG00000259509.2	0	0	0	0
ENSG00000259511.3	2	1	0	1
ENSG00000259512.3	0	2	1	0
ENSG00000259513.1	0	1	0	0
ENSG00000259514.1	0	0	0	0
ENSG00000259515.1	6	13	12	6
ENSG00000259516.2	1	0	2	1
ENSG00000259517.3	0	0	0	0
ENSG00000259518.2	0	0	0	0
ENSG00000259519.1	1	2	2	0
ENSG00000259520.6	1	11	3	11
ENSG00000259521.1	0	0	0	0
ENSG00000259522.3	0	0	0	0
ENSG00000259523.1	15	95	20	10
ENSG00000259525.1	0	0	0	0
ENSG00000259527.2	0	0	0	0
ENSG00000259528.1	0	0	0	0
ENSG00000259529.2	2	13	3	6
ENSG00000259530.1	2	0	0	0
ENSG00000259531.2	10	9	4	3
ENSG00000259532.1	0	1	0	0
ENSG00000259533.2	0	0	0	0
ENSG00000259534.1	0	0	1	0
ENSG00000259535.1	1	0	0	0
ENSG00000259536.5	2	11	4	2
ENSG00000259538.1	0	0	0	0
ENSG00000259539.1	0	0	0	0
ENSG00000259540.1	0	0	0	2
ENSG00000259541.5	0	0	0	0
ENSG00000259542.5	0	2	0	0
ENSG00000259543.1	0	1	0	1
ENSG00000259544.1	0	0	1	0
ENSG00000259545.2	0	0	0	0
ENSG00000259546.1	0	0	0	0
ENSG00000259547.1	0	0	0	0
ENSG00000259548.1	0	1	9	12
ENSG00000259550.2	0	0	0	0
ENSG00000259551.1	0	2	0	0
ENSG00000259553.6	0	0	0	1
ENSG00000259554.1	0	0	0	0
ENSG00000259555.1	0	0	0	1
ENSG00000259556.2	8	34	13	11
ENSG00000259557.2	0	0	0	0
ENSG00000259558.1	0	0	0	0
ENSG00000259560.2	0	0	0	0
ENSG00000259561.1	0	0	0	0
ENSG00000259562.2	12	16	9	13
ENSG00000259563.1	0	0	1	5
ENSG00000259564.2	0	0	1	0
ENSG00000259565.2	0	1	0	0
ENSG00000259569.2	0	0	0	0
ENSG00000259570.1	0	2	0	0
ENSG00000259571.2	0	2	0	0
ENSG00000259572.7	0	0	0	0
ENSG00000259573.1	0	0	0	0
ENSG00000259575.1	0	1	1	0
ENSG00000259577.2	17	31	18	58
ENSG00000259579.1	0	0	0	0
ENSG00000259580.1	0	0	0	0
ENSG00000259581.3	0	2	1	1
ENSG00000259582.4	0	7	0	0
ENSG00000259583.3	6	8	5	11
ENSG00000259584.1	0	0	1	3
ENSG00000259585.2	0	0	1	0
ENSG00000259586.1	0	0	0	0
ENSG00000259587.3	0	0	0	0
ENSG00000259588.1	0	0	0	0
ENSG00000259589.2	0	0	0	0
ENSG00000259590.1	4	2	0	7
ENSG00000259591.2	0	4	0	1
ENSG00000259592.1	10	1	2	0
ENSG00000259593.1	0	0	0	0
ENSG00000259594.6	0	2	1	3
ENSG00000259595.1	0	0	0	1
ENSG00000259598.1	0	0	0	0
ENSG00000259600.2	0	1	1	2
ENSG00000259601.2	0	0	0	0
ENSG00000259602.1	0	0	0	0
ENSG00000259603.1	0	0	0	0
ENSG00000259604.5	0	0	0	0
ENSG00000259605.3	28	13	21	17
ENSG00000259607.1	0	0	0	0
ENSG00000259608.1	0	0	0	0
ENSG00000259609.1	0	0	0	0
ENSG00000259611.2	0	1	0	0
ENSG00000259612.1	6	7	2	2
ENSG00000259614.2	0	1	0	0
ENSG00000259615.1	0	0	0	0
ENSG00000259616.2	4	5	2	0
ENSG00000259617.1	0	0	0	0
ENSG00000259619.2	0	0	0	0
ENSG00000259620.1	0	0	0	0
ENSG00000259621.1	0	0	0	0
ENSG00000259622.1	0	0	0	1
ENSG00000259623.1	0	0	0	0
ENSG00000259624.1	0	0	0	0
ENSG00000259626.2	0	0	1	0
ENSG00000259627.1	0	0	0	0
ENSG00000259628.1	0	0	0	0
ENSG00000259630.2	43	11	2	4
ENSG00000259631.1	1	0	0	0
ENSG00000259632.2	0	0	0	0
ENSG00000259633.1	0	0	0	0
ENSG00000259635.1	6	8	1	5
ENSG00000259636.1	0	0	0	0
ENSG00000259637.1	0	0	0	0
ENSG00000259639.6	0	0	0	0
ENSG00000259642.2	78	103	142	112
ENSG00000259644.1	0	7	2	2
ENSG00000259645.1	0	1	0	0
ENSG00000259646.1	0	0	0	0
ENSG00000259647.1	0	1	1	0
ENSG00000259648.1	0	16	1	2
ENSG00000259649.4	2	0	1	1
ENSG00000259650.1	0	0	0	0
ENSG00000259651.2	0	0	0	0
ENSG00000259652.1	0	0	0	0
ENSG00000259654.1	1	1	2	0
ENSG00000259655.1	0	0	0	0
ENSG00000259656.1	4	3	1	2
ENSG00000259657.1	5	7	3	3
ENSG00000259658.5	5	4	3	2
ENSG00000259659.1	3	6	0	5
ENSG00000259660.2	3	0	0	1
ENSG00000259661.1	0	0	0	0
ENSG00000259663.2	0	1	0	0
ENSG00000259664.3	0	6	0	0
ENSG00000259665.1	4	1	0	1
ENSG00000259666.3	2	0	0	13
ENSG00000259668.6	30	30	19	24
ENSG00000259669.6	0	0	0	0
ENSG00000259670.1	0	0	34	2
ENSG00000259671.1	0	3	0	2
ENSG00000259672.3	1	0	0	0
ENSG00000259673.6	266	269	144	266
ENSG00000259674.1	19	106	6	37
ENSG00000259675.2	0	2	0	0
ENSG00000259676.1	0	0	0	0
ENSG00000259677.1	2	4	0	0
ENSG00000259678.1	1	2	0	0
ENSG00000259680.5	13	0	0	0
ENSG00000259681.1	0	0	0	0
ENSG00000259682.1	0	0	0	0
ENSG00000259683.1	0	2	0	2
ENSG00000259684.1	0	0	0	0
ENSG00000259685.3	0	3	13	3
ENSG00000259686.1	0	0	0	0
ENSG00000259687.2	13	10	7	0
ENSG00000259688.1	0	1	0	0
ENSG00000259690.1	0	0	0	0
ENSG00000259691.2	0	0	0	0
ENSG00000259692.6	1	42	1	0
ENSG00000259694.1	0	0	0	0
ENSG00000259695.2	0	0	0	1
ENSG00000259696.2	0	0	0	0
ENSG00000259697.2	0	0	0	0
ENSG00000259698.1	0	0	0	0
ENSG00000259699.2	2	2	4	1
ENSG00000259700.3	0	0	0	0
ENSG00000259701.1	0	0	0	1
ENSG00000259702.3	0	0	0	1
ENSG00000259704.2	3	3	0	0
ENSG00000259705.1	0	0	2	4
ENSG00000259706.1	176	185	51	146
ENSG00000259707.1	4	2	0	2
ENSG00000259708.1	0	0	0	0
ENSG00000259709.1	1	3	10	8
ENSG00000259710.1	1	0	0	0
ENSG00000259711.1	0	0	0	0
ENSG00000259712.1	1	102	7	12
ENSG00000259713.1	0	0	0	0
ENSG00000259715.1	0	0	0	0
ENSG00000259717.1	0	5	2	1
ENSG00000259719.6	0	0	0	2
ENSG00000259720.2	3	0	1	0
ENSG00000259721.1	50	58	4	0
ENSG00000259722.2	0	0	0	0
ENSG00000259723.1	1	0	1	0
ENSG00000259724.2	0	0	0	0
ENSG00000259725.1	0	0	0	0
ENSG00000259726.1	0	1	0	0
ENSG00000259727.1	2	15	2	0
ENSG00000259728.5	4	38	12	0
ENSG00000259730.1	0	0	0	0
ENSG00000259731.2	0	0	0	0
ENSG00000259732.1	13	4	3	28
ENSG00000259734.1	0	0	0	0
ENSG00000259735.1	0	0	0	1
ENSG00000259736.1	4	19	5	3
ENSG00000259737.7	0	0	0	0
ENSG00000259738.1	0	0	0	0
ENSG00000259740.1	0	0	0	0
ENSG00000259742.1	0	0	0	0
ENSG00000259743.2	0	0	0	0
ENSG00000259744.1	0	4	0	0
ENSG00000259746.1	6	2	1	1
ENSG00000259749.1	0	0	0	0
ENSG00000259750.1	0	2	0	0
ENSG00000259751.1	0	3	0	3
ENSG00000259753.1	0	0	0	0
ENSG00000259754.2	0	0	0	0
ENSG00000259755.1	5	8	0	0
ENSG00000259756.1	0	0	0	0
ENSG00000259757.1	0	0	0	0
ENSG00000259759.1	0	0	0	0
ENSG00000259760.1	2	3	1	7
ENSG00000259761.2	0	0	0	0
ENSG00000259762.1	3	14	3	2
ENSG00000259763.2	1	0	1	1
ENSG00000259764.1	0	2	5	0
ENSG00000259767.1	0	2	1	0
ENSG00000259768.6	54	175	70	11
ENSG00000259769.1	0	0	0	0
ENSG00000259770.2	0	0	0	0
ENSG00000259771.1	3	1	1	1
ENSG00000259772.6	73	791	33	8
ENSG00000259773.1	0	0	0	0
ENSG00000259774.1	0	0	0	0
ENSG00000259775.1	6	10	12	2
ENSG00000259776.1	0	0	0	0
ENSG00000259779.1	0	0	0	0
ENSG00000259780.3	0	0	0	0
ENSG00000259781.1	268	231	204	116
ENSG00000259782.2	1	1	0	1
ENSG00000259783.6	5	4	7	4
ENSG00000259784.1	0	0	0	0
ENSG00000259786.7	9	14	0	0
ENSG00000259788.1	0	0	0	0
ENSG00000259789.2	0	0	0	0
ENSG00000259790.1	4	1	2	0
ENSG00000259791.1	0	0	0	0
ENSG00000259792.1	7	4	10	6
ENSG00000259793.1	1	1	1	0
ENSG00000259797.1	1	1	0	0
ENSG00000259798.1	0	4	0	0
ENSG00000259800.1	0	0	0	0
ENSG00000259802.1	84	132	64	70
ENSG00000259803.7	72	345	1	4871
ENSG00000259804.1	6	3	0	3
ENSG00000259805.1	2	0	0	0
ENSG00000259807.2	8	5	4	1
ENSG00000259810.2	0	2	1	11
ENSG00000259813.1	0	0	0	0
ENSG00000259814.1	0	1	1	0
ENSG00000259815.1	0	0	0	0
ENSG00000259817.3	0	0	0	0
ENSG00000259818.1	0	2	1	0
ENSG00000259819.1	0	0	0	0
ENSG00000259820.1	184	216	127	183
ENSG00000259821.1	0	0	0	0
ENSG00000259822.2	0	1	0	0
ENSG00000259823.6	4	2	0	0
ENSG00000259826.1	27	27	26	17
ENSG00000259827.1	0	0	0	0
ENSG00000259828.1	0	2	0	0
ENSG00000259831.1	1	1	1	2
ENSG00000259832.1	0	0	0	1
ENSG00000259833.5	1	0	0	1
ENSG00000259834.1	143	44	103	12
ENSG00000259836.1	0	0	0	0
ENSG00000259837.1	0	0	0	0
ENSG00000259838.1	7	1	0	1
ENSG00000259840.1	1	2	1	2
ENSG00000259841.6	0	0	0	0
ENSG00000259842.2	1	0	1	0
ENSG00000259843.2	0	0	0	0
ENSG00000259844.2	0	0	0	0
ENSG00000259845.1	0	2	1	3
ENSG00000259846.1	0	0	0	0
ENSG00000259847.2	1	2	0	1
ENSG00000259848.9	0	1	0	0
ENSG00000259849.2	0	0	0	0
ENSG00000259852.2	0	0	0	0
ENSG00000259854.1	0	1	1	0
ENSG00000259855.1	0	0	0	0
ENSG00000259856.1	18	96	41	21
ENSG00000259861.1	0	0	0	0
ENSG00000259862.1	0	0	0	0
ENSG00000259863.1	4	10	5	6
ENSG00000259864.1	0	0	0	0
ENSG00000259865.1	371	168	112	170
ENSG00000259866.1	0	0	1	0
ENSG00000259867.6	21	3	3	682
ENSG00000259868.3	85	55	0	4
ENSG00000259869.2	0	1	1	1
ENSG00000259870.1	0	0	0	0
ENSG00000259871.1	0	2	0	0
ENSG00000259873.1	0	0	0	0
ENSG00000259874.1	0	0	0	0
ENSG00000259876.1	3	3	0	1
ENSG00000259877.2	92	288	132	51
ENSG00000259878.1	3	4	0	0
ENSG00000259881.1	3	20	53	0
ENSG00000259882.2	0	4	0	0
ENSG00000259883.2	11	13	0	0
ENSG00000259884.1	1	3	1	2
ENSG00000259887.1	17	12	5	14
ENSG00000259889.1	0	0	0	0
ENSG00000259890.1	0	0	0	0
ENSG00000259891.1	113	83	68	53
ENSG00000259892.1	0	0	0	0
ENSG00000259895.1	1	1	9	3
ENSG00000259897.2	0	21	0	0
ENSG00000259899.1	1	2	0	0
ENSG00000259900.5	0	0	0	0
ENSG00000259904.1	3	0	0	1
ENSG00000259905.7	0	0	4	0
ENSG00000259906.1	0	0	0	0
ENSG00000259907.1	0	0	0	0
ENSG00000259909.1	0	2	0	0
ENSG00000259910.1	0	0	1	5
ENSG00000259912.1	0	1	0	0
ENSG00000259914.1	0	0	0	0
ENSG00000259915.2	8	9	6	0
ENSG00000259916.1	4	16	7	2
ENSG00000259917.1	14	16	3	8
ENSG00000259918.1	0	0	1	3
ENSG00000259920.1	0	2	0	0
ENSG00000259921.1	4	8	5	4
ENSG00000259922.1	0	0	1	0
ENSG00000259923.1	0	0	0	0
ENSG00000259924.1	5	2	2	1
ENSG00000259925.1	0	0	0	0
ENSG00000259926.1	1	0	0	0
ENSG00000259928.1	0	1	0	0
ENSG00000259929.5	0	0	0	0
ENSG00000259931.2	0	0	0	0
ENSG00000259932.1	1	1	0	0
ENSG00000259933.6	0	5	2	6
ENSG00000259934.1	0	0	0	0
ENSG00000259935.1	1	6	0	1
ENSG00000259937.2	0	0	0	0
ENSG00000259939.1	0	0	0	0
ENSG00000259940.2	4	14	4	1
ENSG00000259941.1	0	0	0	0
ENSG00000259943.1	155	222	98	116
ENSG00000259944.1	0	0	0	0
ENSG00000259945.1	0	0	0	0
ENSG00000259946.1	0	0	0	0
ENSG00000259947.1	0	0	0	0
ENSG00000259948.2	0	0	0	0
ENSG00000259950.1	0	0	0	0
ENSG00000259952.1	0	0	0	0
ENSG00000259953.2	64	198	58	23
ENSG00000259954.1	2	1	3	2
ENSG00000259955.1	0	0	0	0
ENSG00000259956.2	1830	3730	1172	853
ENSG00000259959.1	79	87	72	115
ENSG00000259961.1	0	0	0	0
ENSG00000259962.1	0	0	0	0
ENSG00000259963.1	0	0	0	0
ENSG00000259964.7	0	0	0	0
ENSG00000259966.6	0	1	0	0
ENSG00000259967.1	2	16	0	1
ENSG00000259968.3	0	0	0	0
ENSG00000259969.1	10	6	10	12
ENSG00000259970.1	0	1	1	0
ENSG00000259972.3	124	76	118	110
ENSG00000259974.3	296	6840	15008	8947
ENSG00000259976.3	0	0	0	0
ENSG00000259977.1	1	0	3	0
