TCGA.2V.A95S.01A.11R.A37K.07 TCGA.2Y.A9GS.01A.12R.A38B.07 TCGA.2Y.A9GT.01A.11R.A38B.07 TCGA.2Y.A9GU.01A.11R.A38B.07
ENSG00000004777.18 8.73774371745959 9.74359332474455 7.32837787437794 3.27388775594447
ENSG00000004779.10 47.3389509496832 66.1657965308235 34.1827021657225 68.6330237532419
ENSG00000004799.8 11.4982319415134 106.664537495829 94.8262586698031 34.6605073292383
ENSG00000004809.14 0.045627904529815 0.0411991261088564 0 0.0474476486368764
ENSG00000004838.14 1.30039527909973 1.40077028770112 0.934491138343495 0.0948952972737529
ENSG00000004846.16 5.08751135507439 0.082398252217713 0 0
ENSG00000004848.8 0.045627904529815 0.0205995630544282 0 0.830333851145337
ENSG00000004864.14 56.9664388054742 249.110516017201 93.3999300902261 208.484968110435
ENSG00000004866.22 19.8709524227345 36.9968152457531 27.051059267838 15.3018666853927
ENSG00000004897.12 43.2780674465297 67.3811707510347 22.1326848555039 28.5872083037181
ENSG00000004939.15 0 0.0205995630544282 0.0983674882466837 0.0237238243184382
ENSG00000004948.16 0.0228139522649076 0.144196941380998 0.0245918720616709 0.0237238243184382
ENSG00000004961.15 32.9889749750564 24.6988761022595 12.5910384955755 19.5247074140747
ENSG00000004975.12 33.2627424022352 20.5171648022105 6.9349079213912 13.1904463210516
ENSG00000005001.10 0.958185995126117 0.164796504435426 0.0245918720616709 0.0237238243184382
ENSG00000005007.13 104.738854848191 109.589675449558 92.662173928376 243.050580142399
ENSG00000005020.13 32.4186261684337 35.3488502013988 22.8704410173539 5.62254636346986
ENSG00000005022.6 228.276406362665 336.226068174377 302.947271927724 241.247569494198
ENSG00000005059.16 18.3652315732506 4.4495056197565 3.44286208863393 2.18259183729632
ENSG00000005073.6 0.980999947391025 0.0205995630544282 0 0.403305013413449
ENSG00000005075.15 40.8141606019196 25.5846573135999 18.5422715344999 23.0832810618404
ENSG00000005100.13 12.4564179366395 19.1575936406183 9.34491138343496 28.1601794659862
ENSG00000005102.14 1.00381389965593 0.432590824142993 0.491837441233418 0.0711714729553147
ENSG00000005108.16 19.5287431387609 3.17233271038195 4.91837441233419 1.8030106482013
ENSG00000005156.12 18.023022289277 26.3674407096681 12.0746091822804 16.1559243608564
ENSG00000005175.10 31.5516959823672 25.0284691111303 11.6073636131087 17.864039711784
ENSG00000005187.12 1.16351156551029 24.3486835303342 41.3389369356688 12.1940456996773
ENSG00000005189.20 6.25102292058468 11.8653483193507 3.24612711214056 3.48740217481042
ENSG00000005194.15 44.0993697280663 42.8882902793195 20.6571725318036 35.0400885183332
ENSG00000005206.17 27.3767427178891 21.8355368376939 32.9285166905774 37.1277850583558
ENSG00000005238.20 10.4031622327979 7.41584269959417 7.697255955303 7.09342347121302
ENSG00000005243.10 12.5704876979641 30.6315502619348 26.3624868501112 5.3378604716486
ENSG00000005249.13 1.2091394700401 0.988779026612555 0.663980545665115 0.26096206750282
ENSG00000005302.19 24.2056033530669 23.0303114948508 16.6241055136895 6.76128993075489
ENSG00000005339.15 43.7799743963577 105.799355847543 61.1108020732523 53.6158429596704
ENSG00000005379.17 6.59323220455829 4.28470911532107 7.37756161850128 3.39250687753666
ENSG00000005381.8 0.114069761324538 0.329593008870852 0.0737756161850129 0.284685891821259
ENSG00000005421.9 148.746968767197 454.240964913197 391.773113814479 542.706205108592
ENSG00000005436.14 8.78337162198941 20.249370482503 12.0500173102187 13.7835419290126
ENSG00000005448.17 6.95825544079681 2.78094101234781 2.1149009973037 1.32853416183254
ENSG00000005469.12 18.5249292391049 84.087416388176 99.3265712570888 74.7774942517172
ENSG00000005471.19 5.1103253073393 177.094443578919 195.259464169667 45.8581524075411
ENSG00000005483.21 23.3386731670004 40.5605396541692 27.7642235576265 32.2406772487575
ENSG00000005486.17 91.3926927732196 76.630374562473 35.6336226173612 43.1536364352391
ENSG00000005513.10 0.182511618119261 0.247194756653139 0.0983674882466837 0.0474476486368764
ENSG00000005700.15 81.3773677289252 101.349850227787 76.1118440308715 149.93456969253
ENSG00000005801.18 14.9659526857794 16.3972521913249 4.57408820347079 11.6246739160347
ENSG00000005810.18 24.3653010189213 17.5714272854273 24.7886070381643 20.2126983193094
ENSG00000005812.11 20.3272314680326 19.672582716979 25.4279957117678 26.7367500068799
ENSG00000005844.19 54.7762993880431 61.0983040194341 47.8803749040732 12.4312839428616
ENSG00000005882.12 16.8138828192369 41.7759138743805 22.4523791923056 31.4577910462491
ENSG00000005884.18 5.40690668678309 9.8465911400167 10.5253212423952 7.82886202508462
ENSG00000005889.16 32.0764168844601 33.6184869048268 22.5999304246756 33.5454875862716
ENSG00000005893.16 324.39158725472 638.153863863132 512.691348741716 199.564810166702
ENSG00000005961.19 0.228139522649076 0.102997815272141 0.0983674882466837 0.498200310687202
ENSG00000005981.13 0.684418567947227 0.844582085231559 0.565613057418431 3.43995452617354
ENSG00000006007.12 31.5745099346321 34.9574585033647 19.7718651375834 19.7382218329406
ENSG00000006015.18 52.2439506866383 23.4629023189938 27.0756511398997 43.8890749891107
ENSG00000006016.11 0.159697665854353 0.288393882761995 1.59847168400861 5.95467990392799
ENSG00000006025.12 6.73011591814773 13.1013221026164 4.50031258728578 2.58589685070977
ENSG00000006042.12 36.023230626289 64.559030612578 1.99194163699535 7.28321406576053
ENSG00000006047.13 1.09506970871556 1.64796504435426 0.959083010405167 2.20631566161476
ENSG00000006059.4 0 0 0 0
ENSG00000006062.17 14.0077666906532 48.532570556233 23.1901353541557 6.42915639029676
ENSG00000006071.15 0 0.329593008870852 0.0491837441233418 0.521924135005641
ENSG00000006116.4 0 0.0205995630544282 0 0
ENSG00000006118.15 3.3308370306765 5.21168945277034 2.97561651946218 1.77928682388287
ENSG00000006125.18 77.0655307508577 159.893808428472 61.9961094674723 55.3714059592348
ENSG00000006128.12 0 0 0.0245918720616709 0
ENSG00000006194.10 27.1257892429751 29.6633707983767 17.5340047799714 17.6979729415549
ENSG00000006210.7 89.3622510216428 24.101488773681 40.1093433325852 8.94388176805121
ENSG00000006282.21 52.7002297319364 157.710254744703 49.5526222042669 73.6861983330692
ENSG00000006283.18 0.0228139522649076 0.102997815272141 0.0245918720616709 0.308409716139697
ENSG00000006327.14 146.739340967886 59.7181332947874 9.17276827900325 7.11714729553147
ENSG00000006377.11 0.182511618119261 0 0 0
ENSG00000006432.15 5.45253459131291 11.5769544365887 6.44307048015778 6.99852817393928
ENSG00000006451.8 34.2437423496262 36.1934322866304 16.3535949210111 29.4175421548634
ENSG00000006453.14 133.096597513471 93.3160206365599 32.7563735861457 65.4540312945711
ENSG00000006459.11 20.0306500885888 19.8167796583599 14.4846126443242 13.5700275101467
ENSG00000006468.14 8.62367395613506 17.942219420407 2.60673843853712 1.51832475638005
ENSG00000006530.18 16.7454409624421 21.547142954932 8.75470645395485 14.9222854962976
ENSG00000006534.16 8.07613910177727 15.6762674844199 3.04939213564719 8.08982409258744
ENSG00000006555.11 7.2092089157108 16.4178517543793 3.68878080925064 5.81233695801736
ENSG00000006576.16 16.5173014397931 17.4066307809919 9.91052444085337 9.08622471396183
ENSG00000006606.9 0.159697665854353 0.226595193598711 0 0.0948952972737529
ENSG00000006607.14 14.3499759746269 24.0808892106266 21.9605417510721 10.9129591864816
ENSG00000006611.17 0.410651140768336 2.0393567423884 0.0245918720616709 14.4715328342473
ENSG00000006625.18 17.2245339600052 18.2924119923323 6.0004167830477 20.2838697922647
ENSG00000006634.8 10.8366273258311 11.3709588060444 2.48377907822876 6.76128993075489
ENSG00000006638.13 1.57416270627862 2.24535237293268 1.79520666050198 1.09129591864816
ENSG00000006652.15 6.95825544079681 5.99447284883862 4.52490445934745 6.47660403893363
ENSG00000006659.13 0.045627904529815 0 0 0
ENSG00000006695.12 11.4297900847187 8.01323002817257 3.83633204162067 27.2586741418855
ENSG00000006704.11 14.3956038791567 14.2548976336643 1.6968391722553 17.2946679281415
ENSG00000006712.15 63.171833821529 95.5407734464382 52.7249737002225 63.0342012140904
ENSG00000006715.16 25.5288125844316 35.7608414624874 17.2143104431697 41.1133875438534
ENSG00000006740.17 0.798488329271764 1.27717290937455 0.762348033911798 0.711714729553147
ENSG00000006744.19 73.4381123407374 52.0756954015946 20.4604375553102 49.7014119471281
ENSG00000006747.15 0.501906949827967 0.679785580796131 0.516429313295089 0.0948952972737529
ENSG00000006756.16 16.6313712011176 63.5702515859656 70.4311215846255 13.0718271994595
ENSG00000006757.12 10.9963249916854 14.3166963228276 19.7472732655217 19.3586406438456
ENSG00000006788.14 0 0.0411991261088564 0.0245918720616709 0.474476486368764
ENSG00000006831.10 48.1830671834848 113.462393303791 144.624799594687 107.374028865251
ENSG00000006837.12 0.593162758887597 0.267794319707567 0.221326848555038 0.142342945910629
ENSG00000007001.13 0.570348806622689 1.17417509410241 9.12358453487992 1.6132200536538
ENSG00000007038.11 0.570348806622689 0 0.0491837441233418 0.0711714729553147
ENSG00000007047.15 23.2246034056759 46.9670037640964 38.486279776515 48.6338398527983
ENSG00000007062.12 0.319395331708706 2.78094101234781 0.196734976493367 0.166066770229068
ENSG00000007080.11 53.0196250636452 65.7744048327893 29.5840220901901 39.95092015225
ENSG00000007129.18 1.8251161811926 1.25657334632012 2.36081971792041 0.450752662050326
ENSG00000007168.14 57.5596015643617 58.2761638809775 30.2480026358552 49.7725834200833
ENSG00000007171.18 0.365023236238521 0.988779026612555 0.81153177803514 0.925229148419091
ENSG00000007174.18 0.0228139522649076 0.0617986891632848 0 0.0474476486368764
ENSG00000007202.15 45.4910208162257 100.937858966698 54.175894151861 65.7149933620739
ENSG00000007216.15 52.7914855409961 0.556188202469562 0.934491138343495 9.08622471396183
ENSG00000007237.19 9.23965066728757 10.4439784685951 5.65613057418432 1.16246739160347
ENSG00000007255.10 11.1332087052749 32.1559179279625 14.1157345633991 26.5706832366508
ENSG00000007264.15 9.49060414220155 2.76034144929339 3.63959706512729 0.498200310687202
ENSG00000007306.15 1.59697665854353 0 0 0
ENSG00000007312.13 3.83274398050447 0.844582085231559 1.3525529633919 0.450752662050326
ENSG00000007314.12 0.136883713589445 1.40077028770112 4.00847514605236 1.51832475638005
ENSG00000007341.19 6.70730196588282 9.82599157696228 5.87745742273935 3.06037333707853
ENSG00000007350.17 0.136883713589445 0.226595193598711 0.0737756161850129 0.0711714729553147
ENSG00000007372.24 0.159697665854353 0.0205995630544282 0 1.18619121592191
ENSG00000007376.8 20.2816035635028 33.8450820984256 10.2548106497168 11.529778618761
ENSG00000007384.15 14.8290689721899 11.8859478824051 7.82021531561135 10.5333779973866
ENSG00000007392.17 33.2399284499703 23.9778913953545 19.8702326258301 13.4514083885545
ENSG00000007402.12 0.707232520212134 0.411991261088564 0.688572417726786 0.711714729553147
ENSG00000007516.14 4.44872069165698 17.2418342765564 9.73838133642169 19.9280124274881
ENSG00000007520.4 32.350184311639 51.1487150641453 19.0832927198566 18.3147923738343
ENSG00000007541.17 26.2816730091735 28.9835852175805 22.2556442158122 15.6814478744876
ENSG00000007545.16 10.1978366624137 11.061965360228 8.38582837302979 6.57149933620739
ENSG00000007866.22 18.273975764191 21.4235455766053 12.6156303676372 11.1739212539844
ENSG00000007908.16 1.59697665854353 2.59554494485796 1.81979853256365 0.521924135005641
ENSG00000007923.16 13.9165108815936 36.028635782195 15.9847168400861 33.8301734780929
ENSG00000007933.13 25.7113242025508 495.37829233289 315.292391702683 1.23363886455879
ENSG00000007944.15 19.6884408046152 7.64243789319288 8.55797147746148 6.09702284983862
ENSG00000007952.18 1.07225575645066 0.556188202469562 0.934491138343495 0.474476486368764
ENSG00000007968.7 5.01906949827967 9.00200905478514 1.86898227668699 1.3048103375141
ENSG00000008018.9 208.975802746553 192.523516306686 87.4978807954251 101.656587204508
ENSG00000008056.14 5.06469740280948 0.659186017741704 0.467245569171747 0.0474476486368764
ENSG00000008083.14 10.608487803182 10.8147706035748 9.54164635992832 8.82526264645902
ENSG00000008086.13 3.3308370306765 11.8859478824051 5.45939559769095 5.64627018778829
ENSG00000008118.10 0.250953474913983 0.947579900503699 0.147551232370025 0.0237238243184382
ENSG00000008128.23 1.11788366098047 1.73036329657197 0.885307394220152 0.616819432279394
ENSG00000008130.15 85.1188559003702 133.464569029641 72.2263282451276 124.739868266348
ENSG00000008196.13 0 0 0 0.0474476486368764
ENSG00000008197.5 0 0 0 0
ENSG00000008226.20 0.319395331708706 0.391391698034136 2.16408474142704 0.355857364776573
ENSG00000008256.16 5.31565087772347 14.0901011292289 12.0254254381571 9.44208207873841
ENSG00000008277.14 0.935372042861211 0.514989076360706 0.368878080925064 3.01292568844165
ENSG00000008282.9 76.1073447557316 135.339129267593 55.749773963808 69.6294243746161
ENSG00000008283.16 100.427017870123 21.5677425179864 22.6245222967373 128.20354661684
ENSG00000008294.21 44.7837882960136 97.0033424233026 58.5778392509001 34.3520976130985
ENSG00000008300.17 3.17113936482215 11.1443636124457 15.468287526791 0.403305013413449
ENSG00000008311.15 1.91637199025223 20.2699700455574 88.7766581426321 42.2521311111384
ENSG00000008323.15 1.66541851533825 5.14989076360706 3.44286208863393 6.04957520120174
ENSG00000008324.12 16.4032316784686 14.769886710025 8.80389019807819 9.3709106057831
ENSG00000008382.16 10.0609529488242 16.8092434524135 19.42757892872 24.9100155343601
ENSG00000008394.13 300.665076899217 549.6169418552 613.911494147553 375.548138960877
ENSG00000008405.12 10.5172319941224 15.9440618041275 18.4684959183149 9.8691109164703
ENSG00000008438.5 0.0228139522649076 0 0.0491837441233418 0.0474476486368764
ENSG00000008441.18 32.5098819774933 54.3828464636905 75.2757203807746 41.089663719535
ENSG00000008513.16 15.7644410150511 56.1544088863713 226.909203513037 82.2742227363437
ENSG00000008516.17 8.03051119724747 1.33897159853783 2.01653350905701 0.237238243184382
ENSG00000008517.18 1183.38251793302 430.798662157258 851.518162007417 70.4360344014431
ENSG00000008710.20 14.2359062133023 30.3843555052816 38.6092391368234 21.0904798190916
ENSG00000008735.14 11.4982319415134 31.3731345318942 4.8200069240875 9.01505324100653
ENSG00000008838.20 58.1755782755143 141.498398620868 41.6094475283472 40.0932630981606
ENSG00000008853.17 4.06088350315355 7.66303745624731 4.67245569171747 10.5096541730681
ENSG00000008869.12 15.4222317310775 28.1596026954034 15.2715525502976 18.9790594547506
ENSG00000008952.17 85.8032744683173 110.042865836756 142.509898597383 151.951094759597
ENSG00000008988.11 1221.41337635862 612.074817036226 303.562068729266 251.09295658635
ENSG00000009307.16 274.086822510599 567.023572636192 316.915455258753 149.815950570937
ENSG00000009335.18 44.7381603914837 106.705736621938 53.8561998150593 87.6358070323109
ENSG00000009413.16 7.77955772233349 19.960976599741 13.2058352971173 10.5333779973866
ENSG00000009694.13 17.019208389621 3.33712921481737 11.0909342998136 0.545647959324079
ENSG00000009709.12 0.045627904529815 0 0 0
ENSG00000009724.17 4.95062764148495 213.535070622203 293.577768672228 233.418707469113
ENSG00000009765.15 0.638790663417412 31.0435415230234 22.0343173672572 16.4880579013146
ENSG00000009780.16 5.70348806622689 10.4233789055407 4.8200069240875 4.43635514754795
ENSG00000009790.15 9.55904599899628 2.4101488773681 8.8776658142632 1.87418212115662
ENSG00000009830.12 8.98869719237359 13.3691164223239 10.7466480909502 7.04597582257615
ENSG00000009844.16 34.8369051085138 48.9033626912126 23.3376865865257 19.0502309277059
ENSG00000009950.16 108.662854637755 306.191905241021 454.138101362877 342.572023158248
ENSG00000009954.11 54.3428342950098 112.144021268307 37.0845430689998 94.2784778414735
ENSG00000010017.13 24.8215800642194 26.6352350293757 18.7635983830549 33.5692114105901
ENSG00000010030.14 49.871299651088 5.12929120055263 6.51684609634279 0.877781499782214
ENSG00000010072.16 6.82137172720736 8.38402216315229 4.18061825048406 6.66639463348114
ENSG00000010165.20 31.1866727461286 50.3865312311315 17.8536991167731 26.3334449934664
ENSG00000010219.13 6.36509268190921 5.52068289858676 3.49204583275727 2.75196362093884
ENSG00000010244.19 83.3621815759722 99.5164891159427 50.437929598487 55.5374727294639
ENSG00000010256.11 184.154222682334 369.597360322551 146.911843696422 175.29533788894
ENSG00000010270.14 15.0343945425741 21.8973355268572 4.15602637842238 15.8475146447167
ENSG00000010278.15 18.9812082844031 93.6868127715396 48.1508854967517 14.3766375369735
ENSG00000010282.15 0.114069761324538 0.0205995630544282 0.0245918720616709 0.0237238243184382
ENSG00000010292.13 26.2360451046437 45.1542422153067 17.4356372917247 17.650525292918
ENSG00000010295.20 20.3728593725624 19.1781932036727 22.4769710643672 11.7432930376269
ENSG00000010310.9 4.17495326447809 0.329593008870852 0.934491138343495 0.0237238243184382
ENSG00000010318.21 3.07988355576252 5.82967634440319 4.10684263429905 1.8030106482013
ENSG00000010319.7 6.57041825229339 8.69301560896871 16.2798193048262 9.10994853828028
ENSG00000010322.16 67.3011591814773 70.9860942855597 59.2664116686269 32.9523919783107
ENSG00000010327.10 42.6620907353772 59.1413455292635 60.1517190628471 12.5736268887723
ENSG00000010361.14 2.60079055819947 2.82214013845667 3.31990272832557 3.39250687753666
ENSG00000010379.16 1.07225575645066 3.00753620594652 30.4201457402869 29.3700945062265
ENSG00000010404.18 2.714860319524 2.65734363402124 3.4674539606956 1.13874356728503
ENSG00000010438.17 0.821302281536672 1.48316853991883 3.17235149595555 0.0237238243184382
ENSG00000010539.12 7.5286042474195 9.35220162671041 7.77103157148802 5.29041282301172
ENSG00000010610.10 60.8904385950382 50.8603211813834 50.511705214672 48.6338398527983
ENSG00000010626.15 2.03044175157677 1.58616635519097 1.00826675452851 1.82673447251974
ENSG00000010671.16 7.36890658156515 5.21168945277034 2.82806528709215 1.16246739160347
ENSG00000010704.18 15.6959991582564 37.5736030112771 16.3535949210111 9.797939443515
ENSG00000010803.16 15.4678596356073 21.5059438288231 11.6073636131087 13.9970563478786
ENSG00000010810.17 31.848277361811 24.7812743544772 47.4377212069632 9.20484383555403
ENSG00000010818.10 11.2244645143345 13.1219216656708 19.5997220331517 7.78141437644773
ENSG00000010932.17 0.319395331708706 1.11237640493912 0.147551232370025 1.63694387797224
ENSG00000011007.12 49.5062764148494 96.3853555316697 39.5191384031052 46.2614574209546
ENSG00000011009.11 88.358437121987 111.13464267864 52.3069118751741 60.5194758363359
ENSG00000011021.23 10.9050691826258 24.0808892106266 15.763389991531 8.68291970054838
ENSG00000011028.14 14.4640457359514 16.7062456371413 6.71358107283616 2.68079214798352
ENSG00000011052.21 0 0 0 0
ENSG00000011083.9 0.228139522649076 0.102997815272141 0 0.0474476486368764
ENSG00000011105.14 19.8253245182047 47.3377958990761 100.777491708727 75.7501710487732
ENSG00000011114.15 12.5704876979641 22.6183202337622 14.0173670751524 15.9186861176721
ENSG00000011132.12 22.2436034582849 18.6426045642576 13.0828759368089 10.4859303487497
ENSG00000011143.19 10.6541157077118 10.1143854597243 5.21347687707423 3.58229747208417
ENSG00000011198.10 17.6808130053034 30.7139485141525 27.1494267560847 14.8985616719792
ENSG00000011201.12 0.752860424741949 1.15357553104798 0.78693990597347 0.498200310687202
ENSG00000011243.18 26.9660915771208 35.7608414624874 19.8702326258301 33.8538973024113
ENSG00000011258.16 14.806255019925 16.8916417046312 14.9272663414343 19.3111929952087
ENSG00000011260.14 30.114416989678 46.4520146877357 11.7549148454787 9.32346295714621
ENSG00000011275.19 42.8446023534964 46.8846055118786 24.4935045734242 29.3938183305449
ENSG00000011295.16 20.9432081791852 21.5265433918775 13.1320596809323 50.5554696225918
ENSG00000011304.22 262.679846378146 201.731520992016 135.476623187745 125.332963874309
ENSG00000011332.19 0.365023236238521 0.144196941380998 0.122959360308355 0.0948952972737529
ENSG00000011347.10 5.29283692545855 27.9742066279135 143.93622717696 58.6215698908608
ENSG00000011376.12 14.6693713063356 29.6839703614311 13.7222646104124 15.5628287528955
ENSG00000011405.13 19.6884408046152 41.8377125635438 30.0020839152385 37.6022615447245
ENSG00000011422.12 13.095208600057 6.0562715380019 2.1149009973037 1.09129591864816
ENSG00000011426.11 9.9696971397646 27.3356201732262 4.45112884316244 7.35438553871585
ENSG00000011451.21 38.7837188503428 52.0138967124313 46.8229244054214 58.6215698908608
ENSG00000011454.18 19.4146733774364 21.9591342160205 14.3370614119542 10.391035051476
ENSG00000011465.18 29.863463514764 68.2875515254295 31.2808612624454 2.96547803980478
ENSG00000011478.13 9.87844133070497 18.8897993209107 7.15623476994625 9.46580590305686
ENSG00000011485.15 37.4148817144484 35.7196423363785 20.6817644038653 51.2197367035082
ENSG00000011523.14 7.18639496344588 17.3036329657197 8.8776658142632 10.2724159298837
ENSG00000011566.15 16.7682549147071 36.1110340344127 19.2554358242883 33.2845255187688
ENSG00000011590.14 2.28139522649076 0.453190387197421 0.688572417726786 0.142342945910629
ENSG00000011600.12 84.7538326641315 44.3714588192384 26.6329974427896 8.54057675463776
ENSG00000011638.11 1.98481384704696 2.71914232318453 1.79520666050198 0.735438553871584
ENSG00000011677.13 1.75667432439788 1.38017072464669 0 0
ENSG00000012048.23 7.32327867703533 21.0115543155168 5.68072244624598 3.2264401073076
ENSG00000012061.16 36.023230626289 28.4479965781654 19.0832927198566 44.6719611916191
ENSG00000012124.17 4.24339512127281 1.25657334632012 1.13122611483686 0.427028837731888
ENSG00000012171.20 2.23576732196094 3.74912047590594 1.13122611483686 2.58589685070977
ENSG00000012174.12 16.6769991056474 25.0078695480759 16.3044111768878 25.6217302639133
ENSG00000012211.13 6.38790663417412 4.71729993946407 3.885515785744 3.65346894503949
ENSG00000012223.13 1.84793013345752 1.05057771577584 1.20500173102188 0.782886202508461
ENSG00000012232.9 16.1066502990247 33.9892790398066 26.8051405472213 18.4571353197449
ENSG00000012504.15 9.55904599899628 83.4282303704343 85.4075716701832 67.1858704698171
ENSG00000012660.14 59.7725549340579 139.541440130697 145.387147628598 39.7611295577025
ENSG00000012779.11 4.58560440524642 5.66487983996777 4.13143450636071 0.8066100268269
ENSG00000012817.16 33.4452540203545 46.1842203680281 23.7311565395125 0.0948952972737529
ENSG00000012822.16 62.7155547762308 51.6019054513427 57.98763432142 28.2787985875784
ENSG00000012963.15 24.912835873279 33.9686794767521 15.9601249680244 22.5139092781979
ENSG00000012983.11 17.6351851007735 22.6183202337622 13.5009377618573 8.56430057895619
ENSG00000013016.16 1.84793013345752 6.07687110105633 2.95102464740051 4.76848868800608
ENSG00000013275.8 148.404759483224 131.631207917797 61.5534557703623 91.2418283287134
ENSG00000013288.9 27.1942310997699 67.7725624490689 100.162694907186 131.121577008008
ENSG00000013293.6 0 0.0205995630544282 0 0
ENSG00000013297.12 2.1216975606364 1.35957116159226 0.393469952986735 0.189790594547506
ENSG00000013306.16 171.515293127575 255.104988866039 75.6691903337614 135.083455669187
ENSG00000013364.19 277.600171159395 251.541264457623 118.04098589602 28.5872083037181
