	TCGA-2W-A8YY-01A-11D-A37Q-05	TCGA-4J-AA1J-01A-21D-A388-05	TCGA-BI-A0VR-01A-11D-A10W-05	TCGA-BI-A0VS-01A-11D-A10W-05	TCGA-BI-A20A-01A-11D-A14Z-05	TCGA-C5-A0TN-01A-21D-A14Z-05	TCGA-C5-A1BE-01B-11D-A13Z-05	TCGA-C5-A1BF-01B-11D-A13Z-05	TCGA-C5-A1BI-01B-11D-A13Z-05	TCGA-C5-A1BJ-01A-11D-A13Z-05	TCGA-C5-A1BK-01B-11D-A13Z-05	TCGA-C5-A1BL-01A-11D-A13Z-05	TCGA-C5-A1BM-01A-11D-A13Z-05	TCGA-C5-A1BN-01B-11D-A14Z-05	TCGA-C5-A1BQ-01C-11D-A212-05	TCGA-C5-A1M5-01A-11D-A13Z-05	TCGA-C5-A1M6-01A-11D-A13Z-05	TCGA-C5-A1M7-01A-11D-A13Z-05	TCGA-C5-A1M8-01A-21D-A13Z-05	TCGA-C5-A1M9-01A-11D-A13Z-05	TCGA-C5-A1ME-01A-11D-A13Z-05	TCGA-C5-A1MF-01A-11D-A13Z-05	TCGA-C5-A1MH-01A-11D-A14Z-05	TCGA-C5-A1MI-01A-11D-A14Z-05	TCGA-C5-A1MJ-01A-11D-A14Z-05	TCGA-C5-A1MK-01A-11D-A14Z-05	TCGA-C5-A1ML-01A-11D-A14Z-05	TCGA-C5-A1MN-01A-11D-A14Z-05	TCGA-C5-A1MP-01A-11D-A14Z-05	TCGA-C5-A1MQ-01A-11D-A14Z-05	TCGA-C5-A2LS-01A-22D-A230-05	TCGA-C5-A2LT-01A-11D-A18K-05	TCGA-C5-A2LV-01A-11D-A18K-05	TCGA-C5-A2LX-01A-11D-A18K-05	TCGA-C5-A2LY-01A-31D-A18K-05	TCGA-C5-A2LZ-01A-11D-A212-05	TCGA-C5-A2M1-01A-11D-A18K-05	TCGA-C5-A2M2-01A-21D-A18K-05	TCGA-C5-A3HD-01B-11D-A212-05	TCGA-C5-A3HE-01A-21D-A230-05	TCGA-C5-A3HF-01A-11D-A212-05	TCGA-C5-A3HL-01A-11D-A212-05	TCGA-C5-A7CG-01A-11D-A32T-05	TCGA-C5-A7CH-01A-11D-A340-05	TCGA-C5-A7CJ-01A-11D-A32T-05	TCGA-C5-A7CK-01A-11D-A32T-05	TCGA-C5-A7CL-01A-11D-A32T-05	TCGA-C5-A7CM-01A-11D-A340-05	TCGA-C5-A7CO-01A-11D-A357-05	TCGA-C5-A7UC-01A-11D-A357-05	TCGA-C5-A7UE-01A-11D-A340-05	TCGA-C5-A7UH-01A-11D-A357-05	TCGA-C5-A7UI-01A-11D-A36K-05	TCGA-C5-A7X3-01A-11D-A357-05	TCGA-C5-A7X5-01A-11D-A36K-05	TCGA-C5-A7X8-01A-11D-A36K-05	TCGA-C5-A7XC-01A-11D-A388-05	TCGA-C5-A8XH-01A-11D-A37Q-05	TCGA-C5-A8XI-01A-11D-A37Q-05	TCGA-C5-A8XJ-01A-11D-A37Q-05	TCGA-C5-A8XK-01A-11D-A37Q-05	TCGA-C5-A8YQ-01A-11D-A37Q-05	TCGA-C5-A8YR-01A-12D-A37Q-05	TCGA-C5-A8YT-01A-11D-A37Q-05	TCGA-C5-A8ZZ-01A-11D-A37Q-05	TCGA-C5-A901-01A-11D-A37Q-05	TCGA-C5-A902-01A-11D-A37Q-05	TCGA-C5-A905-01A-11D-A37Q-05	TCGA-C5-A907-01A-11D-A37Q-05	TCGA-DG-A2KH-01A-21D-A230-05	TCGA-DG-A2KJ-01A-11D-A18K-05	TCGA-DG-A2KK-01A-11D-A17Z-05	TCGA-DG-A2KL-01A-11D-A17Z-05	TCGA-DG-A2KM-01A-11D-A17Z-05	TCGA-DR-A0ZL-01A-11D-A10W-05	TCGA-DR-A0ZM-01A-12D-A10W-05	TCGA-DS-A0VK-01A-21D-A10W-05	TCGA-DS-A0VL-01A-21D-A10W-05	TCGA-DS-A0VM-01A-11D-A10W-05	TCGA-DS-A0VN-01A-21D-A10W-05	TCGA-DS-A1O9-01A-11D-A14Z-05	TCGA-DS-A1OA-01A-11D-A14Z-05	TCGA-DS-A1OB-01A-11D-A14Z-05	TCGA-DS-A1OC-01A-11D-A14Z-05	TCGA-DS-A1OD-01A-11D-A14Z-05	TCGA-DS-A3LQ-01A-21D-A21R-05	TCGA-DS-A5RQ-01A-11D-A28C-05	TCGA-DS-A7WF-01A-11D-A357-05	TCGA-DS-A7WH-01A-22D-A357-05	TCGA-DS-A7WI-01A-12D-A357-05	TCGA-EA-A1QS-01A-61D-A230-05	TCGA-EA-A1QT-01A-11D-A14Z-05	TCGA-EA-A3HQ-01A-11D-A212-05	TCGA-EA-A3HR-01A-11D-A212-05	TCGA-EA-A3HS-01A-11D-A212-05	TCGA-EA-A3HT-01A-61D-A21R-05	TCGA-EA-A3HU-01A-11D-A212-05	TCGA-EA-A3QD-01A-32D-A230-05	TCGA-EA-A3QE-01A-21D-A21R-05	TCGA-EA-A3Y4-01A-51D-A244-05	TCGA-EA-A410-01A-11D-A244-05	TCGA-EA-A411-01A-11D-A244-05	TCGA-EA-A439-01A-11D-A244-05	TCGA-EA-A43B-01A-81D-A244-05	TCGA-EA-A44S-01A-12D-A26S-05	TCGA-EA-A4BA-01A-21D-A26S-05	TCGA-EA-A50E-01A-21D-A26S-05	TCGA-EA-A556-01A-11D-A26S-05	TCGA-EA-A5FO-01A-21D-A28C-05	TCGA-EA-A5O9-01A-11D-A28C-05	TCGA-EA-A5ZD-01A-11D-A28C-05	TCGA-EA-A5ZE-01A-11D-A28C-05	TCGA-EA-A5ZF-01A-11D-A28C-05	TCGA-EA-A6QX-01A-12D-A340-05	TCGA-EA-A78R-01A-11D-A32T-05	TCGA-EA-A97N-01A-11D-A388-05	TCGA-EK-A2GZ-01A-11D-A17Z-05	TCGA-EK-A2H0-01A-11D-A17Z-05	TCGA-EK-A2H1-01A-11D-A17Z-05	TCGA-EK-A2IP-01A-11D-A17Z-05	TCGA-EK-A2IR-01A-11D-A17Z-05	TCGA-EK-A2PG-01A-11D-A18K-05	TCGA-EK-A2PI-01A-11D-A18K-05	TCGA-EK-A2PK-01A-11D-A18K-05	TCGA-EK-A2PL-01A-11D-A18K-05	TCGA-EK-A2PM-01A-11D-A18K-05	TCGA-EK-A2R7-01A-11D-A18K-05	TCGA-EK-A2R8-01A-21D-A18K-05	TCGA-EK-A2R9-01A-11D-A18K-05	TCGA-EK-A2RA-01A-11D-A18K-05	TCGA-EK-A2RB-01A-11D-A18K-05	TCGA-EK-A2RC-01A-11D-A18K-05	TCGA-EK-A2RD-01A-12D-A212-05	TCGA-EK-A2RE-01A-11D-A18K-05	TCGA-EK-A2RJ-01A-11D-A18K-05	TCGA-EK-A2RK-01A-11D-A18K-05	TCGA-EK-A2RL-01A-11D-A18K-05	TCGA-EK-A2RM-01A-21D-A18K-05	TCGA-EK-A2RN-01A-12D-A212-05	TCGA-EK-A2RO-01A-11D-A18K-05	TCGA-EK-A3GJ-01A-21D-A212-05	TCGA-EK-A3GK-01A-11D-A212-05	TCGA-EK-A3GM-01A-11D-A212-05	TCGA-EK-A3GN-01A-11D-A212-05	TCGA-EX-A1H5-01A-31D-A13Z-05	TCGA-EX-A1H6-01B-11D-A230-05	TCGA-EX-A3L1-01A-11D-A21R-05	TCGA-EX-A69L-01A-11D-A32T-05	TCGA-EX-A69M-01A-11D-A32T-05	TCGA-EX-A8YF-01A-11D-A37Q-05	TCGA-FU-A23K-01A-11D-A16P-05	TCGA-FU-A23L-01A-11D-A16P-05	TCGA-FU-A2QG-01A-11D-A18K-05	TCGA-FU-A3EO-01A-11D-A212-05	TCGA-FU-A3EO-11A-13D-A212-05	TCGA-FU-A3HY-01A-11D-A21R-05	TCGA-FU-A3HZ-01A-11D-A212-05	TCGA-FU-A3NI-01A-11D-A21R-05	TCGA-FU-A3TQ-01A-11D-A230-05	TCGA-FU-A3TX-01A-11D-A230-05	TCGA-FU-A3WB-01A-11D-A230-05	TCGA-FU-A3YQ-01A-11D-A230-05	TCGA-FU-A40J-01A-11D-A244-05	TCGA-FU-A57G-01A-11D-A26S-05	TCGA-FU-A5XV-01A-11D-A28C-05	TCGA-FU-A770-01A-11D-A340-05	TCGA-GH-A9DA-01A-21D-A37Q-05	TCGA-HG-A2PA-01A-11D-A212-05	TCGA-HG-A9SC-01A-21D-A42P-05	TCGA-HM-A3JJ-01A-21D-A21R-05	TCGA-HM-A3JJ-11A-12D-A21R-05	TCGA-HM-A3JK-01A-11D-A21R-05	TCGA-HM-A4S6-01A-11D-A26S-05	TCGA-HM-A6W2-01A-21D-A340-05	TCGA-HM-A6W2-06A-22D-A340-05	TCGA-IR-A3L7-01A-21D-A212-05	TCGA-IR-A3LA-01A-11D-A230-05	TCGA-IR-A3LB-01A-11D-A244-05	TCGA-IR-A3LC-01A-11D-A212-05	TCGA-IR-A3LF-01A-21D-A230-05	TCGA-IR-A3LH-01A-21D-A212-05	TCGA-IR-A3LI-01A-11D-A212-05	TCGA-IR-A3LK-01A-12D-A212-05	TCGA-IR-A3LL-01A-11D-A212-05	TCGA-JW-A5VG-01A-11D-A28C-05	TCGA-JW-A5VH-01A-11D-A28C-05	TCGA-JW-A5VI-01A-11D-A28C-05	TCGA-JW-A5VJ-01A-11D-A28C-05	TCGA-JW-A5VK-01A-11D-A28C-05	TCGA-JW-A5VL-01A-11D-A28C-05	TCGA-JW-A69B-01A-11D-A32T-05	TCGA-JW-A852-01A-11D-A357-05	TCGA-JW-AAVH-01A-11D-A388-05	TCGA-JX-A3PZ-01A-11D-A21R-05	TCGA-JX-A3Q0-01A-11D-A21R-05	TCGA-JX-A3Q8-01A-11D-A21R-05	TCGA-JX-A5QV-01A-22D-A28C-05	TCGA-LP-A4AU-01A-32D-A244-05	TCGA-LP-A4AV-01A-11D-A244-05	TCGA-LP-A4AW-01A-11D-A244-05	TCGA-LP-A4AX-01A-12D-A244-05	TCGA-LP-A5U2-01A-11D-A28C-05	TCGA-LP-A5U3-01A-11D-A28C-05	TCGA-LP-A7HU-01A-11D-A340-05	TCGA-MA-AA3W-01A-11D-A388-05	TCGA-MA-AA3X-01A-22D-A42P-05	TCGA-MA-AA3Y-01A-11D-A388-05	TCGA-MA-AA3Z-01A-11D-A388-05	TCGA-MA-AA41-01A-11D-A388-05	TCGA-MA-AA42-01A-12D-A388-05	TCGA-MA-AA43-01A-11D-A42P-05	TCGA-MU-A51Y-01A-11D-A26S-05	TCGA-MU-A5YI-01A-11D-A32T-05	TCGA-MU-A8JM-01A-11D-A36K-05	TCGA-MY-A5BD-01A-11D-A26S-05	TCGA-MY-A5BE-01A-21D-A26S-05	TCGA-MY-A5BF-01A-11D-A26S-05	TCGA-MY-A5BF-11A-11D-A26S-05	TCGA-MY-A913-01A-11D-A37Q-05	TCGA-PN-A8MA-01A-11D-A36K-05	TCGA-Q1-A5R1-01A-11D-A28C-05	TCGA-Q1-A5R2-01A-11D-A28C-05	TCGA-Q1-A5R3-01A-11D-A28C-05	TCGA-Q1-A6DT-01A-11D-A32T-05	TCGA-Q1-A6DV-01A-11D-A32T-05	TCGA-Q1-A6DW-01A-11D-A32T-05	TCGA-Q1-A73O-01A-11D-A32T-05	TCGA-Q1-A73P-01A-11D-A32T-05	TCGA-Q1-A73Q-01A-21D-A32T-05	TCGA-Q1-A73R-01A-11D-A340-05	TCGA-Q1-A73S-01A-11D-A340-05	TCGA-R2-A69V-01A-11D-A32T-05	TCGA-RA-A741-01A-11D-A340-05	TCGA-UC-A7PD-01A-11D-A357-05	TCGA-UC-A7PF-01A-11D-A357-05	TCGA-UC-A7PG-01A-11D-A42P-05	TCGA-UC-A7PG-06A-11D-A42P-05	TCGA-UC-A7PI-01A-11D-A42P-05	TCGA-VS-A8EB-01A-11D-A36K-05	TCGA-VS-A8EC-01A-11D-A36K-05	TCGA-VS-A8EG-01A-11D-A36K-05	TCGA-VS-A8EH-01A-11D-A36K-05	TCGA-VS-A8EI-01A-11D-A37Q-05	TCGA-VS-A8EJ-01A-11D-A37Q-05	TCGA-VS-A8EK-01A-12D-A37Q-05	TCGA-VS-A8EL-01A-11D-A37Q-05	TCGA-VS-A8Q8-01A-11D-A37Q-05	TCGA-VS-A8Q9-01A-12D-A37Q-05	TCGA-VS-A8QA-01A-11D-A37Q-05	TCGA-VS-A8QC-01A-11D-A37Q-05	TCGA-VS-A8QF-01A-21D-A37Q-05	TCGA-VS-A8QH-01A-11D-A37Q-05	TCGA-VS-A8QM-01A-11D-A37Q-05	TCGA-VS-A94W-01A-12D-A37Q-05	TCGA-VS-A94X-01A-11D-A388-05	TCGA-VS-A94Y-01A-11D-A388-05	TCGA-VS-A94Z-01A-11D-A388-05	TCGA-VS-A950-01A-11D-A42P-05	TCGA-VS-A952-01A-11D-A388-05	TCGA-VS-A953-01A-11D-A388-05	TCGA-VS-A954-01A-11D-A388-05	TCGA-VS-A957-01A-11D-A42P-05	TCGA-VS-A958-01A-11D-A42P-05	TCGA-VS-A959-01A-11D-A42P-05	TCGA-VS-A9U5-01A-11D-A42P-05	TCGA-VS-A9U6-01A-11D-A42P-05	TCGA-VS-A9U7-01A-11D-A42P-05	TCGA-VS-A9UA-01A-11D-A42P-05	TCGA-VS-A9UB-01A-22D-A42P-05	TCGA-VS-A9UC-01A-11D-A42P-05	TCGA-VS-A9UD-01A-11D-A42P-05	TCGA-VS-A9UH-01A-11D-A42P-05	TCGA-VS-A9UI-01A-11D-A42P-05	TCGA-VS-A9UJ-01A-11D-A42P-05	TCGA-VS-A9UL-01A-11D-A42P-05	TCGA-VS-A9UM-01A-11D-A42P-05	TCGA-VS-A9UO-01A-11D-A42P-05	TCGA-VS-A9UP-01A-11D-A42P-05	TCGA-VS-A9UQ-01A-21D-A42P-05	TCGA-VS-A9UR-01A-11D-A42P-05	TCGA-VS-A9UT-01A-11D-A42P-05	TCGA-VS-A9UU-01A-11D-A42P-05	TCGA-VS-A9UV-01A-11D-A42P-05	TCGA-VS-A9UY-01A-11D-A42P-05	TCGA-VS-A9UZ-01A-11D-A42P-05	TCGA-VS-A9V0-01A-11D-A42P-05	TCGA-VS-A9V1-01A-11D-A42P-05	TCGA-VS-A9V2-01A-11D-A42P-05	TCGA-VS-A9V3-01A-11D-A42P-05	TCGA-VS-A9V4-01A-12D-A42P-05	TCGA-VS-A9V5-01A-11D-A42P-05	TCGA-VS-AA62-01A-11D-A42P-05	TCGA-WL-A834-01A-11D-A357-05	TCGA-XS-A8TJ-01A-11D-A36K-05	TCGA-ZJ-A8QO-01A-11D-A37Q-05	TCGA-ZJ-A8QQ-01A-11D-A37Q-05	TCGA-ZJ-A8QR-01A-11D-A37Q-05	TCGA-ZJ-AAX4-01A-11D-A42P-05	TCGA-ZJ-AAX8-01A-11D-A42P-05	TCGA-ZJ-AAXA-01A-11D-A42P-05	TCGA-ZJ-AAXB-01A-11D-A42P-05	TCGA-ZJ-AAXD-01A-21D-A42P-05	TCGA-ZJ-AAXF-01A-31D-A42P-05	TCGA-ZJ-AAXI-01A-11D-A42P-05	TCGA-ZJ-AAXJ-01A-11D-A42P-05	TCGA-ZJ-AAXN-01A-11D-A42P-05	TCGA-ZJ-AAXT-01A-11D-A42P-05	TCGA-ZJ-AAXU-01A-11D-A42P-05	TCGA-ZJ-AB0H-01A-11D-A42P-05	TCGA-ZJ-AB0I-01A-11D-A42P-05	TCGA-ZX-AA5X-01A-11D-A42P-05
ACSL4	0.497441	0.436657	0.415338	0.620578	0.418004	0.514314	0.59998	0.504046	0.46104	0.493854	0.467546	0.477375	0.521567	0.51921	0.279669	0.264353	0.235282	0.483821	0.110355	0.469574	0.658673	0.585902	0.40378	0.658049	0.398502	0.557513	0.534651	0.503284	0.583564	0.517802	0.486536	0.452671	0.46449	0.406812	0.434167	0.545343	0.551159	0.539977	0.537064	0.542057	0.477288	0.532041	0.465317	0.490879	0.430443	0.370544	0.519191	0.492531	0.408562	0.448121	0.475132	0.413761	0.574386	0.454821	0.470882	0.493147	0.462874	0.304203	0.487784	0.639207	0.221216	0.48224	0.264211	0.469702	0.55928	0.600413	0.570337	0.523035	0.578682	0.50166	0.385234	0.552627	0.451755	0.560455	0.477533	0.540319	0.290211	0.509779	0.40296	0.393655	0.334515	0.366039	0.466373	0.476468	0.516819	0.22715	0.415956	0.460563	0.435535	0.433503	0.516641	0.53096	0.326404	0.52826	0.514738	0.45347	0.429819	0.475202	0.536272	0.501083	0.505466	0.483209	0.538736	0.486966	0.506251	0.567663	0.459973	0.519946	0.417716	0.431212	0.517715	0.413532	0.400255	0.480215	0.5295	0.294098	0.346284	0.574261	0.498003	0.540586	0.437334	0.473154	0.454721	0.536571	0.587309	0.610213	0.509514	0.458557	0.510888	0.587974	0.4339	0.509524	0.566092	0.506992	0.50452	0.564208	0.553693	0.474603	0.539962	0.555466	0.547479	0.521249	0.487851	0.494301	0.5616	0.504419	0.395045	0.512048	0.348219	0.53848	0.54096	0.506	0.560824	0.41566	0.482708	0.497485	0.41669	0.363781	0.576187	0.50841	0.566541	0.490141	0.493253	0.513394	0.341914	0.452031	0.514567	0.470698	0.478067	0.539372	0.47203	0.495751	0.570055	0.493804	0.177597	0.394949	0.661568	0.214006	0.516437	0.506923	0.515571	0.492411	0.482342	0.306736	0.485915	0.518281	0.239156	0.57464	0.128213	0.17057	0.623336	0.485183	0.424136	0.502426	0.444251	0.146978	0.537968	0.519406	0.479925	0.425832	0.481127	0.509481	0.529639	0.441657	0.47571	0.26369	0.493364	0.510411	0.335415	0.429596	0.484903	0.545863	0.432796	0.570843	0.574278	0.525919	0.540491	0.516174	0.576738	0.370158	0.515521	0.50088	0.515083	0.537768	0.550243	0.559505	0.537463	0.534754	0.528242	0.52302	0.506735	0.555699	0.500228	0.478247	0.416854	0.411916	0.342748	0.460582	0.148815	0.503174	0.595285	0.52681	0.461675	0.110702	0.296303	0.53094	0.608563	0.522184	0.581773	0.53932	0.463823	0.499856	0.479558	0.509524	0.494794	0.317575	0.459408	0.552005	0.490707	0.508053	0.246737	0.50368	0.459816	0.305663	0.437543	0.291084	0.473864	0.477374	0.424627	0.546709	0.331533	0.451304	0.211037	0.441051	0.472479	0.431928	0.28167	0.455072	0.463624	0.452292	0.493035	0.522568	0.429911	0.476579	0.388339	0.530136	0.277116	0.52492	0.448194	0.492243	0.453123	0.473017	0.467306	0.545265	0.440259	0.567616	0.405252	0.294667	0.452445	0.511211	0.41365	0.526791	0.372898	0.356708	0.473839	0.491139	0.498455	0.478241	0.53476	0.430013	0.489552
ALOX15	0.416632	0.0744283	0.365442	0.224167	0.374525	0.473472	0.184242	0.519561	0.30883	0.244361	0.474023	0.137287	0.24932	0.177274	0.50221	0.160998	0.0862061	0.446637	0.338699	0.644067	0.74818	0.138881	0.445457	0.145543	0.287199	0.342664	0.180532	0.718173	0.181394	0.611807	0.0907185	0.620498	0.776678	0.565583	0.633387	0.359403	0.562587	0.176991	0.376812	0.566338	0.303631	0.203164	0.265471	0.497333	0.253088	0.580088	0.162761	0.485582	0.404233	0.103433	0.502028	0.131461	0.388581	0.328291	0.534998	0.293346	0.438298	0.527333	0.138276	0.0918477	0.56577	0.724605	0.524013	0.1925	0.173309	0.616282	0.559501	0.0461831	0.425665	0.209444	0.581862	0.104168	0.104908	0.260901	0.192866	0.24927	0.131391	0.335944	0.697251	0.565847	0.484252	0.156587	0.39601	0.71425	0.226508	0.631411	0.186313	0.156722	0.190383	0.690344	0.296945	0.134049	0.639268	0.683295	0.373838	0.181475	0.216255	0.579062	0.236386	0.411504	0.137864	0.1354	0.124449	0.485954	0.392474	0.212035	0.565139	0.0827215	0.0618416	0.335612	0.355558	0.172687	0.117792	0.19397	0.155174	0.107899	0.372884	0.597147	0.324818	0.16955	0.27945	0.483772	0.456033	0.22553	0.15964	0.384256	0.122942	0.142596	0.108217	0.197586	0.633771	0.47064	0.272311	0.484323	0.352719	0.146859	0.450202	0.437018	0.132056	0.526391	0.745624	0.380255	0.518355	0.658946	0.159876	0.692923	0.355431	0.310332	0.511538	0.500734	0.121643	0.151605	0.21338	0.175099	0.109542	0.105266	0.233955	0.659665	0.361011	0.511152	0.725216	0.437264	0.505563	0.137503	0.105096	0.554864	0.516297	0.529825	0.0826362	0.151658	0.1255	0.325183	0.132844	0.139432	0.622297	0.0996941	0.520659	0.647003	0.56891	0.639519	0.452644	0.0528628	0.720625	0.201416	0.404308	0.569161	0.56142	0.627019	0.793088	0.731136	0.720438	0.263619	0.0660105	0.349267	0.417306	0.549088	0.114438	0.304725	0.182593	0.128548	0.532315	0.373953	0.385268	0.456068	0.162304	0.0997968	0.373927	0.191069	0.688214	0.553821	0.186425	0.400285	0.508285	0.582077	0.0501112	0.323725	0.15944	0.159229	0.363725	0.134652	0.582315	0.547096	0.122706	0.658277	0.154391	0.47272	0.216127	0.158714	0.217991	0.241548	0.213924	0.268131	0.362108	0.345792	0.270455	0.435049	0.424669	0.0956401	0.665097	0.542305	0.0815102	0.65024	0.316046	0.069861	0.206013	0.497395	0.193489	0.536303	0.160308	0.604607	0.573214	0.277097	0.173206	0.285298	0.195411	0.203164	0.327517	0.097916	0.0815976	0.491311	0.557752	0.561734	0.239302	0.272592	0.578546	0.1724	0.259932	0.4833	0.397647	0.654951	0.68791	0.325667	0.557657	0.147827	0.125597	0.2045	0.692746	0.123165	0.101763	0.605067	0.146569	0.413217	0.118377	0.343492	0.0839523	0.179752	0.3242	0.302581	0.677626	0.378587	0.63495	0.25856	0.119581	0.171191	0.421376	0.562799	0.272245	0.629276	0.281279	0.0422181	0.133032	0.0995846	0.23015	0.333592	0.646395	0.555936	0.484063	0.250428	0.199528	0.0902533	0.225515
ATP5G3	0.083282	0.0702896	0.0981767	0.113919	0.132166	0.12447	0.114096	0.101061	0.160323	0.116963	0.104267	0.0855222	0.124304	0.0970439	0.0834102	0.0978753	0.102964	0.111674	0.0845027	0.105346	0.154051	0.0853357	0.106959	0.110252	0.125687	0.132143	0.130147	0.130021	0.127698	0.161068	0.111037	0.11101	0.121914	0.115153	0.117878	0.0807349	0.110563	0.12103	0.0998917	0.114092	0.112031	0.0998218	0.0824583	0.0936438	0.06614	0.0790806	0.0676837	0.0911531	0.115007	0.117377	0.09105	0.0813607	0.0640635	0.119646	0.0720404	0.0725595	0.07782	0.0740095	0.0824741	0.0825356	0.0516019	0.0600341	0.0866532	0.0778838	0.071936	0.0842257	0.0664955	0.0482834	0.0725017	0.0995366	0.121854	0.104499	0.0965597	0.0924683	0.0926622	0.0978465	0.0857153	0.105446	0.093718	0.112582	0.13648	0.122229	0.13144	0.134433	0.133372	0.0713957	0.0686936	0.110853	0.121015	0.101972	0.10116	0.0951235	0.0931406	0.0907301	0.0934792	0.0937898	0.101016	0.0905512	0.113496	0.0881991	0.100175	0.0978181	0.0958049	0.0863745	0.080157	0.0960488	0.0919221	0.0918681	0.076299	0.46621	0.0933333	0.0939138	0.0836886	0.106069	0.0748185	0.0708645	0.12551	0.0973434	0.142776	0.0979097	0.0830389	0.0817752	0.10944	0.0928194	0.110384	0.11592	0.0949462	0.101856	0.104115	0.111774	0.105722	0.12875	0.112031	0.100313	0.109816	0.102915	0.131153	0.121744	0.0723863	0.0990109	0.0943608	0.0856362	0.108325	0.0717142	0.0894728	0.112108	0.0909625	0.0455859	0.0774667	0.0719532	0.119891	0.0993937	0.11902	0.0836266	0.109356	0.0776407	0.0965034	0.0889696	0.115557	0.103214	0.0758178	0.110222	0.0923839	0.400572	0.0948155	0.0811154	0.0666024	0.100429	0.0830156	0.0976371	0.120822	0.0978114	0.0649847	0.0984117	0.0894848	0.120304	0.119722	0.0816424	0.0885301	0.0939212	0.0993681	0.0996866	0.0900787	0.10465	0.0861787	0.0866971	0.104487	0.082451	0.0876667	0.0919441	0.0792033	0.090739	0.0581919	0.101743	0.0843079	0.101883	0.0820686	0.104623	0.0934784	0.0702155	0.0937281	0.0758224	0.0857013	0.0974182	0.0998013	0.0813946	0.0837987	0.0745084	0.0756624	0.0902611	0.0725678	0.0859885	0.398482	0.0731649	0.0942152	0.0633777	0.0757656	0.0807328	0.0834076	0.0845761	0.113898	0.0881491	0.0751106	0.0873404	0.0730458	0.079496	0.0794964	0.0945572	0.0731704	0.0823891	0.167194	0.0918007	0.0833268	0.125099	0.141688	0.0859715	0.0745774	0.0858162	0.0739068	0.076153	0.088206	0.0854754	0.0948196	0.0682398	0.0675017	0.082219	0.0756433	0.0891205	0.0585372	0.0675451	0.0949537	0.0742109	0.074727	0.0717231	0.0927891	0.0882586	0.0743877	0.0953016	0.0879766	0.0775089	0.0654246	0.0815552	0.100134	0.0934394	0.0819113	0.073066	0.0763444	0.0622856	0.0688992	0.0750405	0.0728758	0.103908	0.0760032	0.0933309	0.0729795	0.0890705	0.105213	0.0912161	0.0898802	0.117616	0.0833046	0.108115	0.078465	0.0908779	0.0922974	0.0602277	0.0731792	0.114659	0.0749287	0.0869336	0.0671891	0.096541	0.11046	0.0971512	0.0699224	0.0676993	0.0482763	0.0651208	0.0900671	0.0794675	0.0924207	0.0821408	0.0881476	0.0994454	0.082736	0.0822464	0.0824135	0.112127	0.0745685	0.0722747	0.0939073
