	TCGA-18-3417-01A-01D-1440-05	TCGA-18-3417-11A-01D-1440-05	TCGA-18-4721-01A-01D-1440-05	TCGA-18-4721-11A-01D-1440-05	TCGA-18-5592-01A-01D-1633-05	TCGA-18-5592-11A-11D-1633-05	TCGA-21-5782-01A-01D-1633-05	TCGA-21-5783-01A-41D-2185-05	TCGA-21-5784-01A-01D-1633-05	TCGA-21-5786-01A-01D-1633-05	TCGA-21-5787-01A-01D-1633-05	TCGA-22-4593-01A-21D-1818-05	TCGA-22-4599-01A-01D-1440-05	TCGA-22-4599-11A-01D-1440-05	TCGA-22-4601-01A-01D-1440-05	TCGA-22-4601-11A-01D-1440-05	TCGA-22-4605-01A-21D-2123-05	TCGA-22-4609-01A-21D-2123-05	TCGA-22-4613-01A-01D-1440-05	TCGA-22-4613-11A-01D-1440-05	TCGA-22-5471-01A-01D-1633-05	TCGA-22-5471-11A-01D-1633-05	TCGA-22-5472-01A-01D-1633-05	TCGA-22-5472-11A-11D-1633-05	TCGA-22-5473-01A-01D-1633-05	TCGA-22-5473-11A-11D-1633-05	TCGA-22-5474-01A-01D-1633-05	TCGA-22-5474-11A-01D-1633-05	TCGA-22-5477-01A-01D-1633-05	TCGA-22-5477-11A-11D-1633-05	TCGA-22-5478-01A-01D-1633-05	TCGA-22-5478-11A-11D-1633-05	TCGA-22-5479-01A-31D-1947-05	TCGA-22-5480-01A-01D-1633-05	TCGA-22-5480-11A-01D-1633-05	TCGA-22-5481-01A-31D-1947-05	TCGA-22-5482-01A-01D-1633-05	TCGA-22-5482-11A-01D-1633-05	TCGA-22-5483-01A-01D-1818-05	TCGA-22-5485-01A-01D-1633-05	TCGA-22-5485-11A-01D-1633-05	TCGA-22-5489-01A-01D-1633-05	TCGA-22-5489-11A-01D-1633-05	TCGA-22-5491-01A-01D-1633-05	TCGA-22-5491-11A-01D-1633-05	TCGA-22-5492-01A-01D-1633-05	TCGA-22-5492-11A-01D-1633-05	TCGA-22-A5C4-01A-12D-A27L-05	TCGA-33-4566-01A-01D-1440-05	TCGA-33-4566-11A-01D-1440-05	TCGA-33-4582-01A-01D-1440-05	TCGA-33-4582-11A-01D-1440-05	TCGA-33-4583-01A-01D-1440-05	TCGA-33-4583-11A-01D-1440-05	TCGA-33-4586-01A-01D-1440-05	TCGA-33-4586-11A-01D-1440-05	TCGA-33-4587-01A-11D-2123-05	TCGA-33-4589-01A-01D-1440-05	TCGA-33-4589-11A-01D-1440-05	TCGA-33-6738-01A-11D-1947-05	TCGA-33-A4WN-01A-11D-A25R-05	TCGA-33-A5GW-01A-11D-A27L-05	TCGA-33-AAS8-01A-11D-A408-05	TCGA-33-AASB-01A-11D-A408-05	TCGA-33-AASD-01A-11D-A408-05	TCGA-33-AASI-01A-22D-A408-05	TCGA-33-AASJ-01A-11D-A408-05	TCGA-33-AASL-01A-11D-A408-05	TCGA-34-5231-01A-21D-1818-05	TCGA-34-5232-01A-21D-1818-05	TCGA-34-5234-01A-01D-1633-05	TCGA-34-5236-01A-21D-1818-05	TCGA-34-5239-01A-21D-1818-05	TCGA-34-5240-01A-01D-1440-05	TCGA-34-5241-01A-01D-1440-05	TCGA-34-5927-01A-11D-1818-05	TCGA-34-5928-01A-11D-1818-05	TCGA-34-5929-01A-11D-1818-05	TCGA-34-5929-11A-01D-1818-05	TCGA-34-7107-01A-11D-1947-05	TCGA-34-8454-01A-11D-2324-05	TCGA-34-8455-01A-11D-2324-05	TCGA-34-8456-01A-21D-2324-05	TCGA-34-A5IX-01A-12D-A27L-05	TCGA-37-5819-01A-01D-1633-05	TCGA-37-A5EL-01A-11D-A26N-05	TCGA-37-A5EM-01A-21D-A27L-05	TCGA-37-A5EN-01A-21D-A26N-05	TCGA-39-5011-01A-01D-1440-05	TCGA-39-5011-11A-01D-1440-05	TCGA-39-5016-01A-01D-1440-05	TCGA-39-5016-11A-01D-1440-05	TCGA-39-5019-01A-01D-1818-05	TCGA-39-5019-11A-01D-1818-05	TCGA-39-5021-01A-01D-1440-05	TCGA-39-5021-11A-01D-1440-05	TCGA-39-5022-01A-21D-1818-05	TCGA-39-5024-01A-21D-1818-05	TCGA-39-5027-01A-21D-1818-05	TCGA-39-5028-01A-01D-1440-05	TCGA-39-5028-11A-01D-1440-05	TCGA-39-5029-01A-01D-1440-05	TCGA-39-5029-11A-01D-1440-05	TCGA-39-5030-01A-01D-1440-05	TCGA-39-5030-11A-01D-1440-05	TCGA-39-5031-01A-01D-1440-05	TCGA-39-5031-11A-01D-1440-05	TCGA-39-5034-01A-01D-1440-05	TCGA-39-5034-11A-01D-1440-05	TCGA-39-5035-01A-01D-1440-05	TCGA-39-5035-11A-01D-1440-05	TCGA-39-5036-01A-01D-1440-05	TCGA-39-5036-11A-01D-1440-05	TCGA-39-5037-01A-01D-1440-05	TCGA-39-5037-11A-01D-1440-05	TCGA-39-5039-01A-01D-1440-05	TCGA-39-5039-11A-01D-1440-05	TCGA-39-5040-01A-21D-2123-05	TCGA-43-3394-11A-01D-1551-05	TCGA-43-3920-11B-01D-1551-05	TCGA-43-5668-01A-01D-1633-05	TCGA-43-5668-11A-01D-1633-05	TCGA-43-5670-01A-21D-2123-05	TCGA-43-6143-01A-11D-1818-05	TCGA-43-6647-01A-11D-1818-05	TCGA-43-6770-01A-11D-1818-05	TCGA-43-6771-01A-11D-1818-05	TCGA-43-6771-11A-01D-1818-05	TCGA-43-6773-01A-41D-1947-05	TCGA-43-7656-01A-11D-2123-05	TCGA-43-7657-01A-31D-2123-05	TCGA-43-7658-01A-11D-2123-05	TCGA-43-8115-01A-11D-2245-05	TCGA-43-8116-01A-11D-2245-05	TCGA-43-8118-01A-11D-2398-05	TCGA-43-A474-01A-11D-A24I-05	TCGA-43-A475-01A-11D-A24I-05	TCGA-43-A56U-01A-11D-A26N-05	TCGA-43-A56V-01A-11D-A26N-05	TCGA-46-6025-01A-11D-1818-05	TCGA-46-6026-01A-11D-1818-05	TCGA-51-6867-01A-11D-2043-05	TCGA-52-7622-01A-11D-2123-05	TCGA-52-7809-01A-21D-2123-05	TCGA-52-7810-01A-11D-2123-05	TCGA-52-7811-01A-11D-2123-05	TCGA-52-7812-01A-11D-2123-05	TCGA-56-5897-01A-11D-1633-05	TCGA-56-5898-01A-11D-1633-05	TCGA-56-6545-01A-11D-1818-05	TCGA-56-6546-01A-11D-1818-05	TCGA-56-7221-01A-11D-2043-05	TCGA-56-7222-01A-11D-2043-05	TCGA-56-7223-01A-11D-2043-05	TCGA-56-7579-01A-11D-2043-05	TCGA-56-7580-01A-11D-2043-05	TCGA-56-7582-01A-11D-2043-05	TCGA-56-7730-01A-11D-2123-05	TCGA-56-7731-01A-11D-2123-05	TCGA-56-7822-01A-11D-2123-05	TCGA-56-7823-01B-11D-2245-05	TCGA-56-8082-01A-11D-2245-05	TCGA-56-8083-01A-11D-2245-05	TCGA-56-8201-01A-11D-2245-05	TCGA-56-8304-01A-11D-2324-05	TCGA-56-8305-01A-11D-2294-05	TCGA-56-8307-01A-11D-2294-05	TCGA-56-8308-01A-11D-2294-05	TCGA-56-8309-01A-11D-2294-05	TCGA-56-8503-01A-11D-2398-05	TCGA-56-8504-01A-11D-2398-05	TCGA-56-8622-01A-11D-2398-05	TCGA-56-8623-01A-11D-2398-05	TCGA-56-8624-01A-11D-2398-05	TCGA-56-8625-01A-11D-2398-05	TCGA-56-8626-01A-11D-2398-05	TCGA-56-8628-01A-11D-2398-05	TCGA-56-8629-01A-11D-2398-05	TCGA-56-A49D-01A-11D-A24I-05	TCGA-56-A4BW-01A-11D-A24I-05	TCGA-56-A4BX-01A-11D-A24I-05	TCGA-56-A4BY-01A-11D-A24I-05	TCGA-56-A4ZJ-01A-11D-A25R-05	TCGA-56-A4ZK-01A-11D-A25R-05	TCGA-56-A5DR-01A-11D-A27L-05	TCGA-56-A5DS-01A-11D-A27L-05	TCGA-56-A62T-01A-11D-A408-05	TCGA-58-8386-01A-11D-2294-05	TCGA-58-8387-01A-11D-2294-05	TCGA-58-8388-01A-11D-2324-05	TCGA-58-8390-01A-11D-2324-05	TCGA-58-8391-01A-11D-2324-05	TCGA-58-8392-01A-11D-2324-05	TCGA-58-8393-01A-11D-2324-05	TCGA-58-A46J-01A-11D-A24I-05	TCGA-58-A46K-01A-11D-A24I-05	TCGA-58-A46L-01A-11D-A24I-05	TCGA-58-A46M-01A-11D-A24I-05	TCGA-58-A46N-01A-11D-A24I-05	TCGA-60-2697-01A-11D-2123-05	TCGA-60-2703-01A-11D-2043-05	TCGA-60-2704-01A-11D-2043-05	TCGA-60-2709-01A-21D-1818-05	TCGA-63-5128-01A-01D-1440-05	TCGA-63-5131-01A-01D-1440-05	TCGA-63-6202-01A-11D-1818-05	TCGA-63-7020-01A-11D-1947-05	TCGA-63-7021-01A-11D-1947-05	TCGA-63-7022-01A-11D-1947-05	TCGA-63-7023-01A-11D-1947-05	TCGA-63-A5M9-01A-11D-A26N-05	TCGA-63-A5MB-01A-11D-A26N-05	TCGA-63-A5MG-01A-12D-A27L-05	TCGA-63-A5MH-01A-12D-A27L-05	TCGA-63-A5MI-01A-12D-A27L-05	TCGA-63-A5MJ-01A-11D-A27L-05	TCGA-63-A5ML-01A-31D-A27L-05	TCGA-63-A5MM-01A-11D-A26N-05	TCGA-63-A5MN-01A-22D-A27L-05	TCGA-63-A5MP-01A-11D-A26N-05	TCGA-63-A5MR-01A-31D-A27L-05	TCGA-63-A5MS-01A-11D-A26N-05	TCGA-63-A5MT-01A-21D-A26N-05	TCGA-63-A5MU-01A-11D-A26N-05	TCGA-63-A5MV-01A-21D-A26N-05	TCGA-63-A5MW-01A-11D-A26N-05	TCGA-63-A5MY-01A-11D-A26N-05	TCGA-68-7755-01A-11D-2123-05	TCGA-68-7756-01A-11D-2123-05	TCGA-68-7757-01B-11D-2294-05	TCGA-68-8250-01A-11D-2294-05	TCGA-68-8251-01A-11D-2294-05	TCGA-68-A59I-01A-11D-A26N-05	TCGA-68-A59J-01A-21D-A26N-05	TCGA-6A-AB49-01A-12D-A408-05	TCGA-70-6722-01A-11D-1818-05	TCGA-70-6723-01A-11D-1818-05	TCGA-77-6842-01A-11D-1947-05	TCGA-77-6843-01A-11D-1947-05	TCGA-77-6844-01A-11D-1947-05	TCGA-77-6845-01A-11D-1947-05	TCGA-77-7138-01A-41D-2043-05	TCGA-77-7139-01A-11D-2043-05	TCGA-77-7140-01A-41D-2043-05	TCGA-77-7141-01A-11D-2043-05	TCGA-77-7142-01A-11D-2043-05	TCGA-77-7335-01A-11D-2043-05	TCGA-77-7337-01A-21D-2043-05	TCGA-77-7338-01A-11D-2043-05	TCGA-77-7463-01A-11D-2043-05	TCGA-77-7465-01A-11D-2043-05	TCGA-77-8007-01A-11D-2185-05	TCGA-77-8008-01A-21D-2185-05	TCGA-77-8009-01A-11D-2185-05	TCGA-77-8128-01A-11D-2245-05	TCGA-77-8130-01A-11D-2245-05	TCGA-77-8131-01A-11D-2245-05	TCGA-77-8133-01A-12D-2245-05	TCGA-77-8136-01A-11D-2245-05	TCGA-77-8138-01A-11D-2245-05	TCGA-77-8139-01A-11D-2245-05	TCGA-77-8140-01A-11D-2245-05	TCGA-77-8143-01A-11D-2245-05	TCGA-77-8144-01A-11D-2245-05	TCGA-77-8145-01A-11D-2245-05	TCGA-77-8146-01A-11D-2245-05	TCGA-77-8148-01A-11D-2245-05	TCGA-77-8150-01A-11D-2245-05	TCGA-77-8153-01A-11D-2398-05	TCGA-77-8154-01A-11D-2245-05	TCGA-77-8156-01A-11D-2245-05	TCGA-77-A5FZ-01A-31D-A27L-05	TCGA-77-A5G1-01A-11D-A27L-05	TCGA-77-A5G3-01A-31D-A27L-05	TCGA-77-A5G6-01A-11D-A27L-05	TCGA-77-A5G7-01B-11D-A27L-05	TCGA-77-A5G8-01B-11D-A27L-05	TCGA-77-A5GB-01B-11D-A27L-05	TCGA-77-A5GF-01A-21D-A27L-05	TCGA-77-A5GH-01A-11D-A27L-05	TCGA-79-5596-01A-31D-1947-05	TCGA-85-6175-01A-11D-1818-05	TCGA-85-6560-01A-11D-1818-05	TCGA-85-6561-01A-11D-1818-05	TCGA-85-6798-01A-11D-1947-05	TCGA-85-7696-01A-11D-2123-05	TCGA-85-7697-01A-11D-2123-05	TCGA-85-7698-01A-11D-2123-05	TCGA-85-7699-01A-11D-2123-05	TCGA-85-7710-01A-11D-2123-05	TCGA-85-7843-01A-11D-2123-05	TCGA-85-7844-01A-11D-2123-05	TCGA-85-7950-01A-11D-2185-05	TCGA-85-8048-01A-11D-2245-05	TCGA-85-8049-01A-11D-2245-05	TCGA-85-8052-01A-11D-2245-05	TCGA-85-8070-01A-11D-2245-05	TCGA-85-8071-01A-11D-2245-05	TCGA-85-8072-01A-31D-2245-05	TCGA-85-8276-01A-11D-2294-05	TCGA-85-8277-01A-11D-2294-05	TCGA-85-8287-01A-11D-2294-05	TCGA-85-8288-01A-11D-2294-05	TCGA-85-8350-01A-11D-2294-05	TCGA-85-8351-01A-11D-2294-05	TCGA-85-8352-01A-31D-2324-05	TCGA-85-8353-01A-21D-2294-05	TCGA-85-8354-01A-31D-2324-05	TCGA-85-8355-01A-11D-2294-05	TCGA-85-8479-01A-11D-2324-05	TCGA-85-8481-01A-11D-2324-05	TCGA-85-8580-01A-31D-2398-05	TCGA-85-8582-01A-21D-2398-05	TCGA-85-8584-01A-11D-2398-05	TCGA-85-8664-01A-11D-2398-05	TCGA-85-8666-01A-11D-2398-05	TCGA-85-A4CL-01A-41D-A26N-05	TCGA-85-A4CN-01A-11D-A24I-05	TCGA-85-A4JB-01A-51D-A25R-05	TCGA-85-A4JC-01A-11D-A258-05	TCGA-85-A4PA-01A-11D-A258-05	TCGA-85-A4QQ-01A-41D-A25R-05	TCGA-85-A4QR-01A-11D-A258-05	TCGA-85-A50M-01A-21D-A25R-05	TCGA-85-A50Z-01A-21D-A25R-05	TCGA-85-A510-01A-11D-A26N-05	TCGA-85-A511-01A-21D-A25R-05	TCGA-85-A512-01A-11D-A26N-05	TCGA-85-A513-01A-12D-A26N-05	TCGA-85-A53L-01A-21D-A26N-05	TCGA-85-A5B5-01A-21D-A26N-05	TCGA-90-6837-01A-11D-1947-05	TCGA-90-7766-01A-21D-2123-05	TCGA-90-7767-01A-11D-2123-05	TCGA-90-7769-01A-11D-2123-05	TCGA-90-7964-01A-21D-2185-05	TCGA-90-A4ED-01A-31D-A258-05	TCGA-90-A4EE-01A-11D-A258-05	TCGA-90-A59Q-01A-11D-A26N-05	TCGA-92-7340-01A-21D-2043-05	TCGA-92-7341-01A-31D-2043-05	TCGA-92-8063-01A-11D-2245-05	TCGA-92-8064-01A-11D-2245-05	TCGA-92-8065-01A-11D-2245-05	TCGA-94-7033-01A-11D-1947-05	TCGA-94-7557-01A-11D-2123-05	TCGA-94-7943-01A-11D-2185-05	TCGA-94-8035-01A-11D-2245-05	TCGA-94-8490-01A-11D-2324-05	TCGA-94-8491-01A-11D-2324-05	TCGA-94-A4VJ-01A-11D-A258-05	TCGA-94-A5I4-01A-11D-A26N-05	TCGA-94-A5I6-01A-21D-A27L-05	TCGA-96-7544-01A-11D-2043-05	TCGA-96-7545-01A-21D-2043-05	TCGA-96-8169-01A-11D-2294-05	TCGA-96-8170-01A-11D-2294-05	TCGA-96-A4JL-01A-11D-A258-05	TCGA-98-7454-01A-11D-2043-05	TCGA-98-8020-01A-11D-2245-05	TCGA-98-8021-01A-11D-2245-05	TCGA-98-8022-01A-11D-2245-05	TCGA-98-8023-01A-11D-2245-05	TCGA-98-A538-01A-11D-A25R-05	TCGA-98-A539-01A-31D-A25R-05	TCGA-98-A53A-01A-11D-A25R-05	TCGA-98-A53B-01A-11D-A25R-05	TCGA-98-A53C-01A-11D-A25R-05	TCGA-98-A53D-01A-32D-A26N-05	TCGA-98-A53H-01A-12D-A25R-05	TCGA-98-A53I-01A-31D-A25R-05	TCGA-98-A53J-01A-11D-A26N-05	TCGA-J1-A4AH-01A-31D-A24I-05	TCGA-L3-A4E7-01A-11D-A258-05	TCGA-L3-A524-01A-11D-A25R-05	TCGA-LA-A446-01A-21D-A258-05	TCGA-LA-A7SW-01A-11D-A408-05	TCGA-MF-A522-01A-11D-A25R-05	TCGA-NC-A5HD-01A-11D-A26N-05	TCGA-NC-A5HE-01A-11D-A26N-05	TCGA-NC-A5HF-01A-11D-A26N-05	TCGA-NC-A5HG-01A-11D-A26N-05	TCGA-NC-A5HH-01A-11D-A26N-05	TCGA-NC-A5HI-01A-11D-A26N-05	TCGA-NC-A5HJ-01A-11D-A26N-05	TCGA-NC-A5HK-01A-11D-A26N-05	TCGA-NC-A5HL-01A-11D-A26N-05	TCGA-NC-A5HM-01A-12D-A26N-05	TCGA-NC-A5HN-01A-11D-A26N-05	TCGA-NC-A5HO-01A-11D-A26N-05	TCGA-NC-A5HP-01A-11D-A26N-05	TCGA-NC-A5HQ-01A-11D-A26N-05	TCGA-NC-A5HR-01A-21D-A26N-05	TCGA-NC-A5HT-01A-11D-A26N-05	TCGA-NK-A5CR-01A-11D-A26N-05	TCGA-NK-A5CT-01A-31D-A26N-05	TCGA-NK-A5CX-01A-11D-A26N-05	TCGA-NK-A7XE-01A-12D-A408-05	TCGA-O2-A52N-01A-11D-A26N-05	TCGA-O2-A52Q-01A-11D-A26N-05	TCGA-O2-A52S-01A-11D-A25R-05	TCGA-O2-A52V-01A-31D-A25R-05	TCGA-O2-A52W-01A-11D-A26N-05	TCGA-O2-A5IB-01A-11D-A27L-05	TCGA-XC-AA0X-01A-32D-A408-05
ACSL4	0.0437223	0.0263395	0.0289909	0.0264007	0.0253909	0.0212465	0.553142	0.0372776	0.493958	0.0280422	0.031217	0.0247679	0.335094	0.46688	0.495198	0.480029	0.468968	0.0373101	0.419513	0.492071	0.029278	0.0250135	0.0341726	0.0368071	0.0339652	0.0387063	0.0245664	0.0333454	0.0311441	0.0247951	0.0374298	0.0384139	0.0272276	0.256537	0.488231	0.211171	0.0300794	0.0277807	0.03807	0.516534	0.502003	0.0306622	0.0338886	0.0323411	0.0366966	0.533694	0.522261	0.0331471	0.0357604	0.0378392	0.0286598	0.0245282	0.0280426	0.0291261	0.0415058	0.0324287	0.141896	0.417555	0.509302	0.0249541	0.0432039	0.0331325	0.526466	0.0287429	0.0347744	0.428949	0.0325088	0.459263	0.0383684	0.584478	0.562023	0.0361329	0.034496	0.452436	0.0294258	0.528	0.384061	0.511297	0.483233	0.0211267	0.493427	0.0280416	0.393762	0.0264193	0.0271422	0.0310437	0.0372038	0.028749	0.490227	0.464036	0.0353013	0.0245063	0.0453173	0.025631	0.0285129	0.0267514	0.0434356	0.547099	0.0231019	0.0305384	0.0307198	0.034842	0.0262259	0.474394	0.470725	0.519725	0.513225	0.318768	0.481231	0.462495	0.489113	0.0345621	0.0239318	0.0294657	0.0208891	0.0463153	0.0307705	0.0300639	0.0291956	0.0272426	0.0268947	0.0320023	0.0320885	0.0327822	0.496619	0.42523	0.040503	0.0274003	0.0226214	0.0277077	0.571661	0.474166	0.487414	0.0304166	0.473658	0.0320791	0.448334	0.525485	0.0305531	0.0380438	0.0353216	0.290319	0.46752	0.0337694	0.33535	0.0324174	0.0420752	0.0505962	0.0427074	0.552163	0.0265697	0.0520659	0.0309179	0.0343202	0.0306281	0.0340821	0.0352763	0.0308439	0.504419	0.474722	0.149239	0.578223	0.0249533	0.0369301	0.421053	0.0325462	0.365404	0.0275073	0.0379428	0.486926	0.0410127	0.0294222	0.0307079	0.0276338	0.606463	0.0319534	0.0415209	0.0358873	0.0303566	0.0400347	0.0572221	0.0424671	0.488811	0.473919	0.0336389	0.520799	0.0555115	0.0273073	0.0304152	0.0308821	0.0381705	0.27229	0.0330797	0.467382	0.0450724	0.0351038	0.0503342	0.0399456	0.0510294	0.0336535	0.0368057	0.0307214	0.0349357	0.0290641	0.0302844	0.0240834	0.0292851	0.0293896	0.556057	0.0322234	0.358541	0.0348567	0.0279306	0.0472503	0.0263342	0.036715	0.0283871	0.47089	0.527666	0.0330002	0.544039	0.027876	0.0351275	0.0384068	0.0288476	0.0323302	0.0297754	0.283478	0.0271107	0.038057	0.0320501	0.0391216	0.486299	0.386126	0.16305	0.036644	0.0446281	0.026183	0.0215498	0.0273872	0.0242461	0.0342134	0.0384006	0.542831	0.0379448	0.340541	0.420716	0.0322866	0.037204	0.0363986	0.0218102	0.0353913	0.0310508	0.0434384	0.0246623	0.0339344	0.0294012	0.0299661	0.448358	0.0274044	0.0447911	0.495055	0.033889	0.0363757	0.0285784	0.0293163	0.0284765	0.0306744	0.41616	0.0309873	0.0348379	0.0411391	0.0253136	0.0312169	0.0355969	0.0266538	0.0314732	0.0356062	0.0371095	0.0312366	0.0296513	0.393787	0.0346589	0.0399559	0.0393806	0.0313332	0.0334765	0.0401835	0.0249025	0.601973	0.0265531	0.0264069	0.0380654	0.0265948	0.0298046	0.0256167	0.0364689	0.0299405	0.0381245	0.0330206	0.0287539	0.031846	0.0305494	0.0389961	0.035183	0.0433184	0.0339239	0.0365966	0.0336237	0.0487743	0.0348587	0.487511	0.0519823	0.030049	0.0310697	0.0384756	0.0322231	0.491621	0.0393754	0.0255123	0.0340362	0.038175	0.0276769	0.0373138	0.032011	0.384256	0.0347378	0.0256368	0.535576	0.0331549	0.0295139	0.0215206	0.486304	0.0357243	0.0511216	0.0298264	0.0351346	0.0255354	0.467669	0.408158	0.0334355	0.0271761	0.064217	0.479097	0.0258122	0.0409385	0.0440497	0.0269406	0.0382759	0.0353413	0.401389	0.025716	0.0292787	0.0256709	0.0323831	0.422716	0.517069	0.530435	0.495624	0.490705	0.533765	0.0359191	0.0270462	0.0348826	0.0453203	0.0428418	0.0523938	0.500855	0.0303701	0.453466	0.0341103	0.0328368	0.031671	0.0240178	0.461233	0.0235508	0.0310745	0.0370644	0.0312495	0.0322877	0.0332571	0.0259649	0.0278027	0.47226	0.037314	0.483909	0.0366429	0.0276345	0.0345214	0.443723	0.0318331	0.0327075	0.439772	0.0288589	0.0356022	0.0331066	0.0283838	0.0283484	0.0311249	0.351516	0.266472	0.497765	0.022263	0.528983	0.461515
ALOX15	0.159274	0.154788	0.419794	0.178259	0.165411	0.175967	0.154787	0.597959	0.251338	0.570524	0.559658	0.112546	0.158114	0.157714	0.555743	0.184315	0.188375	0.170991	0.2171	0.179088	0.137595	0.153852	0.117912	0.179321	0.603906	0.180747	0.307979	0.171592	0.231464	0.188247	0.145832	0.172717	0.159604	0.3639	0.186488	0.549169	0.122338	0.189969	0.515819	0.142678	0.18737	0.345793	0.167786	0.130455	0.141151	0.174587	0.15413	0.0926896	0.450946	0.155345	0.126456	0.130596	0.510524	0.14466	0.479759	0.180992	0.265753	0.33495	0.185259	0.513706	0.483634	0.690937	0.14032	0.456993	0.190386	0.258373	0.186928	0.22898	0.171965	0.31162	0.314204	0.184205	0.20239	0.52289	0.161487	0.0956877	0.50333	0.11311	0.16336	0.123513	0.446732	0.159407	0.137086	0.338626	0.205818	0.753476	0.227609	0.264722	0.398867	0.182109	0.229378	0.204222	0.188962	0.139786	0.189283	0.119837	0.278088	0.320978	0.126004	0.17616	0.109877	0.226802	0.14388	0.23601	0.173356	0.15557	0.154246	0.15322	0.190436	0.182762	0.167801	0.21284	0.1598	0.109811	0.220962	0.196198	0.153027	0.485488	0.144907	0.175721	0.334485	0.136915	0.45888	0.118742	0.181019	0.124149	0.489113	0.18222	0.340145	0.180886	0.264963	0.199498	0.208359	0.216521	0.172079	0.106114	0.301593	0.279548	0.166824	0.585926	0.0698307	0.538066	0.28446	0.270381	0.137004	0.140735	0.195805	0.271161	0.181701	0.193949	0.191835	0.121719	0.0892527	0.389121	0.192194	0.173578	0.344537	0.202181	0.161068	0.162809	0.0956847	0.111027	0.061789	0.335899	0.175553	0.325784	0.194098	0.214316	0.213853	0.160919	0.154807	0.298582	0.189051	0.245084	0.227442	0.334259	0.199266	0.543788	0.174641	0.217422	0.127598	0.451149	0.140147	0.18563	0.105159	0.19488	0.300074	0.182418	0.211658	0.319617	0.103784	0.321188	0.11384	0.351902	0.197545	0.422068	0.425964	0.628145	0.103958	0.24976	0.173889	0.226796	0.227503	0.111439	0.13425	0.382829	0.124964	0.236504	0.188026	0.146753	0.455504	0.372975	0.223863	0.159461	0.145547	0.612388	0.289948	0.418535	0.257971	0.214726	0.17228	0.211496	0.175111	0.0783268	0.196705	0.221497	0.141523	0.441753	0.165513	0.193572	0.134372	0.17774	0.206521	0.437301	0.211081	0.433917	0.136021	0.186791	0.307358	0.115277	0.709318	0.223899	0.148404	0.119207	0.596467	0.506585	0.173826	0.172765	0.239727	0.18753	0.17841	0.438148	0.173195	0.769953	0.168805	0.200154	0.242898	0.148253	0.26464	0.253507	0.202802	0.178669	0.0968925	0.112545	0.15182	0.120263	0.180548	0.210395	0.143938	0.120238	0.23721	0.185789	0.185928	0.174411	0.142408	0.25443	0.283224	0.196512	0.28871	0.238316	0.145843	0.290973	0.634394	0.238065	0.204557	0.456552	0.207734	0.262477	0.188696	0.153691	0.135539	0.228444	0.346619	0.201181	0.370211	0.305779	0.742833	0.0585087	0.550059	0.23361	0.43552	0.245689	0.160543	0.179857	0.170997	0.485542	0.452196	0.117521	0.20625	0.507248	0.311179	0.217613	0.166203	0.451713	0.155457	0.420179	0.374143	0.185431	0.165463	0.161309	0.221246	0.306853	0.0778012	0.345046	0.148416	0.398935	0.267775	0.188817	0.289354	0.195499	0.129239	0.136693	0.263201	0.163404	0.364571	0.231889	0.146071	0.159723	0.184688	0.443599	0.15301	0.303333	0.267816	0.22454	0.195472	0.156635	0.581221	0.127619	0.260716	0.443279	0.113752	0.123215	0.246153	0.151904	0.287904	0.443202	0.226884	0.422466	0.25545	0.301153	0.141854	0.206893	0.249154	0.17856	0.131189	0.164779	0.168715	0.244138	0.176703	0.217632	0.324527	0.179312	0.259312	0.165064	0.319047	0.159196	0.473844	0.638303	0.245646	0.393178	0.131646	0.325069	0.0845308	0.159385	0.192445	0.549672	0.510055	0.127617	0.533837	0.123676	0.181152	0.167949	0.193638	0.0970973	0.614041	0.135855	0.165025	0.302472	0.369241	0.298634	0.303377	0.189246	0.159966	0.209423	0.19131
