	TCGA-AF-2687-01	TCGA-AF-2690-01	TCGA-AF-2693-01	TCGA-AF-3911-01	TCGA-AF-4110-01	TCGA-AF-5654-01	TCGA-AF-6136-01	TCGA-AF-6655-01	TCGA-AF-6672-01	TCGA-AF-A56K-01	TCGA-AF-A56L-01	TCGA-AF-A56N-01	TCGA-AG-3591-01	TCGA-AG-3592-01	TCGA-AG-3725-01	TCGA-AG-3731-01	TCGA-AG-3732-01	TCGA-AG-3742-01	TCGA-AG-3902-01	TCGA-AG-4021-01	TCGA-AG-4022-01	TCGA-AH-6544-01	TCGA-AH-6547-01	TCGA-AH-6549-01	TCGA-AH-6643-01	TCGA-AH-6644-01	TCGA-AH-6897-01	TCGA-AH-6903-01	TCGA-BM-6198-01	TCGA-CI-6619-01	TCGA-CI-6620-01	TCGA-CI-6621-01	TCGA-CI-6622-01	TCGA-CI-6623-01	TCGA-CI-6624-01	TCGA-CL-4957-01	TCGA-CL-5917-01	TCGA-CL-5918-01	TCGA-DC-4745-01	TCGA-DC-4749-01	TCGA-DC-5337-01	TCGA-DC-5869-01	TCGA-DC-6154-01	TCGA-DC-6155-01	TCGA-DC-6156-01	TCGA-DC-6157-01	TCGA-DC-6158-01	TCGA-DC-6160-01	TCGA-DC-6681-01	TCGA-DC-6682-01	TCGA-DC-6683-01	TCGA-DT-5265-01	TCGA-DY-A0XA-01	TCGA-DY-A1DC-01	TCGA-DY-A1DD-01	TCGA-DY-A1DE-01	TCGA-DY-A1DF-01	TCGA-DY-A1DG-01	TCGA-DY-A1H8-01	TCGA-EF-5830-01	TCGA-EF-5831-01	TCGA-EI-6506-01	TCGA-EI-6507-01	TCGA-EI-6508-01	TCGA-EI-6509-01	TCGA-EI-6510-01	TCGA-EI-6511-01	TCGA-EI-6512-01	TCGA-EI-6513-01	TCGA-EI-6514-01	TCGA-EI-6881-01	TCGA-EI-6882-01	TCGA-EI-6883-01	TCGA-EI-6884-01	TCGA-EI-6885-01	TCGA-EI-6917-01	TCGA-EI-7002-01	TCGA-EI-7004-01	TCGA-F5-6464-01	TCGA-F5-6465-01	TCGA-F5-6571-01	TCGA-F5-6702-01	TCGA-F5-6810-01	TCGA-F5-6811-01	TCGA-F5-6812-01	TCGA-F5-6813-01	TCGA-F5-6814-01	TCGA-F5-6861-01	TCGA-F5-6863-01	TCGA-F5-6864-01	TCGA-G5-6233-01	TCGA-G5-6235-01	TCGA-G5-6572-01	TCGA-G5-6572-02	TCGA-G5-6641-01	TCGA-AF-2691-01	TCGA-AF-2692-01	TCGA-AF-3400-01	TCGA-AG-3574-01	TCGA-AG-3575-01	TCGA-AG-3578-01	TCGA-AG-3580-01	TCGA-AG-3581-01	TCGA-AG-3582-01	TCGA-AG-3583-01	TCGA-AG-3584-01	TCGA-AG-3586-01	TCGA-AG-3587-01	TCGA-AG-3593-01	TCGA-AG-3594-01	TCGA-AG-3598-01	TCGA-AG-3599-01	TCGA-AG-3600-01	TCGA-AG-3601-01	TCGA-AG-3602-01	TCGA-AG-3605-01	TCGA-AG-3608-01	TCGA-AG-3609-01	TCGA-AG-3726-01	TCGA-AG-3727-01	TCGA-AG-3728-01	TCGA-AG-3878-01	TCGA-AG-3881-01	TCGA-AG-3882-01	TCGA-AG-3883-01	TCGA-AG-3885-01	TCGA-AG-3887-01	TCGA-AG-3890-01	TCGA-AG-3892-01	TCGA-AG-3893-01	TCGA-AG-3894-01	TCGA-AG-3896-01	TCGA-AG-3898-01	TCGA-AG-3901-01	TCGA-AG-3909-01	TCGA-AG-3999-01	TCGA-AG-4001-01	TCGA-AG-4005-01	TCGA-AG-4007-01	TCGA-AG-4008-01	TCGA-AG-4015-01	TCGA-AG-A002-01	TCGA-AG-A008-01	TCGA-AG-A00C-01	TCGA-AG-A00Y-01	TCGA-AG-A011-01	TCGA-AG-A015-01	TCGA-AG-A016-01	TCGA-AG-A01J-01	TCGA-AG-A01L-01	TCGA-AG-A01N-01	TCGA-AG-A01W-01	TCGA-AG-A01Y-01	TCGA-AG-A020-01	TCGA-AG-A025-01	TCGA-AG-A026-01	TCGA-AG-A02G-01	TCGA-AG-A02N-01	TCGA-AG-A02X-01	TCGA-AG-A032-01	TCGA-AG-A036-01	TCGA-AF-2689-11	TCGA-AF-2691-11	TCGA-AF-2692-11	TCGA-AF-3400-11	TCGA-AF-5654-11	TCGA-AG-3725-11	TCGA-AG-3731-11	TCGA-AG-3732-11	TCGA-AG-3742-11	TCGA-AH-6643-11
GLS2	114.091	202.245	70.1071	160.398	66.6042	307.943	20.7286	67.9117	33.6182	182.146	161.887	103.518	58.6329	118.552	16.0473	395.298	69.8413	52.2461	242.24	68.4269	107.917	42.0449	62.5	240.925	129.139	34.142	50.9741	137.882	19.7465	151.546	15.6694	119.97	142.433	126.412	59.9078	60.2596	135.256	201.455	39.2336	110.522	65.068	197.299	131.134	49.5356	80.2484	90.9545	110.771	23.6998	139.39	206.916	132.355	132.056	91.0007	97.0331	456.768	246.109	82.5123	99.0682	375.396	139.394	74.9259	25.5463	588.987	18.1868	42.1825	163.822	67.4039	28.6583	197.742	118.403	151.163	78.3305	385.537	92.17	312.481	76.4331	156.703	8.2251	23.6235	41.7482	91.5262	54.936	31.5633	245.771	66.9595	28.3967	38.7074	71.8781	56.8773	108.63	455.497	102.879	121.163	546.747	32.2048	44.0030013848939	167.838197899828	15.7028184732457	274.443521516328	67.4834485082777	79.7810926123115	25.1828095771526	47.6803255684213	107.203405360605	163.16512714047	112.022966263777	89.1404414422655	92.4418240252387	59.7329677179974	16.1363072691818	29.987095503022	90.8251818496326	358.651649718389	228.697931555353	28.4497094161163	263.091025581293	149.527385606392	233.904468447385	14.0623519273555	136.829907219574	76.0902247138491	28.2986853937355	182.170724633801	70.143667942839	108.098462933863	42.4358725482022	301.106021559962	87.3688597397949	71.5580365672673	66.8120417972662	101.73690194519	52.881470291832	153.396295581189	54.7875954621989	30.1759864686844	122.627130269808	156.514720175632	83.2228765535575	155.436461072313	163.908462461432	60.0477488503606	26.7428484031689	72.6108586859615	53.8775857415704	80.2728968012045	177.628604248315	59.8661440560558	165.888923203306	49.1767244996668	37.3228938845415	81.5789818083804	80.8597351254899	234.32848120208	42.7851848077085	111.209817182565	99.813099780067	118.385778523727	366.604285345629	233.491967740752	118.859465956585	93.9569816207076	16.6172	16.4204	21.1113	6.917	16.1002	29.4856	23.8275	16.1582	15.6419	12.5071
GPX4	1681.57	3433.99	1767.39	3130.08	2126.34	1463	1076.01	1902.09	1594.62	2583.86	3566.42	2057.82	2899.76	1523.87	1372.47	2167.64	2280.27	2366.7	3871.31	1776.5	2056.17	1732.92	1468.01	1226.96	1777.87	1750.22	1713.78	1249.05	1250.43	1368.36	2136.13	1831.13	2231.88	1086.51	3155.76	1807.06	1810.04	4153.15	3471.26	4570.73	3681.95	2011.1	4178.39	14346.1	1684.74	2258.87	1607.08	838.973	2129.54	1503.29	2706.32	2241.94	2231.03	2677.82	5940.99	1742.86	3473.52	2370.28	3577.68	2810.61	2363.01	1734.26	3369.6	1878.34	1081.61	1468.43	1680.88	1861.05	1324.25	2887.51	1308.48	614.065	5746.7	1781.21	1795.12	2207.57	4246.94	1866.23	1832.64	2147.05	2532.22	2805.45	1519.12	2057.33	2770.03	2582.35	3360.8	2224.25	3352.04	3314.16	1895.29	1306.93	2412.36	4011.8	2390.17	3763.60070256364	1142.48218883211	2585.07775221644	3203.93662677586	2945.44697136842	1250.6722944624	2073.80036358191	4862.81764278572	1292.30882342177	3008.55907945415	3174.55545180251	3979.49680392679	3827.30219635048	3244.40392733274	2420.96034422847	5093.87496253511	2980.20081692984	3903.45677739475	3970.46202637147	5749.07543889133	3761.15513786265	3911.80488718249	4230.9579902488	7291.43446440655	6042.94925097429	4625.58869191082	6072.3272422603	5252.59843362838	5193.90908989233	10143.2522443677	2801.13449925774	1614.30726055922	2456.68538410644	2757.22121018019	2173.64339607885	3267.59721396454	3040.1323590751	2615.49459624048	2758.83314502482	4924.51433666155	5370.71036085804	4335.78747766866	2880.63837124668	4894.06494478588	2487.51289572274	2464.6512231675	2173.39924112751	1391.73404884653	2359.82527380307	2648.32130638178	5645.36195751541	1466.22079416149	3831.91236030277	4707.68849700623	2547.91517513033	4345.2338546803	1631.75127422392	1987.2880772048	1609.55375876669	3103.01772817232	3977.26581705966	2978.13084421152	1327.58609466751	2762.98867253639	2971.91351148988	1467.93157202196	1719.49	1573.62	1597.42	1263.5	1187.24	2858.22	1779.88	1433.07	2310.14	1550.31
HSPA5	14160.5	14068.7	15524.8	11758.1	17266.7	13620.8	8562.19	12682.5	14046.2	11788.1	10830.9	15871	12540.2	13411.4	22513.9	13170.2	10915.2	19249	12435.5	19729.3	13160.1	22355.9	18236.7	54490.6	15007.5	47466.3	18524.1	12186.8	21977.9	19326.7	14545.9	19981.8	42334	15750.4	20666.8	14472.1	14714.1	13772.5	11698.9	12392.6	16404.4	15149.5	18028.7	16262.8	17500.8	12745.1	14266.3	11677.2	12722	17126.8	14604.9	13302.9	9871.04	15482.2	11291	15711.7	16017.2	12521.8	8980.34	17042.9	14446.5	15808.6	20016.7	14029.3	17178.8	11358.8	15601.9	12533.2	15330.9	12655.3	14600.2	31191	24536.2	18596	18778.9	24106.4	12380.2	19654.1	18610.8	17375.5	13841.7	21966.5	20509.8	14891.4	12006.6	28637.8	27899.1	17936.1	16254.3	13718.4	14741.6	14660.7	14119.1	27943.7	15616.8	10844.1315636755	12961.3571525884	22489.3690162621	11269.2895896933	11084.0180410898	14367.404509572	14602.9175018862	10934.0890257678	13974.3190807362	13113.0294184452	12058.1064950336	16017.9370788164	11609.710559941	13054.1307628819	11849.7082576315	13589.2170007688	15361.3563322154	14000.4662138768	7145.94619845681	12190.7994277747	8805.43194413859	9938.50418843144	11928.536400408	12627.0713151323	14919.9061895576	10690.0975551241	8909.38277443709	10088.8127400761	6787.55625651072	5860.10247881507	10212.9560646607	11237.1477156252	9273.15990515373	13775.1835827651	10681.5563391344	13814.4875022879	10848.4739967344	11553.3857087211	16063.2859023713	9955.92603789901	12080.5793156409	7614.96594462772	12830.9655787339	11513.4451800416	13416.849113572	13688.591084272	20456.1661720736	17233.3794307615	15043.6556000133	15555.5159088268	11375.146682712	13526.5624802116	11331.3407124768	12996.1145781366	9652.11217755416	10318.3588006635	11913.2753706446	14775.5840834965	17919.5030047049	11731.0536915872	8294.54433729858	8928.96614885891	11558.5159915015	9335.28472303381	14116.1536599333	14097.5720791219	11890.4	20130.3	12337.8	17353.4	10865.2	6124.22	9192.51	7036.63	6858.14	7847.64
HSPB1	4373.78	6267.27	4384.29	5744.5	6309.5	2671.93	2087.94	5497.45	2648.55	2721.82	5147.55	4822.08	4623.26	3682.15	5008.87	2914.65	2354.65	9022.95000000001	5211.07	8697.29	5298.1	8422.84	3103.84	2036.22	3714.06	8206.2	1044.09	3551.53	6913.94	4160.03	1603.37	2501.22	26112.8	1994.7	3170.05	3559.67	7078.57	8484.15000000001	5151.46	2146.77	1910.53	2335.26	2713.78	95745.4000000001	4571.29	3741.13	7160.59	2934.04	8280.35	1937.98	5234.45	15500.5	3708.78	13772.8	10839.2	5579.12	42246.9	3011.28	10109.1	10333.8	6694.01	1998.38	2772.25	2302.45	7322.33	2215.02	11801.2	3476.77	2923.32	12309.4	6964.43	1648.94	8944.87	3834	3557.71	1498.31	3486.45	4998.7	10705.1	4046.22	3605.25	11998.8	8313.40999999999	3103.85	4864.3	5904.32	8605.11	2137.13	10477.7	4652.54	6848.17	2245.13	8715.27	6485.31	3145.75	3122.2752333103	5773.48884108568	4269.99796973234	7547.23225428434	6518.21179456037	5652.28217485025	2050.0863623494	6087.79089179339	1966.85126409821	3135.55702163567	13842.7727023809	2921.83541314687	3019.08867437247	2230.10915906158	3537.02943277295	3922.44171550586	3318.92047712222	5656.80847849141	4546.03043600983	5743.62710139528	9331.10589224489	2249.23266821957	6174.8520185261	14248.6747214282	4178.70465352267	9544.97367325504	24598.0163644443	16927.442909135	8172.41171375404	9865.53668469752	11000.4302323168	4408.11533932922	4512.43320053024	4264.68083114825	7877.54546271606	4608.24642629064	4154.77569932741	2140.99406386121	9735.13113679186	6930.9791782328	10400.242123887	3777.32897840447	4820.70845676563	2986.04708620671	3646.43898993076	2320.62676611067	3668.88451675924	3450.3824263582	4520.55732100282	3373.90042277425	23119.8710482233	2354.8355621918	5309.55857614818	14578.2548292808	5802.99443736917	4684.12791528407	2784.18840637256	1227.0334238383	3812.15998480876	2962.13858639826	5568.12574810105	2029.21445851154	1205.06843726042	3771.8734740068	8065.70582181214	3685.86079893089	8099.7	6544.32	7463.56	3608.04	3094.22	6230.24	5613.84	8797.33	7133.23	5401.93
LPCAT3	962.963	1193.1	719.68	1755.1	1895.31	1547.33	858.04	867.006	1470.23	792.606	975.094	938.536	629.533	927.908	1560.39	2656.98	2643.99	979.004	1612.77	1038.3	1219.81	1040.13	1875.49	1338.33	832.325	809.973	749.963	1253.34	1348.1	1506.57	573.499	1039.09	1744.38	921.963	1929.03	1180.87	1749.38	1150.54	724.909	1805.48	923.853999999999	1093.1	670.569	509.116	717.937	1175.91	853.933	936.405000000001	843.101	729.967	1144.84	1914.31	1061.17	1783.23	2015.89	748.621	1160.1	565.473	1306.28	2859.6	1642.21	1077.48	1017.18	1021.74	3121.5	2226.96	1064.98	1777.25	1818.22	1151.53	1334.82	997.713	1856.17	1037.14	2210.82	920.569	1037.5	775.758	1343.36	1411.24	1239.62	1299.05	1368.36	1302.63	1278.88	1417.65	1200.28	1076.52	1152.79	1223.32	1783.44	932.742	1330.78	3025.08	1745.66	2390.50924483444	1078.61097987106	1255.67181643087	1816.07567345227	971.384356558868	1434.15426429202	1479.33754096982	1565.16731520461	1313.7123405582	1368.4783339255	1427.90762001273	1623.97080339628	1503.68811367789	959.162377248506	1336.14578589196	955.985880054573	1460.60723419975	1512.26367498868	1574.66962200217	397.305220804547	1250.91509299078	909.784716792292	1305.85093704338	2151.822925827	1505.71532949892	909.214811632986	1468.76999441309	1225.51009119712	738.390984024428	1077.06082622142	1247.57421032645	1417.95965355704	1503.23098915918	1706.33067725633	1492.73626682826	2094.33791854506	1506.30162237099	662.154383561472	1416.28826437343	1234.54811487037	1430.94148536865	3519.31162004118	1252.22148123414	1269.49128734607	969.207767811637	1077.17083853233	1339.68148080257	1187.07914542341	1004.69007710522	1585.1735074891	3020.16934173347	1792.99218133062	1056.0645150487	1358.70146218139	1657.44388250689	887.871520650492	639.859153597209	1326.06558087027	1130.89157307487	1443.60281684896	1354.05150035764	2333.48630893305	2577.15220411532	2176.1881231352	921.304773714389	1016.12734037472	1770.92	1926.66	1562.94	2796.77	1959.45	1888.33	1959.53	1298.23	1299.89	2142.13
MT1G	618.135	147.171	300.768	383.099	1472.37	809.576	177.764	79.2303	303.124	95.5816	1616.6	114.436	1595.43	74.6556	257.601	1107.9	1092.52	258.301	789.223	310.896	821.76	1077.88	2670.28	725.648	17.6902	43.5759	2755.53	421.517	167.578	974.742	350.602	251.78	379.398	24.0113	211.521	276.976	245.649	651.022	60.6752	99.9116	238.396	1245.06	234.593	2590.99	25.7941	137.431	651.458	139.039	1751.95	577.388	64.8899	398.185	105.156	58.4179	602.513	52.9477	52.9557	2945.07	276.474	465.657	19.917	878.462	107.489	566.338	525.447	2687.71	187.046	133.739	1019.46	39.1708	78.3174	144.082	257.691	748.546	672.818	328.962	36.3906	352.381	53.1528	257.199	26.4944	509.707	261.047	175.752	42.7401	29.2704	561.435	141.106	262.825	45.7986	674.917	1054.74	218.901	13054.9	1591.25	1663.08243504956	129.230745189142	394.765642610648	652.662226025605	74.6614834368378	280.046912507868	285.04375363352	1122.5467870857	145.694695439338	1374.7988536556	662.480091544819	304.102719921118	1588.54153122936	70.4958666021201	254.338745973782	298.119798888532	317.550123800493	2328.06746388925	865.71405660106	789.373582060166	537.79701018556	1266.15259137757	92.080825096275	698.742919745511	522.370897521823	1485.73000286798	2952.47027878538	225.104515638362	887.919472793957	1504.29361949018	977.713232252888	1157.40956222025	305.859804525841	1679.23604493614	2677.04540546263	368.463926719079	655.397833993371	499.740669574608	405.934543355696	1156.84937979354	1414.64883819506	18.6599991187969	348.036268781544	1532.25561977256	1033.01656947957	343.223264625831	45.4637836844687	579.142294522421	113.157730460433	339.205578184694	635.055896650543	401.821985491167	379.68824236001	2011.06609651828	398.88864108378	384.363852124291	972.486366013011	977.843773401222	280.025548614538	1194.81194180641	162.14610833545	144.193642416228	494.292002497602	958.913402727219	287.391312293007	738.900063487065	3958.06	6420.78	2486.92	2858.04	4543.83	12080.9	10736	2467.2	12987.1	4452.53
NCOA4	3345.25	4637.74	4958.56	3430.66	5555.21	2860.72	3574.12	3001.13	2156.6	2373.31	2364.15	2663.57	4036.41	3423.9	3674.41	3903.66	3706.12	3839.84	3081.76	4615.47	4204.78	3526.52	4705.71	3292.54	3935.19	3228.66	2572.14	5245.71	3914.61	3476.66	3800.61	3064.77	3007.21	2706.92	3958.53	3397.04	3392.84	2043.09	6912.86	3366.93	5009.68	3919.44	2452.79	550.396	4320.04	2542.23	3566	5532.59	3619.25	3505.49	2781	2975.3	2684.01	2279.78	1522.56	3128.81	1995.07	2496.81	1314.52	3511.11	3780.91	3969.15	2688.99	2959.73	4248.97	3842.58	3444.34	4365.18	3739.2	3268.54	3391.24	4089.19	2852.58	4003.58	2512.36	3579.24	3721.5	3877.92	3202.8	4134.19	5199.33	3724.08	2819.16	4023.03	3602.99	4024.03	2748.58	3676.38	2807.43	2475.4	3278.44	3902.58	4199.52	5700.34	3644.51	5977.82766386848	5406.33210790719	4570.01824653166	4540.65648240234	8056.69389680177	2124.314527827	4677.06996386463	5029.52130452958	4100.01502535466	6133.31577658673	3920.41599704027	4700.49282280664	3464.84634433444	3880.80616537969	4203.90078819505	5595.17366811316	6489.37857888216	2954.62429880435	4313.81017036151	6065.48530186169	4665.5974061898	3992.74432894426	4139.82113082646	1288.8153914315	1118.16130112431	1973.64621549297	1812.66104805827	1766.42768512818	1665.81895605642	1607.15650238586	1955.35634596437	2580.14471202597	3660.93508736108	6683.93302052264	4065.15418390659	6119.98697043535	4600.03571905157	4093.34385021788	5241.48045047928	3866.55809297943	3342.0183630069	3826.51575346336	4037.3092237844	3979.10588488047	4245.64457878512	2270.83601670259	4872.04088234897	3334.01570528814	3654.29668411156	3275.25715655216	3276.71822976257	4441.68782716866	2344.25481644643	2754.65733911778	3217.41932952399	2510.80493870018	3909.02239142311	3056.89753831011	2260.67741732432	3506.22334555048	3176.23518948217	3244.87347707052	3683.06534575912	2394.87997113693	3573.3388729085	3383.0394554158	5617.8	6727.29	6593.42	7173.58	6937.39	8976.16000000001	6452.34	7656.78	9176.38	5948.27
NFE2L2	2327.41	3036.24	3595.8	2158.08	2164.18	2969.29	2749.37	1812.97	2584.56	3100.99	1870.94	2744.93	2021.26	2002.32	2593.75	2690	3161.8	2216.12	2207	2409.01	2630.24	2732.44	2695.16	2006.39	2962.14	2665.25	2301.97	2649.5	2656.57	1764.07	2486.34	2743.47	2910.92	1802.55	2351.05	2663.21	2749.11	3079.9	2638.6	2249.32	2004.77	2845.84	3252.19	405.917	2616.45	4475.72	2198.08	3659.25	2385.29	2648.04	3184.31	2242.42	2622.57	2431.22	1579.66	2785.5	1956.26	2692	2168.67	2343.35	3245.05	2587.04	2972.28	3149.8	2403.16	3238.75	2610.27	2517.88	2364.68	3518.83	2766.99	2791.83	1975.37	1927.07	2157.18	2252.59	2343	1803.74	2373.7	3362.33	2290.37	2762.28	2222.67	1971.74	3151.66	2944.05	2278.97	2192.03	3394.77	3013.79	1884.17	2247.33	4341.56	3223.02	2532.51	3465.24089917009	3226.86669910261	3167.64777555532	4374.90389795841	2320.4959711402	3159.95127673814	2905.96088697375	3409.58641568764	2212.38830330349	2934.66078593977	2027.63368697571	2446.63117262258	1729.43543347011	3122.7227762678	2247.17245199646	2155.61184859329	2249.40430544778	3594.94974540169	2940.51384776111	2070.54654200766	1930.04630098544	2978.23340706726	2370.06048431843	1295.76655995005	1325.0228125016	632.682105791249	1173.59789156214	823.162316677316	1471.9704654254	945.058117148648	1103.61912765121	3023.4995200926	2457.70123864426	3374.0775215262	2388.61826921775	2251.80970932332	3279.35060604631	2680.10824086471	2570.04307529786	2280.05165811454	3185.59282130963	2047.93706653014	1785.70512173736	2447.5970479702	2217.84519390134	2820.40319125823	3518.88676948426	2930.77099354679	1924.11783358069	2474.54013637009	1100.9777942423	2903.14499979425	2098.11726353363	2449.76405464138	3225.27607351427	2779.69806430256	4925.7670412466	2017.79753178727	3447.76259782166	2698.94016589467	3120.81059189474	1652.83280784494	3614.36163520147	1708.78001033876	2887.69392181523	4254.6792047465	2778.51	2766.23	3258.84	2827.26	2699.96	2526.76	2932.49	2722.71	2952.95	2635.99
RPL8	40864.6	64456.8	42575.8	77242.6	71588.2999999999	43372.1	40408.9	71668.9	72480.7	30784.9	62791.3	30999.2	168046	37301.8	36850.5	40807.4	52020.4	50291.5	89456.8	53171.4	43528.1	65481.6	19562	25864.9	57634.3	44509	31011	29069.9	49163.4	53732.5	41667.2	45097.4	41660.9	63934.3	30581.1	42767.9	56823.5	82124.3	106983	39378.4	58714.3	53273	67398.3999999999	385233	29256.3	34689.2	32666.4	30786	44304.9	68905	42002.8	44709.2	88172.1	101912	128241	39646.5	76895.3000000001	45776.9	108856	100667	48898.6	30866.9	42274	23812.4	89341.1000000001	35073	58215.9	31691.3	56767.2	38624.7	40160.1	15454	131607	42223.3	135138	45160.4	49438.9	26512.6	42063.9	33103.3	52084.8	40149.1	30013.7	30714.8	31684.7	24141.1	40801.5	34933.1	85446.1000000001	66382.7	78813.4	43888	54683.8	32995.8	58100.3	54596.7914686173	27996.2681350913	46397.3532564827	77232.7021562032	44907.5210624139	43371.7320963932	34960.1505080372	46948.8900169807	47794.0458256335	59623.574385652	76679.0202603162	57537.6912646439	91509.5039703052	28914.9274383408	16079.0387568312	71480.0934567816	35912.273323296	69492.429120229	66356.5825763717	83554.8199519164	117008.863011273	58384.6411417917	54477.1962329899	42772.4961375708	158122.904394107	121944.0497076	67341.2866184669	205899.857787268	78854.850815794	131447.130270403	99297.3347382319	75390.1296964144	38671.621983818	41637.8039787517	30585.5565399593	46604.0003056789	57852.6049802193	51123.1563198331	26388.7984685458	46330.7834523816	122624.149294888	33496.0555374258	65433.0234878567	45185.1816761008	48403.1087535962	38924.5141738579	12647.8514617315	42372.2314233408	46486.1888862824	55718.8519505819	69668.7824646253	30536.398934491	70803.3598594151	83085.7664386129	39986.9992887852	61949.3871933054	40736.1440210453	54907.705603187	33530.0918078244	46948.203751325	41883.0996751319	50061.0108246612	42236.0111865039	32112.1721008705	45341.2066569775	37217.1266183454	29287.4	28785.8	25736.1	28423.6	22585	84990.5999999999	36932.3	22020.3	42953.6	20718.6
SAT1	8303.96	6130.74	3382.88	2823.54	4254.34	6752.45	3291.46	7563.1	8305.36	7718.21	7273.58	15138.7	8558.86000000001	6570.97	4203.12	3912.07	3788.66	9524.9	5842.26	6865.75	6176.47	6749.64	6983.27	3413.48	8809.29	7548.07	5966.31	8956.35	10796.5	3332.79	4002.74	5240.81	5682.07	2811.44	4263.13	3830.84	4821.98	6594.76	17057.9	6816.09	16789.8	6439.46	8728.05	3488.13	5448.77	5838.58	6293.04	3671.36	8688	2779.91	9878.2	14266.1	7501.99	5350.68	2033.42	6639.54	10627.5	4394.31	20414.7	3248.48	5514.64	5406.33	13081.1	4690.75	2530.03	2452.65	6427.8	5019.11	2060.72	1986.58	3747.26	4296.74	2796.64	5618.34	4441.35	6318.85	13032.7	3499.57	6175.27	3911.66	3642.98	4551.43	4480.51	5133.93	3894.1	3377.46	3057.88	4699.24	2576.95	6852.38	10296	11185.6	2983.84	6883.97	14432.7	5251.76252815678	3328.24791711196	18403.5904471302	6274.77021051635	9551.4540509888	5256.29486145892	4734.40329272943	4376.78648745228	8040.1367084519	4889.99891736594	2356.0945274525	4568.54086998262	3894.01488272955	4141.10254620137	7469.1222306497	8189.33275661163	4193.62224966113	4076.56672695744	2923.84075245572	15385.7971162337	12291.1069503677	5515.05186585859	5721.6477222895	4145.0223710603	1716.50508413107	2721.33750333797	4277.19265485987	2574.90276986402	1798.83852331187	5329.92113430372	1211.28529976788	5807.12858092461	6471.64166457113	6671.60973315843	6893.12599735593	2753.74598752747	6580.64003703854	6642.88062127556	6321.89273189287	2795.40753657061	2481.66954490346	3728.89001486856	3426.87842406778	3068.73927946711	7170.4763248672	3389.22134928925	8012.5612319658	4338.9529031063	11100.2200277689	2999.90116462864	3675.4803852986	2765.0014379698	1798.48911116222	5009.71048442122	3116.35941540814	2745.69149173095	5540.14011861163	3783.03920465446	4146.20437602955	3583.08115298487	4114.5467341216	2302.28268326335	5548.77426796875	2368.78873685456	5675.25533632021	3463.59314001023	3641.54	4107.06	3318.7	3933.47	4056.05	9955.46	6243.19	2401.45	5738.94	4520.75
SLC1A5	4172.41	5353.23	7977.93	6726.45	12179.4	4723.61	4947.24	5158.46	6727.55	5004.06	4646.79	7004.04	5099.01	7411.09	4642.74	4193.06	3678	16365.7	8092.69	7950.54	5695.27	6468.71	5230.81	8634.37999999999	16021.2	4570.08	6880.33	5244.99	5950.63	9952.31	6534.52	6742.02	8695.21	5302.97	6294.93	11402.8	7017.4	7193.08	5446.62	5846.15	4754.45	3464.06	7554.66	6193.33	3454.5	6051.47	4692.77	4822.12	6725.27	3997.8	9058.84	11783.8	7352.85	7366.1	17866.5	4679	3910.1	6944.58	11079.3	14893.9	5747.01	7416.24	5453.74	7493.71	5350.3	5061.43	4476.46	5717.76	7797.2	6936.35	7890.22	5241.28	4527.37	4367.34	10389.1	3388.53	3495.73	4500	3844.27	4247.51	7230.57	4257.33	5735.61	3569.55	5168.7	6701.62	4743.61	6260.35	6853.9	2520.06	6353.17	7140.09	8294.02	2806.17	5384.81	6167.29613360958	5284.68277723781	4132.25671394282	8495.87102991354	2028.37235324643	6898.27398364468	6979.21734991143	8492.21011331156	4520.24821197955	6918.93217227974	8463.37525588957	9318.96940341478	10612.5236402824	5191.48491805008	5365.83161206165	6922.75359211862	6020.18188037212	6040.57722098907	5456.27004036956	8988.70433850597	5577.88786358676	5867.0230808723	11483.9444188924	24902.7661809413	18658.8065518284	6937.24959788276	10882.3484566394	9794.35666663653	11538.9282658713	8381.5546871368	16822.9461679449	5129.55354730259	5579.2358764154	4069.60487032016	5899.47711752814	8137.41108400118	6590.98153010379	4852.8780344436	2657.51578821013	10447.6478295888	11670.7985552268	6837.59575381932	8130.01717289152	9072.62424440625	8838.2893135173	10762.0303407269	11468.3891500205	5225.00817994898	8249.03257763483	6721.28147514107	3066.9482794361	5702.48087129657	16202.5635009621	7479.30649832699	7138.98315626409	8093.37779162355	7100.15841490466	3915.61437423749	6364.06699095157	8806.65670158238	9988.98595043478	6836.92870471692	3510.68552883293	11066.5031385	7934.55854352465	6791.87170297675	3090.8	4431.56	2852.14	5078.06	4669.05	2171.89	2564.3	1442.54	1621.9	1980.67
