	TCGA-AF-2687-01	TCGA-AF-2690-01	TCGA-AF-2693-01	TCGA-AF-3911-01	TCGA-AF-4110-01	TCGA-AF-5654-01	TCGA-AF-6136-01	TCGA-AF-6655-01	TCGA-AF-6672-01	TCGA-AF-A56K-01	TCGA-AF-A56L-01	TCGA-AF-A56N-01	TCGA-AG-3591-01	TCGA-AG-3592-01	TCGA-AG-3725-01	TCGA-AG-3731-01	TCGA-AG-3732-01	TCGA-AG-3742-01	TCGA-AG-3902-01	TCGA-AG-4021-01	TCGA-AG-4022-01	TCGA-AH-6544-01	TCGA-AH-6547-01	TCGA-AH-6549-01	TCGA-AH-6643-01	TCGA-AH-6644-01	TCGA-AH-6897-01	TCGA-AH-6903-01	TCGA-BM-6198-01	TCGA-CI-6619-01	TCGA-CI-6620-01	TCGA-CI-6621-01	TCGA-CI-6622-01	TCGA-CI-6623-01	TCGA-CI-6624-01	TCGA-CL-4957-01	TCGA-CL-5917-01	TCGA-CL-5918-01	TCGA-DC-4745-01	TCGA-DC-4749-01	TCGA-DC-5337-01	TCGA-DC-5869-01	TCGA-DC-6154-01	TCGA-DC-6155-01	TCGA-DC-6156-01	TCGA-DC-6157-01	TCGA-DC-6158-01	TCGA-DC-6160-01	TCGA-DC-6681-01	TCGA-DC-6682-01	TCGA-DC-6683-01	TCGA-DT-5265-01	TCGA-DY-A0XA-01	TCGA-DY-A1DC-01	TCGA-DY-A1DD-01	TCGA-DY-A1DE-01	TCGA-DY-A1DF-01	TCGA-DY-A1DG-01	TCGA-DY-A1H8-01	TCGA-EF-5830-01	TCGA-EF-5831-01	TCGA-EI-6506-01	TCGA-EI-6507-01	TCGA-EI-6508-01	TCGA-EI-6509-01	TCGA-EI-6510-01	TCGA-EI-6511-01	TCGA-EI-6512-01	TCGA-EI-6513-01	TCGA-EI-6514-01	TCGA-EI-6881-01	TCGA-EI-6882-01	TCGA-EI-6883-01	TCGA-EI-6884-01	TCGA-EI-6885-01	TCGA-EI-6917-01	TCGA-EI-7002-01	TCGA-EI-7004-01	TCGA-F5-6464-01	TCGA-F5-6465-01	TCGA-F5-6571-01	TCGA-F5-6702-01	TCGA-F5-6810-01	TCGA-F5-6811-01	TCGA-F5-6812-01	TCGA-F5-6813-01	TCGA-F5-6814-01	TCGA-F5-6861-01	TCGA-F5-6863-01	TCGA-F5-6864-01	TCGA-G5-6233-01	TCGA-G5-6235-01	TCGA-G5-6572-01	TCGA-G5-6572-02	TCGA-G5-6641-01	TCGA-AF-2691-01	TCGA-AF-2692-01	TCGA-AF-3400-01	TCGA-AG-3574-01	TCGA-AG-3575-01	TCGA-AG-3578-01	TCGA-AG-3580-01	TCGA-AG-3581-01	TCGA-AG-3582-01	TCGA-AG-3583-01	TCGA-AG-3584-01	TCGA-AG-3586-01	TCGA-AG-3587-01	TCGA-AG-3593-01	TCGA-AG-3594-01	TCGA-AG-3598-01	TCGA-AG-3599-01	TCGA-AG-3600-01	TCGA-AG-3601-01	TCGA-AG-3602-01	TCGA-AG-3605-01	TCGA-AG-3608-01	TCGA-AG-3609-01	TCGA-AG-3726-01	TCGA-AG-3727-01	TCGA-AG-3728-01	TCGA-AG-3878-01	TCGA-AG-3881-01	TCGA-AG-3882-01	TCGA-AG-3883-01	TCGA-AG-3885-01	TCGA-AG-3887-01	TCGA-AG-3890-01	TCGA-AG-3892-01	TCGA-AG-3893-01	TCGA-AG-3894-01	TCGA-AG-3896-01	TCGA-AG-3898-01	TCGA-AG-3901-01	TCGA-AG-3909-01	TCGA-AG-3999-01	TCGA-AG-4001-01	TCGA-AG-4005-01	TCGA-AG-4007-01	TCGA-AG-4008-01	TCGA-AG-4015-01	TCGA-AG-A002-01	TCGA-AG-A008-01	TCGA-AG-A00C-01	TCGA-AG-A00Y-01	TCGA-AG-A011-01	TCGA-AG-A015-01	TCGA-AG-A016-01	TCGA-AG-A01J-01	TCGA-AG-A01L-01	TCGA-AG-A01N-01	TCGA-AG-A01W-01	TCGA-AG-A01Y-01	TCGA-AG-A020-01	TCGA-AG-A025-01	TCGA-AG-A026-01	TCGA-AG-A02G-01	TCGA-AG-A02N-01	TCGA-AG-A02X-01	TCGA-AG-A032-01	TCGA-AG-A036-01	TCGA-AF-2689-11	TCGA-AF-2691-11	TCGA-AF-2692-11	TCGA-AF-3400-11	TCGA-AF-5654-11	TCGA-AG-3725-11	TCGA-AG-3731-11	TCGA-AG-3732-11	TCGA-AG-3742-11	TCGA-AH-6643-11
ACSL4	2227.33	1918.78	1462.3	1117.15	1703.82	1513.6	1888.82	1571.02	1868.61	1406.22	479.623	2271.73	1175.74	1706.82	622.044	1532.26	820.862	1797.85	1042.8	1724.43	2352.06	1935.5	1247.05	3047.15	2291.33	1470.35	2444.41	2273.86	1380.65	1661.35	1040.05	2051.33	779.568	2106.64	1907.83	1662.22	3828.94	2274.74	651.004	2084.44	3589.96	761.698	1951.68	257.31	2761.88	1057.97	2110.54	1786.97	690.561	2734.91	4407.36	1130.04	536.904	832.702	1079.31	704.988	538.793	881.805	517.438	810.101	1623.71	1168.12	1755.07	330.273	1051.35	758.958999999999	2046.55	2703	1070.07	1649.18	1459.3	1391.65	739.912	1497.99	1946.83	1538.4	1147.42	1499.57	999	1168.58	1240.42	1619.17	1655.77	1421.05	1122.17	1195.28	899.148	378.602	625.651	1112.04	1556.88	1251.85	1183.36	1175.59	451.693	1665.06273726483	2764.31336214067	4286.89614718863	2576.40993454372	2411.81343247828	2359.87514732565	1183.81019173708	1006.58062280946	2435.43840583947	1713.22350037893	1531.84444295487	788.298487785198	1364.56600807948	2036.39629114121	1705.2979108238	935.433785366779	1139.07896244057	2029.96713689161	2587.37523228679	2344.34454477306	674.87932590582	895.090430020573	1824.6530834513	422.944297546136	272.875436185276	370.194817332835	192.626171019205	1009.23736709834	655.255566170868	517.910047178613	283.818033210143	1354.41411735132	934.398475586397	975.459829383774	1572.8470891393	1119.47711390635	1098.86487221322	2136.38990837533	1927.47431572843	628.307904356317	626.982924838657	1282.26168023403	1655.62402821602	2635.26383658228	1969.40412638165	1006.9317789001	1439.2681575129	748.102633331796	1381.07526312724	792.32882443337	988.247139829012	1089.78799216731	853.254344243558	406.788875831668	659.477976139166	842.281394152652	1442.94481817288	818.886600603596	956.115631504482	443.519469482629	1832.18671302127	1471.02389046227	1692.14608675821	514.92415559448	1154.6486403858	1146.86504733183	790.9	1170.93	1142.83	369.236	552.177	846.926	850.605	1442.54	1408.85	836.839
ALOX15	12.3457	66.6435	11.2518	23.5295	37.4649	0.5441	112.437	12.4505	28.0151	6.7628	8.3019	0.8087	24.6875	6.0878	4.223	21.4088	1.3605	0	73.514	152.473	50.4202	27.2336	32.4803	2.872	43.7833	5.8401	3.5155	3.1011	22.9486	17.7814	19.9785	17.3641	3.3913	40.9605	100	5.8081	58.18	2.1957	0.9124	3.0946	1.1219	2.412	65.141	24.7678	289.945	7.996	31.7785	63.7261	0	1.6465	23.69	3.0242	12.639	113.37	29.5497	5.3928	134.852	3.9235	13.3164	22.2222	172.614	22.25	0.8811	19.6418	64.1907	4.6928	24.0126	10.8554	43.5967	5.3415	6.8399	3.4305	13.5837	13.8702	97.9043	3.372	15.596	7.7922	3.1801	6.7095	23.6844	168.939	17.4527	2.8195	12.3471	39.7554	1.7756	1.6562	19.7026	231.643	59.9714	44.1561	12.9241	3.7559	10.7349	16.1975391718233	15.2240901691704	9.09071963406699	39.0905286459641	6.14547907748017	34.5340333206984	0	12.9411954463565	22.571961250706	21.7901701187931	9.56264552152586	2.35299920586557	25.7950277074902	19.9752585308999	30.5544263352528	4.69318947105537	20.4209205803867	4.58847046960403	30.7947797946453	2.13628447247324	6.3592949100566	9.8401069883877	1.70744502217025	6.00852322435554	7.14329426687965	76.6318398747382	12.5585627823021	78.1874574887857	12.928468941794	12.9551056354237	41.1028253126235	28.9783147783116	17.9682111930887	5.17512527872552	17.4807183916966	9.34665652336825	59.2258920510032	2.74034820982117	7.40024829613843	13.6484321872334	49.8799370105952	133.84404743802	34.7964568552002	11.1836496050225	35.7370329188752	76.1105087954067	50.8149018761314	2.64847399874799	0	3.88126897750001	48.9139568800562	1.78812878491241	31.7425519908454	4.32290067560389	1.41770525223596	7.34595760403382	42.7569475039773	10.0009806100713	1.58908307545973	0.796147172503974	26.785332359327	1.36262474878672	1.74881903534676	0	9.20841600180508	57.7374289494155	13.8477	8.6012	20.4076	2.9644	1.1926	23.212	68.4569	19.5013	10.2481	9.6646
ATP5G3	4373.35	4392.46	5800.28	5343.84	5840.77	14605	5915.2	4005.66	3861.05	3426.06	3823.4	5216.74	9548.94	5522.27	4897.38	4086.02	2548.3	4243.65	5044.94	5529.94	4055.29	8927.84999999999	5003.44	7775.67	4199.22	3283.02	10106.3	5939.65	6386.12	5296.02	7308.98	5794.49	6154.73	5199.15	5917.97	8553.59	4964.69	6807.19	8087.59	8725.02	14332.9	8330.92	4214.16	6158.93	2897.06	3568.22	3434.34	5748.52	4500.3	7902.31	4641.69	4050.4	3516.67	5631.38	2985.52	8092.66	2710.59	4057.87	3589.73	6534.34	6232.13	4731.41	4638.33	4017.11	5152.22	5305.03	3800.32	4724.27	6423.51	4100.47	5095.08	3688.97	5321.21	4545.86	3699.41	5297.11	3807.65	1896.54	3310.92	4084.99	2618.93	3294.92	5209.43	4298.4	4101.15	5159.46	6152.7	4921.17	5670.63	4677.9	6113.76	5799.02	5292.81	4933.6	6559.04	4982.05400870409	5476.74369636154	7277.40770887694	11760.5138860647	6110.96676606468	3420.80260788369	5090.09730195444	4182.76320797773	3358.6558966493	9885.34481432655	4114.9638339157	5341.73607316249	5592.11924910787	6904.84803087572	4064.22956358683	7928.01779384981	6252.48659760753	12912.377439693	9651.26059531529	13466.9106696161	7273.44352620391	7459.82306910817	7680.69453189188	4896.61719075089	6948.64159164561	3960.18068931008	4528.57755817986	5437.79583481487	4570.67959701922	8061.23004259345	6100.64166288242	6330.59931799976	4677.32795138911	10739.5608288385	4513.45199385443	5036.08788851019	5789.55506587357	6064.64723421211	4627.80279270814	3955.1470769425	5732.62013651579	3254.69385793956	5152.338912551	5437.98602734979	3417.49193561016	4253.88380312766	5231.96279894896	4970.69258869808	6189.7224143382	3607.47402156469	3126.69685521552	2979.21105650399	2469.15183143784	4674.73124908201	5159.52854159695	4602.74380563112	7253.20644896445	2578.13755280269	6050.26119936207	5223.82380956964	3976.66102157097	1715.89878979549	5023.90060475292	2299.9064211722	6149.50416337524	4147.37319985484	7724.23	8315.77	7413.25	10596.8	9995.23	20607.9	9964.83	5095.97	9780.47	6073.34
CARS	1612.6	1587.4	1194.85	1518.48	919.138	936.888	952.883	1904.35	1248.91	734.436	1201.88	1062.67	1691.61	2032.68	999.154999999999	1368.63	641.27	1992.67	1240.35	1319.45	1060.15	893.932	1092.02	1178.78	889.376000000001	1028.3	1915.32	973.282	1432.96	984.837	1664.86	1095.52	1624.42	1826.27	1306.91	1513.39	1281.44	1057.77	2015.04	1557.47	1120.18	1216.59	1568.07	1059.51	740.382	1621.69	1411.87	855.826	1612.56	1503.29	1172.13	1424.4	2155.7	1369.34	1153.4	1506.07	622.537	1062.29	819.911	2224.24	2124	1624.66	1133.48	1412.39	959.193	953.072	1953.02	1200.17	1582.72	1313.56	1309.16	934.82	1125.05	1285.46	1083.83	1357.44	1230.23	898.701	1152.55	1000.84	1172.98	1296.98	1160.42	1486.84	1181.05	705.111	1469.11	1607.82	1520.45	935.655	1613.98	975.077	1063.4	1300.07	994.633	1089.54046019193	1490.0727605007	1061.55094543699	930.219891183795	1473.1848431553	878.921467202483	1501.22478140993	608.497594410343	1019.91795906184	1088.94418734669	1031.98141781033	1025.76061111286	1451.70719686548	999.649550631553	1139.24835302222	1530.63174008652	981.960270517065	743.139182735298	842.732916082782	1661.23900917145	1038.46639520844	1114.46999203428	1824.53625728106	1454.24721471105	827.008431960114	789.93696382936	791.557750980403	844.749206215587	781.665747523207	732.708852756257	992.985279095503	915.589933761347	968.132723250166	1394.82149939537	867.013118372883	905.005867825693	988.522599141081	1067.07316264575	1256.14062149261	1298.38021730251	989.87096995258	2074.403659387	1191.76095624671	1280.17977725875	1143.85977211688	1311.65336628688	2348.62638014539	1091.69830772061	1586.02460121016	960.776847371473	1042.59937834273	897.498785689488	1540.08056533715	963.486577708478	1208.93949980606	1344.23851252839	1054.3128100063	453.798679807529	1167.42682029275	842.688044134038	1158.77643787996	907.295388582424	918.130824373208	1323.53983740762	750.518741582042	2311.96096138265	1035.41	1245.61	854.657	1223.98	1296.36	970.514	900.144	813.478	878.641	953.951
CDKN1A	1837.38	3182.69	6532.08	4102.41	4578.21	11721.4	1969.22	2135.82	1531.31	2368.8	1338.87	4655.88	2382.35	1689.84	3753.8	3055.34	1200.45	1971.68	2651.69	1816.29	4764.26	2123.75	5088.58	2533.39	1066.72	2429.47	3595.14	3075.86	3606.67	2895.94	1023.99	2567.13	5167.02	753.884	3376.5	1196.48	1793.14	1466.72	2972.17	2173.3	4610.29	2054.51	1758.38	1937.39	2188.2	1336.33	1206.67	3422.25	3153.36	2253.57	2258.79	1938	1331.14	2202.55	1026.73	656.453	1561.58	1194.21	2733.67	2545.45	1544.52	4657.25	3591.19	2910.62	1806.97	1112.63	1848.13	4262.7	876.995	1460	4228.45	2092.62	802.637	1928.41	2248.05	1919.82	2336.43	2521.64	4289.02	2657.35	2323.48	3041.31	2401.78	1413.53	1642.17	1730.89	1239.7	5431.93	1368.03	916.351	4039.98	3556.16	2899.03	3518.71	1820.4	4187.23404731902	4217.37242017262	4169.9459785077	6546.75270614137	9813.29727012866	1237.97308060119	5193.84390905508	3821.19580952813	2021.1667129169	4322.13958625114	2807.27944741052	4940.7120984195	1199.58840988508	1570.68862622755	2483.62077714549	2952.56911879806	6526.22930123727	4007.2605634407	1544.03197344028	4882.71146549939	918.235882995111	3795.75261643278	1753.21020717935	8110.41313394508	7224.81116988756	2034.20027378149	5748.626991743	5869.0599778932	5144.92664130577	4843.89143576298	2755.32495321815	2780.29590323741	4980.53157930114	9325.62042650969	2201.14442832957	8483.03667270304	2122.04565278106	1343.16551172431	2314.8375281623	2918.73353975007	1704.5539617195	1521.08819454741	1625.72697632783	5450.94008439599	2284.61954486645	2242.55338307421	2863.5934745961	1431.47280744555	2033.51281694799	1567.56526131164	1270.43343989869	6546.31084612886	1536.50913824755	4902.40778488111	5161.64804022564	2744.48362430012	1726.54481305492	836.279675802674	1385.2364055701	4050.25564202868	5661.43114257073	2231.32953213749	1700.06537741019	1340.266082116	2896.17360354585	1807.68208545599	7541.44	9501.17	6258.81	7958.17	9926.65	5344.42	4373.3	2267.73	3977.35	5960.2
CISD1	373.35	492.422	706.264	491.136	635.654	744.831	559.045	535.937	295.279	399.008	545.66	871.007	749.37	477.411	474.24	591.035	326.077	559.57	592.97	819.264	736.4	783.564	379.921	515.038	513.459	501.797	652.117	828.483000000001	706.071	701.96	543.727	550.916	452.734	553.319	529.493	506.398	493.784	684.507	1244.07	1144.56	1300.24	918.958	535.178	1436.53	351.087	402.299	419.022	672.548	456.492	719.539	513.454	769.153	637.005	540.118	623.048	360.829	339.901	471.8	293.595	607.576	680.024	397.203	372.687	655.09	696.47	508.532	906.161	666.522	681.588	482.959	502.394	432.247	882.141000000001	650.559	427.901	681.529	464.909	430.303	482.918	392.135	507.007	406.857	519.866	634.399	636.353	609.436	620.028	586.618	627.138	474.64	752.499	666.894	257.27	485.044	570.19	925.067918468509	566.233747841448	648.512768977453	975.030436040477	997.846144323574	437.669071314311	819.350535816635	743.069044221016	601.586920325991	1216.92329347026	656.512401717831	788.751645995651	482.902918327129	774.571175669207	520.965164826546	1049.84598671484	722.655287704789	415.167784612663	1012.20320077076	1412.90516297478	817.796630162172	874.984246932887	693.084049184383	186.818511616115	290.099423897831	177.770280924745	163.30969891587	291.589899809177	315.014801276622	289.76427561373	342.79407313853	427.681836712912	476.854631696169	861.100981439381	512.609828656506	1131.75232323585	609.318525719406	645.941242638632	836.736032830418	437.237066717601	774.030709805756	560.459232990234	412.6016627543	719.129574496387	482.862087377342	408.632590515171	604.895468270436	524.155404505805	884.563243536875	618.820676320037	942.412013628875	511.926812564177	455.04905494594	629.809573586938	350.086552614577	597.67940897072	971.854421976008	521.802358882391	307.45211448298	430.350572206677	561.064847593859	498.123129732871	642.807998910255	425.079610899701	524.663673686165	752.948639532474	541.246	474.628	596.747	653.491	695.289	1223.96	526.853	825.185	1062.57	582.149
CS	4073.22	3565.89	6553.28	4702.58	3568.74	7632.75	4820.35	5026.03	3529.91	3566.28	5134.34	4164.58	4727.67	5057.35	4533.78	4959.19	3681.18	5230.96	3414.03	5073.63	3436.09	4574.3	4060.53	6739.21	4634.4	4093.44	5125.53	6180.58	5859.37	5500.1	6995.98	5952.74	5295.04	5540.61	4537.79	7703.78	5333.66	3882.53	6013.23	4376.22	4419.58	4613.12	2885.79	5143.45	3026.51	4436.28	3977.76	6063.99	5134.5	8592.76	5002.19	3607.86	4150.14	4662.04	2950.96	2989.09	1854.06	3776.36	5159.16	5169.19	5166.09	5134.8	4920.26	4666.74	4613.94	3405.72	4372.83	7120.71	5452.32	3139.01	4905.27	4643.8	4856.17	4068.46	4684.7	5819.41	5702.19	3690.48	3278.21	2724.07	4598.39	3086.74	4018.57	3973.68	3371.72	4778.51	5569.25	4447.17	3605.95	3359.2	8453.59	4609.08	3175.69	2409.12	4914.95	3698.66072520075	4538.22677878034	4232.62667297502	5743.38096263648	2515.69268064612	3690.21125645797	4809.80781650226	5052.78616639833	5488.24228174772	3799.16898869102	5029.57805643574	5225.96894509518	4303.85241660415	4570.43351728322	5756.43922902905	5244.34614034989	5253.20795121795	7548.04346756379	4403.12239955565	1648.44201532726	4442.16188770305	4231.30934046113	6036.94504578812	4476.95396195499	5303.47311704103	2684.69143009831	4126.33318826859	4406.48740631274	3174.15754455169	3576.21172583874	4482.08438746199	4508.34434955237	5602.90997145921	4249.2846085483	4260.39962238677	4309.24832913434	5747.25024749469	4530.86873841239	4046.41158274552	4721.73332600041	4092.1945858986	5486.67509597414	5861.65843505537	3979.19953354881	4309.02021672853	5225.74322309543	4516.19445396663	4857.36829498019	5198.93928429726	4321.22330521039	4221.36714818778	6233.82186787934	4366.12433061982	4164.85144279151	5266.13900193722	4457.48869089449	6208.25599573398	4719.35877456058	5939.50935696916	4278.40328848453	3780.68556270984	4443.30930828844	8168.48156517113	4769.18453190574	4075.0446552938	7445.64192760659	5097.92	5715.87	5693.02	7588.27	7839	3316.19	4741.68	4868.09	3660.73	4846.5
DPP4	309.919	531.76	1364.06	1321.96	1209.7	69.6409	1658.92	645.727	623.057	107.755	84.9057	875.455	805.946	614.226	336.149	375.036	2795.92	291.016	1888.05	1723.69	1019.02	151.935	725.886	2417.55	109.679	1179.69	74.9963	261.689	266.845	444.13	48.9668	799.934	1393.39	285.311	775.115	794.628	244.654	302.456	1220.8	150.31	40.387	121.563	530.069	37.1517	301.409	695.652	1167.63	73.7327	1124.89	972.558	1902.41	1212.2	201.718	160.402	1412.88	691.751	663.793	493.87	320.862	2397.98	94.8429	472.606	589.427	1562.98	1999.54	105.802	1910.48	2386.89	2058.78	481.178	419.289	770.154	2451.06	617.897	2227.09	185.463	416.264	428.139	2773.49	1696.02	405.044	784.387	260.676	325.188	951.68	172.564	1129.26	409.738	845.725	171.839	4204.66	777.057	303.312	752.783	116.433	3035.62151674106	123.425532014797	506.415501680012	459.296456057405	176.356235364908	2219.13743903637	519.891358279526	275.444043265084	331.75689337201	305.668492296971	2323.70660653355	2016.67199526868	453.338897202619	218.362828463782	123.700000776258	252.58372261684	621.164711469549	2360.42346231588	124.765195939414	250.107014603203	802.206033907263	513.766013174108	640.083479130679	175.816664524242	84.8376759673445	477.325317104208	72.8831197637193	32.4164255972635	86.3063131534222	158.373878858122	912.989420767508	205.459123360221	67.6522024485223	290.117329590676	469.00163966572	79.663387469951	183.373170654041	67.3614140775058	317.777167222416	573.503291139199	684.623512027325	175.707600557196	742.542335698068	83.083856944047	314.359440725921	891.414072944752	66.5285444718073	1073.95781097479	93.3578599508695	765.241037358051	2567.82223172474	564.083534511576	1568.44218741864	1374.38968059091	800.243601739379	603.477665491054	573.979497104516	456.831931702219	419.559989763717	467.973536690077	194.453331132023	588.185498463236	1460.31389608544	527.565141987649	68.7161788450476	486.0828986671	1339.27	1158.42	686.118	1269.43	2355.99	1000.63	692.133	830.199	1022.65	1223.42
FANCD2	730.949	264.26	460.889	800.333	288.896	389.554	641.96	635.54	475.137	330.929	677.359	602.911	580.157	771.227	507.601	628.883	704.762	601.562	558.318	447.75	348.518	513.139	282.972	602.792	525.842	417.79	514.428	448.712	355.971	625.581	1239.84	549.338	459.093	978.814	232.258	621.835	471.904	382.05	640.055	855.438	534.567	858.659	181.373	847.609	340.578	411.794	577.46	871.626	459.122	328.76	405.82	197.077	506.57	501.007	298.001	1128.57	353.448	452.182	311.351	386.364	469.472	587.152	1032.6	841.323	698.762	1286.69	416.219	279.635	755.158	155.348	920.315	1014.29	402.717	510.514	380.669	826.902	350.167	434.199	277.576	360.451	395.008	460.14	788.34	369.361	464.443	733.071	474.077	643.259	435.688	532.173	392.194	422.897	296.042	81.556	427.746	402.304033084003	823.994557899083	439.134937723197	319.208552875063	459.248263236779	779.85258167231	709.709854591624	457.622934922356	569.273251843725	549.330527222278	251.10814965427	477.103579394042	479.400647906009	1081.34536746723	499.557377009335	696.598126467168	329.792957709885	939.576050138773	546.880165037034	787.365502086388	713.085166939062	500.905431027062	306.658086737963	187.723921377088	177.368420600442	184.12582145665	198.1399291574	277.47858785794	177.193776633095	410.600002939853	280.104220526977	874.223211168652	482.687222947427	589.940732522723	295.829769744323	446.44279643678	694.28116476584	945.583748716162	474.343529428287	334.958063039664	459.951757992923	704.157778558689	699.968715922999	349.387551221798	447.847258887406	623.089371646299	1124.53104075431	942.023598729341	575.080586496138	823.460515616709	401.976224733791	620.376814301594	631.237983531726	382.563898958972	560.275706891112	453.234564007445	970.665334161367	876.822435461897	824.626434661296	642.654635785102	451.151013194918	363.169014592107	470.89741942192	1313.4449450021	521.351591621826	1401.56628376334	333.927	275.238	269.873	474.308	432.916	223.965	153.177	155.453	133.765	252.985
FDFT1	3903.36	2657.87	3864.11	2844.41	5475.28	6353.65	4374.37	2860.78	1987.39	2315.15	3095.85	6916.3	6109.65	2376.48	7538.85	4864.38	2934.69	3062.99	2270.51	8134.99	3364.88	14697.1	2483.76	9737.53	8339.17	2376.91	15067.2	7730.2	4605.74	5184.08	7868.38	2659.87	7244.6	9699.51	4076.04	3110.99	1694.68	7205.16	3085.31	7120.69	11950.6	5333.33	3155.3	4557.28	1995.22	2151.92	2047.44	5852.27	6653.89	2237.65	2301.53	1959.68	2812.43	2745.14	1127.4	3596.52	5209.98	4441.39	2879.52	2971.21	1815.77	4603.68	1828.19	7482.07	6237.51	3685.15	2050.34	4233.17	2297.78	3878.8	6495.21	5181.25	2623.65	3787.47	3335.31	8652.29999999999	2222.8	1738.96	1739.51	8231.11	2217.1	1722.84	6870.78	4091.64	3830.46	5170.38	4653.05	7076.85	2611.9	2395.16	2811.04	3582.57	5704.36	3643.73	3056.98	2621.99618865377	7592.4300406778	2644.16928243572	8131.80965309728	4956.07558416596	3234.76112390151	4435.95329778422	4080.03559972533	2037.90166119962	4764.62276459737	2002.44886254031	4573.1893163354	1414.08942386136	4431.58288631345	2915.40584710195	8675.42295755641	8256.59200199149	8723.09099884144	3642.00112903437	9300.80762217679	5918.95249739975	6050.11053341446	2986.45040914368	1749.03743594194	2106.52846668578	2568.80420426058	3861.88800373735	4632.54821504152	2405.73903994444	2641.15380776605	3690.65679310035	8981.2742100707	3512.97736051662	7118.38202786373	2779.20811594234	7255.88348228293	2727.76031339239	7526.30409094361	5312.25668859625	3264.38619989639	2929.29809506839	1661.11435956135	4706.08308001242	7386.52831331033	3069.87396677109	4898.00418797557	2742.005693617	5870.66383591835	9056.12386509472	2119.67532595716	7726.0871651732	4595.41702823251	3979.04184991728	2592.41588884842	4348.47997264612	1735.51625752119	5290.19321716518	2313.71960102302	7626.76209989516	6071.36458325869	3032.78751639628	739.126482621659	5886.03237530012	3630.71567100365	4364.66660428494	3887.58402728543	3502.67	3001.03	3568.87	5363.64	13970.8	4485.57	3731.47	2604.82	3339.81	2897.67
