	TCGA-2W-A8YY-01	TCGA-4J-AA1J-01	TCGA-BI-A0VR-01	TCGA-BI-A0VS-01	TCGA-BI-A20A-01	TCGA-C5-A0TN-01	TCGA-C5-A1BE-01	TCGA-C5-A1BF-01	TCGA-C5-A1BI-01	TCGA-C5-A1BJ-01	TCGA-C5-A1BK-01	TCGA-C5-A1BL-01	TCGA-C5-A1BM-01	TCGA-C5-A1BN-01	TCGA-C5-A1BQ-01	TCGA-C5-A1M5-01	TCGA-C5-A1M6-01	TCGA-C5-A1M7-01	TCGA-C5-A1M8-01	TCGA-C5-A1M9-01	TCGA-C5-A1ME-01	TCGA-C5-A1MF-01	TCGA-C5-A1MH-01	TCGA-C5-A1MI-01	TCGA-C5-A1MJ-01	TCGA-C5-A1MK-01	TCGA-C5-A1ML-01	TCGA-C5-A1MN-01	TCGA-C5-A1MP-01	TCGA-C5-A1MQ-01	TCGA-C5-A2LS-01	TCGA-C5-A2LT-01	TCGA-C5-A2LV-01	TCGA-C5-A2LX-01	TCGA-C5-A2LY-01	TCGA-C5-A2LZ-01	TCGA-C5-A2M1-01	TCGA-C5-A2M2-01	TCGA-C5-A3HD-01	TCGA-C5-A3HE-01	TCGA-C5-A3HF-01	TCGA-C5-A3HL-01	TCGA-C5-A7CG-01	TCGA-C5-A7CH-01	TCGA-C5-A7CJ-01	TCGA-C5-A7CK-01	TCGA-C5-A7CL-01	TCGA-C5-A7CM-01	TCGA-C5-A7CO-01	TCGA-C5-A7UC-01	TCGA-C5-A7UE-01	TCGA-C5-A7UH-01	TCGA-C5-A7UI-01	TCGA-C5-A7X3-01	TCGA-C5-A7X5-01	TCGA-C5-A7X8-01	TCGA-C5-A7XC-01	TCGA-C5-A8XH-01	TCGA-C5-A8XI-01	TCGA-C5-A8XJ-01	TCGA-C5-A8XK-01	TCGA-C5-A8YQ-01	TCGA-C5-A8YR-01	TCGA-C5-A8YT-01	TCGA-C5-A8ZZ-01	TCGA-C5-A901-01	TCGA-C5-A902-01	TCGA-C5-A905-01	TCGA-C5-A907-01	TCGA-DG-A2KH-01	TCGA-DG-A2KJ-01	TCGA-DG-A2KK-01	TCGA-DG-A2KL-01	TCGA-DG-A2KM-01	TCGA-DR-A0ZL-01	TCGA-DR-A0ZM-01	TCGA-DS-A0VK-01	TCGA-DS-A0VL-01	TCGA-DS-A0VM-01	TCGA-DS-A0VN-01	TCGA-DS-A1O9-01	TCGA-DS-A1OA-01	TCGA-DS-A1OB-01	TCGA-DS-A1OC-01	TCGA-DS-A1OD-01	TCGA-DS-A3LQ-01	TCGA-DS-A5RQ-01	TCGA-DS-A7WF-01	TCGA-DS-A7WH-01	TCGA-DS-A7WI-01	TCGA-EA-A1QS-01	TCGA-EA-A1QT-01	TCGA-EA-A3HQ-01	TCGA-EA-A3HR-01	TCGA-EA-A3HS-01	TCGA-EA-A3HT-01	TCGA-EA-A3HU-01	TCGA-EA-A3QD-01	TCGA-EA-A3QE-01	TCGA-EA-A3Y4-01	TCGA-EA-A410-01	TCGA-EA-A411-01	TCGA-EA-A439-01	TCGA-EA-A43B-01	TCGA-EA-A44S-01	TCGA-EA-A4BA-01	TCGA-EA-A50E-01	TCGA-EA-A556-01	TCGA-EA-A5FO-01	TCGA-EA-A5O9-01	TCGA-EA-A5ZD-01	TCGA-EA-A5ZE-01	TCGA-EA-A5ZF-01	TCGA-EA-A6QX-01	TCGA-EA-A78R-01	TCGA-EA-A97N-01	TCGA-EK-A2GZ-01	TCGA-EK-A2H0-01	TCGA-EK-A2H1-01	TCGA-EK-A2IP-01	TCGA-EK-A2IR-01	TCGA-EK-A2PG-01	TCGA-EK-A2PI-01	TCGA-EK-A2PK-01	TCGA-EK-A2PL-01	TCGA-EK-A2PM-01	TCGA-EK-A2R7-01	TCGA-EK-A2R8-01	TCGA-EK-A2R9-01	TCGA-EK-A2RA-01	TCGA-EK-A2RB-01	TCGA-EK-A2RC-01	TCGA-EK-A2RE-01	TCGA-EK-A2RJ-01	TCGA-EK-A2RK-01	TCGA-EK-A2RL-01	TCGA-EK-A2RM-01	TCGA-EK-A2RN-01	TCGA-EK-A2RO-01	TCGA-EK-A3GJ-01	TCGA-EK-A3GK-01	TCGA-EK-A3GM-01	TCGA-EK-A3GN-01	TCGA-EX-A1H5-01	TCGA-EX-A1H6-01	TCGA-EX-A3L1-01	TCGA-EX-A449-01	TCGA-EX-A69L-01	TCGA-EX-A69M-01	TCGA-EX-A8YF-01	TCGA-FU-A23K-01	TCGA-FU-A23L-01	TCGA-FU-A2QG-01	TCGA-FU-A3EO-01	TCGA-FU-A3HY-01	TCGA-FU-A3HZ-01	TCGA-FU-A3NI-01	TCGA-FU-A3TQ-01	TCGA-FU-A3TX-01	TCGA-FU-A3WB-01	TCGA-FU-A3YQ-01	TCGA-FU-A40J-01	TCGA-FU-A57G-01	TCGA-FU-A5XV-01	TCGA-FU-A770-01	TCGA-GH-A9DA-01	TCGA-HG-A2PA-01	TCGA-HM-A3JJ-01	TCGA-HM-A3JK-01	TCGA-HM-A4S6-01	TCGA-HM-A6W2-01	TCGA-HM-A6W2-06	TCGA-IR-A3L7-01	TCGA-IR-A3LA-01	TCGA-IR-A3LB-01	TCGA-IR-A3LC-01	TCGA-IR-A3LF-01	TCGA-IR-A3LH-01	TCGA-IR-A3LI-01	TCGA-IR-A3LK-01	TCGA-IR-A3LL-01	TCGA-JW-A5VG-01	TCGA-JW-A5VH-01	TCGA-JW-A5VI-01	TCGA-JW-A5VJ-01	TCGA-JW-A5VK-01	TCGA-JW-A5VL-01	TCGA-JW-A69B-01	TCGA-JW-A852-01	TCGA-JW-AAVH-01	TCGA-JX-A3PZ-01	TCGA-JX-A3Q0-01	TCGA-JX-A3Q8-01	TCGA-JX-A5QV-01	TCGA-LP-A4AU-01	TCGA-LP-A4AV-01	TCGA-LP-A4AW-01	TCGA-LP-A4AX-01	TCGA-LP-A5U2-01	TCGA-LP-A5U3-01	TCGA-LP-A7HU-01	TCGA-MA-AA3W-01	TCGA-MA-AA3X-01	TCGA-MA-AA3Y-01	TCGA-MA-AA3Z-01	TCGA-MA-AA41-01	TCGA-MA-AA42-01	TCGA-MA-AA43-01	TCGA-MU-A51Y-01	TCGA-MU-A5YI-01	TCGA-MU-A8JM-01	TCGA-MY-A5BD-01	TCGA-MY-A5BE-01	TCGA-MY-A5BF-01	TCGA-MY-A913-01	TCGA-PN-A8M9-01	TCGA-PN-A8MA-01	TCGA-Q1-A5R1-01	TCGA-Q1-A5R2-01	TCGA-Q1-A5R3-01	TCGA-Q1-A6DT-01	TCGA-Q1-A6DV-01	TCGA-Q1-A6DW-01	TCGA-Q1-A73O-01	TCGA-Q1-A73P-01	TCGA-Q1-A73Q-01	TCGA-Q1-A73R-01	TCGA-Q1-A73S-01	TCGA-R2-A69V-01	TCGA-RA-A741-01	TCGA-UC-A7PD-01	TCGA-UC-A7PF-01	TCGA-UC-A7PG-01	TCGA-UC-A7PG-06	TCGA-UC-A7PI-01	TCGA-VS-A8EB-01	TCGA-VS-A8EC-01	TCGA-VS-A8EG-01	TCGA-VS-A8EH-01	TCGA-VS-A8EI-01	TCGA-VS-A8EJ-01	TCGA-VS-A8EK-01	TCGA-VS-A8EL-01	TCGA-VS-A8Q8-01	TCGA-VS-A8Q9-01	TCGA-VS-A8QA-01	TCGA-VS-A8QC-01	TCGA-VS-A8QF-01	TCGA-VS-A8QH-01	TCGA-VS-A8QM-01	TCGA-VS-A94W-01	TCGA-VS-A94X-01	TCGA-VS-A94Y-01	TCGA-VS-A94Z-01	TCGA-VS-A950-01	TCGA-VS-A952-01	TCGA-VS-A953-01	TCGA-VS-A954-01	TCGA-VS-A957-01	TCGA-VS-A958-01	TCGA-VS-A959-01	TCGA-VS-A9U5-01	TCGA-VS-A9U6-01	TCGA-VS-A9U7-01	TCGA-VS-A9UB-01	TCGA-VS-A9UC-01	TCGA-VS-A9UD-01	TCGA-VS-A9UH-01	TCGA-VS-A9UI-01	TCGA-VS-A9UJ-01	TCGA-VS-A9UL-01	TCGA-VS-A9UM-01	TCGA-VS-A9UO-01	TCGA-VS-A9UP-01	TCGA-VS-A9UQ-01	TCGA-VS-A9UR-01	TCGA-VS-A9UT-01	TCGA-VS-A9UU-01	TCGA-VS-A9UV-01	TCGA-VS-A9UY-01	TCGA-VS-A9UZ-01	TCGA-VS-A9V0-01	TCGA-VS-A9V1-01	TCGA-VS-A9V2-01	TCGA-VS-A9V3-01	TCGA-VS-A9V4-01	TCGA-VS-A9V5-01	TCGA-VS-AA62-01	TCGA-WL-A834-01	TCGA-XS-A8TJ-01	TCGA-ZJ-A8QO-01	TCGA-ZJ-A8QQ-01	TCGA-ZJ-A8QR-01	TCGA-ZJ-AAX4-01	TCGA-ZJ-AAX8-01	TCGA-ZJ-AAXA-01	TCGA-ZJ-AAXB-01	TCGA-ZJ-AAXD-01	TCGA-ZJ-AAXF-01	TCGA-ZJ-AAXI-01	TCGA-ZJ-AAXJ-01	TCGA-ZJ-AAXN-01	TCGA-ZJ-AAXT-01	TCGA-ZJ-AAXU-01	TCGA-ZJ-AB0H-01	TCGA-ZJ-AB0I-01	TCGA-ZX-AA5X-01	TCGA-FU-A3EO-11	TCGA-HM-A3JJ-11	TCGA-MY-A5BF-11
ACSL4	1982.12	702.264	1459.48	1172.68	1712.25	2044.9	465.68	2994.47	462.212	722.66	704.446	811.908	545.981	1158.92	630.526	936.115	1895	1468.54	149.746	743.558	727.827	414.8	1936.02	437.323	1230.53	288.49	1084.09	1435.1	957.427000000001	306.823	1855.57	2496.63	2194.13	415.276	1065.9	318.05	993.247	1739.92	1501.22	1243.96	1587.32	655.58	2090.98	866.435	1019.76	1348.77	578.578	589.258	652.242	1699.28	261.786	440.597	518.7	1247.88	1286.3	618.557	3082.15	1196.84	862.988	860.178	970.595000000001	461.951	8225.87	1699.81	628.969	474.831	582.462	152.322	1115.06	1092.21	274.39	1020.34	1579.4	1516.36	558.975	597.297	707.494	472.458	1343.08	1645.79	1092.43	564.719	903.977	1023.17	705.316	561.548	1221.59	587.896	2404.1	415.749	2353.26	453.092	595.021	432.744	563.772	1307.79	1351.56	681.015	732.561	969.552999999999	799.519	922.623	3107.98	714.383	267.499	380.241	735.111	2034.25	1769.85	710.505	587.004	866.915	584.223	357.213	468.342	1382.53	337.146	490.872	1537.78	793.551	1317.12	203.885	552.005	1266.05	245.219	1173.74	1844.45	8619.54	1895.53	446.875	397.947	1368.41	845.317	592.618	466.546	1110.77	682.186	324.25	578.098	722.276	669.446	1459.89	983.502999999999	493.065	1282.94	2049.06	1088.48	627.295	508.879	867.975	360.049	593.973	430.07	1908.28	1125.89	629.982	450.653	612.154	1006	638.873	885.166	1221.82	1848.19	633.685	1834.44	1158.09	2850.28	975.556	896.311	484.668	521.164	436.667	1259.48	1401.28	2899.36	422.904	1850.55	1782.37	261.329	669.411000000001	1229.09	1187.52	633.606	577.395	235.27	182.762	897.779	1719.89	176.97	697.129	1339.23	937.165	786.216	810.622	6124.14	847.245	1242.69	3143.3	546.597	600.542	1373.04	1008.85	346.563	2429.62	292.575	351.365	1284.59	3377.17	725.329	1028.53	1164.22	730.188	1466.67	778.134	2017.02	765.863000000001	520.952	1647.24	212.132	128.658	1689.43	913.834	675.926	2411.02	2048.5	514.398	819.903	102.535	1252.71	617.231	901.878	1779.69	467.241	201.468	1019.46	980.231000000001	466.057	414.09	187.649	1137.4	737.384	330.857	598.027	960.933	751.358	1221	347.566	237.607	418.904	897.742	1083.88	991.678	1637.27	1149.12	639.782	957.016	568.261	126.822	657.674	426.858	398.113	885.833	705.124	382.251	1370.66	250.433	655.263	1025.33	788.208	494.531	305.068	359.936	698.046	559.656	938.18	1037.92	1342.78	732.604	482.488	498.868	5050.08	1296.19	1375.88	637.36	536.198	1021.81	971.237	5442.52	225.947	445.811	2096.81	547.868	901.596	313.533	604.158	102.398	1172.64	1059.58	629.704	328.255	700.865	2172.12	591.802	526.682	527.306	1443.1	840.681	995.406	1421.12	2187.25
ALOX15	3.2189	823.153	165.046	2.4115	26.4747	0.4961	0.2959	21.4966	13.5459	38.8035	3.8565	2933.69	10.8192	0	5.8806	10.5449	625.947	1.1038	114.495	0.7433	0	4.4522	39.3949	5514.14	4.2341	22.4215	5.3562	5.7099	18.8361	2.4694	3918.68	1.0789	1.8349	1.8539	24.7117	31.5966	89.2593	2281.25	0.997	9.0883	15.5239	1.599	9.5378	7.9444	13.1555	48.0245	0.878	10.7417	8.1136	0.4056	0.5546	4.5895	2.2262	1.1293	0	87.9002	14.7198	5.7837	90.4655	27.81	0.8979	120.976	0	6.191	1.1443	8.0685	1.2068	8.3614	0	284.174	7.3171	443.915	2.4971	128.152	11.3006	7.4324	1103.67	161.505	26.5899	2.698	1.6933	33.2188	3.5174	15.3021	1.7227	173.675	1.51	6.1488	25.9829	22.0264	0.6291	2.1035	71.535	116.281	0.5514	14.4603	16.2037	126.196	21.7115	0	0	111.453	3180.92	2.045	12.9291	23.5497	121.951	60.2991	816.585	25.6616	10.0701	2.9022	14099	60.3908	24.1968	212.241	25.286	1.3779	0.8039	34.7571	9.464	8.5846	3.5866	0.8663	1.6873	2.1616	14390.8	0.4128	1.5059	5.625	2.7635	31.4186	3.709	0.3474	10.9091	1841.35	338.592	0	3.6721	2.9268	16.1377	0	12.6904	53.2126	1.2257	1.1279	751.719	3.7563	35.8428	1.3381	3323.06	691.781	133.674	42.0118	620.349	2.2439	130.987	2.5203	3.7388	56.3276	90.4359	10.7335	0.897	1039.14	56.0367	1.2502	28.7936	27.2222	17.9462	1.2777	2.5589	6.1111	2690.08	281.183	9.7034	2.3252	3802.8	1.5646	6301.07	19.0957	5.0821	1.897	0.389	84.3428	135.593	7.6715	23.7189	20.0753	10.41	17.2249	0	1.5326	1232.85	756.161	2.4542	1.6694	852.081	10.4221	5.445	38.3572	3.7969	132.317	8.7125	1.8984	107.816	43.1762	3.4347	0	98.6842	2.5554	6.8383	554.741	3.8647	11.8939	4.8639	36.893	60.9524	486.007	23.5702	670.22	45.9533	877.732000000001	5.4012	2.9974	2325.38	2.6178	12.1687	5548.12	54.2438	18.8598	1.7154	4.1667	1.913	0.4021	2747.73	2.0593	105.212	7.4316	16.2312	16.5114	0	14.8565	0.411	0.5831	5.9924	104.42	12.3703	53.5695	1.0741	233.995	0.7767	7.8844	1.7637	11.3732	1.9854	67.8466	1.0233	0	50.2326	3.5971	36.478	21.2483	50.5195	19.1415	4.8691	35.1326	73.6842	1.7194	127.04	0	4.8733	7.4987	6.3964	9526.79	380.061	131.8	740.152	7.0367	4.8682	0.9054	8578.89	5.7143	0.7013	526.841	29.4291	81.368	43.1448	1.0018	14.5773	4540.23	2.8523	2.1758	0.5319	515.615	14.553	3.0453	1.0023	873.51	132.393	6.2327	7.242	0	16.2254	1.9887	450.243	0.6053	4.6404	1.4134	1.9802	3.8382
ATP5G3	3533.98	3011.53	3806.66	3275.51	7699.51	5090.91	3881.95	8261.85	1918.23	4468.5	3191	3709.07	4201.7	4922.58	4657.73	4403.01	2659.26	3310.71	3511	3452.68	5226.72	7933.88	2605.42	2931.43	4834.27	3247.76	4322.44	3875.14	3334	5682.1	2253.28	2701.62	7175.41	5037.82	6348.71	3432.58	5891.54	4254.7	4590.4	4375.27	3715.72	3216.5	5162.14	2972.19	4208.9	7230.59	5435.91	4481.33	9611.45	2720.47	3851.91	3401.27	7746.36	4375.49	4772.83	2971.24	3032.29	6284.56	3644.89	4276.94	2511.78	6227.32	4490.87	3675.11	4523.31	2678.74	4318.99	4440.24	3931.85	2824.21	8336.59	3948.2	2376.9	4475.51	3361.52	3996.62	2862.91	3067.51	4443.76	4701.48	3680.06	2980.53	6028.86	5911.58	3195.33	2825.72	4271.8	2234.07	1572.65	6538.55	1890.53	5155.03	3435.67	1560.36	3213.36	2794.01	5389.18	4494.85	4131.34	3883.75	3579.79	2324.27	3352.46	5189.5	3512.71	4024.12	5977.88	3498.79	3820.42	2124.7	3367.19	4058.04	3065.74	8541.15	11063.9	1725.07	13588.8	5095.07	6051.05	2354.27	6026.95	4193.58	3820.35	3760.04	3421.26	10525.4	8303.05	3304.92	3436.42	3864.69	7189.89	4803.26	5149.79	2585.15	7707.64	3226	5389.77	1817.99	4300.07	3992.52	3337.55	4125.3	5600.25	4889.61	4143	2558.89	3481.82	3378.96	3825	5883.14	6973.69	3887.4	4120.76	5446.15	4610.84	6364.9	4325.53	3850.46	3222.63	2242.48	3245.61	2873.88	1761.18	4899.74	3268.47	3172.55	2686.19	2156.94	3052.34	2247.02	5579.7	4317.78	4426.23	5101.57	2533.68	3557.33	2935.28	3099.12	5195.71	5485.77	3411.65	3349.71	4142.36	2479.75	4679.18	6338.45	3084.87	6707.34	8695.13999999999	4636.36	6600.59	3454.41	4761.79	1853.94	5299.93	5355.59	4219	7074.52	6827.64	3546.69	4164.21	4173.64	2725.56	4854.67	2902.95	5939.45	8842.98	2078.13	2986.02	2261.07	2976.8	4965.19	6422.22	2334.86	3759.05	3471.05	2761.43	2028.12	4268.98	3860.87	3966.95	2690.36	4538.58	3472.46	3813.66	4839.88	2388.32	8263.9	4549.46	5239.61	15367.5	5755.73	3578.67	3511.01	2674.7	4320.02	4210.95	3659.33	5611.24	4380.23	4326.47	4530.82	2642.01	5250.15	8478.36	3553.67	2391.86	4366.35	5364.66	2816.25	2396.89	3356.99	3965.31	3927.13	5339.12	3063.63	2411.19	7099.98	5480	3621.7	3369.81	2834.08	3906.49	4938.52	2240.41	2254.34	6569.3	3925.96	2509.91	2644.79	2113.06	2430.1	3190.43	3405.46	2417.07	3297.99	2722.18	3218.92	5660.04	2646.9	3080.24	3826.67	2784.71	5333.33	2513.24	4888.93	2330.3	2394.19	4604.47	1899.06	3565.05	4233.68	3234.57	2216.17	2881.91	3343.93	8022.05	3338.22	4356.85	3647.51	5239.19	8297.72	6394.53	4897.58	2811.89	4027.24	3113.69	2098.23	2626.73	3258.12
CARS	1581.9	919.265	1198.55	860.563	1179.78	1310.68	1014.5	627.342	1008.67	1244.97	1248.21	1414.98	1484.54	1040.27	945.136	1537.51	490.156	751.38	1057.81	1711.58	1161.31	1293.37	1184.68	889.255	861.372	1335.95	971.077	2203.27	962.481	1120.49	837.357	2110.73	1390.09	4284.76	1339.92	1176.02	1467.82	780.242	1026.96	1223.52	945.019	1273.42	768.151	903.674	1094.87	1021.45	712.028	1216.88	1139.04	1365.5	1352.75	1092.3	1164.29	1321.85	2312.48	959.306	753.561	1476.38	1672.67	520.278	653.648	838.532	1184.65	775.786	1020.31	1152.18	740.547	1324.73	1668.15	924.505	999.999999999999	1623.13	1176.74	1011.11	626.778	2105.41	1431.82	1118.48	2430.31	1053.76	1292.48	1499.43	1526.91	714.236	1069.05	1450.34	1619.73	1373.91	1067.58	1346.37	1220.19	573.622	1057.57	1075.24	816.846	1262.38	1158.28	1359.82	1650.87	1953.34	1657.98	1011.93	1525.32	1356.51	556.398	968.983	809.416	1271.1	970.617	1520.45	1338.49	561.36	640.509	1686.2	931.308	721.619	1098.13	1464.69	1894.69	1298.16	1266.28	879.494	1734.27	858.473	617.548	2040.89	1210.17	923.744	1106.07	780.938	1202.13	2225.8	1542.27	1371.43	1232.36	840.648	1001.54	943.273	2240	1088.78	976.6	576.358	507.932	673.649	1982.02	702.698	888.207	1189.9	478.347	1147.64	1521.99	659.175	1350.73	1175.15	1851.13	1833.85	708.167	1313.64	1218.61	551.912	1247.23	1110.61	1012.67	1124.45	644.931	1691.49	1207.09	1438.89	1034.9	928.024	1397.59	885	1114.15	1969.35	1937.07	1309.11	895.463	1539.86	1069.91	1172.62	2407.35	1194.73	1360.56	708.925	741.727	1056.86	1693.25	1235.26	1421.31	1018.18	2019.78	1532.18	881.9	1072.13	984.15	961.603000000001	905.016	675.346	3119.58	821.774	1418.13	986.719	975.315	1082.49	1447.2	822.804	1343.96	988.292	2171.05	1700.6	1252.69	2795.24	1630.92	1564.96	2372.83	1194.8	856.191	880.576	1467.82	1873.4	1281.01	1447.84	601.08	1249.53	1029.08	595.113	1255.26	983.88	976.388	1476.21	1399.35	1297.92	901.961	988.435	912.697	866.557	1198.43	1108.49	651.227	898.218999999999	1079.81	634.812	1947.8	2157.43	558.218	948.073	767.358	803.111	2438.71	891.092	1136.31	875.164	701.94	1267.47	656.657	651.483	1441.12	843.598	912.558	1755.4	685.535	671.152	895.736	1253.77	1338.41	1076.95	881.579	1570.96	838.744	798.503	610.624	1147.3	604.044	546.512	1003.48	1000.96	717.346	1048.48	805.95	1322.32	911.686	616.191	1131.14	587.465	1050.03	1839.77	1771.29	1294.26	624.393	765.355	1891.8	1516.09	1318.09	900.184	1321	952.036999999999	1426.21	805.683	920.027	1443.21	1106.42	847.938	1454.31	1964.2	855.582	1093.83	995.36	726.855	1138.94	915.696
CDKN1A	1629.47	3604.44	20155.2	8811.99	4204.52	10900.2	12098.5	7851.98	11159.2	6149.26	14415	5963.46	13040.6	5813.02	6090.62	3745.48	5552.75	9661.98	7965.03	2383.55	5686.25	2371.56	6572.96	3866.64	1118.86	13021.3	20616	15634.9	5788.67	5563.56	2691.23	7882.61	5611.74	4457.55	5875.34	10696	1849.97	2192.88	4877.22	2512.92	1814.04	12765.3	1910.12	19870.9	13147.8	7755.79	11062.8	2463.43	2894.3	3527.53	24802.6	16307.5	12997.9	2278.37	9371.63	7741.73	3172.84	7723.15	10670	6622.63	5001.12	2082.44	10658.8	825.333000000001	6140.17	24869.5	5955.75	8407.89	5825.68	730.385	1808.54	6436.61	11564.6	8149.31	4033.9	6425.68	8370.94	8593.04	9004.8	9769.90000000001	13241.2	10608.6	6912.79	9835.12	3169	6378.43	21754.1	6152.24	19589.3	6264.32	10122.4	3872.95	6127.06	9038.08000000001	7588.18	12574.7	16038.2	4920.9	5761.31	5805.06	8040.9	8255.62999999999	3599.84	13703.5	5485.06	2731.76	8165.63	1445.73	3376.12	12283.1	7119.57	1517.83	3530.81	4168.15	10397.6	6869.69	14958.2	3973.48	9777.73	5099.66	3740.17	11179.3	7398.44	4899.62	2817.21	1972.44	1562.88	5598.18	3635.95	6369.69	5943.94	5160.97	9788.08	14859.6	4944.36	1036.85	6310.5	14052.4	14973.4	18341.8	6122.38	2754.74	2771.89	5331.73	1989.79	6781.09	3173.6	4962.85	4567.97	741.748	8632.96	9224.93	14754.4	8213.02	2470.27	17306.8	4899.24	16053.5	2714.15	8447.41	6952.83	2995.83	6778.34	13872.5	10783	4428.98	16777.7	6914.44	3464.61	9799.83000000001	1156.63	1052.22	1441.78	1581.61	7925.42	7036.19	6449.47	6265.2	10624.7	5694.77	10656.4	3247.65	9479.19	11313.5	1884.58	5876.81	9405.79	3719.26	6037.12	5063.64	6263.89	9660.92	4596.19	5933.16	8627.47	10750.4	5123.59	9109.95	3283.77	10524.6	4194.11	6866.21	10289.9	8502.71	7902.85	3668.98	7251.23	9581.79	8362.25	10553.7	23466.9	3289.97	2020.77	23835.3	16930.9	684.076	2149.52	6278.97	11099.7	8037.4	6558.41	7219.29	9200.62	11096.7	2855.82	4418.85	6062.74	4548.54	4149.33	6917.56	12204.7	9668.23000000001	19577.2	18792	2783.69	4715.4	2920.05	9973.84	16464	5073.24	942.327	9717.73	9639.54	15276.4	4161.05	1864.1	6901.84	6207.58	2878.63	5960.42	2531.26	3819.54	5597.88	5150.38	9773.42000000001	3961.65	9146.76	9908.55	9191.63	8267.39	2499.37	5660.1	4278.04	10135.4	1653.07	10437.5	7402.63	9057.78000000001	14773.1	6450.2	5154.97	8506.16	1042.62	2354.4	6272.09	6764.23	1358.67	14172	11407.7	12761.4	6110.93	473.333	1688.64	9012.63	6438.49	1698.45	2765.58	6050.09	8444.12	7978.9	1413.68	5613.58	7138.3	11815.1	7573.39	12795.2	3228.26	7519.71	2586.69	1646.12	7784.35	3673.01	5598.21	8189.26	6722.09	17016.3	4255.99	1909.54	1367.66	22199.9
CISD1	453.147	420.76	490.421	287.314	653.926	480.218	484.024	898.557	495.251	676.445	603.321	650.428	208.655	2239.21	307.422	525.204	711.257	800.773	734.349	512.636	1308.76	1488.53	389.537	315.504	450.136	338.565	284.949	465.55	319.755	929.113	763.236	509.611	1546.79	1724.88	749.588	363.535	979.321	722.446	627.143	827.038	501.617	497.921	502.568	495.035	369.626	536.444	667.691	213.299	432.274	438.001	618.414	511.109	1004.75	771.316	498.877	409.658	534.663	980.914	723.348	548.474	832.772	418.537	678.665	360.237	497.378	365.503	677.796	419.522	469.136	1092.48	1209.76	784.557	438.861	531.616	657.855	246.622	453.152	671.6	763.72	867.219	500.012	327.606	487.163	299.012	1290.78	564.899	657.355	441.349	261.197	830.396	394.778	722.97	444.003	344.337	380.167	330.273	285.301	681.751	729.88	542.507	352.847	457.375	728.31	1220.86	1017.39	440.551	1077.71	568.259	499.41	605.453	385.601	815.506	561.627	485.494	1213.07	340.079	336.243	1161.56	729.904	462.312	744.682	624.101	413.433	568.706	523.622	748.266	615.488	721.494	645.647	599.062	659.692	878.963	489.927	391.142	397.091	655.245	363.217	182.348	749.115	783.74	415.277	512.544	490.8	287.574	565.475	500.423	659.461	738.731	456.664	590.544	1195.64	400.822	297.472	2392.9	922.408	786.496	547.469	301.876	871.399	530.665	457.385	974.955	400.045	499.56	807.947	645.511	742.203	512.778	366.899	408.859	581.725	551.111	691.078	740.556	372.054	539.166	500.103	937.182	369.407	576.761	600.86	729.584	408.401	578.138	377.32	411.101	435.083	950.439000000001	1017.41	512.44	637.626	377.778	734.359	430.291	636.057	924.04	719.317	603.96	920.628	649.748	795.444	925.726	412.875	493.973	374.743	412.903	679.588	408.798	297.286	644.378	340.633	716.445	762.319	562.672	410.439	463.163	279.048	760.791	553.668	1024.78	681.038	640.436	506.944	404.646	738.102	350.349	315.306	656.675	944.48	794.971	965.349000000001	374.479	306.074	438.323	344.022	733.114	446.329	474.138	494.062	550.065	573.635	651.676	535.964	488.047	736.607	600.886	637.271	447.997	555.854	467.989	1182.52	433.202	443.857	463.353	409.48	750.948	444.444	562.228	540.465	366.906	325.157	376.607	255.822	519.141	553.865	238.271	421.053	491.175	240.744	299.367	322.125	465.988	490.579	322.548	415.76	181.724	292.329	348.71	630.696	389.316	623.048	206.667	529.453	640.042	282.519	313.481	618.408	523.917	561.225	515.917	349.409	999.999999999999	974.468000000001	183.099	425.364	518.653	472.062	484.876	438.172	526.316	712.935	480.429	357.387	557.839	460.558	340.194	383.604	338.163	397.69	576.285
