	TCGA-4C-A93U-01	TCGA-BJ-A0YZ-01	TCGA-BJ-A0Z0-01	TCGA-BJ-A0Z2-01	TCGA-BJ-A0Z3-01	TCGA-BJ-A0Z5-01	TCGA-BJ-A0Z9-01	TCGA-BJ-A0ZA-01	TCGA-BJ-A0ZB-01	TCGA-BJ-A0ZC-01	TCGA-BJ-A0ZE-01	TCGA-BJ-A0ZF-01	TCGA-BJ-A0ZG-01	TCGA-BJ-A0ZH-01	TCGA-BJ-A0ZJ-01	TCGA-BJ-A18Y-01	TCGA-BJ-A18Z-01	TCGA-BJ-A190-01	TCGA-BJ-A191-01	TCGA-BJ-A192-01	TCGA-BJ-A28R-01	TCGA-BJ-A28S-01	TCGA-BJ-A28T-01	TCGA-BJ-A28V-01	TCGA-BJ-A28W-01	TCGA-BJ-A28X-01	TCGA-BJ-A28Z-01	TCGA-BJ-A290-01	TCGA-BJ-A291-01	TCGA-BJ-A2N7-01	TCGA-BJ-A2N8-01	TCGA-BJ-A2N9-01	TCGA-BJ-A2NA-01	TCGA-BJ-A2P4-01	TCGA-BJ-A3EZ-01	TCGA-BJ-A3F0-01	TCGA-BJ-A3PR-01	TCGA-BJ-A3PT-01	TCGA-BJ-A3PU-01	TCGA-BJ-A45C-01	TCGA-BJ-A45D-01	TCGA-BJ-A45E-01	TCGA-BJ-A45F-01	TCGA-BJ-A45G-01	TCGA-BJ-A45H-01	TCGA-BJ-A45I-01	TCGA-BJ-A45J-01	TCGA-BJ-A45K-01	TCGA-BJ-A4O8-01	TCGA-BJ-A4O9-01	TCGA-CE-A13K-01	TCGA-CE-A27D-01	TCGA-CE-A3MD-01	TCGA-CE-A3ME-01	TCGA-CE-A481-01	TCGA-CE-A482-01	TCGA-CE-A483-01	TCGA-CE-A484-01	TCGA-CE-A485-01	TCGA-DE-A0XZ-01	TCGA-DE-A0Y2-01	TCGA-DE-A0Y3-01	TCGA-DE-A2OL-01	TCGA-DE-A3KN-01	TCGA-DE-A4M8-01	TCGA-DE-A4M9-01	TCGA-DE-A4MA-01	TCGA-DE-A4MB-01	TCGA-DE-A4MC-01	TCGA-DE-A4MD-01	TCGA-DE-A4MD-06	TCGA-DE-A69J-01	TCGA-DE-A69K-01	TCGA-DE-A7U5-01	TCGA-DJ-A13L-01	TCGA-DJ-A13M-01	TCGA-DJ-A13O-01	TCGA-DJ-A13P-01	TCGA-DJ-A13R-01	TCGA-DJ-A13S-01	TCGA-DJ-A13T-01	TCGA-DJ-A13U-01	TCGA-DJ-A13V-01	TCGA-DJ-A13W-01	TCGA-DJ-A13X-01	TCGA-DJ-A1QD-01	TCGA-DJ-A1QE-01	TCGA-DJ-A1QF-01	TCGA-DJ-A1QG-01	TCGA-DJ-A1QH-01	TCGA-DJ-A1QI-01	TCGA-DJ-A1QL-01	TCGA-DJ-A1QM-01	TCGA-DJ-A1QN-01	TCGA-DJ-A1QO-01	TCGA-DJ-A1QQ-01	TCGA-DJ-A2PN-01	TCGA-DJ-A2PO-01	TCGA-DJ-A2PP-01	TCGA-DJ-A2PQ-01	TCGA-DJ-A2PR-01	TCGA-DJ-A2PS-01	TCGA-DJ-A2PT-01	TCGA-DJ-A2PU-01	TCGA-DJ-A2PV-01	TCGA-DJ-A2PW-01	TCGA-DJ-A2PX-01	TCGA-DJ-A2PY-01	TCGA-DJ-A2PZ-01	TCGA-DJ-A2Q0-01	TCGA-DJ-A2Q1-01	TCGA-DJ-A2Q2-01	TCGA-DJ-A2Q3-01	TCGA-DJ-A2Q4-01	TCGA-DJ-A2Q5-01	TCGA-DJ-A2Q6-01	TCGA-DJ-A2Q7-01	TCGA-DJ-A2Q9-01	TCGA-DJ-A2QA-01	TCGA-DJ-A2QB-01	TCGA-DJ-A2QC-01	TCGA-DJ-A3UK-01	TCGA-DJ-A3UM-01	TCGA-DJ-A3UN-01	TCGA-DJ-A3UO-01	TCGA-DJ-A3UP-01	TCGA-DJ-A3UQ-01	TCGA-DJ-A3UR-01	TCGA-DJ-A3US-01	TCGA-DJ-A3UT-01	TCGA-DJ-A3UU-01	TCGA-DJ-A3UV-01	TCGA-DJ-A3UW-01	TCGA-DJ-A3UX-01	TCGA-DJ-A3UY-01	TCGA-DJ-A3UZ-01	TCGA-DJ-A3V0-01	TCGA-DJ-A3V2-01	TCGA-DJ-A3V3-01	TCGA-DJ-A3V4-01	TCGA-DJ-A3V5-01	TCGA-DJ-A3V6-01	TCGA-DJ-A3V7-01	TCGA-DJ-A3V8-01	TCGA-DJ-A3V9-01	TCGA-DJ-A3VA-01	TCGA-DJ-A3VB-01	TCGA-DJ-A3VD-01	TCGA-DJ-A3VE-01	TCGA-DJ-A3VF-01	TCGA-DJ-A3VG-01	TCGA-DJ-A3VI-01	TCGA-DJ-A3VJ-01	TCGA-DJ-A3VK-01	TCGA-DJ-A3VL-01	TCGA-DJ-A3VM-01	TCGA-DJ-A4UL-01	TCGA-DJ-A4UP-01	TCGA-DJ-A4UQ-01	TCGA-DJ-A4UR-01	TCGA-DJ-A4UT-01	TCGA-DJ-A4UW-01	TCGA-DJ-A4V0-01	TCGA-DJ-A4V2-01	TCGA-DJ-A4V4-01	TCGA-DJ-A4V5-01	TCGA-DO-A1JZ-01	TCGA-DO-A1K0-01	TCGA-DO-A2HM-01	TCGA-E3-A3DY-01	TCGA-E3-A3DZ-01	TCGA-E3-A3E0-01	TCGA-E3-A3E1-01	TCGA-E3-A3E2-01	TCGA-E3-A3E3-01	TCGA-E3-A3E5-01	TCGA-E8-A242-01	TCGA-E8-A2EA-01	TCGA-E8-A2JQ-01	TCGA-E8-A3X7-01	TCGA-E8-A413-01	TCGA-E8-A414-01	TCGA-E8-A415-01	TCGA-E8-A416-01	TCGA-E8-A417-01	TCGA-E8-A418-01	TCGA-E8-A419-01	TCGA-E8-A432-01	TCGA-E8-A433-01	TCGA-E8-A434-01	TCGA-E8-A436-01	TCGA-E8-A437-01	TCGA-E8-A438-01	TCGA-E8-A44K-01	TCGA-E8-A44M-01	TCGA-EL-A3CL-01	TCGA-EL-A3CM-01	TCGA-EL-A3CN-01	TCGA-EL-A3CO-01	TCGA-EL-A3CP-01	TCGA-EL-A3CR-01	TCGA-EL-A3CS-01	TCGA-EL-A3CT-01	TCGA-EL-A3CU-01	TCGA-EL-A3CV-01	TCGA-EL-A3CW-01	TCGA-EL-A3CX-01	TCGA-EL-A3CY-01	TCGA-EL-A3CZ-01	TCGA-EL-A3D0-01	TCGA-EL-A3D1-01	TCGA-EL-A3D4-01	TCGA-EL-A3D5-01	TCGA-EL-A3D6-01	TCGA-EL-A3GO-01	TCGA-EL-A3GP-01	TCGA-EL-A3GQ-01	TCGA-EL-A3GR-01	TCGA-EL-A3GS-01	TCGA-EL-A3GU-01	TCGA-EL-A3GV-01	TCGA-EL-A3GW-01	TCGA-EL-A3GX-01	TCGA-EL-A3GY-01	TCGA-EL-A3GZ-01	TCGA-EL-A3H1-01	TCGA-EL-A3H2-01	TCGA-EL-A3H3-01	TCGA-EL-A3H4-01	TCGA-EL-A3H5-01	TCGA-EL-A3H7-01	TCGA-EL-A3H8-01	TCGA-EL-A3MW-01	TCGA-EL-A3MX-01	TCGA-EL-A3MY-01	TCGA-EL-A3MZ-01	TCGA-EL-A3N2-01	TCGA-EL-A3N3-01	TCGA-EL-A3T0-01	TCGA-EL-A3T1-01	TCGA-EL-A3T2-01	TCGA-EL-A3T3-01	TCGA-EL-A3T6-01	TCGA-EL-A3T7-01	TCGA-EL-A3T8-01	TCGA-EL-A3T9-01	TCGA-EL-A3TA-01	TCGA-EL-A3TB-01	TCGA-EL-A3ZG-01	TCGA-EL-A3ZH-01	TCGA-EL-A3ZK-01	TCGA-EL-A3ZL-01	TCGA-EL-A3ZM-01	TCGA-EL-A3ZN-01	TCGA-EL-A3ZO-01	TCGA-EL-A3ZP-01	TCGA-EL-A3ZQ-01	TCGA-EL-A3ZR-01	TCGA-EL-A3ZS-01	TCGA-EL-A3ZT-01	TCGA-EL-A4JV-01	TCGA-EL-A4JW-01	TCGA-EL-A4JX-01	TCGA-EL-A4JZ-01	TCGA-EL-A4K0-01	TCGA-EL-A4K1-01	TCGA-EL-A4K2-01	TCGA-EL-A4K4-01	TCGA-EL-A4K6-01	TCGA-EL-A4K7-01	TCGA-EL-A4K9-01	TCGA-EL-A4KD-01	TCGA-EL-A4KG-01	TCGA-EL-A4KH-01	TCGA-EL-A4KI-01	TCGA-EM-A1CS-01	TCGA-EM-A1CT-01	TCGA-EM-A1CU-01	TCGA-EM-A1CV-01	TCGA-EM-A1CW-01	TCGA-EM-A1YA-01	TCGA-EM-A1YB-01	TCGA-EM-A1YC-01	TCGA-EM-A1YD-01	TCGA-EM-A1YE-01	TCGA-EM-A22I-01	TCGA-EM-A22J-01	TCGA-EM-A22K-01	TCGA-EM-A22L-01	TCGA-EM-A22M-01	TCGA-EM-A22N-01	TCGA-EM-A22O-01	TCGA-EM-A22P-01	TCGA-EM-A22Q-01	TCGA-EM-A2CJ-01	TCGA-EM-A2CK-01	TCGA-EM-A2CL-01	TCGA-EM-A2CM-01	TCGA-EM-A2CN-01	TCGA-EM-A2CO-01	TCGA-EM-A2CP-01	TCGA-EM-A2CQ-01	TCGA-EM-A2CR-01	TCGA-EM-A2CS-01	TCGA-EM-A2CS-06	TCGA-EM-A2CT-01	TCGA-EM-A2CU-01	TCGA-EM-A2OV-01	TCGA-EM-A2OW-01	TCGA-EM-A2OX-01	TCGA-EM-A2OY-01	TCGA-EM-A2OZ-01	TCGA-EM-A2P0-01	TCGA-EM-A2P1-01	TCGA-EM-A2P1-06	TCGA-EM-A2P2-01	TCGA-EM-A2P3-01	TCGA-EM-A3AI-01	TCGA-EM-A3AJ-01	TCGA-EM-A3AK-01	TCGA-EM-A3AL-01	TCGA-EM-A3AN-01	TCGA-EM-A3AO-01	TCGA-EM-A3AP-01	TCGA-EM-A3AQ-01	TCGA-EM-A3AR-01	TCGA-EM-A3FJ-01	TCGA-EM-A3FK-01	TCGA-EM-A3FL-01	TCGA-EM-A3FM-01	TCGA-EM-A3FN-01	TCGA-EM-A3FO-01	TCGA-EM-A3FP-01	TCGA-EM-A3FQ-01	TCGA-EM-A3FQ-06	TCGA-EM-A3FR-01	TCGA-EM-A3O3-01	TCGA-EM-A3O6-01	TCGA-EM-A3O7-01	TCGA-EM-A3O8-01	TCGA-EM-A3O9-01	TCGA-EM-A3OA-01	TCGA-EM-A3OB-01	TCGA-EM-A3ST-01	TCGA-EM-A3SU-01	TCGA-EM-A3SU-06	TCGA-EM-A3SX-01	TCGA-EM-A3SY-01	TCGA-EM-A3SZ-01	TCGA-EM-A4FF-01	TCGA-EM-A4FH-01	TCGA-EM-A4FK-01	TCGA-EM-A4FM-01	TCGA-EM-A4FN-01	TCGA-EM-A4FO-01	TCGA-EM-A4FQ-01	TCGA-EM-A4FR-01	TCGA-EM-A4FU-01	TCGA-EM-A4FV-01	TCGA-EM-A4G1-01	TCGA-ET-A25G-01	TCGA-ET-A25I-01	TCGA-ET-A25J-01	TCGA-ET-A25K-01	TCGA-ET-A25L-01	TCGA-ET-A25M-01	TCGA-ET-A25N-01	TCGA-ET-A25O-01	TCGA-ET-A25P-01	TCGA-ET-A25R-01	TCGA-ET-A2MX-01	TCGA-ET-A2MY-01	TCGA-ET-A2MZ-01	TCGA-ET-A2N0-01	TCGA-ET-A2N3-01	TCGA-ET-A2N4-01	TCGA-ET-A2N5-01	TCGA-ET-A39I-01	TCGA-ET-A39J-01	TCGA-ET-A39K-01	TCGA-ET-A39L-01	TCGA-ET-A39M-01	TCGA-ET-A39N-01	TCGA-ET-A39O-01	TCGA-ET-A39P-01	TCGA-ET-A39R-01	TCGA-ET-A39S-01	TCGA-ET-A39T-01	TCGA-ET-A3BN-01	TCGA-ET-A3BO-01	TCGA-ET-A3BP-01	TCGA-ET-A3BQ-01	TCGA-ET-A3BS-01	TCGA-ET-A3BT-01	TCGA-ET-A3BU-01	TCGA-ET-A3BV-01	TCGA-ET-A3BW-01	TCGA-ET-A3BX-01	TCGA-ET-A3DO-01	TCGA-ET-A3DP-01	TCGA-ET-A3DQ-01	TCGA-ET-A3DR-01	TCGA-ET-A3DS-01	TCGA-ET-A3DT-01	TCGA-ET-A3DU-01	TCGA-ET-A3DV-01	TCGA-ET-A3DW-01	TCGA-ET-A40P-01	TCGA-ET-A40Q-01	TCGA-ET-A40R-01	TCGA-ET-A40S-01	TCGA-ET-A40T-01	TCGA-ET-A4KN-01	TCGA-ET-A4KQ-01	TCGA-FE-A22Z-01	TCGA-FE-A230-01	TCGA-FE-A231-01	TCGA-FE-A232-01	TCGA-FE-A233-01	TCGA-FE-A234-01	TCGA-FE-A235-01	TCGA-FE-A236-01	TCGA-FE-A237-01	TCGA-FE-A238-01	TCGA-FE-A239-01	TCGA-FE-A23A-01	TCGA-FE-A3PA-01	TCGA-FE-A3PB-01	TCGA-FE-A3PC-01	TCGA-FE-A3PD-01	TCGA-FK-A3S3-01	TCGA-FK-A3SB-01	TCGA-FK-A3SD-01	TCGA-FK-A3SE-01	TCGA-FK-A3SG-01	TCGA-FK-A3SH-01	TCGA-FK-A4UB-01	TCGA-FY-A2QD-01	TCGA-FY-A3BL-01	TCGA-FY-A3I4-01	TCGA-FY-A3I5-01	TCGA-FY-A3NM-01	TCGA-FY-A3NN-01	TCGA-FY-A3NP-01	TCGA-FY-A3ON-01	TCGA-FY-A3R6-01	TCGA-FY-A3R7-01	TCGA-FY-A3R8-01	TCGA-FY-A3R9-01	TCGA-FY-A3RA-01	TCGA-FY-A3TY-01	TCGA-FY-A3W9-01	TCGA-FY-A3WA-01	TCGA-FY-A3YR-01	TCGA-FY-A40K-01	TCGA-FY-A40L-01	TCGA-FY-A40M-01	TCGA-FY-A40N-01	TCGA-FY-A4B0-01	TCGA-FY-A4B3-01	TCGA-FY-A4B4-01	TCGA-FY-A76V-01	TCGA-GE-A2C6-01	TCGA-H2-A26U-01	TCGA-H2-A2K9-01	TCGA-H2-A3RH-01	TCGA-H2-A3RI-01	TCGA-H2-A421-01	TCGA-H2-A422-01	TCGA-IM-A3EB-01	TCGA-IM-A3ED-01	TCGA-IM-A3U2-01	TCGA-IM-A3U3-01	TCGA-IM-A41Y-01	TCGA-IM-A41Z-01	TCGA-IM-A420-01	TCGA-IM-A4EB-01	TCGA-J8-A3NZ-01	TCGA-J8-A3O0-01	TCGA-J8-A3O1-01	TCGA-J8-A3O2-01	TCGA-J8-A3O2-06	TCGA-J8-A3YD-01	TCGA-J8-A3YE-01	TCGA-J8-A3YF-01	TCGA-J8-A3YG-01	TCGA-J8-A3YH-01	TCGA-J8-A3YH-06	TCGA-J8-A42S-01	TCGA-J8-A4HW-01	TCGA-J8-A4HW-06	TCGA-J8-A4HY-01	TCGA-KS-A41F-01	TCGA-KS-A41I-01	TCGA-KS-A41J-01	TCGA-KS-A41L-01	TCGA-KS-A4I1-01	TCGA-KS-A4I3-01	TCGA-KS-A4I5-01	TCGA-KS-A4I7-01	TCGA-KS-A4I9-01	TCGA-KS-A4IB-01	TCGA-KS-A4IC-01	TCGA-KS-A4ID-01	TCGA-L6-A4EP-01	TCGA-L6-A4EQ-01	TCGA-L6-A4ET-01	TCGA-L6-A4EU-01	TCGA-MK-A4N6-01	TCGA-MK-A4N7-01	TCGA-MK-A4N9-01	TCGA-MK-A84Z-01	TCGA-QD-A8IV-01	TCGA-BJ-A28R-11	TCGA-BJ-A28W-11	TCGA-BJ-A28X-11	TCGA-BJ-A290-11	TCGA-BJ-A2N7-11	TCGA-BJ-A2N8-11	TCGA-BJ-A2N9-11	TCGA-BJ-A2NA-11	TCGA-BJ-A3PR-11	TCGA-BJ-A3PU-11	TCGA-DO-A1JZ-11	TCGA-E8-A2JQ-11	TCGA-EL-A3GZ-11	TCGA-EL-A3H1-11	TCGA-EL-A3H2-11	TCGA-EL-A3H7-11	TCGA-EL-A3MW-11	TCGA-EL-A3MX-11	TCGA-EL-A3MY-11	TCGA-EL-A3N2-11	TCGA-EL-A3N3-11	TCGA-EL-A3T0-11	TCGA-EL-A3T1-11	TCGA-EL-A3T2-11	TCGA-EL-A3T3-11	TCGA-EL-A3T6-11	TCGA-EL-A3T7-11	TCGA-EL-A3T8-11	TCGA-EL-A3TA-11	TCGA-EL-A3TB-11	TCGA-EL-A3ZG-11	TCGA-EL-A3ZH-11	TCGA-EL-A3ZK-11	TCGA-EL-A3ZL-11	TCGA-EL-A3ZM-11	TCGA-EL-A3ZO-11	TCGA-EL-A3ZP-11	TCGA-EL-A3ZQ-11	TCGA-EL-A3ZR-11	TCGA-EL-A3ZS-11	TCGA-EL-A3ZT-11	TCGA-EM-A1CS-11	TCGA-EM-A1CT-11	TCGA-EM-A1CU-11	TCGA-EM-A1CV-11	TCGA-EM-A1CW-11	TCGA-EM-A1YC-11	TCGA-EM-A3ST-11	TCGA-ET-A2MX-11	TCGA-ET-A2N5-11	TCGA-ET-A3DP-11	TCGA-ET-A3DW-11	TCGA-FY-A3TY-11	TCGA-GE-A2C6-11	TCGA-H2-A2K9-11	TCGA-H2-A3RI-11	TCGA-KS-A41I-11	TCGA-KS-A41J-11	TCGA-KS-A41L-11
ACSL4	2964.25	1007.08	765.966	739.755	1493.04	667.451	1624.94	836.943	842.479	1106.78	826.54	762.533	1102.33	933.858999999999	1230.15	894.737	1438.55	1734.86	1474.02	636.865	1841.7	631.304	1711.65	1062.49	828.176	1599.36	1622.15	917.125	1515.83	962.743999999999	1000.75	510.039	1259.87	717.349	1353.49	866.86	1463.51	1073.97	510.708	635.198	474.163	1325.92	786.831	707.481	1454.59	1155.92	1519.43	821.7	1740.58	965.905	1270.57	1568.47	1003.28	801.684999999999	1134.94	1313.46	968.65	710.387	1399.46	2184.19	1508.35	1112.25	1062.59	1004.25	1720.52	954.16	646.389	1412.05	1594.65	518.323	583.662	678.549	1339.73	1548.39	2228.21	417.213	865.965	1091.08	1348.83	1244.37	1814.87	1063.79	1715.9	575.177	1215.34	1629.21	939.058	1672.64	886.111	1599.6	2935.41	758.491	1520.69	3031.87	1285.53	1756.61	1331.04	1437.69	1335.23	1669.26	1836.7	2856.37	1195.82	1492.68	1767.01	2765.72	1527.1	2055.56	1201.1	1389.31	1976.92	1280.07	1870.95	1701.81	2520.35	2138.82	1749.55	3062.82	683.929	1304.38	596.424	1303.7	1242.65	1157.75	1124.05	761.769	1370.32	856.861	1229.45	687.907	1612.3	1453.66	1687.9	1286.21	1205.34	889.936	1001.99	1388.32	1099.09	1334.35	1071.57	1087.28	1074.2	1014.7	1363.63	1158.03	1283.36	1779.07	1643.1	1640.46	985.555	889.203	1701.64	866.029	761.51	799.924	744.892	994.51	1468.29	973.766000000001	1493.98	1859.32	1437.98	1447.09	1172.41	2018.36	1361.47	997.743999999999	1402.38	1409.35	954.865	1100.88	1073.36	1824.67	1134.87	1064.64	1461.15	1590.06	1934.79	568.83	1285.62	1627.58	1062.81	1009.79	871.901	1142.41	1216.56	1698.59	774.333999999999	896.148	1261.16	902.128000000001	520.004	689.909	1665.23	2874.07	1328.55	1628.9	2130.36	2002.55	1981.51	1562.93	1860.78	1917.75	2399.48	1414.74	5329.92	2417.97	1313.08	1778.66	514.725	696.507	627.739	2088.38	985.476	1088.85	1629.15	1899.96	1554.34	1296.62	2584.55	1156.24	1211.72	2012.98	2857.79	1090.2	997.369	2948.54	1870.13	1699.53	1451.46	1842.17	1196.03	2624.79	2286.23	1080.25	1257.76	1498.74	1251.75	1093.68	1386.42	1113.93	1713.23	2104.29	993.017	1559.93	912.584	763.026999999999	839.261999999999	821.425	893.375	980.491	813.251	859.921	1118.07	1542.61	1481.36	641.281	1465.62	871.055	734.583	1476.94	1607.78	2429.13	3689.98	753.63	840.758	1305.71	270.657	1084.67	2233.79	1175.11	1052.9	656.253	424.348	2497.07	1195.74	1191.62	1037.99	1086.62	1170.29	1888.84	1730.21	1514.08	1070.92	1346.3	1019.88	993.339	1256.36	1356.45	1565.02	867.576	1627.43	328.909	1052.96	818.502	926.978	632.59	610.566	1197.98	1612.68	1146.75	532.07	1351.46	929.341	1017.29	1045.03	799.869	1241.71	1523.49	1604.91	1118.69	1584.49	1926.89	1491.27	1082.85	1672.93	667.035	1811.63	1321.67	1523.54	1526.08	950.689	1299.36	1120.34	1368.56	1840.35	2836.64	1128.54	655.388	1254.81	1918.27	688.852	1917.81	659.483	1101.58	1896.44	960.909	1172.02	1013.51	1473.35	1130.01	572.566	569.233	969.224999999999	1445.64	785.244	1393.47	1296.46	1274.06	879.564	1277.62	1584.87	971.543	1687.96	973.96	740.47	835.026	1535.96	943.988	1364.22	1125.9	1028.27	1273.11	1143.94	1097.32	1936.44	1045.11	946.756000000001	1141.78	628.077	909.766	1364.23	333.81	527.472	992.499	1047.9	1133.13	1707.27	874.013	899.426	2125.71	1216.24	1666.01	410.735	2089.09	1294.31	1102.71	1388.34	2372.21	1149.89	1462.53	2029.67	1487.43	1943.98	1990.66	2148.47	1621.01	1799.33	1605.3	1439.37	1811.53	2723.25	3712.75	1450.12	766.797	984.843	1180.47	1313.63	984.962	1800.3	1596.52	410.112	1073.53	1627.83	1607.92	1155.04	1087.87	1103.5	1347.69	1084.57	1352.11	1167.38	1208.96	724.258	942.871000000001	980.445	1546.31	1137.53	1236.68	841.93	1151.84	621.32	2398.07	1158.3	1129.6	903.407	1537.89	1086.99	1064.87	5640.09	1387.81	1524.02	946.136000000001	1567.46	1393.78	1669.22	960.885	1170.06	1108.48	1426.51	618.974	797.071	1273.45	1229.43	1108.07	415.125	954.323	879.53	1456.3	1566.41	829.911999999999	2436.38	2219.29	696.354	1076.49	962.815	1098.88	999.325	1776.76	2304.08	1278.87	998.556	902.076	1053.39	1485.91	942.627	1891.38	1104.41	1073.63	1824.75	1549.94	988.979	1432.24	963.8	1004.45	826.916	836.557	1380.75	1997.5	1853.52	915.598	415.984	610.47	832.56	828.704	2070.08	1016.99	1182.6	2186.37	1266.97	695.418	923.588999999999	1113.5	1232.56	923.946	740.783	1020.16	1918.36	3897.93	1377.77	836.727	531.903	1633.19	633.525	1337.94	1180.93	1339.97	1212.22	1064.83	1262.42	763.266	924.703	1416.03	1786.72	1167.71	1614.19	1301.05	1724.92	1508.35	768.224	1418	1177.98	1559.48	1281.45	1585.6	840.445	906.946	1530.81	1065.64	880.187	836.2	1186.33	915.106	963.638	1289.76	1126.76	996.681	1128.6	1252.99	1106.07	1017.97	816.894	979.263000000001	1215.43	984.953	1235.45	827.938	1421.5	850.471	604.041	933.476	1064.89	1180.68	1299.76	944.879	1609.21	1551.03	1194.73	1236.64	1148.7	1009.77
ALOX15	0.9662	0	0	0	3.9229	0	0.4988	0	0	0	0	0.2932	0.4041	1.3789	1.2739	0.7573	0.577	0	1.199	0	0.5074	0	3.0799	0.5494	20.4082	1.4322	4.2776	0.3237	0	0.2812	0.3336	0	0	2.4366	0.2839	0.3815	7.6423	3.0474	0.4119	0.3684	0	2.1536	0	0	2.3288	2.8571	1.805	0	4.0535	0	0	2.1831	0	0	0.6881	1.3224	0.6223	0.7582	0	1.947	0	0	0.4649	0.6538	0.4955	0	1.2479	0	1.6932	0	1.3521	0	1.1987	2.3785	2.5	0	0.4678	0	0	0.2996	0.5924	0.3371	0.9026	1.0091	0.6471	0.5341	1.6674	0.2219	0	0	1.5753	0.3414	1.6887	0.6427	0.8799	0.7244	0.3128	0.7172	0.598	0	1.2379	1.1614	0.788	0	1.6373	1.9725	0.9306	1.1574	0.8707	0.4241	5.1282	0.297	3.4986	0.7473	1.861	0.4866	0.7659	17.3425	0	0	0	0	1.1167	1.0322	0	0	1.0181	0.3283	4.9574	0.3304	0.7499	0.9316	2.5829	0.9488	0	2.0195	0.3823	2.3606	2.1779	0.6072	0.9089	0.4117	0	0.5881	0	0.6017	1.0613	5.4075	0.3842	2.2552	0.3321	0	1.8963	0	0.9208	0	0	4.425	0.7116	0	1.8519	0.7574	1.8403	1.0653	0	1.0761	0	0.7519	20.6078	0	0.7399	1.1914	1.2026	7.4705	0.6899	0.3848	4.1891	0.4211	0.9844	0.9833	2.1852	1.5811	3.2593	0.9396	0.8906	0.7796	0.3747	1.2812	0	5.3263	0.3459	0	0.8228	0.4602	4.4234	0.3884	0.4102	1.8963	1.3831	0.7273	1.744	0	0.7485	1.1694	4.8856	9.7504	1.1364	37.6431	0.3894	0.7186	0.4396	0.4367	0	1.5643	0	1.5919	1.0823	1.6006	0.3162	1.9255	9.58	0.8569	0.9851	4.0712	1.3908	0	0	1.5955	0.3305	0	1.8652	1.9778	0.3365	0.7281	0.7228	0.3303	0	1.6807	0	1.0791	0.6435	0.7803	1.5376	0.2495	0.3675	4.9567	2.2061	0	0	0.3237	0.721	0	0.7281	0.7937	1.3146	1.1891	0	0.7117	2.9101	0	0	0.3575	4.0928	1.0883	3.6049	0	0.3508	0.3463	0	1.1841	0.4322	0	0.591	0	0	1.4654	0.646	0.7268	0.2615	0.6501	0	0	0	2.2007	0	0.3814	0.3582	0	0.2589	0	0.3074	0	15.2954	0	0.3704	0	0.2833	0	0	0	1.227	0	0	0	0	0.2823	0	0	0	0.7531	0.4232	1.2471	0	1.6427	0	0.2964	0	0	1.1688	1.1859	0	0.5617	0	0.7941	0.74	1.1236	0	0.3189	0	0.3619	0	0	0.79	2.0763	0	0	1.8715	0	0	0.2598	0	0	0.59	0	1.5073	16.5848	1.3855	0	2.4582	0	0	0	1.5765	0	3.0022	0.6764	0.4055	0.315	0.4333	1.4486	1.5004	0.5413	0.3065	1.0504	0.8455	0	1.5	0.8948	0	0	0	0.3713	0	0.4762	0	0	0	0.6247	0.6726	0.7899	0.302	0.4808	0	0	1.3725	0.8326	2.1614	0.3876	0	3.6313	0.7241	0.5425	2.4984	0	0.6348	1.6247	0	0.9912	3.3515	0.2943	4.9449	1.5038	1.4859	0.768	0.9456	0	0	0	83.793	1.3076	10.229	0	0	0.2612	0	0.5423	0.5248	0.3755	0	0.5523	0.3689	0	0.9904	0	0.9949	0.313	0.3572	0.3314	0	0.9186	0.3338	0.2995	0.3099	2.0265	0.3237	0.9408	0	0	1.5962	0.787	2.2966	0.2436	0	1.128	0.3185	3.5211	6.7319	0.2992	0	1.0601	6.4773	0	0.9155	0.4571	1.5187	1.3021	1.5548	0.3656	0.4049	0	2.9597	0.4888	0.675	2.4289	0.1945	1.1373	1.5936	0.321	0.3376	0.2965	1.5974	0	0.2888	0	0	0	1.3447	0.3005	0.3193	0	1.3826	0	0	0	0.3558	3.6611	1.5787	3.7922	0.7582	1.426	119.067	0	0	0	0	0.8418	0	0	0	0.6204	0.8897	0.4492	0.4158	1.0225	1.5504	1.3038	0	0.5823	0.7666	0.6076	0.4287	1.5562	0	4.9653	0	13.478	3.5211	0.554	0.4444	3.2553	3.6134	4.598	0.8343	0	15.2198	0	2.9317	0.3283	2.4038	1.421	0.5344	0	0.3058	7.1921	0.7273	6.8939	0.3251	0.6168	2.4337	1.3396	0.3465	0.2953	4.8164	0.6242	0.3062	0.8043	1.6157	0	0.3695	4.9025	0.5872	0.3328	36.0546	0.384	0	1.2539	1.6661	0.7613	0.5048	1.4672	0.4324	0.3577	0.6068	0.2982	0	1.2341	3.071	3.3792	1.2266	5.2744	0.9085	0
