	TCGA-2F-A9KO-01	TCGA-2F-A9KP-01	TCGA-2F-A9KQ-01	TCGA-2F-A9KR-01	TCGA-2F-A9KT-01	TCGA-2F-A9KW-01	TCGA-4Z-AA7M-01	TCGA-4Z-AA7N-01	TCGA-4Z-AA7O-01	TCGA-4Z-AA7Q-01	TCGA-4Z-AA7R-01	TCGA-4Z-AA7S-01	TCGA-4Z-AA7W-01	TCGA-4Z-AA7Y-01	TCGA-4Z-AA80-01	TCGA-4Z-AA81-01	TCGA-4Z-AA82-01	TCGA-4Z-AA83-01	TCGA-4Z-AA84-01	TCGA-4Z-AA86-01	TCGA-4Z-AA87-01	TCGA-4Z-AA89-01	TCGA-5N-A9KI-01	TCGA-5N-A9KM-01	TCGA-BL-A0C8-01	TCGA-BL-A13I-01	TCGA-BL-A13J-01	TCGA-BL-A3JM-01	TCGA-BL-A5ZZ-01	TCGA-BT-A0S7-01	TCGA-BT-A0YX-01	TCGA-BT-A20J-01	TCGA-BT-A20N-01	TCGA-BT-A20O-01	TCGA-BT-A20P-01	TCGA-BT-A20Q-01	TCGA-BT-A20R-01	TCGA-BT-A20T-01	TCGA-BT-A20U-01	TCGA-BT-A20V-01	TCGA-BT-A20W-01	TCGA-BT-A20X-01	TCGA-BT-A2LA-01	TCGA-BT-A2LB-01	TCGA-BT-A2LD-01	TCGA-BT-A3PH-01	TCGA-BT-A3PJ-01	TCGA-BT-A3PK-01	TCGA-BT-A42C-01	TCGA-BT-A42E-01	TCGA-BT-A42F-01	TCGA-C4-A0EZ-01	TCGA-C4-A0F0-01	TCGA-C4-A0F1-01	TCGA-C4-A0F6-01	TCGA-C4-A0F7-01	TCGA-CF-A1HR-01	TCGA-CF-A1HS-01	TCGA-CF-A27C-01	TCGA-CF-A3MF-01	TCGA-CF-A3MG-01	TCGA-CF-A3MH-01	TCGA-CF-A3MI-01	TCGA-CF-A47S-01	TCGA-CF-A47T-01	TCGA-CF-A47V-01	TCGA-CF-A47W-01	TCGA-CF-A47X-01	TCGA-CF-A47Y-01	TCGA-CF-A5U8-01	TCGA-CF-A5UA-01	TCGA-CF-A7I0-01	TCGA-CF-A8HX-01	TCGA-CF-A8HY-01	TCGA-CF-A9FF-01	TCGA-CF-A9FH-01	TCGA-CF-A9FL-01	TCGA-CF-A9FM-01	TCGA-CU-A0YN-01	TCGA-CU-A0YO-01	TCGA-CU-A0YR-01	TCGA-CU-A3KJ-01	TCGA-CU-A3QU-01	TCGA-CU-A3YL-01	TCGA-CU-A5W6-01	TCGA-CU-A72E-01	TCGA-DK-A1A3-01	TCGA-DK-A1A5-01	TCGA-DK-A1A6-01	TCGA-DK-A1A7-01	TCGA-DK-A1AA-01	TCGA-DK-A1AB-01	TCGA-DK-A1AC-01	TCGA-DK-A1AD-01	TCGA-DK-A1AE-01	TCGA-DK-A1AF-01	TCGA-DK-A1AG-01	TCGA-DK-A2HX-01	TCGA-DK-A2I1-01	TCGA-DK-A2I2-01	TCGA-DK-A2I4-01	TCGA-DK-A2I6-01	TCGA-DK-A3IK-01	TCGA-DK-A3IL-01	TCGA-DK-A3IM-01	TCGA-DK-A3IN-01	TCGA-DK-A3IQ-01	TCGA-DK-A3IS-01	TCGA-DK-A3IT-01	TCGA-DK-A3IU-01	TCGA-DK-A3IV-01	TCGA-DK-A3WW-01	TCGA-DK-A3WX-01	TCGA-DK-A3WY-01	TCGA-DK-A3X1-01	TCGA-DK-A3X2-01	TCGA-DK-A6AV-01	TCGA-DK-A6AW-01	TCGA-DK-A6B0-01	TCGA-DK-A6B1-01	TCGA-DK-A6B2-01	TCGA-DK-A6B5-01	TCGA-DK-A6B6-01	TCGA-DK-AA6L-01	TCGA-DK-AA6M-01	TCGA-DK-AA6P-01	TCGA-DK-AA6Q-01	TCGA-DK-AA6R-01	TCGA-DK-AA6S-01	TCGA-DK-AA6T-01	TCGA-DK-AA6U-01	TCGA-DK-AA6W-01	TCGA-DK-AA6X-01	TCGA-DK-AA71-01	TCGA-DK-AA74-01	TCGA-DK-AA75-01	TCGA-DK-AA76-01	TCGA-DK-AA77-01	TCGA-E5-A2PC-01	TCGA-E5-A4TZ-01	TCGA-E5-A4U1-01	TCGA-E7-A3X6-01	TCGA-E7-A3Y1-01	TCGA-E7-A4IJ-01	TCGA-E7-A4XJ-01	TCGA-E7-A519-01	TCGA-E7-A541-01	TCGA-E7-A5KE-01	TCGA-E7-A5KF-01	TCGA-E7-A677-01	TCGA-E7-A678-01	TCGA-E7-A6MD-01	TCGA-E7-A6ME-01	TCGA-E7-A6MF-01	TCGA-E7-A7DU-01	TCGA-E7-A7DV-01	TCGA-E7-A7PW-01	TCGA-E7-A7XN-01	TCGA-E7-A85H-01	TCGA-E7-A8O7-01	TCGA-E7-A8O8-01	TCGA-E7-A97P-01	TCGA-E7-A97Q-01	TCGA-FD-A3B3-01	TCGA-FD-A3B4-01	TCGA-FD-A3B5-01	TCGA-FD-A3B6-01	TCGA-FD-A3B7-01	TCGA-FD-A3B8-01	TCGA-FD-A3N5-01	TCGA-FD-A3N6-01	TCGA-FD-A3NA-01	TCGA-FD-A3SJ-01	TCGA-FD-A3SL-01	TCGA-FD-A3SM-01	TCGA-FD-A3SN-01	TCGA-FD-A3SO-01	TCGA-FD-A3SP-01	TCGA-FD-A3SQ-01	TCGA-FD-A3SR-01	TCGA-FD-A3SS-01	TCGA-FD-A43N-01	TCGA-FD-A43P-01	TCGA-FD-A43S-01	TCGA-FD-A43U-01	TCGA-FD-A43X-01	TCGA-FD-A43Y-01	TCGA-FD-A5BR-01	TCGA-FD-A5BS-01	TCGA-FD-A5BT-01	TCGA-FD-A5BU-01	TCGA-FD-A5BV-01	TCGA-FD-A5BX-01	TCGA-FD-A5BY-01	TCGA-FD-A5BZ-01	TCGA-FD-A5C0-01	TCGA-FD-A5C1-01	TCGA-FD-A62N-01	TCGA-FD-A62O-01	TCGA-FD-A62P-01	TCGA-FD-A62S-01	TCGA-FD-A6TA-01	TCGA-FD-A6TB-01	TCGA-FD-A6TC-01	TCGA-FD-A6TD-01	TCGA-FD-A6TE-01	TCGA-FD-A6TF-01	TCGA-FD-A6TG-01	TCGA-FD-A6TH-01	TCGA-FD-A6TI-01	TCGA-FD-A6TK-01	TCGA-FJ-A3Z7-01	TCGA-FJ-A3Z9-01	TCGA-FJ-A3ZE-01	TCGA-FJ-A3ZF-01	TCGA-FJ-A871-01	TCGA-FT-A3EE-01	TCGA-FT-A61P-01	TCGA-G2-A2EC-01	TCGA-G2-A2EF-01	TCGA-G2-A2EJ-01	TCGA-G2-A2EK-01	TCGA-G2-A2EL-01	TCGA-G2-A2EO-01	TCGA-G2-A2ES-01	TCGA-G2-A3IB-01	TCGA-G2-A3IE-01	TCGA-G2-A3VY-01	TCGA-G2-AA3B-01	TCGA-G2-AA3C-01	TCGA-G2-AA3D-01	TCGA-G2-AA3F-01	TCGA-GC-A3BM-01	TCGA-GC-A3I6-01	TCGA-GC-A3OO-01	TCGA-GC-A3RB-01	TCGA-GC-A3RC-01	TCGA-GC-A3RD-01	TCGA-GC-A3WC-01	TCGA-GC-A3YS-01	TCGA-GC-A4ZW-01	TCGA-GC-A6I1-01	TCGA-GC-A6I3-01	TCGA-GD-A2C5-01	TCGA-GD-A3OP-01	TCGA-GD-A3OQ-01	TCGA-GD-A3OS-01	TCGA-GD-A6C6-01	TCGA-GD-A76B-01	TCGA-GU-A42P-01	TCGA-GU-A42Q-01	TCGA-GU-A42R-01	TCGA-GU-A762-01	TCGA-GU-A763-01	TCGA-GU-A764-01	TCGA-GU-A766-01	TCGA-GU-A767-01	TCGA-GU-AATO-01	TCGA-GU-AATP-01	TCGA-GU-AATQ-01	TCGA-GV-A3JV-01	TCGA-GV-A3JW-01	TCGA-GV-A3JX-01	TCGA-GV-A3JZ-01	TCGA-GV-A3QF-01	TCGA-GV-A3QG-01	TCGA-GV-A3QH-01	TCGA-GV-A3QI-01	TCGA-GV-A3QK-01	TCGA-GV-A40E-01	TCGA-GV-A40G-01	TCGA-GV-A6ZA-01	TCGA-H4-A2HO-01	TCGA-H4-A2HQ-01	TCGA-HQ-A2OE-01	TCGA-HQ-A2OF-01	TCGA-HQ-A5ND-01	TCGA-HQ-A5NE-01	TCGA-K4-A3WS-01	TCGA-K4-A3WU-01	TCGA-K4-A3WV-01	TCGA-K4-A4AB-01	TCGA-K4-A4AC-01	TCGA-K4-A54R-01	TCGA-K4-A5RH-01	TCGA-K4-A5RI-01	TCGA-K4-A5RJ-01	TCGA-K4-A6FZ-01	TCGA-K4-A6MB-01	TCGA-K4-A83P-01	TCGA-K4-AAQO-01	TCGA-KQ-A41N-01	TCGA-KQ-A41O-01	TCGA-KQ-A41P-01	TCGA-KQ-A41Q-01	TCGA-KQ-A41R-01	TCGA-KQ-A41S-01	TCGA-LC-A66R-01	TCGA-LT-A5Z6-01	TCGA-LT-A8JT-01	TCGA-MV-A51V-01	TCGA-PQ-A6FI-01	TCGA-PQ-A6FN-01	TCGA-R3-A69X-01	TCGA-S5-A6DX-01	TCGA-S5-AA26-01	TCGA-SY-A9G0-01	TCGA-SY-A9G5-01	TCGA-UY-A78K-01	TCGA-UY-A78L-01	TCGA-UY-A78M-01	TCGA-UY-A78N-01	TCGA-UY-A78O-01	TCGA-UY-A78P-01	TCGA-UY-A8OB-01	TCGA-UY-A8OC-01	TCGA-UY-A8OD-01	TCGA-UY-A9PA-01	TCGA-UY-A9PB-01	TCGA-UY-A9PD-01	TCGA-UY-A9PE-01	TCGA-UY-A9PF-01	TCGA-UY-A9PH-01	TCGA-XF-A8HB-01	TCGA-XF-A8HC-01	TCGA-XF-A8HD-01	TCGA-XF-A8HE-01	TCGA-XF-A8HF-01	TCGA-XF-A8HG-01	TCGA-XF-A8HH-01	TCGA-XF-A8HI-01	TCGA-XF-A9SH-01	TCGA-XF-A9SI-01	TCGA-XF-A9SJ-01	TCGA-XF-A9SK-01	TCGA-XF-A9SL-01	TCGA-XF-A9SM-01	TCGA-XF-A9SP-01	TCGA-XF-A9ST-01	TCGA-XF-A9SU-01	TCGA-XF-A9SV-01	TCGA-XF-A9SW-01	TCGA-XF-A9SX-01	TCGA-XF-A9SY-01	TCGA-XF-A9SZ-01	TCGA-XF-A9T0-01	TCGA-XF-A9T2-01	TCGA-XF-A9T3-01	TCGA-XF-A9T4-01	TCGA-XF-A9T5-01	TCGA-XF-A9T6-01	TCGA-XF-A9T8-01	TCGA-XF-AAME-01	TCGA-XF-AAMG-01	TCGA-XF-AAMH-01	TCGA-XF-AAMJ-01	TCGA-XF-AAML-01	TCGA-XF-AAMQ-01	TCGA-XF-AAMR-01	TCGA-XF-AAMT-01	TCGA-XF-AAMW-01	TCGA-XF-AAMX-01	TCGA-XF-AAMY-01	TCGA-XF-AAMZ-01	TCGA-XF-AAN0-01	TCGA-XF-AAN1-01	TCGA-XF-AAN2-01	TCGA-XF-AAN3-01	TCGA-XF-AAN4-01	TCGA-XF-AAN5-01	TCGA-XF-AAN7-01	TCGA-XF-AAN8-01	TCGA-YC-A89H-01	TCGA-YC-A8S6-01	TCGA-YC-A9TC-01	TCGA-YF-AA3L-01	TCGA-YF-AA3M-01	TCGA-ZF-A9R0-01	TCGA-ZF-A9R1-01	TCGA-ZF-A9R2-01	TCGA-ZF-A9R3-01	TCGA-ZF-A9R4-01	TCGA-ZF-A9R5-01	TCGA-ZF-A9R7-01	TCGA-ZF-A9R9-01	TCGA-ZF-A9RC-01	TCGA-ZF-A9RD-01	TCGA-ZF-A9RE-01	TCGA-ZF-A9RF-01	TCGA-ZF-A9RL-01	TCGA-ZF-A9RM-01	TCGA-ZF-A9RN-01	TCGA-ZF-AA4N-01	TCGA-ZF-AA4R-01	TCGA-ZF-AA4T-01	TCGA-ZF-AA4U-01	TCGA-ZF-AA4V-01	TCGA-ZF-AA4W-01	TCGA-ZF-AA4X-01	TCGA-ZF-AA51-01	TCGA-ZF-AA52-01	TCGA-ZF-AA53-01	TCGA-ZF-AA54-01	TCGA-ZF-AA56-01	TCGA-ZF-AA58-01	TCGA-ZF-AA5H-01	TCGA-ZF-AA5N-01	TCGA-ZF-AA5P-01	TCGA-BL-A13J-11	TCGA-BT-A20N-11	TCGA-BT-A20Q-11	TCGA-BT-A20R-11	TCGA-BT-A20U-11	TCGA-BT-A20W-11	TCGA-BT-A2LA-11	TCGA-BT-A2LB-11	TCGA-CU-A0YN-11	TCGA-CU-A0YR-11	TCGA-GC-A3BM-11	TCGA-GC-A3WC-11	TCGA-GC-A6I3-11	TCGA-GD-A2C5-11	TCGA-GD-A3OP-11	TCGA-GD-A3OQ-11	TCGA-K4-A3WV-11	TCGA-K4-A54R-11	TCGA-K4-A5RI-11
ACSL4	1124.2	815.231	457.58	729.865	629.169	999.581	586.057	824.696	222.776	309.272	1363.6	388.049	355.89	1151.45	949.637	269.973	648.821	1549.84	3395.23	1772.01	2273.55	698.495	614.549	1280.1	2548.42	3442.96	445.601	669.359	3467	490.091	653.326	937.729	256.23	2990.27	666.391	960.96	1730.39	479.964	612.351	670.784	2489.13	772.855	434.616	684.941	288.136	217.331	1587.69	1412.14	585.216	843.625	512.601	1144.01	5126.45	650.677	595.698	1193.41	622.546	867.902	429.319	748.08	372.512	578.546	1420.08	860.601	515.408	951.572000000001	324.528	1931.47	565.691	594.609	608.847	1147.96	256.41	421.268	810.977	671.55	597.984	1392.95	999.007000000001	1284.88	1336.08	501.017	1686.95	1465.58	560.114	238.389	620.569	1604.9	796.832	1147.05	820.692	1458.93	894.295	2511.55	957.37	7257.31	1198.34	930.851000000001	4441.84	1520.47	2441.56	341.577	1353.34	256.817	570.353	1751.4	1222.56	613.503	348.58	915.736999999999	243.292	1940.7	2505.52	1113.49	2522.8	463.741	970.216	562.649	732.843	2038.12	1429.65	349.928	1698.13	558.624	1117.6	2149.01	924.399	661.5	1090.3	635.417	1633.87	449.866	827.316	3180.75	1139.62	783.562	2284.75	701.485	680.591	116.576	632.837	677.378	310.164	1803.18	525.718	265.594	920.276	961.181	416.863	3289.14	285.714	2229.15	1636.54	680.172	617.829	3047.71	552.612	1405.47	430.146	1443.26	435.719	1730.64	1361	1167.72	2699.08	498.525	1272.56	2661.8	2548.64	748.448	877.658	3024.88	1443.07	2228.49	729.581	366.06	435.897	1514.62	859.452	489.42	221.306	1347.69	1409.25	807.869	692.573	588.074	963.128	897.491	1230.84	540.351	957.911999999999	1193.48	1555.26	660.501	878.806	480.436	1186.49	1843.98	972.802999999999	399.727	1191.84	1641.59	776.975	541.566	1142.64	871.924	746.213000000001	418.52	420.062	968.26	1736.67	1909.31	575.249	139.968	2634.74	857.39	1214.59	1469.43	1235.69	2490.23	1036.01	1240.91	849.022	734.593	1838.36	551.059	1070.96	1651.98	1412.85	1977.11	1060.05	6772.35	416.564	1314.66	1482.1	742.044	959.700000000001	2012.65	1256.56	965.824	536.841	1324.76	683.907	563.431	1507.4	870.703	2251.27	106.639	4519.02	414.186	620.363	657.062	1231.4	247.512	758.021	955.415	409.21	485.637	662.518	617.251	1921.24	2344.14	1167.78	1585.05	8291.26	1743.71	1808.47	1060.31	1409.01	821.005	7069.63	1200.1	1470.49	663.019	724.186	1268.38	1573.03	1194.23	1296.83	1776.36	177.363	1408.19	1342.66	417.268	2361.7	1223.42	4018.7	1775.95	753.78	2204.02	1032.97	117.912	404.091	1682.42	2264.47	2150.04	918.018	1052.25	812.987	625.37	921.894	726.439	472.3	793.376	443.58	293.008	1406.87	561.523	417.352	1621.4	265.365	542.949	502.008	1181.26	1008.84	1919.84	852.56	1225.99	1518.12	1924.11	1236.68	1786.36	1489.8	662.488	501.101	3764.77	744.534	457.743	3034.17	2599.54	864.654	653.174	1343.09	586.777	895.685	749.07	1281.19	446.399	503.02	647.658	641.975	1224.3	1061.61	2355.57	391.131	857.598	663.525	1016.97	2111.66	696.304	425.47	758.767	1652.75	2303.2	273.013	1616.22	1320.98	1417.94	1170.71	2253.47	2930.77	459.788	753.046	780.322	348.062	1018.7	634.392	684.378	2231.84	1406.81	1789.52	4928.77	842.534	2713.88	1819.5	276.971	544.014	812.819	1336.64	765.837	539.06	1829.06	673.733	380.681	1092.9	850.755	1349.42	1010.66	3584.74	392.058	2814.58	372.54	3246.62	1491.56	1229.35	566.825	870.711	439.577	1064.13	1911.83	679.623	1198.35	1633.1	1611.82	2980.61	1335.11	152.147	2185.1	1550.43	2090.99	1979.68	3191.93	568.217	2260.82	776.793	882.653	1400.87	1752.35	818.875	1123.62	745.02	1149.52	706.085	1385.28	887.08	1505.38	2012.58
ALOX15	5.8309	223.054	78.8132	156.23	17.524	57.074	40.305	63.9928	3.325	41.7219	415.665	480.028	5.8987	9.1785	355.448	0.551	147.839	1.3201	36.4631	5.3565	248.438	29.2473	234.962	4.8544	42.5904	0	47.1976	0	4.1252	803.354	31.9091	1.221	1.6251	3.0338	20.6441	8.4666	329.866	60.0957	37.8639	79.0611	552.43	5.429	3.2324	72.2677	20.4387	45.4228	1.2755	5.4026	166.788	6.6637	1.4265	3.3043	0	1.072	758.963	145.858	37.5771	62.7615	108.978	4.2384	10.4265	49.8192	47.125	7.1356	9.6677	21.8473	94.8113	44.5975	11.4745	6.871	93.4394	98.4456	78.7546	74.983	39.2804	46.6514	99.8542	41.2966	13.0397	23.3422	10.451	78.8274	795.805	14.4186	3.9445	240.033	26.4187	104.259	47.5268	140.018	47.2866	10.2968	263.213	5.1793	1.9504	19.4373	83.4943	8.3112	74.2407	2.2748	37.639	5.869	111.456	88.7457	18.8292	14.2056	2.0513	51.2951	9.4637	65.7945	84.4966	3.3207	2.8602	46.2527	82.5032	371.666	46.2611	0.5967	16.4033	611.996	75.3769	195.081	64.7191	59.4059	4.0468	120.579	81.4351	28.1388	17.415	176.505	256.781	23.7815	287.284	223.602	1.8132	250.228	17.9072	24.437	1.8844	116.576	104.036	25.7928	11.6822	134.868	86.3994	6.0362	52.6575	207.173	42.3529	1.9117	6.5232	422.613	219.464	8.5342	17.6523	0.3919	160.484	5.4227	214.876	9.7382	11.3996	42.328	228.327	0.6033	3.5983	3.6873	0.7566	2.3678	1.1557	18.6959	1.7428	37.1599	209.879	167.338	9.4195	0.8885	1.3263	1.6468	6.7474	175.203	51.2027	64.1946	325.742	17.3735	91.8141	43.9388	6.993	96.6364	0.9234	106.667	0	12.0482	1.3158	18.3126	398.127	184.349	3.6237	4.7923	26.2778	8.1911	17.1019	14.218	1.778	11.4664	46.5352	53.9432	4.9803	59.0376	50.6411	9.2725	0.4292	48.4069	3.7313	26.5662	253.474	0.4322	23.3141	42.4063	22.1243	3.1383	1.385	144.624	0.9169	14.6821	47.9052	3.4039	89.026	538.634	177.941	1.8812	358.555	9.9365	27.3894	27.4786	24.5218	6.3917	1.8744	60.7977	344.473	48.221	107.011	0.5247	47.166	223.933	194.415	4.513	8.1242	1.3672	403.925	126.662	0.8244	180.336	0	8.1151	45.4984	0.8753	52.3286	46.2511	144.949	355.795	6.1846	597.936	100.029	121.061	4.767	6.5381	68.1144	145.856	90.8068	22.0593	57.862	26.2902	216.69	31.4637	94.2481	64.5425	10.3371	4.3066	84.0538	281.232	1502.92	25.3771	0	195.079	0.2412	27.7467	1.6997	25.1297	246.94	111.754	84.0402	5.799	247.994	227.006	373.423	87.3786	9.009	5.8055	60.2597	139.198	9.2251	4.5843	10.0727	39.5927	74.7082	49.6746	56.8032	7.9568	99.0954	16.7154	2.8585	175.283	257.602	37.0612	1.2401	0	17.2733	6.1576	3.3062	2.2539	198.735	18.1818	37.3669	259.981	158.149	0.3647	17.3934	297.788	360.962	153.89	34.0798	26.6789	1.4641	631.715	19.6614	7.9745	8.2846	2.1856	141.726	21.0455	193.732	9.3458	16.7584	0	22.7402	21.254	1.885	5.3022	2.2615	16.8414	63.893	9.7456	107.046	145.419	8.8912	85.4453	77.2613	198.472	47.6996	4.6238	3.1379	54.4974	14.4087	242.578	8.3303	52.6316	54.1385	60.4679	6.279	32.1665	0	1.8993	7.1848	6.013	0.9231	66.39	10.101	354.698	53.4279	316.346	101.285	0.84	1.3825	59.8824	13.1464	33.8369	36.6399	1288.76	0.8669	221.07	238.169	2.4004	0	157.65	72.4004	434.231	66.3677	1.2365	238.519	37.679	180.212	0	0.5061	52.9334	0.4216	5.8231	0	236.242	0.7376	0	1.7668	1.5829	236.434	107.945	47.2574	44.0631	2.1708	2.9412	3.8325	3.4985	5.9761	85.327	63.5957	48.3198	42.0168	6.5711	7.7184
ATP5G3	2410.5	5595.09	3235.05	6846.11	2997.17	3114.99	2108.93	2315.46	4198.84	3320.53	7113.48	3558.8	5699.49	6025.24	3394.67	2756.47	3957.76	3904.29	4231.28	2419.15	4308.8	4812.62	4317.48	6197.09	5168.03	4825.65	2459.14	3479.57	4124.28	4709.6	3757.17	4300.98	5264.9	5184.17	3822.46	4890.4	2873	4080.9	5769.02	1153.18	3348.47	6325.55	2042.9	5494.84	2399.8	2203.7	1942.92	3744.79	7852.64	3921.37	8811.7	2433.41	6224.74	7055.07	6919.65	10484.6	5542.34	2839.21	5338.38	859.338000000001	4178.67	5090.4	4443.82	4571.36	7112.39	3167.37	8214.15	5126.9	3250.14	5086.68	6489.07	3210.71	1675.21	7394	6030.36	5029.71	5029.8	3990.46	1689.69	4419.1	7337.73	3455.78	2367.39	2542.79	6506.89	5271.68	1747.94	3518.44	4212.35	3675.33	4298.64	4705.98	2627.23	4192.83	6999.44	3495.26	3080.09	1330.78	3382.68	5208.37	2601.76	5147.13	2154.97	3021.81	3756.59	3739.81	2390.26	4691.97	7701.5	2050.4	1252.59	5010.91	3135.17	3964.88	3796.27	3406.01	3091.89	7754.18	5469.55	2689.09	3329.15	3346.46	3531.64	2844.71	4000.97	5463.81	5615.17	2802.43	2487.24	7203.7	3710.18	3331.88	5584.77	5739.13	3740.71	6127.85	4025.43	2179.2	5616.83	2047.04	3337.77	3808.88	7147.78	5098.68	4051.99	3161.97	2282.48	3678.9	5135.69	2640.81	6816.05	3769.85	4049.65	3283.94	4218.01	5217.6	4660.86	4398.32	4688.71	3418.1	5241.29	4033.67	1765.45	3163.5	3427.9	4171.83	2738.79	2359.12	2916.91	2874.57	4960.26	3986.73	2768.01	2152.64	2756.48	4419.37	3610.08	2388.64	3020.73	1437.37	2675.6	3513.96	3751.21	4582.52	3268.47	3385.64	3304.51	2227.98	2960.3	3478.6	4156.63	1492.56	7188.82	4330.5	2220.14	4215.01	4821.53	2379.13	3141.24	3942.66	2940.3	3780.81	3245.25	2456.01	2831.06	2264.04	2330.36	2285.89	3352.7	7394.79	3272.45	2082.11	5774.25	4301.74	4216.01	5346.59	3726	2392.01	3145.75	3044.92	4841.41	4098.16	2053.48	6553.1	7429.42	4706.88	3386.51	2975.73	4581.53	6494.43	3604.68	3308.87	3764.61	2583.78	1946.54	3853.27	2477.04	3142.51	5507.45	3392.79	3085.5	5269.67	5506.29	2429.67	2565.85	3985.86	1823.88	5571.87	4657.48	2671.94	6791.01	3636.49	5936.95	10981.8	3481.06	4204.62	6116.69	2340.74	3879.21	5055.71	2963.89	2525.3	3214.89	2849.46	7889.41	2966	3077.64	3625.4	2130.96	3531.89	4696.63	6231.26	4985.75	4376.2	1714.02	4742.24	4278.65	2525.84	3276.66	2489.1	5575.9	3251.14	2591.54	3299.25	2947.36	6637.01	8194.33	2884.41	4389.49	3240.44	2702.09	4195.23	2054.45	4953.87	3101.29	2450.13	2481.53	2970.25	1883.64	3314.62	2044.9	5968.79	5881.93	3354.34	3527.63	3332.52	2821.66	2840.58	4843.34	3791.89	5122.44	3608.26	4530.12	5416.16	3076.73	3485.5	2756.32	3173.65	3930.57	4520.64	6265.58	3783.64	4356.49	7231.73	4353.54	3659.01	6755.41	5657.4	2208.06	2041.76	4469.33	2913.52	3598.34	3272.73	3595.3	3443.38	4116.96	3927.43	4432.16	5023.08	2595.44	2759.09	3780.1	3048.24	3662.88	5004.25	5380.77	2579	3064.03	8025.2	4180.15	5310.9	2819.04	3006.3	5061.19	3414.19	3096.73	2674.93	4430.87	2973.1	4196.9	5089.95	3825.14	5426.63	3286.49	6382.27	4336.63	3633.23	2802.54	3420.06	2553.68	2761.63	6904.08	4656.76	11735.3	2416.49	5979.1	2770.58	3425.53	3168.11	3322.14	4202.44	4741.94	1890.57	2182.3	3044.71	6746.2	5022.38	2954.92	3863.41	2870.44	3521.36	4252.5	2417.1	3276.48	5620.18	3412.72	5082.03	2071.44	4483.8	2254.42	3435.95	4391.19	5287.6	3082.21	1616.89	5590.18	3459.14	2403.84	3012.25	3184.63	3644.24	7148.06	3206.03	5221.52	5093.23	3562.23	2922.94	2608.65	2723.62	3776.23	2771.13	4177.38	2919.18	3619.22	2925.33	3524.43
