	TCGA-BP-4989-01	TCGA-CZ-5459-01	TCGA-CJ-6028-01	TCGA-CZ-5456-01	TCGA-A3-3383-01	TCGA-CJ-5672-01	TCGA-B0-5075-01	TCGA-CJ-4899-01	TCGA-CZ-4860-01	TCGA-BP-4998-01	TCGA-CJ-5675-01	TCGA-BP-4777-01	TCGA-BP-4797-01	TCGA-BP-4762-01	TCGA-B0-5109-01	TCGA-B0-4844-01	TCGA-BP-4352-01	TCGA-B2-4098-01	TCGA-CJ-5679-01	TCGA-BP-4766-01	TCGA-AK-3427-01	TCGA-BP-4981-01	TCGA-AK-3428-01	TCGA-BP-4340-01	TCGA-MM-A84U-01	TCGA-B0-5095-01	TCGA-BP-4167-01	TCGA-BP-4344-01	TCGA-BP-4781-01	TCGA-B0-5699-01	TCGA-BP-4801-01	TCGA-BP-4790-01	TCGA-BP-5008-01	TCGA-DV-A4W0-01	TCGA-BP-5170-01	TCGA-B0-5713-01	TCGA-B2-5633-01	TCGA-BP-4982-01	TCGA-CJ-4905-01	TCGA-BP-5174-01	TCGA-B0-4697-01	TCGA-B8-A54E-01	TCGA-BP-4759-01	TCGA-CJ-6030-01	TCGA-A3-3319-01	TCGA-CJ-4918-01	TCGA-B8-5545-01	TCGA-B0-5696-01	TCGA-B2-3923-01	TCGA-BP-5183-01	TCGA-A3-3362-01	TCGA-CJ-4923-01	TCGA-CZ-5987-01	TCGA-BP-4159-01	TCGA-CJ-5680-01	TCGA-BP-4763-01	TCGA-CW-5589-01	TCGA-A3-3385-01	TCGA-BP-5000-01	TCGA-B0-5108-01	TCGA-MW-A4EC-01	TCGA-A3-3343-01	TCGA-AK-3447-01	TCGA-MM-A564-01	TCGA-CZ-5466-01	TCGA-B0-5100-01	TCGA-BP-4775-01	TCGA-B0-4718-01	TCGA-B0-5400-01	TCGA-BP-4330-01	TCGA-B0-5692-01	TCGA-CJ-4873-01	TCGA-BP-4992-01	TCGA-A3-3320-01	TCGA-CZ-5469-01	TCGA-AK-3444-01	TCGA-B0-4688-01	TCGA-B2-4101-01	TCGA-AK-3429-01	TCGA-A3-3336-01	TCGA-AK-3433-01	TCGA-BP-4354-01	TCGA-A3-3306-01	TCGA-BP-4975-01	TCGA-CJ-4869-01	TCGA-BP-4983-01	TCGA-B4-5378-01	TCGA-B2-5639-01	TCGA-GK-A6C7-01	TCGA-CJ-4878-01	TCGA-B0-4701-01	TCGA-B0-4691-01	TCGA-A3-A6NN-01	TCGA-CJ-5689-01	TCGA-B0-5085-01	TCGA-A3-3363-01	TCGA-BP-4325-01	TCGA-EU-5905-01	TCGA-CZ-5985-01	TCGA-A3-3316-01	TCGA-B0-5081-01	TCGA-CW-5587-01	TCGA-CJ-5686-01	TCGA-BP-5001-01	TCGA-BP-4968-01	TCGA-B0-4838-01	TCGA-B2-A4SR-01	TCGA-CJ-4903-01	TCGA-BP-5189-01	TCGA-CJ-4881-01	TCGA-BP-4807-01	TCGA-B8-A54G-01	TCGA-AK-3450-01	TCGA-B0-4811-01	TCGA-B8-5550-01	TCGA-BP-5194-01	TCGA-B8-A54K-01	TCGA-B8-4154-01	TCGA-CJ-4890-01	TCGA-BP-4326-01	TCGA-CJ-4893-01	TCGA-B8-4622-01	TCGA-AK-3458-01	TCGA-A3-3358-01	TCGA-CJ-4882-01	TCGA-B0-4833-01	TCGA-A3-3367-01	TCGA-BP-4973-01	TCGA-A3-3326-01	TCGA-AK-3445-01	TCGA-CJ-4636-01	TCGA-BP-4976-01	TCGA-CW-5583-01	TCGA-BP-5185-01	TCGA-CJ-4897-01	TCGA-BP-5198-01	TCGA-BP-4962-01	TCGA-BP-4342-01	TCGA-CZ-5464-01	TCGA-CJ-4886-01	TCGA-A3-3346-01	TCGA-CZ-5460-01	TCGA-B0-4816-01	TCGA-BP-4994-01	TCGA-BP-4970-01	TCGA-B0-4703-01	TCGA-CZ-4856-01	TCGA-BP-4165-01	TCGA-CJ-4876-01	TCGA-BP-4965-01	TCGA-B0-4707-01	TCGA-CJ-6031-01	TCGA-CJ-4640-01	TCGA-A3-3325-01	TCGA-BP-4974-01	TCGA-A3-3308-01	TCGA-BP-4349-01	TCGA-B0-4827-01	TCGA-B0-5703-01	TCGA-BP-4969-01	TCGA-DV-5568-01	TCGA-BP-4993-01	TCGA-DV-5575-01	TCGA-AK-3461-01	TCGA-B0-4693-01	TCGA-6D-AA2E-01	TCGA-DV-5567-01	TCGA-BP-4327-01	TCGA-DV-5576-01	TCGA-B8-4143-01	TCGA-CJ-5684-01	TCGA-CJ-5671-01	TCGA-A3-3370-01	TCGA-CJ-4634-01	TCGA-G6-A8L7-01	TCGA-B0-4848-01	TCGA-CZ-4863-01	TCGA-B8-4621-01	TCGA-BP-4798-01	TCGA-CJ-4888-01	TCGA-B0-4845-01	TCGA-B0-4818-01	TCGA-BP-4774-01	TCGA-BP-4163-01	TCGA-B0-4821-01	TCGA-BP-4765-01	TCGA-BP-4756-01	TCGA-A3-3324-01	TCGA-B0-5110-01	TCGA-BP-4986-01	TCGA-BP-4347-01	TCGA-BP-4803-01	TCGA-CW-6090-01	TCGA-A3-A8OW-01	TCGA-B0-4822-01	TCGA-BP-4334-01	TCGA-B0-5120-01	TCGA-AK-3460-01	TCGA-BP-5169-01	TCGA-A3-A8OX-01	TCGA-BP-4160-01	TCGA-CZ-5458-01	TCGA-BP-5004-01	TCGA-CZ-5453-01	TCGA-MM-A563-01	TCGA-BP-5177-01	TCGA-B0-5077-01	TCGA-CJ-4920-01	TCGA-B0-5691-01	TCGA-G6-A5PC-01	TCGA-BP-4999-01	TCGA-AK-3440-01	TCGA-BP-4795-01	TCGA-B0-4842-01	TCGA-B0-5107-01	TCGA-CZ-4866-01	TCGA-BP-4988-01	TCGA-BP-4353-01	TCGA-B0-5693-01	TCGA-B8-5551-01	TCGA-BP-4174-01	TCGA-AK-3426-01	TCGA-BP-4346-01	TCGA-B0-5094-01	TCGA-A3-A6NJ-01	TCGA-BP-5010-01	TCGA-BP-4161-01	TCGA-B0-5098-01	TCGA-BP-4995-01	TCGA-B8-A54H-01	TCGA-BP-4158-01	TCGA-BP-5176-01	TCGA-CJ-4907-01	TCGA-B8-5163-01	TCGA-BP-4760-01	TCGA-A3-3317-01	TCGA-B0-5119-01	TCGA-CJ-4916-01	TCGA-B0-4696-01	TCGA-CZ-5989-01	TCGA-EU-5906-01	TCGA-CW-5580-01	TCGA-B0-5690-01	TCGA-CW-5584-01	TCGA-A3-3376-01	TCGA-CZ-5986-01	TCGA-AK-3454-01	TCGA-AK-3456-01	TCGA-CZ-5451-01	TCGA-B8-5159-01	TCGA-B4-5843-01	TCGA-B8-A7U6-01	TCGA-CZ-5468-01	TCGA-CJ-4913-01	TCGA-B0-5402-01	TCGA-DV-A4VZ-01	TCGA-B8-5553-01	TCGA-3Z-A93Z-01	TCGA-CJ-4872-01	TCGA-B4-5844-01	TCGA-B8-5549-01	TCGA-CJ-4644-01	TCGA-AK-3436-01	TCGA-AK-3453-01	TCGA-BP-4770-01	TCGA-BP-4961-01	TCGA-B0-5102-01	TCGA-CJ-4885-01	TCGA-B0-4712-01	TCGA-CJ-4868-01	TCGA-A3-3307-01	TCGA-B0-4815-01	TCGA-B0-4698-01	TCGA-B0-5096-01	TCGA-AK-3465-01	TCGA-A3-A6NL-01	TCGA-B0-4700-01	TCGA-B0-5092-01	TCGA-CZ-4859-01	TCGA-EU-5907-01	TCGA-B0-5084-01	TCGA-B0-5080-01	TCGA-B0-4839-01	TCGA-CJ-4892-01	TCGA-B0-5088-01	TCGA-B8-5162-01	TCGA-B0-5711-01	TCGA-B8-4151-01	TCGA-B0-4690-01	TCGA-B8-A54J-01	TCGA-B0-4836-01	TCGA-CJ-4891-01	TCGA-BP-5202-01	TCGA-A3-3349-01	TCGA-CW-6093-01	TCGA-CJ-4638-01	TCGA-B8-4148-01	TCGA-BP-5187-01	TCGA-BP-4971-01	TCGA-CW-6097-01	TCGA-BP-4351-01	TCGA-BP-5192-01	TCGA-CJ-4895-01	TCGA-A3-3373-01	TCGA-CJ-4637-01	TCGA-BP-4343-01	TCGA-BP-5199-01	TCGA-CJ-4887-01	TCGA-CJ-5676-01	TCGA-B0-4710-01	TCGA-CZ-5465-01	TCGA-BP-4338-01	TCGA-BP-4176-01	TCGA-B0-4817-01	TCGA-A3-3347-01	TCGA-B0-4714-01	TCGA-CZ-5461-01	TCGA-CJ-4870-01	TCGA-B8-5164-01	TCGA-CZ-4864-01	TCGA-BP-4164-01	TCGA-BP-4964-01	TCGA-A3-3335-01	TCGA-B0-4852-01	TCGA-BP-5173-01	TCGA-B4-5832-01	TCGA-B0-5113-01	TCGA-DV-5566-01	TCGA-AS-3777-01	TCGA-B4-5836-01	TCGA-B0-5705-01	TCGA-CZ-5457-01	TCGA-BP-4782-01	TCGA-B8-5546-01	TCGA-B0-5695-01	TCGA-B0-4706-01	TCGA-DV-5565-01	TCGA-B0-5104-01	TCGA-BP-4771-01	TCGA-B2-5641-01	TCGA-A3-3382-01	TCGA-AK-3451-01	TCGA-BP-5178-01	TCGA-B0-5694-01	TCGA-B0-5812-01	TCGA-B4-5835-01	TCGA-B2-4099-01	TCGA-CJ-4635-01	TCGA-B8-4146-01	TCGA-DV-5573-01	TCGA-B0-4846-01	TCGA-T7-A92I-01	TCGA-CZ-4862-01	TCGA-B0-5701-01	TCGA-CJ-4908-01	TCGA-BP-4170-01	TCGA-B8-A8YJ-01	TCGA-B0-4849-01	TCGA-B0-4823-01	TCGA-BP-4991-01	TCGA-B2-4102-01	TCGA-AK-3434-01	TCGA-CZ-4861-01	TCGA-BP-4768-01	TCGA-CJ-5677-01	TCGA-AK-3425-01	TCGA-BP-4784-01	TCGA-BP-4341-01	TCGA-CZ-5470-01	TCGA-B0-4824-01	TCGA-B0-5115-01	TCGA-CZ-4865-01	TCGA-BP-4758-01	TCGA-BP-5200-01	TCGA-CJ-4912-01	TCGA-BP-4335-01	TCGA-B0-5698-01	TCGA-BP-4173-01	TCGA-BP-4787-01	TCGA-BP-5168-01	TCGA-B0-4699-01	TCGA-BP-4331-01	TCGA-B2-5635-01	TCGA-BP-4162-01	TCGA-BP-5009-01	TCGA-B4-5838-01	TCGA-B0-4828-01	TCGA-A3-3380-01	TCGA-BP-5006-01	TCGA-BP-5191-01	TCGA-B8-4620-01	TCGA-CJ-4904-01	TCGA-BP-5175-01	TCGA-CZ-5455-01	TCGA-B4-5834-01	TCGA-A3-3352-01	TCGA-B0-5116-01	TCGA-B0-5121-01	TCGA-CJ-6027-01	TCGA-BP-5181-01	TCGA-CW-5588-01	TCGA-A3-A8OU-01	TCGA-CZ-5452-01	TCGA-BP-5201-01	TCGA-BP-5190-01	TCGA-CW-5591-01	TCGA-A3-3387-01	TCGA-B0-5106-01	TCGA-B0-4843-01	TCGA-BP-4985-01	TCGA-BP-4355-01	TCGA-CZ-5467-01	TCGA-CZ-5988-01	TCGA-BP-4769-01	TCGA-B0-5099-01	TCGA-AK-3431-01	TCGA-B8-A54I-01	TCGA-B2-3924-01	TCGA-BP-4761-01	TCGA-CJ-4902-01	TCGA-B0-5117-01	TCGA-B0-4694-01	TCGA-B8-A54F-01	TCGA-A3-3365-01	TCGA-EU-5904-01	TCGA-BP-5007-01	TCGA-A3-3374-01	TCGA-BP-5180-01	TCGA-CZ-5984-01	TCGA-CW-5581-01	TCGA-A3-3378-01	TCGA-CJ-5683-01	TCGA-CW-5585-01	TCGA-B8-4619-01	TCGA-CJ-5681-01	TCGA-A3-3351-01	TCGA-A3-3311-01	TCGA-CJ-4901-01	TCGA-DV-A4VX-01	TCGA-G6-A8L8-01	TCGA-BP-5196-01	TCGA-B8-5552-01	TCGA-AK-3443-01	TCGA-AK-3455-01	TCGA-A3-3359-01	TCGA-A3-3323-01	TCGA-BP-4776-01	TCGA-BP-4972-01	TCGA-B0-4813-01	TCGA-CJ-4641-01	TCGA-BP-5184-01	TCGA-B8-5158-01	TCGA-B0-4810-01	TCGA-BP-5195-01	TCGA-B4-5377-01	TCGA-B8-5165-01	TCGA-BP-4960-01	TCGA-A3-3331-01	TCGA-AK-3430-01	TCGA-CZ-5462-01	TCGA-A3-A6NI-01	TCGA-CJ-4884-01	TCGA-B0-4713-01	TCGA-BP-4337-01	TCGA-B0-4814-01	TCGA-B0-5097-01	TCGA-CZ-4858-01	TCGA-B0-4945-01	TCGA-AS-3778-01	TCGA-BP-4963-01	TCGA-BP-4789-01	TCGA-CJ-4642-01	TCGA-CJ-6033-01	TCGA-CZ-5454-01	TCGA-B0-5702-01	TCGA-B0-4837-01	TCGA-CZ-4854-01	TCGA-CZ-4857-01	TCGA-B0-5706-01	TCGA-BP-4967-01	TCGA-DV-5569-01	TCGA-B8-4153-01	TCGA-B0-5399-01	TCGA-B0-5709-01	TCGA-BP-4804-01	TCGA-A3-A8CQ-01	TCGA-B0-5710-01	TCGA-CJ-4639-01	TCGA-CJ-4900-01	TCGA-B8-A54D-01	TCGA-B0-4834-01	TCGA-CJ-5682-01	TCGA-BP-4959-01	TCGA-CZ-4853-01	TCGA-A3-3313-01	TCGA-BP-4329-01	TCGA-CW-6088-01	TCGA-CW-6087-01	TCGA-DV-5574-01	TCGA-G6-A8L6-01	TCGA-BP-5186-01	TCGA-CJ-4894-01	TCGA-BP-5182-01	TCGA-B0-4847-01	TCGA-A3-3372-01	TCGA-B0-5712-01	TCGA-CZ-5463-01	TCGA-BP-4177-01	TCGA-CJ-4889-01	TCGA-BP-4799-01	TCGA-BP-4169-01	TCGA-A3-3357-01	TCGA-BP-4977-01	TCGA-A3-3322-01	TCGA-CJ-4874-01	TCGA-B0-4819-01	TCGA-B0-4841-01	TCGA-BP-4166-01	TCGA-CJ-4871-01	TCGA-CJ-4875-01	TCGA-CJ-6032-01	TCGA-CJ-4643-01	TCGA-CJ-5678-01	TCGA-BP-4987-01	TCGA-A3-A8OV-01	TCGA-CZ-5982-01	TCGA-B0-5697-01	TCGA-BP-4332-01
DPP4	0.384	0.011	0.108	0.327	0.003	0.493	-0.006	-0.001	1.322	-0.002	0	0.01	0.02	-0.005	0.246	0.044	-0.02	0.002	0.043	0.678	-0.014	-0.002	0.002	0.568	-0.004	0.007	0.003	0.015	0.122	0.004	0	-0.002	0.009	0.582	0.009	-0.003	0	-0.001	-0.001	0.595	-0.001	0.004	-0.005	-0.022	0	-0.001	0.003	-0.005	-0.764	0	-0.001	0	-0.003	0.005	-0.006	0.37	-0.004	0	0.001	-0.004	0.006	0	-0.776	-0.01	-0.004	0.001	0.3	-0.011	0.012	0	0.001	0	0.007	0.006	0.324	0.492	0.004	0.002	0.41	0	-0.449	-0.002	-0.003	0	0.004	0.011	0.01	0	0.004	-0.002	0.015	-0.001	-0.001	0.012	0.004	0.006	0.01	0.544	0.01	0	-0.005	0.413	-0.004	0.701	0.011	-0.008	0	0.339	-0.069	0.011	0.004	0.018	0.499	0.246	0.311	0	0.005	0.009	0	0.012	0.453	-0.004	0.015	0.005	0.067	0	-0.051	-0.066	-0.002	0	0.007	-0.002	-0.002	0.467	0.29	0.024	0.005	0.473	-0.006	0.032	0.009	0.172	0.005	-0.295	0	0.025	-0.001	0	0.478	-0.002	0.371	0	0.039	0	0.01	0.007	0.508	0.002	-0.003	0.528	0.011	0.014	0	0	-0.003	0.004	0	0	-0.009	0.055	0	0.215	0	0.014	0.01	0.002	0.01	0.029	0.003	0.004	0	0.009	0	0.005	0.46	0.003	0.761	0.001	-0.001	0.004	0.356	0	0.033	-0.002	0.049	-0.784	0.015	0.001	-0.015	-0.001	-0.001	0.007	0	0.039	0	-0.053	-0.005	0	0.003	-0.004	0.002	-0.61	0.001	-0.005	-0.011	0	0.033	0.022	-0.002	0.163	0.559	0.006	0.004	-0.008	0.005	-0.001	0.592	-0.004	0.001	0.022	0	0.008	0.136	0.008	0.002	0.001	0.004	0.004	-0.482	0.012	0.001	0	0	-0.004	-0.005	0.006	0.003	0.003	0.028	0.624	0.662	0.001	0.07	-0.012	0.001	0.003	0	0.375	0.062	-0.003	0.103	0.441	-0.017	0	-0.433	0	0.003	0	0.095	0.016	0.007	0.014	0.073	-0.006	-0.544	0.001	-0.035	0	0.737	0.037	0	0.047	0.003	0	-0.01	0	0.01	0	0.015	0	0.014	-0.063	-0.004	0.007	0.005	0.001	0.003	0.001	0	0.008	0.17	-0.002	0.01	-0.002	0	0.057	0.026	-0.001	0.3	0.362	0.068	0.484	0.012	-0.006	0.004	-0.007	0.235	0.01	0	0.009	0	-0.002	0.013	0.014	0.183	0.158	0.22	-0.005	-0.661	0	-0.002	0.426	0.012	0.002	0.001	0.66	-0.003	-0.011	-0.018	0.009	0.32	-0.006	0.183	-0.004	-0.006	0.013	0.001	0	-0.001	0.008	0.002	-0.003	0.007	-0.003	0.004	0.552	0.069	0.008	0.002	0.009	0.002	0.004	-0.002	0.309	-0.006	0	0	-0.003	0.012	0.006	0.007	0.011	0.011	0.328	-0.028	0	-0.008	0	0	-0.001	-0.476	0.002	-0.002	0.465	-0.005	0.152	0.041	0.015	-0.004	0	0.438	0.002	-0.164	0.013	0	0.011	0.027	-0.004	0.024	0	0.1	-0.002	0.009	0.06	-0.002	0.649	0	0	0.015	0.144	0.003	0.01	0.013	0	0.653	0.003	0.249	0.002	0.032	0.042	-0.686	0.001	0.024	0.002	0.004	-0.002	-0.435	0	-0.003	0.006	0	0	0.012	-0.006	0.011	-0.001	0.007	0.207	0.568	-0.026	-0.062	0	-0.009	-0.001	-0.004	0.011	-0.003	0.004	0.666	0	0	-0.002	0.025	0.06	0.021	0	0	-0.004	0.04	0.006	0	0.002	0.082	0.338	0	0.03	0.002	-0.002	0.008	-0.002	-0.002	0.005	0	0.01	0.122	-0.002	0.284	0	0.001	0.02	-0.007	-0.001	0.009	0.003	0.117	0.46	-0.004	-0.001	0.031	0	-0.008	0.416	0.011	0.004	0.024	-0.001	0.005	0.011	-0.002	0.004	-0.001	-0.005	-0.003	-0.003	0.322	-0.004	0.014	0.004	0.002	0.241	0.001	-0.012	-0.002	0	-0.003	0.044	0.013	0.251	-0.034	0	0.44	-0.001	-0.012	0	-0.001	0.005	0.054	0.002
ATP5G3	0.411	0.011	0.108	0.327	0.003	0.493	-0.006	-0.001	1.322	-0.002	0	0.01	0.02	-0.005	-0.067	0.044	-0.02	0.002	0.043	0.678	-0.014	-0.002	0.002	0.568	-0.004	-0.313	0.003	0.015	0.122	0.004	0.002	-0.002	0.009	0.582	0.009	-0.003	0	-0.001	-0.001	0.595	0.004	0.004	-0.005	-0.022	0	-0.001	0.003	-0.005	-0.764	0	-0.001	0	-0.003	0.005	-0.006	0.361	-0.004	0	0.001	-0.004	0.006	0	-0.776	-0.01	-0.004	0.001	0.314	-0.011	0.012	0	0.001	0	0.007	0.006	0.324	0.492	0.004	0.002	0.41	0	-0.449	-0.002	-0.003	0	0.004	0.011	0.01	0	0.004	0.003	0.015	-0.001	0	0.012	0.004	0.006	0.01	0.544	0.01	0	-0.012	0.413	-0.004	0.701	0.011	-0.008	0	0.339	-0.069	0.011	0.004	0.018	0.499	0.246	0.322	0	0.005	0.009	0	0.012	0.453	-0.004	0.015	0.005	0.067	0	-0.051	-0.066	-0.002	0	0.007	-0.002	-0.002	0.467	0.29	0.024	0.005	0.473	-0.006	0.032	0.009	0.172	0.005	-0.295	0	0.025	-0.001	0	0.478	-0.002	0.371	0	0.039	0	0.01	0.007	0.517	0.002	-0.003	0.528	0.011	0.014	0	0	-0.003	0.004	0	0	-0.009	0.02	0	0.215	0	0.014	0.01	0.002	0.01	0.029	0.017	0.004	0	0.009	0	0.005	0.404	0.003	0.761	0.001	-0.001	0.004	0.356	0	0.029	-0.002	0.049	-0.784	0.015	0.001	-0.015	-0.001	-0.001	0.007	0	0.039	0	1.018	-0.005	0	0.003	-0.004	0.002	-0.61	0.001	-0.005	-0.011	0	0.033	0.022	-0.003	0.157	0.559	0.006	0.004	-0.003	0.005	-0.001	0.592	-0.004	0.001	0.022	0	0.009	0.136	0.008	0.002	0.001	0.004	0.004	-0.464	0.012	0.001	0	0	-0.004	-0.005	0.006	0.003	0.003	0.028	0.624	0.662	0.001	0.07	-0.012	0.001	0.003	0	0.375	0.062	-0.003	0.103	0.441	-0.017	0	-0.433	0	0.003	0	0.095	0.016	0.007	0.018	0.073	-0.006	-0.534	0.001	-0.035	0	0.737	0.037	0	0.047	0.003	0	-0.01	0	0.01	0	0.015	0	0.014	-0.063	-0.004	0.007	0.005	0.001	0.003	0.001	0	0.008	0.17	-0.002	0.01	-0.002	0	0.057	0.026	-0.001	0.3	0.362	0.068	0.484	0.012	-0.003	0.004	-0.007	0.235	0.007	0	0.009	0	-0.002	0.013	0.014	0.183	0.158	0.22	-0.005	-0.652	0	-0.002	0.426	0.012	0.002	0.001	0.66	-0.003	0.482	-0.004	0.009	0.32	-0.006	0.183	-0.004	-0.005	0.013	0.001	0	-0.001	0.008	0.002	-0.003	0.007	-0.003	-0.001	0.552	0.069	0.008	0.002	0.009	0.002	0.004	-0.002	0.309	-0.006	0	0	-0.003	0.012	0.006	0.007	0.011	0.011	0.328	-0.028	0	-0.008	0	0	-0.001	-0.476	0.002	-0.002	0.465	-0.005	0.152	0.052	0.015	-0.004	0	0.438	0.002	-0.164	0.013	0	0.011	0.027	-0.004	0.024	0	0.098	-0.002	0.009	0.06	0.001	0.649	0	0	0.015	0.144	0.003	0.01	0.013	0	0.653	0.003	0.249	0.002	0.032	0.042	-0.686	0.001	0.024	0.002	0.004	-0.002	-0.419	0	-0.003	0.006	0	0	0.012	-0.006	0.011	0	0.008	0.207	0.568	-0.026	0.573	0	-0.009	-0.001	-0.004	0.011	-0.003	0.004	-0.023	0	0	-0.002	0.025	0.06	0.021	0	0	-0.004	0.04	0.005	0	0.004	0.082	0.338	0	0.03	0.002	-0.002	0.008	-0.002	-0.002	0.005	0	0.01	0.122	-0.002	0.343	0	0.001	0.012	-0.007	-0.001	0.009	0.003	0.117	0.46	-0.004	-0.001	0.031	0	-0.008	0.416	0.011	0.004	0.024	-0.001	0.005	0.011	-0.002	0.005	-0.001	-0.005	-0.003	-0.003	0.322	-0.004	0.014	0.004	0.002	0.241	0.013	-0.012	-0.002	0	-0.003	0.044	0.013	0.251	-0.034	0	0.44	-0.001	-0.012	0	0.004	0.005	0.054	0.002
NFE2L2	0.411	0.011	0.108	0.327	0.003	0.493	-0.006	-0.001	1.322	-0.002	0	0.01	0.006	-0.005	-0.067	0.044	-0.02	0.002	0.043	0.678	-0.014	-0.002	0.002	0.568	-0.004	-0.313	0.003	0.015	0.122	0.004	0.002	-0.002	0.009	0.582	0.009	-0.003	0	-0.001	-0.001	0.595	0.004	0.004	-0.005	-0.022	0	-0.001	0.003	-0.005	-0.764	0	-0.001	0	-0.003	0.005	-0.006	0.361	-0.004	0	0.001	-0.004	0.006	0	-0.776	-0.01	-0.004	0.001	0.314	-0.011	0.012	0	0.001	0	0.007	0.006	0.324	0.492	0.004	0.002	0.41	0	-0.449	-0.002	-0.003	0	0.004	0.011	0.01	0	0.004	0.003	0.015	-0.001	0	0.012	0.004	0.006	0.01	0.544	0.01	0	-0.012	0.413	-0.004	0.701	0.011	-0.008	0	0.339	-0.069	0.011	0.004	0.018	0.499	0.246	0.322	0	0.005	0.009	0	0.012	0.453	-0.004	0.015	0.005	0.067	0	-0.051	-0.066	-0.002	0	0.007	-0.002	-0.002	0.467	0.29	0.024	0.005	0.473	-0.006	0.032	0.009	0.172	0.005	-0.295	0	0.025	-0.001	0	0.478	-0.002	0.371	0	0.039	0	0.01	0.007	0.517	0.002	-0.003	0.528	0.011	0.014	0	0	-0.003	0.004	0	0	-0.009	0.02	0	0.215	0	0.014	0.01	0.002	0.01	0.029	0.017	0.004	0	0.009	0	0.005	0.404	0.003	0.761	0.001	-0.001	0.004	0.356	0	-0.324	-0.002	0.049	-0.784	0.015	0.001	-0.015	-0.001	-0.001	0.007	0	0.039	0	1.018	-0.005	0	0.003	-0.004	0.002	-0.61	0.001	-0.005	-0.011	0	0.033	0.022	-0.003	0.157	0.559	0.006	0.004	-0.003	0.005	-0.001	0.592	-0.004	0.001	0.022	0	0.009	0.136	0.008	0.002	0.001	0.004	0.004	-0.464	0.012	0.001	0	0	-0.004	-0.005	0.006	0.003	0.003	0.028	0.624	0.662	0.001	0.07	-0.012	0.001	0.003	0	0.375	0.062	-0.003	0.103	0.441	-0.017	0	-0.433	0	0.003	0	0.095	0.016	0.007	0.018	0.073	-0.006	-0.534	0.001	-0.035	0	0.737	0.037	0	0.047	0.003	0	-0.01	0	0.01	0	0.015	0	0.014	-0.063	-0.004	0.007	0.005	0.001	0.003	0.001	0	0.008	0.17	-0.002	0.01	-0.002	0	0.057	0.026	-0.001	0.3	0.362	0.068	0.484	0.012	-0.003	0.004	-0.007	0.235	0.007	0	0.009	0	-0.002	0.013	0.014	0.183	0.158	0.22	-0.005	-0.652	0	-0.002	0.426	0.012	0.002	0.001	0.66	-0.003	0.482	-0.004	0.009	0.32	-0.006	0.183	-0.004	-0.005	0.013	0.001	0	-0.001	0.008	0.002	-0.003	0.007	-0.003	-0.001	0.552	0.069	0.008	0.002	0.009	0.002	0.004	-0.002	0.309	-0.006	0	0	-0.003	0.012	0.006	0.007	0.011	0.011	0.328	-0.028	0	-0.008	0	0	-0.001	-0.476	0.002	-0.002	0.465	-0.005	0.152	0.052	0.015	-0.004	0	0.438	0.002	-0.173	0.013	0	0.011	0.027	-0.004	0.024	0	0.098	-0.002	0.009	0.06	0.001	0.649	0	0	0.015	0.144	0.003	0.01	0.013	0	0.653	0.003	0.249	0.002	0.032	0.042	-0.686	0.001	0.024	0.002	0.004	-0.002	-0.419	0	-0.003	0.006	0	0	0.012	-0.006	0.011	0	0.008	0.207	0.568	-0.026	0.573	0	-0.009	-0.001	-0.004	0.011	-0.003	0.004	-0.023	0	0	-0.002	0.025	0.06	0.021	0	0	-0.004	0.04	0.005	0	0.004	0.082	0.338	0	0.03	0.002	-0.002	0.008	-0.002	-0.002	0.005	0	0.01	0.122	-0.002	0.224	0	0.001	0.012	-0.007	-0.001	0.009	0.003	0.117	0.46	-0.004	-0.001	0.031	0	-0.008	0.416	0.011	0.004	0.022	-0.001	0.005	0.011	-0.002	0.005	-0.001	-0.005	-0.003	-0.003	0.322	-0.013	0.014	0.004	0.002	0.241	0.013	-0.012	-0.002	0	-0.003	0.044	0.013	0.251	-0.034	0	0.44	-0.001	-0.012	0	0.004	0.005	0.054	0.002
