	TCGA-A5-A0GI-01	TCGA-AX-A2H7-01	TCGA-B5-A1MY-01	TCGA-AJ-A3BI-01	TCGA-AX-A0IZ-01	TCGA-D1-A17D-01	TCGA-AX-A1CA-01	TCGA-B5-A1MR-01	TCGA-B5-A1MV-01	TCGA-D1-A16V-01	TCGA-FI-A2F4-01	TCGA-A5-AB3J-01	TCGA-PG-A917-01	TCGA-AX-A3G8-01	TCGA-B5-A11Q-01	TCGA-BG-A0MS-01	TCGA-EY-A1G7-01	TCGA-D1-A102-01	TCGA-AP-A056-01	TCGA-AP-A1E3-01	TCGA-A5-A0GX-01	TCGA-BG-A0M3-01	TCGA-4E-A92E-01	TCGA-A5-A1OG-01	TCGA-FI-A2EU-01	TCGA-D1-A179-01	TCGA-AP-A0LL-01	TCGA-B5-A0K9-01	TCGA-E6-A2P9-01	TCGA-A5-A0VQ-01	TCGA-BG-A0M0-01	TCGA-BG-A0MO-01	TCGA-AJ-A2QN-01	TCGA-AJ-A3NF-01	TCGA-DF-A2L0-01	TCGA-AX-A3G3-01	TCGA-D1-A3DG-01	TCGA-EY-A1GU-01	TCGA-EO-A22T-01	TCGA-AP-A0LT-01	TCGA-BG-A0MC-01	TCGA-A5-A0GH-01	TCGA-AX-A2IO-01	TCGA-AP-A0LG-01	TCGA-BG-A220-01	TCGA-AX-A1C8-01	TCGA-AJ-A3BK-01	TCGA-JU-AAVI-01	TCGA-E6-A1LZ-01	TCGA-D1-A17F-01	TCGA-EY-A549-01	TCGA-BS-A0V6-01	TCGA-EO-A22S-01	TCGA-D1-A17B-01	TCGA-BG-A0W2-01	TCGA-FI-A2CY-01	TCGA-D1-A160-01	TCGA-AX-A1C7-01	TCGA-EO-A22X-01	TCGA-AX-A3FS-01	TCGA-DI-A1BY-01	TCGA-B5-A11G-01	TCGA-QS-A5YR-01	TCGA-B5-A11P-01	TCGA-AX-A3FW-01	TCGA-KP-A3W0-01	TCGA-AP-A05P-01	TCGA-PG-A7D5-01	TCGA-AJ-A23N-01	TCGA-BS-A0U7-01	TCGA-D1-A2G0-01	TCGA-D1-A3JP-01	TCGA-BK-A13B-01	TCGA-B5-A0K8-01	TCGA-PG-A5BC-01	TCGA-B5-A3FC-01	TCGA-D1-A103-01	TCGA-A5-A0R6-01	TCGA-B5-A0K4-01	TCGA-B5-A1N2-01	TCGA-QS-A8F1-01	TCGA-EY-A1GW-01	TCGA-BK-A26L-01	TCGA-D1-A3DA-01	TCGA-D1-A16R-01	TCGA-FI-A3PV-01	TCGA-EO-A2CG-01	TCGA-A5-A0GU-01	TCGA-EY-A1GS-01	TCGA-BS-A0TE-01	TCGA-BG-A0MU-01	TCGA-AP-A0LN-01	TCGA-AX-A06L-01	TCGA-A5-A0GQ-01	TCGA-BG-A0MQ-01	TCGA-D1-A16E-01	TCGA-BS-A0TA-01	TCGA-BS-A0V4-01	TCGA-AP-A0LJ-01	TCGA-DI-A1NO-01	TCGA-BS-A0V8-01	TCGA-D1-A16J-01	TCGA-AJ-A3NC-01	TCGA-AP-A1DV-01	TCGA-B5-A1MW-01	TCGA-D1-A0ZQ-01	TCGA-AP-A1DR-01	TCGA-SJ-A6ZI-01	TCGA-A5-A3LP-01	TCGA-AP-A1DP-01	TCGA-AX-A2HJ-01	TCGA-D1-A17U-01	TCGA-EY-A1GP-01	TCGA-B5-A11I-01	TCGA-A5-A7WJ-01	TCGA-E6-A2P8-01	TCGA-AJ-A23O-01	TCGA-KP-A3W1-01	TCGA-BG-A2AD-01	TCGA-DI-A1NN-01	TCGA-D1-A15X-01	TCGA-AX-A064-01	TCGA-A5-A0R8-01	TCGA-B5-A3FA-01	TCGA-5B-A90C-01	TCGA-AX-A060-01	TCGA-H5-A2HR-01	TCGA-EC-A1NJ-01	TCGA-2E-A9G8-01	TCGA-BK-A4ZD-01	TCGA-DF-A2KY-01	TCGA-B5-A1MZ-01	TCGA-EY-A4KR-01	TCGA-DI-A2QY-01	TCGA-EY-A1GI-01	TCGA-EY-A2ON-01	TCGA-AX-A06J-01	TCGA-AX-A1C5-01	TCGA-AX-A2H8-01	TCGA-A5-A0GB-01	TCGA-D1-A17C-01	TCGA-EO-A3KX-01	TCGA-AP-A1DK-01	TCGA-BS-A0UT-01	TCGA-FI-A2D5-01	TCGA-AX-A1CN-01	TCGA-A5-A0GM-01	TCGA-AX-A05U-01	TCGA-D1-A0ZV-01	TCGA-AP-A5FX-01	TCGA-AP-A0LV-01	TCGA-AX-A1CJ-01	TCGA-EY-A1GQ-01	TCGA-AX-A1CE-01	TCGA-EY-A1GE-01	TCGA-AP-A0L9-01	TCGA-AJ-A8CW-01	TCGA-A5-A0G1-01	TCGA-AP-A1DH-01	TCGA-AJ-A3OJ-01	TCGA-BS-A0WQ-01	TCGA-FI-A2F8-01	TCGA-AP-A051-01	TCGA-D1-A0ZP-01	TCGA-B5-A11Z-01	TCGA-BG-A18C-01	TCGA-B5-A11U-01	TCGA-A5-A0G2-01	TCGA-AX-A2HH-01	TCGA-AJ-A3IA-01	TCGA-A5-A1OK-01	TCGA-D1-A17S-01	TCGA-AX-A2HC-01	TCGA-EY-A1G8-01	TCGA-D1-A15V-01	TCGA-D1-A1NX-01	TCGA-D1-A15Z-01	TCGA-AX-A3G7-01	TCGA-D1-A1O8-01	TCGA-BG-A187-01	TCGA-PG-A914-01	TCGA-AJ-A23M-01	TCGA-B5-A0K1-01	TCGA-B5-A121-01	TCGA-D1-A101-01	TCGA-FI-A2D4-01	TCGA-B5-A0K2-01	TCGA-A5-A1OH-01	TCGA-A5-A0GW-01	TCGA-BG-A0MK-01	TCGA-D1-A163-01	TCGA-EY-A1GL-01	TCGA-AX-A06D-01	TCGA-BS-A0TG-01	TCGA-D1-A16X-01	TCGA-D1-A175-01	TCGA-D1-A1O0-01	TCGA-D1-A167-01	TCGA-AX-A05S-01	TCGA-B5-A0K6-01	TCGA-D1-A168-01	TCGA-AP-A0LP-01	TCGA-EY-A1GC-01	TCGA-A5-A2K4-01	TCGA-AJ-A2QM-01	TCGA-AJ-A3BD-01	TCGA-D1-A17A-01	TCGA-AX-A06H-01	TCGA-AX-A2H2-01	TCGA-AX-A1CP-01	TCGA-AX-A0IS-01	TCGA-B5-A11O-01	TCGA-BG-A0M7-01	TCGA-BS-A0UJ-01	TCGA-DI-A1BU-01	TCGA-KP-A3W4-01	TCGA-AJ-A3BG-01	TCGA-A5-A0GG-01	TCGA-QF-A5YT-01	TCGA-AP-A0LS-01	TCGA-AJ-A3BH-01	TCGA-BG-A0W1-01	TCGA-BS-A0UA-01	TCGA-EY-A210-01	TCGA-BG-A18A-01	TCGA-BK-A0C9-01	TCGA-B5-A11S-01	TCGA-AX-A3G9-01	TCGA-BG-A0YV-01	TCGA-QS-A744-01	TCGA-FI-A2EW-01	TCGA-FI-A2EX-01	TCGA-AX-A3GB-01	TCGA-BS-A0U8-01	TCGA-EO-A2CH-01	TCGA-EY-A547-01	TCGA-AJ-A2QO-01	TCGA-AJ-A3NG-01	TCGA-AX-A1C9-01	TCGA-AX-A05Z-01	TCGA-EY-A214-01	TCGA-D1-A1O5-01	TCGA-A5-A0GR-01	TCGA-EO-A3AV-01	TCGA-AJ-A3QS-01	TCGA-D1-A169-01	TCGA-BG-A0M9-01	TCGA-AJ-A3NH-01	TCGA-AX-A2IN-01	TCGA-AP-A0LE-01	TCGA-D1-A0ZZ-01	TCGA-A5-A3LO-01	TCGA-AX-A3FZ-01	TCGA-BG-A221-01	TCGA-EO-A22R-01	TCGA-FI-A2D0-01	TCGA-D1-A16Q-01	TCGA-BS-A0V7-01	TCGA-D1-A17M-01	TCGA-D1-A161-01	TCGA-EO-A3AU-01	TCGA-FI-A2CX-01	TCGA-EO-A22Y-01	TCGA-AX-A3FX-01	TCGA-AP-A1DQ-01	TCGA-B5-A11F-01	TCGA-SJ-A6ZJ-01	TCGA-B5-A11J-01	TCGA-AX-A3FV-01	TCGA-BG-A0M4-01	TCGA-AP-A1E0-01	TCGA-AJ-A3TW-01	TCGA-AX-A0J0-01	TCGA-D1-A2G5-01	TCGA-DF-A2KR-01	TCGA-B5-A3FB-01	TCGA-AJ-A5DV-01	TCGA-D1-A16D-01	TCGA-D1-A3DH-01	TCGA-DI-A1C3-01	TCGA-EY-A212-01	TCGA-B5-A0JZ-01	TCGA-FI-A2EY-01	TCGA-B5-A5OE-01	TCGA-EY-A3L3-01	TCGA-DI-A0WH-01	TCGA-BG-A0M8-01	TCGA-BS-A0TC-01	TCGA-D1-A0ZO-01	TCGA-AJ-A3EL-01	TCGA-EY-A2OM-01	TCGA-AP-A0LO-01	TCGA-BG-A0LW-01	TCGA-D1-A2G6-01	TCGA-BK-A6W3-01	TCGA-AJ-A3NE-01	TCGA-B5-A0JN-01	TCGA-AX-A2HD-01	TCGA-EO-A3KU-01	TCGA-EY-A3QX-01	TCGA-SL-A6JA-01	TCGA-EY-A1GR-01	TCGA-5S-A9Q8-01	TCGA-AJ-A3EJ-01	TCGA-AX-A1CF-01	TCGA-QS-A5YQ-01	TCGA-BK-A0CB-01	TCGA-E6-A1M0-01	TCGA-BG-A0VX-01	TCGA-AP-A1DO-01	TCGA-BK-A13C-01	TCGA-EY-A1H0-01	TCGA-EY-A1GT-01	TCGA-D1-A0ZN-01	TCGA-BG-A0YU-01	TCGA-D1-A2G7-01	TCGA-EY-A1GH-01	TCGA-D1-A0ZU-01	TCGA-AX-A3G4-01	TCGA-EO-A1Y7-01	TCGA-A5-A0GD-01	TCGA-D1-A1O7-01	TCGA-B5-A3FD-01	TCGA-EY-A54A-01	TCGA-EO-A3L0-01	TCGA-B5-A0JX-01	TCGA-D1-A17N-01	TCGA-EY-A1GK-01	TCGA-D1-A0ZR-01	TCGA-AX-A05T-01	TCGA-A5-A2K3-01	TCGA-B5-A0JS-01	TCGA-AX-A0IW-01	TCGA-B5-A0KB-01	TCGA-AX-A1CK-01	TCGA-AJ-A6NU-01	TCGA-AJ-A3I9-01	TCGA-AP-A054-01	TCGA-AP-A05H-01	TCGA-A5-A2K7-01	TCGA-B5-A11W-01	TCGA-DI-A2QT-01	TCGA-AP-A1DM-01	TCGA-QF-A5YS-01	TCGA-KP-A3VZ-01	TCGA-EO-A3B0-01	TCGA-B5-A1MX-01	TCGA-AX-A2H5-01	TCGA-DF-A2KN-01	TCGA-D1-A1NY-01	TCGA-B5-A1MS-01	TCGA-D1-A15W-01	TCGA-AX-A2HF-01	TCGA-B5-A0K3-01	TCGA-AX-A1CC-01	TCGA-FI-A2F9-01	TCGA-BK-A56F-01	TCGA-AJ-A3OL-01	TCGA-DF-A2KZ-01	TCGA-BG-A2L7-01	TCGA-BG-A18B-01	TCGA-AX-A3G6-01	TCGA-PG-A915-01	TCGA-B5-A0K0-01	TCGA-DF-A2KV-01	TCGA-A5-A1OJ-01	TCGA-EY-A72D-01	TCGA-A5-A0GV-01	TCGA-D1-A177-01	TCGA-AJ-A2QK-01	TCGA-D1-A16N-01	TCGA-AX-A05Y-01	TCGA-D1-A16Y-01	TCGA-AP-A3K1-01	TCGA-EC-A24G-01	TCGA-AX-A1CR-01	TCGA-BG-A3PP-01	TCGA-AP-A0LM-01	TCGA-E6-A8L9-01	TCGA-AJ-A3BF-01	TCGA-BS-A0TJ-01	TCGA-D1-A17K-01	TCGA-A5-A0VP-01	TCGA-BG-A0M2-01	TCGA-EO-A1Y5-01	TCGA-BS-A0TI-01	TCGA-BG-A0MI-01	TCGA-AJ-A2QL-01	TCGA-A5-A0GN-01	TCGA-EO-A3AY-01	TCGA-AX-A3G1-01	TCGA-B5-A11N-01	TCGA-DI-A2QU-01	TCGA-BG-A0M6-01	TCGA-D1-A17L-01	TCGA-AP-A05A-01	TCGA-AP-A0LF-01	TCGA-AX-A2H4-01	TCGA-AX-A0IU-01	TCGA-EY-A548-01	TCGA-BG-A222-01	TCGA-AP-A0LQ-01	TCGA-EY-A1GD-01	TCGA-B5-A3S1-01	TCGA-EO-A22U-01	TCGA-AJ-A8CT-01	TCGA-B5-A11V-01	TCGA-AP-A1E4-01	TCGA-B5-A11E-01	TCGA-AP-A059-01	TCGA-AJ-A3EK-01	TCGA-A5-A0R9-01	TCGA-D1-A16O-01	TCGA-AP-A05N-01	TCGA-D1-A3JQ-01	TCGA-BS-A0U9-01	TCGA-A5-A0R7-01	TCGA-BS-A0VI-01	TCGA-KJ-A3U4-01	TCGA-D1-A16G-01	TCGA-BS-A0U5-01	TCGA-B5-A0JU-01	TCGA-D1-A176-01	TCGA-EY-A1GV-01	TCGA-EY-A215-01	TCGA-AW-A1PO-01	TCGA-D1-A16S-01	TCGA-BG-A0RY-01	TCGA-BS-A0TD-01	TCGA-BG-A0MT-01	TCGA-D1-A1NW-01	TCGA-A5-A0GP-01	TCGA-AP-A0LD-01	TCGA-AP-A0LH-01	TCGA-BG-A0MA-01	TCGA-BG-A0VT-01	TCGA-EO-A3AS-01	TCGA-AX-A1C4-01	TCGA-AX-A2HG-01	TCGA-AP-A05D-01	TCGA-A5-A0G9-01	TCGA-AX-A2HK-01	TCGA-B5-A11L-01	TCGA-EY-A5W2-01	TCGA-PG-A6IB-01	TCGA-D1-A17T-01	TCGA-B5-A1MU-01	TCGA-D1-A1NS-01	TCGA-BK-A6W4-01	TCGA-AP-A05O-01	TCGA-B5-A11H-01	TCGA-AX-A3FT-01	TCGA-EY-A2OQ-01	TCGA-A5-A7WK-01	TCGA-BK-A0CA-01	TCGA-BG-A2AE-01	TCGA-AP-A1E1-01	TCGA-KP-A3W3-01	TCGA-AX-A0J1-01	TCGA-SL-A6J9-01	TCGA-BK-A139-01	TCGA-AX-A062-01	TCGA-K6-A3WQ-01	TCGA-DF-A2KS-01	TCGA-B5-A0JT-01	TCGA-AJ-A5DW-01	TCGA-BS-A0T9-01	TCGA-EY-A1GO-01	TCGA-B5-A5OD-01	TCGA-B5-A3FH-01	TCGA-AX-A3GI-01	TCGA-EY-A1GX-01	TCGA-D1-A16B-01	TCGA-AP-A0LI-01	TCGA-EO-A1Y8-01	TCGA-AJ-A3EM-01	TCGA-D1-A16I-01	TCGA-BG-A0MG-01	TCGA-D1-A1NZ-01	TCGA-BG-A0VZ-01	TCGA-A5-A0RA-01	TCGA-BS-A0UV-01	TCGA-D1-A17R-01	TCGA-BK-A0CC-01	TCGA-D1-A1NU-01	TCGA-B5-A5OC-01	TCGA-BG-A0VV-01	TCGA-AJ-A8CV-01	TCGA-E6-A1LX-01	TCGA-AP-A053-01	TCGA-EC-A1QX-01	TCGA-AX-A063-01	TCGA-EY-A2OP-01	TCGA-B5-A3F9-01	TCGA-AP-A0L8-01	TCGA-AJ-A3OK-01	TCGA-D1-A17Q-01	TCGA-BS-A0UF-01	TCGA-AX-A2HA-01	TCGA-AX-A05W-01	TCGA-A5-A1OF-01	TCGA-PG-A916-01	TCGA-A5-A2K2-01	TCGA-EY-A1GJ-01	TCGA-BG-A186-01	TCGA-DF-A2KU-01	TCGA-A5-A0GE-01	TCGA-FI-A2D6-01	TCGA-A5-A0GA-01	TCGA-D1-A174-01	TCGA-B5-A0JY-01	TCGA-BG-A3EW-01	TCGA-FI-A2D2-01	TCGA-EY-A1GM-01	TCGA-A5-A0GJ-01	TCGA-AX-A06B-01	TCGA-EY-A2OO-01	TCGA-D1-A165-01	TCGA-B5-A0K7-01	TCGA-D1-A0ZS-01	TCGA-AX-A1CI-01	TCGA-EY-A1GF-01	TCGA-B5-A0JR-01	TCGA-BS-A0UL-01	TCGA-B5-A0JV-01	TCGA-AP-A05J-01	TCGA-FI-A3PX-01	TCGA-D1-A17H-01	TCGA-A5-A2K5-01	TCGA-AX-A06F-01	TCGA-BG-A0VW-01	TCGA-AP-A052-01	TCGA-BG-A0LX-01	TCGA-B5-A11Y-01	TCGA-EO-A3B1-01	TCGA-EO-A3AZ-01	TCGA-EO-A3KW-01	TCGA-A5-A0G5-01	TCGA-B5-A11R-01
DPP4	0	0.048	0.046	0.014	0	-0.001	0.067	-0.009	0.002	-0.011	0.001	0.002	-0.004	0.025	0.001	0.008	0.867	0.008	0.012	0.011	0.017	0.007	0	0.292	-0.038	-0.034	-0.002	0.477	-0.005	0.001	-0.024	-0.001	-0.001	0.259	0.068	0.229	-0.937	-0.002	0.001	-0.001	0.001	0.011	-0.018	-0.011	0.009	0.003	0.696	0.49	0.702	0	-0.004	0	0.002	-0.002	0.007	-0.037	0.007	-0.05	0.05	0	-0.001	0.017	0.002	0	-0.033	-0.02	0.033	-0.205	0.632	0.006	0.012	0.289	0.002	0.042	0.011	0.002	0	0.009	-0.012	0.572	0.972	-0.775	0.276	0.051	-0.002	-0.354	0.438	-0.019	0.961	0.563	-0.01	0.007	0.005	0.006	0.004	0.004	-0.004	-0.002	0.004	0.089	0.481	0	0.005	0	0.001	-0.052	-0.002	-0.003	0.332	0.003	-0.001	-0.002	0.011	0.164	-0.004	0.003	0.043	0.27	-0.001	0.138	0.002	-0.003	0	0.007	0.322	-0.003	0.002	0.001	-0.015	0.592	0.002	0.006	0.142	0.36	0	-0.002	-0.002	0.005	-0.008	0.002	-0.001	0	-0.005	0.693	0.014	-0.001	-0.005	-0.006	0.004	0.169	-0.001	0.009	-0.016	0.004	0.001	0.011	0	0.005	-0.001	0.002	0.005	0.173	-0.001	0.63	0	-0.676	0.007	0.033	0.788	1.242	-0.002	0.005	0.012	0.014	-0.009	-0.008	0.008	0.089	0.001	0.01	-0.074	0.188	0.002	0.005	0.002	0.745	0.001	0.391	0.045	-0.002	-0.002	-0.005	-0.001	0.002	0.029	0	-0.275	-0.008	0.001	-0.007	0.731	0	-0.438	0.043	-0.03	-0.237	0.002	0	-0.474	-0.025	-0.001	0	-0.003	0.002	0	-0.023	-0.006	0	0	0.004	0.508	0.004	0.002	0	0.008	0.627	0.004	0	0.038	0	0.014	0.048	0.002	0.002	0.786	-0.044	0.002	0.059	-0.007	0.005	0.305	-0.002	0.543	0.002	-0.196	0.062	0.002	0.088	0.034	0.002	-0.01	0	-0.008	0.058	0.008	0.001	-0.002	0.265	-0.004	0.007	0.004	0.023	-0.005	-0.038	0.319	0.004	0.007	0.016	0.073	0.005	0.034	0.495	0.002	-0.01	0.811	0.001	0.008	-0.003	-0.043	0.001	0.104	-0.002	0.038	0.652	1.535	0	0.092	0.003	0.43	0.008	0	0	-0.003	0.482	0.022	0.015	0.57	0.005	0.302	0	-0.005	-0.414	0	0.233	0.066	-0.001	0.077	0.024	0.004	-0.002	-0.001	0.004	0.003	0.001	-0.001	-0.019	0.653	0.005	0.48	-0.033	-0.044	0.003	0	0.177	0.005	-0.005	-0.001	-0.002	0	0	0.095	-0.001	1.108	0.213	-0.014	-0.005	0	0.007	0.007	-0.007	0.001	0.03	0.003	0.001	0.281	0.004	0	-0.034	0	0.002	-0.399	0.002	-0.023	0	0.004	-0.06	0.002	0	0.003	-0.01	-0.001	-0.023	-0.174	0	0.001	0	0.586	0.832	-0.003	-0.029	-0.051	-0.009	-0.001	0.389	0.003	-0.013	0.209	0.009	0.426	0.04	0.001	-0.051	-0.003	0.612	0.227	0.035	0.002	-0.007	0.417	0.006	-0.134	-0.001	-0.033	0.408	-0.001	-0.059	0.026	-0.279	-0.019	0.005	0.001	-0.002	0.02	0.297	0	0.001	0.019	0.008	-0.002	0.005	-0.001	0.006	0.002	-0.004	0.155	-0.191	0.21	0.028	-0.04	-0.002	0.003	0.002	0.002	0.026	-0.002	-0.838	0.08	0.723	0.001	-0.021	0.016	-0.001	0.086	-0.013	0	0.215	-0.07	0.021	0.002	-0.005	0.035	0.24	0.002	0.001	0	0.001	0.243	0	0.002	0.001	0.004	0	-0.432	-0.022	0.007	0.601	0.022	0.02	-0.002	-0.043	0.115	-0.006	0.748	-0.517	0.564	0.004	0	0.341	1.119	0.002	0.456	0.005	0.002	0.151	-0.014	0.014	0.139	0.005	0	-0.002	0	0	0.712	0.774	0.012	0.005	0	0	0	-0.034	0.002	-0.001	-0.002	0.004	-0.103	0	0	0.002	0.096	0.654	0.003	0.001	0.146	-0.025	-0.009	0.016	0.004	0.003	0.002	-0.003	0	-0.001	0.094	0.634	-0.032	-0.012	0.067	-0.002	0.665	0	-0.001	0.001	-0.003	0	0.004	-0.031	0.272	0	0	0	-0.003	-0.048	0.002	0.003	0.203	0.047	-0.014	-0.035	-0.017
ATP5G3	0	0.048	0.046	0.014	0	-0.001	0.185	-0.009	0.002	-0.011	0.001	0.002	-0.004	0.025	0.001	0.008	0.867	0.008	0.012	0.011	0.017	0.007	0	0.292	-0.022	-0.034	-0.002	0.477	-0.005	0.001	-0.024	-0.001	-0.001	0.726	0.068	0.229	-0.937	-0.002	0.001	-0.001	0.001	0.041	-0.018	0.003	0.009	0.003	0.696	0.49	0.384	0	-0.004	0	0.002	-0.002	0.007	-0.037	0.007	-0.05	0.05	0	-0.001	0.016	0.002	0	0.845	-0.02	0.033	-0.205	0.632	0.006	0.012	0.293	0.002	0.042	-0.001	0.002	0	0.021	-0.012	0.597	0.351	-0.775	0.276	0.051	0.041	-0.354	0.438	-0.019	0.962	0.563	-0.01	0.007	0.005	0.006	0.004	0.004	0.014	-0.002	0.004	0.129	0.481	0	0.005	0	0.001	-0.045	-0.002	0	0.223	0.003	-0.001	-0.002	0.011	0.164	-0.004	0.003	0.043	0.208	0.034	0.138	0.002	-0.003	0	0.007	0.322	-0.003	0.013	0.001	-0.015	0.592	0.002	0.006	0.142	0.36	0	0.013	-0.002	0.005	-0.008	0.002	-0.001	0	-0.005	0.69	0.014	-0.001	-0.005	-0.01	0.004	0.169	-0.001	0.009	-0.021	0.004	0.001	0.035	0	0.005	-0.001	0.002	0.005	0.894	-0.001	0.632	0	-0.71	0.007	0.033	0.788	1.217	-0.002	0.005	0.012	0.014	-0.009	-0.008	0.008	0.089	0.001	0.01	1.035	0.188	0.002	0.005	0.002	0.745	0.001	0.391	0.045	-0.002	-0.002	-0.005	-0.001	0.002	0.029	0	-0.275	-0.008	0	-0.007	0.731	0	-0.438	0.043	-0.03	-0.237	0.002	0.006	0.001	-0.025	-0.001	0	0.003	0.002	0	-0.023	-0.006	0	0	0.004	0.508	0.004	0.002	-0.016	0.008	0.627	0.004	0	0.051	0	0.014	0.048	0.002	0.002	0.786	-0.044	0.002	0.059	-0.007	0.005	0.305	-0.002	0.018	0.002	-0.196	0.062	0.002	0.088	0.015	0.002	-0.01	0	-0.008	0.046	0.008	0.001	-0.002	0.265	-0.004	0.007	0.004	0.023	-0.005	-0.038	0.319	0.004	0.007	0.016	0.045	0.005	0.034	0.495	0.024	-0.01	-0.061	0.002	0.008	-0.004	-0.043	0.001	0.056	-0.002	0.038	0.652	-0.002	0	0.092	0.003	0.43	0.008	0	0	-0.003	0.482	0.022	0.015	0.618	0.005	0.302	0	-0.005	-0.417	0	1.801	0.066	-0.001	0.077	0.024	0.004	-0.002	-0.001	0.004	0.003	0.001	-0.001	-0.003	0.653	0.005	0.5	-0.033	0.014	0.003	0	0.177	0.005	-0.005	-0.001	-0.002	0	0	0.095	-0.001	1.108	0.213	-0.014	-0.005	0	0.007	0.007	-0.007	0.001	0.03	0.003	0.001	0.833	0.004	0	-0.048	0	0.005	-0.399	0.002	-0.023	0	0.003	-0.005	0.002	0	0.003	-0.01	-0.001	-0.023	-0.174	0	0.001	0	0.586	0.837	-0.003	-0.029	-0.051	-0.009	-0.001	0.389	0.003	-0.013	0.209	0.009	0.215	0.04	0.001	-0.051	-0.003	0.612	0.775	0.035	0.002	-0.007	0.417	0.006	-0.134	-0.001	-0.033	0.408	-0.001	-0.057	0.026	-0.279	-0.019	0.005	0.001	-0.002	0.02	0.278	0	0.001	0.019	0.008	-0.002	0.005	-0.001	0.006	0.002	-0.004	0.155	-0.191	0.21	0.026	-0.04	-0.002	0.003	0.002	0.002	0.026	-0.002	-0.838	0.08	0.723	0.001	-0.021	0.016	-0.001	0.086	-0.013	0	0.215	0.649	0.021	0.002	-0.005	0.035	0.249	0.002	0.001	0	0.001	0.243	0	0.002	0.001	0.004	0	-0.432	-0.022	0.007	0.601	0.022	0.02	-0.002	-0.043	0.115	0.001	0.748	-0.192	0.564	0.004	0	0.341	0.494	0.002	0.456	0.005	0.002	0.151	-0.014	0.027	0.133	0.005	0	-0.002	0	0	0.712	0.774	0.012	0.005	0	0	0	-0.034	0.002	-0.001	-0.002	0.004	-0.103	0	0	0.002	0.096	0.654	0.003	0.001	0.146	-0.025	-0.009	0.016	0.004	0.003	0.002	-0.003	0	-0.001	0.094	0.634	0.717	-0.012	0.067	-0.002	0.665	0	-0.001	0.001	-0.003	0	0.004	-0.031	0.272	0	0	0	-0.003	-0.073	0.002	0.003	0.203	0.047	-0.014	-0.035	-0.017
