"","x","runningScore","position","ymin","ymax","geneList","Description"
"678",678,0.577926181198009,0,0,0,0.889832692821678,"DNA replication"
"679",679,0.577845405753744,0,0,0,0.889585182344378,"DNA replication"
"680",680,0.577764630309479,0,0,0,0.889117900152673,"DNA replication"
"681",681,0.577683854865214,0,0,0,0.888745299118932,"DNA replication"
"682",682,0.577603079420949,0,0,0,0.888205374236699,"DNA replication"
"683",683,0.577522303976684,0,0,0,0.887651809608472,"DNA replication"
"684",684,0.577441528532419,0,0,0,0.887440172153794,"DNA replication"
"685",685,0.577360753088154,0,0,0,0.887314041612324,"DNA replication"
"686",686,0.577279977643889,0,0,0,0.886399977110282,"DNA replication"
"687",687,0.577199202199624,0,0,0,0.885580775012697,"DNA replication"
"688",688,0.57711842675536,0,0,0,0.8847478296694,"DNA replication"
"689",689,0.577037651311095,0,0,0,0.884623186519217,"DNA replication"
"690",690,0.57695687586683,0,0,0,0.884585172930657,"DNA replication"
"691",691,0.576876100422565,0,0,0,0.884550770397774,"DNA replication"
"692",692,0.5767953249783,0,0,0,0.8827252881576,"DNA replication"
"693",693,0.576714549534035,0,0,0,0.879529213998742,"DNA replication"
"694",694,0.57663377408977,0,0,0,0.878768412526951,"DNA replication"
"695",695,0.576552998645505,0,0,0,0.878746698049915,"DNA replication"
"696",696,0.57647222320124,0,0,0,0.878276932741845,"DNA replication"
"697",697,0.576391447756975,0,0,0,0.877474815898937,"DNA replication"
"698",698,0.57631067231271,0,0,0,0.877449086408498,"DNA replication"
"699",699,0.576229896868445,0,0,0,0.87714597095611,"DNA replication"
"700",700,0.57614912142418,0,0,0,0.876948592953502,"DNA replication"
"701",701,0.576068345979915,0,0,0,0.876471598722736,"DNA replication"
"702",702,0.57598757053565,0,0,0,0.876003390548802,"DNA replication"
"703",703,0.575906795091385,0,0,0,0.875307414982871,"DNA replication"
"704",704,0.57582601964712,0,0,0,0.873755336023417,"DNA replication"
"705",705,0.575745244202855,0,0,0,0.873281180593189,"DNA replication"
"706",706,0.575664468758591,0,0,0,0.872706188026203,"DNA replication"
"707",707,0.575583693314326,0,0,0,0.871079235781871,"DNA replication"
"708",708,0.575502917870061,0,0,0,0.870632926853764,"DNA replication"
"709",709,0.575422142425796,0,0,0,0.869990772573638,"DNA replication"
"710",710,0.575341366981531,0,0,0,0.869920899792042,"DNA replication"
"711",711,0.575260591537266,0,0,0,0.866267254375491,"DNA replication"
"712",712,0.575179816093001,0,0,0,0.865823620820658,"DNA replication"
"713",713,0.575099040648736,0,0,0,0.864659327022233,"DNA replication"
"714",714,0.575018265204471,0,0,0,0.863931430381974,"DNA replication"
"715",715,0.574937489760206,0,0,0,0.862957422382798,"DNA replication"
"716",716,0.574856714315941,0,0,0,0.861547788437372,"DNA replication"
"717",717,0.574775938871676,0,0,0,0.861271158828375,"DNA replication"
"718",718,0.574695163427411,0,0,0,0.861267953618488,"DNA replication"
"719",719,0.574614387983146,0,0,0,0.860752901832795,"DNA replication"
"720",720,0.574533612538881,0,0,0,0.859639070369348,"DNA replication"
"721",721,0.574452837094616,0,0,0,0.858926640817556,"DNA replication"
"722",722,0.574372061650351,0,0,0,0.857024326390539,"DNA replication"
"723",723,0.574291286206086,0,0,0,0.856501498377211,"DNA replication"
"724",724,0.574210510761822,0,0,0,0.85614894692862,"DNA replication"
"725",725,0.574129735317557,0,0,0,0.854591639846043,"DNA replication"
"726",726,0.574048959873292,0,0,0,0.85455305948656,"DNA replication"
"727",727,0.573968184429027,0,0,0,0.854549589995293,"DNA replication"
"728",728,0.573887408984762,0,0,0,0.853859551527868,"DNA replication"
"729",729,0.573806633540497,0,0,0,0.853047615536959,"DNA replication"
"730",730,0.573725858096232,0,0,0,0.851585191788904,"DNA replication"
"731",731,0.573645082651967,0,0,0,0.851103526947566,"DNA replication"
"732",732,0.573564307207702,0,0,0,0.850763730195103,"DNA replication"
"733",733,0.573483531763437,0,0,0,0.850175526655668,"DNA replication"
"734",734,0.573402756319172,0,0,0,0.849320869208974,"DNA replication"
"735",735,0.573321980874907,0,0,0,0.84911838160374,"DNA replication"
"736",736,0.573241205430642,0,0,0,0.848761618117027,"DNA replication"
"737",737,0.573160429986377,0,0,0,0.848520385759827,"DNA replication"
"738",738,0.573079654542112,0,0,0,0.848134252503704,"DNA replication"
"739",739,0.572998879097847,0,0,0,0.847236006280059,"DNA replication"
"740",740,0.572918103653582,0,0,0,0.847213129347175,"DNA replication"
"741",741,0.572837328209318,0,0,0,0.847198924940512,"DNA replication"
"742",742,0.572756552765053,0,0,0,0.846671479536937,"DNA replication"
"743",743,0.572675777320788,0,0,0,0.846614747515703,"DNA replication"
"744",744,0.572595001876523,0,0,0,0.846560505045208,"DNA replication"
"745",745,0.572514226432258,0,0,0,0.843636273045262,"DNA replication"
"746",746,0.572433450987993,0,0,0,0.843444916275311,"DNA replication"
"747",747,0.572352675543728,0,0,0,0.843394673819867,"DNA replication"
"748",748,0.572271900099463,0,0,0,0.84282830927874,"DNA replication"
"749",749,0.572191124655198,0,0,0,0.842319344550828,"DNA replication"
"750",750,0.572110349210933,0,0,0,0.841226640453275,"DNA replication"
"751",751,0.572029573766668,0,0,0,0.839889486342482,"DNA replication"
"752",752,0.571948798322403,0,0,0,0.839875313468102,"DNA replication"
"753",753,0.571868022878138,0,0,0,0.839805548965333,"DNA replication"
"754",754,0.571787247433873,0,0,0,0.838423379653052,"DNA replication"
"755",755,0.571706471989608,0,0,0,0.837841779601864,"DNA replication"
"756",756,0.605869039147858,1,-0.0365447124459631,0.0365447124459631,0.837041105154788,"DNA replication"
"757",757,0.605788263703593,0,0,0,0.83683176208536,"DNA replication"
"758",758,0.605707488259328,0,0,0,0.835887143688588,"DNA replication"
"759",759,0.605626712815063,0,0,0,0.835798906988304,"DNA replication"
"760",760,0.605545937370798,0,0,0,0.835612936163857,"DNA replication"
"761",761,0.605465161926533,0,0,0,0.835160257425959,"DNA replication"
"762",762,0.605384386482268,0,0,0,0.834102789176714,"DNA replication"
"763",763,0.605303611038003,0,0,0,0.832364195281112,"DNA replication"
"764",764,0.605222835593738,0,0,0,0.831114982046407,"DNA replication"
"765",765,0.605142060149473,0,0,0,0.831099559733387,"DNA replication"
"766",766,0.605061284705208,0,0,0,0.829279459252725,"DNA replication"
"767",767,0.604980509260943,0,0,0,0.827944560649553,"DNA replication"
"768",768,0.604899733816678,0,0,0,0.827745022770712,"DNA replication"
"769",769,0.604818958372413,0,0,0,0.826049641335379,"DNA replication"
"770",770,0.604738182928149,0,0,0,0.824779183729868,"DNA replication"
"771",771,0.604657407483884,0,0,0,0.824293990846316,"DNA replication"
"772",772,0.604576632039619,0,0,0,0.823358680313708,"DNA replication"
"773",773,0.604495856595354,0,0,0,0.821901036392768,"DNA replication"
"774",774,0.604415081151089,0,0,0,0.821437546248535,"DNA replication"
"775",775,0.604334305706824,0,0,0,0.82140768602541,"DNA replication"
"776",776,0.604253530262559,0,0,0,0.821020015802991,"DNA replication"
"777",777,0.604172754818294,0,0,0,0.820265719509343,"DNA replication"
"778",778,0.604091979374029,0,0,0,0.819373176266671,"DNA replication"
"779",779,0.604011203929764,0,0,0,0.818862134877712,"DNA replication"
"780",780,0.603930428485499,0,0,0,0.818311381303004,"DNA replication"
"781",781,0.603849653041234,0,0,0,0.818164420637697,"DNA replication"
"782",782,0.603768877596969,0,0,0,0.817862788434956,"DNA replication"
"783",783,0.637144707389631,1,-0.0365447124459631,0.0365447124459631,0.817764699171964,"DNA replication"
"784",784,0.637063931945366,0,0,0,0.817270601656665,"DNA replication"
"785",785,0.636983156501101,0,0,0,0.816884469809299,"DNA replication"
"786",786,0.636902381056836,0,0,0,0.815819496705581,"DNA replication"
"787",787,0.636821605612571,0,0,0,0.815636399363403,"DNA replication"
"788",788,0.636740830168306,0,0,0,0.815231765711451,"DNA replication"
"789",789,0.636660054724041,0,0,0,0.815040799270467,"DNA replication"
"790",790,0.636579279279777,0,0,0,0.814776129979186,"DNA replication"
"791",791,0.636498503835512,0,0,0,0.814728158444632,"DNA replication"
"792",792,0.636417728391247,0,0,0,0.814475637635951,"DNA replication"
"793",793,0.636336952946982,0,0,0,0.814270324635096,"DNA replication"
"794",794,0.636256177502717,0,0,0,0.814031773598932,"DNA replication"
"795",795,0.636175402058452,0,0,0,0.813026801514316,"DNA replication"
"796",796,0.636094626614187,0,0,0,0.812012856953639,"DNA replication"
"797",797,0.636013851169922,0,0,0,0.810851582594475,"DNA replication"
"798",798,0.635933075725657,0,0,0,0.809662972375818,"DNA replication"
"799",799,0.635852300281392,0,0,0,0.809555590548208,"DNA replication"
"800",800,0.635771524837127,0,0,0,0.808957386015342,"DNA replication"
"801",801,0.635690749392862,0,0,0,0.808719365046841,"DNA replication"
"802",802,0.635609973948597,0,0,0,0.808412508608124,"DNA replication"
"803",803,0.635529198504332,0,0,0,0.808347683192336,"DNA replication"
"804",804,0.635448423060067,0,0,0,0.807833694855239,"DNA replication"
"805",805,0.635367647615802,0,0,0,0.806455893375485,"DNA replication"
"806",806,0.635286872171537,0,0,0,0.806306627936667,"DNA replication"
"807",807,0.635206096727272,0,0,0,0.806016648251423,"DNA replication"
"808",808,0.635125321283007,0,0,0,0.805589840565405,"DNA replication"
"809",809,0.635044545838743,0,0,0,0.805575363921137,"DNA replication"
"810",810,0.634963770394478,0,0,0,0.805344028126835,"DNA replication"
"811",811,0.634882994950213,0,0,0,0.804922203958904,"DNA replication"
"812",812,0.634802219505948,0,0,0,0.804825294766659,"DNA replication"
"813",813,0.634721444061683,0,0,0,0.803935639522761,"DNA replication"
"814",814,0.634640668617418,0,0,0,0.803788223109081,"DNA replication"
"815",815,0.634559893173153,0,0,0,0.803736918111782,"DNA replication"
"816",816,0.634479117728888,0,0,0,0.803534759117309,"DNA replication"
"817",817,0.634398342284623,0,0,0,0.803461772489209,"DNA replication"
"818",818,0.634317566840358,0,0,0,0.802755087368466,"DNA replication"
"819",819,0.634236791396093,0,0,0,0.800460841226518,"DNA replication"
"820",820,0.634156015951828,0,0,0,0.799112437471083,"DNA replication"
"821",821,0.634075240507563,0,0,0,0.798354036982218,"DNA replication"
"822",822,0.633994465063298,0,0,0,0.797545503909579,"DNA replication"
"823",823,0.633913689619033,0,0,0,0.797537245459938,"DNA replication"
"824",824,0.633832914174768,0,0,0,0.797091366114586,"DNA replication"
"825",825,0.633752138730504,0,0,0,0.795385638897856,"DNA replication"
"826",826,0.633671363286239,0,0,0,0.794825066413237,"DNA replication"
"827",827,0.633590587841974,0,0,0,0.794810268866528,"DNA replication"
"828",828,0.633509812397709,0,0,0,0.792429796175751,"DNA replication"
"829",829,0.633429036953444,0,0,0,0.79237438475766,"DNA replication"
"830",830,0.633348261509179,0,0,0,0.792138025594616,"DNA replication"
"831",831,0.633267486064914,0,0,0,0.791992468841854,"DNA replication"
"832",832,0.633186710620649,0,0,0,0.791781483142744,"DNA replication"
"833",833,0.633105935176384,0,0,0,0.791278714955126,"DNA replication"
"834",834,0.633025159732119,0,0,0,0.791251560812384,"DNA replication"
"835",835,0.632944384287854,0,0,0,0.790912767454628,"DNA replication"
"836",836,0.632863608843589,0,0,0,0.790608169469696,"DNA replication"
"837",837,0.632782833399324,0,0,0,0.79005877418688,"DNA replication"
"838",838,0.632702057955059,0,0,0,0.789908327646717,"DNA replication"
"839",839,0.632621282510794,0,0,0,0.789013649616794,"DNA replication"
"840",840,0.632540507066529,0,0,0,0.788372116034013,"DNA replication"
"841",841,0.632459731622264,0,0,0,0.787770242249745,"DNA replication"
"842",842,0.632378956177999,0,0,0,0.787713716700034,"DNA replication"
"843",843,0.632298180733734,0,0,0,0.787694925496556,"DNA replication"
"844",844,0.63221740528947,0,0,0,0.787685751150861,"DNA replication"
"845",845,0.632136629845205,0,0,0,0.787384220304148,"DNA replication"
"846",846,0.63205585440094,0,0,0,0.787030214945741,"DNA replication"
"847",847,0.631975078956675,0,0,0,0.786454389873563,"DNA replication"
"848",848,0.63189430351241,0,0,0,0.78632927296919,"DNA replication"
"849",849,0.631813528068145,0,0,0,0.786118408353837,"DNA replication"
"850",850,0.63173275262388,0,0,0,0.785596218304482,"DNA replication"
"851",851,0.631651977179615,0,0,0,0.785323382329915,"DNA replication"
"852",852,0.63157120173535,0,0,0,0.784675944400508,"DNA replication"
"853",853,0.631490426291085,0,0,0,0.78444006305759,"DNA replication"
"854",854,0.63140965084682,0,0,0,0.784360549951976,"DNA replication"
"855",855,0.631328875402555,0,0,0,0.783597960057135,"DNA replication"
"856",856,0.63124809995829,0,0,0,0.783105701316874,"DNA replication"
"857",857,0.631167324514025,0,0,0,0.782681228329609,"DNA replication"
"858",858,0.63108654906976,0,0,0,0.782500836904935,"DNA replication"
"859",859,0.631005773625495,0,0,0,0.782280868237075,"DNA replication"
"860",860,0.63092499818123,0,0,0,0.782213131674836,"DNA replication"
"861",861,0.630844222736965,0,0,0,0.780781627804727,"DNA replication"
"862",862,0.630763447292701,0,0,0,0.780337142476434,"DNA replication"
"863",863,0.630682671848436,0,0,0,0.779965922696488,"DNA replication"
"864",864,0.630601896404171,0,0,0,0.779547127954069,"DNA replication"
"865",865,0.630521120959906,0,0,0,0.779489919275088,"DNA replication"
"866",866,0.630440345515641,0,0,0,0.779307547702789,"DNA replication"
"867",867,0.630359570071376,0,0,0,0.778481087043663,"DNA replication"
"868",868,0.630278794627111,0,0,0,0.777918281752361,"DNA replication"
"869",869,0.630198019182846,0,0,0,0.777777818210969,"DNA replication"
"870",870,0.630117243738581,0,0,0,0.776155415857413,"DNA replication"
"871",871,0.630036468294316,0,0,0,0.775515485590853,"DNA replication"
"872",872,0.629955692850051,0,0,0,0.775404311359679,"DNA replication"
"873",873,0.629874917405786,0,0,0,0.775338338122514,"DNA replication"
"874",874,0.629794141961521,0,0,0,0.77409667082101,"DNA replication"
"875",875,0.629713366517256,0,0,0,0.773909861985922,"DNA replication"
"876",876,0.629632591072991,0,0,0,0.773898545802975,"DNA replication"
"877",877,0.629551815628726,0,0,0,0.77375779343458,"DNA replication"
"878",878,0.629471040184461,0,0,0,0.773006976849846,"DNA replication"
"879",879,0.629390264740197,0,0,0,0.772285157619442,"DNA replication"
"880",880,0.629309489295932,0,0,0,0.771598128161587,"DNA replication"
"881",881,0.629228713851667,0,0,0,0.771220591146909,"DNA replication"
"882",882,0.629147938407402,0,0,0,0.770482830440479,"DNA replication"
"883",883,0.629067162963137,0,0,0,0.769815759387419,"DNA replication"
"884",884,0.628986387518872,0,0,0,0.768902392220542,"DNA replication"
"885",885,0.628905612074607,0,0,0,0.768339199442639,"DNA replication"
"886",886,0.628824836630342,0,0,0,0.768229439412781,"DNA replication"
"887",887,0.628744061186077,0,0,0,0.767757722418432,"DNA replication"
"888",888,0.628663285741812,0,0,0,0.767543440464164,"DNA replication"
"889",889,0.628582510297547,0,0,0,0.767236717395616,"DNA replication"
"890",890,0.628501734853282,0,0,0,0.766906114142961,"DNA replication"
"891",891,0.628420959409017,0,0,0,0.766829013007142,"DNA replication"
"892",892,0.628340183964752,0,0,0,0.766771019595206,"DNA replication"
"893",893,0.628259408520487,0,0,0,0.76638681743807,"DNA replication"
"894",894,0.628178633076222,0,0,0,0.765351471309727,"DNA replication"
"895",895,0.628097857631957,0,0,0,0.765226418436822,"DNA replication"
"896",896,0.628017082187692,0,0,0,0.764054415474329,"DNA replication"
"897",897,0.627936306743428,0,0,0,0.76260062700704,"DNA replication"
"898",898,0.627855531299163,0,0,0,0.761647918819746,"DNA replication"
"899",899,0.627774755854898,0,0,0,0.760868523015534,"DNA replication"
"900",900,0.627693980410633,0,0,0,0.760584915523274,"DNA replication"
"901",901,0.627613204966368,0,0,0,0.760569447180762,"DNA replication"
"902",902,0.627532429522103,0,0,0,0.759854212813538,"DNA replication"
"903",903,0.627451654077838,0,0,0,0.759758805313348,"DNA replication"
"904",904,0.627370878633573,0,0,0,0.759494818738256,"DNA replication"
"905",905,0.627290103189308,0,0,0,0.759084750058712,"DNA replication"
"906",906,0.627209327745043,0,0,0,0.758567051863207,"DNA replication"
"907",907,0.627128552300778,0,0,0,0.758330181846732,"DNA replication"
"908",908,0.627047776856513,0,0,0,0.758124933827793,"DNA replication"
"909",909,0.626967001412248,0,0,0,0.758078016330858,"DNA replication"
"910",910,0.626886225967983,0,0,0,0.757870621932206,"DNA replication"
"911",911,0.626805450523718,0,0,0,0.75782453933068,"DNA replication"
"912",912,0.626724675079453,0,0,0,0.757772914557037,"DNA replication"
"913",913,0.626643899635188,0,0,0,0.757564725993584,"DNA replication"
"914",914,0.626563124190924,0,0,0,0.757129272076276,"DNA replication"
"915",915,0.626482348746659,0,0,0,0.75662260913005,"DNA replication"
"916",916,0.626401573302394,0,0,0,0.756062848713393,"DNA replication"
"917",917,0.626320797858129,0,0,0,0.7551338999242,"DNA replication"
"918",918,0.626240022413864,0,0,0,0.753567067522808,"DNA replication"
"919",919,0.626159246969599,0,0,0,0.753403526738456,"DNA replication"
"920",920,0.626078471525334,0,0,0,0.752662586426386,"DNA replication"
"921",921,0.625997696081069,0,0,0,0.752193978598459,"DNA replication"
"922",922,0.625916920636804,0,0,0,0.751811822730781,"DNA replication"
"923",923,0.625836145192539,0,0,0,0.751714579906618,"DNA replication"
"924",924,0.625755369748274,0,0,0,0.751375076212868,"DNA replication"
"925",925,0.625674594304009,0,0,0,0.751078064448463,"DNA replication"
"926",926,0.625593818859744,0,0,0,0.750865700670403,"DNA replication"
"927",927,0.625513043415479,0,0,0,0.750546509349097,"DNA replication"
"928",928,0.625432267971214,0,0,0,0.750435398091535,"DNA replication"
"929",929,0.625351492526949,0,0,0,0.750415861093585,"DNA replication"
"930",930,0.625270717082684,0,0,0,0.749926573689714,"DNA replication"
"931",931,0.625189941638419,0,0,0,0.749560855252093,"DNA replication"
"932",932,0.625109166194155,0,0,0,0.74884779534979,"DNA replication"
"933",933,0.62502839074989,0,0,0,0.748518482966132,"DNA replication"
"934",934,0.624947615305625,0,0,0,0.747734876893638,"DNA replication"
"935",935,0.62486683986136,0,0,0,0.747387906543601,"DNA replication"
"936",936,0.624786064417095,0,0,0,0.747303353233827,"DNA replication"
"937",937,0.62470528897283,0,0,0,0.746945762049425,"DNA replication"
"938",938,0.624624513528565,0,0,0,0.746908084332778,"DNA replication"
"939",939,0.6245437380843,0,0,0,0.746784972572421,"DNA replication"
"940",940,0.624462962640035,0,0,0,0.746675521876586,"DNA replication"
"941",941,0.62438218719577,0,0,0,0.746567191142748,"DNA replication"
"942",942,0.624301411751505,0,0,0,0.746160637465606,"DNA replication"
"943",943,0.62422063630724,0,0,0,0.7459654699726,"DNA replication"
"944",944,0.624139860862975,0,0,0,0.745299508325751,"DNA replication"
"945",945,0.62405908541871,0,0,0,0.745245019975448,"DNA replication"
"946",946,0.623978309974445,0,0,0,0.745231624393573,"DNA replication"
"947",947,0.62389753453018,0,0,0,0.744958937683803,"DNA replication"
"948",948,0.623816759085915,0,0,0,0.743879417980985,"DNA replication"
"949",949,0.623735983641651,0,0,0,0.743869455761294,"DNA replication"
"950",950,0.623655208197386,0,0,0,0.743707037573777,"DNA replication"
"951",951,0.623574432753121,0,0,0,0.743039442449231,"DNA replication"
"952",952,0.623493657308856,0,0,0,0.743033817425299,"DNA replication"
"953",953,0.623412881864591,0,0,0,0.74299290631886,"DNA replication"
"954",954,0.623332106420326,0,0,0,0.742821620250106,"DNA replication"
"955",955,0.623251330976061,0,0,0,0.742239262681644,"DNA replication"
"956",956,0.623170555531796,0,0,0,0.742156947132594,"DNA replication"
"957",957,0.623089780087531,0,0,0,0.741686059588409,"DNA replication"
"958",958,0.623009004643266,0,0,0,0.741547478257399,"DNA replication"
"959",959,0.622928229199001,0,0,0,0.741175522633686,"DNA replication"
"960",960,0.622847453754736,0,0,0,0.740333036438143,"DNA replication"
"961",961,0.622766678310471,0,0,0,0.740094305633326,"DNA replication"
"962",962,0.622685902866206,0,0,0,0.739955929036056,"DNA replication"
"963",963,0.622605127421941,0,0,0,0.73933209075592,"DNA replication"
"964",964,0.622524351977676,0,0,0,0.737918048950962,"DNA replication"
"965",965,0.622443576533411,0,0,0,0.737719933127704,"DNA replication"
"966",966,0.622362801089146,0,0,0,0.737492740234781,"DNA replication"
"967",967,0.622282025644882,0,0,0,0.737416866418468,"DNA replication"
"968",968,0.622201250200617,0,0,0,0.737095796401234,"DNA replication"
"969",969,0.622120474756352,0,0,0,0.736834026771474,"DNA replication"
"970",970,0.622039699312087,0,0,0,0.736676404837476,"DNA replication"
"971",971,0.621958923867822,0,0,0,0.736566974684439,"DNA replication"
"972",972,0.621878148423557,0,0,0,0.736343249267957,"DNA replication"
"973",973,0.621797372979292,0,0,0,0.736200929845609,"DNA replication"
"974",974,0.621716597535027,0,0,0,0.736168430091944,"DNA replication"
"975",975,0.621635822090762,0,0,0,0.736040948629004,"DNA replication"
"976",976,0.621555046646497,0,0,0,0.735784368972888,"DNA replication"
"977",977,0.621474271202232,0,0,0,0.734403370892108,"DNA replication"
"978",978,0.621393495757967,0,0,0,0.734267566284809,"DNA replication"
"979",979,0.621312720313702,0,0,0,0.734035934716028,"DNA replication"
"980",980,0.621231944869437,0,0,0,0.733847304851572,"DNA replication"
"981",981,0.621151169425172,0,0,0,0.733745673089315,"DNA replication"
"982",982,0.621070393980907,0,0,0,0.733290289041717,"DNA replication"
"983",983,0.620989618536642,0,0,0,0.731615568739813,"DNA replication"
"984",984,0.620908843092377,0,0,0,0.731300344307093,"DNA replication"
"985",985,0.620828067648112,0,0,0,0.730773356888509,"DNA replication"
"986",986,0.620747292203848,0,0,0,0.730467104483094,"DNA replication"
"987",987,0.620666516759583,0,0,0,0.730413736795225,"DNA replication"
"988",988,0.620585741315318,0,0,0,0.729265550384257,"DNA replication"
"989",989,0.620504965871053,0,0,0,0.72852591303085,"DNA replication"
"990",990,0.620424190426788,0,0,0,0.72813775888064,"DNA replication"
"991",991,0.620343414982523,0,0,0,0.72784737046633,"DNA replication"
"992",992,0.620262639538258,0,0,0,0.727773674606936,"DNA replication"
"993",993,0.620181864093993,0,0,0,0.727642040032017,"DNA replication"
"994",994,0.620101088649728,0,0,0,0.726935403757966,"DNA replication"
"995",995,0.649750791422922,1,-0.0365447124459631,0.0365447124459631,0.726468238227586,"DNA replication"
"996",996,0.679399236361613,1,-0.0365447124459631,0.0365447124459631,0.726437419139054,"DNA replication"
"997",997,0.679318460917348,0,0,0,0.725072354658231,"DNA replication"
"998",998,0.679237685473083,0,0,0,0.724752914420957,"DNA replication"
"999",999,0.679156910028819,0,0,0,0.724390204140095,"DNA replication"
"1000",1000,0.679076134584554,0,0,0,0.723630106675845,"DNA replication"
"1001",1001,0.708594637000593,1,-0.0365447124459631,0.0365447124459631,0.723253605924336,"DNA replication"
"1002",1002,0.708513861556328,0,0,0,0.722828742837751,"DNA replication"
"1003",1003,0.708433086112063,0,0,0,0.721003018695565,"DNA replication"
"1004",1004,0.708352310667798,0,0,0,0.720494370712618,"DNA replication"
"1005",1005,0.708271535223534,0,0,0,0.720433387320364,"DNA replication"
"1006",1006,0.708190759779269,0,0,0,0.72012215406248,"DNA replication"
"1007",1007,0.708109984335004,0,0,0,0.71885041549389,"DNA replication"
"1008",1008,0.708029208890739,0,0,0,0.71884136563524,"DNA replication"
"1009",1009,0.707948433446474,0,0,0,0.718706119480455,"DNA replication"
"1010",1010,0.707867658002209,0,0,0,0.718548540687688,"DNA replication"
"1011",1011,0.707786882557944,0,0,0,0.718491467892025,"DNA replication"
"1012",1012,0.707706107113679,0,0,0,0.718305129625163,"DNA replication"
"1013",1013,0.707625331669414,0,0,0,0.718071362625681,"DNA replication"
"1014",1014,0.707544556225149,0,0,0,0.717731157052944,"DNA replication"
"1015",1015,0.707463780780884,0,0,0,0.71769994268614,"DNA replication"
"1016",1016,0.707383005336619,0,0,0,0.717516275348228,"DNA replication"
"1017",1017,0.707302229892354,0,0,0,0.717431948071729,"DNA replication"
"1018",1018,0.707221454448089,0,0,0,0.716581022528061,"DNA replication"
"1019",1019,0.707140679003824,0,0,0,0.716537040216115,"DNA replication"
"1020",1020,0.707059903559559,0,0,0,0.714840588824242,"DNA replication"
"1021",1021,0.706979128115294,0,0,0,0.714430249740547,"DNA replication"
"1022",1022,0.70689835267103,0,0,0,0.713589245267074,"DNA replication"
"1023",1023,0.706817577226765,0,0,0,0.713270282641385,"DNA replication"
"1024",1024,0.7067368017825,0,0,0,0.713099994933549,"DNA replication"
"1025",1025,0.706656026338235,0,0,0,0.712534155284192,"DNA replication"
"1026",1026,0.70657525089397,0,0,0,0.712438087095999,"DNA replication"
"1027",1027,0.706494475449705,0,0,0,0.712049102819872,"DNA replication"
"1028",1028,0.70641370000544,0,0,0,0.711831135221669,"DNA replication"
"1029",1029,0.706332924561175,0,0,0,0.711757264108237,"DNA replication"
"1030",1030,0.70625214911691,0,0,0,0.711646178697109,"DNA replication"
"1031",1031,0.706171373672645,0,0,0,0.711625596712425,"DNA replication"
"1032",1032,0.70609059822838,0,0,0,0.711534400730273,"DNA replication"
"1033",1033,0.706009822784115,0,0,0,0.711380872220875,"DNA replication"
"1034",1034,0.70592904733985,0,0,0,0.711181205685506,"DNA replication"
"1035",1035,0.705848271895585,0,0,0,0.710728639216211,"DNA replication"
"1036",1036,0.70576749645132,0,0,0,0.710691682461213,"DNA replication"
"1037",1037,0.705686721007055,0,0,0,0.710553235582111,"DNA replication"
"1038",1038,0.70560594556279,0,0,0,0.709863870357564,"DNA replication"
"1039",1039,0.705525170118525,0,0,0,0.709780702745584,"DNA replication"
"1040",1040,0.705444394674261,0,0,0,0.709457614586644,"DNA replication"
"1041",1041,0.705363619229996,0,0,0,0.709148051616169,"DNA replication"
"1042",1042,0.705282843785731,0,0,0,0.709024069271379,"DNA replication"
"1043",1043,0.705202068341466,0,0,0,0.708320224618769,"DNA replication"
"1044",1044,0.705121292897201,0,0,0,0.708187392058683,"DNA replication"
"1045",1045,0.705040517452936,0,0,0,0.708010130902901,"DNA replication"
"1046",1046,0.704959742008671,0,0,0,0.707132408237678,"DNA replication"
"1047",1047,0.704878966564406,0,0,0,0.707028277313344,"DNA replication"
"1048",1048,0.704798191120141,0,0,0,0.70670247174154,"DNA replication"
"1049",1049,0.704717415675876,0,0,0,0.706476528999925,"DNA replication"
"1050",1050,0.704636640231611,0,0,0,0.706106864093181,"DNA replication"
"1051",1051,0.704555864787346,0,0,0,0.705380294122675,"DNA replication"
"1052",1052,0.704475089343081,0,0,0,0.705184074336939,"DNA replication"
"1053",1053,0.704394313898816,0,0,0,0.704993806078254,"DNA replication"
"1054",1054,0.704313538454551,0,0,0,0.704369814521142,"DNA replication"
"1055",1055,0.704232763010286,0,0,0,0.704139560434749,"DNA replication"
"1056",1056,0.704151987566021,0,0,0,0.703824898153102,"DNA replication"
"1057",1057,0.704071212121756,0,0,0,0.703510939846247,"DNA replication"
"1058",1058,0.703990436677492,0,0,0,0.702435284670341,"DNA replication"
"1059",1059,0.703909661233227,0,0,0,0.702060361936155,"DNA replication"
"1060",1060,0.703828885788962,0,0,0,0.702043555798579,"DNA replication"
"1061",1061,0.703748110344697,0,0,0,0.702005449747346,"DNA replication"
"1062",1062,0.703667334900432,0,0,0,0.701775061659107,"DNA replication"
"1063",1063,0.703586559456167,0,0,0,0.701173337434965,"DNA replication"
"1064",1064,0.703505784011902,0,0,0,0.700753088118077,"DNA replication"
"1065",1065,0.703425008567637,0,0,0,0.699917438300503,"DNA replication"
"1066",1066,0.703344233123372,0,0,0,0.699701515418286,"DNA replication"
"1067",1067,0.703263457679107,0,0,0,0.699605022605716,"DNA replication"
"1068",1068,0.703182682234842,0,0,0,0.699402507646567,"DNA replication"
"1069",1069,0.703101906790577,0,0,0,0.699236527448916,"DNA replication"
"1070",1070,0.703021131346312,0,0,0,0.69708753000031,"DNA replication"
