	TCGA-3L-AA1B-01	TCGA-4N-A93T-01	TCGA-4T-AA8H-01	TCGA-5M-AAT4-01	TCGA-5M-AAT5-01	TCGA-5M-AAT6-01	TCGA-5M-AATA-01	TCGA-5M-AATE-01	TCGA-A6-2675-01	TCGA-A6-2682-01	TCGA-A6-2684-01	TCGA-A6-2685-01	TCGA-A6-2686-01	TCGA-A6-4105-01	TCGA-A6-5656-01	TCGA-A6-5657-01	TCGA-A6-5659-01	TCGA-A6-5660-01	TCGA-A6-5661-01	TCGA-A6-5662-01	TCGA-A6-5664-01	TCGA-A6-5665-01	TCGA-A6-5666-01	TCGA-A6-5667-01	TCGA-A6-6137-01	TCGA-A6-6138-01	TCGA-A6-6140-01	TCGA-A6-6141-01	TCGA-A6-6142-01	TCGA-A6-6648-01	TCGA-A6-6649-01	TCGA-A6-6650-01	TCGA-A6-6651-01	TCGA-A6-6652-01	TCGA-A6-6653-01	TCGA-A6-6654-01	TCGA-A6-6780-01	TCGA-A6-6781-01	TCGA-A6-6782-01	TCGA-A6-A565-01	TCGA-A6-A566-01	TCGA-A6-A567-01	TCGA-A6-A56B-01	TCGA-A6-A5ZU-01	TCGA-AA-3489-01	TCGA-AA-3492-01	TCGA-AA-3495-01	TCGA-AA-3496-01	TCGA-AA-3502-01	TCGA-AA-3506-01	TCGA-AA-3509-01	TCGA-AA-3511-01	TCGA-AA-3526-01	TCGA-AA-3655-01	TCGA-AA-3660-01	TCGA-AA-3662-01	TCGA-AA-3663-01	TCGA-AA-3675-01	TCGA-AA-3685-01	TCGA-AA-3697-01	TCGA-AA-3712-01	TCGA-AA-3713-01	TCGA-AA-A01P-01	TCGA-AA-A01X-01	TCGA-AA-A01Z-01	TCGA-AA-A02K-01	TCGA-AA-A02Y-01	TCGA-AD-5900-01	TCGA-AD-6548-01	TCGA-AD-6888-01	TCGA-AD-6889-01	TCGA-AD-6890-01	TCGA-AD-6895-01	TCGA-AD-6899-01	TCGA-AD-6901-01	TCGA-AD-6963-01	TCGA-AD-6964-01	TCGA-AD-6965-01	TCGA-AD-A5EJ-01	TCGA-AD-A5EK-01	TCGA-AM-5820-01	TCGA-AM-5821-01	TCGA-AU-3779-01	TCGA-AU-6004-01	TCGA-AY-5543-01	TCGA-AY-6196-01	TCGA-AY-6197-01	TCGA-AY-6386-01	TCGA-AY-A54L-01	TCGA-AY-A69D-01	TCGA-AY-A71X-01	TCGA-AY-A8YK-01	TCGA-AZ-4313-01	TCGA-AZ-4315-01	TCGA-AZ-4323-01	TCGA-AZ-4614-01	TCGA-AZ-4615-01	TCGA-AZ-4616-01	TCGA-AZ-4682-01	TCGA-AZ-4684-01	TCGA-AZ-5403-01	TCGA-AZ-5407-01	TCGA-AZ-6598-01	TCGA-AZ-6599-01	TCGA-AZ-6600-01	TCGA-AZ-6601-01	TCGA-AZ-6603-01	TCGA-AZ-6605-01	TCGA-AZ-6606-01	TCGA-AZ-6607-01	TCGA-AZ-6608-01	TCGA-CA-5254-01	TCGA-CA-5255-01	TCGA-CA-5256-01	TCGA-CA-5796-01	TCGA-CA-5797-01	TCGA-CA-6715-01	TCGA-CA-6716-01	TCGA-CA-6717-01	TCGA-CA-6718-01	TCGA-CA-6719-01	TCGA-CK-4947-01	TCGA-CK-4948-01	TCGA-CK-4950-01	TCGA-CK-4951-01	TCGA-CK-4952-01	TCGA-CK-5912-01	TCGA-CK-5913-01	TCGA-CK-5914-01	TCGA-CK-5915-01	TCGA-CK-5916-01	TCGA-CK-6746-01	TCGA-CK-6747-01	TCGA-CK-6748-01	TCGA-CK-6751-01	TCGA-CM-4743-01	TCGA-CM-4744-01	TCGA-CM-4747-01	TCGA-CM-4751-01	TCGA-CM-5344-01	TCGA-CM-5348-01	TCGA-CM-5349-01	TCGA-CM-5860-01	TCGA-CM-5861-01	TCGA-CM-5862-01	TCGA-CM-5863-01	TCGA-CM-5864-01	TCGA-CM-5868-01	TCGA-CM-6161-01	TCGA-CM-6162-01	TCGA-CM-6163-01	TCGA-CM-6164-01	TCGA-CM-6165-01	TCGA-CM-6166-01	TCGA-CM-6167-01	TCGA-CM-6168-01	TCGA-CM-6169-01	TCGA-CM-6170-01	TCGA-CM-6171-01	TCGA-CM-6172-01	TCGA-CM-6674-01	TCGA-CM-6675-01	TCGA-CM-6676-01	TCGA-CM-6677-01	TCGA-CM-6678-01	TCGA-CM-6679-01	TCGA-CM-6680-01	TCGA-D5-5537-01	TCGA-D5-5538-01	TCGA-D5-5539-01	TCGA-D5-5540-01	TCGA-D5-5541-01	TCGA-D5-6529-01	TCGA-D5-6530-01	TCGA-D5-6531-01	TCGA-D5-6532-01	TCGA-D5-6533-01	TCGA-D5-6534-01	TCGA-D5-6535-01	TCGA-D5-6536-01	TCGA-D5-6537-01	TCGA-D5-6538-01	TCGA-D5-6539-01	TCGA-D5-6540-01	TCGA-D5-6541-01	TCGA-D5-6898-01	TCGA-D5-6920-01	TCGA-D5-6922-01	TCGA-D5-6923-01	TCGA-D5-6924-01	TCGA-D5-6926-01	TCGA-D5-6927-01	TCGA-D5-6928-01	TCGA-D5-6929-01	TCGA-D5-6930-01	TCGA-D5-6931-01	TCGA-D5-6932-01	TCGA-D5-7000-01	TCGA-DM-A0X9-01	TCGA-DM-A0XD-01	TCGA-DM-A0XF-01	TCGA-DM-A1D0-01	TCGA-DM-A1D4-01	TCGA-DM-A1D6-01	TCGA-DM-A1D7-01	TCGA-DM-A1D8-01	TCGA-DM-A1D9-01	TCGA-DM-A1DA-01	TCGA-DM-A1DB-01	TCGA-DM-A1HA-01	TCGA-DM-A1HB-01	TCGA-DM-A280-01	TCGA-DM-A282-01	TCGA-DM-A285-01	TCGA-DM-A288-01	TCGA-DM-A28A-01	TCGA-DM-A28C-01	TCGA-DM-A28E-01	TCGA-DM-A28F-01	TCGA-DM-A28G-01	TCGA-DM-A28H-01	TCGA-DM-A28K-01	TCGA-DM-A28M-01	TCGA-F4-6459-01	TCGA-F4-6460-01	TCGA-F4-6461-01	TCGA-F4-6463-01	TCGA-F4-6569-01	TCGA-F4-6570-01	TCGA-F4-6703-01	TCGA-F4-6704-01	TCGA-F4-6805-01	TCGA-F4-6806-01	TCGA-F4-6807-01	TCGA-F4-6808-01	TCGA-F4-6809-01	TCGA-F4-6854-01	TCGA-F4-6855-01	TCGA-F4-6856-01	TCGA-F4-6857-01	TCGA-G4-6293-01	TCGA-G4-6294-01	TCGA-G4-6295-01	TCGA-G4-6297-01	TCGA-G4-6298-01	TCGA-G4-6299-01	TCGA-G4-6302-01	TCGA-G4-6303-01	TCGA-G4-6304-01	TCGA-G4-6306-01	TCGA-G4-6307-01	TCGA-G4-6309-01	TCGA-G4-6310-01	TCGA-G4-6311-01	TCGA-G4-6314-01	TCGA-G4-6315-01	TCGA-G4-6317-01	TCGA-G4-6317-02	TCGA-G4-6320-01	TCGA-G4-6321-01	TCGA-G4-6322-01	TCGA-G4-6323-01	TCGA-G4-6586-01	TCGA-G4-6588-01	TCGA-G4-6625-01	TCGA-G4-6626-01	TCGA-G4-6627-01	TCGA-G4-6628-01	TCGA-NH-A50T-01	TCGA-NH-A50U-01	TCGA-NH-A50V-01	TCGA-NH-A5IV-01	TCGA-NH-A6GA-01	TCGA-NH-A6GB-01	TCGA-NH-A6GC-01	TCGA-NH-A8F7-01	TCGA-NH-A8F7-06	TCGA-NH-A8F8-01	TCGA-QG-A5YV-01	TCGA-QG-A5YW-01	TCGA-QG-A5YX-01	TCGA-QG-A5Z1-01	TCGA-QG-A5Z2-01	TCGA-QL-A97D-01	TCGA-RU-A8FL-01	TCGA-SS-A7HO-01	TCGA-T9-A92H-01	TCGA-WS-AB45-01	TCGA-A6-2671-01	TCGA-A6-2672-01	TCGA-A6-2674-01	TCGA-A6-2676-01	TCGA-A6-2677-01	TCGA-A6-2678-01	TCGA-A6-2679-01	TCGA-A6-2680-01	TCGA-A6-2681-01	TCGA-A6-2683-01	TCGA-A6-3807-01	TCGA-A6-3808-01	TCGA-A6-3809-01	TCGA-A6-3810-01	TCGA-A6-4107-01	TCGA-AA-3488-01	TCGA-AA-3494-01	TCGA-AA-3510-01	TCGA-AA-3514-01	TCGA-AA-3517-01	TCGA-AA-3518-01	TCGA-AA-3519-01	TCGA-AA-3520-01	TCGA-AA-3521-01	TCGA-AA-3522-01	TCGA-AA-3524-01	TCGA-AA-3525-01	TCGA-AA-3527-01	TCGA-AA-3529-01	TCGA-AA-3530-01	TCGA-AA-3531-01	TCGA-AA-3532-01	TCGA-AA-3534-01	TCGA-AA-3538-01	TCGA-AA-3542-01	TCGA-AA-3543-01	TCGA-AA-3544-01	TCGA-AA-3548-01	TCGA-AA-3549-01	TCGA-AA-3552-01	TCGA-AA-3553-01	TCGA-AA-3555-01	TCGA-AA-3560-01	TCGA-AA-3561-01	TCGA-AA-3664-01	TCGA-AA-3666-01	TCGA-AA-3667-01	TCGA-AA-3673-01	TCGA-AA-3678-01	TCGA-AA-3679-01	TCGA-AA-3680-01	TCGA-AA-3681-01	TCGA-AA-3684-01	TCGA-AA-3688-01	TCGA-AA-3692-01	TCGA-AA-3693-01	TCGA-AA-3695-01	TCGA-AA-3696-01	TCGA-AA-3710-01	TCGA-AA-3715-01	TCGA-AA-3811-01	TCGA-AA-3812-01	TCGA-AA-3814-01	TCGA-AA-3815-01	TCGA-AA-3818-01	TCGA-AA-3819-01	TCGA-AA-3821-01	TCGA-AA-3831-01	TCGA-AA-3833-01	TCGA-AA-3837-01	TCGA-AA-3841-01	TCGA-AA-3842-01	TCGA-AA-3844-01	TCGA-AA-3845-01	TCGA-AA-3846-01	TCGA-AA-3848-01	TCGA-AA-3850-01	TCGA-AA-3851-01	TCGA-AA-3852-01	TCGA-AA-3854-01	TCGA-AA-3855-01	TCGA-AA-3856-01	TCGA-AA-3858-01	TCGA-AA-3861-01	TCGA-AA-3862-01	TCGA-AA-3864-01	TCGA-AA-3866-01	TCGA-AA-3867-01	TCGA-AA-3869-01	TCGA-AA-3870-01	TCGA-AA-3872-01	TCGA-AA-3875-01	TCGA-AA-3877-01	TCGA-AA-3930-01	TCGA-AA-3939-01	TCGA-AA-3941-01	TCGA-AA-3947-01	TCGA-AA-3949-01	TCGA-AA-3950-01	TCGA-AA-3952-01	TCGA-AA-3955-01	TCGA-AA-3956-01	TCGA-AA-3966-01	TCGA-AA-3968-01	TCGA-AA-3970-01	TCGA-AA-3971-01	TCGA-AA-3973-01	TCGA-AA-3975-01	TCGA-AA-3976-01	TCGA-AA-3977-01	TCGA-AA-3979-01	TCGA-AA-3980-01	TCGA-AA-3982-01	TCGA-AA-3984-01	TCGA-AA-3986-01	TCGA-AA-3989-01	TCGA-AA-3994-01	TCGA-AA-A004-01	TCGA-AA-A00A-01	TCGA-AA-A00D-01	TCGA-AA-A00E-01	TCGA-AA-A00F-01	TCGA-AA-A00J-01	TCGA-AA-A00K-01	TCGA-AA-A00L-01	TCGA-AA-A00N-01	TCGA-AA-A00O-01	TCGA-AA-A00Q-01	TCGA-AA-A00R-01	TCGA-AA-A00U-01	TCGA-AA-A00W-01	TCGA-AA-A00Z-01	TCGA-AA-A010-01	TCGA-AA-A017-01	TCGA-AA-A01C-01	TCGA-AA-A01D-01	TCGA-AA-A01F-01	TCGA-AA-A01G-01	TCGA-AA-A01I-01	TCGA-AA-A01K-01	TCGA-AA-A01Q-01	TCGA-AA-A01R-01	TCGA-AA-A01S-01	TCGA-AA-A01T-01	TCGA-AA-A01V-01	TCGA-AA-A022-01	TCGA-AA-A024-01	TCGA-AA-A029-01	TCGA-AA-A02E-01	TCGA-AA-A02F-01	TCGA-AA-A02H-01	TCGA-AA-A02J-01	TCGA-AA-A02O-01	TCGA-AA-A02R-01	TCGA-AA-A02W-01	TCGA-AA-A03F-01	TCGA-AA-A03J-01	TCGA-AY-4070-01	TCGA-AY-4071-01	TCGA-AZ-4308-01	TCGA-AZ-4681-01	TCGA-CM-4746-01	TCGA-CM-4748-01	TCGA-CM-4750-01	TCGA-CM-4752-01	TCGA-CM-5341-01	TCGA-A6-2671-11	TCGA-A6-2675-11	TCGA-A6-2678-11	TCGA-A6-2679-11	TCGA-A6-2680-11	TCGA-A6-2682-11	TCGA-A6-2683-11	TCGA-A6-2684-11	TCGA-A6-2685-11	TCGA-A6-2686-11	TCGA-A6-5659-11	TCGA-A6-5662-11	TCGA-A6-5665-11	TCGA-A6-5667-11	TCGA-AA-3489-11	TCGA-AA-3496-11	TCGA-AA-3511-11	TCGA-AA-3514-11	TCGA-AA-3516-11	TCGA-AA-3517-11	TCGA-AA-3518-11	TCGA-AA-3520-11	TCGA-AA-3522-11	TCGA-AA-3525-11	TCGA-AA-3527-11	TCGA-AA-3531-11	TCGA-AA-3534-11	TCGA-AA-3655-11	TCGA-AA-3660-11	TCGA-AA-3662-11	TCGA-AA-3663-11	TCGA-AA-3697-11	TCGA-AA-3712-11	TCGA-AA-3713-11	TCGA-AZ-6598-11	TCGA-AZ-6599-11	TCGA-AZ-6600-11	TCGA-AZ-6601-11	TCGA-AZ-6603-11	TCGA-AZ-6605-11	TCGA-F4-6704-11
ACSL4	1419.73	623.609	851.763999999999	1578.31	1012.97	1137.91	1179.72	1486.23	1222.39	1672.37	1101.75	1538.6	2404.68	2393.95	1331.31	390.205	1975.47	1715.64	1703.52	1653.68	1321.66	922.238000000001	3118.7	1736.51	1691.01	2184.33	1381.37	629.248	1849.57	1258.45	1721.44	1273.56	2212.96	1043.44	1688.91	2172.98	1600.1	1327.12	1514.99	834.75	1585.67	1083.01	743.163	1477.77	1677.16	1616.44	1146.16	1327.61	388.889	1127.32	3390.12	1516.59	1411.36	1642.56	979.227000000001	1121.52	1549.45	1358.41	1517.41	1416.72	2058.4	1436.55	907.062	1639.72	1308.15	505.783	2652.51	1315.35	913.492	1885.26	1119.82	596.336	1436.68	1390.61	927.858000000001	1859.6	1013.95	1927.17	995.127	1012.64	628.81	2798.58	1517.85	1896.58	773.265	2163.27	2283.73	290.326	424.936	630.383	827.44	853.544	554.137	852.943999999999	1858.74	2878.68	1749.62	1347.78	1586.98	1652.62	1786.67	465.384	2163.61	662.846	649.979	1302.11	1429.38	1757.38	1417.61	2067.64	1030.61	1863.81	1733.63	1393.21	474.76	328.619	1573.91	1853.4	1624.49	1878.92	1617.99	2094.67	1201.64	1615.73	2755.69	1365.12	1189.12	1355.49	1821.79	336.146	2431.93	6904.2	837.539	1554.56	486.459	1139.48	333.929	1595.96	772.395	1325.61	1395.47	1243.64	2771.63	4334.28	1779.09	1031.5	1842.64	1156.27	716.488	2446.3	2295.47	1554.32	1343.67	1625.15	1762.06	2055.19	3270.07	1132.64	2011.47	1603.24	1323.93	1716.91	1134.33	1579.55	2110.1	1033.15	842.081	1414.82	2041.26	1124.13	1660.1	1614.65	2005.06	684.31	1980.34	2451.23	1443.23	1575.66	2133.72	1554.97	1559.92	1116.5	957.338	1933.62	955.795	1592.65	980.709	882.009	3088.83	2120.06	1396.68	1299.11	1198.47	1133.68	1324.45	3463.99	1083.57	1748.9	2095.09	1555.74	775.241	1025.65	787.607	963.998	890.265	319.128	705.629	1047.41	2131.33	451.587	1438.24	682.456	1463.51	1276.19	120.958	1108.06	399.423	1429.73	618.869	534.862	756.917	434.129	421.454	1226.83	1097.5	1354.32	1099.5	1108.21	675.571	2701.49	1025.62	1614.49	1515.74	1550.67	1522.2	1054.24	1471.98	763.214	1052.52	1508.03	645.281	2365.43	951.038999999999	1941.99	1345.77	1500.45	1474.04	2299.58	475.983	1176.64	512.159	196.489	1229.79	1787.51	1701.26	1417.48	1307.48	617.209	609.713	624.506	1341.14	828.61	515.525	1572.36	1160.09	578.947	1666.02	1264.1	976.442	122.547	1402.02	524.423	376.317	2161.21	503.925	1332.24	360.447	1413.25	685.624	850.324	929.214	860.436	1004.11	1364.67	1021.34	615.326	1461.93	3402.16	769.974999291948	2517.9372227751	2383.03662956903	2113.93478275114	1053.47054160077	1815.35394009236	261.987916045161	1161.28393642484	1942.61390861067	621.830124063625	2450.52376823878	2122.04681568357	2924.87951857945	3462.75181802745	1115.83842081155	1042.97616301779	1582.60688246655	544.169120191898	235.496400816687	1894.43189458696	2065.76454936301	1755.86481078948	2156.06225665912	2130.43751780953	1311.91317836609	747.099029066756	3667.918055969	233.867748530991	833.112845292245	2160.52760777722	1382.83789104773	2088.87485425132	701.89321621201	1516.63307998352	421.603420646761	1656.03507580712	941.397051644565	939.938429305669	2719.27528022371	1100.42406230429	2151.89046866928	2742.8228964989	772.440662173703	2759.87200169396	4409.25687356199	2827.65974109306	367.319420521847	550.172441012884	2486.93886116417	2135.96976531766	1596.32546342356	3040.43371127492	515.512713156998	1730.45569930502	1202.79829532142	1313.75745924665	5750.65002430147	2566.60870410309	986.687281159407	693.511922935019	3542.7083632383	672.835651013854	3157.71964026659	1346.6890673331	2090.52913272665	1349.80481162396	1637.22115597486	1319.5789691948	1480.81871249719	1633.1791608225	931.573304392941	1341.36704167141	4076.38897910272	3554.09834251745	2698.82078116523	404.774541518113	1536.39650277657	2373.65904754506	1176.42614259729	744.296841212884	1041.353624413	1101.19278125548	714.650259055524	2687.42014785238	1035.76654278975	2245.37149703086	2448.5478913564	1392.82840594612	2554.70880267089	1698.75799155263	946.283097793432	1167.22434623773	2896.84803643225	1630.71118449262	3965.8913862376	3589.48792397433	5058.57318177111	2525.05178667771	3779.32194950844	1221.26901232421	2602.87559214995	2977.77503041395	3768.81034768308	1312.12813580941	1649.47191260982	1552.72179814789	2520.86931599249	1248.18845881413	2541.84785906262	1792.89406507219	1481.49837919956	1488.18027401257	1451.23672843938	2105.76522411392	1888.72733247736	1230.28884175953	1669.51194315866	44.7176284375228	1364.68616127764	2523.91240847267	1437.90980688833	1399.19255807266	2422.40912208122	2584.18303046848	1447.83350770667	1210.47098739295	1441.74214084123	898.60367451669	1825.14690553894	1036.15924968917	1351.3675652241	1643.60229588074	991.250339818572	1524.91555171734	984.944284762832	2123.88197753315	2042.03855888521	1532.51306666921	4548.85182372292	2182.35818300834	1072.02136484836	238.005169038164	478.542888289565	168.77644833882	872.894299523708	1053.24321098554	501.673906106131	316.117881998923	1206.19108011642	1016.58631632414	1233.67370647998	1070.92468897748	895.458125556284	1706.40193619646	2024.46369178307	216.339236407819	537.581290150859	745.636184092958	2143.01364926836	437.769923890922	81.4134470238591	985.549992485157	2552.88956776174	1086.10708365198	1764.47196595957	3769.61478627825	441.929	1110.99	618.585	698.169	493.424	594.567	641.806	379.899	458.978	646.245	686.021	876.812	450.661	388.645	1495.46	1163.92	591.681	671.622	434.783	547.479	592.93	630.721	509.521	691.895	727.527	371.691	641.153	626.829	494.911	666.216	758.466	816.45	553.207	968.709	506.474	951.408	821.043999999999	744.898	1069.47	1104.16	683.295
ALOX15	15.4739	88.5341	73.8439	19.3632	6.9246	34.7805	5.5666	13.7296	37.7613	26.7662	16.6932	51.2417	132.131	8.202	53.6504	12.489	9.7964	181.272	4.095	163.203	8.8733	0.4691	24.9618	21.1977	32.3064	4.9819	4.7889	3.0755	189.864	31.5121	30.9336	51.6254	68.2651	40.3686	8.0737	15.1411	2.4716	3.3477	88.1834	11.8299	8.1061	9.3095	11.8906	111	7.9666	7.3297	3.3654	24.0103	4.8309	9.4393	13.8709	5.1222	19.2396	7.4177	144.444	63.7975	3.8462	30.1689	5.8027	4.9536	12.2273	35.9042	0.4556	10.2804	1.7167	12.7241	0.858	135.892	3.2683	0.3713	6.1444	1.182	1.4168	44.8239	149.637	2.457	10.7581	3.6157	1.9493	0	2.5052	0.5269	15.6372	209.905	2.7603	3.6014	4.0883	1.7811	67.8541	2.1309	8.455	7.8946	1.4184	1.3258	12.5455	70.6699	69.2498	64.275	9.829	284.934	89.3105	19.1731	64.2549	2.5474	7.2126	1.2658	30.3501	19.1929	45.327	1.1965	20.8163	0.7576	12.7636	8.4533	0.639	5.2103	8.4996	3.8188	22.9626	16.4577	448.308	23.6686	81.5789	13.3974	4.9787	12.6893	236.527	41.2284	0	0.8881	208.169	8.6679	1.8367	124.771	2.0248	1.2453	3.4784	33.67	16.4534	6.411	19.7313	13.0017	17.0689	22.6148	74.5098	45.6841	74.9319	6.0932	22.2698	4.5126	53.6928	24.1009	0.9847	2.994	5.2994	24.8578	8.342	8.7318	4.049	17.5621	1.693	0.8059	60.515	5.4164	48.3029	11.0497	5.5613	6.4333	56.8252	54.0223	12.3153	14.7159	11.0446	2.9731	17.8685	12.3023	3.192	73.1892	18.0246	48.9229	1.709	113.58	20.0027	0.4691	10.2017	23.9746	13.7795	10.4401	10.7967	6.6149	92.8845	5.641	6.8143	9.4572	1.1547	1.8709	6.3156	31.3633	46.2576	1.4007	4.2062	44.6369	3.2613	0	2.4419	23.1252	14.2384	143.494	5.1613	0.3993	7.6567	0.5673	5.9752	66.7457	1.68	3.377	0.4122	0	41.8155	60.0917	100.79	4.668	4.7273	11.5335	190.824	30.6407	13	2.0553	14.9346	18.2997	1.0969	18.5315	6.0281	220.269	15.9858	6.3559	1.39	9.1638	0	8.5199	3.1813	33.3681	211.882	11.0259	36.7483	40.9463	2.7917	12.3892	71.6157	6.3336	138.697	1.6988	9.7305	91.2907	81.7292	3.0848	118.514	87.1484	1.2097	3.2938	3.6334	5.342	80.8167	15.0225	33.5601	15.3509	6.6744	12.0232	4.4873	81.3766	12.8499	0	12.5323	3.0883	0.7849	1.3994	1.6127	2.2459	1.5743	47.9281	28.2324	128.88	1.3713	9.4473	55.8583	40.9057	0.8414	21.3213	50.6865764490535	40.2602435188102	17.1763913531989	0	0.0604392628431012	23.1101421809814	17.1413540367947	17.0207810431445	89.758178642102	336.355250869857	18.5228947795145	11.1016358919187	3.24065996902195	29.1390329100526	17.8434648905416	79.7178031822974	26.980521443174	22.8255264511908	12.987187157303	11.5239613749228	25.6753137790177	12.5586812114065	32.0303642624115	8.29661421775549	36.2539705366584	4.99797677363989	17.8328526963894	4.28824574372665	34.2497754602848	10.4243654225814	8.45251815545289	68.5738797223648	13.9432748424713	51.8668842821967	38.317454356169	13.4342744854308	24.5050229740929	129.284867207126	11.5118095165741	69.4556986902858	16.1980113956027	4.68246714070952	3.69250759202067	1.80862740609407	105.336646140986	17.4840797703977	13.0356627338966	18.1234803739812	15.1651923140563	19.675450673982	19.1993603009336	27.3126181281745	31.6791679263211	10.6162798598598	34.216039017958	6.67661319659695	7.23336840568598	13.4133297379602	1.00814423376404	9.04060399502724	14.7011161590119	3.45851685023392	9.23819388602278	27.2842954672631	3.01982601356608	9.10784023322758	9.62336139271453	3.71977125363989	7.12117609825028	8.46864213981705	61.2004675582536	3.94542799172863	4.2659402843017	6.85414427982412	3.47492244442884	18.4922515358027	0	107.474554448356	14.5161206622289	3.33000845629304	13.4193055404074	55.117938593987	14.4168139010842	3.45803608815073	8.96277846161565	3.5616245370938	7.67276427894923	99.1483759657338	27.5448146176898	18.5195947685764	52.8670188990541	14.7901755373373	40.7587142713353	11.6855959020378	17.0661446402796	36.3408478098174	16.145416413191	13.1621978037183	9.64706428264716	5.34191830979244	2.18138141834069	22.9858523705044	24.8112234752185	25.7256062324429	22.6507266687665	33.6703491952704	7.15104437978457	29.8271278355896	9.25537062553221	7.60640348233498	9.12763544623065	65.3437040681792	36.9230961341525	2.94044089626961	97.7885465478363	4.69294986883784	7.39637480096998	29.2757193262713	4.12914181388323	29.1110267061708	0	2.10253160170542	101.895548072111	4.18840103359955	1.14255271109891	0.383863731778529	0.181139820561967	14.9019187874201	0	10.756361467105	1.62818177091588	2.05107775893087	6.92905398133866	9.15569264631925	0.817434197608555	162.184553015974	1.09582027817063	1.75885884590518	7.37670899782844	0	3.36319221306667	1.40613307610402	2.04709141963162	4.36049009683683	8.1483542839815	2.20860450874105	1.1131796373716	3.73352239482754	0.291169342589411	53.3977457563939	9.31486219765059	24.5879338279768	29.875039622214	4.81081810574907	26.8958322529032	9.74691765758978	6.47067798677742	261.680010210141	2.77233144122936	5.80956616922381	6.40090201419697	8.6794106029422	59.6084524995819	6.807022655838	113.480897647323	5.95511697940183	5.0314	13.9431	8.2426	36.1207	49.0235	20.5998	14.427	36.3681	17.6229	37.8504	12.6143	38.4615	17.8732	8.077	26.644	23.2036	11.0251	12.6126	6.6163	15.6423	58.7717	50.2774	74.4006	22.5443	16.0895	4.8115	72.0676	24.3902	16.5821	1.0824	31.0309	3.4632	38.0458	35.5116	2.2938	4.0872	1.679	8.1633	5.7895	82.4556	2.7825
