"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","subtype"
"SMPD31",3.8928140133104e-08,0.813495811002269,1,1,0.000822785169853286,"O","SMPD3","C2"
"UBTD21",4.92269443368367e-08,0.861377724551929,1,0.955,0.00104046069550338,"O","UBTD2","C2"
"TPRKB",6.56187479842644e-08,1.4772038703854,0.95,0.758,0.00138691785739541,"O","TPRKB","C2"
"BIN3",1.20035950432109e-07,0.503290254401209,1,1,0.00253707984833306,"O","BIN3","C2"
"SLC15A1",1.21539946695182e-07,0.727021438523307,1,0.985,0.00256886831334937,"O","SLC15A1","C2"
"ENSMFAG000000083041",1.29307260116294e-07,1.43485379876611,0.95,0.833,0.00273303824981798,"O","ENSMFAG00000008304","C2"
"CACNA1E1",1.30015353016369e-07,1.10333717788309,1,0.909,0.00274800450135397,"O","CACNA1E","C2"
"PHACTR3",1.32808953962548e-07,0.77257603269612,1,1,0.0028070500509524,"O","PHACTR3","C2"
"ITGBL11",1.35373217198895e-07,0.942397771382744,1,0.985,0.00286124831871584,"O","ITGBL1","C2"
"ND4",1.54474784606468e-07,0.861042675919798,1,1,0.0032649790474423,"O","ND4","C2"
"ARHGAP101",1.6008786963423e-07,0.58625095011108,1,1,0.00338361721258908,"O","ARHGAP10","C2"
"TLN2",2.53613459795406e-07,0.844093348870294,1,1,0.0053603740862357,"O","TLN2","C2"
"ENSMFAG00000020297",2.9741776921914e-07,1.26211051365943,0.95,0.818,0.00628622197021573,"O","ENSMFAG00000020297","C2"
"ENSMFAG000000304651",4.18753934797136e-07,2.13870328878721,0.8,0.561,0.00885078316587226,"O","ENSMFAG00000030465","C2"
"LYAR",4.48021450469391e-07,0.846436343954897,1,1,0.00946938137712105,"O","LYAR","C2"
"DOK61",4.61030406178264e-07,1.5405405661103,0.9,0.576,0.00974433866498379,"O","DOK6","C2"
"DNAH8",5.03950469785365e-07,1.41478044550307,0.775,0.364,0.0106514971293835,"O","DNAH8","C2"
"CWF19L2",5.639720581715e-07,0.696685534410419,1,0.985,0.0119201134215128,"O","CWF19L2","C2"
"ENSMFAG00000038664",5.71624310260467e-07,1.74709551712366,0.75,0.348,0.0120818514216652,"O","ENSMFAG00000038664","C2"
"ARID5B1",5.94628803664175e-07,0.962773040944806,0.95,0.742,0.012568074394246,"O","ARID5B","C2"
"COPS4",6.74946331162131e-07,0.652194484166684,1,1,0.0142656656554428,"O","COPS4","C2"
"PNPO1",6.99897333730222e-07,1.01754793786259,1,0.909,0.014793030045722,"O","PNPO","C2"
"SPESP1",9.04708226010312e-07,2.36487418923725,0.725,0.364,0.0191219130649539,"O","SPESP1","C2"
"PCSK5",1.00416119379901e-06,0.91567862481609,1,0.97,0.0212239509921359,"O","PCSK5","C2"
"AGK1",1.06204149233045e-06,1.02880346140603,0.975,0.97,0.0224473089818964,"O","AGK","C2"
"COL25A11",1.07354473868816e-06,1.21248214658358,0.925,0.818,0.0226904415969129,"O","COL25A1","C2"
"LMO71",1.12472225793586e-06,0.800082228580528,1,0.955,0.0237721296437324,"O","LMO7","C2"
"ENSMFAG00000041885",1.17700083935897e-06,0.999059384090667,1,0.955,0.0248770897406913,"O","ENSMFAG00000041885","C2"
"SLC6A161",1.21595236607301e-06,0.777037554949402,1,0.833,0.0257003692093192,"O","SLC6A16","C2"
"SNAPC1",1.27610312997628e-06,0.628208780171049,1,1,0.0269717157551787,"O","SNAPC1","C2"
"DDX21",1.43014497401016e-06,0.81541935800764,1,1,0.0302275441706787,"O","DDX21","C2"
"GSTM51",1.47068037962976e-06,0.822536465480753,1,0.955,0.0310843005038546,"O","GSTM5","C2"
"KALRN",1.50108421403006e-06,1.19216815421109,0.875,0.636,0.0317269159477393,"O","KALRN","C2"
"ENSMFAG00000042620",1.53660735593416e-06,1.45738911834499,0.875,0.591,0.0324777330750245,"O","ENSMFAG00000042620","C2"
"ESRRB",1.6410174829562e-06,0.717454718636117,0.925,0.652,0.0346845455197621,"O","ESRRB","C2"
"ENSMFAG000000333841",2.36056870960102e-06,1.37188319955348,0.925,0.909,0.0498929802461272,"O","ENSMFAG00000033384","C2"
"RASSF5",2.42987368772344e-06,1.56754525709557,0.775,0.227,0.0513578102637225,"O","RASSF5","C2"
"CUX11",2.61457019151311e-06,0.938724515710753,1,0.894,0.055261555567821,"O","CUX1","C2"
"CEP1121",2.64006346033517e-06,1.13321463408139,0.95,0.803,0.0558003812976442,"O","CEP112","C2"
"GDA",2.79029583137588e-06,1.16689685690488,0.825,0.545,0.0589756926919606,"O","GDA","C2"
"ENSMFAG00000044484",3.51758610824991e-06,1.4532017411159,0.975,0.955,0.0743476999839701,"O","ENSMFAG00000044484","C2"
"SLC1A6",3.63459750364493e-06,1.06221695181386,0.725,0.333,0.0768208528370392,"O","SLC1A6","C2"
"FEZF2",4.33064828990054e-06,1.80290490174934,0.7,0.379,0.0915325822553378,"O","FEZF2","C2"
"GRK61",4.48532013220918e-06,1.25467031104006,1,0.97,0.0948017263143733,"O","GRK6","C2"
"ENSMFAG00000034597",4.5411521959519e-06,1.05885527941612,0.875,0.667,0.0959817928136393,"O","ENSMFAG00000034597","C2"
"SMYD3",4.71574307871525e-06,0.637063767818116,1,1,0.0996719457117255,"O","SMYD3","C2"
"BID1",4.89003011320042e-06,0.817348582379252,1,0.97,0.103355676472604,"O","BID","C2"
"PPDPF",6.11644701433377e-06,0.849578470460111,1,1,0.129277224094959,"O","PPDPF","C2"
"CWC25",6.40342339155792e-06,0.633143133054369,1,0.985,0.135342756803968,"O","CWC25","C2"
"KIAA20121",6.61059920250501e-06,1.63583725691202,0.95,0.955,0.139721624744146,"O","KIAA2012","C2"
"SPIRE21",6.82866432417782e-06,1.51991548999335,0.975,0.894,0.144330649155822,"O","SPIRE2","C2"
"NCAM2",7.13871317718341e-06,0.810114835726116,1,0.985,0.150883841712948,"O","NCAM2","C2"
"MS4A3",7.5200411648547e-06,1.00531799255779,0.7,0.318,0.158943590060369,"O","MS4A3","C2"
"OSBP2",7.6935525257537e-06,0.666202808580726,1,0.985,0.16261092618433,"O","OSBP2","C2"
"C9orf92",7.80018994050021e-06,0.971078152320872,0.825,0.621,0.164864814582412,"O","C9orf92","C2"
"IWS1",8.29699037194075e-06,0.500400963854551,1,1,0.17536518850134,"O","IWS1","C2"
"CTRB2",8.87605487993231e-06,0.723001693797931,0.975,0.924,0.187604295942249,"O","CTRB2","C2"
"MSRA",9.17433537968965e-06,1.22401034532117,0.9,0.833,0.19390875258512,"O","MSRA","C2"
"ACTN11",9.50629518057679e-06,1.17888869650954,0.975,0.848,0.200925054936671,"O","ACTN1","C2"
"HIST1H2BA",9.69576621693458e-06,1.38926987918044,0.825,0.515,0.204929714761129,"O","HIST1H2BA","C2"
"ENSMFAG00000026367",1.0150971149536e-05,0.698722223262249,1,1,0.214550926216592,"O","ENSMFAG00000026367","C2"
"TRPM3",1.03376127444961e-05,0.744212557600606,0.95,0.833,0.21849578296767,"O","TRPM3","C2"
"ENSMFAG000000343011",1.03447646698145e-05,1.54068134465752,0.875,0.773,0.2186469460612,"O","ENSMFAG00000034301","C2"
"ESCO1",1.08042458107801e-05,0.513071719539334,1,1,0.228358539456649,"O","ESCO1","C2"
"DDX18",1.08946684967718e-05,0.580581798451362,1,1,0.23026971334777,"O","DDX18","C2"
"ARHGEF281",1.09930088045392e-05,1.00180918100918,0.925,0.803,0.232348234092741,"O","ARHGEF28","C2"
"FAM161B1",1.11747799940703e-05,1.21890399013738,0.975,0.955,0.236190149954669,"O","FAM161B","C2"
"PRUNE21",1.22784557479955e-05,0.754451332746083,0.975,0.803,0.259517440689633,"O","PRUNE2","C2"
"CLCC1",1.22906928641009e-05,0.859163624427778,0.975,0.955,0.259776084375637,"O","CLCC1","C2"
"PMM21",1.24582498318651e-05,0.746239486535365,1,0.985,0.263317568446301,"O","PMM2","C2"
"IGFBP21",1.32047961888481e-05,1.00568847660895,0.975,0.773,0.279096572247492,"O","IGFBP2","C2"
"RBM281",1.47895557134681e-05,0.790993310585137,1,0.939,0.312592049559862,"O","RBM28","C2"
"CYP2E1",1.48112621579239e-05,0.83763882165992,0.9,0.561,0.313050836969879,"O","CYP2E1","C2"
"RHOBTB31",1.49783146845692e-05,1.75373541303995,0.95,0.924,0.316581659173055,"O","RHOBTB3","C2"
"MIER1",1.49815991298919e-05,0.690135281842704,1,1,0.316651079209395,"O","MIER1","C2"
"TEX151",1.50513969678065e-05,1.30143379282581,0.95,0.97,0.318126326311559,"O","TEX15","C2"
"SLIT3",1.53050709311566e-05,0.884431417813384,0.975,0.833,0.323487979200927,"O","SLIT3","C2"
"INSL6",1.69794809459741e-05,0.725525309581005,1,0.97,0.358878309274108,"O","INSL6","C2"
"ENSMFAG00000046050",1.84042497275866e-05,0.855668167968306,1,0.909,0.38899222224227,"O","ENSMFAG00000046050","C2"
"GLDC",1.84795582970097e-05,1.24600384468466,0.8,0.682,0.390583944165598,"O","GLDC","C2"
"SULT2B1",1.88564030067505e-05,1.01297761224068,0.85,0.576,0.398548933950679,"O","SULT2B1","C2"
"ENSMFAG00000029442",2.13366591648727e-05,0.893054031324723,0.7,0.258,0.450971628108749,"O","ENSMFAG00000029442","C2"
"FTCD",2.1559360811155e-05,1.16254509784428,0.95,0.803,0.455678650104572,"O","FTCD","C2"
"LRFN5",2.17446397024463e-05,1.39523365104318,0.825,0.545,0.459594704750905,"O","LRFN5","C2"
"GREB1L",2.18033083267417e-05,0.91731636375704,0.875,0.636,0.460834724794012,"O","GREB1L","C2"
"TBPL2",2.22822908793734e-05,0.746518769758787,1,0.97,0.470958500026435,"O","TBPL2","C2"
"DCLK2",2.33290688681786e-05,0.803574473943202,1,1,0.493083199597824,"O","DCLK2","C2"
"CCDC13",2.46286696440555e-05,0.836671243113095,0.925,0.924,0.520551561596757,"O","CCDC13","C2"
"LIMS2",2.53696974056204e-05,0.96540155731746,0.95,0.864,0.536213924365194,"O","LIMS2","C2"
"CLDN10",2.65433386867714e-05,0.525488686549274,1,1,0.561020006483601,"O","CLDN10","C2"
"ARHGEF11",2.93590895354646e-05,1.16089701734299,0.85,0.758,0.620533716421579,"O","ARHGEF11","C2"
"SMARCA2",2.98364052322652e-05,0.762599412048584,1,1,0.630622260989158,"O","SMARCA2","C2"
"SMU1",3.02757060830307e-05,0.549086519451435,1,0.985,0.639907323770936,"O","SMU1","C2"
"NDUFAF61",3.18438169614494e-05,0.673237278777854,0.975,0.924,0.673050915297194,"O","NDUFAF6","C2"
"BRCA2",3.20015631298364e-05,0.56746903123604,1,1,0.676385038312223,"O","BRCA2","C2"
"ENSMFAG000000437331",3.5568599154614e-05,1.37015163003425,0.95,0.924,0.751777911731921,"O","ENSMFAG00000043733","C2"
"NECAP2",3.7814338191045e-05,1.4522127528557,0.925,0.97,0.799243852005927,"O","NECAP2","C2"
"MORC31",4.71394317306525e-05,0.74719100816934,1,1,0.996339029059071,"O","MORC3","C2"
"OLFML1",4.71426882124197e-05,0.719070362684876,0.75,0.333,0.996407858057703,"O","OLFML1","C2"
"UPF3A",4.75413235276687e-05,0.734247383760008,0.975,0.985,1,"O","UPF3A","C2"
"MSR1",4.75688478415573e-05,1.2395366767149,0.925,0.712,1,"O","MSR1","C2"
"SLC14A1",4.95482044964087e-05,1.20225249813317,0.725,0.561,1,"O","SLC14A1","C2"
"ATP8A21",4.97949561569184e-05,0.724924345276164,1,0.97,1,"O","ATP8A2","C2"
"B3GNTL1",5.28034601317997e-05,0.881255658340009,0.975,0.803,1,"O","B3GNTL1","C2"
"EXOSC31",5.41487188789645e-05,0.549766263020349,1,1,1,"O","EXOSC3","C2"
"UBXN81",5.43894106169789e-05,1.01606591451565,1,0.985,1,"O","UBXN8","C2"
"AKR1E2",5.46654182480406e-05,0.64854348479852,0.825,0.561,1,"O","AKR1E2","C2"
"PREPL",5.49500516903373e-05,0.616723334298047,1,0.97,1,"O","PREPL","C2"
"RMDN3",5.54457681247265e-05,1.35797835695282,0.975,0.939,1,"O","RMDN3","C2"
"DCTPP11",5.82502205997553e-05,0.762246674375226,1,0.955,1,"O","DCTPP1","C2"
"GNAL1",5.95635083839297e-05,0.95637081979255,0.9,0.818,1,"O","GNAL","C2"
"PLA2G1B1",5.98939724444088e-05,1.33844552766226,1,0.97,1,"O","PLA2G1B","C2"
"VSNL1",6.06798112088811e-05,0.94631409314253,0.725,0.348,1,"O","VSNL1","C2"
"PPP1R9A",6.41141451817356e-05,1.15050113174733,0.925,0.894,1,"O","PPP1R9A","C2"
"ENSMFAG00000030485",6.41490463837848e-05,1.15524078962355,0.875,0.667,1,"O","ENSMFAG00000030485","C2"
"ACTB1",6.43641438577739e-05,0.618977141685578,1,1,1,"O","ACTB","C2"
"CNOT6L1",6.66112990295747e-05,1.88870895108914,0.95,0.924,1,"O","CNOT6L","C2"
"TMOD11",6.89684671712186e-05,0.850280609699212,1,0.955,1,"O","TMOD1","C2"
"IGF2",7.08711955511852e-05,0.929215993536583,0.975,0.985,1,"O","IGF2","C2"
"COX3",7.31045886338147e-05,0.780192665575417,1,1,1,"O","COX3","C2"
"GRHPR",7.60333172878615e-05,1.05100804256815,0.975,0.939,1,"O","GRHPR","C2"
"SLC28A3",7.6434806477019e-05,2.54443817831642,0.95,0.818,1,"O","SLC28A3","C2"
"MAP61",7.68366388348828e-05,1.42241197054396,1,0.985,1,"O","MAP6","C2"
"DDX58",7.74440614534755e-05,0.744079800262389,1,1,1,"O","DDX58","C2"
"FARP1",7.95802230843708e-05,0.979050582058661,1,0.924,1,"O","FARP1","C2"
"NEK3",8.55898901548293e-05,0.622130480496467,1,0.97,1,"O","NEK3","C2"
"MLKL",8.76793901216953e-05,1.24025198888894,0.825,0.652,1,"O","MLKL","C2"
"C21orf59",8.89701313381056e-05,0.773594730417433,1,1,1,"O","C21orf59","C2"
"SYT51",9.37293881865448e-05,1.32434934313637,0.825,0.621,1,"O","SYT5","C2"
"SYT14",9.47865417659785e-05,1.02719419813461,0.95,0.879,1,"O","SYT14","C2"
"PPP2R3C",9.76890974783003e-05,0.558476011389755,1,0.985,1,"O","PPP2R3C","C2"
"CA12",0.000101442021888039,0.712336720492706,0.95,0.909,1,"O","CA12","C2"
"RARS21",0.000102932365054603,0.657452708390283,1,0.985,1,"O","RARS2","C2"
"METTL161",0.000104086544130088,1.23199887588865,0.875,0.818,1,"O","METTL16","C2"
"CSMD1",0.000105081650248784,0.840395527769765,0.975,0.939,1,"O","CSMD1","C2"
"MYBBP1A1",0.000110373702687276,0.789904435092535,0.975,0.939,1,"O","MYBBP1A","C2"
"DUSP28",0.000115714470817317,0.778935103564807,0.875,0.818,1,"O","DUSP28","C2"
"NFX1",0.000118372391518427,1.04452911086861,0.975,0.909,1,"O","NFX1","C2"
"CCDC82",0.00011863130884704,1.12026811815837,0.975,0.955,1,"O","CCDC82","C2"
"VTCN1",0.000119002544037107,1.19153858054666,0.8,0.652,1,"O","VTCN1","C2"
"MTSS1",0.000119127557447625,0.796138713511718,1,0.985,1,"O","MTSS1","C2"
"FPGS",0.000120556565672754,0.899478231272396,0.875,0.742,1,"O","FPGS","C2"
"NBEA",0.000128275000005035,0.698052816488117,1,1,1,"O","NBEA","C2"
"DIS3",0.000136167855195857,0.804049732511892,0.875,0.697,1,"O","DIS3","C2"
"IL27RA",0.000147559324117829,0.96694646389563,0.825,0.53,1,"O","IL27RA","C2"
"DENND1A1",0.000155527570951078,0.661867326511008,0.975,0.879,1,"O","DENND1A","C2"
"CTBS",0.000156091026524046,0.707872299111266,0.8,0.47,1,"O","CTBS","C2"
"ATP6AP1L",0.000160221022383161,0.761703145157288,0.975,0.924,1,"O","ATP6AP1L","C2"
"CTTNBP2NL",0.000160521287630714,0.888973221444011,0.9,0.758,1,"O","CTTNBP2NL","C2"
"TSPAN16",0.000160770162108286,1.10839840610034,0.775,0.545,1,"O","TSPAN16","C2"
"FLT3",0.00016205962879667,1.2223070708002,0.825,0.561,1,"O","FLT3","C2"
"HRASLS5",0.000173939348951255,1.38716489798197,0.95,0.833,1,"O","HRASLS5","C2"
"LIMA1",0.000181082930048212,0.506574323191225,1,1,1,"O","LIMA1","C2"
"LUZP21",0.00018167244899245,0.938567359489979,0.95,0.848,1,"O","LUZP2","C2"
"ENSMFAG000000393481",0.000191482752025206,1.09699683042134,0.95,0.97,1,"O","ENSMFAG00000039348","C2"
"CPSF21",0.000193690841518339,0.853224156339488,1,0.97,1,"O","CPSF2","C2"
"PRDM151",0.000196155188377503,0.692678198176495,1,0.97,1,"O","PRDM15","C2"
"CEP851",0.000198962752695963,0.744662397892757,1,0.924,1,"O","CEP85","C2"
"TRPM1",0.000199052886461777,0.928468248445319,0.95,0.788,1,"O","TRPM1","C2"
"UBE3D",0.000205738448893276,0.582894515423713,1,1,1,"O","UBE3D","C2"
"CHN1",0.00021267230922035,0.994231130887869,0.975,1,1,"O","CHN1","C2"
"OS9",0.000213728565704898,0.757528116362342,1,0.97,1,"O","OS9","C2"
"TMOD31",0.000217654470194348,0.78709859500137,0.975,0.985,1,"O","TMOD3","C2"
"NUFIP21",0.00021865929970472,1.07575150941745,0.95,0.894,1,"O","NUFIP2","C2"
"CEP89",0.000219154369183415,0.854785381939656,0.975,1,1,"O","CEP89","C2"
"PKN21",0.000220948363851607,0.596492377841996,1,0.985,1,"O","PKN2","C2"
"SENP61",0.000224481291063902,0.894223741875865,1,0.924,1,"O","SENP6","C2"
"LYPD1",0.000226705180813713,0.670442960860648,1,0.97,1,"O","LYPD1","C2"
"SAMD15",0.000229123445293077,0.744970514098361,0.7,0.364,1,"O","SAMD15","C2"
"ENSMFAG00000003875-YPEL",0.000230700122948053,0.858243365994223,0.975,0.909,1,"O","ENSMFAG00000003875-YPEL","C2"
"PLD5",0.00023645738983456,0.859384969497881,0.925,0.879,1,"O","PLD5","C2"
"ZNF2171",0.000243108108482867,0.94019562243442,0.975,0.985,1,"O","ZNF217","C2"
"LARP4",0.000246132598814175,0.641093437778617,0.975,0.924,1,"O","LARP4","C2"
"PTPRG1",0.000250629523754436,0.652243167675004,0.975,0.97,1,"O","PTPRG","C2"
"GEMIN6",0.000259307550434689,0.536608991539042,1,0.955,1,"O","GEMIN6","C2"
"CST61",0.000271837030997975,1.31183828494174,0.975,0.788,1,"O","CST6","C2"
"AXDND1",0.000274303747452083,0.93752301209936,0.925,0.879,1,"O","AXDND1","C2"
"SLC6A5",0.00028089706030127,0.752392108036375,0.7,0.53,1,"O","SLC6A5","C2"
"ENSMFAG00000029998",0.00028710045079413,0.665741213986229,0.775,0.455,1,"O","ENSMFAG00000029998","C2"
"ACOT21",0.000288477956743791,0.891118359993382,0.975,0.924,1,"O","ACOT2","C2"
"DHCR71",0.000288776316685338,0.962991247833361,0.975,0.955,1,"O","DHCR7","C2"
"DOCK1",0.00028956381790532,0.708534993845776,1,0.939,1,"O","DOCK1","C2"
"ENSMFAG00000022923",0.000289691544120163,0.874441019310491,0.95,0.864,1,"O","ENSMFAG00000022923","C2"
"GMPR",0.000290797177891133,0.649813403385818,1,1,1,"O","GMPR","C2"
"SETD41",0.000292771257952352,0.668494269893654,0.9,0.894,1,"O","SETD4","C2"
"TRIM60",0.000299213461467755,0.839016602642051,0.975,0.955,1,"O","TRIM60","C2"
"ADI1",0.000305145373737662,0.524127514603871,1,1,1,"O","ADI1","C2"
"C10orf761",0.000306224120439852,0.880195921326717,0.9,0.818,1,"O","C10orf76","C2"
"ENSMFAG00000016548",0.000310291852370754,0.60813331760309,1,0.985,1,"O","ENSMFAG00000016548","C2"
"INO80D1",0.000312389642603731,0.703948888464512,1,0.955,1,"O","INO80D","C2"
"ABI3BP1",0.000318329749317584,0.822226956900328,0.975,0.939,1,"O","ABI3BP","C2"
"SLC51A",0.000324749025322493,0.994863598307121,0.8,0.606,1,"O","SLC51A","C2"
"NXN",0.00034114787557948,0.690342434975136,1,0.955,1,"O","NXN","C2"
"UTP6",0.000353721802486996,0.819792481935805,0.95,0.924,1,"O","UTP6","C2"
"DNAH71",0.000354176000298622,0.764891626695616,0.975,0.955,1,"O","DNAH7","C2"
"ANGEL2",0.000376600066129309,0.895751308693884,0.925,0.894,1,"O","ANGEL2","C2"
"ZNF791",0.000382044661812899,0.739619216457635,0.975,0.864,1,"O","ZNF79","C2"
"CGAS",0.000393919239317735,0.646299064814502,0.875,0.727,1,"O","CGAS","C2"
"ZNF490",0.000398369325205018,1.15694966030166,0.9,0.652,1,"O","ZNF490","C2"
"PRC11",0.000402684435094458,0.555901673370958,1,1,1,"O","PRC1","C2"
"CNTROB",0.000409097801149814,0.866179190554562,0.7,0.348,1,"O","CNTROB","C2"
"ENSMFAG00000035644",0.000410084250639185,0.658970148186269,1,0.97,1,"O","ENSMFAG00000035644","C2"
"MYOF1",0.000449589546718822,0.879629669351854,1,0.985,1,"O","MYOF","C2"
"MRPL9",0.00046167784785377,0.708734668051748,0.975,1,1,"O","MRPL9","C2"
"DCC",0.00047099833866852,0.683083240994195,0.975,0.924,1,"O","DCC","C2"
"MIPEP",0.000474587802880198,0.643567066019378,1,1,1,"O","MIPEP","C2"
"PNPLA41",0.000498237893734824,0.721772090460417,1,0.985,1,"O","PNPLA4","C2"
"TTC21B",0.000499649482189581,0.686466616190846,0.85,0.561,1,"O","TTC21B","C2"
"TECTA",0.000505803708336977,0.837433548448483,0.85,0.803,1,"O","TECTA","C2"
"ENSMFAG00000045819",0.000516074789963788,1.04818048147296,0.975,0.924,1,"O","ENSMFAG00000045819","C2"
"TMX1",0.000527694326390468,0.540213179719274,1,0.985,1,"O","TMX1","C2"
"GADL1",0.000534085682382292,0.986111544241251,0.85,0.667,1,"O","GADL1","C2"
"CDON",0.000535730815466129,0.842878637612646,0.925,0.924,1,"O","CDON","C2"
"TANGO6",0.000539170333012425,0.812515671253619,0.825,0.682,1,"O","TANGO6","C2"
"RIOK3",0.000539545144592051,0.864921349944061,0.95,0.909,1,"O","RIOK3","C2"
"SYCE1",0.000550718538197173,0.579593458790188,1,0.97,1,"O","SYCE1","C2"
"ENSMFAG000000327771",0.000566229256229789,0.900059448523666,1,0.939,1,"O","ENSMFAG00000032777","C2"
"CCDC174",0.000579086609171364,0.557125049103155,1,0.985,1,"O","CCDC174","C2"
"LMNB1",0.000581329976118581,1.25475650613982,0.875,0.742,1,"O","LMNB1","C2"
"EFHD11",0.000593343306746518,0.791169225875158,1,0.985,1,"O","EFHD1","C2"
"CSNK2A21",0.000600818262847895,0.75692158464064,1,1,1,"O","CSNK2A2","C2"
"ZGLP1",0.000614651208002919,0.619419288062178,1,0.97,1,"O","ZGLP1","C2"
"MAP1B1",0.000624128040817989,0.675419258230132,1,1,1,"O","MAP1B","C2"
"MCCC2",0.000626501759040988,0.930565033035756,0.925,0.909,1,"O","MCCC2","C2"
"CSF1R",0.000634536779121213,0.783657133701756,1,0.985,1,"O","CSF1R","C2"
"ZNF662",0.000636695598496877,0.840891256283741,0.875,0.742,1,"O","ZNF662","C2"
"PATJ",0.000651104769820496,0.621012246634514,0.8,0.636,1,"O","PATJ","C2"
"ARHGEF3",0.000652519680538935,0.540138400883641,0.975,0.909,1,"O","ARHGEF3","C2"
"SPON11",0.000657748173733145,0.649342924657895,0.975,0.909,1,"O","SPON1","C2"
"SCAMP11",0.000669153595283055,0.699939807270336,1,1,1,"O","SCAMP1","C2"
"HIST2H2BF",0.000670689830952146,0.717136417680122,0.7,0.439,1,"O","HIST2H2BF","C2"
"ENSMFAG00000031252",0.000710405929458951,0.858840153503988,0.85,0.727,1,"O","ENSMFAG00000031252","C2"
"CFAP77",0.000716614498887109,1.143471054241,0.75,0.545,1,"O","CFAP77","C2"
"ARMC9",0.000734127362658799,0.877985778568565,0.95,0.864,1,"O","ARMC9","C2"
"LSAMP",0.0007379132390313,0.66022372021453,0.775,0.485,1,"O","LSAMP","C2"
"ABCC3",0.000749552134717679,0.570534465742238,0.7,0.439,1,"O","ABCC3","C2"
"FRS2",0.000753589909224374,0.831629498245332,0.95,0.924,1,"O","FRS2","C2"
"FAM184B1",0.000758773174320307,1.07152719105318,0.975,0.939,1,"O","FAM184B","C2"
"CCNB1",0.0007953483072748,0.643714972366211,1,0.985,1,"O","CCNB1","C2"
"ATRX",0.000804149265005068,0.597420236160369,1,0.985,1,"O","ATRX","C2"
"DCDC2C1",0.000807197145026868,0.70592396597175,0.975,0.939,1,"O","DCDC2C","C2"
"AMD11",0.000813535272875197,0.829725232133577,0.975,0.939,1,"O","AMD1","C2"
"ENSMFAG000000410661",0.000824102987398343,0.643647114155193,0.975,0.939,1,"O","ENSMFAG00000041066","C2"
"FAM13A1",0.000852543042572535,0.745923376348784,0.975,0.985,1,"O","FAM13A","C2"
"COA5",0.000869413150667065,0.815049714337104,1,0.985,1,"O","COA5","C2"
"DNAJB14",0.000870739089139777,0.926007401285319,0.875,0.803,1,"O","DNAJB14","C2"
"ENSMFAG00000032710",0.00088618697301552,0.659545115076714,1,1,1,"O","ENSMFAG00000032710","C2"
"FMN1",0.000897486923105239,0.728015217699127,0.925,0.848,1,"O","FMN1","C2"
"SAMD4A1",0.00089787754920657,0.632568205183559,0.975,1,1,"O","SAMD4A","C2"
"ENSMFAG00000031304",0.000959581644309401,0.551240256446935,0.875,0.636,1,"O","ENSMFAG00000031304","C2"
"ID1",0.000976834358253874,1.15592717695785,0.9,0.864,1,"O","ID1","C2"
"ENSMFAG00000030821",0.000980102064499881,0.962866214126032,0.875,0.818,1,"O","ENSMFAG00000030821","C2"
"IDO21",0.000994564237793923,1.06596926599078,1,1,1,"O","IDO2","C2"
"UTP14A",0.00100101008628969,0.771719915306481,0.95,0.894,1,"O","UTP14A","C2"
"FBXO251",0.00103157913993454,0.551079226683818,1,1,1,"O","FBXO25","C2"
"ADAM12",0.00103768121581727,1.02620650801152,0.875,0.848,1,"O","ADAM12","C2"
"ENSMFAG00000035587",0.00104005648343889,1.08984796408066,0.725,0.652,1,"O","ENSMFAG00000035587","C2"
"TBX3",0.00104158620790618,0.563367740691686,0.95,0.894,1,"O","TBX3","C2"
"PARP2",0.00106356819743773,0.642336663936678,1,0.985,1,"O","PARP2","C2"
"RESP18",0.00106425305395066,1.13393628332199,0.725,0.652,1,"O","RESP18","C2"
"CPHXL",0.00106430929556038,0.94650598945742,0.8,0.621,1,"O","CPHXL","C2"
"RIT2",0.00114914076244535,1.32027444585717,0.875,0.682,1,"O","RIT2","C2"
"TCOF11",0.00117998990852966,0.654993532667516,1,1,1,"O","TCOF1","C2"
"ENSMFAG00000000063",0.00121105308556412,0.691286479533029,0.975,0.985,1,"O","ENSMFAG00000000063","C2"
