	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-CN-4725-01	0	0	0.0556008996887857	0	0.0642337673142576	0.158693099208752	0	0	0	0	0.00964084370419988	0	0.00225585441823845	0.0615308150870096	0.049579843948706	0.0889858345463417	0.0774568308176167	0.0790384010366623	0	0.34087816384678	0	0.0121056463826499	0.22	0.0957401557438666	1.06681331421934
TCGA-C9-A47Z-01	0.0182470475490196	0	0	0.054059170631728	0	0.049631054438569	0	0.0353478919623469	0.0511907151796666	0	0	0.123065071003534	0.00430787570358776	0.175107168200997	0.129989228913405	0.0450355029439715	0.0357746665712983	0.0203821124360318	0	0.257862494465845	0	0	0.1	0.130343880552436	1.06289808471188
TCGA-CV-7101-01	0.0291391375724929	0	0.152337067881487	0.0601576476082079	0	0.0102043166655594	0.0864195758555198	0	0	0.0302993843929937	0	0.0322086370282708	0.00499832055121747	0.244907310935609	0.116482941621588	0.152403129340102	0	0.00494849347531754	0	0.0754940370716345	0	0	0	0.509150337624464	0.861006178974796
TCGA-CR-7380-01	0.00262343520038148	0	0.00430682444185306	0.013904524710309	0	0.242320511066753	0	0	0	0	0.0104837375060409	0.000326858813922225	0	0.130354711047416	0.11438520172312	0.148096586318061	0.0316135064417251	0.0131452082572474	0	0.278839262356101	0	0.0095996321170696	0	0.489627213762354	0.870931776461181
TCGA-DQ-7588-01	0	0	0.0934559735521708	0	0.0234017650250039	0.109933604497974	0	0	0	0	0	0.0410065493841785	0	0.170834358028084	0	0	0	0	0	0.561367749512588	0	0	0.05	0.146675046279432	1.11762481411327
TCGA-CN-6016-01	0.0101663060523543	0	0	0.00973552800045289	0	0.0784701004815681	0	0.0104523270873891	0.104946486607775	0.0379812561620139	0	0.100198342331574	0	0.448220889918032	0.0879674994656011	0.0678918313472905	0.0170556376528406	0	0.0123904118749513	0.0129726521754913	0	0.0015507308426665	0	0.632491601258814	0.774592936434808
TCGA-CN-6024-01	0	0	0.00331994813565303	0	0	0.102237061749839	0	0.0468715767846582	0.00142012594032147	0	0	0.088630327448366	0.0151745252778331	0.229494041136577	0.0544950624587389	0.0602679898289027	0.0516431099565679	0	0	0.292414329943131	0.0540319013394121	0	0.22	0.0939921651523716	1.08118556333325
TCGA-CR-7401-01	0	0	0	0.02711537480457	0	0.101652019342115	0.0577595545681552	0.0212155340557545	0	0	0.0172341848017722	0.00125594018237591	0.00712033966751493	0.0556391085819269	0.129715610368806	0.0968911011722662	0.0751090697041418	0.113806630971243	0.255833181832428	0.0382269037046034	0	0.00142544624232765	0	0.459641507474273	0.887483982139668
TCGA-DQ-7592-01	0	0	0	0.0724669743548116	0	0.14094317820024	0.0905067323309343	0	0	0	0.0252992318233295	0.0755628028422156	0	0.277604627745807	0.132395003240354	0.0623660024813008	0	0	0	0.122855446981007	0	0	0	0.522913010550148	0.851309410382995
TCGA-4P-AA8J-01	0.0127849214020098	0.0069186501479498	0	0.0672050136126991	0	0.0649130497568833	0.00460765878318718	0.0285599917096146	0.0164463709401201	0.0301017049395554	0	0.0101289567333554	0	0.321437439209421	0.106537837802213	0.15611383858834	0.0208135090152664	0	0	0.146354697735216	0	0.00707635962416956	0	0.732455920569848	0.704178214079862
TCGA-UF-A71E-01	0.00436540698106909	0	0.321756011397439	0.00560143039265492	0	0	0	0.0342876534014908	0.00463651274622615	0.0173297492750658	0	0.0550918952380546	0	0.272316440803849	0.00131269979879931	0.0180631754042401	0.0694876258152704	0	0	0.179400418946075	0.0122074301038978	0.00414354969586769	0.01	0.190762714008304	1.01353215706335
TCGA-CV-7430-01	0	0	0	0.0158093491665616	0.0213567555897104	0.271264129135695	0.00549818477867288	0	0	0	0.0294827683189758	0	0.0162123859988935	0.131278312147007	0	0.0171076202630122	0.0396461731511316	0.0600901328904672	0	0.269104951013842	0.12314923754603	0	0.23	0.0880694582616716	1.06557077676269
TCGA-CQ-7068-01	0.00403518402454537	0	0	0.248792332987951	0	0	0.240361903139771	0.0380215515973396	0	0.0136441814329266	0	0.0655614463159001	0	0.028160740012465	0.152851881515879	0.0667153664010966	0.0105620829619555	0	0	0.131293329610171	0	0	0	0.333510956811547	0.956590377490727
TCGA-H7-8501-01	0.0110178958920483	0	0.0180849916132379	0.214660766961062	0	0.00259642442187342	0.249052125531202	0.0193826007158312	0	0.00906481233887293	0.0652697495330734	0	0	0.0200634046063528	0.101357678636245	0.126964424314467	0.00886389074467518	0.00360656453444082	0	0.148559251011118	0	0.00145541914549991	0.01	0.22442579028329	0.99784360572069
TCGA-CV-6939-01	0.00306007293198128	0	0	0.0974684772682409	0	0.254773702212208	0.0551565220796295	0.0541430035909631	0	0.00765419490839604	0	0.0142862165634318	0	0.164027145342821	0.141813098229395	0.0779399503700173	0.0144684590013997	0	0	0.115209157501517	0	0	0	0.369330265503073	0.935473461793313
TCGA-CV-7425-01	0.0342293748665272	0	0.00220023635902435	0.140800209187565	0	0.0148715259520608	0	0.083793654062191	0.0429207287595177	0	0	0.127400324449498	0.0029092832463598	0.0787499097141767	0.128998364749593	0.0480201768265981	0.122127864590012	0	0	0.165316548861337	0	0.00766179837554096	0	0.346132303039975	0.944831557146946
TCGA-HL-7533-01	0.0285616706195754	0	0	0.234680594482215	0	0	0.114333033375897	0.10571878641513	0.0253423606749006	0	0	0.0688324880559893	0	0.143442295896457	0.144397742217552	0.0222817791584983	0.0312753879742113	0.00315031056751945	0	0.0779835505620542	0	0	0	0.477817756024453	0.877615054695119
TCGA-CQ-A4CB-01	0.00893948115522863	0	0	0	0	0.21662305086606	0	0.0100169999796285	0	0	0.00393301610608426	0	0.00871403513399301	0.047866803488096	0.091573276497176	0.0726815535743894	0.0195606837775565	0.109920865359033	0	0.386492587242237	0	0.0236776468205174	0	0.367497929352046	0.945495337262176
TCGA-CV-A45Y-01	0	0.00741564645736726	0.0874114774086722	0.0684167801163666	0	0.0238088351289125	0.0182395006178022	0.0633671108526038	0.0795986936761573	0.0554294133233669	0	0.030793355103356	0	0.253050464710826	0.0992491762815165	0.0829779068828219	0.0244055265075902	0.0419795731165385	0	0.063856539816102	0	0	0	0.639738732714914	0.787927120704988
TCGA-QK-A64Z-01	0	0	0.00929172875363162	0.0574297861409651	0	0.119478264577544	0	0.0950714389944479	0	0	0	0.110805334932773	0.0236578748930454	0.055216829349148	0.113135257578639	0.0658797784760003	0.0420790932103851	0	0	0.30795461309342	0	0	0	0.247788094257245	0.998413441142929
TCGA-CR-7368-01	0	0	0.0756961452574529	0.0185387054181685	0	0.208669763616822	0.109642679403169	0.0333488540558977	0	0	0.0525004142080101	0.00795742959855682	0.00134393222301565	0.114310350537747	0.0742215232231843	0.0948356288951164	0.0362827145898012	0.0272637285424756	0.0413147422396182	0.104073388190965	0	0	0	0.260618622754668	0.973822359902201
TCGA-CN-5360-01	0.0370174111192283	0	0.0546761937491821	0.155383533115711	0	0.0953130806439456	0.138604385014317	0	0.0111752157026725	0	0.0381883078333527	0	0	0.181646370276698	0.118901211255992	0.0927162236279335	0.0438725008519931	0	0.0313223425792276	0.00118322422974674	0	0	0	0.605234838035085	0.812859774700021
TCGA-UP-A6WW-01	0	0	0.0562366830142479	0.101674585199045	0	0	0.00452134139877123	0.0627732340268504	0.12186767513313	0.00982953940365395	0	0.0527435973634713	0	0.257315875756323	0.10063441067412	0.12006087105155	0.061912130346618	0.0054318134671404	0	0.0449982431650775	0	0	0	0.474472157460222	0.879078785552817
TCGA-F7-A50I-01	0	0	0.0286320493354751	0.150405042626723	0	0.0787502214506489	0.0322147210729715	0.0165910157307817	0	0	0.0183157946771355	0.0282314954316767	0.0019275815967052	0.111308013703186	0.10317089802147	0.0273325864061423	0.0337473555456785	0.0782533503512779	0	0.264588965117097	0.0265309089330319	0	0	0.276430351762582	0.982232516554598
TCGA-CR-7394-01	0	0	0.0797591729528193	0.267851884336432	0	0.0531978541975865	0.0725901231040412	0.0480666991949882	0	0.0503815573616709	0	0	0.00657957682686202	0.0495065567321778	0.11640076438929	0.0763912802890876	0.037967367847913	0.0300742963908833	0	0.111232866376248	0	0	0	0.500795730153113	0.865954602810513
TCGA-BA-5555-01	0	0	0.0862866416383926	0.100034060539827	0	0.0762018007211792	0.0794145887095103	0.0291179959650722	0.0489685028086137	0.0294796219404636	0	0.0128879016300346	0	0.119827636904738	0.128479112980882	0.0974753318697465	0.0235808678006532	0.0136198487025606	0.121977028344672	0.0326490594436541	0	0	0	0.36326909973003	0.931980588711886
TCGA-CQ-A4C9-01	0	0	0.168370394873274	0.0205516653441008	0	0.0528581454128476	0	0.0277904542187992	0.0444938891723165	0.00154337429235781	0	0.00620807242893876	0	0.218918876713163	0.0444054815247098	0.0963037064322666	0.0049200173302605	0.0124079848953702	0	0.301227937361596	0	0	0	0.241504612673523	1.0017756457415
TCGA-CV-7089-01	0.000828922336748509	0	0.00341800493995454	0.0679571997700553	0	0.215863500366731	0.0146840119283376	0	0	0	0	0.0595186087341855	0	0.148860006920687	0.128452764487504	0.0918821979990756	0.0816392485855277	0.0236031435868783	0	0.163292390344315	0	0	0	0.366397605742647	0.935865387936785
TCGA-CN-5355-01	0.00447283265141784	0	0.124022766352117	0	0	0.184440955759507	0	0.0318688276880373	0	0	1.46815056495053e-05	0.0438107284481545	0	0.211835290826365	0	0.0888348615662323	0	0.0277508002591153	0	0.260048848030918	0.0195871600710743	0.00331224684141212	0	0.302705657979752	0.966835348716752
TCGA-CN-6995-01	0	0	0	0.204452020488579	0	0.013674247715966	0.0501087137628473	0.0820235519885184	0	0	0.0255386582274297	0.0320125267130964	0	0.13099218457971	0.120696551702875	0.112273338752791	0.0307777578256634	0	0	0.197450448242523	0	0	0	0.53725779497612	0.844761875817336
TCGA-CQ-A4CG-01	0	0	0.120226498486574	0	0	0.191824437404353	0	0.014717786642741	0	0	0	0.0504786145098291	0.0137571380789487	0	0.0938975986559465	0	0.024273459884204	0.0462715789311631	0	0.44455288740624	0	0	0.02	0.182303952478382	1.0462557604318
TCGA-CQ-A4CD-01	0.00546604533981911	0	0	0.0135286755659645	0	0.0819697613254793	0.00286658397077389	0.00548081029762195	0	0	0.0197657654026831	0.0180921774390041	0	0.107636235084267	0.135984296013175	0.0601799135705881	0	0.0646321530845667	0	0.475682004226999	0	0.00871557867905782	0	0.339966515114226	0.985517407403553
TCGA-CV-6003-01	0	0	0.0924999735632086	0	0.0367021667694958	0.104521264907136	0	0	0	0	0	0.0839947791906572	0	0.268755501791723	0.052675153862607	0.0500015166511446	0	0.024426608810737	0	0.286423034453291	0	0	0	0.50824932269646	0.860268889640861
TCGA-IQ-A61G-01	0	0	0	0	0	0.123340511551832	0	0.0239256491260619	0.0269552213415999	0.0518817441938	0	0.0344767513696977	0	0.0955113151733465	0.00886311124847865	0.00189376123075713	0.0638215758732116	0.0285472809736025	0	0.540783077917612	0	0	0.17	0.104485472508914	1.12620882505396
TCGA-CN-4736-01	0	0	0.00281719504728514	0.136681786498993	0	0	0.082023023876268	0.0898493240089724	0.00243305061777938	0.0176120976597724	0.00893884793722016	0.0356353016178781	0	0.279249759743092	0.155351915624081	0.120342504067621	0.017202200155822	0.0070697674283856	0.0447932257168313	0	0	0	0	0.584257480450471	0.813181337553325
TCGA-CV-A6JZ-01	0	0	0	0.331647516611995	0	0	0.196658638597867	0.0409925675396547	0.00408538115439119	0.0358939981757381	0.00876421822978103	0	0	0.0597557396387028	0.0927717957440835	0.207562059086397	0.0197299643616001	0.00112722101147898	0	0.00101089984831044	0	0	0	0.463585663660805	0.884999708401269
TCGA-CV-A6JY-01	0	0	0.231155983953596	0.0504260801894254	0	0.144592886944468	0	0	0.0364299810816991	0	0.0789735860517844	0	0.0183693187115427	0.126764498854878	0.0162023306237185	0.0157284477005593	0	0	0.266374967982617	0	0	0.0149819179057105	0.55	0.0396695318605672	1.05982984756327
TCGA-D6-6517-01	0	0.0124311008475933	0.0305302757724097	0.0117500636482372	0.0162944568599753	0.12622754543061	0	0	0.0952680824215781	0	0	0.012973998359313	0	0.11739809098249	0.0102670083366892	0.0736741335206375	0.103289422080067	0.0738140002493034	0	0.310744202302793	0	0.0053376191883027	0	0.378452163382962	0.929447750194314
TCGA-IQ-A6SH-01	0	0	0.0202146127882278	0.0951893166398897	0.0323310146956696	0	0.15236767301727	0.00821263627584624	0	0	0	0.126166884330176	0	0.122272671233484	0.11097561825485	0.128187234531959	0.0209855296274119	0.0416364784746186	0	0.139724424519649	0	0.00173590561094784	0	0.47714661276179	0.877729096538165
TCGA-MZ-A5BI-01	0	0.00645800009703519	0.0408418811638202	0.0783702931052735	0	0.0729868542446443	0.00222952794582374	0.0786833251547265	0.0478828352696041	0.0265183419417335	0	0.034326010229259	0	0.0924706780742399	0.0616706173340441	0.053102975199773	0.0276613155981322	0.00936026914905125	0	0.346408577833015	0	0.0210284976598245	0	0.372669087669607	0.933817387585743
TCGA-CV-A45O-01	0	0	0	0.127394554744885	0	0.0281854283032255	0.0807382441547157	0.100767058360149	0	0	0.0181849593350458	0.0168280114735986	0	0.0383202185995803	0.137944732436106	0.0902184638324847	0.205315880207208	0	0	0.0797605097953964	0.0211127063160312	0.0552292324415735	0.6	0.0212987452311129	1.0802166220597
TCGA-BA-A6DE-01	0	0	0.0683789006573448	0.0426302489637124	0	0.126663466534236	0.0338904902169644	0.0652028174535752	0	0	0	0.101243339653198	0	0.104464226961516	0.112135693947023	0.0497663469257582	0.0250854326564868	0.0170427305419609	0	0.207439207552008	0.0233616867490961	0.0226954111871208	0.26	0.0818383633583711	1.05936004505584
TCGA-CX-7086-01	0	0	0.0809677363580483	0.0498922570642815	0	0.154152423359354	0.0415533404599221	0.0319705726222272	0.0150071234394422	0.0399217602317315	0	0.0190898860877404	0	0.0131516529034807	0.10046043945855	0.0210142380884884	0.08437316777878	0.0257306151445038	0	0.277018527493011	0.00213883821889435	0.0435574212915444	0.18	0.102086874831284	1.04920398149735
TCGA-CR-7379-01	0	0	0.0764029380478237	0	0	0.1240463029253	0	0.0131483852591345	0	0	0.0163927313134517	0	0	0.194824008470735	0.0394859298816063	0.0604532361625364	0	0	0	0.374860852662151	0	0.100385615277262	0	0.438956702726675	0.905001724060124
TCGA-D6-A6EM-01	0	0.0233374346555536	0	0.170187446644633	0	0	0.112935305244468	0.050759718310402	0	0.0435711884288545	0	0.103288326028376	0.0128226358668293	0.0200196256269098	0.116966927462265	0.150886362328146	0.0108770306383052	0.0439218224390282	0	0.134864490290511	0	0.00556168603571909	0	0.44962320216273	0.892649626835688
TCGA-CV-6433-01	0	0	0.0250051055428807	0.4251285938253	0	0	0.241911411441396	0.0305003714933509	0.00697631977268707	0.00463376812047033	0	0	0	0.0484509161792423	0.0563339147053609	0.0580086776691691	0.0104288316587289	0.0171226603957287	0	0.0754994291956857	0	0	0	0.300001989040576	0.972236217698746
TCGA-QK-A8ZA-01	0	0	0.0213304821486417	0	0	0.163387313416095	0.182193532225572	0.00513551491923935	0	0	0	0.0870266312621124	0.0141770528365666	0.05005396659829	0	0.0936690010370305	0	0.0721052667917347	0	0.292889508346167	0.0180317304185515	0	0.05	0.146291487873478	1.03693773931287
TCGA-HD-7754-01	0.0101056196575536	0	0.0139629855124334	0.0323575892358377	0	0.177379241098558	0	0	0.0331854656954531	0	0.0201009695657642	0	0	0.302007239623238	0.00112515120548071	0.16643766263086	0.013515206994289	0.0265848241838128	0	0.17938131326417	0	0.0238567313325492	0.01	0.218113696965673	1.02431537577261
TCGA-CQ-A4CI-01	0.0244964750275693	0	0.0337447659092622	0	0	0.0392698651821636	0	0.0280861668939977	0.0597820404181592	0.0206375296977061	0.0118590312973704	0.000866187729613458	0	0.296962313857372	0.000808636515552746	0.0839984427772098	0	0.0160781815029012	0	0.383410363191122	0	0	0	0.445351209367569	0.90841055763282
TCGA-KU-A66S-01	0	0.00687236082867511	0.0158247536862473	0.0547436175689068	0	0	0	0.0883864819944657	0.0338428152959537	0.0190258374395242	0.0123944176185644	0	0	0.199601570236187	0.0636397171757411	0.082728555187772	0	0.0128326270973573	0	0.410107245870606	0	0	0	0.44614756118733	0.903040608555268
TCGA-T2-A6WX-01	0.000440588089743506	0	0.0492511156296192	0.364733151399345	0	0	0.12526046819155	0.0456951369130074	0	0.0275326248960482	0	0.0391177904215778	0	0.00745966506221431	0.160260921519212	0.0722604458243973	0.0181665583189791	0	0	0.0898215337343062	0	0	0	0.371184407280838	0.939787685114036
TCGA-CQ-A4CA-01	0.0447253851163102	0	0	0.152614747687917	0	0	0.0871913302236575	0.0912390607387323	0	0	0	0.108315904868777	0.0244492462082462	0.0670908636284007	0.206662233936666	0.139638500501418	0.0780727270898754	0	0	0	0	0	0	0.458754984001565	0.890287475840156
TCGA-HD-8314-01	0.00547076390406355	0	0	0.0122943861726324	0	0.0219098818574192	0.0113181887276956	0.0275974934135605	0.0701249962355758	0.0514803329793143	0.0403053221137119	0	0	0.409254001447881	0.0638925764262341	0.229233463253514	0	0	0.0571185934683972	0	0	0	0	0.746343445491619	0.681645367206196
TCGA-UF-A7JO-01	0.00435487230482698	0	0	0.139381442434054	0	0	0.179694330799644	0.0292082550055176	0	0	0.0168879249784517	0.0149379972461508	0	0.243480508090763	0.161732726007691	0.138203966566693	0.0487880588213589	0.0233299177448487	0	0	0	0	0	0.583843478766722	0.81335405398991
TCGA-QK-AA3K-01	0	0	0	0.242604697019369	0	0.0359353077447521	0.0697489648780898	0.0152751758307847	0	0.0187799439857155	0	0	0	0.243728381627788	0.0414845347979454	0.164629104475847	0	0.0103314381285548	0	0.157482451511153	0	0	0	0.39875292766349	0.921133413666512
TCGA-BB-4224-01	0	0.011114747243825	0	0	0	0.0748677454421559	0	0.0395316547845142	0.0476112665820769	0	0.110306675613559	0	0.00647060704482194	0.21286710919606	0.0590919479878461	0	0.327981928548671	0	0.0196940617162998	0	0.0904622558401704	0	0	0.245943938785898	0.995936036945841
TCGA-CV-A468-01	0	0	0	0.152948114733183	0	0.0704412652190956	0.0293597004886959	0.145480590007599	0	0.105193908332549	0	0.065429918619471	0	0.00249047758345841	0.113938691510678	0.100208616765805	0.101403391337834	0.0275544897429042	0	0.0855508356587273	0	0	0	0.547361636852871	0.838911385856315
TCGA-CV-6962-01	0	0	0.158340711769834	0	0	0.0524960508736313	0.0193695860946453	0.0167577468089488	0	0	0.0313307133554089	0	0	0.30232135216195	0	0.087956260348278	0	0.00351701133888317	0	0.288111414596659	0.0397991526517612	0	0	0.303483228911109	0.98154877162371
TCGA-BA-A4IH-01	0.0674987110153338	0	0.0313712176504023	0.172624578188966	0	0.00933111555477774	0.100226786601819	0.114904809128431	0	0	0.00648402491165253	0	0.000662469242485006	0.0530515886804791	0.133000128393372	0.0337892594610237	0.0164100689972428	0.0248792272829497	0	0.207426758242044	0.028339256649021	0	0.02	0.162889191065363	1.02519871026498
TCGA-CV-6959-01	0.0299695967791116	0	0.012521387647347	0	0	0.148884397193631	0	0.0137835599595539	0	0.0064214773010073	0.0112762610666894	0.00304532982353837	0	0.181670842657877	0.0781184122782551	0.0634705061296384	0.00191278949938362	0	0	0.428943065817393	0	0.0199823738465754	0	0.282381529791447	1.00451959540806
TCGA-KU-A6H7-01	0.0150273507584254	0	0	0.291302845574513	0	0	0.169934638575674	0.109320934915775	0.0161117673937847	0	0.0154686315677291	0.0314079747357691	0.0146617339236249	0.0420664571615008	0.109669604228921	0.0798303278957244	0.0354174122535763	0.0382668177969778	0	0.0315135032180049	0	0	0	0.420653226662801	0.90794908540126
TCGA-D6-A6EQ-01	0	0.0168888301069142	0	0.119536705619872	0	0	0	0.0618257149326172	0.0605986540515063	0.0187044346842514	0	0.0795535148924516	0	0.162804751190395	0.113074321310637	0.161344368989997	0.0577256829030195	0	0	0.131803092871241	0	0.0161399284470973	0	0.496645312020416	0.867523782777313
TCGA-CN-A63U-01	0.00433066472311097	0	0.147455050060739	0.0101857377513941	0	0	0	0.15973529779274	0	0	0.222655176883423	0	0.0276224949269061	0.0530345586573921	0.0882145068463031	0.00752886477879691	0.0226790106963415	0.0296499938732235	0.180907207586657	0	0.0415265532183117	0.00447488220466011	0	0.248600128882294	0.983311121251874
TCGA-DQ-5629-01	0.0590000951876768	0	0.199490482792976	0.0177551523488509	0	0.133531888468423	0.0107530870243976	0	0	0	0	0.0129698768754393	0	0.10125372671432	0.0189349738368491	0.0507598115124354	0	0.0570225915978117	0	0.334391032526516	0.00413728111430438	0	0.03	0.157961552878778	1.02911738397844
TCGA-UF-A7JK-01	0	0	0.142755822451498	0	0.163486814700017	0.216650339380729	0	0	0	0	0.0128330792943514	0.0203594637620722	0	0.372991169528522	0.00290145005819906	0	0.00503514850411538	0	0	0.0629867123204971	0	0	0.01	0.232839316465846	1.01206763240153
TCGA-BA-5557-01	0.0041255586378485	0	0	0.0145274303544106	0	0.0355334157122649	0	4.35398069130286e-05	0.00127101518341544	0.00911848147273909	0.0282720926345541	0	0	0.315252463828285	0.00177654428754952	0.0159240461246504	0	0.032399460785336	0	0.477582238444597	0	0.0641737127274365	0	0.600448168688796	0.804418969715807
TCGA-CR-7365-01	0	0	0.000537670138163035	0	0.0167914960751984	0.128617527029685	0	0	0	0.00368067161585337	0.0340935215412957	0	0	0.359449397260302	0.116340837594577	0.0737966553860328	0	0.01752924523396	0	0.249162978124933	0	0	0	0.5672357961257	0.823165405068912
TCGA-CR-7371-01	0.0442024728418737	0	0.022250530583133	0.0926789205941767	0	0.182678510661723	0.0182376006669659	0	0.0153327098656913	0	0.0139666973971689	0	0	0.0787700468229084	0.0966721989279443	0.0177270744855371	0.023339872688875	0.0353328314433807	0	0.245880844598308	0	0.112929688422313	0	0.534469341660044	0.847217625881972
TCGA-MT-A67D-01	0.00985912595972663	0	0.106191289600413	0.0369826062001487	0.00154819262000624	0.0548877712284943	0.00856546993820701	0.000851760916281874	0.000446387179899907	0.0272327978359621	0	0.0198836667271667	0	0.209889452256694	0.0473026385521009	0.0506230793802965	0	0.0165033052813313	0	0.402870570182713	0	0.00636188614055741	0	0.381089051624775	0.940745387724612
TCGA-D6-6827-01	0	0	0	0.0433739886847738	0	0.0281591827656352	0	0.109329108646304	0.0638810121031488	0.0110036731698317	0	0.0727925797673444	0	0.302697206197334	0.138442978050577	0.0592512520359968	0.108215140555759	0	0.0628538780232946	0	0	0	0	0.271379805900714	0.990746688315448
TCGA-CV-6935-01	0	0.0322887048839239	0	0.055963798109785	0	0.00792273678867525	0	0.0533671789538371	0.0812834050811521	0	0.0179415320375208	0	0	0.428460479813187	0.0211387479580071	0.210531236415596	0.0151883511829881	0	0.0271510449934741	0	0.0487627837818535	0	0	0.458410631591306	0.899046931630569
TCGA-CV-7434-01	0	0	0	0.0659816953811902	0	0.225751756835993	0.0151253636104771	0.0258766102194342	0	0	0	0.122609601737214	0.0111236311649959	0	0.17096260481959	0.114992163111425	0.00983038988183371	0.0431623609580036	0	0.191197861288188	0.0033859609916557	0	0	0.328517107692641	0.963313909179131
TCGA-CR-5248-01	0.0341229098330627	0	0.0280935871338705	0.195658423458952	0	0	0.137706591505068	0.0455967331113812	0.0783746565496396	0.0711244241402346	0.0401389222599074	0.0485889328649644	0	0.157557332095921	0.0627553556865379	0.0649679759455781	0.0141329848610858	0	0	0.0211811705537973	0	0	0	0.596243979528573	0.810786977602164
TCGA-CV-6960-01	0	0	0.0331295927233573	0	0.0224873515230978	0.0526681258007145	0	0.0100083392482066	0.0260057700220883	0	0.0165574046598795	0	0.00262020745222729	0.0658492626080735	0	0.0309163851359973	0.142041414145899	0.00595322844727471	0	0.563108076225909	0.0236111127301789	0.00504372927709627	0.13	0.117808831591785	1.12589102844905
TCGA-CR-6477-01	0.00457906073537655	0	0	0.00185006466853574	0	0.113025874156515	0	0.0197410498354758	0.0387444515597039	0	0.00530038530864572	0	0	0.298440354917695	0.012877063710577	0.0851010051368496	0.0358240889629223	0.0827249384779562	0	0.294289369881794	0	0.00750229264795317	0	0.563775108346715	0.82487775193727
TCGA-BA-5152-01	0.00703598610149589	0	0.00551294520308804	0.118968811606832	0	0.116755864319185	0.0906069854354676	0.0354495738309727	0.000428732332049578	0	0.0118191524455291	0.00639087433947632	0	0.00628735936823558	0.0788049820603865	0.107878407356823	0.0796181916898021	0.072677480584919	0	0.246650290348304	0	0.0151143629774336	0	0.326796598537638	0.950477052290534
TCGA-CR-7377-01	0.0459843097903942	0	0.00124605428793479	0.0925780940520091	0	0.223358823750994	0.0594371262394314	0.0258781438955328	0	0.0582415062880829	0	0	0	0.110258075778341	0.164713053571176	0.0445016604027594	0.0779048630040898	0	0.0824499545671366	0.00698222019466797	0	0.00646611417745023	0	0.641706229378017	0.785352812154221
TCGA-CV-6436-01	0	0	0.0185242118455453	0.298172945478433	0	0	0.176262008702136	0.0400567680473054	0	0	0.0651954732725924	0.0242814425243129	0.00361064715436343	0	0.116954443733876	0.133759928572926	0.0150919769401743	0	0	0.108090153728336	0	0	0	0.351035115844008	0.944160217587765
TCGA-CR-7372-01	0	0	0.060289813270915	0.0122737532031081	0	0.148619256178605	0	0	0.00984761574390524	0	0.00870045839270549	0.00170066758691152	0	0.119268982389339	0.0326791903200049	0.0978873217128028	0.0418314256408795	0.0546225452426335	0.183998381368646	0.225721798629117	0	0.00255879032042751	0.01	0.233076405580442	1.01042688193437
TCGA-CV-6948-01	0	0	0	0.0193220539332667	0	0.0876745936528946	0.0944260973792016	0.0407185659549675	0	0.0281897636007819	0.0415789613457863	0.055431793777471	0	0.233168868091281	0.16762744616423	0.1652679182175	0.0462021348506478	0	0.0203918030319719	0	0	0	0	0.59048611141099	0.808974056388252
TCGA-CV-7095-01	0	0	0.0489209964047654	0.0343771133763759	0.011266135539499	0.11245365864354	0	0	0	0	0	0.0453634872278946	0	0.139097630889771	0.0890489062427294	0.111182345373074	0.0860063296742319	0.0239025568670297	0	0.298380839761089	0	0	0	0.347934876797484	0.947535250487949
TCGA-D6-A4ZB-01	0	0	0.21659327429711	0.0176071234378529	0.016912531777945	0.0319166592483508	0	0	0.0144382125131421	0.00826405478382131	0	0.0526577217917685	0	0.162041192920111	0.0229214559897538	0.0233229307432667	0	0.0273268397599743	0	0.383359625289704	0	0.0226383774471997	0.01	0.233241235315653	1.01049507476766
TCGA-DQ-5624-01	0	0	0.0173087142922513	0.0107384620292796	0	0.140878020599238	0	0.0372228673711443	0.063435109461885	0	0	0.0307458184782573	0	0.124741173787163	0.0313677095782085	0.0109860356400076	0.103648474183499	0.108451336085	0	0.318671045339426	0	0.00180523315464031	0	0.33312870132903	0.954450928452752
TCGA-CQ-6224-01	0.00443697014461593	0	0	0.0212487102492277	0	0.149876833603468	0	0.00226261988810347	0.0591996088427953	0	0	0.0622029480827022	0	0.248149576624897	0.130812241735407	0.161120351569362	0.0894617454359748	0.00731673343416925	0	0.0637445086464692	0	0.000167151742808149	0	0.628022765112728	0.785617330873656
TCGA-UF-A7J9-01	0	0	0.0199835295741677	0	0	0.187201318363213	0.0264968568263899	0	0	0	0.00568740676883484	0.0226393976005315	0	0.422378457443823	0.0399215914071768	0.117868906834138	0	0	0	0.153176888863427	0	0.00464564631829785	0	0.488592791335747	0.877757695282618
TCGA-CN-6012-01	0.0415541913553298	0	0.0491898034483816	0.145297294767456	0	0	0.0288079511696484	0.0644430033359519	0.0853694664932445	0.010274242611032	0.0202642742349027	0	0	0.214300331723946	0.173926366207446	0.0962493543302416	0.0171275500812629	0	0	0.053196170241156	0	0	0	0.542917048356707	0.840350272909844
