id	GO_0000122	GO_0001525	GO_0007155	GO_0007165	GO_0043547	GO_0045944
Ctrl1_1157	5.260	1.293	2.927	7.875	2.497	6.784
Ctrl1_1158	6.567	1.622	2.931	7.645	2.360	7.695
Ctrl1_1159	5.889	1.209	2.948	8.669	2.045	7.288
Ctrl1_1160	6.118	1.343	2.492	8.494	2.358	7.726
Ctrl1_1161	6.606	1.558	2.781	7.198	2.184	7.641
Ctrl1_1162	6.447	1.468	2.834	8.505	2.502	7.075
Ctrl1_1163	5.929	1.632	2.808	7.672	2.321	7.539
Ctrl1_1164	5.415	1.442	3.179	9.038	2.095	6.446
Ctrl1_1165	6.315	1.409	3.683	8.020	3.439	7.330
Ctrl1_1166	5.542	1.140	3.028	8.322	2.381	7.858
Ctrl1_1167	5.495	1.445	2.470	7.408	1.956	6.619
Ctrl1_1168	6.784	1.170	2.974	8.156	2.495	9.146
Ctrl1_1169	5.611	1.380	2.993	7.702	1.853	7.036
Ctrl1_1170	6.547	1.542	3.311	7.451	2.790	8.512
Ctrl1_1171	6.005	1.632	3.297	8.713	2.335	7.421
Ctrl1_1172	5.805	1.361	2.678	7.906	2.258	6.870
Ctrl1_1173	6.376	1.508	3.257	8.108	2.219	7.410
Ctrl1_1174	6.393	1.695	2.966	7.486	1.931	8.181
Ctrl1_1175	5.132	1.418	2.602	7.447	2.435	7.237
Ctrl1_1176	6.340	1.516	2.940	8.430	2.758	8.049
Ctrl1_1177	7.413	2.106	4.293	9.958	2.695	7.343
Ctrl1_1178	5.782	1.461	3.045	8.135	2.408	6.633
Ctrl1_1179	6.287	1.572	2.455	7.636	2.069	7.401
Ctrl1_1180	6.575	1.086	3.077	9.165	2.368	8.006
Ctrl1_1181	5.369	1.427	3.049	8.262	2.203	6.714
Ctrl1_1182	5.919	1.331	3.023	8.240	2.469	7.984
Ctrl1_1183	6.181	1.365	2.580	7.963	2.546	8.490
Ctrl1_1184	5.517	1.770	2.955	7.902	2.070	6.639
Ctrl1_1185	5.348	1.708	3.211	7.912	2.140	8.228
Ctrl1_1186	5.195	2.132	2.746	8.727	2.804	7.013
Ctrl1_1187	5.344	1.529	2.969	8.773	2.773	6.956
Ctrl1_1188	6.253	1.736	2.649	8.913	2.744	8.332
Ctrl1_1189	6.035	1.318	2.374	7.813	1.925	7.431
Ctrl1_1190	6.985	1.153	2.853	7.791	2.669	7.972
Ctrl1_1191	5.848	1.633	2.778	8.280	1.991	7.319
Ctrl1_1192	6.600	1.795	3.089	8.088	2.307	8.860
Ctrl1_1193	5.955	1.186	2.568	8.177	1.623	6.795
Ctrl1_1194	4.936	1.088	2.655	8.609	2.809	6.246
Ctrl1_1195	6.165	1.905	2.902	8.181	2.722	8.392
Ctrl1_1196	5.670	1.469	3.212	9.778	3.038	7.721
Ctrl1_1197	5.099	1.337	3.367	8.527	2.849	6.860
Ctrl1_1198	4.907	1.445	2.821	9.389	2.435	6.387
Ctrl1_1199	5.143	1.476	3.811	8.401	3.169	6.697
Ctrl1_1200	5.822	1.815	3.039	7.707	2.451	6.993
Ctrl1_1201	6.619	1.360	2.905	9.381	2.893	7.702
Ctrl1_1202	6.479	1.508	2.891	8.699	2.332	8.183
Ctrl1_1203	5.778	1.504	2.831	8.520	2.640	7.424
Ctrl1_1204	5.479	1.587	3.117	8.236	2.499	7.876
Ctrl1_1205	6.401	1.107	3.133	9.067	2.448	7.364
Ctrl1_1206	5.904	1.438	2.707	7.127	2.347	8.251
Ctrl1_1207	6.186	1.487	3.146	8.528	2.185	7.898
Ctrl1_1208	6.157	1.233	2.418	7.967	2.649	6.531
Ctrl1_1209	6.284	1.690	2.707	7.951	2.236	7.275
Ctrl1_1210	6.071	1.537	2.757	8.535	2.499	7.459
Ctrl1_1211	6.093	1.494	3.365	7.968	2.919	7.428
Ctrl1_1212	5.777	1.274	2.626	7.780	2.557	6.569
Ctrl1_1213	5.837	1.361	2.913	8.178	2.155	7.128
Ctrl1_1214	5.262	1.714	3.582	8.280	2.295	7.266
Ctrl1_1215	6.469	1.928	3.830	9.187	2.039	8.021
Ctrl1_1216	6.708	1.519	2.782	9.003	2.488	8.764
Ctrl1_1217	6.306	1.426	2.716	9.469	3.194	7.660
Ctrl1_1218	6.268	2.193	3.351	9.580	2.674	9.158
Ctrl1_1219	5.801	1.721	2.842	8.114	2.554	7.668
Ctrl1_1220	5.570	1.155	2.155	7.150	2.300	7.198
Ctrl1_1221	5.726	1.214	3.248	8.873	2.536	7.078
Ctrl1_1222	5.594	1.571	2.639	8.422	2.219	6.878
Ctrl1_1223	5.920	1.524	2.602	7.473	2.355	7.868
Ctrl1_1224	5.582	1.342	2.793	8.138	2.354	6.668
Ctrl1_1225	5.941	1.662	2.785	9.070	2.741	7.435
Ctrl1_1226	6.025	1.145	3.026	7.424	2.098	7.306
Ctrl1_1227	5.853	1.240	3.089	9.218	2.043	7.791
Ctrl1_1228	5.163	1.617	2.964	8.208	2.325	6.985
Ctrl1_1229	5.369	1.812	3.090	7.714	2.417	7.022
Ctrl1_1230	5.798	1.069	2.601	7.507	2.165	7.699
Ctrl1_1231	5.423	1.215	3.054	8.391	2.436	6.529
Ctrl1_1232	5.876	1.480	2.720	8.021	2.366	7.134
Ctrl1_1233	4.774	1.427	3.326	9.028	2.058	6.391
Ctrl1_1234	5.829	1.521	3.377	8.867	2.936	7.251
Ctrl1_1235	6.320	1.663	3.016	9.663	2.470	7.738
Ctrl1_1236	6.261	1.431	2.942	9.890	2.867	7.012
Ctrl1_1237	5.692	1.731	2.604	8.374	2.586	8.023
Ctrl1_1238	6.088	1.706	3.028	9.504	2.660	6.218
Ctrl1_1239	5.145	1.475	3.306	7.740	2.418	7.094
Ctrl1_1240	5.132	1.558	3.216	9.888	2.501	6.480
Ctrl1_1241	4.995	1.627	3.029	8.245	1.967	6.555
Ctrl1_1242	4.682	1.826	3.550	8.470	2.072	6.866
Ctrl3_11	5.736	1.270	2.815	7.923	2.838	6.580
Ctrl3_12	5.840	1.610	3.404	9.973	3.088	8.816
Ctrl3_13	6.258	1.935	2.579	9.652	2.448	7.553
Ctrl3_14	5.342	1.427	3.636	9.364	2.749	7.097
Ctrl3_15	6.591	1.965	3.711	8.974	2.957	8.792
Ctrl3_16	7.386	1.732	2.942	9.641	2.686	9.427
Ctrl3_17	6.194	1.755	2.862	9.714	2.940	7.744
Ctrl3_18	6.532	1.621	3.165	8.922	2.509	7.907
Ctrl3_19	5.693	1.440	2.901	9.929	2.969	6.933
Ctrl3_110	7.402	1.327	2.109	8.424	2.759	8.365
Ctrl3_111	5.746	1.577	2.698	7.960	2.996	7.644
Ctrl3_112	6.952	1.632	2.631	8.365	2.703	8.039
Ctrl3_113	5.289	2.194	3.789	10.153	2.499	7.398
Ctrl3_114	5.555	1.356	2.642	8.599	2.388	7.189
Ctrl3_115	7.418	1.843	3.731	12.150	5.051	9.685
Ctrl3_116	5.920	1.534	4.586	9.762	3.579	8.726
Ctrl3_117	6.153	1.348	3.408	8.109	2.648	6.622
Ctrl3_118	5.334	1.601	3.524	9.024	2.363	8.635
Ctrl3_119	6.957	1.473	3.183	9.493	2.830	7.940
Ctrl3_120	6.014	1.961	2.560	8.753	2.528	7.771
Ctrl3_121	6.280	1.280	3.375	9.478	2.646	8.708
Ctrl3_122	5.442	1.383	3.321	9.651	2.836	7.192
Ctrl3_123	7.445	1.749	2.548	7.885	3.058	8.407
Ctrl3_124	4.812	1.799	3.016	10.102	3.510	6.677
Ctrl3_125	5.828	1.754	3.416	9.172	2.171	6.793
Ctrl3_126	5.962	1.802	4.011	8.257	2.548	7.076
Ctrl3_127	6.555	1.531	2.583	8.465	2.620	8.364
Ctrl3_128	6.404	1.986	3.087	8.081	2.342	6.507
Ctrl3_129	5.931	1.382	2.705	8.526	2.944	8.769
Ctrl3_130	5.380	1.165	3.416	7.729	2.424	6.462
Ctrl3_131	5.981	1.497	3.034	10.928	2.329	7.009
Ctrl3_132	6.367	1.505	2.786	8.144	3.134	8.462
Ctrl3_133	6.645	1.877	3.314	8.432	2.375	6.717
Ctrl3_134	5.702	1.737	2.555	7.651	1.933	7.210
Ctrl3_135	5.609	2.236	3.249	10.113	1.798	8.028
Ctrl3_136	6.821	1.513	3.374	8.731	3.041	9.259
Ctrl3_137	5.636	1.249	3.011	8.488	2.741	6.231
Ctrl3_138	6.259	1.291	3.399	8.702	2.917	7.873
Ctrl3_139	5.483	1.699	2.655	8.297	3.093	7.890
Ctrl3_140	5.730	1.964	3.072	7.839	2.556	8.048
Ctrl3_141	5.332	1.823	3.626	9.219	2.925	7.899
Ctrl3_142	5.102	1.370	3.317	8.384	2.069	7.471
Ctrl3_143	5.211	1.174	2.629	8.629	2.659	5.928
Ctrl3_144	6.073	1.535	2.734	9.084	3.040	8.342
Ctrl3_145	6.153	1.645	3.510	8.119	2.130	8.676
Ctrl3_146	4.331	1.376	3.366	10.237	2.781	7.280
Ctrl3_147	6.317	1.739	2.441	8.499	2.855	7.531
Ctrl3_148	6.625	1.485	2.788	9.136	2.873	8.232
Ctrl3_149	6.629	1.309	3.406	10.388	2.110	8.211
Ctrl3_150	5.355	1.475	3.192	8.440	2.594	6.864
Ctrl3_151	6.056	1.183	2.622	9.158	2.271	6.955
Ctrl3_152	6.287	1.746	3.074	9.636	2.938	8.807
Ctrl3_153	5.835	1.640	2.789	7.940	2.450	8.359
Ctrl3_154	4.830	1.642	3.186	8.545	2.634	6.945
Ctrl3_155	6.491	2.244	3.276	8.927	2.425	8.171
Ctrl3_156	6.414	1.366	1.964	7.298	2.460	6.912
Ctrl3_157	5.453	1.293	3.598	7.958	2.871	8.106
Ctrl3_158	5.914	1.797	3.011	7.969	1.883	8.750
Ctrl3_159	5.116	1.816	3.249	8.253	2.693	7.653
Ctrl3_160	5.722	1.479	3.092	9.420	2.986	7.880
Ctrl3_161	5.484	1.319	3.228	8.704	2.437	6.819
Ctrl3_162	6.216	1.810	2.685	8.801	2.709	7.705
Ctrl3_163	6.013	1.775	3.626	8.684	2.624	7.483
Ctrl3_164	5.894	1.839	3.171	9.241	2.352	8.083
Ctrl3_165	6.049	1.417	2.750	9.322	3.110	7.919
Ctrl3_166	5.805	1.735	2.305	8.184	2.526	6.080
Ctrl3_167	6.096	1.540	2.636	9.159	2.065	8.555
Ctrl3_168	5.763	1.641	2.929	7.605	2.366	6.762
Ctrl3_169	6.744	1.351	3.130	9.240	2.432	7.805
Ctrl3_170	5.994	1.537	2.735	8.253	2.147	7.342
Ctrl3_171	5.803	1.744	2.820	8.611	2.486	7.790
Ctrl3_172	5.266	1.704	3.223	9.351	2.852	7.686
Ctrl3_173	6.595	1.655	3.571	8.924	2.468	7.690
Ctrl3_174	4.913	1.409	2.973	8.808	2.210	5.862
Ctrl3_175	5.563	1.715	3.985	10.159	3.036	7.692
Ctrl3_176	6.294	1.727	2.747	9.270	2.983	7.728
Ctrl3_177	5.926	2.231	3.158	8.851	3.564	7.338
Ctrl3_178	6.014	1.783	3.339	9.127	2.411	7.105
Ctrl3_179	5.950	1.667	3.117	8.954	2.849	7.484
Ctrl3_180	6.181	1.857	3.864	7.862	2.202	6.638
Ctrl3_181	5.904	1.495	2.799	8.576	2.554	7.669
Ctrl3_182	5.934	1.560	2.961	9.092	2.931	7.325
Ctrl3_183	5.307	1.378	3.445	9.981	2.995	6.644
Ctrl3_184	5.844	1.610	2.712	7.574	2.792	7.767
Ctrl3_185	6.673	2.068	3.477	8.971	2.672	8.179
Ctrl3_186	5.888	1.394	2.604	8.273	3.035	8.493
Ctrl3_187	5.910	1.906	2.175	8.231	2.665	8.418
Ctrl3_188	5.940	1.514	2.619	8.632	2.147	8.759
Ctrl3_189	6.000	1.744	2.895	7.982	1.735	6.709
Ctrl3_190	5.524	1.699	4.061	8.850	2.733	7.554
Ctrl3_191	5.466	1.790	3.457	7.775	2.855	7.410
Ctrl3_192	5.496	1.516	3.334	7.849	2.300	6.973
Ctrl3_193	5.828	1.672	2.541	8.545	2.476	6.691
Ctrl3_194	6.697	1.910	2.172	7.829	2.578	7.912
Ctrl3_195	5.862	2.107	4.255	9.153	4.130	8.938
Ctrl3_196	5.277	1.235	2.507	8.749	2.053	8.044
Ctrl3_197	6.077	1.543	3.086	8.463	2.502	7.569
Ctrl3_198	6.273	1.621	3.188	7.948	2.720	9.477
Ctrl3_199	6.429	1.948	2.977	8.897	2.529	8.465
Ctrl3_1100	4.729	1.457	2.174	8.564	1.680	7.162
Ctrl3_1101	5.365	1.892	3.411	8.535	1.907	7.305
Ctrl3_1102	5.782	1.872	2.978	8.566	2.657	7.550
Ctrl3_1103	6.453	1.816	3.419	9.663	2.624	8.951
Ctrl3_1104	5.848	1.888	2.735	7.903	2.682	7.320
Ctrl3_1105	5.494	1.854	3.506	9.564	2.495	6.952
Ctrl3_1106	6.777	1.975	3.115	8.925	3.004	7.743
Ctrl3_1107	5.736	1.743	3.759	8.665	2.194	6.578
Ctrl3_1108	4.993	1.732	3.836	8.697	2.262	7.853
Ctrl3_1109	5.075	1.081	2.897	8.221	2.187	5.760
Ctrl3_1110	7.159	1.616	3.213	9.086	2.725	8.485
Ctrl3_1111	6.294	1.588	3.164	8.429	3.061	7.683
Ctrl3_1112	5.557	1.687	2.765	9.071	2.280	6.843
Ctrl3_1113	6.382	1.592	2.726	8.276	2.933	7.233
Ctrl3_1114	6.393	1.668	2.680	8.320	2.850	7.382
Ctrl3_1115	6.208	1.154	3.438	8.032	2.528	8.451
Ctrl3_1116	5.529	1.563	3.010	8.684	2.417	6.549
Ctrl3_1117	6.595	1.553	2.385	8.780	2.956	8.479
Ctrl3_1118	5.693	1.522	2.817	9.321	2.895	7.174
Ctrl3_1119	4.758	1.192	2.875	7.238	2.243	7.214
Ctrl3_1120	6.806	2.060	2.588	8.635	3.234	8.196
Ctrl3_1121	6.280	1.759	2.830	7.479	2.257	8.178
Ctrl3_1122	5.225	1.315	3.294	8.980	2.572	7.318
Ctrl3_1123	6.420	1.876	3.093	8.972	3.121	7.349
Ctrl3_1124	6.106	1.419	2.745	7.963	2.477	8.000
Ctrl3_1125	6.382	1.833	3.024	8.961	2.445	7.697
Ctrl3_1126	5.552	1.293	3.072	9.223	2.386	6.714
Ctrl3_1127	5.832	1.587	2.771	8.764	3.178	7.665
Ctrl3_1128	5.932	1.833	2.900	8.174	2.289	7.737
Ctrl3_1129	5.734	1.807	2.962	9.223	3.045	6.243
Ctrl3_1130	4.970	1.806	3.377	9.045	3.031	7.672
Ctrl3_1131	5.363	1.431	2.801	8.141	1.883	7.626
Ctrl3_1132	5.997	1.659	2.939	8.430	2.421	7.932
Ctrl3_1133	5.637	1.425	2.643	8.095	2.702	8.049
Ctrl3_1134	5.256	1.723	3.337	7.600	2.472	7.704
Ctrl3_1135	5.273	1.676	3.062	8.874	2.594	7.488
Ctrl3_1136	5.873	1.745	3.398	8.663	2.931	7.462
Ctrl3_1137	5.500	1.266	2.094	7.909	2.705	6.749
Ctrl3_1138	6.363	1.440	2.995	8.259	2.265	8.389
Ctrl3_1139	6.809	1.872	2.120	8.313	2.590	8.023
Ctrl3_1140	5.851	1.547	3.225	8.151	2.485	7.540
Ctrl3_1141	6.767	1.660	3.053	9.196	2.280	7.695
Ctrl3_1142	5.594	1.517	2.878	8.564	2.769	7.389
Ctrl3_1143	6.091	1.976	3.259	8.316	2.503	7.794
Ctrl3_1144	6.209	1.697	3.231	9.125	2.189	7.059
Ctrl3_1145	5.965	1.772	3.583	9.577	3.257	8.181
Ctrl3_1146	5.698	1.385	2.846	9.099	3.254	8.863
Ctrl3_1147	6.786	1.431	3.157	8.980	3.870	9.051
Ctrl3_1148	5.420	1.465	3.917	9.612	2.974	6.706
Ctrl3_1149	5.549	2.473	3.459	9.049	2.665	8.641
Ctrl3_1150	5.922	1.474	3.190	7.696	2.193	8.160
Ctrl3_1151	5.527	1.291	3.301	8.368	2.154	7.181
Ctrl3_1152	6.216	1.026	2.399	8.730	2.465	6.886
Ctrl3_1153	5.467	1.382	3.715	9.070	2.993	7.048
Ctrl3_1154	6.264	1.311	3.007	8.395	2.583	8.251
Ctrl3_1155	6.387	1.909	2.328	7.629	2.691	7.456
Ctrl3_1156	6.717	1.575	2.383	8.222	2.241	8.325
Ctrl3_1157	6.642	1.828	2.600	7.975	2.315	8.823
Ctrl3_1158	6.282	1.706	3.109	9.043	2.819	8.452
Ctrl3_1159	6.654	1.617	3.135	7.876	1.957	8.596
Ctrl3_1160	6.061	1.556	2.590	8.129	2.765	7.821
Ctrl3_1161	6.181	1.869	4.611	8.606	4.694	7.956
Ctrl3_1162	5.521	1.285	3.015	9.151	2.292	7.389
Ctrl3_1163	6.478	1.510	2.797	7.441	2.057	7.953
Ctrl3_1164	6.012	1.902	2.807	9.476	2.548	7.821
Ctrl3_1165	5.614	2.174	2.949	7.891	2.382	8.451
Ctrl3_1166	5.687	1.761	2.672	8.150	2.747	7.701
Ctrl3_1167	6.336	1.598	3.322	9.335	2.727	8.148
Ctrl3_1168	7.153	2.419	2.860	8.682	2.975	9.072
Ctrl3_1169	5.785	1.643	3.105	8.838	2.505	7.281
Ctrl3_1170	5.827	1.708	2.598	7.802	2.836	6.934
Ctrl3_1171	6.721	1.433	2.806	8.721	3.037	6.901
Ctrl3_1172	6.296	1.593	3.323	8.460	2.436	7.318
Ctrl3_1173	5.250	1.774	2.893	8.459	2.277	7.505
Ctrl3_1174	6.477	2.017	3.319	9.095	2.471	7.989
Ctrl3_1175	5.395	1.666	2.884	9.060	3.345	7.180
Ctrl3_1176	6.841	2.151	2.708	8.255	2.371	8.823
Ctrl3_1177	6.201	1.599	2.256	7.718	3.028	8.645
Ctrl3_1178	6.067	2.241	2.889	8.137	2.450	8.201
Ctrl3_1179	5.849	1.439	2.486	7.969	2.723	8.398
Ctrl3_1180	6.665	1.696	2.745	8.738	3.002	8.564
Ctrl3_1181	5.476	1.702	2.258	8.808	2.339	7.296
Ctrl3_1182	5.449	1.400	2.688	8.171	2.467	7.628
Ctrl3_1183	5.592	1.248	2.711	7.444	2.415	7.695
Ctrl3_1184	6.073	1.537	3.310	8.546	2.830	7.749
Ctrl3_1185	6.191	1.756	3.486	8.137	2.985	7.475
Ctrl3_1186	7.650	1.405	2.889	8.497	2.861	9.484
Ctrl3_1187	6.757	1.875	2.771	8.540	2.472	8.170
Ctrl3_1188	6.091	2.259	3.203	8.776	2.945	8.026
Ctrl3_1189	5.024	1.786	3.321	8.531	2.522	6.606
Ctrl3_1190	5.751	1.585	2.654	8.040	2.823	7.264
Ctrl3_1191	6.398	1.524	2.776	8.451	2.483	8.210
Ctrl3_1192	6.356	1.659	2.458	8.342	2.441	8.293
Ctrl3_1193	6.986	1.544	2.846	9.003	2.526	9.551
Ctrl3_1194	5.764	1.351	2.618	8.381	2.531	6.598
Ctrl3_1195	5.287	2.123	3.091	9.261	2.631	7.265
Ctrl3_1196	5.450	1.249	2.786	8.451	2.314	7.858
Ctrl3_1197	5.726	1.428	2.648	8.800	3.059	8.176
Ctrl3_1198	6.275	1.236	2.651	8.729	2.887	8.606
Ctrl3_1199	6.188	1.687	2.429	7.821	3.155	7.482
Ctrl3_1200	5.905	2.117	3.206	8.747	2.680	7.175
Ctrl3_1201	6.060	1.295	2.502	9.600	2.719	7.580
Ctrl3_1202	5.967	1.255	3.221	8.825	1.981	7.359
Ctrl3_1203	6.772	1.774	2.674	7.940	2.617	7.902
Ctrl3_1204	6.248	1.852	3.006	8.631	2.599	8.598
Ctrl3_1205	5.955	1.251	2.457	8.613	3.171	7.163
Ctrl3_1206	6.239	2.048	2.566	8.946	2.624	8.147
Ctrl3_1207	5.599	1.732	2.552	8.154	2.252	7.029
Ctrl3_1208	6.082	2.264	3.258	8.411	2.974	8.748
Ctrl3_1209	5.048	1.608	3.723	9.553	2.890	7.343
Ctrl3_1210	7.306	1.961	3.042	9.246	3.560	9.906
Ctrl3_1211	6.839	1.721	3.141	9.318	3.241	8.810
Ctrl3_1212	6.182	1.717	3.213	8.658	2.506	8.502
Ctrl3_1213	5.815	2.144	2.918	9.363	3.295	7.792
Ctrl3_1214	5.370	1.299	3.048	9.152	2.911	8.191
Ctrl3_1215	5.639	1.870	3.175	8.243	2.741	7.964
Ctrl3_1216	6.750	1.801	3.194	8.689	2.407	7.617
Ctrl3_1217	6.292	2.239	3.209	9.537	2.918	7.581
Ctrl3_1218	5.723	1.345	2.980	9.056	2.964	7.334
Ctrl3_1219	6.182	1.299	3.509	9.335	2.593	8.723
Ctrl3_1220	5.792	0.874	2.638	9.623	3.306	6.699
Ctrl3_1221	6.123	1.565	2.734	8.389	2.319	8.146
Ctrl3_1222	5.361	1.512	2.868	9.766	2.179	7.390
Ctrl3_1223	6.051	1.500	2.387	8.178	2.469	7.682
Ctrl3_1224	5.038	1.711	3.314	9.188	2.895	7.218
Ctrl3_1225	5.843	1.885	3.014	8.059	2.704	7.966
Ctrl3_1226	7.452	1.402	3.312	10.133	3.779	8.758
Ctrl3_1227	5.270	1.533	3.195	8.488	1.562	7.307
Ctrl3_1228	5.594	1.287	2.720	8.857	2.622	7.074
Ctrl3_1229	5.946	1.291	2.951	8.089	2.637	7.516
Ctrl3_1230	6.126	1.456	3.750	10.584	3.411	7.540
Ctrl3_1231	5.816	1.546	2.645	9.206	2.534	8.426
Ctrl3_1232	5.980	2.201	2.816	9.377	3.558	7.561
Ctrl3_1233	6.692	1.043	3.212	9.126	2.710	6.673
Ctrl3_1234	6.258	1.805	2.976	8.981	3.142	8.545
Ctrl3_1235	5.332	1.567	2.948	9.151	2.665	6.984
Ctrl3_1236	6.278	1.467	3.054	8.655	3.091	7.594
Ctrl3_1237	6.571	1.954	3.835	10.165	4.510	9.228
Ctrl3_1238	6.075	1.817	3.349	8.259	2.254	8.061
Ctrl3_1239	5.211	1.606	3.127	8.611	2.403	7.564
Ctrl3_1240	5.686	2.280	3.285	8.947	3.220	7.159
Ctrl3_1241	5.040	1.548	3.025	9.193	3.096	6.818
Ctrl3_1242	6.567	1.573	2.877	9.656	3.190	7.747
Ctrl3_1243	5.027	1.405	2.968	8.022	2.462	7.768
Ctrl3_1244	5.340	1.495	2.796	9.080	2.820	7.540
Ctrl3_1245	5.725	1.937	3.961	9.087	2.617	7.805
Ctrl3_1246	6.212	1.806	2.755	9.190	2.502	7.664
Ctrl3_1247	6.275	1.767	2.785	8.407	2.384	8.126
Ctrl3_1248	6.002	1.615	3.226	8.565	2.648	7.774
Ctrl3_1249	5.362	1.736	3.405	8.639	1.815	9.237
Ctrl3_1250	5.980	1.268	2.522	8.757	2.111	9.184
Ctrl3_1251	6.842	1.811	3.230	9.283	2.355	8.009
Ctrl3_1252	5.233	1.304	3.931	10.208	3.794	8.274
Ctrl3_1253	6.734	1.005	2.844	8.498	2.486	7.878
Ctrl3_1254	5.970	1.371	3.226	9.402	3.232	8.264
Ctrl3_1255	6.137	1.777	3.101	9.555	2.446	7.642
Ctrl3_1256	5.793	2.267	2.872	9.516	3.047	7.256
Ctrl3_1257	6.112	1.600	3.199	9.441	2.627	9.305
Ctrl3_1258	6.366	1.926	2.677	8.794	2.362	8.618
Ctrl3_1259	6.117	1.818	2.743	9.107	2.774	8.655
Ctrl3_1260	6.101	1.776	2.898	8.030	2.788	8.293
Ctrl3_1261	6.874	1.278	3.228	7.979	2.222	8.820
Ctrl3_1262	5.327	1.750	3.023	8.878	3.125	7.983
Ctrl3_1263	6.028	1.497	2.412	9.066	2.601	7.001
Ctrl3_1264	6.975	1.841	2.693	8.099	2.845	8.582
Ctrl3_1265	5.436	1.394	2.913	9.380	2.907	7.440
Ctrl3_1266	6.131	1.459	2.747	9.672	2.701	7.540
Ctrl3_1267	6.267	1.579	2.749	7.604	2.862	8.024
Ctrl3_1268	5.410	1.806	3.203	9.358	2.674	7.678
Ctrl3_1269	6.137	2.120	3.432	9.796	2.522	6.577
Ctrl2_11	5.633	1.293	3.163	8.100	2.288	6.879
Ctrl2_12	5.422	1.850	4.193	9.457	3.615	6.985
Ctrl2_13	5.132	1.263	3.024	8.926	2.366	7.069
Ctrl2_14	6.314	1.308	3.359	8.041	2.570	7.390
Ctrl2_15	5.127	1.355	3.215	9.015	2.469	6.893
Ctrl2_16	6.200	1.908	2.896	8.120	2.167	6.171
Ctrl2_17	5.277	1.597	2.873	8.710	2.344	6.485
Ctrl2_18	5.194	1.242	3.505	8.579	2.175	6.709
Ctrl2_19	6.472	2.141	3.486	10.242	3.149	7.549
Ctrl2_110	5.804	1.562	2.965	8.932	1.735	6.980
Ctrl2_111	5.347	1.284	3.147	8.150	2.541	6.358
Ctrl2_112	5.191	1.640	3.588	8.731	2.015	7.716
Ctrl2_113	5.788	1.326	3.476	8.843	2.538	6.277
Ctrl2_114	4.911	1.357	2.897	7.817	2.615	6.556
Ctrl2_115	5.572	1.577	2.848	8.429	3.376	6.605
Ctrl2_116	6.163	1.617	3.043	8.976	2.122	7.475
Ctrl2_117	5.414	1.068	2.494	8.653	2.357	7.268
Ctrl2_118	5.365	1.754	3.377	9.387	1.347	5.833
Ctrl2_119	5.365	1.721	2.988	8.157	2.028	6.511
Ctrl2_120	5.659	0.896	2.542	8.558	1.820	6.520
Ctrl2_121	5.533	1.575	3.623	10.392	4.056	7.461
Ctrl2_122	5.471	1.367	3.050	9.858	2.645	7.061
Ctrl2_123	5.648	1.500	3.485	8.276	2.563	6.906
Ctrl2_124	5.220	1.588	3.582	9.892	2.252	6.277
Ctrl2_125	5.792	1.350	3.450	8.248	1.743	7.090
Ctrl2_126	5.277	1.467	3.559	9.346	2.791	6.374
Ctrl2_127	5.788	1.204	3.134	8.797	1.713	6.439
Ctrl2_128	5.047	1.307	2.816	8.073	2.423	6.910
Ctrl2_129	5.244	1.336	2.921	8.432	2.855	6.477
Ctrl2_130	5.298	1.453	3.077	8.327	2.353	6.563
Ctrl2_131	4.925	1.597	3.327	7.856	1.729	7.224
Ctrl2_132	5.878	1.321	3.265	7.890	2.363	7.083
Ctrl2_133	5.290	1.141	2.855	7.831	1.636	5.907
Ctrl2_134	6.037	1.948	2.823	9.393	2.449	7.614
Ctrl2_135	6.116	1.296	2.908	7.759	2.143	6.952
Ctrl2_136	5.171	1.054	2.960	7.935	1.802	6.406
Ctrl2_137	5.805	1.271	3.074	8.779	2.641	6.416
Ctrl2_138	6.881	1.740	3.031	9.896	2.773	8.558
Ctrl2_139	5.972	1.527	2.886	8.759	2.378	7.404
Ctrl2_140	5.742	1.186	3.436	7.755	1.911	6.515
Ctrl2_141	4.816	1.526	2.393	9.444	2.021	6.362
Ctrl2_142	6.630	1.769	2.876	9.355	2.807	6.784
Ctrl2_143	5.696	1.382	3.651	9.842	2.465	5.615
Ctrl2_144	5.548	1.661	3.697	9.505	3.104	7.212
Ctrl2_145	5.730	1.605	3.973	8.438	3.183	6.820
Ctrl2_146	4.695	1.157	3.397	9.511	2.210	5.853
Ctrl2_147	5.091	1.193	2.784	9.109	2.729	7.358
Ctrl2_148	4.835	1.132	2.614	7.322	2.601	6.574
Ctrl2_149	4.729	1.394	3.419	8.181	2.429	6.579
Ctrl2_150	5.517	1.307	3.715	8.514	2.075	5.961
Ctrl2_151	5.458	1.468	3.012	9.220	1.622	7.042
Ctrl2_152	6.044	1.557	3.447	10.723	2.939	7.332
Ctrl2_153	5.668	1.647	3.195	9.646	2.278	7.035
Ctrl2_154	6.039	1.594	3.102	9.963	2.163	6.858
Ctrl2_155	6.229	0.973	3.381	8.972	1.892	7.985
Ctrl2_156	5.068	1.097	2.263	8.372	2.384	6.318
Ctrl2_157	5.462	1.438	3.321	8.643	2.804	6.608
Ctrl2_158	6.461	1.602	3.244	8.861	2.234	7.854
Ctrl2_159	5.315	1.061	3.160	8.619	2.200	6.056
Ctrl2_160	5.122	1.715	3.162	8.471	2.116	5.847
