id	GO_0000122	GO_0001525	GO_0007155	GO_0007165	GO_0043547	GO_0045944
GBM1_18	5.616	1.602	2.851	8.282	2.321	7.628
GBM1_19	4.990	1.270	3.447	9.184	2.148	6.394
GBM1_110	5.461	1.317	2.653	8.594	2.819	7.118
GBM1_111	5.514	1.633	3.616	8.991	2.546	6.879
GBM1_112	5.946	1.489	2.790	8.222	2.579	7.209
GBM1_113	5.456	1.413	2.830	8.960	2.583	6.478
GBM1_114	6.477	1.661	2.850	7.776	2.906	8.148
GBM1_115	6.066	1.635	2.519	8.673	2.520	7.656
GBM1_116	6.383	1.631	3.337	10.628	3.299	8.765
GBM1_117	5.796	1.586	2.875	8.445	2.406	8.049
GBM1_118	5.597	1.729	2.921	8.629	2.592	7.602
GBM1_119	5.625	1.687	3.216	10.117	3.628	7.526
GBM1_120	5.833	1.547	3.106	8.348	2.585	7.154
GBM1_121	6.847	1.882	3.363	10.136	2.235	8.264
GBM1_122	6.172	1.617	2.747	8.539	2.477	7.367
GBM1_123	5.714	1.561	2.969	9.175	2.536	7.186
GBM1_124	6.056	1.453	3.353	9.484	2.895	7.261
GBM1_125	5.558	1.649	2.554	8.358	2.662	7.755
GBM1_126	5.566	1.749	2.614	8.547	2.604	7.116
GBM1_127	5.679	1.178	2.657	8.705	2.391	7.013
GBM1_128	5.997	1.562	2.576	8.594	2.766	6.827
GBM1_129	5.798	1.356	2.764	8.073	2.267	7.110
GBM1_130	5.698	1.541	2.474	7.826	2.436	7.030
GBM1_131	5.524	1.738	3.263	8.616	2.197	6.909
GBM1_132	5.822	1.966	3.652	9.246	2.405	7.009
GBM1_133	5.366	1.565	2.894	8.736	2.425	6.713
GBM1_134	5.197	1.591	3.023	7.824	2.177	6.309
GBM1_135	4.995	1.226	2.970	7.663	2.172	7.242
GBM1_136	5.576	1.632	3.491	8.897	2.598	6.891
GBM1_137	5.653	1.208	2.769	8.058	2.725	6.188
GBM1_138	5.319	1.685	3.216	9.620	2.640	6.725
GBM1_139	5.414	1.596	2.612	8.540	2.346	7.373
GBM1_140	6.009	1.631	2.992	9.074	2.710	7.900
GBM1_141	6.562	1.730	3.077	9.398	2.515	8.164
GBM1_142	5.788	1.525	2.697	8.271	2.351	7.101
GBM1_143	6.141	1.432	2.532	7.945	2.198	7.649
GBM1_144	5.786	1.744	3.299	9.656	2.486	7.971
GBM1_145	5.825	1.535	3.136	8.351	2.271	6.774
GBM1_146	5.774	1.258	2.413	8.111	2.621	6.822
GBM1_147	5.785	1.754	3.369	8.298	2.186	7.304
GBM1_148	5.367	1.363	2.704	8.411	2.492	7.262
GBM1_149	5.560	1.478	2.782	8.639	2.239	7.340
GBM1_150	4.952	1.390	3.525	8.823	2.128	6.066
GBM1_151	5.371	1.515	3.071	8.881	2.492	7.619
GBM1_152	5.592	1.177	4.350	8.668	2.370	6.701
GBM1_153	4.491	1.420	3.414	8.567	2.281	7.142
GBM1_154	5.517	1.530	2.976	8.349	2.597	6.824
GBM1_155	5.493	1.198	2.823	9.134	2.717	6.915
GBM1_156	5.255	1.599	2.611	8.698	2.122	6.641
GBM1_157	4.888	1.484	4.049	9.086	2.442	6.829
GBM1_158	5.305	1.754	3.434	8.897	1.936	6.597
GBM1_159	5.491	1.381	3.868	10.092	2.625	6.906
GBM1_160	6.093	1.604	2.998	8.364	2.346	7.390
GBM1_161	5.352	1.496	3.065	8.432	2.604	6.695
GBM1_162	5.849	1.759	2.890	9.586	2.852	7.626
GBM1_163	5.654	1.245	2.397	8.461	2.276	7.769
GBM1_164	5.853	1.275	2.946	7.983	2.090	6.846
GBM1_165	5.619	1.790	3.301	9.370	2.707	6.642
GBM1_166	5.857	1.099	2.789	8.289	2.094	7.140
GBM1_167	5.530	1.463	3.452	8.253	2.274	6.544
GBM1_168	5.482	1.454	2.851	8.191	2.305	7.344
GBM1_169	5.628	1.671	3.123	8.799	2.213	7.178
GBM1_170	5.025	1.469	2.429	9.223	2.217	6.450
GBM1_171	5.166	1.715	3.463	8.587	2.785	6.361
GBM1_172	6.087	1.701	3.122	8.633	2.760	7.560
GBM1_173	5.896	1.308	2.448	8.882	2.348	7.167
GBM1_174	5.569	1.696	2.932	9.388	2.430	6.981
GBM1_175	5.554	2.103	2.969	9.642	2.895	6.416
GBM1_176	5.685	1.514	3.030	8.824	2.402	7.347
GBM1_177	5.634	1.563	3.612	9.254	2.493	7.248
GBM1_178	5.744	0.942	2.641	8.169	2.423	7.719
GBM1_179	5.368	1.473	3.180	8.491	2.340	6.908
GBM1_180	6.040	1.337	2.513	8.874	2.828	6.834
GBM1_181	5.710	1.208	3.097	8.475	2.324	5.893
GBM1_182	4.925	1.752	3.675	10.411	3.276	6.748
GBM1_183	5.312	1.427	3.441	7.869	2.809	7.450
GBM1_184	5.245	1.573	2.745	8.637	2.130	7.853
GBM1_185	5.617	1.649	2.898	8.787	2.032	6.697
GBM1_186	6.092	2.038	3.745	9.733	3.004	8.742
GBM1_187	5.508	1.577	3.759	8.436	2.543	7.214
GBM1_188	5.111	1.652	2.930	8.498	2.261	7.294
GBM1_189	5.455	1.414	2.490	7.676	2.273	7.330
GBM1_190	5.875	1.603	2.918	8.774	2.366	7.042
GBM1_191	5.786	1.695	2.836	8.453	2.317	7.709
GBM1_192	5.519	1.480	3.662	9.012	2.389	7.401
GBM1_193	5.422	1.470	3.406	8.910	2.548	7.211
GBM1_194	6.061	1.569	2.561	8.212	2.366	7.295
GBM1_195	5.551	1.505	2.421	8.273	2.289	6.694
GBM1_196	5.092	1.696	2.508	8.065	2.147	5.907
GBM1_197	5.800	1.177	2.713	8.053	2.703	7.231
GBM1_198	5.018	1.456	3.150	8.873	2.725	6.943
GBM1_199	5.788	1.542	2.960	8.538	2.748	8.244
GBM1_1100	5.570	1.535	2.784	8.402	2.589	7.429
GBM1_1101	5.308	1.501	2.833	8.308	2.546	6.968
GBM1_1102	5.225	1.523	2.797	8.542	2.658	7.323
GBM1_1103	5.646	1.618	3.153	8.499	2.371	6.413
GBM1_1104	5.666	1.511	2.862	8.140	2.900	7.028
GBM1_1105	5.127	1.591	3.645	9.923	2.536	6.723
GBM1_1106	5.173	1.332	3.569	8.316	2.701	6.571
GBM1_1107	5.175	1.629	3.496	9.590	2.687	7.226
GBM1_1108	5.426	1.608	2.864	8.312	2.243	7.264
GBM1_1109	5.931	1.438	3.301	8.238	2.376	6.861
GBM1_1110	4.984	1.766	2.685	8.107	2.847	6.418
GBM1_1111	5.484	1.512	3.098	8.449	2.524	7.445
GBM1_1112	5.422	1.608	2.769	8.698	2.076	6.510
GBM1_1113	5.773	1.233	2.380	7.505	2.663	7.778
GBM1_1114	5.637	1.360	2.622	8.077	2.402	7.434
GBM1_1115	5.421	1.397	3.452	8.717	2.393	7.557
GBM1_1116	5.585	1.209	3.269	8.745	2.508	6.979
GBM1_1117	5.573	1.479	2.950	9.161	3.031	7.247
GBM1_1118	5.383	1.428	2.763	7.368	2.174	6.257
GBM1_1119	5.700	1.795	3.493	9.243	2.958	6.807
GBM1_1120	5.479	1.650	2.826	7.937	2.237	6.954
GBM1_1121	6.096	1.403	3.141	8.405	2.656	7.672
GBM1_1122	6.191	1.603	2.439	8.596	3.058	7.620
GBM1_1123	5.771	1.944	3.262	8.266	2.976	8.175
GBM1_1124	5.312	1.612	2.946	7.783	2.371	7.072
GBM1_1125	5.729	1.611	2.691	8.761	2.622	6.743
GBM1_1126	5.843	0.997	2.392	7.626	2.441	6.999
GBM1_1127	5.166	1.741	3.221	8.898	2.317	6.721
GBM1_1128	5.588	1.750	3.217	8.400	2.036	7.166
GBM1_1129	5.164	1.638	2.985	8.334	2.312	6.886
GBM1_1130	5.601	1.427	2.782	8.027	2.731	7.447
GBM1_1131	5.319	1.506	2.473	9.041	2.879	6.307
GBM1_1132	5.318	1.284	2.599	7.550	2.444	7.312
GBM1_1133	5.811	1.249	2.883	8.861	2.157	7.014
GBM1_1134	5.840	1.712	2.627	8.555	2.630	7.241
GBM1_1135	5.238	1.766	3.129	8.000	2.139	6.975
GBM1_1136	5.788	1.741	2.804	7.609	2.131	7.284
GBM1_1137	5.610	1.755	3.629	8.424	2.309	6.560
GBM1_1138	5.686	1.445	2.634	7.875	2.567	6.905
GBM1_1139	6.154	1.726	2.802	8.212	2.627	7.365
GBM1_1140	5.694	1.293	2.743	8.335	2.618	6.762
GBM1_1141	5.623	1.597	3.372	9.381	2.369	7.101
GBM1_1142	5.389	1.503	3.533	9.158	2.417	7.484
GBM1_1143	5.797	1.478	2.652	8.152	2.564	7.302
GBM1_1144	6.320	1.345	3.108	8.721	2.175	7.834
GBM1_1145	5.460	1.456	2.796	8.052	2.394	6.906
GBM1_1146	5.638	1.863	3.019	8.877	2.888	7.132
GBM1_1147	5.944	1.467	3.140	8.559	2.310	6.826
GBM1_1148	5.888	1.681	3.415	9.121	2.592	7.493
GBM1_1149	6.170	1.653	3.667	9.471	2.807	7.766
GBM1_1150	5.317	1.477	2.777	7.940	1.858	6.626
GBM1_1151	5.547	1.418	2.851	8.977	1.944	6.443
GBM1_1152	5.529	1.399	3.218	9.317	2.723	7.321
GBM1_1153	6.247	1.281	2.669	8.277	2.073	7.256
GBM1_1154	6.630	1.367	2.899	8.068	2.533	7.139
GBM1_1155	5.564	1.233	2.868	8.182	2.342	7.367
GBM1_1156	4.903	1.639	3.390	8.780	2.341	6.493
GBM1_1157	5.361	1.798	2.721	8.663	2.403	7.646
GBM1_1158	5.545	1.714	3.099	8.550	2.797	6.909
GBM1_1159	5.303	1.618	2.870	8.162	1.946	7.095
GBM1_1160	5.328	1.491	4.073	9.312	2.213	6.186
GBM1_1161	5.634	1.420	2.891	8.473	2.410	7.106
GBM1_1162	6.201	1.715	3.018	8.222	2.287	8.364
GBM1_1163	6.221	2.084	3.449	10.025	2.331	7.572
GBM1_1164	5.276	1.525	3.206	8.049	2.684	7.298
GBM1_1165	5.923	1.580	3.407	8.777	2.195	7.094
GBM1_1166	6.110	1.668	3.174	8.812	2.768	7.627
GBM1_1167	5.497	1.469	3.274	8.204	2.165	6.982
GBM1_1168	4.825	1.792	2.901	8.194	2.857	6.638
GBM1_1169	5.544	1.519	2.814	7.545	2.290	6.731
GBM1_1170	5.609	1.638	3.085	8.869	2.636	7.029
GBM1_1171	6.161	1.449	2.573	8.252	2.819	7.352
GBM1_1172	5.502	1.551	3.425	8.823	2.215	6.544
GBM1_1173	4.821	1.665	2.780	8.921	2.635	6.644
GBM1_1174	6.101	1.593	3.054	8.540	2.843	7.278
GBM1_1175	5.298	1.714	3.000	8.697	2.099	6.549
GBM1_1176	5.399	1.220	3.293	8.720	2.571	7.440
GBM1_1177	6.280	1.542	2.657	8.788	2.521	7.724
GBM1_1178	5.483	1.845	4.145	10.001	3.017	6.407
GBM1_1179	5.602	1.788	2.817	8.493	2.206	6.748
GBM1_1180	5.744	1.229	2.576	8.692	2.705	7.377
GBM1_1181	4.978	1.218	3.078	8.441	2.483	6.712
GBM1_1182	5.121	1.628	2.323	7.993	2.382	8.003
GBM1_1183	5.754	1.297	2.573	7.851	2.417	7.152
GBM1_1184	6.340	1.963	3.171	8.537	3.064	7.620
GBM1_1185	5.545	1.509	2.342	8.848	2.616	8.065
GBM1_1186	5.771	1.691	2.738	7.728	2.266	7.162
GBM1_1187	6.077	1.875	2.749	8.755	2.251	7.099
GBM1_1188	5.275	1.410	3.189	8.918	2.203	7.276
GBM1_1189	5.976	1.709	2.805	8.434	2.161	6.962
GBM1_1190	4.655	1.224	3.643	9.171	2.738	6.811
GBM1_1191	5.239	1.498	3.282	8.837	2.830	7.267
GBM1_1192	5.635	1.592	2.670	8.874	2.333	6.939
GBM1_1193	5.421	1.599	2.959	8.924	2.246	6.844
GBM1_1194	6.306	1.375	2.761	8.207	2.285	7.192
GBM1_1195	6.545	1.616	2.687	7.989	2.476	7.618
GBM1_1196	5.082	1.640	2.559	9.239	2.759	7.965
GBM1_1197	4.950	1.660	2.733	8.672	2.571	6.816
GBM1_1198	4.974	1.595	3.173	8.776	2.562	7.249
GBM1_1199	5.988	1.517	2.867	8.417	2.933	7.356
GBM1_1200	6.055	1.667	3.086	8.998	2.406	6.834
GBM1_1201	5.689	1.332	2.584	8.418	2.453	7.043
GBM1_1202	5.967	1.935	2.585	7.992	2.277	6.699
GBM1_1203	6.280	1.420	3.669	8.650	1.933	7.138
GBM1_1204	4.744	1.518	3.968	9.170	2.019	6.334
GBM1_1205	5.622	1.368	2.831	7.843	2.360	7.209
GBM1_1206	6.848	1.705	2.531	8.174	2.456	8.433
GBM1_1207	6.018	1.528	2.779	10.305	2.327	7.167
GBM1_1208	5.515	1.395	2.628	8.680	2.756	6.961
GBM1_1209	6.343	1.835	2.974	8.923	2.615	7.647
GBM1_1210	4.501	1.696	3.357	8.989	2.411	6.327
GBM1_1211	5.614	1.183	2.777	8.365	2.436	6.992
GBM1_1212	5.107	1.505	3.331	8.558	2.314	7.054
GBM1_1213	5.460	1.259	3.388	9.409	2.442	6.665
GBM1_1214	5.850	1.651	2.927	8.820	2.261	7.023
GBM1_1215	5.512	1.400	2.750	8.687	2.289	6.946
GBM1_1216	5.349	1.598	2.884	8.080	2.897	6.604
GBM1_1217	4.876	1.350	3.446	8.480	2.503	6.308
GBM1_1218	5.452	1.592	3.359	7.838	2.515	7.446
GBM1_1219	5.407	1.731	3.008	10.015	2.854	7.265
GBM1_1220	5.454	1.186	2.746	8.847	2.015	7.383
GBM1_1221	5.918	1.674	2.669	8.424	2.129	7.419
GBM1_1222	5.085	1.579	2.585	8.775	2.680	6.893
GBM1_1223	6.898	1.770	2.411	7.868	2.501	7.967
GBM1_1224	5.819	1.549	2.774	7.979	2.025	7.028
GBM1_1225	6.365	1.323	3.080	8.971	3.555	6.267
GBM1_1226	5.460	1.542	2.479	8.600	2.175	7.190
GBM1_1227	5.127	1.227	2.891	8.559	2.117	6.145
GBM1_1228	5.642	1.406	2.944	7.863	2.355	6.792
GBM1_1229	5.551	1.476	2.836	8.298	2.590	6.967
GBM1_1230	5.040	1.420	3.357	8.163	2.272	7.475
GBM1_1231	5.840	1.215	2.561	9.108	2.543	7.796
GBM1_1232	6.346	1.732	2.237	8.247	2.648	8.251
GBM1_1233	6.344	1.212	3.022	8.433	2.525	6.766
GBM1_1234	6.041	1.466	2.830	8.731	2.646	6.985
GBM1_1235	5.402	1.527	3.064	8.958	2.323	6.916
GBM1_1236	5.917	1.677	2.491	8.165	2.470	6.517
GBM1_1237	6.573	1.470	2.203	8.395	2.829	7.658
GBM1_1238	4.808	1.618	4.364	9.656	2.231	6.866
GBM1_1239	5.569	1.480	3.001	8.549	2.665	6.617
GBM1_1240	7.252	1.284	3.357	8.272	2.851	7.634
GBM1_1241	6.042	1.845	2.911	8.300	2.595	7.640
GBM1_1242	6.284	1.799	2.682	10.545	2.823	7.468
GBM1_1243	5.901	1.270	2.602	8.544	2.858	5.972
GBM1_1244	6.530	1.367	2.300	8.764	2.125	7.567
GBM1_1245	4.688	1.404	3.266	9.294	2.521	7.329
GBM1_1246	5.824	1.248	3.104	8.732	2.147	6.616
GBM1_1247	6.081	1.890	2.712	7.671	2.469	7.998
GBM1_1248	5.984	1.747	3.352	9.266	2.136	7.522
GBM1_1249	5.471	1.330	3.098	8.826	2.425	6.365
GBM4_11	6.079	1.812	2.700	8.602	2.676	7.317
GBM4_12	6.062	1.761	2.940	8.740	2.504	7.651
GBM4_13	6.099	1.574	3.015	9.157	2.447	7.049
GBM4_14	6.053	1.894	3.906	9.472	2.596	7.121
GBM4_15	5.096	1.465	3.045	8.225	2.828	6.589
GBM4_16	5.585	1.668	2.779	8.824	2.515	6.968
GBM4_17	6.035	1.358	2.643	7.670	2.208	7.136
GBM4_18	5.659	1.326	2.562	8.481	2.612	6.475
GBM4_19	5.204	1.343	2.195	8.091	2.619	7.148
GBM4_110	5.329	1.730	2.708	7.555	2.128	7.378
GBM4_111	5.688	1.538	2.969	8.108	2.340	7.078
GBM4_112	5.383	1.535	2.479	8.871	2.313	7.129
GBM4_113	5.939	1.657	2.819	8.357	2.137	7.610
GBM4_114	5.064	1.680	3.058	7.845	2.272	6.539
GBM4_115	5.400	1.383	2.970	7.980	2.323	7.657
GBM4_116	5.313	1.979	3.981	10.609	2.552	5.766
GBM4_117	5.995	1.536	2.890	8.859	2.611	7.228
GBM4_118	5.495	2.005	3.251	8.716	2.513	7.002
GBM4_119	5.059	1.580	4.004	9.039	2.288	5.848
GBM4_120	5.047	1.435	2.789	8.623	2.398	7.493
GBM4_121	5.260	2.038	2.891	8.886	3.008	7.147
GBM4_122	4.969	1.649	3.563	8.682	2.113	6.555
GBM4_123	5.454	1.595	2.298	9.384	2.419	7.781
GBM4_124	6.049	1.391	3.507	8.284	2.370	7.146
GBM4_125	5.667	1.160	3.648	9.158	2.979	7.127
GBM4_126	5.728	1.335	2.919	8.052	2.096	6.731
GBM4_127	6.063	1.582	2.621	8.951	2.830	7.542
GBM4_128	5.423	1.547	3.023	8.950	2.521	6.756
GBM4_129	5.881	1.411	2.431	7.630	2.383	6.783
GBM4_130	5.464	1.691	3.057	8.991	2.341	6.504
GBM4_131	6.004	1.473	2.286	7.586	2.754	6.556
GBM4_132	4.911	1.413	2.815	8.486	2.743	6.685
GBM4_133	5.709	1.843	2.740	8.108	2.348	6.989
GBM4_134	5.497	1.101	2.586	7.303	1.914	6.529
GBM4_135	5.162	1.290	2.915	9.121	2.863	6.564
GBM4_136	6.153	1.865	2.583	8.941	2.910	7.416
GBM4_137	5.013	1.175	3.072	8.446	2.137	6.687
GBM4_138	4.876	1.697	2.863	8.491	2.528	6.532
GBM4_139	6.753	1.688	2.696	8.364	2.777	7.694
GBM4_140	5.382	1.578	3.116	8.528	2.307	6.463
GBM4_141	5.809	1.268	2.694	9.824	2.653	7.791
GBM4_142	5.946	1.508	2.869	9.129	2.604	7.688
GBM4_143	5.931	1.106	2.861	8.690	3.183	7.006
GBM4_144	5.132	1.251	2.537	8.449	2.444	7.005
GBM4_145	5.409	2.157	3.000	8.934	2.821	6.650
GBM4_146	6.119	1.403	3.106	8.211	2.365	7.853
GBM4_147	6.136	1.834	2.691	8.247	2.325	7.321
GBM4_148	5.460	1.586	2.795	8.130	2.299	7.188
GBM4_149	5.320	1.580	2.588	7.935	2.436	6.870
GBM4_150	5.491	1.930	3.169	8.493	3.311	8.175
GBM4_151	4.795	2.120	2.952	8.140	2.134	7.077
GBM4_152	5.675	1.654	2.760	8.342	2.449	6.671
GBM4_153	5.067	1.755	3.381	9.646	2.597	7.335
GBM4_154	5.948	1.423	2.683	8.846	2.424	7.834
GBM4_155	6.658	1.829	3.137	8.918	2.515	8.150
GBM4_156	6.038	1.888	2.549	8.053	2.848	7.564
GBM4_157	6.187	1.105	2.387	7.831	2.423	7.612
GBM4_158	5.856	1.372	2.623	9.010	2.914	7.486
GBM4_159	5.428	1.679	3.595	9.538	2.381	7.643
GBM4_160	6.317	1.270	2.653	8.933	2.133	7.883
GBM4_161	5.692	1.425	2.152	8.389	2.505	7.220
GBM4_162	5.605	1.598	3.582	9.921	2.362	7.021
GBM4_163	5.517	1.502	3.189	9.115	2.404	6.978
GBM4_164	5.255	1.438	2.621	7.789	2.835	7.239
GBM4_165	5.734	1.629	2.841	9.127	1.950	6.827
GBM4_166	6.132	1.265	2.647	8.633	2.840	6.930
GBM4_167	5.331	1.442	2.801	7.957	2.286	6.477
GBM4_168	6.301	1.505	2.753	9.339	2.672	7.826
GBM4_169	5.861	1.565	2.996	9.282	2.550	7.431
GBM4_170	5.049	1.343	2.727	8.197	2.090	7.038
GBM4_171	6.018	1.136	2.769	8.486	2.674	6.765
GBM4_172	5.781	1.089	3.165	7.766	2.266	7.525
GBM4_173	5.213	1.283	3.069	7.436	2.164	6.964
GBM4_174	5.418	1.519	2.960	7.896	2.745	7.687
GBM4_175	6.629	1.575	2.213	8.932	2.508	7.958
GBM4_176	5.434	1.677	2.862	8.095	1.975	6.201
GBM4_177	5.304	1.641	2.939	8.658	2.519	6.137
GBM4_178	4.777	1.771	3.777	9.735	1.942	6.272
GBM4_179	5.846	1.227	2.891	8.550	2.572	7.583
GBM4_180	5.062	1.296	3.412	8.898	2.350	6.504
GBM4_181	5.502	1.566	2.598	7.324	2.368	6.594
GBM4_182	6.600	1.617	4.018	10.438	2.784	7.135
GBM4_183	5.550	1.410	2.813	7.899	2.711	6.896
GBM4_184	4.886	1.262	3.003	7.667	1.901	6.005
GBM4_185	5.052	1.193	2.569	8.001	2.288	6.904
GBM4_186	6.230	1.853	3.254	9.074	2.958	6.919
GBM4_187	5.210	1.643	3.243	8.499	2.305	6.502
GBM4_188	5.750	1.491	2.687	8.107	2.025	5.599
GBM4_189	6.097	1.290	3.201	8.101	2.503	7.202
GBM4_190	5.947	1.637	2.803	7.790	1.982	6.868
GBM4_191	5.365	1.299	3.104	8.081	2.332	7.297
GBM4_192	5.130	1.719	3.645	8.716	2.043	6.793
GBM4_193	5.917	1.548	2.382	7.591	2.658	7.637
GBM4_194	5.649	1.420	2.512	9.331	2.246	6.949
GBM4_195	6.584	1.039	3.257	8.131	2.602	7.139
GBM4_196	6.416	1.365	3.133	7.578	2.409	7.763
GBM4_197	5.272	1.536	2.671	9.050	2.666	7.035
GBM4_198	5.570	1.428	3.585	8.536	2.230	6.864
GBM4_199	6.263	1.733	2.750	7.898	2.430	8.468
GBM4_1100	5.667	1.728	3.241	8.543	2.704	6.996
GBM4_1101	5.275	1.314	2.903	7.635	2.531	6.222
GBM4_1102	4.671	1.734	3.245	9.463	2.798	9.271
GBM4_1103	4.830	1.231	2.939	8.352	1.697	6.688
GBM4_1104	5.546	1.621	2.802	7.837	2.926	7.152
GBM4_1105	6.161	1.910	3.522	9.828	2.367	6.808
GBM4_1106	5.698	1.774	3.969	10.040	2.571	7.194
GBM4_1107	5.495	1.279	2.836	7.655	1.859	6.802
GBM4_1108	5.858	1.368	2.954	7.542	2.281	7.571
GBM4_1109	5.082	1.435	3.120	8.271	2.323	7.087
GBM4_1110	5.836	1.896	2.634	8.148	2.227	7.761
GBM4_1111	7.067	1.256	2.782	8.495	2.593	7.914
GBM4_1112	5.936	1.880	3.138	9.392	2.793	7.344
GBM4_1113	5.357	1.297	3.023	8.674	2.571	6.429
GBM4_1114	5.280	1.174	2.523	8.479	2.359	8.623
GBM4_1115	5.512	2.023	2.697	8.455	2.438	7.468
GBM4_1116	5.266	1.438	2.936	8.708	2.926	7.538
GBM4_1117	5.853	1.652	2.601	8.705	2.377	7.723
GBM4_1118	5.808	1.379	3.352	8.271	2.433	7.968
GBM4_1119	5.705	1.608	2.945	8.743	2.579	7.492
GBM4_1120	5.405	1.683	3.493	7.931	1.986	7.525
GBM4_1121	4.989	1.932	3.309	9.026	2.729	7.419
GBM4_1122	6.033	1.621	2.690	7.851	2.293	7.424
GBM4_1123	6.458	1.863	3.123	9.297	3.102	7.575
GBM4_1124	5.423	1.792	3.257	8.156	2.589	7.118
GBM4_1125	6.016	1.632	3.320	8.396	2.478	7.386
GBM4_1126	5.629	1.344	3.040	9.741	2.643	7.553
GBM4_1127	5.314	2.024	2.906	8.772	2.482	7.382
GBM4_1128	5.702	1.544	3.489	8.414	2.327	7.947
GBM4_1129	5.823	1.497	3.051	9.288	2.026	7.835
GBM4_1130	6.326	1.539	3.312	8.354	2.681	7.235
GBM2_11	4.731	1.215	2.551	7.468	2.234	5.910
GBM2_12	6.362	1.687	2.742	6.685	2.556	8.329
GBM2_13	5.096	1.531	2.691	7.725	2.299	6.994
GBM2_14	5.517	1.422	2.787	8.436	2.594	6.775
GBM2_15	5.419	1.605	3.089	9.281	3.271	7.371
GBM2_16	5.598	1.408	2.633	8.071	2.272	7.242
GBM2_17	5.854	1.340	3.068	7.642	2.173	6.715
GBM2_18	5.363	1.426	3.151	8.397	2.756	7.161
GBM2_19	5.401	1.506	3.410	8.733	2.143	6.824
GBM2_110	5.266	1.071	3.928	9.228	2.773	6.578
GBM2_111	5.398	1.412	2.896	8.444	2.336	6.416
GBM2_112	5.486	1.733	2.857	8.071	2.473	5.895
GBM2_113	5.809	1.864	3.489	9.099	2.701	6.303
GBM2_114	5.628	1.660	2.724	8.095	2.423	6.724
GBM2_115	5.479	1.577	2.775	8.189	2.723	7.294
GBM2_116	5.510	1.713	3.647	9.849	2.635	6.613
GBM2_117	6.049	1.860	2.981	9.147	2.548	7.805
GBM2_118	5.862	1.588	3.831	9.139	2.589	7.614
GBM2_119	5.203	1.492	3.396	7.955	3.043	6.757
GBM2_120	5.621	1.699	2.830	7.454	2.483	7.565
GBM2_121	5.211	1.819	3.444	9.176	2.958	7.494
GBM2_122	4.501	1.550	3.886	8.810	2.275	6.618
GBM2_123	4.951	1.520	3.247	8.962	2.509	6.735
GBM2_124	5.401	1.521	3.752	9.223	2.849	7.062
GBM2_125	5.455	1.678	3.158	8.504	2.275	7.188
GBM2_126	5.615	1.521	2.215	7.548	2.675	7.004
GBM2_127	5.409	1.345	3.911	8.574	2.167	7.093
GBM2_128	5.057	1.570	3.424	9.743	2.054	5.919
GBM2_129	5.511	1.655	3.274	9.426	2.932	7.278
GBM2_130	3.868	1.596	3.756	10.895	2.264	6.219
GBM2_131	5.409	1.323	2.775	8.207	2.688	6.891
GBM2_132	5.663	1.321	3.472	8.561	2.668	6.827
GBM2_133	5.098	1.420	2.570	8.014	2.646	6.327
GBM2_134	5.513	1.716	3.749	8.923	2.374	6.282
GBM2_135	5.297	1.359	2.816	7.880	2.428	6.895
GBM2_136	5.342	0.914	2.631	9.201	2.291	6.940
GBM2_137	4.618	1.359	3.393	9.052	2.106	6.838
GBM2_138	4.967	1.488	3.298	8.333	1.906	6.481
GBM2_139	5.634	1.312	2.716	7.430	2.804	7.129
GBM2_140	5.050	1.582	2.727	7.787	2.196	6.334
GBM2_141	5.526	1.176	3.099	8.327	1.989	6.383
GBM2_142	4.967	1.395	3.318	8.854	2.581	6.964
GBM2_143	6.102	1.988	2.645	8.902	2.498	6.724
GBM2_144	5.581	1.540	2.820	9.171	3.078	7.655
GBM2_145	5.669	1.522	2.600	7.839	2.247	7.520
GBM2_146	6.256	1.793	3.130	8.054	2.891	8.291
GBM2_147	5.881	1.465	2.996	8.455	2.369	7.124
GBM2_148	5.738	1.777	2.592	8.066	2.496	7.329
GBM2_149	5.760	1.704	2.590	8.100	2.555	6.682
GBM2_150	6.296	1.678	2.338	7.544	2.065	6.778
GBM2_151	6.086	1.861	3.193	8.842	2.910	7.618
GBM2_152	6.285	1.525	2.783	6.859	2.247	8.040
GBM2_153	5.550	1.597	3.119	8.759	2.470	7.422
GBM2_154	6.246	1.602	2.884	8.475	2.853	7.709
GBM2_155	6.513	1.868	2.589	8.144	2.125	7.748
GBM2_156	5.339	1.763	3.257	9.443	2.185	7.141
GBM2_157	4.752	1.391	3.080	7.912	3.013	6.836
GBM2_158	5.829	1.290	3.302	8.917	2.946	7.021
GBM2_159	4.823	1.959	3.856	8.642	2.161	6.425
GBM2_160	5.507	1.891	3.214	8.655	2.417	6.956
GBM2_161	6.359	1.549	2.886	8.697	2.406	7.321
GBM2_162	5.491	1.173	2.750	7.854	2.267	6.574
GBM2_163	5.851	1.357	2.676	8.766	2.592	6.888
GBM2_164	5.251	1.732	4.178	9.585	2.956	7.654
GBM2_165	5.466	1.539	2.861	8.716	3.231	7.486
GBM2_166	5.461	2.119	2.921	8.393	2.920	7.284
