,tissue,type2,tpm
904,BRCA,tumor,5.3893
905,BRCA,tumor,4.1595
906,BRCA,tumor,4.8939
907,BRCA,tumor,4.7247
908,BRCA,tumor,5.2169
909,BRCA,tumor,5.7851
910,BRCA,tumor,2.34454102375
911,BRCA,tumor,4.8415
912,BRCA,tumor,5.9876
913,BRCA,tumor,5.2604
914,BRCA,tumor,4.7544
915,BRCA,tumor,4.6399
916,BRCA,tumor,2.8955
917,BRCA,tumor,5.6439
918,BRCA,tumor,4.4297
919,BRCA,tumor,2.5487
920,BRCA,tumor,5.8202
921,BRCA,tumor,5.9748
922,BRCA,tumor,4.8048
923,BRCA,tumor,5.6916
924,BRCA,tumor,6.3009
925,BRCA,tumor,3.9242
926,BRCA,tumor,5.6528
927,BRCA,tumor,5.2672
928,BRCA,tumor,7.0388
929,BRCA,tumor,3.0163
930,BRCA,tumor,5.9479
931,BRCA,tumor,5.7626
932,BRCA,tumor,7.2014
933,BRCA,tumor,5.7929
934,BRCA,tumor,5.365
935,BRCA,tumor,5.5681
936,BRCA,tumor,5.1871
937,BRCA,tumor,5.8763
938,BRCA,tumor,5.168
939,BRCA,tumor,5.9748
940,BRCA,tumor,4.9519
941,BRCA,tumor,5.8851
942,BRCA,tumor,6.3509
943,BRCA,tumor,5.9227
944,BRCA,tumor,5.5874
945,BRCA,tumor,4.6018
946,BRCA,tumor,4.0523
947,BRCA,tumor,5.1879
948,BRCA,tumor,6.0312
949,BRCA,tumor,6.0726
950,BRCA,tumor,5.1879
951,BRCA,tumor,5.322
952,BRCA,tumor,5.151
953,BRCA,tumor,4.7872
954,BRCA,tumor,5.0536
955,BRCA,tumor,4.6071
956,BRCA,tumor,6.0999
957,BRCA,tumor,5.4199
958,BRCA,tumor,4.2631
959,BRCA,tumor,4.9486
960,BRCA,tumor,4.5286
961,BRCA,tumor,5.3481
962,BRCA,tumor,5.2438
963,BRCA,tumor,5.8105
964,BRCA,tumor,5.168
965,BRCA,tumor,5.5305
966,BRCA,tumor,4.9533
967,BRCA,tumor,6.3374
968,BRCA,tumor,4.8709
969,BRCA,tumor,5.1065
970,BRCA,tumor,5.5417
971,BRCA,tumor,6.5347
972,BRCA,tumor,5.6029
973,BRCA,tumor,4.2631
974,BRCA,tumor,4.6023
975,BRCA,tumor,4.53053055954
976,BRCA,tumor,6.6723
977,BRCA,tumor,4.0392
978,BRCA,tumor,6.4469
979,BRCA,tumor,4.3421
980,BRCA,tumor,5.0717
981,BRCA,tumor,5.2865
982,BRCA,tumor,4.0144
983,BRCA,tumor,5.7252
984,BRCA,tumor,3.5875
985,BRCA,tumor,2.7889
986,BRCA,tumor,5.438
987,BRCA,tumor,4.7496
988,BRCA,tumor,4.9031
989,BRCA,tumor,4.843
990,BRCA,tumor,5.3122
991,BRCA,tumor,4.3031
992,BRCA,tumor,5.9653
993,BRCA,tumor,4.7645
994,BRCA,tumor,5.438
995,BRCA,tumor,4.6445
996,BRCA,tumor,4.1261
997,BRCA,tumor,5.7326
998,BRCA,tumor,6.3122
999,BRCA,tumor,4.5988
1000,BRCA,tumor,5.2223
1001,BRCA,tumor,5.3042
1002,BRCA,tumor,5.5913
1003,BRCA,tumor,5.5097
1004,BRCA,tumor,5.7509
1005,BRCA,tumor,5.4764
1006,BRCA,tumor,5.2642
1007,BRCA,tumor,3.5766
1008,BRCA,tumor,3.1765
1009,BRCA,tumor,5.9303
1010,BRCA,tumor,6.0596
1011,BRCA,tumor,6.2153
1012,BRCA,tumor,5.658
1013,BRCA,tumor,6.4055
1014,BRCA,tumor,5.1482
1015,BRCA,tumor,4.5826
1016,BRCA,tumor,5.7869
1017,BRCA,tumor,5.0803
1018,BRCA,tumor,5.288
1019,BRCA,tumor,4.9237
1020,BRCA,tumor,4.5886
1021,BRCA,tumor,5.5463
1022,BRCA,tumor,5.1194
1023,BRCA,tumor,4.5547
1024,BRCA,tumor,5.7326
1025,BRCA,tumor,6.0715
1026,BRCA,tumor,4.2526
1027,BRCA,tumor,5.9957
1028,BRCA,tumor,4.95343531001
1029,BRCA,tumor,5.9572
1030,BRCA,tumor,6.0242
1031,BRCA,tumor,5.4835
1032,BRCA,tumor,4.0171
1033,BRCA,tumor,5.4774
1034,BRCA,tumor,5.7055
1035,BRCA,tumor,4.9594
1036,BRCA,tumor,6.2356
1037,BRCA,tumor,5.5078
1038,BRCA,tumor,5.114
1039,BRCA,tumor,5.0018
1040,BRCA,tumor,3.6669
1041,BRCA,tumor,4.851
1042,BRCA,tumor,5.769
1043,BRCA,tumor,6.391
1044,BRCA,tumor,5.2724
1045,BRCA,tumor,5.6702
1046,BRCA,tumor,5.6002
1047,BRCA,tumor,4.5814
1048,BRCA,tumor,5.527
1049,BRCA,tumor,4.4054
1050,BRCA,tumor,4.7698
1051,BRCA,tumor,2.6715
1052,BRCA,tumor,3.6324
1053,BRCA,tumor,4.7986
1054,BRCA,tumor,5.441
1055,BRCA,tumor,5.0734
1056,BRCA,tumor,7.2524
1057,BRCA,tumor,5.3488
1058,BRCA,tumor,4.9463
1059,BRCA,tumor,6.5797
1060,BRCA,tumor,5.6369
1061,BRCA,tumor,5.7714
1062,BRCA,tumor,5.9191
1063,BRCA,tumor,5.0691
1064,BRCA,tumor,5.1433
1065,BRCA,tumor,5.542
1066,BRCA,tumor,6.0693
1067,BRCA,tumor,3.5337
1068,BRCA,tumor,5.4647
1069,BRCA,tumor,6.0633
1070,BRCA,tumor,5.0532
1071,BRCA,tumor,5.881
1072,BRCA,tumor,5.4712
1073,BRCA,tumor,2.3308
1074,BRCA,tumor,5.3985
1075,BRCA,tumor,3.6428
1076,BRCA,tumor,6.0732
1077,BRCA,tumor,5.7522
1078,BRCA,tumor,4.0162
1079,BRCA,tumor,1.9073
1080,BRCA,tumor,5.3212
1081,BRCA,tumor,5.7769
1082,BRCA,tumor,6.0932
1083,BRCA,tumor,4.5167
1084,BRCA,tumor,6.1463
1085,BRCA,tumor,5.2563
1086,BRCA,tumor,5.026
1087,BRCA,tumor,5.0888
1088,BRCA,tumor,3.9147
1089,BRCA,tumor,4.8334
1090,BRCA,tumor,5.5097
1091,BRCA,tumor,5.9227
1092,BRCA,tumor,5.1123
1093,BRCA,tumor,5.9317
1094,BRCA,tumor,4.6611
1095,BRCA,tumor,5.857
1096,BRCA,tumor,5.4145
1097,BRCA,tumor,3.9374
1098,BRCA,tumor,5.537
1099,BRCA,tumor,6.1227
1100,BRCA,tumor,5.5491
1101,BRCA,tumor,6.0409
1102,BRCA,tumor,5.7326
1103,BRCA,tumor,2.2603
1104,BRCA,tumor,5.2891
1105,BRCA,tumor,2.8877
1106,BRCA,tumor,6.3782
1107,BRCA,tumor,5.5711
1108,BRCA,tumor,5.6448
1109,BRCA,tumor,6.267
1110,BRCA,tumor,5.4728
1111,BRCA,tumor,5.1289
1112,BRCA,tumor,5.0383
1113,BRCA,tumor,5.5494
1114,BRCA,tumor,4.8334
1115,BRCA,tumor,2.8897
1116,BRCA,tumor,6.0687
1117,BRCA,tumor,5.3965
1118,BRCA,tumor,4.6702
1119,BRCA,tumor,5.7682
1120,BRCA,tumor,5.8783
1121,BRCA,tumor,4.391
1122,BRCA,tumor,5.8672
1123,BRCA,tumor,6.1733
1124,BRCA,tumor,6.2122
1125,BRCA,tumor,5.6091
1126,BRCA,tumor,5.465
1127,BRCA,tumor,6.1849
1128,BRCA,tumor,2.5487
1129,BRCA,tumor,6.24
1130,BRCA,tumor,5.8179
1131,BRCA,tumor,5.7453
1132,BRCA,tumor,5.3223
1133,BRCA,tumor,4.6781
1134,BRCA,tumor,5.2238
1135,BRCA,tumor,4.9915
1136,BRCA,tumor,4.6972
1137,BRCA,tumor,5.2146
1138,BRCA,tumor,4.497
1139,BRCA,tumor,4.9787
1140,BRCA,tumor,4.8954
1141,BRCA,tumor,5.5793
1142,BRCA,tumor,5.1123
1143,BRCA,tumor,5.7613
1144,BRCA,tumor,2.6962
1145,BRCA,tumor,5.0462
1146,BRCA,tumor,5.7315
1147,BRCA,tumor,5.033
1148,BRCA,tumor,6.035
1149,BRCA,tumor,5.496
1150,BRCA,tumor,5.4407
1151,BRCA,tumor,5.126
1152,BRCA,tumor,5.7594
1153,BRCA,tumor,5.7905
1154,BRCA,tumor,2.9637
1155,BRCA,tumor,4.927
1156,BRCA,tumor,5.1966
1157,BRCA,tumor,6.0453
1158,BRCA,tumor,5.23
1159,BRCA,tumor,5.2476
1160,BRCA,tumor,5.0943
1161,BRCA,tumor,4.7976
1162,BRCA,tumor,4.8783
1163,BRCA,tumor,5.2806
1164,BRCA,tumor,6.0803
1165,BRCA,tumor,4.9714
1166,BRCA,tumor,5.3342
1167,BRCA,tumor,5.4598
1168,BRCA,tumor,4.951
1169,BRCA,tumor,2.1411
1170,BRCA,tumor,4.9165
1171,BRCA,tumor,5.4397
1172,BRCA,tumor,5.4499
1173,BRCA,tumor,2.9319
1174,BRCA,tumor,3.4197
1175,BRCA,tumor,5.07
1176,BRCA,tumor,5.4941
1177,BRCA,tumor,4.7247
1178,BRCA,tumor,4.248
1179,BRCA,tumor,5.5979
1180,BRCA,tumor,4.9883
1181,BRCA,tumor,2.9148
1182,BRCA,tumor,4.8719
1183,BRCA,tumor,5.9796
1184,BRCA,tumor,4.1978
1185,BRCA,tumor,4.8002
1186,BRCA,tumor,5.3151
1187,BRCA,tumor,5.854
1188,BRCA,tumor,4.9468
1189,BRCA,tumor,5.3427
1190,BRCA,tumor,4.2457
1191,BRCA,tumor,5.7745
1192,BRCA,tumor,5.7485
1193,BRCA,tumor,4.7512
1194,BRCA,tumor,6.2847
1195,BRCA,tumor,6.4155
1196,BRCA,tumor,5.5069
1197,BRCA,tumor,5.9442
1198,BRCA,tumor,5.34465229034
1199,BRCA,tumor,5.6634
1200,BRCA,tumor,5.8729
1201,BRCA,tumor,5.3906
1202,BRCA,tumor,5.5647
1203,BRCA,tumor,5.5242
1204,BRCA,tumor,5.682
1205,BRCA,tumor,4.2396
1206,BRCA,tumor,6.0459
1207,BRCA,tumor,5.5361
1208,BRCA,tumor,4.5687
1209,BRCA,tumor,5.9812
1210,BRCA,tumor,4.9851
1211,BRCA,tumor,5.7605
1212,BRCA,tumor,3.7656
1213,BRCA,tumor,5.1607
1214,BRCA,tumor,5.033
1215,BRCA,tumor,5.4273
1216,BRCA,tumor,3.8925
1217,BRCA,tumor,6.9646
1218,BRCA,tumor,5.7924
1219,BRCA,tumor,4.6041
1220,BRCA,tumor,4.7651
1221,BRCA,tumor,4.89
1222,BRCA,tumor,3.9356
1223,BRCA,tumor,6.2275
1224,BRCA,tumor,5.5868
1225,BRCA,tumor,2.9432
1226,BRCA,tumor,6.1869
1227,BRCA,tumor,4.6236
1228,BRCA,tumor,4.5286
1229,BRCA,tumor,5.3292
1230,BRCA,tumor,6.4023
1231,BRCA,tumor,6.105
1232,BRCA,tumor,5.2943
1233,BRCA,tumor,5.3002
1234,BRCA,tumor,5.1579
1235,BRCA,tumor,6.6968
1236,BRCA,tumor,4.2366
1237,BRCA,tumor,5.3841
1238,BRCA,tumor,4.857
1239,BRCA,tumor,5.2698
1240,BRCA,tumor,5.0113
1241,BRCA,tumor,5.865
1242,BRCA,tumor,4.3646
1243,BRCA,tumor,5.7578
1244,BRCA,tumor,5.5389
1245,BRCA,tumor,3.5863
1246,BRCA,tumor,5.51
1247,BRCA,tumor,5.0045
1248,BRCA,tumor,5.4152
1249,BRCA,tumor,5.6358
1250,BRCA,tumor,6.3277
1251,BRCA,tumor,5.0018
1252,BRCA,tumor,6.2192
1253,BRCA,tumor,5.6725
1254,BRCA,tumor,4.0375
1255,BRCA,tumor,5.4091
1256,BRCA,tumor,5.7455
1257,BRCA,tumor,5.3681
1258,BRCA,tumor,5.9791
1259,BRCA,tumor,5.8273
1260,BRCA,tumor,6.1363
1261,BRCA,tumor,5.1712
1262,BRCA,tumor,5.6812
1263,BRCA,tumor,5.3064
1264,BRCA,tumor,6.102
1265,BRCA,tumor,5.1144
1266,BRCA,tumor,5.1643
1267,BRCA,tumor,4.3972
1268,BRCA,tumor,5.1575
1269,BRCA,tumor,3.3966
1270,BRCA,tumor,4.1563
1271,BRCA,tumor,5.445
1272,BRCA,tumor,5.4286
1273,BRCA,tumor,6.1924
1274,BRCA,tumor,4.81389357873
1275,BRCA,tumor,2.6895
1276,BRCA,tumor,5.1285
1277,BRCA,tumor,6.8309
1278,BRCA,tumor,5.6597
1279,BRCA,tumor,5.4182
1280,BRCA,tumor,5.6433
1281,BRCA,tumor,5.5008
1282,BRCA,tumor,4.8525
1283,BRCA,tumor,5.3576
1284,BRCA,tumor,4.7104
1285,BRCA,tumor,5.6059
1286,BRCA,tumor,5.686
1287,BRCA,tumor,6.0665
1288,BRCA,tumor,6.556
1289,BRCA,tumor,5.0072
1290,BRCA,tumor,3.47
1291,BRCA,tumor,5.5766
1292,BRCA,tumor,5.0488
1293,BRCA,tumor,5.0295
1294,BRCA,tumor,5.3345
1295,BRCA,tumor,7.4459
1296,BRCA,tumor,4.981
1297,BRCA,tumor,5.489
1298,BRCA,tumor,7.3349
1299,BRCA,tumor,5.7594
1300,BRCA,tumor,6.2491
1301,BRCA,tumor,3.50602063483
1302,BRCA,tumor,5.9846
1303,BRCA,tumor,5.1343
1304,BRCA,tumor,5.846
1305,BRCA,tumor,5.0955
1306,BRCA,tumor,6.0168
1307,BRCA,tumor,6.4046
1308,BRCA,tumor,5.6846
1309,BRCA,tumor,5.0242
1310,BRCA,tumor,5.1035
1311,BRCA,tumor,6.7442
1312,BRCA,tumor,4.3681
1313,BRCA,tumor,5.3989
1314,BRCA,tumor,5.4206
1315,BRCA,tumor,5.7493
1316,BRCA,tumor,5.36
1317,BRCA,tumor,3.772
1318,BRCA,tumor,5.3295
1319,BRCA,tumor,4.5772
1320,BRCA,tumor,6.4418
1321,BRCA,tumor,5.4226
1322,BRCA,tumor,6.1871
1323,BRCA,tumor,5.1958
1324,BRCA,tumor,6.3085
1325,BRCA,tumor,5.1094
1326,BRCA,tumor,5.61
1327,BRCA,tumor,4.8161
1328,BRCA,tumor,4.851
1329,BRCA,tumor,5.2906
1330,BRCA,tumor,5.745
1331,BRCA,tumor,3.6254
1332,BRCA,tumor,5.4722
1333,BRCA,tumor,5.4667
1334,BRCA,tumor,6.1231
1335,BRCA,tumor,6.2325
1336,BRCA,tumor,5.4903
1337,BRCA,tumor,5.9014
1338,BRCA,tumor,6.002
1339,BRCA,tumor,6.2167
1340,BRCA,tumor,2.9857
1341,BRCA,tumor,3.1458
1342,BRCA,tumor,5.641
1343,BRCA,tumor,5.5814
1344,BRCA,tumor,5.3165
1345,BRCA,tumor,5.6088
1346,BRCA,tumor,5.8625
1347,BRCA,tumor,5.8342
1348,BRCA,tumor,5.3438
1349,BRCA,tumor,5.7154
1350,BRCA,tumor,5.4568
1351,BRCA,tumor,2.8916
1352,BRCA,tumor,5.1073
1353,BRCA,tumor,6.0564
1354,BRCA,tumor,5.7785
1355,BRCA,tumor,5.3442
1356,BRCA,tumor,5.1796
1357,BRCA,tumor,6.0164
1358,BRCA,tumor,2.4279
1359,BRCA,tumor,4.8929
1360,BRCA,tumor,3.927
1361,BRCA,tumor,6.3381
1362,BRCA,tumor,5.2862
1363,BRCA,tumor,5.1293
1364,BRCA,tumor,6.5305
1365,BRCA,tumor,6.7736
1366,BRCA,tumor,5.3569
1367,BRCA,tumor,5.5227
1368,BRCA,tumor,3.5682
1369,BRCA,tumor,6.0499
1370,BRCA,tumor,3.8954
1371,BRCA,tumor,5.23
1372,BRCA,tumor,5.4935
1373,BRCA,tumor,6.4074
1374,BRCA,tumor,4.7934
1375,BRCA,tumor,4.1652
1376,BRCA,tumor,5.6792
1377,BRCA,tumor,4.443
1378,BRCA,tumor,5.7447
1379,BRCA,tumor,5.0295
1380,BRCA,tumor,6.0989
1381,BRCA,tumor,4.7099
1382,BRCA,tumor,3.6006
1383,BRCA,tumor,6.0607
1384,BRCA,tumor,5.8846
1385,BRCA,tumor,5.5445
1386,BRCA,tumor,5.4416
1387,BRCA,tumor,5.7328
1388,BRCA,tumor,3.5766
1389,BRCA,tumor,3.1145
1390,BRCA,tumor,7.2935
1391,BRCA,tumor,4.7044
1392,BRCA,tumor,5.5934
1393,BRCA,tumor,5.8392
1394,BRCA,tumor,5.3133
1395,BRCA,tumor,4.9045
1396,BRCA,tumor,5.6147
1397,BRCA,tumor,5.8568
1398,BRCA,tumor,6.7163
1399,BRCA,tumor,3.5124
1400,BRCA,tumor,5.0268
1401,BRCA,tumor,5.2277
1402,BRCA,tumor,6.2134
1403,BRCA,tumor,6.3975
1404,BRCA,tumor,5.7727
1405,BRCA,tumor,5.4829
1406,BRCA,tumor,3.5923
1407,BRCA,tumor,5.9002
1408,BRCA,tumor,5.6862
1409,BRCA,tumor,3.9599
1410,BRCA,tumor,3.4464
1411,BRCA,tumor,5.44
1412,BRCA,tumor,5.8425
1413,BRCA,tumor,4.848
1414,BRCA,tumor,5.5574
1415,BRCA,tumor,5.6921
1416,BRCA,tumor,6.5977
1417,BRCA,tumor,5.9706
1418,BRCA,tumor,5.5823
1419,BRCA,tumor,5.4871
1420,BRCA,tumor,5.5723
1421,BRCA,tumor,2.7931
1422,BRCA,tumor,4.756
1423,BRCA,tumor,4.3758
1424,BRCA,tumor,5.2032
1425,BRCA,tumor,3.8064
1426,BRCA,tumor,5.1056
1427,BRCA,tumor,4.5148
1428,BRCA,tumor,6.1418
1429,BRCA,tumor,5.9201
1430,BRCA,tumor,4.6047
1431,BRCA,tumor,5.839
1432,BRCA,tumor,5.5176
1433,BRCA,tumor,5.2365
1434,BRCA,tumor,5.0892
1435,BRCA,tumor,5.5352
1436,BRCA,tumor,5.6491
1437,BRCA,tumor,6.3925
1438,BRCA,tumor,5.9194
1439,BRCA,tumor,5.3779
1440,BRCA,tumor,5.3562
1441,BRCA,tumor,5.0657
1442,BRCA,tumor,5.291
1443,BRCA,tumor,4.9603
1444,BRCA,tumor,5.1355
1445,BRCA,tumor,6.6503
1446,BRCA,tumor,4.1368
1447,BRCA,tumor,5.4483
1448,BRCA,tumor,5.1081
1449,BRCA,tumor,5.4806
1450,BRCA,tumor,5.3067
1451,BRCA,tumor,4.0918
1452,BRCA,tumor,7.1886
1453,BRCA,tumor,5.3413
1454,BRCA,tumor,3.5498
1455,BRCA,tumor,5.5094
1456,BRCA,tumor,3.5875
1457,BRCA,tumor,5.2525
1458,BRCA,tumor,5.8329
1459,BRCA,tumor,5.5913
1460,BRCA,tumor,6.0747
1461,BRCA,tumor,4.7783
1462,BRCA,tumor,6.3308
1463,BRCA,tumor,5.5491
1464,BRCA,tumor,6.2248
1465,BRCA,tumor,4.0375
1466,BRCA,tumor,6.1918
1467,BRCA,tumor,3.6872
1468,BRCA,tumor,5.432
1469,BRCA,tumor,3.945
1470,BRCA,tumor,6.8907
1471,BRCA,tumor,2.6043
1472,BRCA,tumor,5.6963
1473,BRCA,tumor,4.8385
1474,BRCA,tumor,5.7055
1475,BRCA,tumor,3.4661
1476,BRCA,tumor,6.0162
1477,BRCA,tumor,2.5011
1478,BRCA,tumor,5.6789
1479,BRCA,tumor,4.4457
1480,BRCA,tumor,2.9128
1481,BRCA,tumor,6.0898
1482,BRCA,tumor,5.2277
1483,BRCA,tumor,4.4162
1484,BRCA,tumor,4.4836
1485,BRCA,tumor,6.1351
1486,BRCA,tumor,7.0331
1487,BRCA,tumor,5.2258
1488,BRCA,tumor,3.4517
1489,BRCA,tumor,6.2791
1490,BRCA,tumor,3.6894
1491,BRCA,tumor,5.8912
1492,BRCA,tumor,4.096
1493,BRCA,tumor,5.6194
1494,BRCA,tumor,4.5904
1495,BRCA,tumor,5.7369
1496,BRCA,tumor,2.3479
1497,BRCA,tumor,4.865
1498,BRCA,tumor,5.5753
1499,BRCA,tumor,6.097
1500,BRCA,tumor,5.6656
1501,BRCA,tumor,6.3489
1502,BRCA,tumor,6.2987
1503,BRCA,tumor,6.1835
1504,BRCA,tumor,5.1843
1505,BRCA,tumor,5.332
1506,BRCA,tumor,3.9194
1507,BRCA,tumor,5.9901
1508,BRCA,tumor,2.945
1509,BRCA,tumor,5.1198
1510,BRCA,tumor,4.9672
1511,BRCA,tumor,5.9201
1512,BRCA,tumor,4.3442
1513,BRCA,tumor,5.3841
1514,BRCA,tumor,4.9026
1515,BRCA,tumor,6.1094
1516,BRCA,tumor,5.6209
1517,BRCA,tumor,6.1457
1518,BRCA,tumor,5.1607
1519,BRCA,tumor,3.0323
1520,BRCA,tumor,4.9041
1521,BRCA,tumor,5.2208
1522,BRCA,tumor,5.6306
1523,BRCA,tumor,5.0704
1524,BRCA,tumor,3.6994
1525,BRCA,tumor,5.0032
1526,BRCA,tumor,5.8468
1527,BRCA,tumor,5.4555
1528,BRCA,tumor,5.6011
1529,BRCA,tumor,4.6154
1530,BRCA,tumor,4.0748
1531,BRCA,tumor,3.1393
1532,BRCA,tumor,5.5976
1533,BRCA,tumor,6.2891
1534,BRCA,tumor,4.6815
1535,BRCA,tumor,6.1332
1536,BRCA,tumor,5.5614
1537,BRCA,tumor,5.8148
1538,BRCA,tumor,6.1385
1539,BRCA,tumor,5.1958
1540,BRCA,tumor,6.2451
1541,BRCA,tumor,5.2238
1542,BRCA,tumor,4.3702
1543,BRCA,tumor,4.7093
1544,BRCA,tumor,5.3685
1545,BRCA,tumor,6.3882
1546,BRCA,tumor,5.2969
1547,BRCA,tumor,5.5308
1548,BRCA,tumor,5.3223
1549,BRCA,tumor,3.7888
1550,BRCA,tumor,4.1053
1551,BRCA,tumor,5.9894
1552,BRCA,tumor,5.4941
1553,BRCA,tumor,6.4436
1554,BRCA,tumor,5.8716
1555,BRCA,tumor,5.0148
1556,BRCA,tumor,6.2711
1557,BRCA,tumor,5.8987
1558,BRCA,tumor,3.7017
1559,BRCA,tumor,2.8402
1560,BRCA,tumor,4.0506
1561,BRCA,tumor,5.067
1562,BRCA,tumor,5.5151
1563,BRCA,tumor,5.0365
1564,BRCA,tumor,5.8199
1565,BRCA,tumor,5.8199
1566,BRCA,tumor,6.8948
1567,BRCA,tumor,5.1465
1568,BRCA,tumor,5.1635
1569,BRCA,tumor,5.3184
1570,BRCA,tumor,5.2134
1571,BRCA,tumor,5.3452
1572,BRCA,tumor,4.1547
1573,BRCA,tumor,6.3431
1574,BRCA,tumor,3.5136
1575,BRCA,tumor,5.1934
1576,BRCA,tumor,5.6597
1577,BRCA,tumor,5.753
1578,BRCA,tumor,5.2739
1579,BRCA,tumor,3.208
1580,BRCA,tumor,6.4094
1581,BRCA,tumor,5.4446
1582,BRCA,tumor,6.2664
1583,BRCA,tumor,2.9581
1584,BRCA,tumor,5.4539
1585,BRCA,tumor,5.1819
1586,BRCA,tumor,5.696
1587,BRCA,tumor,5.6482
1588,BRCA,tumor,5.6775
1589,BRCA,tumor,5.1069
1590,BRCA,tumor,5.6479
1591,BRCA,tumor,5.6582
1592,BRCA,tumor,6.1971
1593,BRCA,tumor,3.242
1594,BRCA,tumor,5.4489
1595,BRCA,tumor,5.9206
1596,BRCA,tumor,5.3671
1597,BRCA,tumor,3.7061
1598,BRCA,tumor,5.0126
1599,BRCA,tumor,3.4791
1600,BRCA,tumor,5.7066
1601,BRCA,tumor,5.0436
1602,BRCA,tumor,5.2653
1603,BRCA,tumor,5.3288
1604,BRCA,tumor,6.8569
1605,BRCA,tumor,5.854
1606,BRCA,tumor,7.2213
1607,BRCA,tumor,5.2392
1608,BRCA,tumor,6.6907
1609,BRCA,tumor,5.2204
1610,BRCA,tumor,3.4958
1611,BRCA,tumor,3.8002
1612,BRCA,tumor,5.336
1613,BRCA,tumor,6.3509
1614,BRCA,tumor,5.6548
1615,BRCA,tumor,3.9883
1616,BRCA,tumor,5.6422
1617,BRCA,tumor,5.1144
1618,BRCA,tumor,6.0717
1619,BRCA,tumor,5.2111
1620,BRCA,tumor,4.7005
1621,BRCA,tumor,4.8012
1622,BRCA,tumor,5.682
1623,BRCA,tumor,5.6191
1624,BRCA,tumor,6.1831
1625,BRCA,tumor,6.3351
1626,BRCA,tumor,5.7134
1627,BRCA,tumor,6.2719
1628,BRCA,tumor,5.3078
1629,BRCA,tumor,4.9942
1630,BRCA,tumor,4.9117
1631,BRCA,tumor,6.6614
1632,BRCA,tumor,5.9026
1633,BRCA,tumor,5.7222
1634,BRCA,tumor,3.9992
1635,BRCA,tumor,4.66
1636,BRCA,tumor,5.093
1637,BRCA,tumor,3.1781
1638,BRCA,tumor,6.603
1639,BRCA,tumor,5.1144
1640,BRCA,tumor,4.9547
1641,BRCA,tumor,6.0815
1642,BRCA,tumor,5.5805
1643,BRCA,tumor,4.8053
1644,BRCA,tumor,3.7971
1645,BRCA,tumor,4.2001
1646,BRCA,tumor,7.2471
1647,BRCA,tumor,6.1398
1648,BRCA,tumor,6.1033
1649,BRCA,tumor,5.1891
1650,BRCA,tumor,6.1225
1651,BRCA,tumor,5.1169
1652,BRCA,tumor,3.9012
1653,BRCA,tumor,5.8839
1654,BRCA,tumor,6.3953
1655,BRCA,tumor,6.0553
1656,BRCA,tumor,6.0059
1657,BRCA,tumor,5.0215
1658,BRCA,tumor,2.5536
1659,BRCA,tumor,5.0579
1660,BRCA,tumor,4.842
1661,BRCA,tumor,5.1048
1662,BRCA,tumor,6.2655
1663,BRCA,tumor,4.1425
1664,BRCA,tumor,5.6871
1665,BRCA,tumor,4.7929
1666,BRCA,tumor,5.0743
1667,BRCA,tumor,6.3539
1668,BRCA,tumor,5.3604
1669,BRCA,tumor,6.4295
1670,BRCA,tumor,5.8192
1671,BRCA,tumor,4.8495
1672,BRCA,tumor,2.8622
1673,BRCA,tumor,5.5577
1674,BRCA,tumor,3.5815
1675,BRCA,tumor,5.3202
1676,BRCA,tumor,5.7471
1677,BRCA,tumor,5.7769
1678,BRCA,tumor,5.4683
1679,BRCA,tumor,6.0027
1680,BRCA,tumor,4.8763
1681,BRCA,tumor,5.9136
1682,BRCA,tumor,4.97
1683,BRCA,tumor,6.0128
1684,BRCA,tumor,5.0135
1685,BRCA,tumor,3.7453
1686,BRCA,tumor,4.5663
1687,BRCA,tumor,3.2526
1688,BRCA,tumor,4.6112
1689,BRCA,tumor,5.3245
1690,BRCA,tumor,2.7205
1691,BRCA,tumor,4.6697
1692,BRCA,tumor,5.5571
1693,BRCA,tumor,4.927
1694,BRCA,tumor,5.7861
1695,BRCA,tumor,4.9746
1696,BRCA,tumor,5.9253
1697,BRCA,tumor,4.7986
1698,BRCA,tumor,4.4437
1699,BRCA,tumor,6.0317
1700,BRCA,tumor,5.7632
1701,BRCA,tumor,6.8164
1702,BRCA,tumor,6.3367
1703,BRCA,tumor,5.641
1704,BRCA,tumor,5.1843
1705,BRCA,tumor,6.0179
1706,BRCA,tumor,5.0674
1707,BRCA,tumor,5.4307
1708,BRCA,tumor,4.4115
1709,BRCA,tumor,5.9709
1710,BRCA,tumor,5.6508
1711,BRCA,tumor,5.3615
1712,BRCA,tumor,5.701
1713,BRCA,tumor,4.9964
1714,BRCA,tumor,4.9631
1715,BRCA,tumor,4.8069
1716,BRCA,tumor,6.745
1717,BRCA,tumor,5.6781
1718,BRCA,tumor,6.1206
1719,BRCA,tumor,4.9878
1720,BRCA,tumor,4.8684
1721,BRCA,tumor,5.6893
1722,BRCA,tumor,6.415
1723,BRCA,tumor,6.1369
1724,BRCA,tumor,5.6696
1725,BRCA,tumor,3.9691
1726,BRCA,tumor,6.6352
1727,BRCA,tumor,5.6189
1728,BRCA,tumor,6.3519
1729,BRCA,tumor,4.9089
1730,BRCA,tumor,4.9251
1731,BRCA,tumor,6.2748
1732,BRCA,tumor,5.1803
1733,BRCA,tumor,5.3399
1734,BRCA,tumor,5.3886
1735,BRCA,normal,4.018
1736,BRCA,normal,5.1958
