,cancer-uterus,cancer-skin,cancer-prostate,cancer-lung,cancer-liver,cancer-kidney,cancer-Head & Neck,cancer-Colon & Rectum,cancer-breast,cancer-bladder,cancer-blood,cancer-brain,cancer-pancreas,cancer-cPI,cvd-stroke-blood-1,cvd-stroke-blood-2,cvd-infarct-blood,cvd-hypertension-blood,cvd-heart-failure-blood,cvd-CAD-blood,cvd-CAD-plaque,ndd-parkinson-blood-1,ndd-parkinson-blood-2,ndd-MCI-blood,ndd-AD-brain,ndd-AD-blood,t2d-diabetes-islets-1,t2d-diabetes-liver,t2d-diabetes-islets-2,t2d-IR-adipose-tissue
danio-brain.txt,0.017283817,0.034728777,0.037631665,-0.003709904,-0.022279379,0.04544351,0.005197934,0.038873227,0.024194657,0.024100594,-0.015329008,0.106352088,0.028282154,0.083234635,-0.085940321,-0.095714231,-0.075543644,-0.031898678,0.027230422,-0.025510144,0.019864525,0.040018403,-0.030809278,-0.045714308,0.005630214,-0.034258023,-0.00395893,-0.046965899,0.017879835,-0.050332573
danio-liver.txt,-0.082873698,-0.117662837,-0.120257324,-0.066264145,0.004576673,-0.020698661,-0.023032728,-0.05990714,-0.105295075,-0.07863356,-0.024372607,-0.064152293,-0.122237134,-0.163453343,0.076078781,0.141855903,0.089503269,-0.011687545,0.121374649,0.009590556,0.015960653,-0.05090736,0.092163286,0.09073208,0.018441349,0.057675712,-0.033178257,0.020668334,-0.051213032,0.075801283
danio-skin.txt,-0.061941576,-0.024600599,-0.046575659,-0.044282924,-0.008663789,0.048040139,0.060324994,-4.76E-05,-0.040431025,-0.038274602,-0.018886082,0.04616652,0.050013706,-0.076256181,0.052196599,0.03502286,-0.003187877,0.008448992,0.001643777,0.017096407,0.00071726,0.024566475,0.021680891,0.034286747,0.044783775,0.048010554,0.062691609,0.041862243,0.046180926,0.020453578
fibroblasts.txt,-0.13545996,-0.095785517,-0.0886765,-0.168379605,-0.070908584,-0.081696286,-0.09769758,-0.143288995,-0.114534029,-0.12417655,-0.03538287,-0.127782635,-0.076714055,-0.200947595,0.084808722,0.048091096,0.01578139,0.001911414,0.108853181,0.078554302,-0.052031021,0.019299066,0.023982222,0.015693275,-0.007571851,0.043290854,-0.108404278,-0.021443032,-0.132231418,0.011657149
go.txt,-0.039404801,-0.082235656,-0.102427942,-0.073560544,-0.044379639,0.022072504,0.005773793,-0.076582068,-0.048205858,-0.052100459,-0.053582227,-0.055141795,-0.009058041,-0.169229581,0.152107293,0.101245948,0.074060981,-0.00101054,0.007061568,0.078598999,0.059492981,-0.011388321,0.064418701,0.056543753,0.071075,0.07545833,0.052186416,0.047588255,0.004254108,0.087982621
human-blood-cross-cohort.txt,-0.075320041,-0.014955107,-0.17377228,-0.19842796,-0.063385606,0.055758898,0.061894315,-0.160496711,-0.054941495,-0.072494643,-0.321463117,-0.014341309,0.125295507,-0.280081033,0.51840636,0.03741603,0.274379484,0.109016722,-0.079330761,0.40990884,0.188556323,0.136862967,0.147403473,0.105556475,0.105507183,0.24254935,-0.005949766,0.057057091,-0.013899667,0.103893646
human-blood-SAFHS.txt,-0.033477604,0.036524584,-0.110677228,-0.115921797,0.005534445,0.042982863,0.07136265,-0.08098759,-0.013850619,-0.051969573,-0.178687206,-0.062580066,0.092830377,-0.194818281,0.221364249,0.119650225,0.158762561,0.051705814,-0.105007867,0.196923046,0.082918542,0.056046811,0.081150391,0.184697409,0.084834035,0.179337016,0.015433016,0.118822691,0.019045224,0.101061274
human-blood.txt,0.072694122,0.129523581,-0.027522456,-0.036890169,0.068514651,0.159074271,0.193522038,0.055719136,0.044044219,0.064074967,-0.152948165,0.087231914,0.138740831,-0.016164183,0.187203429,-0.028456772,0.346381896,0.077691092,-0.165709953,0.302246224,0.18330651,0.01658096,-0.017378376,0.154648565,0.001867406,0.099057015,0.11575167,0.187143237,0.123375722,0.144247042
human-brain.txt,-0.046595719,-0.101332139,-0.07033876,-0.120028809,-0.096985732,0.13264279,0.086359369,-0.028192775,-0.055065478,-0.086686211,-0.09836216,0.496915937,0.127862635,-0.128988173,0.131274409,0.036413851,0.139160935,0.003178512,-0.176383568,0.107132007,0.145717493,0.004669998,0.034040825,-0.033960062,0.322147415,0.024115309,0.232447126,0.047695234,0.244730848,0.005143059
human-breast.txt,-0.330453373,-0.205992713,-0.234179845,-0.299158504,-0.246297794,-0.046353572,-0.201226962,-0.316058691,-0.233068595,-0.320772785,-0.170030946,-0.045741892,-0.036670853,-0.211291452,0.06755338,0.018596492,-0.215654375,0.135888383,0.154289119,0.130633655,-0.108103601,0.052435297,-0.020301551,-0.316245442,-0.119279243,-0.217718079,-0.085950239,-0.220777775,-0.039818034,-0.192514112
human-daa.txt,-0.075064818,-0.048817613,-0.007157796,-0.074715479,-0.040415954,0.164178529,0.09779861,0.057091172,-0.024720192,-0.00981615,-0.014806047,0.314431889,0.057444595,-0.116536322,0.101877541,0.00066496,0.03753424,-0.065357463,-0.024853649,0.076280334,0.046958365,0.030619924,0.062180213,0.051625086,0.270001149,0.066569151,0.119474094,0.027554516,0.074501983,0.027742289
human-muscle.txt,-0.085779001,-0.068241924,-0.022380286,0.018339851,-0.066439333,-0.035475961,-0.024705178,-0.035515006,-0.036597445,-0.029826022,0.07537864,0.072607783,0.071453735,0.05582011,0.045692602,-0.097304975,-0.223641415,-0.001759149,0.043703607,0.084987937,-0.1181108,0.140079336,-0.108377869,-0.220941876,-0.001403706,-0.108834797,-0.025874286,-0.137719308,-0.024607545,-0.161479343
human-skin.txt,-0.336455845,-0.169882818,-0.175346604,-0.250198758,-0.171572305,-0.052380466,-0.127868726,-0.258676769,-0.299557718,-0.323232259,-0.028242871,0.072403594,-0.027063134,-0.229191211,0.100243265,0.04486045,-0.107667429,0.074925031,0.123511073,0.057059234,-0.171434181,0.025721352,0.000555926,-0.154803993,-0.033517279,-0.125842479,-0.01779216,-0.085127795,0.035342559,-0.156323687
kegg.txt,-0.101179855,-0.03211153,-0.117872449,-0.131253522,-0.051956938,0.026069962,0.022863475,-0.156616515,-0.064596294,-0.091839765,-0.085795121,-0.041478726,0.002812769,-0.164472742,0.151141534,0.073489496,0.135034708,-0.02715799,-0.030347395,0.082164927,0.138774531,-0.0147973,0.066590718,0.106815408,0.043650628,0.110049208,0.094715333,0.058961473,0.055148209,0.069357013
metabolic.txt,0.010765473,-0.03434889,-0.120538679,-0.011521756,0.105486219,0.119325782,-0.02989632,0.014002105,0.004181281,0.040379316,-0.081416343,-0.06666271,0.133361106,-0.18841439,0.097216481,0.154482229,0.099866798,-0.052341481,-0.031068498,0.029234056,0.039379001,-0.13659894,-0.006674336,0.068426473,0.067000966,0.069782901,0.051183492,0.008100555,0.005215798,0.066400503
mouse-blood.txt,-0.020619352,0.037962632,-0.034999157,-0.090118176,-0.029898532,0.048568078,0.0662532,-0.048485016,-0.018266003,-0.049474051,-0.12914292,0.023048281,0.077359271,-0.103830142,0.187371547,-0.000617046,0.23525347,-0.046223845,-0.116321976,0.142558557,0.11707542,0.043533496,0.053778934,0.090588904,0.031413155,0.130200082,0.053361797,0.065140405,0.067735025,0.020982569
