"","cancer-uterus","cancer-skin","cancer-prostate","cancer-lung","cancer-liver","cancer-kidney","cancer-Head & Neck","cancer-Colon & Rectum","cancer-breast","cancer-bladder","cancer-blood","cancer-brain","cancer-pancreas","cvd-stroke-blood-1","cvd-stroke-blood-2","cvd-infarct-blood","cvd-heart-failure-blood","cvd-CAD-blood","cvd-CAD-plaque","ndd-parkinson-blood-1","ndd-parkinson-blood-2","ndd-MCI-blood","ndd-AD-brain","ndd-AD-blood","t2d-diabetes-islets-1","t2d-diabetes-liver","t2d-diabetes-islets-2","t2d-IR-adipose-tissue","aging-danio-brain","aging-danio-skin","aging-danio-liver","aging-notho-brain","aging-notho-skin","aging-notho-liver","aging-mouse-brain","aging-mouse-skin","aging-mouse-liver","aging-mouse-blood","aging-human-skin","aging-human-blood","aging-human-fibroblasts"
"ENSG00000131018",-0.996370834708017,-0.890135268888156,-0.804684922467832,-0.976905311778291,-0.967007588254701,-0.899373144176839,-0.987792807654239,-0.951171230616958,-0.951171230616958,-0.98449356647971,-0.997030682942923,-0.995710986473111,-0.957439788848565,-0.811283404816892,-0.0445397558561531,-0.993071593533487,-0.192015836357638,0.0758825470141867,-0.931705707687232,0.556581986143187,-0.654239524909271,-0.103596172880238,0.647970966677664,-0.355988122731772,0.539755856153085,0.372484328604421,0.305839656878918,-0.16133289343451,0.27845595513032,-0.00659848234905972,0.191685912240185,0.467502474430881,-0.164962058726493,-0.379082810953481,0.0069284064665127,0.972286374133949,-0.98119432530518,0.456285054437479,0.153414714615638,0.327614648630815,0.173210161662818
"ENSG00000101057",1,0.896403827119762,1,1,0.996040910590564,1,0.990432200593863,0.991092048828769,0.996040910590564,0.997360607060376,-0.854503464203233,0.919828439458924,-0.0752226987792808,0.282744968657209,0.365225998020455,0.50280435499835,0.113493896403827,-0.00395908940943583,0.670075882547014,-0.814252721873969,0.268228307489277,0.186407126360937,0.255361266908611,-0.225668096337842,0.436159683272847,-0.946882217090069,0.0564170240844606,0.777301220719235,0.416034312108215,0.85417354008578,-0.694160343121082,-0.985813262949522,-0.98449356647971,-0.986473111184428,-0.890795117123062,-0.99010227647641,0.894094358297592,0.131969646981194,-0.447047179148796,0.997360607060376,-0.998020455295282
"ENSG00000171241",0.988452655889146,0.633784229627186,0.986143187066975,0.97789508413065,0.989772352358957,-0.135268888155724,0.96799736060706,0.962058726492907,0.986803035301881,0.975915539425932,-0.823820521280106,0.886836027713626,0.980204552952821,-0.0399208182118113,-0.616298251402178,0.217419993401518,0.322005938634114,-0.283074892774662,0.940943582975916,-0.570438799076212,0.912240184757506,0.595513032002639,0.749257670735731,0.682283074892775,-0.994721214120752,-0.502474430880897,-0.992081821181128,0.316727152754866,0.418013856812933,0.259320356318047,0.788518640712636,-0.897393599472121,-0.640052787858792,-0.930056087099967,-0.979874628835368,-0.986473111184428,-0.987132959419334,0.649620587264929,0.986143187066975,0.952820851204223,-0.991421972946222
"ENSG00000087586",0.986803035301881,0.833058396568789,0.960409105905642,0.979214780600462,0.982184097657539,0.916859122401848,0.901022764764104,0.947212141207522,0.987462883536787,0.989772352358957,-0.946882217090069,0.977235235895744,0.895743978884856,0.588254701418674,-0.831078851864071,0.121412075222699,-0.763774331903662,0.299901022764764,0.863081491257011,0.444077862091719,-0.9115803365226,-0.220059386341142,0.291322995710986,-0.391290003299241,-0.260475090729132,0.367205542725173,-0.617617947871989,0.532497525569119,0.989772352358957,0.927416694160343,0.453975585615308,-0.974265918838667,-0.90168261299901,-0.9557901682613,-0.961398878258001,-0.961398878258001,-0.975255691191026,-0.903662157703728,-0.864401187726823,0.711316397228637,-0.973606070603761
"ENSG00000142945",0.991092048828769,0.444077862091719,0.975585615308479,0.994391290003299,0.999340151765094,0.966347740019795,0.94028373474101,0.945562520620257,0.99340151765094,0.998350379412735,-0.833388320686242,0.797426591883867,0.887825800065985,0.642692180798416,0.0442098317387001,0.412075222698779,0.20884196634774,0.35136918508743,0.687561860772022,-0.046519300560871,0.696469811943253,0.123391619927417,0.716925107225338,0.331243813922798,-0.909270867700429,-0.504783899703068,-0.623556581986143,0.200263939293962,-0.951171230616958,0.965028043549984,0.615308479049819,-0.996370834708017,-0.972946222368855,-0.977565160013197,-0.990762124711316,-0.983833718244804,-0.782909930715935,0.423952490927087,-0.911910260640053,0.953480699439129,-0.995710986473111
"ENSG00000088325",0.995381062355658,0.885516331243814,0.995381062355658,0.99670075882547,0.967337512372154,0.99340151765094,0.995381062355658,0.985483338832069,0.995051138238205,0.992411745298581,-0.878917848894754,0.984163642362257,0.990432200593863,0.277796106895414,0.0663147476080501,0.265918838667107,-0.108874958759485,0.329924117452986,0.88617617947872,0.52259980204553,-0.13922797756516,-0.131639722863741,0.564500164962059,-0.160013196964698,-0.956779940613659,-0.0323325635103926,-0.98119432530518,0.598482349059716,-0.557901682612999,0.902342461233916,0.331243813922798,-0.965687891784889,-0.856812933025404,-0.822170900692841,-0.806004618937644,-0.982843945892445,-0.900692840646651,-0.920818211811283,-0.519960409105906,0.955130320026394,-0.983833718244804
"ENSG00000170312",0.988122731771693,0.874298911250412,0.965028043549984,0.980204552952821,0.991092048828769,0.868360277136259,0.912240184757506,0.947542065324975,0.990432200593863,0.996040910590564,-0.932365555922138,0.996040910590564,0.973935994721214,0.167271527548664,0.492246783239855,0.20884196634774,0.0362916529198284,0.211151435169911,0.863741339491917,-0.709006928406467,-0.413724843286044,-0.0890795117123062,0.438469152095018,0.000989772352358957,-0.94589244473771,-0.659188386671066,-0.872649290663147,-0.108215110524579,-0.86077202243484,0.903332233586275,0.61992741669416,-0.992081821181128,-0.917848894754207,-0.96469811943253,-0.997030682942923,-0.988782580006598,-0.912570108874959,-0.87957769712966,-0.590564170240845,0.492246783239855,-0.983173870009898
"ENSG00000066279",0.994061365885846,0.810623556581986,0.995051138238205,0.995051138238205,0.995381062355658,0.996040910590564,0.979214780600462,0.942263279445728,0.999340151765094,0.997690531177829,-0.85087429891125,0.998350379412735,0.994391290003299,0.374463873309139,0.73375123721544,-0.244473771032662,0.565489937314418,-0.160013196964698,0.885516331243814,-0.0399208182118113,0.645991421972946,-0.0686242164302211,-0.0517980864401188,-0.0633454305509733,-0.784889475420653,-0.912570108874959,-0.978225008248103,0.677004289013527,-0.844605740679644,0.948861761794787,0.997360607060376,-0.991421972946222,-0.971956450016496,-0.956450016496206,-0.996370834708017,-0.958759485318377,0.023094688221709,0.664797096667766,-0.917189046519301,0.815242494226328,-0.982843945892445
"ENSG00000117399",0.997360607060376,0.803695150115473,0.992411745298581,0.995381062355658,0.998680303530188,0.965028043549984,0.958429561200924,0.905311778290993,0.991751897063675,0.992741669416034,-0.903662157703728,0.967337512372154,0.808644011877268,0.667766413724843,-0.5249092708677,0.480039590894094,0.282744968657209,0.292972616298251,0.510392609699769,0.792477730122072,0.331903662157704,-0.0201253711646321,0.642692180798416,0.677004289013527,-0.919498515341471,-0.65852853843616,-0.890135268888156,0.894754206532497,0.327614648630815,0.940943582975916,0.279775651600132,-0.949851534147146,-0.765094028373474,-0.967007588254701,-0.959419333553283,-0.969976905311778,-0.993071593533487,0.116133289343451,-0.811943253051798,0.949521610029693,-0.999670075882547
"ENSG00000120129",-0.994721214120752,-0.992081821181128,-0.841306499505114,-0.970636753546684,-0.967667436489607,0.540415704387991,-0.982843945892445,-0.924447377103266,-0.98119432530518,-0.987132959419334,-0.758165621906961,-0.463543385021445,-0.946882217090069,0.990432200593863,0.996040910590564,0.862421643022105,-0.654239524909271,0.985483338832069,-0.397888485648301,0.99670075882547,0.566149785549324,0.568129330254042,0.789178488947542,0.998350379412735,0.894094358297592,-0.971956450016496,0.867040580666447,-0.913559881227318,-0.173540085780271,0.99670075882547,-0.895084130649951,0.903332233586275,0.915869350049489,0.849884526558891,0.899703068294292,0.894094358297592,-0.245793467502474,0.878258000659848,-0.836357637743319,0.849554602441438,-0.370834708017156
