SYMBOL,ENTREZID,gene_id,gene_type
AMPD1,270,ENSG00000116748,protein_coding
AMPD2,271,ENSG00000116337,protein_coding
AMPD3,272,ENSG00000133805,protein_coding
AMPH,273,ENSG00000078053,protein_coding
AMT,275,ENSG00000145020,protein_coding
AMTN,401138,ENSG00000187689,protein_coding
AMY1A,276,ENSG00000237763,protein_coding
AMY1B,277,ENSG00000174876,protein_coding
AMY1C,278,ENSG00000187733,protein_coding
AMY2A,279,ENSG00000243480,protein_coding
AMY2B,280,ENSG00000240038,protein_coding
AMZ1,155185,ENSG00000174945,protein_coding
AMZ2,51321,ENSG00000196704,protein_coding
ANAPC1,64682,ENSG00000153107,protein_coding
ANAPC10,10393,ENSG00000164162,protein_coding
ANAPC11,51529,ENSG00000141552,protein_coding
ANAPC13,25847,ENSG00000129055,protein_coding
ANAPC15,25906,ENSG00000110200,protein_coding
ANAPC16,119504,ENSG00000166295,protein_coding
ANAPC2,29882,ENSG00000176248,protein_coding
ANAPC4,29945,ENSG00000053900,protein_coding
ANAPC5,51433,ENSG00000089053,protein_coding
ANAPC7,51434,ENSG00000196510,protein_coding
ANG,283,ENSG00000214274,protein_coding
ANGEL1,23357,ENSG00000013523,protein_coding
ANGEL2,90806,ENSG00000174606,protein_coding
ANGPT1,284,ENSG00000154188,protein_coding
ANGPT2,285,ENSG00000091879,protein_coding
ANGPT4,51378,ENSG00000101280,protein_coding
ANGPTL1,9068,ENSG00000116194,protein_coding
ANGPTL2,23452,ENSG00000136859,protein_coding
ANGPTL3,27329,ENSG00000132855,protein_coding
ANGPTL4,51129,ENSG00000167772,protein_coding
ANGPTL5,253935,ENSG00000187151,protein_coding
ANGPTL6,83854,ENSG00000130812,protein_coding
ANGPTL7,10218,ENSG00000171819,protein_coding
ANHX,647589,ENSG00000227059,protein_coding
ANK1,286,ENSG00000029534,protein_coding
ANK2,287,ENSG00000145362,protein_coding
ANK3,288,ENSG00000151150,protein_coding
ANKAR,150709,ENSG00000151687,protein_coding
ANKDD1A,348094,ENSG00000166839,protein_coding
ANKDD1B,728780,ENSG00000189045,protein_coding
ANKEF1,63926,ENSG00000132623,protein_coding
ANKFN1,162282,ENSG00000153930,protein_coding
ANKFY1,51479,ENSG00000185722,protein_coding
ANKH,56172,ENSG00000154122,protein_coding
ANKHD1,54882,ENSG00000131503,protein_coding
ANKHD1-EIF4EBP3,404734,ENSG00000254996,protein_coding
ANKIB1,54467,ENSG00000001629,protein_coding
ANKK1,255239,ENSG00000170209,protein_coding
ANKLE1,126549,ENSG00000160117,protein_coding
ANKLE2,23141,ENSG00000176915,protein_coding
ANKMY1,51281,ENSG00000144504,protein_coding
ANKMY2,57037,ENSG00000106524,protein_coding
ANKRA2,57763,ENSG00000164331,protein_coding
ANKRD1,27063,ENSG00000148677,protein_coding
ANKRD10,55608,ENSG00000088448,protein_coding
ANKRD11,29123,ENSG00000167522,protein_coding
ANKRD12,23253,ENSG00000101745,protein_coding
ANKRD13A,88455,ENSG00000076513,protein_coding
ANKRD13B,124930,ENSG00000198720,protein_coding
ANKRD13C,81573,ENSG00000118454,protein_coding
ANKRD13D,338692,ENSG00000172932,protein_coding
ANKRD16,54522,ENSG00000134461,protein_coding
ANKRD17,26057,ENSG00000132466,protein_coding
ANKRD18A,253650,ENSG00000180071,protein_coding
ANKRD18B,441459,ENSG00000230453,protein_coding
ANKRD2,26287,ENSG00000165887,protein_coding
ANKRD20A1,84210,ENSG00000260691,protein_coding
ANKRD20A2,441430,ENSG00000183148,protein_coding
ANKRD20A3,441425,ENSG00000276203,protein_coding
ANKRD20A4,728747,ENSG00000172014,protein_coding
ANKRD22,118932,ENSG00000152766,protein_coding
ANKRD23,200539,ENSG00000163126,protein_coding
ANKRD24,170961,ENSG00000089847,protein_coding
ANKRD26,22852,ENSG00000107890,protein_coding
ANKRD27,84079,ENSG00000105186,protein_coding
ANKRD28,23243,ENSG00000206560,protein_coding
ANKRD29,147463,ENSG00000154065,protein_coding
ANKRD30A,91074,ENSG00000148513,protein_coding
ANKRD30B,374860,ENSG00000180777,protein_coding
ANKRD30BL,554226,ENSG00000163046,protein_coding
ANKRD31,256006,ENSG00000145700,protein_coding
ANKRD33,341405,ENSG00000167612,protein_coding
ANKRD33B,651746,ENSG00000164236,protein_coding
ANKRD34A,284615,ENSG00000272031,protein_coding
ANKRD34B,340120,ENSG00000189127,protein_coding
ANKRD34C,390616,ENSG00000235711,protein_coding
ANKRD35,148741,ENSG00000198483,protein_coding
ANKRD36,375248,ENSG00000135976,protein_coding
ANKRD36B,57730,ENSG00000196912,protein_coding
ANKRD36C,400986,ENSG00000174501,protein_coding
ANKRD37,353322,ENSG00000186352,protein_coding
ANKRD39,51239,ENSG00000213337,protein_coding
ANKRD40,91369,ENSG00000154945,protein_coding
ANKRD42,338699,ENSG00000137494,protein_coding
ANKRD44,91526,ENSG00000065413,protein_coding
ANKRD45,339416,ENSG00000183831,protein_coding
ANKRD46,157567,ENSG00000186106,protein_coding
ANKRD49,54851,ENSG00000168876,protein_coding
ANKRD50,57182,ENSG00000151458,protein_coding
ANKRD52,283373,ENSG00000139645,protein_coding
ANKRD53,79998,ENSG00000144031,protein_coding
ANKRD54,129138,ENSG00000100124,protein_coding
ANKRD55,79722,ENSG00000164512,protein_coding
ANKRD6,22881,ENSG00000135299,protein_coding
ANKRD60,140731,ENSG00000124227,protein_coding
ANKRD61,100310846,ENSG00000157999,protein_coding
ANKRD62,342850,ENSG00000181626,protein_coding
ANKRD63,100131244,ENSG00000230778,protein_coding
ANKRD65,441869,ENSG00000235098,protein_coding
ANKRD66,100287718,ENSG00000230062,protein_coding
ANKRD7,56311,ENSG00000106013,protein_coding
ANKRD9,122416,ENSG00000156381,protein_coding
ANKS1A,23294,ENSG00000064999,protein_coding
ANKS1B,56899,ENSG00000185046,protein_coding
ANKS3,124401,ENSG00000168096,protein_coding
ANKS4B,257629,ENSG00000175311,protein_coding
ANKS6,203286,ENSG00000165138,protein_coding
ANKUB1,389161,ENSG00000206199,protein_coding
ANKZF1,55139,ENSG00000163516,protein_coding
ANLN,54443,ENSG00000011426,protein_coding
ANO1,55107,ENSG00000131620,protein_coding
ANO10,55129,ENSG00000160746,protein_coding
ANO2,57101,ENSG00000047617,protein_coding
ANO3,63982,ENSG00000134343,protein_coding
ANO4,121601,ENSG00000151572,protein_coding
ANO5,203859,ENSG00000171714,protein_coding
ANO6,196527,ENSG00000177119,protein_coding
ANO7,50636,ENSG00000146205,protein_coding
ANO8,57719,ENSG00000074855,protein_coding
ANO9,338440,ENSG00000185101,protein_coding
ANP32A,8125,ENSG00000140350,protein_coding
ANP32B,10541,ENSG00000136938,protein_coding
ANP32D,23519,ENSG00000139223,protein_coding
ANP32E,81611,ENSG00000143401,protein_coding
ANPEP,290,ENSG00000166825,protein_coding
ANTXR1,84168,ENSG00000169604,protein_coding
ANTXR2,118429,ENSG00000163297,protein_coding
ANTXRL,195977,ENSG00000274209,protein_coding
ANXA1,301,ENSG00000135046,protein_coding
ANXA10,11199,ENSG00000109511,protein_coding
ANXA11,311,ENSG00000122359,protein_coding
ANXA13,312,ENSG00000104537,protein_coding
ANXA2,302,ENSG00000182718,protein_coding
ANXA2R,389289,ENSG00000177721,protein_coding
ANXA3,306,ENSG00000138772,protein_coding
ANXA4,307,ENSG00000196975,protein_coding
ANXA5,308,ENSG00000164111,protein_coding
ANXA6,309,ENSG00000197043,protein_coding
ANXA7,310,ENSG00000138279,protein_coding
ANXA8,653145,ENSG00000265190,protein_coding
ANXA8L1,728113,ENSG00000264230,protein_coding
ANXA9,8416,ENSG00000143412,protein_coding
AOAH,313,ENSG00000136250,protein_coding
AOC1,26,ENSG00000002726,protein_coding
AOC2,314,ENSG00000131480,protein_coding
AOC3,8639,ENSG00000131471,protein_coding
AOX1,316,ENSG00000138356,protein_coding
AP1AR,55435,ENSG00000138660,protein_coding
AP1B1,162,ENSG00000100280,protein_coding
AP1G1,164,ENSG00000166747,protein_coding
AP1G2,8906,ENSG00000213983,protein_coding
AP1M1,8907,ENSG00000072958,protein_coding
AP1M2,10053,ENSG00000129354,protein_coding
AP1S1,1174,ENSG00000106367,protein_coding
AP1S2,8905,ENSG00000182287,protein_coding
AP1S3,130340,ENSG00000152056,protein_coding
AP2A1,160,ENSG00000196961,protein_coding
AP2A2,161,ENSG00000183020,protein_coding
AP2B1,163,ENSG00000006125,protein_coding
AP2M1,1173,ENSG00000161203,protein_coding
AP2S1,1175,ENSG00000042753,protein_coding
AP3B1,8546,ENSG00000132842,protein_coding
AP3B2,8120,ENSG00000103723,protein_coding
AP3D1,8943,ENSG00000065000,protein_coding
AP3M1,26985,ENSG00000185009,protein_coding
AP3M2,10947,ENSG00000070718,protein_coding
AP3S1,1176,ENSG00000177879,protein_coding
AP3S2,10239,ENSG00000157823,protein_coding
AP4B1,10717,ENSG00000134262,protein_coding
AP4E1,23431,ENSG00000081014,protein_coding
AP4M1,9179,ENSG00000221838,protein_coding
AP4S1,11154,ENSG00000100478,protein_coding
AP5B1,91056,ENSG00000254470,protein_coding
AP5M1,55745,ENSG00000053770,protein_coding
AP5S1,55317,ENSG00000125843,protein_coding
AP5Z1,9907,ENSG00000242802,protein_coding
APAF1,317,ENSG00000120868,protein_coding
APBA1,320,ENSG00000107282,protein_coding
APBA2,321,ENSG00000034053,protein_coding
APBA3,9546,ENSG00000011132,protein_coding
APBB1,322,ENSG00000166313,protein_coding
APBB1IP,54518,ENSG00000077420,protein_coding
APBB2,323,ENSG00000163697,protein_coding
APBB3,10307,ENSG00000113108,protein_coding
APC,324,ENSG00000134982,protein_coding
APC2,10297,ENSG00000115266,protein_coding
APCDD1,147495,ENSG00000154856,protein_coding
APCDD1L,164284,ENSG00000198768,protein_coding
APCS,325,ENSG00000132703,protein_coding
APEH,327,ENSG00000164062,protein_coding
APELA,100506013,ENSG00000248329,protein_coding
APEX1,328,ENSG00000100823,protein_coding
APEX2,27301,ENSG00000169188,protein_coding
APH1A,51107,ENSG00000117362,protein_coding
APH1B,83464,ENSG00000138613,protein_coding
API5,8539,ENSG00000166181,protein_coding
APIP,51074,ENSG00000149089,protein_coding
APLF,200558,ENSG00000169621,protein_coding
APLN,8862,ENSG00000171388,protein_coding
APLNR,187,ENSG00000134817,protein_coding
APLP1,333,ENSG00000105290,protein_coding
APLP2,334,ENSG00000084234,protein_coding
APMAP,57136,ENSG00000101474,protein_coding
APOA1,335,ENSG00000118137,protein_coding
APOA2,336,ENSG00000158874,protein_coding
APOA4,337,ENSG00000110244,protein_coding
APOA5,116519,ENSG00000110243,protein_coding
APOB,338,ENSG00000084674,protein_coding
APOBEC1,339,ENSG00000111701,protein_coding
APOBEC2,10930,ENSG00000124701,protein_coding
APOBEC3A,200315,ENSG00000128383,protein_coding
APOBEC3B,9582,ENSG00000179750,protein_coding
APOBEC3C,27350,ENSG00000244509,protein_coding
APOBEC3D,140564,ENSG00000243811,protein_coding
APOBEC3F,200316,ENSG00000128394,protein_coding
APOBEC3G,60489,ENSG00000239713,protein_coding
APOBEC3H,164668,ENSG00000100298,protein_coding
APOBEC4,403314,ENSG00000173627,protein_coding
APOBR,55911,ENSG00000184730,protein_coding
APOC1,341,ENSG00000130208,protein_coding
APOC2,344,ENSG00000234906,protein_coding
APOC3,345,ENSG00000110245,protein_coding
APOC4,346,ENSG00000267467,protein_coding
APOC4-APOC2,100533990,ENSG00000224916,protein_coding
APOD,347,ENSG00000189058,protein_coding
APOE,348,ENSG00000130203,protein_coding
APOF,319,ENSG00000175336,protein_coding
APOH,350,ENSG00000091583,protein_coding
APOL1,8542,ENSG00000100342,protein_coding
APOL2,23780,ENSG00000128335,protein_coding
APOL3,80833,ENSG00000128284,protein_coding
APOL4,80832,ENSG00000100336,protein_coding
APOL5,80831,ENSG00000128313,protein_coding
APOL6,80830,ENSG00000221963,protein_coding
APOLD1,81575,ENSG00000178878,protein_coding
APOM,55937,ENSG00000204444,protein_coding
APOO,79135,ENSG00000184831,protein_coding
APOOL,139322,ENSG00000155008,protein_coding
APOPT1,84334,ENSG00000256053,protein_coding
APP,351,ENSG00000142192,protein_coding
APPBP2,10513,ENSG00000062725,protein_coding
APPL1,26060,ENSG00000157500,protein_coding
APPL2,55198,ENSG00000136044,protein_coding
APRT,353,ENSG00000198931,protein_coding
APTX,54840,ENSG00000137074,protein_coding
AQP1,358,ENSG00000240583,protein_coding
AQP10,89872,ENSG00000143595,protein_coding
AQP11,282679,ENSG00000178301,protein_coding
AQP12A,375318,ENSG00000184945,protein_coding
AQP12B,653437,ENSG00000185176,protein_coding
AQP2,359,ENSG00000167580,protein_coding
AQP3,360,ENSG00000165272,protein_coding
AQP4,361,ENSG00000171885,protein_coding
AQP5,362,ENSG00000161798,protein_coding
AQP6,363,ENSG00000086159,protein_coding
AQP7,364,ENSG00000165269,protein_coding
AQP8,343,ENSG00000103375,protein_coding
AQP9,366,ENSG00000103569,protein_coding
AQR,9716,ENSG00000021776,protein_coding
AR,367,ENSG00000169083,protein_coding
ARAF,369,ENSG00000078061,protein_coding
ARAP1,116985,ENSG00000186635,protein_coding
ARAP2,116984,ENSG00000047365,protein_coding
ARAP3,64411,ENSG00000120318,protein_coding
ARC,23237,ENSG00000198576,protein_coding
ARCN1,372,ENSG00000095139,protein_coding
AREG,374,ENSG00000109321,protein_coding
AREL1,9870,ENSG00000119682,protein_coding
ARF1,375,ENSG00000143761,protein_coding
ARF3,377,ENSG00000134287,protein_coding
ARF4,378,ENSG00000168374,protein_coding
ARF5,381,ENSG00000004059,protein_coding
ARF6,382,ENSG00000165527,protein_coding
ARFGAP1,55738,ENSG00000101199,protein_coding
ARFGAP2,84364,ENSG00000149182,protein_coding
ARFGAP3,26286,ENSG00000242247,protein_coding
ARFGEF1,10565,ENSG00000066777,protein_coding
ARFGEF2,10564,ENSG00000124198,protein_coding
ARFIP1,27236,ENSG00000164144,protein_coding
ARFIP2,23647,ENSG00000132254,protein_coding
ARFRP1,10139,ENSG00000101246,protein_coding
ARG1,383,ENSG00000118520,protein_coding
ARG2,384,ENSG00000081181,protein_coding
ARGFX,503582,ENSG00000186103,protein_coding
ARGLU1,55082,ENSG00000134884,protein_coding
ARHGAP1,392,ENSG00000175220,protein_coding
ARHGAP10,79658,ENSG00000071205,protein_coding
ARHGAP11A,9824,ENSG00000198826,protein_coding
ARHGAP11B,89839,ENSG00000187951,protein_coding
ARHGAP12,94134,ENSG00000165322,protein_coding
ARHGAP15,55843,ENSG00000075884,protein_coding
ARHGAP17,55114,ENSG00000140750,protein_coding
ARHGAP18,93663,ENSG00000146376,protein_coding
ARHGAP19,84986,ENSG00000213390,protein_coding
ARHGAP19-SLIT1,100533184,ENSG00000269891,protein_coding
ARHGAP20,57569,ENSG00000137727,protein_coding
ARHGAP21,57584,ENSG00000107863,protein_coding
ARHGAP22,58504,ENSG00000128805,protein_coding
ARHGAP23,57636,ENSG00000275832,protein_coding
ARHGAP24,83478,ENSG00000138639,protein_coding
ARHGAP25,9938,ENSG00000163219,protein_coding
ARHGAP26,23092,ENSG00000145819,protein_coding
ARHGAP27,201176,ENSG00000159314,protein_coding
ARHGAP28,79822,ENSG00000088756,protein_coding
ARHGAP29,9411,ENSG00000137962,protein_coding
ARHGAP30,257106,ENSG00000186517,protein_coding
ARHGAP31,57514,ENSG00000031081,protein_coding
ARHGAP32,9743,ENSG00000134909,protein_coding
ARHGAP33,115703,ENSG00000004777,protein_coding
ARHGAP35,2909,ENSG00000160007,protein_coding
ARHGAP36,158763,ENSG00000147256,protein_coding
ARHGAP39,80728,ENSG00000147799,protein_coding
ARHGAP4,393,ENSG00000089820,protein_coding
ARHGAP40,343578,ENSG00000124143,protein_coding
ARHGAP42,143872,ENSG00000165895,protein_coding
ARHGAP44,9912,ENSG00000006740,protein_coding
ARHGAP5,394,ENSG00000100852,protein_coding
ARHGAP6,395,ENSG00000047648,protein_coding
ARHGAP8,23779,ENSG00000241484,protein_coding
ARHGAP9,64333,ENSG00000123329,protein_coding
ARHGDIA,396,ENSG00000141522,protein_coding
ARHGDIB,397,ENSG00000111348,protein_coding
ARHGDIG,398,ENSG00000242173,protein_coding
ARHGEF1,9138,ENSG00000076928,protein_coding
ARHGEF10,9639,ENSG00000104728,protein_coding
ARHGEF10L,55160,ENSG00000074964,protein_coding
ARHGEF11,9826,ENSG00000132694,protein_coding
ARHGEF12,23365,ENSG00000196914,protein_coding
ARHGEF15,22899,ENSG00000198844,protein_coding
ARHGEF16,27237,ENSG00000130762,protein_coding
ARHGEF17,9828,ENSG00000110237,protein_coding
ARHGEF18,23370,ENSG00000104880,protein_coding
ARHGEF19,128272,ENSG00000142632,protein_coding
ARHGEF2,9181,ENSG00000116584,protein_coding
ARHGEF25,115557,ENSG00000240771,protein_coding
ARHGEF26,26084,ENSG00000114790,protein_coding
ARHGEF28,64283,ENSG00000214944,protein_coding
ARHGEF3,50650,ENSG00000163947,protein_coding
ARHGEF33,100271715,ENSG00000214694,protein_coding
ARHGEF35,445328,ENSG00000213214,protein_coding
ARHGEF37,389337,ENSG00000183111,protein_coding
ARHGEF38,54848,ENSG00000236699,protein_coding
ARHGEF39,84904,ENSG00000137135,protein_coding
ARHGEF4,50649,ENSG00000136002,protein_coding
ARHGEF40,55701,ENSG00000165801,protein_coding
ARHGEF5,7984,ENSG00000050327,protein_coding
ARHGEF6,9459,ENSG00000129675,protein_coding
ARHGEF7,8874,ENSG00000102606,protein_coding
ARHGEF9,23229,ENSG00000131089,protein_coding
ARID1A,8289,ENSG00000117713,protein_coding
ARID1B,57492,ENSG00000049618,protein_coding
ARID2,196528,ENSG00000189079,protein_coding
ARID3A,1820,ENSG00000116017,protein_coding
ARID3B,10620,ENSG00000179361,protein_coding
ARID3C,138715,ENSG00000205143,protein_coding
ARID4A,5926,ENSG00000032219,protein_coding
ARID4B,51742,ENSG00000054267,protein_coding
ARID5A,10865,ENSG00000196843,protein_coding
ARID5B,84159,ENSG00000150347,protein_coding
ARIH1,25820,ENSG00000166233,protein_coding
ARIH2,10425,ENSG00000177479,protein_coding
ARIH2OS,646450,ENSG00000221883,protein_coding
ARL1,400,ENSG00000120805,protein_coding
ARL10,285598,ENSG00000175414,protein_coding
ARL11,115761,ENSG00000152213,protein_coding
ARL13A,392509,ENSG00000174225,protein_coding
ARL13B,200894,ENSG00000169379,protein_coding
ARL14,80117,ENSG00000179674,protein_coding
ARL14EP,120534,ENSG00000152219,protein_coding
ARL14EPL,644100,ENSG00000268223,protein_coding
ARL15,54622,ENSG00000185305,protein_coding
ARL16,339231,ENSG00000214087,protein_coding
ARL17A,51326,ENSG00000185829,protein_coding
ARL17B,100506084,ENSG00000228696,protein_coding
ARL2,402,ENSG00000213465,protein_coding
ARL2-SNX15,100528018,ENSG00000273003,protein_coding
ARL2BP,23568,ENSG00000102931,protein_coding
ARL3,403,ENSG00000138175,protein_coding
ARL4A,10124,ENSG00000122644,protein_coding
ARL4C,10123,ENSG00000188042,protein_coding
ARL4D,379,ENSG00000175906,protein_coding
ARL5A,26225,ENSG00000162980,protein_coding
ARL5B,221079,ENSG00000165997,protein_coding
ARL5C,390790,ENSG00000141748,protein_coding
ARL6,84100,ENSG00000113966,protein_coding
ARL6IP1,23204,ENSG00000170540,protein_coding
ARL6IP4,51329,ENSG00000182196,protein_coding
ARL6IP5,10550,ENSG00000144746,protein_coding
ARL6IP6,151188,ENSG00000177917,protein_coding
ARL8A,127829,ENSG00000143862,protein_coding
ARL8B,55207,ENSG00000134108,protein_coding
ARL9,132946,ENSG00000196503,protein_coding
ARMC1,55156,ENSG00000104442,protein_coding
ARMC10,83787,ENSG00000170632,protein_coding
ARMC12,221481,ENSG00000157343,protein_coding
ARMC2,84071,ENSG00000118690,protein_coding
ARMC3,219681,ENSG00000165309,protein_coding
ARMC4,55130,ENSG00000169126,protein_coding
ARMC5,79798,ENSG00000140691,protein_coding
ARMC6,93436,ENSG00000105676,protein_coding
ARMC7,79637,ENSG00000125449,protein_coding
ARMC8,25852,ENSG00000114098,protein_coding
ARMC9,80210,ENSG00000135931,protein_coding
ARMCX1,51309,ENSG00000126947,protein_coding
ARMCX2,9823,ENSG00000184867,protein_coding
ARMCX3,51566,ENSG00000102401,protein_coding
ARMCX4,100131755,ENSG00000196440,protein_coding
ARMCX5,64860,ENSG00000125962,protein_coding
ARMCX6,54470,ENSG00000198960,protein_coding
ARMS2,387715,ENSG00000254636,protein_coding
ARNT,405,ENSG00000143437,protein_coding
ARNT2,9915,ENSG00000172379,protein_coding
ARNTL,406,ENSG00000133794,protein_coding
ARNTL2,56938,ENSG00000029153,protein_coding
ARPC1A,10552,ENSG00000241685,protein_coding
ARPC1B,10095,ENSG00000130429,protein_coding
ARPC2,10109,ENSG00000163466,protein_coding
ARPC3,10094,ENSG00000111229,protein_coding
ARPC4,10093,ENSG00000241553,protein_coding
ARPC4-TTLL3,100526693,ENSG00000250151,protein_coding
ARPC5,10092,ENSG00000162704,protein_coding
ARPC5L,81873,ENSG00000136950,protein_coding
ARPIN,348110,ENSG00000242498,protein_coding
ARPP19,10776,ENSG00000128989,protein_coding
ARPP21,10777,ENSG00000172995,protein_coding
ARR3,407,ENSG00000120500,protein_coding
ARRB1,408,ENSG00000137486,protein_coding
ARRB2,409,ENSG00000141480,protein_coding
ARRDC1,92714,ENSG00000197070,protein_coding
ARRDC2,27106,ENSG00000105643,protein_coding
ARRDC3,57561,ENSG00000113369,protein_coding
ARRDC4,91947,ENSG00000140450,protein_coding
ARRDC5,645432,ENSG00000205784,protein_coding
ARSA,410,ENSG00000100299,protein_coding
ARSB,411,ENSG00000113273,protein_coding
ARSD,414,ENSG00000006756,protein_coding
ARSE,415,ENSG00000157399,protein_coding
ARSF,416,ENSG00000062096,protein_coding
ARSG,22901,ENSG00000141337,protein_coding
ARSH,347527,ENSG00000205667,protein_coding
ARSI,340075,ENSG00000183876,protein_coding
ARSJ,79642,ENSG00000180801,protein_coding
ARSK,153642,ENSG00000164291,protein_coding
ART1,417,ENSG00000129744,protein_coding
