id	filename	md5	size	state
0bc9b72d-daa8-48fd-bd94-8eedc3cc31df	0bc9b72d-daa8-48fd-bd94-8eedc3cc31df/11617a37-7f9c-4e74-918c-c8d700744b59.wxs.aliquot_ensemble_masked.maf.gz	62b2467144260e97ae5c731fddc1fee8	31857	validated
0bddedfd-c912-4d69-a55e-a0674cb57d69	0bddedfd-c912-4d69-a55e-a0674cb57d69/f727a511-f2c0-4468-b6c3-2a0e3a1f2302.wxs.aliquot_ensemble_masked.maf.gz	ff52d093a57738348fe1a0ec4db7413f	133824	validated
0c1c18bf-e971-42ec-bddd-1354bffc4c20	0c1c18bf-e971-42ec-bddd-1354bffc4c20/a44608aa-06aa-47b0-baa3-301680902287.wxs.aliquot_ensemble_masked.maf.gz	050b3fb0ff2091c8f536dd41926c113e	27867	validated
0c77f17d-87af-4a15-b2df-bf66391ae800	0c77f17d-87af-4a15-b2df-bf66391ae800/e3fa1385-1102-4c80-99d2-c64534904e46.wxs.aliquot_ensemble_masked.maf.gz	dc89fcaa2cfcff839b9edd6128025270	19528	validated
0c8d7ad0-a5f3-4215-b9f0-c6951e8e66b9	0c8d7ad0-a5f3-4215-b9f0-c6951e8e66b9/678e1c08-7862-4958-b7e7-fb4a2a284348.wxs.aliquot_ensemble_masked.maf.gz	24f79466f49d15f6d360fccc44295858	18629	validated
0dbe6869-2b42-414c-8e8e-f7f4692650db	0dbe6869-2b42-414c-8e8e-f7f4692650db/4135f40f-5a68-42ed-84e6-69fa67862177.wxs.aliquot_ensemble_masked.maf.gz	f7af07f7bbfc128d6dad142b7e0efde0	20247	validated
0e49d31a-0480-4104-bd08-83ddefb7d92d	0e49d31a-0480-4104-bd08-83ddefb7d92d/dd406ca7-d811-4774-8b39-b30fa3dfafac.wxs.aliquot_ensemble_masked.maf.gz	fdfc99d89d036bd70a6eadadd1bebc68	16217	validated
0ed951e9-89c4-4d0d-b750-80fbfb6450d0	0ed951e9-89c4-4d0d-b750-80fbfb6450d0/348eff75-06ba-4983-b7cc-cb5597238633.wxs.aliquot_ensemble_masked.maf.gz	7043e825ca31b8fd72754c27d2a41bef	30584	validated
0ed9f5b9-22cd-4a03-807b-9a1eeb26adaf	0ed9f5b9-22cd-4a03-807b-9a1eeb26adaf/ea1e05bf-9d27-41ad-a569-9639193bcf8f.wxs.aliquot_ensemble_masked.maf.gz	d9eb382f8a44402c2ef6c9a78f075b79	54269	validated
11304577-63bb-42b4-9c4f-c1a70d2a7685	11304577-63bb-42b4-9c4f-c1a70d2a7685/18a68eff-314a-4204-9c35-9e20d8dce589.wxs.aliquot_ensemble_masked.maf.gz	bf73595b841e0e4cbc8bf96edfbd556b	27892	validated
119ac78b-bf8d-42ac-ac3a-fe791745e51c	119ac78b-bf8d-42ac-ac3a-fe791745e51c/348da9ac-ac4e-45a9-9133-5f41d97624cd.wxs.aliquot_ensemble_masked.maf.gz	744cd31241f082940abc6b395bb47f6c	44195	validated
11bb3cf2-790c-4118-9538-573593bd4ca4	11bb3cf2-790c-4118-9538-573593bd4ca4/96a581fd-2b9c-4be6-bb90-e15962c5a355.wxs.aliquot_ensemble_masked.maf.gz	bdb79c0cb2b136e29de3516e640d1622	42308	validated
12b805a5-c237-44a4-9754-3fd0d585469e	12b805a5-c237-44a4-9754-3fd0d585469e/b254e278-8062-4f9e-8aa4-7698b9d8616c.wxs.aliquot_ensemble_masked.maf.gz	71af298cb8b93c52c1caf8c9c9e46163	35409	validated
12c82f4a-07cf-488d-967d-22ef748e0a43	12c82f4a-07cf-488d-967d-22ef748e0a43/1565fde9-53ec-41b4-9d64-82cd9a410d12.wxs.aliquot_ensemble_masked.maf.gz	4986783b534a7222466924af9832263e	28709	validated
12da7c15-7654-4014-b765-1632accef831	12da7c15-7654-4014-b765-1632accef831/ca64c514-ad17-458f-8f85-592ea0f7614c.wxs.aliquot_ensemble_masked.maf.gz	442d453664249fb1d8a2d5c15305058c	31597	validated
13404eed-ca4d-4111-a92f-97859229cc92	13404eed-ca4d-4111-a92f-97859229cc92/2d328303-3bd4-41fb-ab82-730ab1c107c4.wxs.aliquot_ensemble_masked.maf.gz	9fa9e184646886761ab8e377c38f7e72	9904	validated
139a2d9b-062c-4390-be2a-00dc4ede93f8	139a2d9b-062c-4390-be2a-00dc4ede93f8/655d70f1-5974-47b2-8ef8-9af0dbd7a998.wxs.aliquot_ensemble_masked.maf.gz	75b32dcd14bbd3e27d49e1ea16c63848	40432	validated
13befc23-4825-4b32-ac3a-b2f769d0d8f2	13befc23-4825-4b32-ac3a-b2f769d0d8f2/6c0c73f0-5868-488e-a36c-646e1aa2cd2a.wxs.aliquot_ensemble_masked.maf.gz	753730a2ac50627c7a83cd22e60c1bc2	19816	validated
13f8f2f3-bfa9-404d-8ef4-0ca6c0661f77	13f8f2f3-bfa9-404d-8ef4-0ca6c0661f77/716b210f-5463-4c3b-804e-c92ba696d3ae.wxs.aliquot_ensemble_masked.maf.gz	a87492f53da88557af68d35c4ea9ecc7	52204	validated
14588732-daeb-4aec-bec1-fbe7503e66a3	14588732-daeb-4aec-bec1-fbe7503e66a3/997041ee-4e47-41ed-ab32-42e46fe05e31.wxs.aliquot_ensemble_masked.maf.gz	0c77262721e66c6ce8857b0542fd3170	10878	validated
169fc480-f92b-4e64-a034-19e39482d72d	169fc480-f92b-4e64-a034-19e39482d72d/3e9ab8b9-95d1-45ad-80ee-50ffa886dec2.wxs.aliquot_ensemble_masked.maf.gz	2b2147b2e54f6b31230e9f013c8b93d4	22185	validated
16b45a2b-ecb4-44eb-8a4a-a6f3625bfbc2	16b45a2b-ecb4-44eb-8a4a-a6f3625bfbc2/d70fb887-689c-43da-b744-f5c4151a42a1.wxs.aliquot_ensemble_masked.maf.gz	96ed71965e52dccaeb3bd1f189215ee6	26319	validated
1882ea06-160e-4a6e-9cba-22b6a652ed48	1882ea06-160e-4a6e-9cba-22b6a652ed48/b7704eb9-9582-4b1a-8e12-cdc15a2ad629.wxs.aliquot_ensemble_masked.maf.gz	9ecde7c88a3e8b5ba1f52ef688b5e30a	25110	validated
1ace9f32-2853-42b0-bdbe-74c790afb3b0	1ace9f32-2853-42b0-bdbe-74c790afb3b0/63bbc514-8328-4137-8b7a-d3415894b40e.wxs.aliquot_ensemble_masked.maf.gz	c2ff58f43b9c131650f640f0a8125b9f	51982	validated
1b75bb27-7629-47da-bf57-236e8aca626f	1b75bb27-7629-47da-bf57-236e8aca626f/22785f9b-389e-495b-83df-498120792123.wxs.aliquot_ensemble_masked.maf.gz	74ca277b3607a224fc52522ab135d4aa	36239	validated
1bc58200-298a-4bb4-974c-d485f03d743c	1bc58200-298a-4bb4-974c-d485f03d743c/45a95a21-189e-4791-9ac1-7522c3634967.wxs.aliquot_ensemble_masked.maf.gz	744de809e2572c91fec42bed62c48915	14652	validated
1c594efa-86e5-40b9-a350-f838441fff50	1c594efa-86e5-40b9-a350-f838441fff50/4956d118-4a9c-45cf-9e49-08ca5259c0f6.wxs.aliquot_ensemble_masked.maf.gz	1bd2e188abfea0edb9c35b03fc8f74f8	29355	validated
1d97233d-06f5-4342-8a27-3ad26cf2e58b	1d97233d-06f5-4342-8a27-3ad26cf2e58b/b0b9167d-7352-4835-abc2-e164747a8a69.wxs.aliquot_ensemble_masked.maf.gz	80cea774d001c2c75a75c307c7c375b1	63777	validated
1d9da441-fd67-42ad-8179-7331a60b9094	1d9da441-fd67-42ad-8179-7331a60b9094/410148ed-b66b-482c-adc7-f2fb5d179814.wxs.aliquot_ensemble_masked.maf.gz	b7077d5fb11fd432e895958ef7229254	31705	validated
1ef01239-c970-4d42-a491-ef186dbf03a4	1ef01239-c970-4d42-a491-ef186dbf03a4/44fc9259-cf8b-4bb4-9f43-db9960605e92.wxs.aliquot_ensemble_masked.maf.gz	2955f221c74156addf0da7ea1180d849	33748	validated
1efcf630-9753-4ac5-a2ae-e45c4f236826	1efcf630-9753-4ac5-a2ae-e45c4f236826/5e6b5960-46b6-4792-a10c-f24c8a386140.wxs.aliquot_ensemble_masked.maf.gz	d2d243bbe0b1b4cb8aca8cd821adfac0	32983	validated
2014f28d-9945-4fd1-860c-cd4af5a749c7	2014f28d-9945-4fd1-860c-cd4af5a749c7/09a57634-7af5-4c7b-8ad7-489a22c8fbfa.wxs.aliquot_ensemble_masked.maf.gz	27bae89ba533dc85708e63eac0663401	53478	validated
205003ad-64ef-4349-91b9-01c615689fae	205003ad-64ef-4349-91b9-01c615689fae/598ab81d-a2c9-47dd-9a41-660b3c39a943.wxs.aliquot_ensemble_masked.maf.gz	44b99b92cd02b703416a3a6d0489c16d	60745	validated
20e13cc5-7b75-4bbb-8d18-30819cbd434c	20e13cc5-7b75-4bbb-8d18-30819cbd434c/6acce52e-d712-443a-8dbc-3f08c09c0758.wxs.aliquot_ensemble_masked.maf.gz	fdc1220f4959e3330a595522f268bd2e	44299	validated
21024ef0-ea09-4531-b40d-91f06de9205f	21024ef0-ea09-4531-b40d-91f06de9205f/7d9dea7d-64cb-4da4-b5bc-1d9d2c7fa42e.wxs.aliquot_ensemble_masked.maf.gz	ee178671715625c9102e934205646744	43513	validated
21672f69-414d-49ba-840e-2fbe6b9a61ed	21672f69-414d-49ba-840e-2fbe6b9a61ed/4c79a140-84f8-4775-a237-440962d8d3da.wxs.aliquot_ensemble_masked.maf.gz	a40a06ce9fdbd129aa8efd6b38f1f65d	21311	validated
21f92ee1-8ba1-40e1-bada-5854c78517c0	21f92ee1-8ba1-40e1-bada-5854c78517c0/8e3464f7-e985-448d-bd85-b9f8941aa447.wxs.aliquot_ensemble_masked.maf.gz	c1e32699b6e7a039c3db36592ceca3bd	27078	validated
226968c0-c961-4057-8119-0cd67ff5e4cb	226968c0-c961-4057-8119-0cd67ff5e4cb/0422c6f2-b53e-42cc-8a17-6151ce5a5c72.wxs.aliquot_ensemble_masked.maf.gz	37d3edd35214bfb61acce4e59f580bf5	474672	validated
22808c1c-bd0c-4e87-aeb8-5ff152f78c61	22808c1c-bd0c-4e87-aeb8-5ff152f78c61/883b29f3-b09e-4f35-be7d-0705454eace8.wxs.aliquot_ensemble_masked.maf.gz	9a638ea9af6dd06dd23bffb65af89a0d	18539	validated
23c7812d-b3c4-4e3e-aaa1-6f2811ac1f5a	23c7812d-b3c4-4e3e-aaa1-6f2811ac1f5a/bb1073d7-89d9-4d18-a2ae-a2a97bccf694.wxs.aliquot_ensemble_masked.maf.gz	a51bd2871ff4540ce73a14b546491dee	137272	validated
246ea489-0b42-4a59-85fe-93db19e7700d	246ea489-0b42-4a59-85fe-93db19e7700d/88bce92d-cf94-4bf2-9805-782b5d83b8f9.wxs.aliquot_ensemble_masked.maf.gz	9320bd36a6d4ad8ed4a44f33921d95bf	17791	validated
24b160c1-faed-45e0-9d68-5d554424ead1	24b160c1-faed-45e0-9d68-5d554424ead1/d77c5877-cd29-4f51-8177-f98e9718c03e.wxs.aliquot_ensemble_masked.maf.gz	f9f80e250fb3ed52a9c046d8449bb39f	33923	validated
25af6e5d-d588-4065-936b-bd1c4535f6a7	25af6e5d-d588-4065-936b-bd1c4535f6a7/6abbac7b-33b8-453c-b649-f4d1d553d1ed.wxs.aliquot_ensemble_masked.maf.gz	6037c362e186bc5de0feccc86ca3a211	32655	validated
2607a071-f21d-443b-a056-f96072a1844e	2607a071-f21d-443b-a056-f96072a1844e/1f7dd5b4-0bb1-43de-9429-9308aae117b2.wxs.aliquot_ensemble_masked.maf.gz	a6f7f070f4001f63d1263d01cecfbea2	41320	validated
2656c771-8674-4642-be15-aa6b18c57c6f	2656c771-8674-4642-be15-aa6b18c57c6f/9690fc97-4349-4d54-968b-18db038ba05b.wxs.aliquot_ensemble_masked.maf.gz	d14f013793feb6809f80d7d87fd21500	30955	validated
269b765f-c17a-4223-b957-3ff445051629	269b765f-c17a-4223-b957-3ff445051629/c44121e3-b22f-4e3d-b5d6-7964cc38995f.wxs.aliquot_ensemble_masked.maf.gz	3ded1eae23618e7c3f29d1622a4d9800	26852	validated
28abf573-355a-45a7-8126-fc5256eac2b7	28abf573-355a-45a7-8126-fc5256eac2b7/23490b92-fbaa-43ec-b931-ad86ef8daa9a.wxs.aliquot_ensemble_masked.maf.gz	f82b89d49f3a21541a38acd4dabfb6cd	67138	validated
28fa8253-e30d-4783-83db-303726d1f30e	28fa8253-e30d-4783-83db-303726d1f30e/723858af-ce56-4890-b62f-d393cc637e43.wxs.aliquot_ensemble_masked.maf.gz	3377cd3720a0b9cb2a97d29adddb4f75	41114	validated
29dd2e30-2a5e-4aee-841c-0a16ab148d70	29dd2e30-2a5e-4aee-841c-0a16ab148d70/9b765c46-ef3c-4ed9-9899-a896dcb7db1e.wxs.aliquot_ensemble_masked.maf.gz	04aa2794d7dddd5be4b53959057d79a7	28885	validated
29e019a8-8785-4074-82a8-fa7bed7d1162	29e019a8-8785-4074-82a8-fa7bed7d1162/618a1eaa-3bf5-4539-8a95-477b3abb06d2.wxs.aliquot_ensemble_masked.maf.gz	599bae862d2ac6966257ef7425dda3b4	33567	validated
2a35bceb-bc60-4870-ae64-f8334bb9276c	2a35bceb-bc60-4870-ae64-f8334bb9276c/3d21f9ad-bcaf-4acb-b697-90a16bc32a54.wxs.aliquot_ensemble_masked.maf.gz	123f10ed8e02abaa9a71756bce27a1e2	13115	validated
2ada0883-7e72-4321-8067-fa60bc56e6c9	2ada0883-7e72-4321-8067-fa60bc56e6c9/49c06b99-7526-40d9-8cb4-359777a9783c.wxs.aliquot_ensemble_masked.maf.gz	31bacd0df2a5bd6e0f775a11812cc5b9	45283	validated
2c3a1ad6-f3ce-409b-80c3-15061dd90366	2c3a1ad6-f3ce-409b-80c3-15061dd90366/fa3e6d88-b71a-4d1c-87b4-625625e64108.wxs.aliquot_ensemble_masked.maf.gz	9d60f5c03acd3aed684806558295656f	23253	validated
2f3c79a5-e198-4daa-a5f1-8f7cdc4fb846	2f3c79a5-e198-4daa-a5f1-8f7cdc4fb846/daf6c6a3-306e-45eb-9fad-44aff7c984eb.wxs.aliquot_ensemble_masked.maf.gz	26d04b5b2fb79e0de283eaee2d477364	42799	validated
2f92aae5-f92b-4b92-b57f-0788c33a4e1d	2f92aae5-f92b-4b92-b57f-0788c33a4e1d/674ac10b-102c-4cdb-ace5-6b37a9cbc4a6.wxs.aliquot_ensemble_masked.maf.gz	4184bfe004f1cb5b32242a568e38f97a	414856	validated
2fabf263-fc47-4813-8273-5d62ef4272c2	2fabf263-fc47-4813-8273-5d62ef4272c2/c2f15943-fcc5-4286-8ef4-d7c1f1453e81.wxs.aliquot_ensemble_masked.maf.gz	edd3d9c379a245bffd6993700c0f010e	55549	validated
2fecd9d3-17e7-4188-8c6c-ca147b4c9d8a	2fecd9d3-17e7-4188-8c6c-ca147b4c9d8a/60860123-e058-49b2-ade2-9f65b85c2770.wxs.aliquot_ensemble_masked.maf.gz	b5d64d51df93609986b8a2a1bc3cfd4e	27807	validated
30affad7-49a1-4fd1-91a9-87783bbef0a7	30affad7-49a1-4fd1-91a9-87783bbef0a7/525fdae7-b45d-4dc6-b6a7-66eacde6299c.wxs.aliquot_ensemble_masked.maf.gz	edd2b84ee04f4fd4b02c9744363be067	40455	validated
31e68bf7-79e2-4bdb-82ac-b63cd2307ab7	31e68bf7-79e2-4bdb-82ac-b63cd2307ab7/b40957ea-2fb4-4362-8d1e-44242cdddb53.wxs.aliquot_ensemble_masked.maf.gz	79268d79d1e1c2e91024823f3c42629d	44949	validated
32152463-dac1-491e-9851-883e8ebaac44	32152463-dac1-491e-9851-883e8ebaac44/c14dc6b9-d25b-4f8c-9cab-88255972d52f.wxs.aliquot_ensemble_masked.maf.gz	4f9208e4d326ec117a7dd152a4390318	24241	validated
32610f31-7b91-477b-ab04-0c4c100a09c0	32610f31-7b91-477b-ab04-0c4c100a09c0/34760016-dd51-47cb-821a-f452968c2143.wxs.aliquot_ensemble_masked.maf.gz	4fa036311e61941bc4ce747fb633d0db	34413	validated
33c7ee03-cab4-40d3-9234-a8dbecca7a3b	33c7ee03-cab4-40d3-9234-a8dbecca7a3b/25ad4bb6-22fb-40a0-bdbc-1a1b881381fc.wxs.aliquot_ensemble_masked.maf.gz	e858dde8ae1fb8f6d85f71fce222aac0	42675	validated
3408e372-6a09-4abf-89f2-898207707fef	3408e372-6a09-4abf-89f2-898207707fef/ff472786-a3c2-4811-85f2-c91df6fe3cff.wxs.aliquot_ensemble_masked.maf.gz	53522dacb62580fa0cfd3b181c8532c5	51296	validated
340c0526-5b99-447f-958f-246270ddfe29	340c0526-5b99-447f-958f-246270ddfe29/c73973f4-0b2d-4d37-bd45-afc7c580e2df.wxs.aliquot_ensemble_masked.maf.gz	ef9c80d5ed07b0d266a81a67bc21cf42	23809	validated
34514909-0be5-4150-845e-a3a5038c5687	34514909-0be5-4150-845e-a3a5038c5687/113b1ec4-aa80-44f3-ba74-254875f54348.wxs.aliquot_ensemble_masked.maf.gz	0b47440ed45935c7086bed07b1511ea0	7153	validated
359400ee-9425-41bc-82d6-d7538b72ab85	359400ee-9425-41bc-82d6-d7538b72ab85/98afc2af-9e82-4025-8174-cc25701dc6e9.wxs.aliquot_ensemble_masked.maf.gz	68bffc65d9fb9971a8090a4ffbed95df	38943	validated
35e2d90b-92a7-43ed-ae10-16da5dd696c9	35e2d90b-92a7-43ed-ae10-16da5dd696c9/0f268a13-9725-4a50-b72c-3ff955799715.wxs.aliquot_ensemble_masked.maf.gz	372d119626dd5c2e0d063cf076ed6a93	11281	validated
37cabbf2-50d6-4cb7-8fff-1454586da0c0	37cabbf2-50d6-4cb7-8fff-1454586da0c0/65f175e1-a2f3-4e99-94bb-af11238134ad.wxs.aliquot_ensemble_masked.maf.gz	a5e8e0b2fe79bc9f94d7c720a2fdf208	42317	validated
39a9f811-99bd-4b4a-912b-cdcd12c4fd7d	39a9f811-99bd-4b4a-912b-cdcd12c4fd7d/e6721f05-496c-4174-831a-599551ee50c8.wxs.aliquot_ensemble_masked.maf.gz	b5ca484a6fe01d2b89d9b48d0eba519b	66747	validated
3aadee7d-045a-4697-b014-cc9c751f2f20	3aadee7d-045a-4697-b014-cc9c751f2f20/a4a25edd-46a0-4f76-88aa-77f1db451ed4.wxs.aliquot_ensemble_masked.maf.gz	68e7fcbd7d28c672f1270b4712fb54fa	35226	validated
3bb490e0-7e35-42bc-ba57-c726a204b99b	3bb490e0-7e35-42bc-ba57-c726a204b99b/63b30062-a642-4e23-92f2-919aaae042cf.wxs.aliquot_ensemble_masked.maf.gz	52f0cda93e7878c919d979f552dc5ae4	26760	validated
3ccb49b6-c661-4c6b-94fc-ea55dad35d04	3ccb49b6-c661-4c6b-94fc-ea55dad35d04/8bb555b9-2313-401c-a91c-6a2e9d68b6d0.wxs.aliquot_ensemble_masked.maf.gz	e68ff287979edc4dbf12c4c431e56422	24339	validated
3d64b84a-06a8-4ee0-baa2-26966e8a6948	3d64b84a-06a8-4ee0-baa2-26966e8a6948/383302a0-afb4-4fbc-804d-11e97e5bd9b8.wxs.aliquot_ensemble_masked.maf.gz	2ebc222be7c16d33e98a6886f6ce7e92	34315	validated
3ee02016-ac11-42e3-94d5-0d5f36d11cac	3ee02016-ac11-42e3-94d5-0d5f36d11cac/7c882cea-3288-4bba-837c-6b878f693c01.wxs.aliquot_ensemble_masked.maf.gz	1022f07491608f13c782db0dc010c5e7	16618	validated
3f3aeb00-6af2-42e6-a638-326013ca5125	3f3aeb00-6af2-42e6-a638-326013ca5125/2dd9c524-1fa9-4d0c-80ea-ce42eb405030.wxs.aliquot_ensemble_masked.maf.gz	49072a504a4ac6f481a84f18dca776b7	54158	validated
3f4f4236-0775-4eee-a600-0be0feaaa349	3f4f4236-0775-4eee-a600-0be0feaaa349/3b87496c-8e6b-4872-a586-c57e4a938bbb.wxs.aliquot_ensemble_masked.maf.gz	2af15866a3974ca366309dc1286dc561	43957	validated
3f684097-e498-4676-a706-3992f567b675	3f684097-e498-4676-a706-3992f567b675/f35c9754-a995-4c54-88f7-46b47a6e7cc4.wxs.aliquot_ensemble_masked.maf.gz	e64bcb14271fa41512c03a27acdafd0a	87979	validated
3f6efbb7-4192-4ded-a317-f3ad417194e1	3f6efbb7-4192-4ded-a317-f3ad417194e1/ed5af777-2598-4b3f-9d4d-fffc1da372ed.wxs.aliquot_ensemble_masked.maf.gz	6ce5bece4737658e987fcd53e3d0e4ac	24911	validated
40808cde-b0be-48e4-9c03-753d40dc6b71	40808cde-b0be-48e4-9c03-753d40dc6b71/1005666a-f2bb-4813-a485-67abed80826b.wxs.aliquot_ensemble_masked.maf.gz	a6bfea366cddf736ff32171892d70a86	44124	validated
41ff1752-42f1-4e99-a05a-cce0982c722f	41ff1752-42f1-4e99-a05a-cce0982c722f/b90bc838-db66-4276-b10d-46881ced6c31.wxs.aliquot_ensemble_masked.maf.gz	7fcc1c030c3405fefad19651ab0415a3	25192	validated
4205544e-6ea2-48fc-99cd-6ec657698bc3	4205544e-6ea2-48fc-99cd-6ec657698bc3/f5c05450-f235-4fa8-8949-90505a6dc81e.wxs.aliquot_ensemble_masked.maf.gz	6e52c919b4eb816d2c165c86f0fb0268	24644	validated
44189b6f-92fe-479e-a474-ce8739768550	44189b6f-92fe-479e-a474-ce8739768550/9b6e589e-2154-481f-9f38-6e3bbb1cb5c1.wxs.aliquot_ensemble_masked.maf.gz	ba16972e812364188b2faee84f593b6e	103005	validated
44431fa0-0360-4d89-9279-dc07bcd5659a	44431fa0-0360-4d89-9279-dc07bcd5659a/e29495df-83ed-4401-b4b6-ad7506d1889f.wxs.aliquot_ensemble_masked.maf.gz	94e723cf466809b0b6d2685427565d22	14090	validated
4455a012-2bea-4cba-ac1d-1af0ee74f87f	4455a012-2bea-4cba-ac1d-1af0ee74f87f/ef9a2704-090e-4a72-a313-ae425ac1ae22.wxs.aliquot_ensemble_masked.maf.gz	5e3f52d867f5240a331e81896fc8e757	19406	validated
448bb1e4-87c2-4145-8693-fa99a512e22e	448bb1e4-87c2-4145-8693-fa99a512e22e/16c756ee-4ebb-4868-b1c5-dfc54c7fafe6.wxs.aliquot_ensemble_masked.maf.gz	e1fec5bd52ae61db68642385ea1d413c	22981	validated
449a1da1-8c69-42e5-9d50-0779e902756c	449a1da1-8c69-42e5-9d50-0779e902756c/b12b2864-8f35-4981-af64-7bf57eba373d.wxs.aliquot_ensemble_masked.maf.gz	4b70865c8b4bfea426cc46f59c671469	37482	validated
44f3f9cb-a8be-4c52-a698-e0546f5967a3	44f3f9cb-a8be-4c52-a698-e0546f5967a3/7959feef-2177-467e-a287-45354e2be761.wxs.aliquot_ensemble_masked.maf.gz	46c09c84f92cc001cdee293537d37518	35599	validated
45135f2b-68a4-4428-8336-ea8aa4acd36e	45135f2b-68a4-4428-8336-ea8aa4acd36e/f6021fde-f05f-4384-a3fe-e818e282f8f4.wxs.aliquot_ensemble_masked.maf.gz	a17bdf75afb71614f798b8b59bb541e5	31844	validated
453b67d4-c5da-438c-9d42-7d073e5c4724	453b67d4-c5da-438c-9d42-7d073e5c4724/f9a4aa72-57b8-4880-966e-a45d637d9767.wxs.aliquot_ensemble_masked.maf.gz	963ae419a54f08ce362a466e627aaa91	20009	validated
45d34488-4117-4464-a359-ac16de638f8c	45d34488-4117-4464-a359-ac16de638f8c/74c805ee-fc0f-4d34-9f28-9d24c5b4ab14.wxs.aliquot_ensemble_masked.maf.gz	5abaeca80caace31d69143d12971aa69	22906	validated
46c47170-f60f-4519-81b8-a8246ffc0635	46c47170-f60f-4519-81b8-a8246ffc0635/5d376ca8-3e22-47ec-a5b0-855fc0d765e4.wxs.aliquot_ensemble_masked.maf.gz	b7f439b8c5f7846453cf8419316a5a1e	37989	validated
47e2f2e4-36ed-4580-8cce-62876a79f242	47e2f2e4-36ed-4580-8cce-62876a79f242/563d0d7e-8c89-4cb0-8661-ef8d38cd43b1.wxs.aliquot_ensemble_masked.maf.gz	4457d038d039c129f641119e2fa6d287	32874	validated
