samID	pca1.A	pca1.B	ICI.score	subtype
HNSC-A92N-01	-4.88230406144078	-0.498495290294659	-4.38380877114612	B
HNSC-6941-01	0.794705506456522	1.85744801043988	-1.06274250398336	B
HNSC-7389-01	2.76407078883861	-0.214303197329198	2.97837398616781	B
HNSC-7219-01	7.16558458714888	0.536795599979892	6.62878898716899	B
HNSC-5323-01	-2.80924591472221	0.789269314687364	-3.59851522940958	B
HNSC-7364-01	-1.11596614939345	1.57267755544761	-2.68864370484106	B
HNSC-6012-01	6.10740134738174	0.0855648880091958	6.02183645937254	B
HNSC-7250-01	-5.92697247886229	0.860618575304898	-6.78759105416719	B
HNSC-A6VC-01	2.8328007077165	-0.372973296920933	3.20577400463743	B
HNSC-6021-01	-2.91974403506252	0.745577803254707	-3.66532183831722	B
HNSC-A6K2-01	-5.73371495591135	1.05278441494262	-6.78649937085397	B
HNSC-7380-01	1.69557654063006	2.53440371420837	-0.838827173578314	B
HNSC-5152-01	0.947388954953846	1.5294891535572	-0.582100198603351	B
HNSC-A67F-01	9.53768750819112	3.05025113916636	6.48743636902476	B
HNSC-A64Z-01	-8.25724075694805	-0.846022804365916	-7.41121795258213	B
HNSC-A6X0-01	4.93015708147052	-4.57813886333549	9.50829594480601	B
HNSC-A4Z9-01	-2.87749919533943	2.67485222364645	-5.55235141898588	B
HNSC-6473-01	-5.07897749926949	-3.80651498369863	-1.27246251557086	B
HNSC-6938-01	8.60686752745719	-0.0795821139449139	8.6864496414021	B
HNSC-6011-01	-5.68975076439619	2.58522835306242	-8.2749791174586	B
HNSC-A61S-01	-3.05131420874326	1.9901192514985	-5.04143346024176	B
HNSC-A61H-01	-0.389006750872692	0.315525784642376	-0.704532535515068	B
HNSC-6992-01	2.6582675019348	-0.933165499765412	3.59143300170022	B
HNSC-6020-01	-0.84365017768491	2.66767135308602	-3.51132153077093	B
HNSC-8489-01	6.10580259907177	0.0379099103359117	6.06789268873586	B
HNSC-5557-01	6.54067143213356	3.03547397838529	3.50519745374827	B
HNSC-A63T-01	3.25500620833652	2.22644811383774	1.02855809449878	B
HNSC-A7HI-01	-0.129631591669779	-6.62178334230397	6.49215175063419	B
HNSC-7831-01	2.53816245591089	-2.33947663803046	4.87763909394135	B
HNSC-5324-01	-5.5734736315012	0.471940162640979	-6.04541379414218	B
HNSC-A49B-01	5.42066200886533	0.0406762814742191	5.37998572739111	B
HNSC-A497-01	3.41933066045534	-2.50320605629074	5.92253671674608	B
HNSC-A4C6-01	-0.2372364489073	2.59678625251786	-2.83402270142516	B
HNSC-6933-01	6.59646279266489	2.36541053772362	4.23105225494127	B
HNSC-A499-01	7.25304618765213	0.31669030794744	6.93635587970469	B
HNSC-8569-01	-0.0790513427102586	2.31354135252955	-2.39259269523981	B
HNSC-A45V-01	-4.17996368472208	2.15249605717208	-6.33245974189416	B
HNSC-A50I-01	-6.93869736665382	1.12246209900169	-8.06115946565551	B
HNSC-6954-01	-2.81796323550372	1.46797742075419	-4.28594065625792	B
HNSC-7832-01	-4.91075580515879	1.13924631962683	-6.05000212478562	B
HNSC-A6JO-01	-3.96122300740633	1.93826336392566	-5.89948637133199	B
HNSC-6516-01	-4.51723364095933	2.29793449910178	-6.81516814006112	B
HNSC-7101-01	2.1760332669695	-0.0821721407638113	2.25820540773332	B
HNSC-7063-01	5.86343106432058	3.03132384636941	2.83210721795117	B
HNSC-A620-01	3.07744768204546	0.312515568188839	2.76493211385662	B
HNSC-6823-01	-7.08971106610701	3.3271707136099	-10.4168817797169	B
HNSC-7379-01	-0.871683296101797	3.24117465463594	-4.11285795073774	B
HNSC-6517-01	-1.02556279585689	1.29510795808151	-2.3206707539384	B
HNSC-6937-01	-3.74314563887709	-0.728861020734639	-3.01428461814245	B
HNSC-7261-01	-0.135295468936597	-0.340047669310754	0.204752200374157	B
HNSC-A6TO-01	-0.00529492429479238	0.916233564818847	-0.921528489113639	B
HNSC-6997-01	-3.80476591688715	-1.3994793388363	-2.40528657805085	B
HNSC-7422-01	2.62818574272103	0.910195297271998	1.71799044544903	B
HNSC-4734-01	0.352765996497072	2.52093120351463	-2.16816520701756	B
HNSC-A6DD-01	-2.77903004826061	1.27246856297803	-4.05149861123864	B
HNSC-6873-01	-2.14864627687603	1.03702375401787	-3.18567003089391	B
HNSC-5439-01	-8.05463553360555	1.57803110933321	-9.63266664293876	B
HNSC-7236-01	-0.969397225416365	1.09392026595166	-2.06331749136802	B
HNSC-A61J-01	3.33872478475068	1.56813059681497	1.77059418793571	B
HNSC-A7JV-01	4.16151777782602	-1.79897860222802	5.96049638005403	B
HNSC-A7JA-01	-5.02687695430882	1.19406712066975	-6.22094407497857	B
HNSC-A498-01	-6.63100233252289	1.40237035965125	-8.03337269217415	B
HNSC-A6I9-01	-5.00244781801998	-3.14424063681232	-1.85820718120766	B
HNSC-A6H7-01	7.56787191248277	-3.02501338252643	10.5928852950092	B
HNSC-7068-01	7.60615723895542	-1.24344596780231	8.84960320675773	B
HNSC-A4C9-01	-3.70722225885826	0.376961364324859	-4.08418362318312	B
HNSC-5151-01	-0.379477928585444	3.08366891152973	-3.46314684011518	B
HNSC-5558-01	0.343155853023042	2.83787253312754	-2.49471668010449	B
HNSC-7370-01	3.0321479348308	-0.489675653168671	3.52182358799947	B
HNSC-A7JH-01	2.73203798494315	3.09360705049828	-0.361569065555126	B
HNSC-A6SH-01	-7.27818107595584	2.17059194762177	-9.44877302357761	B
HNSC-AA3J-01	-4.75469850893862	-1.74747708932351	-3.00722141961511	B
HNSC-A624-01	10.6126613813773	-11.543856351803	22.1565177331803	B
HNSC-7373-01	4.95943338236684	0.574524148256857	4.38490923410998	B
HNSC-A4ZB-01	-6.38541726521246	2.70907650880934	-9.0944937740218	B
HNSC-A718-01	-1.82517612772887	1.26944257473851	-3.09461870246739	B
HNSC-6995-01	5.06380926953866	1.01654384785947	4.04726542167919	B
HNSC-A4IG-01	-0.766565401171244	0.641169534381406	-1.40773493555265	B
HNSC-A6WX-01	8.93589439778523	-1.86341849720331	10.7993128949885	B
HNSC-6827-01	2.84459035010444	-6.23080710162546	9.0753974517299	B
HNSC-7091-01	-5.21383847950989	2.84706555431602	-8.0609040338259	B
HNSC-7533-01	-1.10821520515466	-2.02584369898868	0.917628493834025	B
HNSC-7100-01	5.65670036536074	-4.01762067900768	9.67432104436842	B
HNSC-7368-01	2.55940671488666	0.964863098603127	1.59454361628353	B
HNSC-7428-01	1.56157513746513	1.65483928395002	-0.0932641464848938	B
HNSC-A71B-01	-0.344841966145583	1.80180397141049	-2.14664593755607	B
HNSC-7398-01	3.52853327398957	-1.20241524320384	4.73094851719341	B
HNSC-6870-01	-5.60618131749643	2.02799879262073	-7.63418011011716	B
HNSC-A6UY-01	5.882716605726	-6.96650117385249	12.8492177795785	B
HNSC-7630-01	-4.26769684439274	1.49399955418756	-5.7616963985803	B
HNSC-7446-01	-0.398366019578912	-0.645016498891974	0.246650479313062	B
HNSC-A623-01	-5.34573643533571	1.64251685185143	-6.98825328718714	B
HNSC-A67D-01	-0.145059466364976	4.17970270575492	-4.3247621721199	B
HNSC-5966-01	2.99313778788941	-3.54457722672466	6.53771501461407	B
HNSC-A6JD-01	3.51327534273571	-3.8257260198328	7.33900136256851	B
HNSC-A6EN-01	2.27302519929969	-3.13875490689482	5.4117801061945	B
HNSC-6994-01	0.178749467495367	0.920864990459969	-0.742115522964601	B
HNSC-7425-01	-3.87521332337692	2.29908786785233	-6.17430119122925	B
HNSC-7402-01	0.513935883210249	-0.68742298726224	1.20135887047249	B
HNSC-A66S-01	-0.614003292225571	-3.00066155975042	2.38665826752485	B
HNSC-A4IH-01	6.16261940573775	-1.6690212949915	7.83164070072924	B
HNSC-7242-01	5.89380737076135	-0.0899379215217827	5.98374529228313	B
HNSC-7415-01	-0.253947954459774	0.78209371827156	-1.03604167273133	B
HNSC-A61I-01	1.68230004284425	-5.29365628841257	6.97595633125682	B
HNSC-7082-01	-0.0942702929790053	-0.0985360160036199	0.00426572302461455	B
HNSC-5556-01	9.36743173285767	1.87475242860457	7.4926793042531	B
HNSC-A45R-01	1.82331723395746	0.573876442769804	1.24944079118766	B
HNSC-A6JE-01	-6.17796030157987	-0.818295887331825	-5.35966441424804	B
HNSC-A6IG-01	-2.48927027401522	-1.87746731481505	-0.611802959200173	B
HNSC-7229-01	-4.46809990133571	2.32543762693686	-6.79353752827256	B
HNSC-5364-01	1.09842579219675	0.3111478370279	0.78727795516885	B
HNSC-5326-01	-2.00615357380105	2.74354731927596	-4.74970089307701	B
HNSC-A45U-01	-1.22778038201873	0.532294383759558	-1.76007476577829	B
HNSC-6218-01	-7.14706550197196	3.44693953870555	-10.5940050406775	B
HNSC-5250-01	9.08338912918234	-4.2361043164939	13.3194934456762	B
HNSC-7424-01	3.51829042793177	-2.72013586498385	6.23842629291562	B
HNSC-A74Q-01	-3.56819303028983	2.4450684749569	-6.01326150524674	B
HNSC-A642-01	2.17030153856757	-4.60003017122304	6.77033170979061	B
HNSC-7592-01	0.117098011498432	2.66692196369432	-2.54982395219589	B
HNSC-5369-01	8.58075540894772	1.93145759217051	6.64929781677721	B
HNSC-6480-01	-0.926612573011157	-3.44197984917049	2.51536727615934	B
HNSC-7099-01	-0.0624894609818263	1.85962601450438	-1.9221154754862	B
HNSC-7427-01	5.52481555197379	1.99432417871197	3.53049137326182	B
HNSC-7413-01	-0.778456317587888	0.941202103382616	-1.7196584209705	B
HNSC-A8YP-01	0.439320872038324	-1.96304434801119	2.40236522004951	B
HNSC-A4CH-01	-0.807084584011538	2.14409847522882	-2.95118305924036	B
HNSC-6948-01	2.28869619670759	-2.85092868026646	5.13962487697406	B
HNSC-4723-01	5.81247082594583	0.821166924241526	4.9913039017043	B
HNSC-A7BN-01	-0.32132453310113	-9.14561550050912	8.82429096740799	B
HNSC-5361-01	3.01332636894667	-2.02359100887711	5.03691737782379	B
HNSC-A6X2-01	-3.06522772201095	2.00599882746584	-5.07122654947679	B
HNSC-4738-01	8.1320944727924	0.929574328251963	7.20252014454043	B
HNSC-4739-01	6.18137899595906	-0.0419583629141264	6.22333735887319	B
HNSC-A6V9-01	7.26804771044573	-3.77825953415149	11.0463072445972	B
HNSC-4741-01	-3.17694267355057	0.714589417196498	-3.89153209074707	B
HNSC-5367-01	-0.146578752768024	-0.684934152605054	0.53835539983703	B
HNSC-7391-01	10.5775713417387	-0.121737040086416	10.6993083818251	C
HNSC-5978-01	15.9344786157165	-2.24633857028123	18.1808171859977	C
HNSC-4737-01	5.9714482067367	2.72120919580559	3.25023901093111	C
HNSC-7385-01	12.7892083410074	-3.26278074104426	16.0519890820517	C
HNSC-A45Y-01	9.43949670922142	-0.937542244052236	10.3770389532737	C
HNSC-A652-01	5.78801669791359	2.67139496166698	3.11662173624661	C
HNSC-6934-01	19.4162438487388	-0.949144536685686	20.3653883854244	C
HNSC-7407-01	5.74939969247643	-3.33305710940092	9.08245680187735	C
HNSC-6482-01	24.1058301193045	-5.39151294047483	29.4973430597793	C
HNSC-5434-01	15.4303610525868	-1.47896234327938	16.9093233958662	C
HNSC-A6H8-01	8.43658443702448	-3.28902377319519	11.7256082102197	C
HNSC-6478-01	16.6606466793184	-1.27492493594125	17.9355716152596	C
HNSC-6433-01	14.0140570144168	-7.08668678068493	21.1007437951017	C
HNSC-7103-01	4.47709728216894	-2.01016646137153	6.48726374354047	C
HNSC-7263-01	10.5901298077781	-1.00236943907945	11.5924992468575	C
HNSC-7102-01	6.21376626599204	-2.32280461625905	8.53657088225108	C
HNSC-A468-01	11.959308665693	0.350419320101439	11.6088893455916	C
HNSC-6013-01	15.6761512984624	-1.26357942785216	16.9397307263146	C
HNSC-8568-01	5.74213728838839	2.12783251748945	3.61430477089894	C
HNSC-7393-01	19.7756761477805	-0.398681515080241	20.1743576628607	C
HNSC-6219-01	10.5849357877033	-1.35616053433789	11.9410963220412	C
HNSC-AA8J-01	5.74315647697988	-1.12058237938006	6.86373885635994	C
HNSC-7235-01	7.4115827393985	-2.9671905323315	10.37877327173	C
