id	filename	md5	size	state
00187151-a31d-4bc9-a86b-a4a4c9ecd596	00187151-a31d-4bc9-a86b-a4a4c9ecd596/337bfa14-5549-44fd-96c2-ae1c733f8b55.wxs.aliquot_ensemble_masked.maf.gz	a987d92e8ff6b400a94d7ee7af4184ad	28457	validated
02e52025-7568-4d84-9f1d-9a156e67d709	02e52025-7568-4d84-9f1d-9a156e67d709/fb310fee-c9c0-4254-9bea-040e2e675af6.wxs.aliquot_ensemble_masked.maf.gz	514beef0828b4d407b3398d065d19010	53893	validated
03874f9f-96f2-409d-b1d2-308a52fb0a51	03874f9f-96f2-409d-b1d2-308a52fb0a51/7b05a746-8276-4955-ac74-20f47b3309e5.wxs.aliquot_ensemble_masked.maf.gz	edced023a1675ac41d44ccb1be5e9303	68333	validated
0391c980-ddd7-4a2c-a62c-ed8d13a014ef	0391c980-ddd7-4a2c-a62c-ed8d13a014ef/7a9ca8da-23f4-423d-854e-2598b0b5593a.wxs.aliquot_ensemble_masked.maf.gz	2dfb906e4bb1ca96816e152ef593a4bd	44637	validated
03d908dc-2722-438f-a3ad-b0516c4c5b35	03d908dc-2722-438f-a3ad-b0516c4c5b35/5b504e29-ffa8-45bc-8360-03f37323328a.wxs.aliquot_ensemble_masked.maf.gz	2a7dca8a8b9e04f18f5957070bacd56a	23417	validated
049a4abd-df4b-4e38-ae55-3592c35a0e95	049a4abd-df4b-4e38-ae55-3592c35a0e95/edc8c641-db79-4ff9-a287-23a699f3fddd.wxs.aliquot_ensemble_masked.maf.gz	d1ffdc4684c1d9f6413b62f00e8c2dec	51046	validated
049b32ae-f4ab-4684-a92d-1cccb7e82520	049b32ae-f4ab-4684-a92d-1cccb7e82520/fb115211-a3c5-4bb9-a014-996c45c30b14.wxs.aliquot_ensemble_masked.maf.gz	e4f0ced1e6a792beee9d4fa9479c9ed1	110294	validated
04b9912b-99f9-4402-9a67-05faca5a7d9a	04b9912b-99f9-4402-9a67-05faca5a7d9a/94c2cb29-2ffe-4d98-be9b-6769b1e49814.wxs.aliquot_ensemble_masked.maf.gz	bcdd9be63435fa5c64e810ebdf392538	336593	validated
0540045b-0d3c-4b0a-aded-d44207291610	0540045b-0d3c-4b0a-aded-d44207291610/5a7a5ad1-3624-418c-857f-5a7239288ed3.wxs.aliquot_ensemble_masked.maf.gz	fd26dbd1d3374f0adc7b280513034480	151161	validated
05e6d4e9-f644-46ae-9e08-55f8f23c9e64	05e6d4e9-f644-46ae-9e08-55f8f23c9e64/a68a5fca-43a1-43b8-9240-83248fcaa834.wxs.aliquot_ensemble_masked.maf.gz	fbfee4a59607481054e53f003bfb4b0a	33130	validated
085aec79-f448-4278-a8a1-d6f68a324615	085aec79-f448-4278-a8a1-d6f68a324615/7c6216cb-15a0-4278-884c-3a5ff67dfc89.wxs.aliquot_ensemble_masked.maf.gz	619ec42787158fdfca3c62b86a51e6d8	83345	validated
08fa9483-7112-405f-8675-37fd896af800	08fa9483-7112-405f-8675-37fd896af800/06fe60be-3ead-45c3-be29-3f4a243ddc8a.wxs.aliquot_ensemble_masked.maf.gz	423601bbe0748cd34adeebec96d09bae	43908	validated
0939c8ed-132a-4c80-af0d-51993bd88f16	0939c8ed-132a-4c80-af0d-51993bd88f16/b6103c0a-2e2e-4613-99e0-f492a3e1faa9.wxs.aliquot_ensemble_masked.maf.gz	e59d2474171489b1c8bd21f45a5d13a7	39605	validated
095320d2-1002-4686-a175-26b6a035fd4d	095320d2-1002-4686-a175-26b6a035fd4d/68829af9-3c54-47e4-acb0-7716169823f1.wxs.aliquot_ensemble_masked.maf.gz	b9b3d9bb39d5f0182cad8201a147a012	54651	validated
09f10f0f-f7b6-4af0-b758-766a86411a4b	09f10f0f-f7b6-4af0-b758-766a86411a4b/8a6ddc84-6fef-45e9-aff9-da0676f69d65.wxs.aliquot_ensemble_masked.maf.gz	6f52235b4fa7192fc7e9444aa12cf94d	71651	validated
09f4e79a-6462-457e-bab3-47925b52a452	09f4e79a-6462-457e-bab3-47925b52a452/a6817635-66d0-4505-ac55-e358234c7085.wxs.aliquot_ensemble_masked.maf.gz	65381b2c16876c51682ca3e15ff35567	53997	validated
0a1d0c07-db23-4014-a627-91ae4c6564ff	0a1d0c07-db23-4014-a627-91ae4c6564ff/8b9add6c-2113-4418-85c2-e084479661f0.wxs.aliquot_ensemble_masked.maf.gz	44bbf7e90428bee1f2112e03d43a13a0	44699	validated
0b24156d-3c68-42b2-a596-d759e10b173d	0b24156d-3c68-42b2-a596-d759e10b173d/83ea1c9e-e71d-4366-aef1-4f4d1e79c21d.wxs.aliquot_ensemble_masked.maf.gz	b5e76d0ea78fa9169f254d0da95d7a2b	57532	validated
0b2ca9fd-e470-4aa4-8661-33e9e3b592c8	0b2ca9fd-e470-4aa4-8661-33e9e3b592c8/8fe1aeec-25ea-4f4d-a878-99ea754c4fd1.wxs.aliquot_ensemble_masked.maf.gz	49330857984e5d445164a39e80ede381	70539	validated
0c4900ca-f288-4603-8278-27c65ccdf480	0c4900ca-f288-4603-8278-27c65ccdf480/131960c9-2b20-4c9f-8c70-cbcf7625988b.wxs.aliquot_ensemble_masked.maf.gz	5eb565196b26618e38a658e3afa8d5ce	34099	validated
0cba441f-d42f-4d66-b647-3d9abbe2bc1f	0cba441f-d42f-4d66-b647-3d9abbe2bc1f/3126596b-11e8-42bb-9c0f-e1d67208eadd.wxs.aliquot_ensemble_masked.maf.gz	25094260d5c3d5d449ebead2834590a8	36981	validated
0cfdf510-822d-4966-9567-5afea90d1607	0cfdf510-822d-4966-9567-5afea90d1607/4d9ab77a-85d5-4487-8c1e-c0dfc7860271.wxs.aliquot_ensemble_masked.maf.gz	1ed35206c65da4d2cc75e1e1ab225457	34339	validated
0d84bf9f-6214-4aba-bd19-467fd4725af4	0d84bf9f-6214-4aba-bd19-467fd4725af4/ae4dd93e-49f1-4004-9b3f-6a5863934de7.wxs.aliquot_ensemble_masked.maf.gz	eec209a0754034140223e8fffedb4c5e	32129	validated
0e3d3f77-3814-48c3-b7cd-7c34531a450d	0e3d3f77-3814-48c3-b7cd-7c34531a450d/f4b5b1e4-64e6-42ef-83e7-9440f51bec42.wxs.aliquot_ensemble_masked.maf.gz	e44e798d1f0c079dd203981e28a62a11	86912	validated
0f40bc04-4c4c-42fd-a6ff-e239b3a90b7a	0f40bc04-4c4c-42fd-a6ff-e239b3a90b7a/9792720d-fae3-495f-910c-1370ff61e908.wxs.aliquot_ensemble_masked.maf.gz	1efd3cd5326732b74705ad85c8f524c0	62487	validated
0fc8b64a-738b-42a6-a9aa-93ce4e3b597a	0fc8b64a-738b-42a6-a9aa-93ce4e3b597a/ce6d3b36-d5e2-45d7-8f1f-64c7e5886c4b.wxs.aliquot_ensemble_masked.maf.gz	fe9c9ec4441af3ce79253f73c16949c9	33914	validated
10590dd2-f195-4618-8652-2e7dfd536271	10590dd2-f195-4618-8652-2e7dfd536271/d69088be-0732-48b6-9b81-6c67ae665c35.wxs.aliquot_ensemble_masked.maf.gz	0efb188664394ab7bb96460c4e98f3b4	79741	validated
10e820d6-5ae7-46a6-9372-37ed2e4a260e	10e820d6-5ae7-46a6-9372-37ed2e4a260e/2c3f33fd-2cf2-44ed-b05f-40f36e122296.wxs.aliquot_ensemble_masked.maf.gz	e19612c1b002a722ccda2d9caa046ab8	40000	validated
