,Gene1,Gene2,mutex_q,log_odds
485,ZRSR2,PHF6,0.658991404357543,0
486,ZRSR2,PML.RARA,0.658991404357543,0
487,ZRSR2,PTPN11,0.820160554603417,0.725937003382936
488,ZRSR2,RAD21,0.675411609784577,0
489,ZRSR2,RUNX1,0.883257546602307,1.09429262752359
490,ZRSR2,SF3B1,0.538286694887175,0
491,ZRSR2,SRSF2,0.717888792446514,0.495657402292819
492,ZRSR2,STAG2,0.766843678609957,0.490622916448471
493,ZRSR2,TET2,0.988003916014292,1.85456037046709
494,ZRSR2,TP53,0.263154514274035,0
495,ZRSR2,U2AF1,0.473229385908762,0
496,ZRSR2,WT1,0.322180742836591,0
497,ASXL1,BCOR,0.926908305904769,1.14267227846214
498,ASXL1,BCORL1,0.968116234042329,1.50407739677627
499,BCOR,BCORL1,0.99999730881483,4.10038687667806
500,ASXL1,CBFB.MYH11,0.0571990220450325,-3.09742226797974
501,BCOR,CBFB.MYH11,0.136994869448655,0
502,BCORL1,CBFB.MYH11,0.488290633253649,0
503,ASXL1,CEBPA,0.0320962236680855,-3.09742226797974
504,BCOR,CEBPA,0.286010446285422,-0.648550339767516
505,BCORL1,CEBPA,0.420736418569802,0
506,CBFB.MYH11,CEBPA,0.124444165893809,0
507,ASXL1,DNMT3A,0.0674064936427456,-0.355627274906289
508,BCOR,DNMT3A,0.356317205467377,0.125862603915218
509,BCORL1,DNMT3A,0.395427424994372,-0.199892442045807
510,CBFB.MYH11,DNMT3A,0.0225241924544522,-1.2180859418024
511,CEBPA,DNMT3A,0.1029397644645,-0.399822620709083
512,ASXL1,EZH2,0.824966805697368,0.860778021943897
513,BCOR,EZH2,0.260769022138968,0
514,BCORL1,EZH2,0.894749950991089,1.08479173304948
515,CBFB.MYH11,EZH2,0.30994942647747,0
516,CEBPA,EZH2,0.559707642663612,-0.0892564344907621
517,DNMT3A,EZH2,0.119177106104503,-0.792519654373149
518,ASXL1,FLT3,0.366683283191058,0.0596068814629219
519,BCOR,FLT3,0.12255569748186,-1.07563980752462
520,BCORL1,FLT3,0.823603559098412,0.852574917488047
521,CBFB.MYH11,FLT3,0.583871173825104,0.312326481817347
522,CEBPA,FLT3,0.249715797441275,-0.396615492831182
523,DNMT3A,FLT3,0.684033816967366,0.613184189096743
524,EZH2,FLT3,0.599451756378045,0.262364264467491
525,ASXL1,FLT3_ITD,0.0152709385330477,-0.805433261156609
526,BCOR,FLT3_ITD,0.0240996191806493,-0.963607056425287
527,BCORL1,FLT3_ITD,0.192310937825574,-1.04363015425076
528,CBFB.MYH11,FLT3_ITD,0.000856432202496252,-3.09742226797974
529,CEBPA,FLT3_ITD,0.00507564902926303,-1.49100531520892
530,DNMT3A,FLT3_ITD,0.866426714739341,0.84757360835531
531,EZH2,FLT3_ITD,0.0398250191999183,-1.59169346713503
532,FLT3,FLT3_ITD,0.177126483103296,-0.0368777181426582
533,ASXL1,GATA2,0.652017824675844,0.363965377201412
534,BCOR,GATA2,0.808841084375135,0.772502839082443
535,BCORL1,GATA2,0.894749950991089,1.08479173304948
536,CBFB.MYH11,GATA2,0.30994942647747,0
537,CEBPA,GATA2,0.99999730881483,2.51945445724189
538,DNMT3A,GATA2,0.119177106104503,-0.792519654373149
539,EZH2,GATA2,0.777625228677271,0.540149238612495
540,FLT3,GATA2,0.12255569748186,0
541,FLT3_ITD,GATA2,0.00854010003857567,-3.09742226797974
542,ASXL1,IDH1,0.620701414443311,0.443513175745694
543,BCOR,IDH1,0.554441998279651,0.247294011546493
544,BCORL1,IDH1,0.644510909986724,0.129356021214042
545,CBFB.MYH11,IDH1,0.0571990220450325,-3.09742226797974
546,CEBPA,IDH1,0.300082661600789,-0.294753083692333
547,DNMT3A,IDH1,0.943434179091262,1.09142865329668
548,EZH2,IDH1,0.143672276263146,0
549,FLT3,IDH1,0.231908013152498,-0.278632236931863
550,FLT3_ITD,IDH1,0.261483605359476,0.0880590460220734
551,GATA2,IDH1,0.143672276263146,0
552,ASXL1,IDH2,0.659361577489976,0.54715030245962
553,BCOR,IDH2,0.725365743732065,0.627478077052088
554,BCORL1,IDH2,0.711601135267241,0.477471267726398
555,CBFB.MYH11,IDH2,0.0154457778104906,-3.09742226797974
556,CEBPA,IDH2,0.0934060684028049,-0.773542684144708
557,DNMT3A,IDH2,0.725365743732065,0.662800024170654
558,EZH2,IDH2,0.622813561145208,0.374895042023486
559,FLT3,IDH2,0.569608349475545,0.429612640944264
560,FLT3_ITD,IDH2,0.0298866932125649,-0.356171165590546
561,GATA2,IDH2,0.209662266728819,-0.885073539673634
562,IDH1,IDH2,0.00105409426736304,-3.09742226797974
563,ASXL1,JAK2,0.90426483313267,1.10712297833602
564,BCOR,JAK2,0.771815411705906,0.650587566141149
565,BCORL1,JAK2,0.982078516728343,1.82415096501929
566,CBFB.MYH11,JAK2,0.597087313643207,0.0228938198658525
567,CEBPA,JAK2,0.210233652078451,0
568,DNMT3A,JAK2,0.074772583148131,-0.915290231540571
569,EZH2,JAK2,0.922300961188185,1.23474446299269
570,FLT3,JAK2,0.303855980957233,-0.631042970068179
571,FLT3_ITD,JAK2,0.0680566760074722,-0.949486745043524
572,GATA2,JAK2,0.405900970547757,0
573,IDH1,JAK2,0.787296050310638,0.731377584514375
574,IDH2,JAK2,0.556910388996968,0.245287447309056
575,ASXL1,KIT,0.351371730098011,0
576,BCOR,KIT,0.481485946380458,0
577,BCORL1,KIT,0.755632532315512,0
578,CBFB.MYH11,KIT,0.99999730881483,2.71609853428504
579,CEBPA,KIT,0.455247113124952,0
580,DNMT3A,KIT,0.469950788078844,-0.0796674027338713
581,EZH2,KIT,0.988003916014292,2.06567534591569
582,FLT3,KIT,0.316586977205656,0
583,FLT3_ITD,KIT,0.0609681260599032,-3.09742226797974
584,GATA2,KIT,0.633079712978914,0
585,IDH1,KIT,0.351371730098011,0
586,IDH2,KIT,0.212347985542192,0
587,JAK2,KIT,0.598408290031852,0
588,ASXL1,KRAS,0.926908305904769,1.17801554198755
589,BCOR,KRAS,0.848256703284075,0.932039088842294
590,BCORL1,KRAS,0.826431426002424,0.770510717173433
591,CBFB.MYH11,KRAS,0.979497571490921,1.48366852514507
592,CEBPA,KRAS,0.143672276263146,0
593,DNMT3A,KRAS,0.0114179813478462,-1.87510732232312
594,EZH2,KRAS,0.345718729510533,0
595,FLT3,KRAS,0.0563114268822281,-3.09742226797974
596,FLT3_ITD,KRAS,0.172380207720688,-0.349051018828073
597,GATA2,KRAS,0.677652972968203,0.225697831119307
598,IDH1,KRAS,0.484256153015284,0.0327182946229675
599,IDH2,KRAS,0.0215418824618952,-3.09742226797974
600,JAK2,KRAS,0.630444050970935,0.110382210757557
601,KIT,KRAS,0.556910388996968,0
602,ASXL1,MLLT3.KMT2A,0.60883214482957,0.0319515998066024
603,BCOR,MLLT3.KMT2A,0.407424354899192,0
604,BCORL1,MLLT3.KMT2A,0.71807327464084,0
605,CBFB.MYH11,MLLT3.KMT2A,0.469950788078844,0
606,CEBPA,MLLT3.KMT2A,0.379911995224584,0
607,DNMT3A,MLLT3.KMT2A,0.0422786850087291,-3.09742226797974
608,EZH2,MLLT3.KMT2A,0.582149888484911,0
609,FLT3,MLLT3.KMT2A,0.984016582886635,1.71107055797791
610,FLT3_ITD,MLLT3.KMT2A,0.333669368398954,-0.341749293722057
611,GATA2,MLLT3.KMT2A,0.582149888484911,0
612,IDH1,MLLT3.KMT2A,0.274862354389298,0
613,IDH2,MLLT3.KMT2A,0.14743751858683,0
614,JAK2,MLLT3.KMT2A,0.556910388996968,0
615,KIT,MLLT3.KMT2A,0.735045689225447,0
616,KRAS,MLLT3.KMT2A,0.810300736681723,0.673186437997407
617,ASXL1,NPM1,0.00524101264231398,-0.962059150329736
618,BCOR,NPM1,8.0370303825686e-05,-3.09742226797974
619,BCORL1,NPM1,0.136994869448655,-1.19368993737035
620,CBFB.MYH11,NPM1,0.000261525359171487,-3.09742226797974
621,CEBPA,NPM1,0.0480402317998985,-0.590456893457998
622,DNMT3A,NPM1,0.99999730881483,1.62288248135562
623,EZH2,NPM1,0.0225241924544522,-1.74238319583016
624,FLT3,NPM1,0.985519496200309,1.31401471592632
625,FLT3_ITD,NPM1,0.99999730881483,1.61244795640325
626,GATA2,NPM1,0.00382836668287818,-3.09742226797974
627,IDH1,NPM1,0.626269482865586,0.552491982207572
628,IDH2,NPM1,0.508562711360392,0.446720703355657
629,JAK2,NPM1,0.0445079734453788,-1.10121985207519
630,KIT,NPM1,0.185890750905374,-1.08577514190743
631,KRAS,NPM1,0.047874893774123,-0.849925982793473
632,MLLT3.KMT2A,NPM1,0.261483605359476,-0.492760616368352
633,ASXL1,NRAS,0.484256153015284,0.308301359654517
634,BCOR,NRAS,0.366683283191058,0.0492479348343268
635,BCORL1,NRAS,0.684033816967366,0.424365059238648
636,CBFB.MYH11,NRAS,0.982078516728343,1.38679274139435
637,CEBPA,NRAS,0.0766920362189665,-0.826967215126146
638,DNMT3A,NRAS,0.239510506496224,0.149267358556337
639,EZH2,NRAS,0.375455140063691,-0.166537689092693
640,FLT3,NRAS,0.261483605359476,-0.00394166848533253
641,FLT3_ITD,NRAS,1.52997719630973e-08,-3.09742226797974
642,GATA2,NRAS,0.874569953104363,1.0106014113454
643,IDH1,NRAS,0.349759716904872,0.108146517808109
644,IDH2,NRAS,0.00368405935202227,-1.20894793896605
645,JAK2,NRAS,0.316586977205656,-0.288805037196405
646,KIT,NRAS,0.484102053175975,-0.283819998685837
647,KRAS,NRAS,0.368913728090511,-0.0289875368732523
648,MLLT3.KMT2A,NRAS,0.379911995224584,-0.488905712357106
649,NPM1,NRAS,0.0405867295320072,-0.254192128108521
650,ASXL1,PDS5B,0.644510909986724,0.129356021214042
651,BCOR,PDS5B,0.775412389771149,0.526563204814001
652,BCORL1,PDS5B,0.735045689225447,0
653,CBFB.MYH11,PDS5B,0.488290633253649,0
654,CEBPA,PDS5B,0.75623102573291,0.45579019199568
655,DNMT3A,PDS5B,0.771815411705906,0.767629544331668
656,EZH2,PDS5B,0.608676778368927,0
657,FLT3,PDS5B,0.823603559098412,0.852574917488047
658,FLT3_ITD,PDS5B,0.192310937825574,-1.04363015425076
659,GATA2,PDS5B,0.894749950991089,1.08479173304948
660,IDH1,PDS5B,0.850645695117395,0.954051133930333
661,IDH2,PDS5B,0.18053930524443,0
662,JAK2,PDS5B,0.580114953625013,0
663,KIT,PDS5B,0.755632532315512,0
664,KRAS,PDS5B,0.518283990779185,0
665,MLLT3.KMT2A,PDS5B,0.71807327464084,0
666,NPM1,PDS5B,0.703435021250973,0.580453214411033
667,NRAS,PDS5B,0.947438381973892,1.40399393821929
668,ASXL1,PHF6,0.496649867152598,-0.21551962620355
669,BCOR,PHF6,0.864921021772737,0.986308718776352
670,BCORL1,PHF6,0.923954126886671,1.28489424667816
671,CBFB.MYH11,PHF6,0.366683283191058,0
672,CEBPA,PHF6,0.634856049435018,0.111104356837078
673,DNMT3A,PHF6,0.561023788153381,0.305864391534971
674,EZH2,PHF6,0.508562711360392,0
675,FLT3,PHF6,0.177630100254344,0
676,FLT3_ITD,PHF6,0.363039630491481,-0.114745617885548
677,GATA2,PHF6,0.508562711360392,0
678,IDH1,PHF6,0.739912244521731,0.577940560428742
679,IDH2,PHF6,0.534738848189832,0.10095522218991
680,JAK2,PHF6,0.477533441994489,0
681,KIT,PHF6,0.684033816967366,0
682,KRAS,PHF6,0.743563615621561,0.425957628498282
683,MLLT3.KMT2A,PHF6,0.630503393612508,0
684,NPM1,PHF6,0.138293515313641,-0.762827101197935
685,NRAS,PHF6,0.26718919108353,-0.73672706126397
686,PDS5B,PHF6,0.923954126886671,1.28489424667816
687,ASXL1,PML.RARA,0.210233652078451,0
688,BCOR,PML.RARA,0.332709964252638,0
689,BCORL1,PML.RARA,0.658991404357543,0
690,CBFB.MYH11,PML.RARA,0.366683283191058,0
691,CEBPA,PML.RARA,0.305953779329962,0
692,DNMT3A,PML.RARA,0.0178878848325615,-3.09742226797974
693,EZH2,PML.RARA,0.508562711360392,0
694,FLT3,PML.RARA,0.457686264436409,-0.314966031400249
695,FLT3_ITD,PML.RARA,0.81849809754358,0.900407685701152
696,GATA2,PML.RARA,0.508562711360392,0
697,IDH1,PML.RARA,0.210233652078451,0
698,IDH2,PML.RARA,0.0895800276000548,-3.09742226797974
699,JAK2,PML.RARA,0.803681415101289,0.62509371731493
700,KIT,PML.RARA,0.684033816967366,0
701,KRAS,PML.RARA,0.406994322175373,0
702,MLLT3.KMT2A,PML.RARA,0.630503393612508,0
703,NPM1,PML.RARA,0.0125856462196119,-3.09742226797974
704,NRAS,PML.RARA,0.0789482474079243,-3.09742226797974
705,PDS5B,PML.RARA,0.923954126886671,1.28489424667816
706,PHF6,PML.RARA,0.569608349475545,0
707,ASXL1,PTPN11,0.239128836609552,-0.775838896405059
708,BCOR,PTPN11,0.669388874159385,0.395059186947048
709,BCORL1,PTPN11,0.820160554603417,0.725937003382936
710,CBFB.MYH11,PTPN11,0.205738461725215,0
711,CEBPA,PTPN11,0.132330764238668,0
712,DNMT3A,PTPN11,0.859512087103818,0.958742465608883
713,EZH2,PTPN11,0.864921021772737,0.979469633495687
714,FLT3,PTPN11,0.616787827297985,0.358945092473272
715,FLT3_ITD,PTPN11,0.253889742695668,-0.116938797531103
716,GATA2,PTPN11,0.661754021062276,0.18109531507071
717,IDH1,PTPN11,0.239128836609552,-0.775838896405059
718,IDH2,PTPN11,0.725365743732065,0.619680028678073
719,JAK2,PTPN11,0.286010446285422,0
720,KIT,PTPN11,0.548377568892296,0
721,KRAS,PTPN11,0.535894226688589,-0.133531392624523
722,MLLT3.KMT2A,PTPN11,0.803681415101289,0.628608659422374
723,NPM1,PTPN11,0.844443165862838,0.938139143101364
724,NRAS,PTPN11,0.0154457778104906,-3.09742226797974
725,PDS5B,PTPN11,0.504620764972555,0
726,PHF6,PTPN11,0.733248810984856,0.381367556529104
727,PML.RARA,PTPN11,0.385018220721057,0
728,ASXL1,RAD21,0.234475859740236,0
729,BCOR,RAD21,0.354502655582111,0
730,BCORL1,RAD21,0.675411609784577,0
731,CBFB.MYH11,RAD21,0.401100206652685,0
732,CEBPA,RAD21,0.992509148750116,1.94386724742551
733,DNMT3A,RAD21,0.620701414443311,0.403628560300863
734,EZH2,RAD21,0.540642044979104,0
735,FLT3,RAD21,0.735045689225447,0.558557026587181
736,FLT3_ITD,RAD21,0.415159094577569,-0.0252559248814514
737,GATA2,RAD21,0.979497571490921,1.65225790961703
738,IDH1,RAD21,0.771815411705906,0.660086318299057
739,IDH2,RAD21,0.107871622602389,0
740,JAK2,RAD21,0.491938986813367,0
741,KIT,RAD21,0.705339698815842,0
742,KRAS,RAD21,0.435916583406668,0
743,MLLT3.KMT2A,RAD21,0.64943345522122,0
744,NPM1,RAD21,0.953100118847188,1.46254679261965
745,NRAS,RAD21,0.306147119819572,-0.660394394088138
746,PDS5B,RAD21,0.675411609784577,0
747,PHF6,RAD21,0.586299585566297,0
748,PML.RARA,RAD21,0.586299585566297,0
749,PTPN11,RAD21,0.75623102573291,0.457505986233208
750,ASXL1,RUNX1,0.943434179091262,1.10235527494694
751,BCOR,RUNX1,0.99999730881483,2.13441820370677
752,BCORL1,RUNX1,0.99999730881483,2.71481737549679
753,CBFB.MYH11,RUNX1,0.019275395519158,-3.09742226797974
754,CEBPA,RUNX1,0.043407210342988,-1.44383235363208
755,DNMT3A,RUNX1,0.0108009766129027,-0.644913368447318
756,EZH2,RUNX1,0.979497571490921,1.42638881832177
757,FLT3,RUNX1,0.0215418824618952,-1.13896358419168
758,FLT3_ITD,RUNX1,0.205738461725215,0.0720198527898599
759,GATA2,RUNX1,0.810396629728103,0.826678573184468
760,IDH1,RUNX1,0.455247113124952,0.24424609935385
761,IDH2,RUNX1,0.392521579750229,0.246495141844957
762,JAK2,RUNX1,0.949143946795095,1.26786176389471
763,KIT,RUNX1,0.234475859740236,0
764,KRAS,RUNX1,0.638003538484973,0.456758402495715
765,MLLT3.KMT2A,RUNX1,0.172380207720688,0
766,NPM1,RUNX1,9.10406812411124e-10,-3.09742226797974
767,NRAS,RUNX1,0.0436773621027477,-0.550235319249987
768,PDS5B,RUNX1,0.485854580059394,-0.265703165733006
769,PHF6,RUNX1,0.988003916014292,1.72059974965601
770,PML.RARA,RUNX1,0.105595615035315,0
771,PTPN11,RUNX1,0.247707814164514,-0.417325884661355
772,RAD21,RUNX1,0.361699282161728,-0.534610528789433
773,ASXL1,SF3B1,0.272344248031246,-0.684526437516038
774,BCOR,SF3B1,0.183448967357946,0
775,BCORL1,SF3B1,0.538286694887175,0
776,CBFB.MYH11,SF3B1,0.234475859740236,0
777,CEBPA,SF3B1,0.426775667857201,-0.357513166955121
778,DNMT3A,SF3B1,0.0442187278922582,-1.07696917778862
779,EZH2,SF3B1,0.886560807717636,1.07451473708905
780,FLT3,SF3B1,0.239128836609552,-0.784118958765672
781,FLT3_ITD,SF3B1,0.982078516728343,1.44403535580941
782,GATA2,SF3B1,0.886560807717636,1.07451473708905
783,IDH1,SF3B1,0.0816461990535851,-3.09742226797974
784,IDH2,SF3B1,0.0240707459068389,-3.09742226797974
785,JAK2,SF3B1,0.64943345522122,0.156881056950116
786,KIT,SF3B1,0.563202431868345,0
787,KRAS,SF3B1,0.253889742695668,0
788,MLLT3.KMT2A,SF3B1,0.499162675904215,0
789,NPM1,SF3B1,0.0218068795152621,-1.26323426836266
790,NRAS,SF3B1,0.594524608362283,0.378796861026003
791,PDS5B,SF3B1,0.836796130516655,0.816972530672291
792,PHF6,SF3B1,0.758399636488372,0.472435734214348
793,PML.RARA,SF3B1,0.758399636488372,0.472435734214348
794,PTPN11,SF3B1,0.24140908529957,0
795,RAD21,SF3B1,0.453166034500986,0
796,RUNX1,SF3B1,0.968295823122367,1.30243457829261
797,ASXL1,SRSF2,0.923954126886671,1.03721348753521
798,BCOR,SRSF2,0.985519496200309,1.42042736748935
799,BCORL1,SRSF2,0.185512915417815,0
800,CBFB.MYH11,SRSF2,0.0171339164045614,-3.09742226797974
801,CEBPA,SRSF2,0.366683283191058,0.0442447017977574
802,DNMT3A,SRSF2,0.000894765224451628,-1.05540834433011
803,EZH2,SRSF2,0.0559468511618253,-3.09742226797974
804,FLT3,SRSF2,0.0447689004839877,-0.749079030377185
805,FLT3_ITD,SRSF2,0.000759002073609751,-1.09142812533114
806,GATA2,SRSF2,0.423996445903721,-0.0951085872222491
807,IDH1,SRSF2,0.969250071330695,1.17731797007046
808,IDH2,SRSF2,0.99999730881483,1.54650486715788
809,JAK2,SRSF2,0.733248810984856,0.630828416160687
810,KIT,SRSF2,0.221562107705761,0
811,KRAS,SRSF2,0.426668191125452,0.0435349387914396
812,MLLT3.KMT2A,SRSF2,0.153263701373776,0
813,NPM1,SRSF2,0.00598813187068171,-0.624565916405415
814,NRAS,SRSF2,0.205738461725215,-0.031441525834819
815,PDS5B,SRSF2,0.469950788078844,-0.321036428491374
816,PHF6,SRSF2,0.548939960923946,0.119160636094665
817,PML.RARA,SRSF2,0.0932128374725049,-3.09742226797974
818,PTPN11,SRSF2,0.0189033937085095,-3.09742226797974
819,RAD21,SRSF2,0.582149888484911,0.201403564677804
820,RUNX1,SRSF2,0.990946428332128,1.35026370094547
821,SF3B1,SRSF2,0.114175110980981,-1.13610289758361
822,ASXL1,STAG2,0.979497571490921,1.32422193247751
823,BCOR,STAG2,0.556662665334978,0.150625825983823
824,BCORL1,STAG2,0.766843678609957,0.490622916448471
825,CBFB.MYH11,STAG2,0.131442171757331,0
826,CEBPA,STAG2,0.717618361351757,0.55397004252285
827,DNMT3A,STAG2,0.0559468511618253,-0.632182827128216
828,EZH2,STAG2,0.926908305904769,1.24250646832818
829,FLT3,STAG2,0.261913381935804,-0.360513720245898
830,FLT3_ITD,STAG2,0.00155881204825941,-2.19288617573762
831,GATA2,STAG2,0.252913345751908,0
832,IDH1,STAG2,0.319602805989041,-0.258670506070291
833,IDH2,STAG2,0.556910388996968,0.343771539102825
834,JAK2,STAG2,0.221562107705761,0
835,KIT,STAG2,0.469950788078844,0
836,KRAS,STAG2,0.834873949811948,0.893585938180398
837,MLLT3.KMT2A,STAG2,0.735045689225447,0.393269835014346
838,NPM1,STAG2,0.119177106104503,-0.317808777855288
839,NRAS,STAG2,0.508562711360392,0.288139843116676
840,PDS5B,STAG2,0.43265225619421,0
841,PHF6,STAG2,0.990946428332128,1.88492471179206
842,PML.RARA,STAG2,0.316586977205656,0
843,PTPN11,STAG2,0.64943345522122,0.357873625532663
844,RAD21,STAG2,0.344401808094449,0
845,RUNX1,STAG2,0.737460309552697,0.663624741293624
846,SF3B1,STAG2,0.448834740041299,-0.322629102529015
847,SRSF2,STAG2,0.982799474132555,1.36939756072641
848,ASXL1,TET2,0.659361577489976,0.54715030245962
849,BCOR,TET2,0.120414429910823,-0.699973145630345
850,BCORL1,TET2,0.461411561136506,-0.338975366839331
851,CBFB.MYH11,TET2,0.0154457778104906,-3.09742226797974
852,CEBPA,TET2,0.988003916014292,1.46246307067691
853,DNMT3A,TET2,0.0398250191999183,-0.318907719413434
854,EZH2,TET2,0.622813561145208,0.374895042023486
855,FLT3,TET2,0.0445079734453788,-0.767706416259231
856,FLT3_ITD,TET2,0.348701886638483,0.272254331068306
857,GATA2,TET2,0.622813561145208,0.374895042023486
858,IDH1,TET2,0.065896672230124,-0.662962204221548
859,IDH2,TET2,0.00160221570026802,-1.59418571027644
860,JAK2,TET2,0.725365743732065,0.612079357471164
861,KIT,TET2,0.212347985542192,0
862,KRAS,TET2,0.239128836609552,-0.445205436757679
863,MLLT3.KMT2A,TET2,0.40723352579862,-0.436480937207092
864,NPM1,TET2,0.735649568906789,0.687146700981726
865,NRAS,TET2,0.00368405935202227,-1.20894793896605
866,PDS5B,TET2,0.18053930524443,0
867,PHF6,TET2,0.864921021772737,0.997822643099159
868,PML.RARA,TET2,0.0895800276000548,-3.09742226797974
869,PTPN11,TET2,0.563202431868345,0.328972341389397
870,RAD21,TET2,0.767002926074752,0.693880049775598
871,RUNX1,TET2,0.0519960093318757,-0.494101180824796
872,SF3B1,TET2,0.448834740041299,0.0760645820890913
873,SRSF2,TET2,0.348701886638483,0.183132915864834
874,STAG2,TET2,0.701900636134142,0.584391075900981
875,ASXL1,TP53,0.205738461725215,-0.327598679857223
876,BCOR,TP53,0.11079715873044,-1.12260471541133
877,BCORL1,TP53,0.587506361340492,-0.0168071183163813
878,CBFB.MYH11,TP53,0.0436773621027477,-3.09742226797974
879,CEBPA,TP53,0.084899108818129,-1.19372087589036
880,DNMT3A,TP53,0.0287272691669981,-0.525609419950228
881,EZH2,TP53,0.583871173825104,0.214596490735751
882,FLT3,TP53,0.00348397200512429,-3.09742226797974
883,FLT3_ITD,TP53,2.28167079948655e-07,-3.09742226797974
884,GATA2,TP53,0.340731115203974,-0.562376949376751
885,IDH1,TP53,0.205738461725215,-0.327598679857223
886,IDH2,TP53,0.0379694430283181,-0.816908781588663
887,JAK2,TP53,0.725365743732065,0.578794953710155
888,KIT,TP53,0.629506038243684,0.0906698002478227
889,KRAS,TP53,0.205738461725215,-0.877645016776495
890,MLLT3.KMT2A,TP53,0.239510506496224,0
891,NPM1,TP53,4.81540411590608e-08,-3.09742226797974
892,NRAS,TP53,0.234743718569885,-0.056320320233185
893,PDS5B,TP53,0.263154514274035,0
894,PHF6,TP53,0.846458322265773,0.937796937095119
895,PML.RARA,TP53,0.168897148391523,0
896,PTPN11,TP53,0.0447689004839877,-3.09742226797974
897,RAD21,TP53,0.192681465111687,0
898,RUNX1,TP53,0.0174087463904142,-1.18716568600955
899,SF3B1,TP53,0.0563114268822281,-3.09742226797974
900,SRSF2,TP53,0.0405867295320072,-0.798270138311915
901,STAG2,TP53,0.426668191125452,0.0558635800451587
902,TET2,TP53,0.0136534387766769,-1.26226422761951
903,ASXL1,U2AF1,0.874569953104363,0.978394942365921
904,BCOR,U2AF1,0.979497571490921,1.42467860412821
905,BCORL1,U2AF1,0.798510317901681,0.602087215044315
906,CBFB.MYH11,U2AF1,0.434606667446881,-0.345101958381074
907,CEBPA,U2AF1,0.105595615035315,0
908,DNMT3A,U2AF1,0.0442187278922582,-0.846934290123246
909,EZH2,U2AF1,0.824966805697368,0.850726043381272
910,FLT3,U2AF1,0.0398250191999183,-3.09742226797974
911,FLT3_ITD,U2AF1,0.39697320022638,0.18639073840068
912,GATA2,U2AF1,0.824966805697368,0.850726043381272
913,IDH1,U2AF1,0.0459807724539309,-3.09742226797974
914,IDH2,U2AF1,0.298804658001376,-0.158353045798337
915,JAK2,U2AF1,0.798510317901681,0.728827775579782
916,KIT,U2AF1,0.49358659814051,0
917,KRAS,U2AF1,0.875981508400882,1.01315814012709
918,MLLT3.KMT2A,U2AF1,0.441086302274123,0
919,NPM1,U2AF1,0.000149734811704408,-3.09742226797974
920,NRAS,U2AF1,0.441086302274123,0.133856860487445
921,PDS5B,U2AF1,0.798510317901681,0.602087215044315
922,PHF6,U2AF1,0.979497571490921,1.59127394180643
923,PML.RARA,U2AF1,0.354502655582111,0
924,PTPN11,U2AF1,0.455247113124952,-0.30219009894136
925,RAD21,U2AF1,0.366683283191058,0
926,RUNX1,U2AF1,0.955363792999649,1.22266493733809
927,SF3B1,U2AF1,0.207084106608947,0
928,SRSF2,U2AF1,0.0136534387766769,-3.09742226797974
929,STAG2,U2AF1,0.118096374576759,0
930,TET2,U2AF1,0.0519960093318757,-1.37022053628883
931,TP53,U2AF1,0.815968949595895,0.818804272647235
932,ASXL1,WT1,0.0519960093318757,-1.34868309037411
933,BCOR,WT1,0.561023788153381,0.274778667615873
934,BCORL1,WT1,0.652676773810119,0.155543437712562
935,CBFB.MYH11,WT1,0.234475859740236,-0.792563339346253
936,CEBPA,WT1,0.820160554603417,0.838248024867286
937,DNMT3A,WT1,0.136994869448655,-0.150236780506122
938,EZH2,WT1,0.152819713968516,0
939,FLT3,WT1,0.815968949595895,0.808705521194218
940,FLT3_ITD,WT1,0.205738461725215,-0.0266912099855919
941,GATA2,WT1,0.417013511556482,-0.389806425174968
942,IDH1,WT1,0.0131171795583386,-3.09742226797974
943,IDH2,WT1,0.272436080366359,-0.0343676435042078
944,JAK2,WT1,0.362573631566389,-0.505278351166644
945,KIT,WT1,0.356322176802315,0
946,KRAS,WT1,0.49358659814051,0.0595545307565904
947,MLLT3.KMT2A,WT1,0.286010446285422,0
948,NPM1,WT1,0.469950788078844,0.354373446950453
949,NRAS,WT1,0.366683283191058,0.137890158955478
950,PDS5B,WT1,0.652676773810119,0.155543437712562
951,PHF6,WT1,0.897110212738763,1.1176604836388
952,PML.RARA,WT1,0.508782015075596,-0.189314592284925
953,PTPN11,WT1,0.477533441994489,0.0129591446425051
954,RAD21,WT1,0.92025262392018,1.20676610223155
955,RUNX1,WT1,0.00175389540281467,-3.09742226797974
956,SF3B1,WT1,0.286010446285422,-0.658285262393726
957,SRSF2,WT1,0.0107689045082994,-1.80226744682647
958,STAG2,WT1,0.548377568892296,0.236244175359908
959,TET2,WT1,0.0287272691669981,-1.08442765367615
960,TP53,WT1,0.0320962236680855,-1.49572820216535
961,U2AF1,WT1,0.0493312173324864,-3.09742226797974
962,ASXL1,ZRSR2,0.850645695117395,0.954051133930333
963,BCOR,ZRSR2,0.936736213141009,1.36219680954083
964,BCORL1,ZRSR2,0.735045689225447,0
965,CBFB.MYH11,ZRSR2,0.488290633253649,0
966,CEBPA,ZRSR2,0.420736418569802,0
967,DNMT3A,ZRSR2,0.203603288499669,-1.00981678988498
968,EZH2,ZRSR2,0.985519496200309,1.94591014905531
969,FLT3,ZRSR2,0.823603559098412,0.852574917488047
970,FLT3_ITD,ZRSR2,0.591463912160234,0.300596113718528
971,GATA2,ZRSR2,0.608676778368927,0
