"","cancer-uterus","cancer-skin","cancer-prostate","cancer-lung","cancer-liver","cancer-kidney","cancer-Head & Neck","cancer-Colon & Rectum","cancer-breast","cancer-bladder","cancer-blood","cancer-brain","cancer-pancreas","cancer-cPI","cvd-stroke-blood-1","cvd-stroke-blood-2","cvd-infarct-blood","cvd-hypertension-blood","cvd-heart-failure-blood","cvd-CAD-blood","cvd-CAD-plaque","ndd-parkinson-blood-1","ndd-parkinson-blood-2","ndd-MCI-blood","ndd-AD-brain","ndd-AD-blood","t2d-diabetes-islets-1","t2d-diabetes-liver","t2d-diabetes-islets-2","t2d-IR-adipose-tissue"
"monocyte-aging-15-20vs20-30.txt",0.983520680999673,0.980209272249873,0.496281905272325,0.309189861264638,0.169785237251504,0.610213349697524,0.610213349697524,0.715757754118374,0.404014767840855,1,0.490173598785317,0.124029098819015,0.185083732373313,0.348271406794728,0.546307054144045,0.735268675646874,0.738053510100883,1,0.945563916770777,0.905759832741025,0.522180530724843,0.446745584134832,0.946650707571877,0.114403004957728,0.767800715027102,0.513906546148852,0.113210215338801,0.965685130838116,0.690120481977718,0.380498572092555
"monocyte-aging-20-30vs30-40-female.txt",5.53062149168983e-06,3.01798270034087e-12,0.00611667729446932,0.00431340097343842,5.51949310714032e-08,0.710869594617052,0.000962961255172598,0.0053078893485208,7.56527927987291e-05,0.524969678444583,0.464249612339472,0.867796911637666,0.439745990704089,0.00348240905663316,0.0242199795202106,0.709420019450905,2.63588395202384e-15,0.0511918856482825,2.13631141832509e-13,0.0413424870012116,0.789124895149012,0.0495252982779218,0.34386365189131,1.56435645108194e-24,0.861174570809021,6.48811622114651e-08,0.629367524282805,1.42766018145455e-08,0.029467054319489,0.629367524282805
"monocyte-aging-20-30vs30-40-male.txt",0.939681083243636,0.55723807657121,0.829694119471417,0.691120189800566,0.176965396384845,0.383128152011144,0.0327750298642652,0.817375873926367,0.524969678444583,0.263146385049277,0.135244882045474,0.170382793428878,0.308129229822795,0.832796641322746,0.651354738955916,0.491157277501203,6.6827241858055e-07,0.421521143053063,0.00198299487973199,0.832796641322746,0.308129229822795,0.764329576000652,0.773452632531199,0.710869594617052,0.519344511675928,0.216891569807746,0.14764721671012,0.094240899965923,0.197103751968732,0.928467447280869
"monocyte-aging-20-30vs30-40.txt",3.37087255802286e-06,1.28912100459211e-06,2.23658439103183e-05,0.00104009242279136,2.21453224023914e-05,0.444236988615902,0.00457323918160308,0.0377101547250081,0.000420037150980855,0.00242898662289306,0.681363896608156,0.764329576000652,0.81459223456842,6.21185001587254e-06,0.0920197673988885,0.0336026088321795,9.40141422491629e-23,0.369795858078809,2.79770145016789e-13,0.0359348178645176,0.287814577797722,0.0411397680445348,0.7421363657275,2.46111803517257e-14,0.365013923929425,0.000191048300875951,0.524969678444583,1.40668746464859e-09,0.0849589300742524,0.134133197607252
"monocyte-aging-30-40vs40-50-female.txt",0.0576208117316405,0.721025938216411,0.116017729633149,0.0561936577109478,0.343105759384587,0.118297487708239,0.964134615447839,0.667331276115659,0.341176826066992,0.176965396384845,0.127430146467176,0.932863151521875,0.690120481977718,0.520501766241834,0.113210215338801,3.14043450042307e-05,0.0854862948811782,0.000213445233025833,0.954728957164544,0.646810095903887,0.217915244915683,0.909768801582171,0.107492283253124,0.0531451877324927,0.446745584134832,0.259131166864756,0.744520901574935,0.00533257233682496,0.965685130838116,0.00271012509450426
"monocyte-aging-30-40vs40-50-male.txt",0.0483879686534416,0.0773666821667852,0.464249612339472,0.00309191723426483,0.0268816075593261,0.103689234488624,0.782032356795998,0.0298694758233435,0.70892629711465,0.782032356795998,0.000375114299401318,0.161861824643755,0.000215273032911004,4.65695815420592e-05,0.000505993743834615,0.57967546383406,1.49940550109874e-10,0.156302345250943,0.139835410657225,0.0145598559795116,0.553193940262092,0.000209060118134805,0.958373303695595,0.000209060118134805,0.00199963526610436,0.139835410657225,0.0972714516557604,0.00657892570034505,0.490273256797239,0.722985715405778
"monocyte-aging-30-40vs40-50.txt",0.0102487443686397,8.94851962006962e-05,2.94402406094772e-06,0.0778833519791739,0.496281905272325,0.882451494511319,0.911598451436795,0.00821860129135383,0.142037008084496,0.170793040965549,0.0937778817615568,0.000889100170459632,0.421521143053063,2.68461256205882e-07,0.19131934177728,2.24645437546221e-09,0.0392525984201163,0.00110453904334562,0.0257406265709967,0.882451494511319,0.911146038198194,0.246217504032524,0.782032356795998,0.625631592869474,0.0542901696591515,0.274656343552138,0.0586614072321933,0.114749413576551,0.0674806148249532,4.3275070653042e-07
"monocyte-aging-40-50vs50-60.txt",0.000890410800152729,0.000302567395323217,0.0171300729482748,0.610213349697524,0.0511918856482825,0.958373303695595,0.35477813478372,0.681363896608156,0.167696662115308,0.861174570809021,0.203321550190008,0.170382793428878,0.105259055599052,0.0015765848583783,0.00100420195368141,0.000319174212286188,0.319392334998878,0.856885773081994,0.420933119955609,0.782032356795998,0.420169921532658,0.490173598785317,0.610213349697524,0.0465642054765902,0.7421363657275,0.981520574165005,0.751205289075403,0.00127606094478759,0.383944467029209,0.797648016027862
"t-cell-aging-15-20vs20-30.txt",0.913588629915907,0.000136201512491832,1.06113429406563e-17,0.958818842049172,0.0531451877324927,0.0155876479869447,0.0370416867203902,0.238841818010494,0.000209060118134805,0.200040570196559,0.000209060118134805,2.71100890222638e-21,1.01960112308584e-14,7.46491232300916e-12,2.0159797667597e-34,3.63941794734747e-46,6.46099633946273e-117,5.30800010143128e-05,1.55910620820223e-05,3.23112860865088e-10,0.0381113961882465,3.61462101410184e-14,5.40183593625281e-09,8.66962657297973e-19,0.000869353398150314,1.64622136919821e-08,3.41562484696339e-14,2.39795720725538e-32,0.000592584244302883,6.01202568322179e-31
"t-cell-aging-20-30vs30-40-female.txt",0.611778783371684,7.07622596281412e-09,1.00104410245047e-08,0.198418160981414,0.168856473827571,0.0870392563459262,0.0089680018960612,0.297482561011493,8.56220306512808e-07,0.419238406925955,9.6672428180459e-06,3.00468320412454e-07,8.62015125974753e-19,0.0159297041984747,1.30426749294422e-05,1.72426723071696e-20,1.6881832369435e-19,0.242748406001724,2.23658439103183e-05,0.13671507219079,0.00443499591345398,3.2096333962943e-12,0.00165710850865538,0.0109906608791077,0.030567168413376,0.246605020529566,1.60005879851912e-05,0.00262422830741857,0.180762817635783,1.04667033248333e-05
