GenePairs,frac.of.var.tissue,frac.of.var.species,frac.of.var.residual
PRRC2B_Prrc2b,0.336133110821382,0.450303440368296,0.213563448810322
CEP85_Cep85,0.0928030619716828,0.746832231612135,0.160364706416183
HPS5_Hps5,0.0344334541770603,0.128941590760643,0.836624955062297
CHTF8_Chtf8,0.241754393439295,0.456011381352769,0.302234225207936
IL5_Il5,0.257073619480475,1.065745559558e-08,0.74292636986207
ICMT_Icmt,0.477022632787141,1.24396095587456e-09,0.522977365968898
PHC2_Phc2,0.266175150635677,0.364995309124064,0.368829540240259
STN1_Stn1,0.408289428844594,2.78822307411727e-06,0.591707782932332
AKAP5_Akap5,0.375916515130438,0,0.624083484869562
RWDD1_Rwdd1,0.171739678437836,0.689856763576143,0.13840355798602
RHOT1_Rhot1,0.391440657907693,0,0.608559342092307
CNKSR1_Cnksr1,0.337743734330667,0.117215869348642,0.545040396320691
RAB3GAP2_Rab3gap2,0.148577800545246,0.579321477420129,0.272100722034625
PGAP4_Tmem246,0.296485348290357,0.390056423141441,0.313458228568202
CREBRF_Crebrf,0.221110915676133,0.315572603809364,0.463316480514503
ZNF687_Zfp687,0.179992538329414,0.768448160026016,0.0515593016445702
CLEC9A_Clec9a,4.89854211952837e-17,0,1
TWF2_Twf2,0.398376704159405,0.420678536493747,0.180944759346849
DAZAP1_Dazap1,0.126202467600276,0.86372268249956,0.0100748499001646
LIN28A_Lin28a,0.715106965495049,0.0705333871194091,0.214359647385542
LCA5_Lca5,0.524757734895321,0.334306695822104,0.140935569282575
SLC22A3_Slc22a3,6.76003920988949e-08,0.107145365587011,0.892854566812597
MYOCD_Myocd,0.639274498850773,0.0027748916509784,0.357950609498249
CALHM2_Calhm2,0.781825154291573,8.14503270574444e-10,0.218174844893924
NTF3_Ntf3,0,2.68368165471389e-07,0.999999731631834
PIP5K1A_Pip5k1a,0.606637397693539,0.07073030917362,0.322632293132841
HEATR3_Heatr3,0,0.550684159334952,0.449315840665048
PLXDC1_Plxdc1,0.265152599427367,0.335437973921274,0.399409426651359
NCKAP5_Nckap5,0.235422662710624,0.351965019626614,0.412612317662762
COX19_Cox19,0.00569939198220511,0.97032817352762,0.0239724344901747
EXOC1_Exoc1,0.410709481399414,0.292827751655127,0.296462766945458
VPS26A_Vps26a,0.10322466385973,0.558032562407883,0.338742773732387
SHD_Shd,0,0.692396769827909,0.307603230172092
LPAR2_Lpar2,0.740909439494958,0.0881138977023824,0.17097666280266
PAQR7_Paqr7,0.120064961516463,0.663873081087019,0.216061957396517
TTYH1_Ttyh1,0.36391498814591,0.586390604784315,0.0496944070697742
TMEM231_Tmem231,0.554883677254093,0.356910738632914,0.0882055841129938
HTRA1_Htra1,0.0936515201098834,0.0433429609708696,0.863005518919247
BTBD19_Btbd19,0.0421613609002545,0.622691568310075,0.33514707078967
TAF5_Taf5,0.463957525501853,0.151365346480645,0.384677128017502
APOB_Apob,0.590749293000076,0,0.409250706999924
TSPAN5_Tspan5,0.55784961397688,0.295751506144097,0.146398879879023
FBXO11_Fbxo11,0.513033060804785,0.00669680702047718,0.480270132174738
CNFN_Cnfn,0.0256192959240712,0.00204963779818442,0.972331066277744
FAM174B_Fam174b,0.114475078521659,0.179968660546905,0.705556260931436
NCOA3_Ncoa3,0.26517408258071,0.317828146958901,0.416997770460389
NDUFA13_Ndufa13,0.0051281102530677,0.95617142703898,0.0387004627079519
BZW1_Bzw1,0.172828640424304,0.448401812384709,0.378769547190987
MRM3_Mrm3,0,0,1
FIGNL2_Fignl2,0.13065745107443,0.798324801589737,0.0710177473358329
MTUS2_Mtus2,0.351831180967773,0.431774076098223,0.216394742934004
PCLO_Pclo,0.802319304294468,2.91682984864882e-09,0.197680692788702
DOK1_Dok1,0.626418894658106,0.0695505224105948,0.304030582931299
SLC5A12_Slc5a12,0.693335630915656,5.8260388474736e-11,0.306664369026083
PLXNA2_Plxna2,0.229459204216665,0.30738164431851,0.463159151464824
GLOD4_Glod4,4.72172646879962e-07,0.108524847227934,0.89147468059942
CDH3_Cdh3,0.368031840967857,0.000206559792221583,0.631761599239922
MSRB2_Msrb2,0.22132501351021,5.94405491531038e-08,0.778674927049241
SPHK1_Sphk1,0.432297928742987,0.302236708745861,0.265465362511152
FBXW11_Fbxw11,0.199307501972714,0.134162601139607,0.666529896887679
TAF6L_Taf6l,0.144549756432689,0.690908872602802,0.164541370964509
NUBPL_Nubpl,0,0,1
MAOA_Maoa,0.120853830648225,0.700832438024414,0.178313731327361
TAB3_Tab3,9.43518326641508e-10,0.335951219972922,0.66404877908356
CXCL17_Cxcl17,0.532422414192389,0,0.467577585807611
FUBP1_Fubp1,0.195586943546301,0.669107645818872,0.135305410634827
DAP3_Dap3,2.46930416954989e-07,0.629661778415805,0.370337974653778
RNF34_Rnf34,0.586762956398828,0.0297138366382333,0.383523206962939
KDM2B_Kdm2b,0.101710362359531,0.817192706138383,0.0810969315020862
UBE4B_Ube4b,0.00879939246650697,0.855809835219722,0.135390772313771
BEGAIN_Begain,0.271851526643879,0.467973907177814,0.260174566178307
RBP7_Rbp7,0.26321380869313,0.576682426794449,0.16010376451242
WARS1_Wars,0.258691340126661,0.180820391335177,0.560488268538162
ST6GALNAC3_St6galnac3,0.231842479967194,0.233219170094034,0.534938349938771
SLC50A1_Slc50a1,0.0823253311270347,0.764468301975854,0.153206366897111
LGMN_Lgmn,0.263464938959556,0.563947866263843,0.1725871947766
NR1H2_Nr1h2,0.0774595552028824,0.876527031492502,0.0460134133046157
NXF3_Nxf3,0.632364785835193,0.0456038897646901,0.322031324400117
NMNAT1_Nmnat1,0.154899997676992,0.678697479372562,0.166402522950446
ACADS_Acads,0.156032714545959,0.666871676766591,0.17709560868745
LLCFC1_Llcfc1,0.68895383511675,7.02217412273912e-11,0.311046164813028
FLT3LG_Flt3l,0.0258023943069814,0.851335442340463,0.122862163352556
MREG_Mreg,0,0,1
CPSF2_Cpsf2,0.105675205700675,0.636445253227714,0.257879541071611
MSI1_Msi1,0.356564149934713,0.363644963115771,0.279790886949516
SIRT4_Sirt4,0,0.799686828239388,0.200313171760612
DCST2_Dcst2,0.513135495538528,0.139200702703452,0.347663801758021
CRISPLD2_Crispld2,0.620560448054918,0.0618212822154559,0.317618269729626
ZBTB7B_Zbtb7b,0.192111000400905,0.555681297789564,0.25220770180953
NLRP3_Nlrp3,0.462922381787546,0.184873349869407,0.352204268343047
EVL_Evl,0.091681712201201,0.692046865797798,0.216271422001001
TFB2M_Tfb2m,0,0,1
IQSEC3_Iqsec3,0.663804658996139,0,0.336195341003861
IZUMO2_Izumo2,0.947584490411788,6.10791624643073e-05,0.052354430425748
RING1_Ring1,0.37168158614399,0.275524226893815,0.352794186962195
FBLIM1_Fblim1,0.608264577773087,0,0.391735422226913
DESI2_Desi2,0.0636368756952373,0.352631284895839,0.583731839408924
NECAP1_Necap1,0.24154729818709,0.622113774929208,0.136338926883701
ARL4D_Arl4d,0.324817529823909,7.46821300626564e-09,0.675182462707878
FAM161B_Fam161b,0.713597227449129,5.65250642348423e-09,0.286402766898364
SRRM4_Srrm4,0.197919841123152,0.526858367849712,0.275221791027136
MMP17_Mmp17,0.381126984235537,0.486526702592702,0.132346313171761
UBE2Q1_Ube2q1,0.587743980677262,0.0233578049499812,0.388898214372757
ENTPD5_Entpd5,0.29278240639662,0.6020366153588,0.10518097824458
SFSWAP_Sfswap,0.0613042843464555,0.910116657524355,0.0285790581291897
CRH_Crh,0.803775690071567,0,0.196224309928433
PDE7B_Pde7b,0.0584327211991057,0,0.941567278800894
VEPH1_Veph1,0.717704823466681,0.104786083407176,0.177509093126143
ABCC10_Abcc10,0.0664231494733145,0.837997347872469,0.0955795026542164
CLSTN1_Clstn1,0.796733807444889,0,0.203266192555112
MAMDC4_Mamdc4,0,0.529251900903199,0.470748099096801
C5orf30_D1Ertd622e,0.325191577076119,0.278361043448325,0.396447379475556
NAV3_Nav3,0.792676663692706,0.005508893653721,0.201814442653572
ZFYVE26_Zfyve26,0,0.906426652288724,0.0935733477112756
TNFAIP8L1_Tnfaip8l1,0.405386453057238,0,0.594613546942762
MYDGF_Mydgf,0.724497198810123,0,0.275502801189877
P3R3URF_1700042G07Rik,0.740936087421976,0.0330396964224942,0.22602421615553
AHCYL1_Ahcyl1,0.864450968609537,0.0181605225182293,0.117388508872234
A1BG_A1bg,0.632234639073593,0.00224280332229285,0.365522557604114
CGAS_Cgas,0.300168780084261,0.495096672583107,0.204734547332631
S1PR1_S1pr1,0.263520372043126,7.32269901405881e-09,0.736479620634175
FAM214B_Fam214b,0.0353240223456325,0.83591208181782,0.128763895836548
FAM220A_Fam220a,0.359426092594081,0.0919985362359484,0.54857537116997
EZR_Ezr,0.184871076184632,0.330812315903249,0.484316607912119
NDNF_Ndnf,0.177316726337943,0.290055631558062,0.532627642103995
ACACA_Acaca,0,0.633062819956978,0.366937180043022
TRPV4_Trpv4,0.176949834162767,0.456306549100769,0.366743616736465
RPS27_Rps27rt,0.0157518800608255,0.657512841892529,0.326735278046645
AKT1S1_Akt1s1,0.0350846022405972,0.87349084307992,0.091424554679483
ACOT7_Acot7,0.126194133787688,0.777692794072957,0.0961130721393552
PLXNB2_Plxnb2,0.116322106689887,0.818163082965443,0.0655148103446697
PARP6_Parp6,0.17733302166659,0.486092914803339,0.336574063530072
TMEM141_Tmem141,0,0.717281938006533,0.282718061993467
PNKP_Pnkp,0.0618285096460654,0.898604621169802,0.0395668691841327
BACH2_Bach2,2.2124787791458e-09,0.170203358081432,0.829796639706089
THPO_Thpo,0.318438566282305,0.376876618384967,0.304684815332728
SNX31_Snx31,0.522926393952096,0,0.477073606047904
VAT1L_Vat1l,0.66967054205523,0.066044322228554,0.264285135716216
TSPAN17_Tspan17,0.258515433338999,0.402536685119781,0.33894788154122
SKP2_Skp2,0.205960109617532,6.94810534424085e-09,0.794039883434363
MAFK_Mafk,0.31178117368017,0.408733729734821,0.279485096585009
ERICH4_Erich4,0.0112175853268776,3.54880777724141e-10,0.988782414318242
APOBEC1_Apobec1,0,0.947687912982563,0.0523120870174365
GPR157_Gpr157,0.598067506870308,0,0.401932493129692
GNG12_Gng12,0.244951866898498,0.374186458423884,0.380861674677618
WLS_Wls,0.310515943126168,0.0900845376920203,0.599399519181812
CSGALNACT2_Csgalnact2,0.111967754093339,0.734933543897286,0.153098702009376
RBL1_Rbl1,0.543668751227636,0.0264748113690678,0.429856437403296
GATAD2A_Gatad2a,0.261370293859871,0.682793772447696,0.0558359336924335
GRK2_Grk2,0.0964256410954265,0.7393199886431,0.164254370261473
MCOLN3_Mcoln3,0.668056689890267,0.0846884642239397,0.247254845885794
CCDC32_Ccdc32,0.0961896867148883,0.663377560664022,0.24043275262109
GMNC_Gmnc,0.0978611223009218,2.04428494066565e-08,0.902138857256229
DTD2_Dtd2,0.539654144443548,0,0.460345855556452
TUBB_Tubb5,0.363000248144215,0.223533787161587,0.413465964694198
TBX15_Tbx15,0,0.327277499520533,0.672722500479467
BAHCC1_Bahcc1,0.189434475993638,0.748473719265969,0.0620918047403935
CDK17_Cdk17,0.572965756790989,3.27164968347633e-09,0.427034239937361
PPM1G_Ppm1g,0.657528579346711,0.281099983803935,0.0613714368493538
HAL_Hal,0.763561162085561,0.0875284493842252,0.148910388530214
