	Tumor_C3L-00977	Tumor_C3L-00987	Tumor_C3L-00994	Tumor_C3L-00995	Tumor_C3L-00997	Tumor_C3L-00999	Tumor_C3L-01138	Tumor_C3L-01237	Tumor_C3L-02617	Tumor_C3L-02621	Tumor_C3L-02651	Tumor_C3L-03378	Tumor_C3L-04025	Tumor_C3L-04354	Tumor_C3L-04791	Tumor_C3L-04844	Tumor_C3L-04849	Tumor_C3N-00204	Tumor_C3N-00295	Tumor_C3N-00297	Tumor_C3N-00299	Tumor_C3N-00306	Tumor_C3N-00307	Tumor_C3N-00498	Tumor_C3N-00519	Tumor_C3N-00822	Tumor_C3N-00825	Tumor_C3N-00828	Tumor_C3N-00829	Tumor_C3N-00846	Tumor_C3N-00857	Tumor_C3N-00871	Tumor_C3N-01337	Tumor_C3N-01338	Tumor_C3N-01339	Tumor_C3N-01340	Tumor_C3N-01620	Tumor_C3N-01645	Tumor_C3N-01752	Tumor_C3N-01754	Tumor_C3N-01755	Tumor_C3N-01756	Tumor_C3N-01757	Tumor_C3N-01758	Tumor_C3N-01858	Tumor_C3N-01859	Tumor_C3N-01943	Tumor_C3N-01944	Tumor_C3N-01945	Tumor_C3N-01946	Tumor_C3N-01947	Tumor_C3N-01948	Tumor_C3N-02275	Tumor_C3N-02279	Tumor_C3N-02333	Tumor_C3N-02693	Tumor_C3N-02694	Tumor_C3N-02695	Tumor_C3N-02700	Tumor_C3N-02713	Tumor_C3N-02714	Tumor_C3N-02716	Tumor_C3N-02727	Tumor_C3N-02730	Tumor_C3N-02925	Tumor_C3N-03008	Tumor_C3N-03009	Tumor_C3N-03011	Tumor_C3N-03012	Tumor_C3N-03013	Tumor_C3N-03015	Tumor_C3N-03027	Tumor_C3N-03028	Tumor_C3N-03042	Tumor_C3N-03045	Tumor_C3N-03226	Tumor_C3N-03433	Tumor_C3N-03456	Tumor_C3N-03457	Tumor_C3N-03458	Tumor_C3N-03487	Tumor_C3N-03488	Tumor_C3N-03490	Tumor_C3N-03612	Tumor_C3N-03619	Tumor_C3N-03620	Tumor_C3N-03664	Tumor_C3N-03781	Tumor_C3N-03782	Tumor_C3N-03783	Tumor_C3N-03785	Tumor_C3N-03837	Tumor_C3N-03841	Tumor_C3N-03849	Tumor_C3N-03876	Tumor_C3N-03878	Tumor_C3N-03888	Tumor_C3N-03889	Tumor_C3N-03928	Tumor_C3N-03933	Tumor_C3N-04152	Tumor_C3N-04273	Tumor_C3N-04275	Tumor_C3N-04276	Tumor_C3N-04277	Tumor_C3N-04278	Tumor_C3N-04279	Tumor_C3N-04280	Tumor_C3N-04611
ZIC1	0.6430264393121	3.36477482514568	0.267080510372924	0.292158462927104	2.8169599964501	-0.322978667096047	1.18454605843832	0.533324288943608	2.18699191844945	1.51322027502209	0.0587994430865629	1.01342679559528	2.96295742908707	2.30989895408468	1.9853584610404	0.626486031782357	0.127629455876204	2.08350748263272	0.437831998507302	0.0430611538284811	3.21572812319231	1.33699356814814	0.204516740926229	1.77929042094036	0.425108512972985	1.88786928888619	0.229655676051412	2.66616392672375	0.600975649371536	1.30511969307252	0.577333476610582	0.772199942678049	0.146934876220178	0.516114870116186	1.36494645229817	1.04501608623674	0.237664499628216	0.0944017226864055	1.22602003530171	0.443496399990697	2.78810081673288	0.384304060487763	1.07511719280477	0.0116246787483005	0.339945534270112	0.18107103480544	1.58408288689843	0.0827423904717756	0.205192419119747	3.40621701795837	0.0940930590811822	-2.85248717470199	-1.0407809319481	0.115271043929332	-3.35264267374578	4.94909494850613	0.272997527831585	-1.88729002285009	2.4597782595976	0.297819660123894	2.33387067397476	2.74823705286246	2.57359704014593	0.77906099331009	1.78238075980007	0.865270184123605	0.0485451023183908	0.354447628913034	0.263543205645513	3.58820949418848	2.95180575326557	5.04176491520987	1.17389837996779	0.244015218457145	1.46308246195807	0.140105289279424	0.543431373454767	2.62562669604054	1.67342109243814	0.394283893059445	-0.422424071421274	1.11666702458988	0.456871694484221	-4.63609854375124	2.6975032134619	0.306707642329079	0.486194491080742	0.165520381312413	2.43010681783283	2.65233415502928	0.299476956430422	-2.42460511503201	1.74182273336105	0.113161089470195	0.374595633218762	0.846164787477982	1.35433592727446	0.1042792028797	0.45053548597648	0.75691525650968	1.71693247283584	3.6072909472955	0.716568077469384	0.320802890813055	-3.09504137594375	3.10728942247039	0.884211686732774	0.242819215125586	0.247999842474036
ZIC2	3.04278975803487	2.88140151169946	3.00069722190257	3.20139637528389	3.41658779590976	3.22140356258064	3.28911024974155	3.24548685511107	3.6926603561018	3.39508756628071	3.29039736825552	3.61935161274319	2.36739404737977	3.22816494585958	3.10350033184416	3.08757573519348	3.32797150155138	2.45681883530346	3.21467439218152	3.33000606592055	3.07446094042032	3.24479534694551	3.16410595275714	3.50166244263759	3.19425872047504	2.88021324228956	3.17691895202179	3.21993648368482	3.65651858891965	3.38964113928036	2.24405353422216	2.90305901437715	3.38305930186943	3.4933850456189	2.68068253516005	3.29396708995521	3.21393202137771	3.40848694993853	3.09084651226457	3.4464942508493	2.62663062748407	2.84178651820433	3.16695594870267	3.45659468680671	2.71902456309844	3.38912270871899	3.07247356750707	3.27407661582101	3.25162923972865	3.6177435689302	3.15988904272997	3.74763905088762	2.95884079149296	3.41312256627154	3.68507390541414	2.87944706570293	3.0228050725965	2.91841460259955	3.03981162491533	2.98451232048253	3.53412881853258	3.63999333145302	3.62772663471206	3.45270719937013	3.73333751143729	2.9551758790471	2.72810238206296	2.70645780744669	3.07567885441131	3.09386594525427	3.12625725611011	3.5991189410419	3.46718370938218	2.8954292204443	3.07554901559341	3.48443124936759	3.20634331274583	3.65170422789916	3.05373610110386	3.12252002189853	3.35265078780458	3.47778586964377	3.11439441067006	0.572234432823769	3.02776718437172	3.16152356953671	3.18702052482536	3.22904300919178	3.32872387574504	3.78982813312905	2.43145207893971	3.11522997639081	2.36852086008492	3.31026765880666	2.61137277392617	3.14977523474982	3.60013046386222	3.03048689327272	3.26437838767207	3.26820691415034	3.36875881466134	3.03869667761302	3.1705549422015	2.14947261342746	3.69001072168182	3.43124475027149	3.50852155873553	2.71929227956326	2.95370863053223
ZIC3	-0.56535244062991	1.06913807742092	-0.231642243916236	-0.165865595245923	0.797812239679888	-0.125186336774214	0.637161952730223	0.672088447267606	7.32207488694842	4.69130040949501	0.233476332122338	2.4687753945111	0.0599163305074306	1.11998521583797	0.32697775867849	0.320612636878998	0.983179128439908	1.51553624122218	0.633728836834923	-0.132418386878768	-0.0954835699044306	0.732457717400525	0.711831552101929	3.11096221128743	1.59389369697211	2.71525521767036	-0.322994856000057	0.489318830261235	1.95084464709328	0.245755605764859	1.08401315891053	0.239214814522635	0.815776532659678	0.555946791219257	0.764102740393028	0.337856569439553	0.203517466923073	-0.0754409226062229	0.264326773126635	-0.209857156705552	1.62751574087911	0.817526781160386	0.304151016343876	0.0503475156365151	0.473288951465296	2.10539414417311	1.86866622235944	0.223555595862981	0.876769656276766	-0.106366973574387	0.137683513008464	-0.225087025688665	0.0535358018735716	-0.0529375648104984	0.00611790573226376	0.935780080862887	-0.129794820138171	-0.87868853875558	0.65277947689872	5.28887034281613	-0.131818113913842	-0.0413346833624026	0.630542487347588	-0.000117423096588648	-0.875493493709334	-0.231383926389551	2.5212414619961	1.04189962095878	0.873581423320659	0.142687698931763	-0.20573255581425	0.654909923968846	-0.046641151282758	0.392959968993025	-0.0885197366997183	-0.341076100800753	2.09969348898756	1.24015241198608	0.874573413479291	0.628571755004577	0.287973886035335	0.114826946035877	1.28208908568292	4.52988383744017	0.940163468348079	-0.0931775544277961	-0.0621128777945297	-0.921010259639699	0.0208240417951623	-0.0377844201215689	1.67496298963108	-0.480018677771781	2.46850783963583	2.07931984502225	0.305935632737542	1.52451763190215	0.745738824035876	-0.590655969958106	-0.318433084794419	-0.587507315020752	4.14492288304451	6.96652154394214	0.00727947815951886	2.46573005079185	0.147745334587518	1.89446284145433	0.610947585899153	-0.955430233482941	0.723241427226494
ZIC4	0.20697885284369	0.609319702952584	0.0919875948828162	0.21820518249618	0.508724637618836	-0.115215175051211	0.0880351715254434	0.26587454525162	0.501264876304812	0.060806235948722	0.0108869714878007	0.259185511859131	0.938341453887079	0.539588214267271	-0.00974846877091354	-0.0658335754862013	0.0469431578901213	0.532866572246546	0.272890819258264	-0.0158233612494035	0.208095547207823	0.049329872757018	0.164214980544792	0.410673800591616	0.380843364887687	0.19568645223898	0.239101444138381	1.30216295437559	0.551985509904573	0.297157296104305	0.0225878856978643	-0.0317182717689784	0.181462941415796	0.357525805435495	0.356906159066529	0.0778985838894509	0.126688036573106	0.0934879585720342	0.251643266306259	0.382725343364526	0.444521326760947	0.230106269043278	0.00582847033422096	0.0555320264203513	0.145157679469251	0.0449302236411903	-0.0176909829530069	0.0613601787752218	0.118185272896629	0.331187739977706	0.194733928615356	-0.0683395290255776	0.0442978064372974	0.161458758144749	-0.0604749203889575	0.510449762494888	0.198317551685543	0.00289922663295486	0.337841571279441	1.59950848300397	0.213447539961923	0.442903318053892	-0.0229143003845746	0.223452370069256	0.133946610372699	0.528439388229087	0.0891055017164341	0.242316231929293	0.210900741123391	0.465261963036063	0.409451831367652	1.3517829284825	0.177211296054793	0.253718620917207	0.512328938817482	0.146582079559558	0.479351508837131	0.525626439679258	0.182163713418249	0.214761520723093	-0.117299602796523	0.0995699978805189	0.25035833798074	-0.100136876079088	2.29216803643724	0.235082051856842	0.110966141382337	0.037989681724425	0.476698198207602	0.452129223223986	0.253590432462725	0.039192094467327	0.083532034897595	0.0381863857540493	0.356215732593106	0.0736893003878486	0.16116960676522	0.0482624706223361	0.342478322818922	0.35528237550679	0.00190184761539345	1.6392327242752	-0.0187558596639662	0.130904324816542	-0.0514924861488746	0.14205402391903	0.219906291877404	0.280378357025345	0.0739779064407132
ZIC5	4.25417474340276	3.47555529428457	3.28143391496793	3.78599160498041	4.40953973539208	3.61582247622891	3.98436955245735	3.79627869275111	3.88453891652684	4.02403343059056	4.1587069745932	4.01345005482574	2.87177318123331	4.00118732674919	3.82133190261872	3.90696330646582	4.37447169632797	3.13068692173223	4.14724785756202	3.97611962516046	3.67272535281419	3.72603245030693	3.97576977033294	4.23461732027545	3.2238065135246	3.67733682527074	3.7677268499982	3.89832792918955	4.04837278648839	3.3432271659824	3.83120759347632	4.03486317168172	4.1131885553777	4.7095069926736	3.574419794922	4.28337325484402	4.26426238078212	4.18089923134139	4.27052406562681	4.29445554376765	3.33013319301387	3.78452894654492	4.19235695873858	4.16741972016584	3.96459857786747	3.88155894288565	3.67424000138104	4.15220769444888	4.00824215703816	3.73207836871605	3.1937288146637	3.74627630054071	3.77535872048367	4.2554085206069	3.73947380727407	3.38082403701804	3.0227357506741	3.87266036093716	3.91993844045703	3.16587771758644	3.82566510145109	3.56061331677425	3.76694075614347	3.14705388722585	3.7786933505318	3.99628866094176	3.66764183615962	3.30599642546779	3.66009090375803	3.49607430923674	3.93475189002448	4.2365858007497	4.04022494175913	3.57530249367528	3.99493560807868	3.63759216457892	4.13833851388078	4.35812115699403	3.01869459432464	4.06645335190459	3.53766502088334	4.47593288382152	3.57088133682593	0.424156772712174	3.69033960000051	2.76961811107232	4.17929385764889	4.3656879871704	4.1841984702464	4.26053346329555	3.32617394410937	3.67191197838439	3.20478438984072	4.51884186733289	4.28034042037862	4.31343175944778	4.33864889700497	3.62210828011814	3.87965332956438	4.19553452873236	4.47899796778699	3.30633608975692	3.76075366318431	3.02341152917964	3.79333168193779	3.75148980091817	4.40324099035217	3.61115140591719	3.86676075958057
ZIK1	-1.27710521765458	-3.50819986812748	-0.791798903383207	-1.59770233215637	-2.46525021613492	-0.685883230742222	-2.91315544979223	-2.47094352275734	-4.86017898181519	-2.65500383786873	-2.01590728435745	-4.45627179160159	-0.414248382596158	-3.52610489569942	-1.86497023513001	-2.38268386012518	-2.71315814375974	-2.73979654237786	-3.11841624670012	-1.58928659361546	-1.55465814717803	-1.70919006405251	-2.349379122399	-4.80655927856688	-2.67511684325707	-2.95000250678399	-1.04320056059912	-4.1451866312173	-3.56810717582709	-0.778190445757472	-2.96035522000693	-1.2685967183228	-2.21223362188428	-2.61307254119379	-4.2033007483625	-1.08956126913452	-2.10547143020653	-1.99031514970038	-2.59545318198909	-2.22346074135237	-2.75820151058376	-3.7145294007273	-2.05385443679945	-0.851411284385908	-2.02376574384906	-2.71363828771252	-2.65530582831428	-1.24462090325213	-1.95979353021693	-1.10128246356275	-0.650209014606122	-0.454462157299861	-1.78772357763684	-1.65842296371493	-1.14231239360636	-2.8528831121441	-0.316309138881661	-1.59060159907183	-1.90940858911954	-5.16230929458864	-1.21192413702638	-1.71941614104075	-1.22834166900962	-0.343417043883437	-1.34727419333138	-1.93133151614834	-2.97600882305706	-5.34161669033451	-3.37042903922094	-0.819714630133192	-1.95812550523678	-3.10904149756067	-1.75392327504064	-1.49541934165001	-2.11720272088119	-0.626358856521945	-2.38139402303783	-3.45318636996419	-1.08450600839426	-1.90957765177304	-0.604761493161958	-2.33949474586263	-2.41242431987764	-1.41180414052668	-2.08264439724997	-0.320669613047194	-2.54001902064245	-1.4469231804645	-3.60338747305117	-2.41637545310185	-2.86477424574861	-1.11816326301314	-2.20646531758257	-3.0216265946672	-3.57489282736474	-2.45307785114895	-2.60407266831217	-1.08719500611052	-0.797032134043877	-1.09384977983346	-3.05281573295167	-5.24720979023093	-1.76336621334112	-2.04934117618933	-1.18045049736579	-4.28038759174636	-3.12626924547721	-1.58555024372613	-1.43931867186895
ZIM3	0.705300988693508	0.376988050044919	0.649251304919926	0.832175013831591	0.453397800432579	0.790672910441298	0.46318085706095	0.373333240255701	0.218034948544346	0.27464722499369	0.640662854263519	0.354259806850582	0.106634516232101	0.170393775934694	0.455308096132676	0.346499530676013	0.49454724509162	0.0685088342598964	0.804208786270654	1.18887378914787	1.01002557783942	0.722058277063526	0.446614092318893	0.569503816235133	0.0881292478078276	0.965482922259781	0.666923075754572	0.315170178274802	0.979013175319521	0.915464711838744	0.730270785135372	0.630371442953628	0.693866798133679	0.589967250932941	0.901923552487931	0.816130101729945	1.10117307162967	0.936496902105313	0.874725931718337	0.984245239490924	0.394933093835768	0.28640695257306	0.484094239895517	0.820180243637548	0.633524716981174	0.551264868045156	0.700977238919778	0.841767462039757	0.272162383564642	0.967075069454403	0.474056557658801	0.652278827253383	1.04880104895769	0.993479597633272	1.3705914601877	0.633746342235944	0.339189484889258	0.603835709815274	1.01909118160504	0.291233217628652	0.905613109017864	0.998125901893871	0.945912951432312	0.33170785445792	0.940003698572774	0.753781679789824	0.176869976387321	0.146449600544135	0.203023757420335	0.208559476899434	0.375587778334908	0.214250733273603	0.555361360912674	0.45776784488012	0.492399420368933	0.430111661012265	0.654966277947958	0.29573324656843	0.0127311195884165	0.442682817060186	0.824487010498218	0.39154455959854	0.536812956962338	0.278574899632116	0.205693070739042	0.419783987391677	0.545007385342866	0.628143876579951	0.436190286167025	0.615389667248584	0.245403379677473	0.881546844852053	0.644929051803033	0.632480500656036	0.375655510272837	0.35859153729168	0.494484266653412	0.873529541622779	0.411187979835727	0.525001610912594	0.559176307348282	-0.247184169949597	0.636766927863446	0.0990004323158613	0.297630744995684	0.123671587050305	0.773731695070862	0.764022277152944	0.19665310509748
ZKSCAN1	-3.11082948828858	-0.0268889191713813	-2.67150856247736	-2.03544512283432	-1.7586950593299	-2.31344489479463	-1.48810578438243	-1.07649730289293	-0.334775358808727	-0.879962597919121	-2.53294811127904	-0.406566210650548	-1.97259195009029	-0.0301423951725958	-1.31613481242183	-1.49890839518098	-2.23569320430465	-0.0311386333740169	-0.90463055624524	-2.56810286743881	-3.09432143396565	-1.4386092298965	-0.741590077474382	0.134652676956041	-0.340862852093815	-0.707340441584664	-3.13692050004665	-0.773980684440169	-0.974909018639077	-2.4530063559175	-0.591895524897155	-2.2860248582577	-2.10973699095527	-1.81138056405551	-0.29284837872407	-2.1954375281904	-2.10334474063472	-2.62941245471038	-1.87013838579566	-2.58371027835841	-0.108117008221015	0.180121011332801	-2.14162962483505	-3.11495083816163	-1.5920545551262	-0.567824824102715	-0.796129496443452	-2.78837623881261	-0.833783061936206	-2.76419515725407	-2.88563941797773	-3.4394100017942	-2.19333908978384	-3.07988802274487	-2.63341345162113	-0.604124555603216	-2.26290358696421	-3.20570285966008	-2.737954119173	0.608605322784475	-3.22111844115102	-2.58499058769246	-2.23745783236551	-2.90588224647865	-3.36729998925909	-2.19770468609228	0.176913931374855	-0.098193363948718	-0.701301953060752	-1.69925667139736	-2.18661598235048	-0.828864834273892	-2.97071867200138	-2.16662672809129	-2.57473233991067	-3.11592859774689	-1.29911162055987	-0.94597421348116	-1.16148520300845	-2.15725458125525	-2.70746605787773	-1.99398697872229	-0.678375397138854	-0.853038871994378	-1.53018737685104	-2.29107142956301	-1.90412740276418	-2.21861654130019	-1.24399383221206	-2.1195312356142	0.454940879040949	-3.33537133326383	-0.361597042734268	-1.33208577290848	-1.31147421150959	-0.896499638154556	-1.80925706120827	-2.49011210110907	-3.35012917126188	-3.79509585380252	-0.693111759125893	0.798669990680348	-1.76905171036971	0.844818803255819	-2.14321689580064	-0.338055661210796	-1.61235775789002	-2.48256210766449	-1.61557409444568
ZKSCAN2	0.0216771975248059	1.0131399137082	0.765171517917679	0.441639055854106	0.0711883802341471	-0.0286545715179266	0.475508945733647	0.689000153409839	3.15551900957656	0.622179134674821	0.304615141351957	1.08814229747017	0.273211632381949	1.27078719107551	0.283560896984584	-0.664372772237224	-0.00883546988860611	1.46169716323666	-0.0495239168285881	-0.145866080061478	-0.173099408110286	0.24348915462044	0.371611063298236	0.386803771821381	0.396587112120245	0.602665414018008	0.354211026812023	-1.14588694417517	0.471132655485677	0.332065663061689	0.201106679854619	-0.198171285901635	-0.248294723007332	-0.062884165670713	-0.388219274206636	-0.16678000329417	0.179731826840185	0.174118460413673	0.0816005011000765	0.0150471007620715	2.28984828151723	2.112383345997	-0.263434921908135	0.0832287531889861	0.28993239176022	1.12246021069906	-0.719720813942283	0.270823673038629	0.213530727668949	-0.0726791427380834	1.27648931589797	-0.389827234110329	-0.119911258422235	-0.32901850006063	0.0258932516662026	0.91884951960594	1.21567444681262	-0.823136037003838	0.402788044727112	2.45354967509555	0.464993264927735	0.495243699489203	0.49368341696545	0.419474851213142	-0.279140904756251	0.192489889971202	0.601712289356734	2.96666670718939	0.485975195751674	0.126907693108103	-0.162436011159718	-0.395235015263988	0.234044130793578	-0.35599038017754	-0.618374692955358	0.0255994090852736	0.126658905368236	0.459047151129668	1.28573120141793	-0.314098529576956	-0.0288281547870618	0.185483084744994	2.12243608852272	2.40573702334148	-0.757579074659248	0.491636471804206	-0.28528284232335	0.366125338913722	-0.816880711720631	-0.0272196923014791	1.4037253550702	-0.491796721442595	0.798961417763445	-0.133877925825026	0.0666963008039058	0.160166909116263	-1.00866198148739	-0.0175421861663623	-0.0231128267718564	-0.184400828779931	-0.252084153393547	0.412870548028981	-0.742565457187488	2.43709004320522	0.178326207403515	1.61311932343496	0.456822734507984	-0.773168807200749	0.531817092106614
ZKSCAN3	-0.525538071211554	0.758497457643714	-0.247764011801514	0.621687625721174	-0.280726310011799	-0.390848470019738	-0.415837697693057	0.16356490397514	0.226178086256832	0.14838316781349	-0.177768199284231	0.789871057271001	-0.847804031954753	-0.219996085884236	0.408753641759063	-0.154423238232929	-0.640518903315424	1.25078776531411	0.675136993140825	1.00368736045413	-0.0208779195552173	1.35090431704105	0.896333082373385	1.12448828433288	0.721411838515578	1.38006524113082	-0.364244097193351	0.770764308705223	1.34517976390475	0.0373081985320913	0.765817695326835	-0.134901150739239	0.325243426243401	-0.233523061209658	2.08483290520297	0.187124322380136	1.01552224683716	0.203052118463342	0.306307979861601	0.150420586709693	1.73876645185454	1.28073798883358	-0.495515835006222	-0.0293082110278501	0.243608898325537	0.494002071245869	-0.285702607626332	0.113890151650832	0.703976060956874	0.00963754324026482	-0.318229507630158	-0.445584454864948	0.312378323486675	-0.279862904453809	0.153705627400809	0.475648737470609	-0.247845795736723	-0.371752554807379	-0.101491436266911	1.49510128224504	0.0529847971805631	0.232944138342513	0.629406857977084	-1.06175411185319	0.0201422976786613	-0.305105504139888	1.13279182217164	0.617296328992623	-0.104449412727435	-0.217176377308464	-1.07293038062172	-0.528278480057696	-0.904206359414593	-0.379603084866767	-1.19275923446309	-0.806576963943914	0.200677419628755	-0.0911729455565637	0.11553995912619	-0.634245322723801	0.0772219712981999	-0.402309225199872	0.533491225014444	0.7493384589013	-1.45447301627582	-0.650074007852284	-0.53423248011242	0.142610405383364	-0.30558576142794	-0.430776136583274	1.0669838656374	-0.279986643827021	0.546510960350495	0.0312767875813371	-0.273075572677947	0.179699129040937	-0.2785742449806	-0.0147901006058604	-1.16131970364127	-0.95370019412271	-0.259298244514417	0.503671490177524	0.814066155453463	1.34211620739437	-0.845517858223863	0.322983007568718	0.161280031757061	0.205217110559402	-0.535845223751314
ZKSCAN4	0.0516447370697458	-0.495949669056108	-0.19501883009184	-0.852115670048774	-0.932500745284681	-0.231398711406639	-0.621137794180833	-1.03918517973584	0.0470825785277416	-0.673823029701158	-0.209753103327107	-1.01121742977714	-0.565217564568386	0.305875831522599	-0.59491131145256	-0.294277996851346	-0.545791438915378	0.827037996586001	-0.793717867503794	-0.961485042254376	0.0579380422093892	-0.447084960027934	-1.06895408459657	-0.858459966205144	-0.715340903994875	0.301250687222059	-0.106591519868257	-0.728441248989611	-0.802076447135259	-0.188637602839592	-0.482402005401835	-0.00834883571214034	-0.749126388003386	-0.208403190172878	-0.752958599837347	-0.427200958984833	-0.32972082997668	-0.389433019492425	-0.152935456090566	-0.506041731539888	-0.611259167697729	-0.297835231816638	-0.414372992273623	-1.11894754934813	-0.033489915839703	-0.182791808519376	1.03305948799856	-0.296419871664689	-0.452157184915038	0.0262755116520073	-0.261555722668251	-0.330481751838468	-0.0114345602737233	-0.338527151356848	-0.398619499845937	-0.160062241270968	-0.1435640367826	-0.745953436817223	0.0239936440060276	-0.32646761206269	-0.231811685357134	-0.0974808950896245	-0.562122700705134	0.327050930014055	-0.40257682729742	-0.146758330556611	-0.118427640249714	-0.04567914260711	-0.653019943369769	-1.30278594128718	-0.769715407497073	-0.0322186658866712	-0.68501525623855	-0.963713396086641	-0.357267617772325	-0.466715800379096	0.93339664402996	-0.735720863431388	-0.637807496315737	-0.202060697294994	-0.272737628828339	-0.642617920097046	-0.317975497699384	1.3388147020573	-0.515130273737633	0.0255476925097686	-0.886241394870337	-0.430624488409549	-0.494635732988898	-0.951839846634634	1.28972013541013	-0.190961955680201	0.0238135756044913	-0.378074040768089	0.0169931394429405	-0.593031239463704	-0.0464646405876527	-0.688153735640905	-0.165248672943869	-0.455690215153573	0.159706724105723	1.14180971220279	-0.63880109524992	0.778610451227015	-0.27077087514668	-0.672292012018105	-0.604731472014093	-0.436588315953219	0.192869301106694
ZKSCAN5	2.97874502752481	2.97991033117271	3.46164096797438	3.27163427804013	3.20757472896035	3.03901497356675	2.95479422861613	2.93045453926472	2.62470381556343	2.69515929297941	3.42807952470584	3.06321706682083	2.71479994776379	2.848982205964	2.59891668337593	2.88691908902287	3.07564967520966	2.41038810582273	2.422204538825	2.6566384775081	2.71841843031291	3.14138480440719	3.05068276496562	2.63879417828682	2.65544705157662	2.92520783511433	3.67029040965181	1.9394935779523	3.03813995635988	3.25188903880695	3.2136389343317	2.54139872792559	2.51531973325939	3.21455601736582	2.13999684122993	3.10804672154009	3.1956837565417	3.36500109674154	2.97136820532972	2.83683329321162	2.91638390391865	2.96193736624934	2.84661083762095	3.26756225896433	2.82182125302876	3.03476719327585	2.47572312321119	3.06586236926425	2.95848816862055	3.52161037861951	3.70916405212634	3.40841579704913	3.11892808340406	3.09167994714646	3.48922882629462	3.2361060039962	3.62438138035521	2.34801104711953	2.74375944714417	2.50044721852816	3.67651009565944	3.22719266232136	3.34693944719576	3.69094802853085	3.70767572007439	3.15529583858663	2.83949144815245	2.95539815991634	2.8823722039772	2.9624724969387	2.86623652782175	2.58721763728128	3.25775978288047	2.45431640166531	2.48584929533175	3.07911573594157	3.26805784299189	2.83684006009505	3.30554779730304	2.50158689702529	3.15055588180935	2.97695795766364	3.02414364081482	2.20874540636156	2.5836825172918	3.40933312605872	2.39474375385488	3.17647508024096	2.15960563913849	3.53865295824015	2.79120423090787	2.79776961481897	3.27162883468376	2.81169568485881	3.41266448719711	3.04888762330588	2.45696415695481	2.6868658289485	3.29542710336095	3.10573085134097	2.49839988911183	2.47090019272395	2.70419337118122	3.02025332057333	3.3491196317022	2.93418086171545	3.13440027422333	2.04102746335148	3.34223334247606
ZKSCAN7	-0.726776728159732	-0.320243782568659	0.497703201966477	-0.229725238113967	-0.782433710269998	0.0096727138742509	-1.27184842989065	-0.732113487409677	0.0782769976048773	-0.734312853902276	-0.431839475802513	-1.21555442480782	-0.173431281699681	0.268301229570472	-0.379381731897034	-0.971976483646535	-1.12569737329454	0.253817362818981	-0.970036994020107	-0.888264427716432	-0.856735221964023	-0.323716624184908	-0.0523127477299708	-0.880570910578228	0.0870556714520125	-0.5733072466417	0.101518887928723	-0.745152016089676	-1.12510603685564	0.058328426904584	-0.6230853373064	-0.365507222935257	-0.939110059079685	-0.958249448863408	0.0679503624714897	-0.285087281159196	-0.567693071236991	-0.339259926381498	-0.747335435571535	-0.826939515766188	0.1790489215489	0.0596340850883858	-1.10013392910278	-0.65332107973362	-0.373689379220676	-0.183721346543116	-1.01093412268035	-0.144325259874368	-0.149381858587653	-0.469826158764314	0.249424006315928	-0.579152244756869	-0.661285925279529	-0.892983991035229	-0.461172263998974	-0.935200365719851	0.616560042883065	-1.41929886072167	-0.949751237873569	0.643587997509432	-0.13398057343828	-0.661050608414038	-0.0795065425357473	0.332682991466773	-0.723865495276634	-0.403374310119129	-0.0141639986795375	0.0678454224637695	-0.775710508971265	-0.127366469150708	-0.791676207204552	-0.684399842319044	-0.790540388829677	-0.839858293034276	-0.82720736219043	-0.623389260462841	-0.488967788499669	-0.653103600629511	0.575139638066711	-1.21998477787807	-0.625156544917827	-0.940840635094012	-0.257973672514606	1.25059025491788	-0.792928891165888	0.341048259653923	-1.12917903110172	-0.398568717294061	-1.08574183935966	-0.746722912785791	1.1376708683101	-1.15808566121329	-0.0503297538782838	-0.980169281895361	-0.808800501502642	-0.454353320772363	-1.04451895417249	-0.530597981565052	-0.548376288276879	-0.773337987297071	-1.3540852338651	0.809178957878129	-0.891650610617012	0.764963880570028	-0.0293421305227084	-0.424791218833667	-0.806719499231342	-1.69123383398933	0.704923369230432
